@relation dataset

@attribute area real
@attribute perimeter real
@attribute compactness real
@attribute kernel_length real
@attribute kernel_width real
@attribute asymmetry real
@attribute kernel_groove real
@attribute class {0, 1, 2}


@data
18.55,16.22,?,6.153,?,?,5.894,?
?,?,?,?,?,?,?,?
?,?,?,?,3.791,?,?,?
?,?,?,?,3.902,?,5.924,?
19.14,?,?,?,3.737,?,?,1
20.97,17.25,?,?,?,4.677,?,?
19.06,?,?,?,3.719,?,?,1
?,?,?,?,3.897,?,5.75,1
?,?,?,?,?,3.084,?,1
18.89,?,?,6.227,?,?,5.966,?
?,16.9,?,?,?,?,6.32,1
20.24,?,?,6.315,3.962,5.901,6.188,1
?,?,?,?,3.563,?,6.011,1
16.17,?,?,?,?,?,5.703,?
?,15.97,?,5.98,3.771,?,?,?
15.99,?,?,?,3.582,3.336,?,?
?,?,0.8999,?,?,?,5.992,1
?,?,?,?,3.594,?,6.102,?
17.98,?,0.8993,?,3.687,2.257,?,?
20.16,?,?,6.513,?,?,6.185,?
17.55,?,?,?,?,5.366,5.661,?
18.3,?,?,?,3.755,?,?,?
18.94,?,0.8942,?,?,2.908,?,?
?,14.9,?,?,3.268,?,5.795,?
?,?,0.8644,?,3.395,?,5.795,?
?,?,?,5.776,?,4.972,?,?
?,14.66,0.899,?,3.465,?,?,1
?,?,?,6.145,3.574,?,?,1
?,?,?,?,3.231,?,5.879,?
15.6,?,0.858,?,?,?,5.752,1
?,15.18,0.885,5.872,3.472,?,5.922,?
?,?,?,5.472,2.994,?,?,2
13.32,?,?,?,3.073,?,?,?
?,?,0.862,5.389,?,?,?,?
?,13.32,?,?,2.967,5.469,?,?
?,13.4,0.8274,5.314,?,?,5.178,?
?,?,0.8167,?,2.687,6.169,?,?
?,?,?,5.176,2.719,?,5.132,2
12.49,?,?,?,?,?,5.002,?
12.7,?,0.8491,?,2.911,?,?,?
10.79,?,0.8107,?,2.648,5.462,?,?
?,13.23,?,?,?,5.195,5.307,?
?,?,?,?,?,?,?,?
?,?,?,?,2.833,4.756,5.36,2
?,?,?,5.22,2.693,3.332,5.001,2
?,13.05,?,?,?,4.048,?,?
11.19,?,0.8253,?,2.675,5.813,?,2
?,12.87,0.8596,?,2.849,3.347,5.003,?
12.13,13.73,?,5.394,?,4.825,?,2
11.75,?,0.8082,?,2.678,?,?,?
?,?,0.8263,?,2.695,?,5.31,?
?,?,?,?,2.879,?,5.491,?
?,13.33,?,?,?,4.271,?,2
12.05,13.41,0.8416,?,2.847,4.988,5.046,?
12.55,?,?,5.333,2.968,?,5.176,2
?,12.79,0.8558,?,?,6.388,?,?
12.1,?,0.8793,?,2.941,2.201,?,2
?,13.59,?,?,2.897,?,?,?
12.15,?,?,?,?,3.638,5.338,?
?,13.12,0.8291,?,?,?,?,?
?,?,0.8359,5.09,2.715,3.521,5.088,2
?,13.0,?,?,?,?,?,?
11.55,?,?,?,2.845,?,4.956,?
?,?,0.8419,?,2.763,?,?,2
11.4,?,?,5.136,2.763,5.588,5.089,2
10.83,?,?,5.278,?,?,5.185,?
10.8,?,?,?,2.821,?,5.063,2
?,13.01,?,?,?,5.335,5.092,?
10.74,?,?,5.145,2.642,?,?,?
11.48,13.05,?,?,?,?,?,?
12.21,?,0.8453,5.357,?,1.661,?,?
11.41,?,?,5.09,?,?,?,2
?,13.41,?,5.236,?,?,?,?
12.19,13.36,?,?,2.909,4.857,5.158,2
11.65,?,?,5.108,?,5.209,?,2
?,13.77,?,5.495,?,?,?,?
?,?,0.8198,5.363,2.683,?,?,2
11.81,?,?,?,?,?,?,2
?,?,?,?,?,4.179,4.956,2
11.23,12.82,?,5.089,?,?,4.957,?
?,?,0.8648,?,?,4.975,?,2
10.93,?,0.839,?,?,?,?,?
?,?,?,5.091,?,?,5.001,2
?,13.02,0.8795,5.132,?,?,?,2
10.82,12.83,0.8256,?,?,?,?,?
12.11,?,?,?,2.975,4.132,?,?
?,13.47,?,?,?,4.873,?,?
?,13.53,?,?,?,?,4.958,2
?,?,0.8849,?,?,?,?,?
?,13.67,?,?,?,3.306,?,?
?,13.38,0.8964,5.073,3.155,2.828,?,?
12.38,?,0.8609,?,2.989,?,5.045,?
?,?,?,?,?,2.3,?,2
?,?,?,5.009,?,?,?,2
?,13.41,?,?,?,?,5.0,?
?,13.47,?,?,2.96,?,5.001,2
?,13.2,0.8783,5.137,?,3.631,?,2
?,?,?,?,2.795,4.325,?,?
13.2,13.66,?,?,?,?,5.056,?
?,?,?,?,2.836,?,?,?
?,?,?,?,2.974,5.637,?,?
