@relation dataset

@attribute area real
@attribute perimeter real
@attribute compactness real
@attribute kernel_length real
@attribute kernel_width real
@attribute asymmetry real
@attribute kernel_groove real
@attribute class {0, 1, 2}


@data
18.45,?,0.8921,6.107,3.769,2.235,?,1
19.38,?,?,6.303,?,3.678,?,?
19.13,?,0.9035,?,?,?,5.924,1
?,16.61,0.8722,6.259,?,?,?,?
?,?,?,6.563,?,?,?,?
19.06,?,0.8854,6.416,?,?,?,1
18.96,16.2,?,?,?,?,5.75,1
?,?,?,?,?,3.084,?,?
18.89,?,?,6.227,3.769,3.639,?,1
?,16.9,0.8811,?,3.857,3.063,6.32,?
?,?,?,6.315,?,5.901,?,?
18.14,?,0.8772,?,3.563,3.619,?,?
16.17,?,0.8588,?,?,?,?,?
?,?,0.9077,?,?,?,?,?
?,?,?,5.363,?,?,?,?
?,?,?,?,?,4.188,5.992,?
18.65,16.41,?,?,3.594,?,?,1
?,?,0.8993,?,?,?,5.919,?
20.16,?,?,6.513,?,1.91,?,?
?,15.66,0.8991,?,3.69,5.366,?,1
18.3,15.89,0.9108,5.979,?,2.837,?,1
18.94,?,?,?,?,2.908,5.949,?
?,14.9,?,?,?,?,5.795,?
?,?,0.8644,?,3.395,4.266,?,1
?,?,0.8823,5.776,?,?,5.847,?
?,?,?,?,?,?,?,?
17.36,?,?,?,3.574,3.526,5.971,1
?,?,0.8527,5.92,3.231,?,5.879,?
15.6,15.11,?,?,?,?,?,?
?,?,0.885,?,?,?,?,?
?,?,?,?,2.994,5.304,?,?
?,?,?,5.541,3.073,7.035,5.44,?
?,?,0.862,?,3.074,?,?,2
?,?,0.8652,5.224,2.967,5.469,?,?
11.82,?,?,?,?,?,?,2
11.21,?,0.8167,?,2.687,?,?,?
11.43,?,?,5.176,?,?,5.132,?
12.49,?,?,5.267,?,?,?,2
?,13.71,?,?,?,?,5.316,?
?,?,?,?,2.648,?,5.194,?
?,13.23,0.8496,?,2.84,5.195,?,?
?,13.52,?,5.405,?,6.992,5.27,?
?,13.6,0.8333,5.408,2.833,?,?,2
?,13.04,?,?,?,?,?,?
?,13.05,?,5.175,2.755,?,?,?
?,?,?,?,2.675,?,?,2
11.34,12.87,0.8596,?,?,?,?,?
12.13,?,?,?,?,?,?,?
?,13.52,?,5.444,?,4.378,?,?
11.49,?,0.8263,?,?,?,5.31,?
?,13.67,0.8425,?,2.879,3.082,?,?
?,13.33,0.8503,?,?,4.271,5.308,2
?,13.41,0.8416,?,2.847,4.988,5.046,?
?,?,0.8558,?,2.968,?,5.176,2
?,12.79,0.8558,5.011,?,?,?,2
?,?,0.8793,5.105,2.941,?,?,2
?,?,0.8462,?,2.897,?,?,2
?,?,?,5.417,?,?,?,2
11.35,13.12,0.8291,?,2.668,?,?,2
11.24,?,0.8359,5.09,2.715,?,5.088,?
11.02,?,0.8189,5.325,2.701,?,?,?
?,?,?,5.167,?,?,4.956,?
?,12.97,?,5.088,2.763,4.309,?,2
?,13.08,?,5.136,?,?,?,?
10.83,?,0.8099,?,2.641,?,?,2
?,12.57,?,4.981,?,4.773,?,?
?,?,?,5.186,?,?,?,?
?,?,?,?,?,?,4.963,?
?,13.05,0.8473,?,?,?,?,?
?,13.47,0.8453,?,?,?,5.178,2
?,?,?,5.09,?,?,?,2
?,13.41,0.8706,?,?,4.987,5.147,?
12.19,13.36,?,?,?,?,5.158,?
?,13.07,0.8575,?,?,5.209,?,2
?,?,?,?,3.026,6.185,5.316,?
11.56,?,?,5.363,?,?,5.182,2
?,13.45,0.8198,?,2.716,?,?,?
10.91,12.8,0.8372,5.088,2.675,?,4.956,?
?,?,0.8594,5.089,?,7.524,?,2
10.59,?,?,4.899,?,?,?,?
?,?,?,5.046,?,5.398,?,?
?,?,?,5.091,2.804,?,?,?
?,13.02,0.8795,?,?,?,5.132,?
10.82,?,?,?,?,4.853,5.089,2
?,13.27,0.8639,?,2.975,?,?,2
?,13.47,0.886,?,3.126,?,4.914,2
?,?,?,?,?,?,4.958,?
13.37,?,?,5.32,3.128,?,5.091,2
12.62,13.67,?,?,?,3.306,?,2
?,13.38,0.8964,?,3.155,?,4.83,?
12.38,13.44,?,5.219,?,?,?,?
12.67,?,?,?,3.135,?,4.745,?
?,?,?,5.009,?,?,4.828,2
?,?,0.8874,?,3.091,8.456,5.0,?
?,13.47,?,?,2.96,?,?,?
?,?,0.8783,5.137,?,3.631,?,2
?,?,0.8511,5.14,?,?,5.003,?
?,?,?,5.236,3.232,8.315,?,2
11.84,?,?,5.175,?,3.598,?,?
12.3,?,0.8684,?,2.974,?,?,?
