@relation dataset

@attribute area real
@attribute perimeter real
@attribute compactness real
@attribute kernel_length real
@attribute kernel_width real
@attribute asymmetry real
@attribute kernel_groove real
@attribute class {1, 2, 3}


@data
?,16.09,0.887,6.173,3.651,2.443,?,2
?,16.26,?,?,?,1.649,?,2
18.98,16.66,?,?,?,3.691,6.498,2
21.18,17.21,?,6.573,4.033,?,?,?
20.88,?,0.9031,?,?,?,6.321,?
?,16.99,?,?,?,?,?,?
?,?,0.8984,6.172,?,3.12,?,2
?,?,0.8906,6.272,?,?,?,?
?,?,0.9066,6.037,3.86,6.001,?,?
18.36,16.52,0.8452,6.666,?,?,6.448,?
?,15.65,?,6.139,3.463,?,?,2
19.31,?,?,?,3.81,?,?,2
18.98,16.57,?,?,?,?,6.453,?
?,16.26,?,?,?,2.853,?,?
?,?,?,?,?,2.188,6.097,?
?,?,?,5.718,3.525,4.217,5.618,2
?,?,?,?,?,?,?,?
?,?,0.8985,?,3.892,4.308,?,?
19.18,?,?,?,?,?,6.229,?
?,?,?,?,?,?,?,?
?,?,0.8917,?,?,?,?,?
18.85,?,0.9056,6.152,?,?,6.2,2
17.63,?,?,?,?,?,?,?
?,16.92,0.8752,?,3.763,3.252,?,?
18.55,?,?,6.153,3.674,?,?,2
?,?,0.8921,6.107,?,2.235,?,2
19.38,16.72,?,?,?,?,5.965,?
?,16.31,0.9035,?,3.902,?,5.924,?
?,?,?,6.259,?,?,6.053,?
?,?,?,?,?,?,?,2
?,16.45,?,6.416,?,?,?,2
?,?,?,?,3.897,?,5.75,?
19.15,?,0.889,6.245,3.815,3.084,6.185,2
?,?,0.9008,6.227,3.769,3.639,?,?
?,?,?,?,?,3.063,6.32,?
20.24,?,?,?,3.962,5.901,?,?
?,?,0.8772,6.059,?,?,6.011,2
?,?,0.8588,?,3.387,?,?,2
?,?,?,5.98,3.771,?,5.905,?
?,?,0.9064,?,3.582,3.336,5.144,?
18.75,?,0.8999,?,3.869,?,5.992,2
18.65,16.41,?,?,3.594,?,?,2
?,?,?,?,?,2.257,?,?
?,17.03,0.8735,6.513,?,?,?,2
?,?,0.8991,?,3.69,5.366,5.661,2
?,?,?,5.979,?,?,?,2
?,?,?,6.144,?,?,5.949,?
?,14.9,?,5.884,?,4.462,?,?
16.16,15.33,0.8644,5.845,?,?,5.795,?
15.56,?,0.8823,5.776,?,4.972,5.847,2
15.38,14.66,?,5.477,3.465,?,5.439,2
?,15.76,0.8785,6.145,3.574,?,?,2
?,15.15,?,?,3.231,2.64,5.879,?
?,?,?,?,?,2.725,?,2
?,?,0.885,?,?,?,?,?
13.07,13.92,0.848,?,?,5.304,?,?
?,?,?,?,?,7.035,?,?
13.34,13.95,?,?,?,5.995,?,3
12.22,?,0.8652,?,?,5.469,?,3
?,13.4,0.8274,5.314,?,?,5.178,?
11.21,13.13,?,5.279,2.687,?,?,?
?,?,0.8335,?,2.719,?,5.132,3
?,13.46,?,5.267,2.967,?,5.002,?
12.7,?,0.8491,?,?,3.26,?,3
?,12.93,?,?,?,?,?,3
?,?,0.8496,?,?,5.195,5.307,?
12.01,?,0.8249,5.405,2.776,?,?,3
?,13.6,?,?,?,?,?,?
?,?,0.8266,?,?,?,?,3
?,?,0.8382,?,?,?,?,?
?,?,?,5.25,?,?,?,3
11.34,12.87,?,?,?,?,5.003,?
?,?,?,?,?,4.825,?,3
?,?,?,?,2.678,?,?,?
?,?,0.8263,?,?,5.388,?,3
?,13.67,?,?,2.879,3.082,?,3
?,?,0.8503,5.35,2.81,4.271,?,?
12.05,13.41,?,?,?,4.988,?,?
?,?,?,5.333,?,?,?,?
?,?,?,?,?,?,5.049,3
12.1,?,?,5.105,?,2.201,?,3
?,?,0.8462,?,?,?,?,?
12.15,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?
11.24,?,0.8359,5.09,2.715,?,?,?
?,13.0,?,?,2.701,6.735,5.163,?
11.55,?,?,?,?,6.715,?,?
?,?,?,5.088,2.763,4.309,?,3
11.4,?,?,?,2.763,?,?,3
10.83,?,0.8099,5.278,2.641,5.182,5.185,3
?,12.57,0.859,4.981,?,?,?,?
?,?,0.8355,?,?,?,5.092,?
10.74,12.73,?,5.145,2.642,4.702,4.963,3
?,?,0.8473,5.18,2.758,?,5.002,3
?,13.47,0.8453,?,?,1.661,?,?
?,?,0.856,?,?,?,4.825,3
12.46,?,?,5.236,3.017,?,?,?
?,?,?,?,?,?,?,?
11.65,13.07,?,?,?,?,?,?
?,13.77,?,?,?,?,?,?
11.56,?,0.8198,5.363,?,?,5.182,?
11.81,13.45,?,?,?,4.898,5.352,3
10.91,12.8,?,5.088,2.675,?,?,3
?,?,0.8594,5.089,?,?,4.957,?
?,?,0.8648,4.899,2.787,4.975,4.794,3
10.93,12.8,0.839,?,?,5.398,?,3
?,?,?,5.091,?,?,5.001,3
?,13.02,?,5.132,2.953,?,?,?
?,12.83,?,?,?,?,5.089,?
?,?,?,5.236,?,?,?,?
?,?,0.886,?,3.126,?,?,?
?,13.53,0.8786,?,?,?,4.958,?
?,13.78,?,?,3.128,4.67,?,?
?,?,?,?,2.911,3.306,5.231,?
?,?,?,?,?,?,?,?
?,13.44,0.8609,5.219,2.989,?,?,?
?,?,?,4.984,3.135,?,?,?
?,?,0.868,5.009,?,?,?,3
?,13.41,?,?,3.091,?,?,?
?,13.47,?,?,?,?,?,3
12.19,13.2,0.8783,?,?,3.631,?,3
?,?,?,?,?,?,5.003,3
?,?,0.8883,5.236,3.232,8.315,5.056,?
11.84,?,0.8521,5.175,2.836,?,?,?
12.3,?,?,5.243,2.974,?,5.063,?
