@relation dataset

@attribute area real
@attribute perimeter real
@attribute compactness real
@attribute kernel_length real
@attribute kernel_width real
@attribute asymmetry real
@attribute kernel_groove real
@attribute class {1, 2, 3}


@data
19.11,16.26,?,?,?,2.936,?,?
?,?,0.8786,?,?,?,?,?
?,15.62,?,?,?,4.92,?,2
17.32,15.91,?,?,3.403,3.824,5.922,?
?,?,0.8763,?,?,?,6.451,?
18.94,16.49,0.875,?,?,?,?,?
?,?,?,?,?,2.858,?,?
?,?,0.8823,?,3.467,?,?,?
?,?,?,?,?,?,5.879,2
20.2,?,0.8894,?,3.864,?,?,?
19.57,?,?,?,?,1.472,6.273,?
19.51,16.71,0.878,?,?,?,?,?
?,?,0.887,?,?,2.443,6.197,?
18.88,?,0.8969,6.084,?,?,?,?
?,16.66,0.859,6.549,?,?,?,2
?,?,0.8989,6.573,4.033,?,?,2
20.88,?,?,6.45,?,5.016,?,?
?,?,?,?,3.785,1.955,?,?
?,?,?,6.172,3.796,3.12,?,?
?,16.29,?,?,?,3.237,6.053,?
?,16.05,?,?,3.86,?,?,?
18.36,16.52,?,6.666,?,4.933,6.448,2
16.87,15.65,?,?,?,3.696,5.967,2
?,?,?,?,?,3.477,6.238,?
?,16.57,0.8687,?,?,2.144,6.453,?
18.17,16.26,0.8637,?,?,?,6.273,2
?,16.34,0.881,6.219,3.684,2.188,6.097,?
16.41,?,0.8866,5.718,3.525,?,?,?
?,15.86,0.8992,?,?,?,?,2
?,?,?,?,?,4.308,?,?
?,?,?,?,?,?,6.229,?
?,16.42,0.8829,6.248,3.755,?,?,?
18.83,16.29,?,6.037,?,2.553,?,2
?,16.17,0.9056,6.152,?,?,?,?
17.63,?,?,6.033,3.573,?,5.929,?
?,?,0.8752,6.675,3.763,?,6.55,2
?,?,?,?,3.674,?,?,?
?,?,?,?,?,?,?,2
19.38,?,?,6.303,?,?,?,?
?,?,?,6.183,?,?,?,?
?,16.61,?,?,3.737,?,6.053,?
?,17.25,?,6.563,3.991,?,6.316,?
19.06,?,0.8854,?,?,?,?,?
18.96,16.2,?,?,3.897,?,?,2
?,?,0.889,?,?,?,?,2
18.89,16.23,0.9008,?,?,?,?,?
?,16.9,?,?,?,?,6.32,?
?,?,?,6.315,?,5.901,6.188,?
?,16.12,0.8772,?,?,?,6.011,2
?,?,0.8588,5.762,3.387,?,5.703,?
?,?,?,?,?,2.984,5.905,2
15.99,?,?,5.363,?,?,5.144,?
?,?,0.8999,?,?,?,?,?
?,16.41,0.8698,?,3.594,4.391,?,2
?,?,?,5.979,?,2.257,?,2
?,?,?,?,?,?,?,?
17.55,?,?,5.791,?,5.366,5.661,2
?,15.89,0.9108,?,?,2.837,5.962,2
18.94,16.32,?,?,?,2.908,?,?
?,?,?,5.884,?,4.462,?,2
?,?,?,?,3.395,4.266,?,?
?,14.89,?,?,3.408,4.972,?,2
?,?,?,?,?,3.6,5.439,?
?,?,?,6.145,3.574,?,?,?
?,?,?,?,3.231,?,5.879,?
?,15.11,?,5.832,3.286,?,?,?
16.23,?,0.885,5.872,3.472,3.769,?,?
?,13.92,?,?,2.994,?,?,3
13.32,13.94,?,?,3.073,7.035,?,?
?,13.95,0.862,5.389,?,?,5.307,3
?,?,?,5.224,2.967,5.469,5.221,3
?,?,?,5.314,?,?,?,3
11.21,?,?,?,?,?,?,?
?,?,0.8335,5.176,2.719,2.221,?,?
12.49,13.46,?,?,2.967,?,?,?
?,13.71,?,5.386,?,?,5.316,3
?,?,?,?,2.648,5.462,5.194,3
11.83,13.23,?,5.263,?,?,5.307,3
?,?,0.8249,5.405,2.776,6.992,?,?
?,13.6,?,?,2.833,?,?,3
?,?,?,5.22,?,?,?,3
?,?,0.8382,?,2.755,?,?,?
11.19,?,0.8253,?,?,5.813,?,3
11.34,?,?,?,?,?,5.003,3
?,13.73,0.8081,?,2.745,4.825,5.22,?
?,13.52,?,?,2.678,?,?,3
11.49,13.22,0.8263,?,2.695,5.388,?,?
?,13.67,?,?,2.879,?,?,?
12.02,13.33,0.8503,5.35,?,4.271,?,?
?,?,?,?,?,4.988,5.046,?
?,13.57,0.8558,?,2.968,4.419,?,3
?,?,0.8558,?,2.794,6.388,5.049,?
?,?,?,5.105,?,2.201,5.056,3
12.44,13.59,?,?,?,?,5.27,?
?,13.45,?,?,?,3.638,5.338,3
?,13.12,0.8291,5.176,?,4.337,?,3
11.24,?,?,5.09,2.715,3.521,?,?
?,?,?,?,2.701,?,5.163,3
?,?,?,?,2.845,6.715,4.956,?
?,?,0.8419,?,?,?,5.0,?
11.4,?,?,5.136,2.763,5.588,5.089,?
?,12.96,0.8099,?,?,?,?,?
?,?,?,?,?,4.773,?,?
11.26,?,?,?,?,?,5.092,?
?,?,?,?,2.642,4.702,?,?
?,?,0.8473,?,2.758,?,?,?
?,13.47,0.8453,?,?,?,?,3
?,12.95,?,5.09,?,?,?,?
12.46,?,?,5.236,?,?,5.147,?
?,?,?,5.24,?,?,?,?
?,13.07,?,?,?,?,?,?
?,?,0.8541,5.495,?,?,5.316,?
11.56,?,0.8198,?,?,?,5.182,?
11.81,13.45,?,?,?,4.898,?,3
10.91,12.8,0.8372,5.088,?,?,4.956,3
?,?,?,5.089,?,7.524,?,3
?,?,?,4.899,2.787,?,?,?
10.93,12.8,0.839,5.046,2.717,?,?,?
11.27,?,?,5.091,?,?,5.001,?
11.87,?,?,5.132,2.953,?,?,?
?,?,?,?,2.63,?,5.089,3
12.11,?,?,5.236,?,4.132,5.012,?
12.8,?,?,5.16,3.126,?,4.914,?
?,?,0.8786,?,3.054,5.483,?,3
13.37,13.78,0.8849,?,3.128,?,?,3
12.62,13.67,?,5.41,?,?,?,?
?,?,0.8964,5.073,3.155,?,?,3
?,?,0.8609,?,?,?,?,?
?,?,0.8977,4.984,?,2.3,4.745,3
?,?,0.868,5.009,?,?,?,?
12.7,?,?,?,3.091,?,?,3
12.37,13.47,?,?,?,?,?,?
?,?,?,?,?,?,?,?
11.23,12.88,0.8511,?,2.795,4.325,5.003,3
?,?,?,?,?,?,5.056,?
11.84,?,?,?,2.836,?,?,3
12.3,13.34,?,?,?,?,5.063,?
