@relation dataset

@attribute att_1 real
@attribute att_2 real
@attribute att_3 real
@attribute att_4 real
@attribute att_5 real
@attribute att_6 real
@attribute att_7 real
@attribute att_8 real
@attribute att_9 real


@data
?,42.683,1.0,?,?,0.949,0.0,0.0,?
?,?,?,0.139,?,1.267,?,1.0,?
28.24,?,?,?,2.224,?,?,0.0,4.756
?,0.0,?,?,?,?,?,0.0,4.002
?,?,0.0,?,?,0.562,?,0.0,?
?,47.145,?,?,3.875,0.927,0.0,1.0,8.067
?,25.145,0.0,?,1.509,?,?,?,?
?,0.0,?,3.291,?,?,0.0,?,?
?,?,?,2.957,?,?,?,0.0,?
?,0.0,?,?,?,?,?,0.0,?
0.0,?,0.0,?,1.509,?,0.0,?,?
0.0,0.0,0.0,?,?,?,0.0,0.0,?
?,0.0,?,2.226,?,?,0.0,0.0,3.643
0.0,?,0.0,?,?,?,?,?,?
0.0,0.0,0.0,3.558,1.978,1.0,0.0,?,?
12.53,?,0.0,?,?,?,?,0.0,6.508
?,61.404,?,?,?,?,0.0,?,?
12.53,11.0,0.0,?,?,?,?,?,6.21
?,0.0,0.0,5.124,2.515,?,0.0,0.0,6.777
?,?,?,5.469,?,0.465,?,?,6.623
?,0.0,?,?,?,0.501,0.0,?,3.485
?,?,?,?,?,?,?,0.0,?
?,0.0,0.0,2.604,1.559,?,?,?,3.655
0.0,0.0,?,2.604,1.43,0.505,0.0,0.0,?
0.0,?,?,2.226,?,?,0.0,0.0,?
12.53,11.0,0.0,0.408,1.689,1.038,0.0,0.0,?
0.0,?,?,2.081,?,?,?,0.0,4.322
0.0,?,0.0,?,1.334,0.718,?,?,2.49
18.46,22.0,0.0,1.466,?,?,?,0.0,?
?,?,2.0,?,?,?,?,0.0,?
0.0,?,?,?,2.018,?,?,0.0,?
?,?,?,4.063,?,0.499,0.0,0.0,4.75
?,?,?,?,?,?,?,0.0,?
0.0,?,?,6.232,?,?,?,?,?
0.0,0.0,?,?,?,0.469,0.0,?,?
20.23,?,1.0,?,?,0.602,?,?,5.632
?,0.0,?,?,?,0.461,?,?,?
?,?,?,?,?,?,?,?,?
?,?,0.0,4.926,2.074,0.478,?,0.0,?
26.02,?,?,?,?,?,?,0.0,?
20.23,42.683,1.0,?,?,?,0.0,?,?
?,?,?,?,?,?,?,0.0,8.44
?,?,?,?,2.676,?,?,?,?
55.05,61.747,?,?,?,?,?,0.0,?
45.82,?,?,?,?,?,?,?,4.434
?,?,?,3.84,?,0.802,?,?,4.257
?,42.683,1.0,2.461,?,?,?,?,?
?,?,?,?,1.975,?,?,0.0,5.42
?,?,?,?,?,1.002,3.0,?,?
?,0.0,?,?,?,?,?,0.0,?
26.02,?,?,2.729,1.975,0.462,?,?,?
?,?,?,?,?,?,?,?,4.797
?,50.747,0.0,?,2.16,?,1.0,?,?
?,?,?,5.989,2.733,?,0.0,0.0,6.989
26.02,32.897,?,?,?,?,1.0,?,4.742
29.46,53.683,?,?,2.887,?,0.0,0.0,?
45.82,50.747,0.0,2.842,2.154,0.726,1.0,?,?
75.13,?,?,?,3.662,0.702,5.0,?,?
0.0,0.0,0.0,?,?,?,0.0,0.0,?
?,?,?,?,?,?,2.0,0.0,?
42.52,?,?,?,?,?,?,?,?
?,50.747,0.0,?,2.119,0.617,?,?,4.31
?,0.0,?,5.472,?,0.577,0.0,?,6.209
?,0.0,0.0,?,?,?,?,0.0,5.626
?,0.0,0.0,5.989,2.758,?,?,?,?
0.0,0.0,?,?,?,?,0.0,?,6.99
?,?,0.0,?,?,?,3.0,?,6.212
0.0,?,0.0,3.945,?,?,?,?,5.5
?,?,?,3.478,?,?,?,?,4.304
?,50.747,?,?,2.108,?,?,?,3.84
?,?,0.0,?,?,?,0.0,?,5.641
?,?,?,?,?,?,0.0,0.0,?
?,0.0,0.0,2.876,?,?,?,?,?
?,?,0.0,3.478,?,0.575,0.0,0.0,4.787
?,?,?,?,?,?,?,1.0,?
22.0,?,?,3.983,?,0.951,?,?,4.9
?,?,?,?,2.405,1.546,4.0,?,?
0.0,59.84,?,?,1.43,1.988,?,0.0,?
65.72,?,?,?,?,1.091,?,1.0,3.716
?,132.193,?,1.671,?,1.095,?,?,?
?,?,?,4.396,?,0.91,3.0,?,4.579
39.72,65.971,1.0,?,3.767,?,?,0.0,?
?,?,?,?,4.245,1.175,4.0,2.0,?
?,?,?,4.832,?,?,1.0,?,?
?,?,0.0,?,?,?,?,?,?
59.32,?,?,4.794,?,0.645,1.0,2.0,9.945
?,?,0.0,3.907,?,?,?,2.0,?
?,100.652,?,?,3.06,1.082,?,?,2.533
75.39,?,?,2.981,?,?,1.0,?,?
?,62.119,?,0.796,1.84,?,?,2.0,?
?,93.164,?,?,?,0.907,1.0,2.0,9.133
?,?,?,4.115,?,0.76,?,?,?
?,?,?,?,?,?,?,?,?
?,?,?,-0.259,?,?,3.0,?,3.34
?,?,?,0.083,3.249,1.04,7.0,?,2.928
?,?,?,-0.38,1.401,1.151,?,?,2.649
?,?,6.0,1.632,5.369,1.145,6.0,?,4.27
?,61.166,?,2.589,2.919,?,?,?,?
?,?,?,?,2.133,?,?,1.0,?
84.13,?,4.0,?,1.225,0.335,2.0,0.0,?
?,50.908,3.0,?,2.203,0.591,2.0,0.0,3.476
26.02,32.897,?,0.202,1.334,?,1.0,0.0,?
?,?,?,?,?,?,?,?,?
68.01,92.593,?,?,?,?,?,?,?
?,32.897,?,?,?,0.462,?,0.0,5.16
?,32.897,?,3.314,2.018,?,?,?,?
?,?,?,2.127,?,0.597,?,?,?
?,?,4.0,0.893,?,?,?,?,?
26.02,32.897,2.0,?,?,?,1.0,0.0,?
90.37,?,3.0,?,?,?,3.0,?,2.072
?,165.834,6.0,2.703,?,?,?,?,?
?,?,0.0,-0.564,1.5,?,?,?,?
?,?,?,?,2.274,1.026,?,?,4.018
74.92,?,1.0,3.16,?,1.14,?,?,?
26.3,?,?,?,?,0.991,?,?,8.112
58.2,?,?,?,3.281,?,2.0,?,?
41.13,61.166,?,3.988,3.169,0.627,?,0.0,7.478
?,25.145,0.0,?,?,?,?,?,6.394
34.14,?,?,?,?,?,0.0,?,5.001
?,50.29,?,?,?,0.866,0.0,?,5.545
?,?,?,?,3.557,1.237,?,2.0,4.249
?,?,?,?,3.117,?,?,?,5.17
?,?,2.0,-1.202,?,?,?,1.0,?
120.73,148.22,1.0,?,?,1.16,?,1.0,?
?,?,?,-1.095,?,?,2.0,?,1.188
?,315.561,?,?,?,?,?,?,3.884
203.06,?,?,?,?,1.345,0.0,?,?
?,?,0.0,?,1.84,?,0.0,?,3.788
?,28.269,?,?,?,?,?,?,?
?,153.195,3.0,?,?,0.767,?,?,3.669
?,?,?,?,1.989,0.927,0.0,0.0,?
?,93.43,?,?,?,?,?,?,4.024
?,?,0.0,3.223,?,0.881,?,?,4.403
?,?,0.0,4.789,?,?,?,0.0,?
?,?,?,1.749,?,?,?,?,?
42.52,44.313,?,1.473,?,?,?,0.0,?
?,?,0.0,?,?,?,0.0,?,?
?,39.247,?,?,?,?,?,?,?
?,61.166,2.0,?,1.918,0.578,?,?,?
30.21,?,?,?,?,?,?,1.0,4.032
?,?,0.0,2.288,?,1.591,?,?,3.22
38.77,22.156,0.0,?,2.639,?,0.0,0.0,?
118.65,?,?,?,3.759,0.95,?,?,?
54.37,?,1.0,?,?,?,0.0,?,?
?,?,1.0,4.548,3.101,1.137,0.0,?,?
?,206.609,3.0,?,?,1.496,?,?,2.736
46.53,?,?,2.086,?,?,?,1.0,?
?,78.828,1.0,2.354,?,0.743,?,?,3.783
104.06,189.34,3.0,1.929,?,?,0.0,2.0,?
?,110.512,?,?,?,?,?,1.0,3.068
76.21,117.511,3.0,?,2.25,?,2.0,1.0,3.644
50.94,76.132,1.0,3.77,3.091,1.081,?,?,4.01
67.79,?,2.0,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?
?,157.061,?,?,?,1.248,?,0.0,3.277
?,71.694,?,?,?,1.069,2.0,?,?
94.83,?,?,1.661,3.391,?,?,0.0,?
?,42.683,1.0,?,1.401,?,?,0.0,?
?,?,?,1.209,?,0.476,?,?,?
52.49,103.377,3.0,-0.917,?,?,1.0,0.0,?
40.46,?,?,?,?,?,0.0,0.0,?
?,?,1.0,?,?,1.952,0.0,0.0,?
?,?,?,?,?,?,0.0,0.0,1.53
336.43,?,?,?,?,1.373,?,0.0,3.077
115.38,179.269,?,1.228,3.039,0.787,?,?,?
?,571.952,?,-6.446,4.624,?,?,?,?
97.99,?,4.0,?,?,?,0.0,?,?
?,?,?,1.442,?,?,?,?,?
20.23,42.683,?,2.461,?,0.737,0.0,0.0,4.852
?,?,1.0,?,?,0.521,?,0.0,?
?,?,?,?,?,?,0.0,?,?
66.05,?,?,1.348,?,?,1.0,?,?
20.23,?,1.0,?,2.605,?,?,?,?
?,85.367,2.0,3.635,?,?,?,?,4.962
?,42.683,?,2.637,?,?,?,?,4.61
20.23,?,1.0,?,1.857,0.853,?,?,?
?,?,1.0,?,?,?,?,0.0,4.238
20.23,?,1.0,?,2.57,?,0.0,?,?
?,?,2.0,-0.665,1.726,?,2.0,?,?
?,?,?,3.447,?,0.662,1.0,?,?
44.45,?,?,?,2.427,0.757,?,?,?
44.45,16.786,?,?,2.281,0.701,1.0,?,?
?,33.571,?,?,?,?,2.0,2.0,?
44.45,16.786,0.0,?,?,?,?,?,?
64.18,0.0,?,?,?,1.5,?,1.0,4.56
50.93,0.0,?,?,2.485,?,?,?,?
?,?,?,?,?,?,1.0,0.0,?
?,85.367,?,-0.081,?,?,?,?,?
?,105.331,1.0,?,?,?,5.0,?,4.168
?,?,0.0,?,2.608,1.809,3.0,0.0,?
119.33,?,?,?,2.587,1.989,?,0.0,3.339
91.64,?,?,?,?,?,2.0,0.0,5.441
134.73,?,?,1.649,?,?,?,?,?
111.87,144.177,1.0,?,?,0.839,?,?,4.79
?,?,?,?,?,0.825,3.0,0.0,?
?,?,1.0,1.543,2.527,0.647,3.0,0.0,?
45.82,?,?,?,?,?,?,?,?
71.84,?,?,?,2.168,?,?,?,4.489
?,101.494,0.0,?,?,?,?,?,3.718
?,?,?,?,2.334,0.543,?,?,?
111.87,?,?,1.395,?,?,2.0,?,4.606
?,?,0.0,1.886,?,0.769,?,0.0,?
?,50.747,?,?,2.141,?,?,0.0,?
45.82,?,0.0,?,?,0.726,1.0,0.0,?
45.82,?,?,3.11,?,0.478,1.0,?,?
?,50.747,?,?,2.048,?,1.0,0.0,3.615
?,?,0.0,2.241,2.09,0.942,?,?,4.14
0.0,0.0,0.0,?,?,?,?,?,?
?,0.0,?,2.122,2.7,?,?,?,5.01
9.23,11.0,?,?,2.692,?,?,0.0,?
0.0,0.0,?,?,2.539,0.837,0.0,?,4.909
?,?,?,?,2.614,?,?,?,4.7
15.79,0.0,?,1.834,?,0.81,?,0.0,?
0.0,0.0,?,?,?,?,?,0.0,?
?,0.0,?,4.76,2.868,0.7,0.0,?,?
0.0,?,?,?,2.7,?,?,?,5.406
0.0,?,0.0,?,2.727,0.758,0.0,?,?
?,?,?,?,?,0.783,?,?,4.737
?,0.0,?,?,?,?,?,?,?
0.0,0.0,?,?,2.284,?,0.0,?,?
?,16.786,0.0,2.066,?,?,?,?,3.711
?,16.786,0.0,?,2.727,0.8,?,?,?
12.89,?,0.0,?,?,0.867,1.0,0.0,3.53
132.86,?,0.0,?,3.487,0.572,?,0.0,?
28.24,0.0,0.0,?,2.614,?,?,?,5.597
28.24,?,?,2.851,?,0.656,?,?,?
12.89,?,0.0,?,1.8,1.038,1.0,?,?
?,0.0,?,?,1.667,?,?,?,?
?,77.875,?,?,?,1.126,?,?,?
0.0,0.0,0.0,?,?,?,0.0,0.0,3.89
278.8,?,?,?,6.439,1.557,11.0,?,4.779
0.0,?,?,3.374,?,?,0.0,?,3.792
17.07,?,0.0,?,?,?,?,0.0,?
?,31.059,0.0,?,?,?,1.0,?,?
?,?,?,2.754,2.454,1.421,?,?,4.886
?,?,0.0,?,?,?,?,1.0,?
58.11,?,?,?,?,?,1.0,1.0,?
?,?,2.0,?,1.689,?,?,?,?
?,?,1.0,1.629,?,1.2,0.0,0.0,?
?,?,?,?,?,1.055,?,0.0,?
45.34,34.106,0.0,?,2.042,?,?,?,2.829
40.46,85.367,?,?,3.123,?,?,0.0,?
?,?,0.0,?,?,1.429,0.0,?,?
?,25.145,0.0,?,?,?,0.0,?,?
?,?,?,?,?,?,0.0,?,?
0.0,0.0,0.0,4.823,2.299,1.6,?,0.0,?
52.6,?,?,?,?,1.402,0.0,?,?
56.15,?,?,?,?,?,?,?,?
54.57,41.028,0.0,?,?,?,?,?,4.862
?,20.263,?,?,?,?,0.0,?,?
?,56.055,0.0,3.373,?,?,?,?,4.943
?,?,?,?,?,1.314,?,0.0,7.012
45.61,28.269,?,?,2.814,?,?,0.0,5.548
20.31,?,?,?,?,?,1.0,1.0,?
?,6.249,0.0,1.761,?,0.779,?,0.0,5.976
70.14,50.908,3.0,?,?,0.756,?,?,?
?,18.011,?,0.8,?,1.846,1.0,?,?
?,?,?,2.193,2.134,1.117,?,0.0,?
?,86.378,2.0,?,2.546,?,?,?,?
88.03,?,2.0,2.273,2.575,1.159,?,?,?
?,?,?,?,?,?,?,1.0,?
107.02,?,?,0.64,?,?,1.0,?,?
?,41.028,?,4.449,2.988,?,?,?,?
?,?,1.0,?,2.935,1.513,?,?,8.113
?,?,0.0,?,?,1.444,0.0,?,9.15
0.0,0.0,?,?,?,?,?,?,?
91.49,?,5.0,-0.329,?,1.621,5.0,0.0,?
?,?,?,4.761,?,?,1.0,0.0,?
44.45,?,0.0,?,?,?,?,1.0,5.418
?,?,?,-0.172,?,2.177,?,?,2.958
?,?,1.0,?,2.093,?,?,?,?
?,?,?,1.57,?,1.376,?,?,?
?,36.022,?,?,1.559,?,2.0,?,3.825
?,?,?,?,3.383,?,1.0,0.0,5.783
?,133.775,0.0,3.168,?,1.153,3.0,?,6.389
110.45,?,?,2.767,3.488,?,2.0,?,4.071
67.01,?,2.0,1.052,?,1.137,3.0,?,?
71.06,?,?,?,3.191,?,?,?,2.506
?,41.028,?,?,2.086,?,?,?,?
?,?,0.0,1.02,?,?,?,?,?
?,?,0.0,?,3.852,1.151,?,?,?
?,22.0,?,?,?,?,0.0,?,?
?,78.828,?,?,?,1.022,0.0,?,3.794
?,22.156,?,?,?,1.333,0.0,0.0,?
?,?,?,?,?,?,2.0,?,4.823
0.0,?,0.0,?,?,0.807,?,?,6.19
0.0,?,?,?,1.979,1.111,?,?,4.3
45.82,?,0.0,?,2.119,0.942,?,0.0,?
?,42.683,?,?,1.96,?,0.0,?,?
?,?,0.0,?,1.857,1.0,?,?,?
26.02,32.897,?,?,?,?,?,?,?
12.53,?,?,?,?,0.49,?,?,5.513
0.0,0.0,0.0,?,?,?,?,0.0,?
?,0.0,?,?,?,?,0.0,?,?
?,?,0.0,?,1.84,?,?,?,2.778
?,0.0,0.0,?,1.155,?,?,?,?
0.0,0.0,?,?,?,0.53,0.0,?,?
26.02,32.897,?,?,2.074,?,1.0,?,5.559
?,42.683,1.0,?,?,?,?,?,5.76
?,?,?,3.617,2.074,0.34,?,?,?
?,?,?,?,2.031,?,0.0,?,5.55
45.82,?,?,?,?,0.478,1.0,?,?
?,0.0,?,?,?,?,?,?,7.509
0.0,?,?,?,?,0.577,?,?,?
?,?,1.0,?,?,?,?,?,?
32.67,45.055,?,?,3.097,0.889,?,?,?
0.0,0.0,0.0,?,2.57,?,?,0.0,?
47.58,62.119,0.0,?,?,0.467,2.0,2.0,6.21
?,?,3.0,?,?,1.025,4.0,?,?
?,?,2.0,?,1.975,0.462,1.0,?,5.437
?,65.794,4.0,3.586,2.758,?,?,?,5.381
?,?,?,2.127,?,?,?,0.0,6.108
26.02,32.897,?,?,?,?,1.0,?,5.19
?,?,?,?,?,?,?,?,?
?,?,?,3.31,?,?,?,?,?
?,?,?,?,?,?,0.0,?,8.164
?,?,?,0.198,?,1.559,1.0,1.0,?
87.28,?,?,?,3.244,?,3.0,?,4.022
?,?,1.0,1.191,2.899,?,?,?,?
?,?,1.0,?,2.031,?,?,0.0,4.462
?,?,?,-0.45,?,?,?,2.0,?
?,?,?,?,2.472,0.988,?,?,3.474
?,277.562,4.0,?,?,1.552,?,?,?
116.67,?,4.0,?,2.021,1.83,1.0,?,?
49.33,?,2.0,3.988,3.047,0.694,?,?,?
?,?,1.0,?,?,?,?,?,?
23.47,?,?,?,1.577,?,1.0,?,?
58.92,?,2.0,?,?,?,0.0,?,0.46
?,42.683,1.0,3.617,2.074,0.34,?,?,?
?,42.683,?,?,?,?,0.0,0.0,?
56.15,?,2.0,?,2.997,0.701,?,?,?
105.86,19.91,?,?,?,?,?,0.0,5.922
45.82,?,0.0,?,2.09,0.617,1.0,?,?
0.0,?,?,4.76,2.859,?,0.0,0.0,?
?,35.776,?,?,2.837,0.849,2.0,?,?
?,?,?,?,?,0.874,?,0.0,?
?,?,?,?,3.111,?,?,?,6.219
?,9.507,0.0,?,?,?,?,0.0,4.995
0.0,?,?,?,?,0.917,?,?,?
