@relation dataset

@attribute att_1 real
@attribute att_2 real
@attribute att_3 real
@attribute att_4 real
@attribute att_5 real
@attribute att_6 real
@attribute att_7 real
@attribute att_8 real
@attribute att_9 real


@data
?,0.0,?,?,?,0.562,?,?,2.642
0.0,?,0.0,?,1.559,?,?,?,?
?,?,?,?,?,0.505,0.0,?,?
?,0.0,0.0,2.226,?,0.826,?,0.0,?
?,11.0,?,0.408,1.689,?,?,?,?
?,0.0,?,2.081,?,?,0.0,?,4.322
?,0.0,0.0,1.817,?,0.718,?,0.0,?
?,22.0,0.0,1.466,?,?,?,?,2.937
67.34,?,2.0,?,1.604,1.682,?,0.0,?
?,?,?,4.634,?,?,?,?,?
0.0,0.0,?,4.063,?,?,?,0.0,4.75
20.23,?,?,?,2.12,?,?,0.0,?
?,?,?,?,2.728,0.493,0.0,0.0,?
?,0.0,?,?,?,0.469,?,?,8.78
20.23,?,1.0,3.046,?,?,0.0,0.0,5.632
0.0,?,?,4.634,?,?,?,?,4.874
20.23,?,1.0,3.314,?,?,0.0,0.0,?
?,0.0,0.0,4.926,?,0.478,?,?,4.674
?,?,?,3.314,?,0.366,?,?,?
20.23,?,1.0,?,?,?,0.0,0.0,?
?,?,0.0,?,?,?,0.0,?,8.44
?,?,?,?,?,?,0.0,?,5.64
?,?,0.0,?,3.055,0.603,?,?,?
45.82,?,?,?,2.165,0.478,1.0,0.0,?
92.35,174.455,1.0,?,?,?,?,?,4.257
?,?,?,2.461,1.975,0.737,?,?,5.691
?,0.0,?,?,1.975,?,?,?,?
?,104.289,0.0,?,?,?,?,?,?
?,?,0.0,?,?,0.499,0.0,?,4.83
26.02,32.897,?,?,?,?,?,0.0,5.43
?,?,1.0,?,?,?,?,0.0,4.797
45.82,?,0.0,3.11,?,0.478,?,?,?
0.0,?,?,?,2.733,0.529,?,?,6.989
?,32.897,2.0,2.729,?,0.462,1.0,0.0,4.742
29.46,?,1.0,?,2.887,?,?,?,?
?,?,?,?,?,?,1.0,?,?
75.13,100.774,?,4.512,?,?,?,?,?
?,0.0,?,3.478,1.924,0.575,0.0,?,4.138
41.57,57.28,1.0,3.18,?,?,?,0.0,?
?,?,?,4.746,2.905,?,?,?,?
?,50.747,?,?,?,?,?,?,4.31
?,?,?,5.472,?,0.577,0.0,0.0,?
?,?,?,?,?,?,?,0.0,5.626
?,?,?,5.989,?,?,0.0,0.0,?
0.0,0.0,?,?,2.712,0.529,0.0,?,?
?,48.531,?,4.27,?,0.867,3.0,?,6.212
?,?,0.0,?,?,0.678,?,?,?
?,0.0,0.0,?,?,?,?,0.0,4.304
?,?,0.0,2.509,?,0.617,?,?,3.84
?,0.0,?,?,?,0.723,?,?,5.641
0.0,0.0,0.0,?,?,0.678,0.0,0.0,?
?,0.0,0.0,?,1.857,0.699,?,0.0,?
?,?,0.0,?,1.908,?,?,?,?
72.68,73.324,1.0,?,?,?,?,?,2.572
?,73.15,0.0,?,?,?,?,?,4.9
?,?,?,0.736,2.405,1.546,4.0,1.0,?
0.0,?,0.0,1.817,?,?,0.0,0.0,?
65.72,?,?,-0.234,?,?,2.0,?,?
74.57,?,?,?,3.501,?,?,1.0,3.742
?,?,0.0,4.396,?,0.91,?,0.0,?
?,?,1.0,3.289,?,?,1.0,0.0,?
64.16,92.47,?,3.613,?,?,?,?,?
59.32,78.204,?,?,?,?,1.0,?,?
59.32,?,?,?,?,0.994,1.0,2.0,?
59.32,78.204,?,4.794,3.99,?,?,2.0,9.945
?,78.204,0.0,3.907,?,?,?,2.0,?
114.19,?,?,?,?,?,6.0,1.0,?
75.39,67.204,?,?,?,1.072,1.0,?,6.475
98.18,62.119,?,0.796,1.84,?,?,2.0,6.251
?,93.164,0.0,?,?,?,?,?,9.133
59.32,?,?,?,?,?,?,2.0,?
36.26,60.144,0.0,?,?,?,?,?,?
?,64.63,0.0,-0.259,1.989,?,?,?,3.34
?,?,?,0.083,3.249,?,7.0,?,2.928
?,58.042,?,?,?,?,?,1.0,2.649
?,?,6.0,?,?,1.145,6.0,?,?
?,?,?,?,?,?,2.0,?,4.234
?,?,?,2.481,2.133,?,?,1.0,?
?,65.794,?,?,1.225,0.335,?,?,3.884
?,?,3.0,?,?,0.591,?,?,?
?,?,?,?,?,?,1.0,?,3.133
?,65.794,4.0,?,?,1.61,?,0.0,?
?,92.593,?,?,2.17,0.893,?,?,?
?,32.897,2.0,?,1.979,0.462,?,0.0,5.16
26.02,?,?,?,2.018,?,?,?,?
26.02,?,?,?,1.924,?,?,0.0,6.409
52.04,?,?,?,?,?,?,0.0,4.263
26.02,?,?,?,?,?,1.0,0.0,5.371
90.37,?,?,?,?,?,?,1.0,?
129.62,165.834,?,?,?,?,7.0,?,4.404
12.53,11.0,?,-0.564,?,1.733,?,?,2.332
?,11.0,?,1.533,?,?,?,?,?
?,?,?,3.16,2.827,?,?,?,5.301
?,?,0.0,5.4,?,?,0.0,?,?
?,116.232,2.0,?,?,0.803,?,?,7.802
?,?,2.0,?,3.169,0.627,2.0,?,7.478
17.07,25.145,?,?,?,?,?,?,?
34.14,?,0.0,?,2.074,?,0.0,?,5.001
34.14,50.29,0.0,?,?,?,0.0,?,?
58.2,86.311,?,3.652,?,1.237,2.0,2.0,4.249
?,?,1.0,3.696,?,1.149,?,?,?
73.22,?,?,?,1.795,0.599,?,1.0,3.769
?,?,?,0.096,2.964,?,4.0,1.0,3.508
41.13,?,?,?,?,?,2.0,?,?
182.83,?,?,?,?,1.351,?,?,3.884
203.06,?,6.0,0.957,5.839,?,?,1.0,?
?,?,?,0.076,?,1.493,?,?,3.788
?,28.269,?,?,?,?,?,?,0.704
77.76,?,3.0,?,?,?,?,0.0,3.669
?,?,?,1.769,?,?,0.0,?,?
66.05,93.43,1.0,?,?,?,1.0,?,4.024
32.67,?,?,?,2.773,?,?,0.0,4.403
?,?,0.0,?,?,1.505,?,?,5.512
87.08,111.608,1.0,1.749,?,?,?,?,4.225
?,44.313,?,?,?,?,?,?,?
42.52,44.313,?,2.777,2.643,?,0.0,?,?
?,?,?,?,?,?,0.0,?,?
?,?,2.0,?,?,?,2.0,?,4.221
?,?,?,?,2.344,0.923,0.0,?,4.032
?,76.448,0.0,?,2.848,1.591,?,?,?
?,?,?,?,?,0.859,?,0.0,?
?,?,?,3.773,?,?,?,2.0,4.501
54.37,?,?,?,3.061,?,?,?,?
37.3,?,1.0,?,3.101,1.137,0.0,?,?
?,?,3.0,?,2.333,?,1.0,3.0,?
?,?,?,?,?,0.941,0.0,?,?
?,?,1.0,?,?,?,?,?,?
?,?,?,1.929,?,1.021,?,?,?
?,110.512,2.0,1.643,?,0.814,0.0,?,3.068
?,?,3.0,1.119,?,?,?,1.0,?
50.94,76.132,1.0,?,?,1.081,3.0,?,?
?,107.839,?,2.347,?,1.4,?,1.0,3.917
84.58,129.736,?,0.925,3.178,?,?,?,3.902
?,?,?,?,3.325,?,?,?,?
?,71.694,?,2.124,?,?,?,?,4.305
?,?,?,1.661,?,0.942,?,?,3.961
?,?,1.0,0.8,?,1.698,?,0.0,1.82
?,?,?,?,?,0.476,?,?,?
52.49,?,?,-0.917,1.84,?,1.0,0.0,2.957
?,?,?,-1.053,1.334,?,?,?,0.122
?,53.683,1.0,?,?,?,?,?,?
?,?,1.0,?,?,1.971,?,0.0,?
?,?,?,?,?,1.373,?,0.0,?
115.38,?,?,1.228,?,0.787,?,1.0,?
?,?,18.0,-6.446,4.624,1.39,?,0.0,?
?,?,?,?,?,1.066,0.0,1.0,3.177
138.45,?,6.0,?,3.878,1.205,0.0,?,5.291
?,?,?,?,?,?,?,0.0,4.852
20.23,42.683,1.0,?,?,0.521,0.0,?,?
?,?,?,?,?,0.633,?,?,?
66.05,?,?,?,?,?,?,0.0,4.016
20.23,?,1.0,?,?,?,?,?,?
?,85.367,2.0,?,?,?,?,0.0,4.962
?,?,?,?,2.344,?,?,?,?
?,42.683,1.0,1.506,?,?,0.0,0.0,3.85
?,?,?,2.127,?,0.633,?,0.0,?
20.23,42.683,?,?,2.57,?,0.0,0.0,5.38
56.15,?,?,-0.665,?,?,2.0,?,?
61.52,?,0.0,?,?,0.662,?,2.0,?
?,16.786,0.0,3.648,2.427,?,1.0,?,?
44.45,16.786,?,?,2.281,0.701,?,1.0,?
88.9,?,?,?,2.456,?,2.0,2.0,?
?,16.786,?,3.265,?,?,?,1.0,?
?,?,0.0,-0.049,?,?,?,?,4.56
?,?,?,?,2.485,?,?,?,?
?,16.786,1.0,1.769,2.239,?,1.0,?,?
?,85.367,?,?,?,?,?,0.0,3.758
?,105.331,1.0,1.616,?,?,5.0,0.0,?
?,?,?,?,2.608,?,3.0,0.0,3.85
?,134.931,?,0.289,?,1.989,2.0,?,?
91.64,?,?,2.239,?,?,2.0,0.0,?
134.73,159.536,2.0,?,?,?,?,1.0,?
?,?,1.0,?,?,?,2.0,0.0,4.79
?,152.241,0.0,2.359,?,?,3.0,?,4.39
157.69,?,?,?,2.527,?,3.0,?,?
?,50.747,0.0,?,?,?,1.0,?,?
71.84,83.644,2.0,?,?,?,?,?,4.489
?,?,?,2.239,?,0.884,2.0,?,?
?,?,0.0,?,?,0.543,?,0.0,5.402
?,?,1.0,?,?,?,2.0,?,4.606
91.64,?,0.0,1.886,?,?,?,?,3.591
45.82,?,0.0,2.574,2.141,?,1.0,0.0,4.558
?,?,?,?,?,0.726,1.0,0.0,?
45.82,50.747,0.0,3.11,?,?,1.0,?,?
?,50.747,?,1.887,?,?,1.0,?,?
45.82,50.747,?,2.241,?,0.942,1.0,?,?
?,?,?,3.958,?,?,0.0,?,?
?,?,?,2.122,?,?,?,?,?
?,11.0,0.0,?,?,0.941,?,?,?
?,0.0,0.0,3.876,?,?,?,0.0,?
15.79,?,1.0,2.859,?,0.752,?,?,4.7
15.79,?,1.0,1.834,2.176,0.81,1.0,0.0,?
0.0,?,?,?,3.231,0.689,?,?,?
?,0.0,?,?,2.868,0.7,?,?,6.281
?,?,?,?,?,?,0.0,0.0,?
?,?,0.0,?,?,?,?,?,6.7
?,?,0.0,3.743,2.995,?,?,0.0,4.737
28.24,0.0,?,?,?,?,0.0,?,?
0.0,0.0,0.0,?,2.284,?,0.0,?,4.147
?,16.786,?,?,2.284,0.867,1.0,0.0,3.711
?,?,?,3.051,?,0.8,1.0,0.0,?
?,16.786,0.0,?,2.284,?,?,?,?
?,?,?,2.892,?,?,?,?,3.619
28.24,?,?,?,?,?,?,?,?
?,?,?,2.851,?,?,?,0.0,?
12.89,?,0.0,?,?,1.038,?,?,?
?,?,?,?,?,?,?,?,?
?,77.875,2.0,1.326,3.024,?,5.0,?,5.054
?,0.0,?,?,1.857,?,?,?,3.89
?,?,?,?,6.439,1.557,11.0,?,?
0.0,?,0.0,?,?,1.204,0.0,0.0,?
17.07,?,?,?,?,?,?,?,?
?,?,0.0,-0.317,1.155,1.403,?,?,?
?,?,?,?,2.454,?,0.0,?,?
43.37,?,?,?,3.373,?,?,?,?
58.11,?,?,?,1.225,0.575,?,1.0,3.638
?,?,?,0.706,1.689,?,?,0.0,?
?,53.683,?,?,?,?,0.0,0.0,2.614
?,?,?,?,?,?,1.0,?,?
?,34.106,?,?,?,1.933,0.0,?,?
40.46,?,2.0,?,3.123,0.959,?,?,5.37
0.0,?,?,3.477,1.857,?,?,?,4.819
17.07,25.145,?,?,1.84,?,0.0,?,?
0.0,?,?,4.203,1.997,?,0.0,?,?
0.0,?,?,4.823,?,?,?,?,?
?,?,0.0,?,?,1.402,?,?,?
56.15,?,2.0,1.971,?,?,?,?,?
54.57,?,0.0,?,2.901,1.984,?,?,?
102.78,?,0.0,3.322,?,?,0.0,0.0,7.676
47.36,56.055,?,?,?,0.992,3.0,?,4.943
?,104.618,0.0,?,?,?,3.0,0.0,?
45.61,?,?,3.092,2.814,?,1.0,0.0,?
?,?,?,?,?,?,1.0,?,3.078
?,6.249,0.0,?,?,0.779,2.0,0.0,5.976
?,?,3.0,-0.273,1.577,?,2.0,?,?
12.03,18.011,?,?,?,?,?,?,?
12.03,18.011,?,2.193,2.134,?,?,?,5.46
62.73,?,?,2.59,?,1.277,5.0,?,3.601
88.03,?,?,?,2.575,?,?,?,3.63
?,?,0.0,?,?,1.881,?,?,2.09
?,?,?,0.64,?,?,1.0,?,?
54.57,?,?,?,2.988,1.497,?,?,?
?,?,1.0,?,2.935,1.513,?,0.0,?
129.95,30.53,?,?,?,?,0.0,?,9.15
?,0.0,0.0,?,?,?,?,0.0,?
91.49,117.376,5.0,-0.329,?,?,?,0.0,1.983
3.24,3.124,?,4.761,?,1.052,1.0,?,?
44.45,?,?,?,1.334,?,?,?,5.418
?,18.011,1.0,?,1.155,2.177,?,?,?
?,73.774,?,0.057,?,1.123,?,?,?
?,?,?,?,?,1.376,1.0,0.0,?
?,36.022,2.0,?,1.559,0.876,?,?,?
21.26,?,?,?,?,?,?,?,5.783
?,?,?,3.168,?,1.153,3.0,?,?
110.45,?,?,2.767,3.488,?,?,?,4.071
?,70.941,2.0,?,2.676,1.137,3.0,0.0,6.119
?,?,?,0.977,?,?,?,?,2.506
54.57,?,?,?,?,1.875,0.0,?,?
?,?,0.0,1.02,?,?,?,?,5.6
?,80.144,0.0,?,?,?,?,?,8.028
?,22.0,0.0,?,3.164,?,?,?,?
46.53,?,?,?,2.856,?,?,?,3.794
?,?,0.0,?,?,?,?,?,?
?,?,0.0,1.586,2.674,1.166,2.0,0.0,4.823
?,?,?,4.588,?,?,?,0.0,6.19
?,?,?,?,?,1.111,0.0,0.0,?
45.82,50.747,?,?,?,0.942,?,0.0,?
?,?,?,?,?,?,0.0,?,?
?,0.0,?,?,?,?,?,?,?
26.02,?,?,?,?,?,1.0,?,5.312
?,?,?,4.452,?,?,?,?,?
?,0.0,0.0,?,?,?,?,0.0,?
?,0.0,?,2.226,?,0.826,?,?,?
9.23,?,?,1.587,?,?,?,?,2.778
?,?,0.0,1.364,?,0.576,0.0,?,?
0.0,0.0,0.0,4.092,?,0.53,0.0,?,?
26.02,32.897,?,3.617,2.074,?,?,0.0,5.559
20.23,42.683,?,3.617,2.074,0.34,0.0,?,?
20.23,?,1.0,3.617,?,?,?,?,?
?,0.0,?,4.366,?,?,?,?,5.55
?,50.747,0.0,?,?,?,?,?,4.251
?,0.0,?,?,2.766,0.493,0.0,0.0,?
0.0,0.0,?,?,2.657,?,?,?,?
?,?,1.0,4.013,?,1.104,3.0,?,?
?,?,0.0,?,?,0.889,?,?,?
?,0.0,0.0,4.416,?,0.723,?,?,?
?,?,?,?,2.324,?,2.0,2.0,6.21
126.44,?,3.0,-0.172,?,1.025,4.0,0.0,3.839
26.02,?,?,2.729,1.975,?,?,0.0,?
52.04,65.794,?,3.586,?,0.518,?,0.0,5.381
?,?,?,2.127,?,?,1.0,?,6.108
?,?,?,2.127,?,0.597,1.0,?,5.19
?,84.479,4.0,?,?,?,?,?,4.006
?,110.512,?,?,?,?,0.0,0.0,?
?,?,0.0,?,?,1.12,0.0,1.0,?
20.31,?,0.0,?,1.782,?,?,?,4.906
?,?,?,2.843,?,?,?,1.0,?
47.56,65.155,?,1.191,?,1.265,?,?,3.47
?,?,?,1.667,?,?,0.0,?,?
?,135.657,?,?,1.823,?,0.0,2.0,2.764
?,?,?,?,2.472,?,0.0,?,?
155.68,277.562,?,-1.358,?,?,?,?,3.103
?,180.366,?,?,?,1.83,?,1.0,3.908
49.33,?,?,?,?,?,1.0,1.0,?
20.23,42.683,1.0,?,1.334,?,?,?,?
23.47,?,?,-0.081,1.577,2.001,1.0,?,?
?,107.366,2.0,?,2.299,1.936,?,?,0.46
?,?,?,3.617,2.074,?,?,?,?
?,?,?,?,2.027,?,0.0,0.0,5.461
56.15,36.022,?,?,2.997,?,2.0,0.0,3.531
105.86,19.91,0.0,?,?,?,?,?,?
45.82,?,0.0,?,2.09,?,1.0,?,?
0.0,?,?,4.76,2.859,0.7,?,?,?
?,?,2.0,?,?,0.849,2.0,?,?
9.23,?,?,3.275,?,?,0.0,?,?
0.0,?,0.0,?,?,?,?,?,?
?,9.507,?,2.859,?,?,?,?,?
?,?,0.0,2.255,?,?,?,?,2.48
