@relation dataset

@attribute hair {false, true}
@attribute feathers {false, true}
@attribute eggs {false, true}
@attribute milk {false, true}
@attribute airborne {false, true}
@attribute aquatic {false, true}
@attribute predator {false, true}
@attribute toothed {false, true}
@attribute backbone {false, true}
@attribute breathes {false, true}
@attribute venomous {false, true}
@attribute fins {false, true}
@attribute legs {0, 2, 4, 5, 6, 8}
@attribute tail {false, true}
@attribute domestic {false, true}
@attribute catsize {false, true}
@attribute type {mammal, bird, reptile, fish, amphibian, insect, invertebrate}


@data
?,false,true,false,?,true,?,true,true,false,false,?,?,?,false,true,?
?,?,?,false,?,true,true,?,true,?,?,true,0,true,false,?,?
false,?,false,?,?,?,?,?,true,true,false,?,0,?,false,true,?
?,?,?,true,false,?,true,true,true,true,?,?,0,true,false,true,?
?,?,?,?,true,true,false,false,?,true,?,false,?,true,false,?,bird
?,?,true,false,?,false,false,false,?,?,false,false,?,?,?,true,bird
false,false,true,false,false,false,false,?,false,true,false,?,6,false,false,?,?
false,false,true,?,false,?,false,?,false,?,false,?,?,false,?,false,insect
false,?,?,?,?,?,true,true,?,?,false,false,?,false,false,false,?
?,?,true,false,false,?,?,?,true,true,?,false,4,false,false,false,amphibian
?,?,?,true,?,false,false,?,true,true,?,?,2,?,?,false,mammal
?,false,false,true,true,?,?,true,true,true,false,false,2,true,?,false,mammal
true,false,false,?,?,?,true,true,true,true,false,?,?,false,true,true,?
false,false,true,false,?,?,?,false,false,?,?,?,6,false,false,?,?
true,false,false,?,?,false,?,?,true,?,false,false,2,false,?,true,?
false,?,true,?,true,true,?,?,?,?,false,false,2,true,?,false,?
false,?,true,false,?,true,true,false,true,true,?,?,?,?,false,false,?
false,?,?,?,true,?,true,false,?,true,false,false,?,?,?,?,bird
false,?,true,?,false,true,?,true,?,false,false,?,0,true,?,?,?
?,?,true,false,false,true,false,?,true,?,false,true,0,?,?,?,?
?,?,?,false,false,true,?,true,true,?,?,true,0,true,?,false,?
true,?,?,?,?,?,?,true,?,true,false,?,?,?,true,false,?
true,?,?,?,false,?,?,?,true,true,false,false,4,true,?,false,mammal
?,false,false,true,false,?,?,true,?,true,false,?,4,true,false,?,mammal
true,?,true,false,true,false,?,false,?,?,?,?,?,false,true,?,?
true,?,?,false,?,false,false,?,?,true,?,?,?,?,false,?,insect
?,false,true,false,true,?,false,?,false,true,false,false,6,?,false,?,insect
false,?,true,?,false,false,?,?,true,?,false,false,2,?,false,false,?
false,false,true,false,true,?,?,false,?,true,?,false,6,false,?,false,?
false,?,?,?,true,?,false,?,?,true,?,?,?,?,false,false,bird
false,?,true,?,true,?,false,false,true,true,false,false,?,true,?,?,?
?,?,true,false,?,false,false,false,true,true,false,false,2,true,false,?,bird
false,?,true,?,true,false,false,false,true,?,?,false,?,true,false,false,?
true,false,?,true,false,true,true,true,?,?,false,?,4,true,false,true,mammal
?,?,false,?,?,false,?,true,true,true,false,?,4,true,false,false,mammal
true,?,false,true,false,false,true,true,true,?,false,false,?,?,?,false,mammal
false,false,true,?,?,?,true,true,?,true,?,false,4,true,false,?,amphibian
?,false,?,false,false,?,true,false,?,false,false,false,?,false,?,true,invertebrate
?,true,?,false,?,?,false,false,true,?,false,false,?,?,false,true,?
false,?,?,false,false,true,true,false,true,?,false,?,2,?,false,true,?
false,false,true,?,false,false,?,true,true,true,true,false,?,true,false,false,?
true,?,?,true,?,?,true,false,?,true,false,false,4,true,false,true,?
?,false,?,true,?,false,true,?,true,?,?,?,4,?,?,?,mammal
false,true,true,false,?,?,?,false,true,true,false,false,?,?,false,?,bird
?,false,false,false,?,?,true,false,?,true,true,false,?,true,false,?,?
?,?,false,?,?,true,true,?,true,?,?,true,?,false,false,?,?
true,false,false,?,false,?,true,true,?,true,?,?,2,?,false,?,?
false,false,false,false,false,true,true,?,true,?,true,?,0,?,false,?,?
?,false,true,?,false,?,true,false,false,false,?,?,?,false,?,false,invertebrate
?,false,?,?,false,?,?,true,true,true,false,?,0,true,?,?,?
?,false,true,?,false,?,false,false,?,true,false,?,0,?,?,false,invertebrate
?,?,true,false,false,?,false,false,?,?,?,?,?,?,false,false,?
true,?,false,?,false,false,?,?,?,true,false,?,?,?,false,?,mammal
false,false,?,false,false,true,true,false,false,false,false,?,5,?,?,?,invertebrate
false,false,true,?,false,?,true,?,true,false,true,?,0,?,false,true,fish
false,true,true,false,?,?,false,?,true,?,false,false,2,?,false,?,bird
false,false,?,?,false,true,false,true,?,?,?,false,?,false,?,false,amphibian
?,false,?,false,false,?,?,false,true,true,false,false,4,true,?,?,reptile
false,false,true,false,?,false,?,true,?,?,false,false,?,?,?,false,reptile
false,true,?,false,?,?,true,false,true,?,false,false,?,?,?,?,bird
?,false,?,true,?,false,false,true,?,true,false,?,?,true,false,true,mammal
?,false,true,false,?,?,?,?,false,?,?,false,6,false,false,false,insect
