@relation dataset

@attribute hair {false, true}
@attribute feathers {false, true}
@attribute eggs {false, true}
@attribute milk {false, true}
@attribute airborne {false, true}
@attribute aquatic {false, true}
@attribute predator {false, true}
@attribute toothed {false, true}
@attribute backbone {false, true}
@attribute breathes {false, true}
@attribute venomous {false, true}
@attribute fins {false, true}
@attribute legs {0, 2, 4, 5, 6, 8}
@attribute tail {false, true}
@attribute domestic {false, true}
@attribute catsize {false, true}
@attribute type {mammal, bird, reptile, fish, amphibian, insect, invertebrate}


@data
false,true,true,false,?,false,true,false,true,true,?,false,?,true,false,true,bird
false,?,?,false,?,false,?,false,false,true,?,false,8,true,false,?,?
true,false,false,true,?,true,?,?,?,true,false,true,?,false,false,true,?
true,false,?,true,false,?,?,true,?,true,?,true,2,?,false,true,mammal
false,false,false,?,false,true,true,?,true,false,true,?,?,?,?,?,?
?,false,true,?,false,true,true,?,false,false,true,false,0,false,?,false,invertebrate
false,false,?,?,false,?,true,true,true,true,?,?,0,true,false,false,?
false,?,true,?,?,false,false,false,?,true,?,false,0,false,false,false,?
?,?,true,false,?,?,false,false,false,true,false,false,0,false,false,false,invertebrate
true,false,?,?,false,false,false,?,true,?,false,false,2,?,false,false,mammal
?,false,true,false,?,true,true,?,false,?,?,?,?,false,false,false,?
?,?,true,false,false,true,?,?,true,?,?,true,0,?,?,?,fish
?,?,true,?,?,true,?,false,?,?,false,?,?,true,?,true,?
?,false,true,?,false,?,?,true,true,?,false,false,?,?,false,?,?
false,false,true,false,false,false,false,false,?,?,?,?,4,true,?,?,reptile
false,false,true,?,false,false,?,true,?,?,?,?,?,true,false,false,reptile
false,true,true,?,?,false,true,false,true,true,?,false,2,?,false,true,bird
true,false,?,true,false,false,false,true,true,?,?,false,?,?,?,?,mammal
true,false,?,?,true,?,false,?,false,?,?,false,?,?,false,?,insect
