@relation dataset

@attribute att_1 real
@attribute att_2 real
@attribute att_3 real
@attribute att_4 real
@attribute att_5 real
@attribute att_6 real
@attribute att_7 real
@attribute att_8 real
@attribute att_9 real


@data
?,?,?,1.442,1.509,?,0.0,1.0,?
?,0.0,?,3.291,?,?,0.0,0.0,4.927
0.0,?,?,?,1.509,?,?,?,?
0.0,0.0,0.0,?,1.475,0.505,0.0,0.0,3.46
0.0,?,?,2.419,?,?,0.0,0.0,?
?,?,?,?,2.959,?,0.0,?,8.271
?,?,?,?,?,?,?,?,?
0.0,?,0.0,1.817,1.225,0.502,?,0.0,?
0.0,0.0,?,?,?,1.0,?,0.0,?
?,11.0,?,?,2.862,0.543,0.0,0.0,?
60.98,61.404,0.0,3.429,?,1.08,?,0.0,5.3
?,11.0,0.0,?,?,0.504,?,?,6.21
?,0.0,0.0,?,?,?,0.0,?,6.777
0.0,?,0.0,5.469,?,0.465,?,0.0,6.623
0.0,?,0.0,2.081,1.401,?,?,?,?
0.0,?,?,1.672,1.334,?,?,0.0,?
?,0.0,?,2.604,?,0.664,?,?,?
0.0,?,?,2.604,?,?,0.0,?,3.842
?,?,?,?,?,?,0.0,?,?
12.53,?,0.0,0.408,1.689,?,?,?,3.587
?,0.0,0.0,?,?,?,0.0,?,?
0.0,?,0.0,1.817,?,0.718,0.0,?,?
?,?,?,1.466,2.15,1.22,?,0.0,?
?,94.527,2.0,-0.297,1.604,1.682,?,?,3.044
?,?,0.0,4.634,?,?,0.0,?,?
?,0.0,0.0,?,1.96,0.499,?,?,4.75
20.23,42.683,1.0,?,2.12,?,?,?,?
?,?,?,?,2.728,0.493,0.0,0.0,?
0.0,?,?,6.47,2.805,?,?,?,?
20.23,?,?,?,?,?,?,0.0,?
?,0.0,?,?,?,?,?,0.0,?
?,42.683,1.0,?,2.027,0.409,0.0,0.0,4.495
?,0.0,0.0,4.926,2.074,0.478,?,?,?
26.02,32.897,2.0,3.314,?,?,?,0.0,?
20.23,?,1.0,?,?,?,?,?,?
0.0,0.0,0.0,6.47,2.821,?,0.0,0.0,?
0.0,?,0.0,?,?,0.577,?,?,?
?,?,0.0,4.296,?,0.603,?,?,?
?,?,?,3.11,2.165,?,?,?,4.434
?,174.455,1.0,?,3.373,0.802,1.0,?,4.257
20.23,?,?,2.461,?,0.737,?,?,5.691
0.0,0.0,?,3.795,?,0.657,?,0.0,?
39.94,?,0.0,4.281,?,?,?,?,4.713
0.0,0.0,?,4.063,?,?,0.0,0.0,4.83
26.02,?,2.0,2.729,1.975,0.462,1.0,?,5.43
20.23,42.683,1.0,2.729,1.975,0.5,?,?,?
?,50.747,0.0,?,2.16,0.478,1.0,?,?
0.0,?,0.0,?,?,?,0.0,0.0,6.989
26.02,32.897,?,2.729,1.975,0.462,1.0,0.0,?
29.46,53.683,?,?,?,?,0.0,?,6.109
45.82,?,?,2.842,?,?,1.0,?,4.268
75.13,100.774,?,4.512,3.662,?,5.0,?,6.65
0.0,0.0,0.0,3.478,?,?,0.0,0.0,?
41.57,?,1.0,3.18,3.292,1.014,?,?,4.992
42.52,?,0.0,?,?,0.916,?,?,?
?,?,0.0,?,2.119,?,1.0,?,4.31
0.0,?,?,?,?,0.577,?,0.0,?
?,0.0,?,4.416,2.605,?,0.0,?,5.626
0.0,?,?,5.989,2.758,0.529,?,0.0,8.16
?,0.0,0.0,?,2.712,0.529,?,?,?
30.18,?,0.0,4.27,3.354,?,?,0.0,?
0.0,?,?,3.945,2.344,?,?,?,?
?,0.0,?,3.478,?,?,?,0.0,4.304
?,?,?,?,?,0.617,1.0,?,?
?,?,?,?,?,?,?,0.0,?
?,?,?,?,2.324,0.678,0.0,0.0,5.009
?,0.0,0.0,?,?,?,?,0.0,?
0.0,0.0,0.0,3.478,?,0.575,0.0,0.0,?
72.68,?,?,0.403,2.355,1.424,?,?,?
?,?,?,3.983,?,?,1.0,?,4.9
61.82,73.324,?,0.736,2.405,1.546,?,?,?
?,59.84,?,?,1.43,?,0.0,?,2.018
?,101.271,2.0,-0.234,?,?,?,1.0,3.716
?,132.193,?,?,?,?,?,1.0,3.742
43.24,?,?,4.396,?,0.91,?,?,?
?,65.971,1.0,?,?,1.129,?,0.0,?
?,?,0.0,?,4.245,1.175,4.0,2.0,4.835
59.32,?,?,?,4.074,0.962,?,2.0,8.582
?,123.084,0.0,?,?,?,1.0,2.0,8.678
59.32,?,?,4.794,3.99,0.645,?,?,9.945
59.32,78.204,0.0,?,3.934,0.908,1.0,?,?
?,?,3.0,0.821,?,?,6.0,1.0,2.533
75.39,67.204,0.0,?,2.784,1.072,?,2.0,?
?,?,0.0,0.796,1.84,0.743,?,2.0,6.251
59.32,93.164,0.0,4.279,?,?,?,2.0,9.133
?,?,?,4.115,?,0.76,?,?,?
36.26,60.144,0.0,3.3,3.469,?,?,1.0,4.92
?,?,0.0,?,?,1.103,?,1.0,3.34
237.75,223.047,8.0,?,?,?,7.0,1.0,?
?,?,2.0,-0.38,1.401,1.151,?,?,2.649
?,?,?,1.632,?,?,6.0,4.0,?
?,?,?,?,?,0.826,?,?,4.234
43.09,58.042,?,?,2.133,?,?,?,2.348
84.13,?,?,?,1.225,?,?,?,3.884
?,50.908,?,1.294,?,?,?,?,?
?,32.897,?,?,1.334,1.347,?,0.0,3.133
?,?,?,?,1.334,?,2.0,?,?
68.01,92.593,3.0,?,?,?,?,?,?
?,?,?,?,?,0.462,?,?,5.16
26.02,32.897,2.0,?,?,?,1.0,0.0,5.43
?,32.897,?,?,1.924,0.597,?,0.0,6.409
52.04,?,4.0,0.893,?,?,?,?,?
?,32.897,2.0,1.506,1.857,0.815,?,?,5.371
?,131.635,3.0,0.332,?,?,?,?,2.072
?,165.834,6.0,?,3.078,?,7.0,0.0,4.404
?,11.0,0.0,-0.564,?,?,0.0,?,2.332
?,?,0.0,1.533,?,1.026,0.0,0.0,?
?,?,?,3.16,2.827,1.14,?,1.0,?
26.3,?,0.0,5.4,?,?,?,1.0,?
?,?,2.0,?,?,0.803,2.0,?,?
?,61.166,2.0,?,?,0.627,2.0,0.0,?
?,25.145,?,?,?,0.491,?,?,6.394
34.14,50.29,0.0,1.415,?,?,?,0.0,5.001
34.14,50.29,?,?,?,?,?,?,5.545
?,?,?,3.652,?,1.237,2.0,?,4.249
37.3,67.828,?,?,3.117,?,0.0,0.0,?
?,?,?,?,?,0.599,?,1.0,3.769
120.73,?,?,?,2.964,?,4.0,?,?
41.13,?,2.0,?,1.726,?,?,?,?
?,?,?,1.662,?,1.351,?,1.0,3.884
?,?,?,0.957,5.839,?,?,1.0,4.566
34.14,?,?,0.076,?,1.493,?,?,?
20.31,?,?,?,?,2.073,1.0,?,0.704
77.76,?,?,0.559,?,?,?,0.0,3.669
?,25.145,0.0,?,1.989,0.927,?,?,?
66.05,?,?,?,?,?,1.0,0.0,4.024
?,?,?,?,2.773,?,2.0,0.0,4.403
54.57,41.028,0.0,?,3.58,?,?,0.0,?
87.08,111.608,?,?,3.666,?,?,?,?
?,?,?,1.473,?,?,?,0.0,?
?,?,?,?,?,1.055,?,0.0,?
?,39.247,0.0,3.115,?,?,?,0.0,6.075
80.74,61.166,2.0,-0.31,1.918,0.578,?,1.0,?
30.21,36.145,0.0,2.265,2.344,?,0.0,?,4.032
?,76.448,?,2.288,?,?,4.0,?,?
38.77,22.156,?,?,?,0.859,0.0,?,4.001
118.65,210.6,1.0,3.773,3.759,?,1.0,2.0,?
54.37,92.973,?,3.374,?,?,?,1.0,?
?,?,?,4.548,3.101,1.137,0.0,1.0,4.56
?,?,3.0,?,2.333,1.496,?,?,2.736
?,?,1.0,2.086,?,0.941,?,1.0,3.047
?,78.828,1.0,2.354,?,?,0.0,?,3.783
104.06,?,3.0,1.929,?,?,?,?,4.187
57.53,110.512,?,1.643,2.09,0.814,?,1.0,?
?,?,3.0,1.119,?,0.375,?,1.0,?
?,?,?,?,?,1.081,3.0,?,4.01
67.79,?,2.0,2.347,?,1.4,?,?,3.917
?,?,?,?,3.178,?,?,?,3.902
81.95,?,?,1.358,3.325,?,1.0,0.0,3.277
?,71.694,3.0,?,3.455,?,2.0,?,4.305
94.83,178.34,?,?,3.391,0.942,0.0,?,3.961
?,?,?,?,1.401,?,?,0.0,?
20.23,?,?,1.209,?,0.476,0.0,0.0,3.002
?,?,?,-0.917,1.84,?,1.0,0.0,?
?,85.367,2.0,-1.053,?,?,?,0.0,?
29.46,?,1.0,-0.081,1.678,?,0.0,0.0,?
?,64.683,?,-0.129,2.15,1.971,0.0,?,?
?,551.098,16.0,-5.199,4.3,?,?,?,?
?,?,?,1.228,3.039,?,?,1.0,3.025
?,571.952,18.0,-6.446,4.624,?,5.0,0.0,?
97.99,195.878,?,?,2.214,1.066,?,1.0,3.177
?,?,6.0,1.442,?,?,0.0,?,?
20.23,42.683,1.0,?,?,0.737,0.0,?,?
?,42.683,1.0,?,1.924,?,?,?,4.464
20.23,42.683,1.0,2.127,?,0.633,0.0,0.0,4.426
?,93.43,?,?,?,0.784,1.0,?,?
20.23,42.683,?,?,?,0.797,0.0,?,4.668
?,85.367,?,3.635,?,1.03,0.0,?,4.962
20.23,42.683,1.0,?,2.344,?,?,?,4.61
?,?,1.0,1.506,?,0.853,?,0.0,?
20.23,?,1.0,2.127,1.908,?,0.0,0.0,?
20.23,42.683,?,3.127,2.57,0.797,?,?,5.38
56.15,36.022,?,-0.665,?,?,?,0.0,?
?,?,?,3.447,?,?,1.0,?,4.932
44.45,?,?,?,?,?,1.0,?,?
?,?,?,3.33,?,?,1.0,1.0,?
?,33.571,?,?,?,0.568,2.0,2.0,?
44.45,?,0.0,3.265,2.134,0.637,1.0,?,?
?,0.0,?,-0.049,?,?,0.0,?,4.56
?,0.0,0.0,0.552,2.485,?,?,?,?
?,16.786,1.0,1.769,?,?,1.0,0.0,4.494
?,85.367,?,-0.081,1.768,?,?,0.0,3.758
86.34,105.331,1.0,1.616,2.97,?,?,0.0,4.168
?,185.897,?,0.575,2.608,1.809,3.0,0.0,?
?,?,0.0,?,?,1.989,2.0,?,3.339
91.64,?,0.0,2.239,?,?,?,?,?
?,?,?,?,?,0.818,3.0,?,3.138
111.87,?,?,?,2.377,?,2.0,?,4.79
137.46,152.241,?,?,2.527,?,?,?,?
?,?,1.0,1.543,2.527,?,3.0,0.0,3.43
?,?,0.0,2.574,2.168,1.014,?,0.0,3.978
71.84,?,?,?,2.168,0.531,2.0,?,?
?,101.494,0.0,2.239,2.334,?,2.0,?,?
?,101.494,0.0,?,?,0.543,2.0,?,5.402
111.87,?,1.0,?,2.334,?,?,0.0,4.606
91.64,?,0.0,1.886,?,0.769,?,0.0,?
?,50.747,?,2.574,2.141,1.014,1.0,?,?
?,?,?,2.842,2.141,?,1.0,?,?
?,50.747,?,3.11,?,?,1.0,0.0,4.62
45.82,?,?,1.887,2.048,0.842,?,0.0,3.615
?,50.747,?,2.241,?,?,1.0,0.0,?
?,0.0,0.0,3.958,2.488,0.802,0.0,0.0,?
?,?,0.0,?,2.7,?,2.0,?,5.01
?,11.0,?,3.395,?,?,0.0,?,?
0.0,?,?,?,?,0.837,0.0,?,4.909
?,?,?,?,?,?,1.0,?,?
?,?,1.0,1.834,?,?,?,?,?
?,0.0,?,?,3.231,?,?,0.0,6.004
0.0,?,0.0,?,?,0.7,?,?,6.281
0.0,0.0,0.0,?,?,?,0.0,0.0,5.406
?,0.0,?,4.332,2.727,0.758,0.0,0.0,?
?,9.507,0.0,3.743,2.995,0.783,?,0.0,4.737
?,?,?,4.76,?,?,?,0.0,?
0.0,?,0.0,?,?,?,?,0.0,4.147
12.89,16.786,?,2.066,?,?,?,0.0,3.711
12.89,16.786,?,3.051,2.727,?,?,0.0,4.851
?,16.786,?,?,2.284,0.867,1.0,?,3.53
?,33.571,?,2.892,?,?,?,?,?
28.24,?,0.0,3.876,?,0.652,0.0,0.0,?
28.24,0.0,0.0,2.851,?,?,0.0,0.0,?
12.89,16.786,0.0,?,1.8,1.038,1.0,0.0,?
28.24,0.0,?,1.173,1.667,0.667,?,?,2.421
79.63,77.875,?,?,3.024,1.126,5.0,?,?
0.0,0.0,?,2.734,?,?,0.0,0.0,?
278.8,?,5.0,-0.321,6.439,?,?,?,?
0.0,?,0.0,3.374,?,1.204,?,?,3.792
?,25.145,0.0,0.094,1.334,1.328,0.0,0.0,5.993
23.79,31.059,0.0,-0.317,1.155,?,1.0,?,1.057
26.3,?,0.0,2.754,?,1.421,?,?,4.886
43.37,61.29,0.0,3.626,3.373,1.111,?,?,5.541
58.11,32.897,?,-0.317,?,0.575,1.0,?,3.638
40.46,?,?,?,1.689,?,0.0,?,?
29.46,53.683,?,?,2.353,1.2,?,?,2.614
?,54.156,1.0,2.378,2.587,?,?,0.0,4.762
?,34.106,?,1.297,2.042,?,?,0.0,2.829
40.46,85.367,2.0,?,?,?,0.0,?,5.37
?,?,?,3.477,?,?,0.0,0.0,4.819
17.07,?,?,?,?,?,0.0,0.0,4.039
0.0,?,0.0,?,1.997,?,0.0,0.0,?
0.0,0.0,0.0,?,?,?,0.0,?,5.299
52.6,72.29,?,6.338,?,?,?,?,6.194
56.15,?,?,1.971,?,?,?,0.0,3.52
?,?,0.0,?,?,1.984,?,?,?
?,20.263,?,?,?,0.874,?,0.0,7.676
?,?,?,?,3.471,0.992,?,?,?
?,104.618,?,4.066,?,1.314,?,0.0,?
45.61,?,?,3.092,2.814,?,1.0,0.0,5.548
20.31,28.269,?,2.821,2.502,?,?,1.0,3.078
121.26,6.249,?,1.761,?,?,?,0.0,?
70.14,50.908,3.0,-0.273,1.577,?,2.0,0.0,?
12.03,18.011,?,0.8,?,1.846,1.0,0.0,3.118
?,?,?,2.193,?,1.117,1.0,?,5.46
62.73,86.378,2.0,2.59,2.546,?,?,0.0,?
?,86.378,2.0,2.273,2.575,1.159,5.0,?,3.63
26.3,?,?,0.586,?,1.881,0.0,1.0,2.09
107.02,?,?,?,2.614,?,?,?,5.762
?,41.028,?,?,?,1.497,0.0,0.0,?
?,?,?,?,2.935,?,?,?,?
129.95,30.53,0.0,?,2.637,?,?,0.0,?
0.0,0.0,?,2.942,1.989,1.063,0.0,?,?
?,?,?,-0.329,1.868,1.621,5.0,?,1.983
3.24,3.124,0.0,?,?,1.052,?,?,?
?,16.786,?,?,1.334,?,1.0,?,?
12.03,?,1.0,-0.172,?,2.177,1.0,?,?
?,73.774,?,?,?,?,2.0,1.0,6.964
47.56,65.155,?,1.57,2.644,1.376,1.0,?,4.91
?,?,?,?,1.559,?,?,0.0,?
21.26,73.891,1.0,4.153,3.383,1.121,?,0.0,5.783
103.56,133.775,?,?,4.055,?,?,2.0,6.389
110.45,?,1.0,2.767,?,1.216,?,?,?
?,70.941,2.0,?,?,1.137,3.0,?,?
?,94.289,?,?,3.191,?,0.0,0.0,?
?,?,?,1.246,?,1.875,?,0.0,?
?,67.257,?,1.02,2.969,0.946,?,?,5.6
63.22,80.144,?,1.936,3.852,1.151,0.0,0.0,8.028
?,?,0.0,4.268,3.164,0.857,0.0,0.0,7.087
46.53,78.828,1.0,2.758,?,1.022,?,?,3.794
36.28,22.156,0.0,?,1.225,1.333,0.0,0.0,0.495
?,0.0,?,?,?,1.166,2.0,?,4.823
?,0.0,0.0,?,2.744,?,?,0.0,?
?,?,?,3.259,?,?,0.0,?,4.3
45.82,?,?,?,2.119,?,1.0,0.0,?
20.23,?,?,2.193,1.96,1.02,?,0.0,4.038
?,0.0,0.0,?,1.857,?,0.0,0.0,?
26.02,32.897,?,1.859,1.908,0.917,?,0.0,5.312
12.53,11.0,?,?,2.716,0.49,?,?,?
0.0,0.0,?,?,?,0.57,?,?,3.492
0.0,0.0,?,2.226,1.509,0.826,?,0.0,2.608
9.23,?,?,1.587,1.84,?,?,0.0,2.778
?,0.0,?,1.364,?,?,?,?,?
0.0,0.0,?,?,?,0.53,0.0,?,?
?,?,?,?,2.074,?,?,?,?
20.23,42.683,1.0,?,?,0.34,?,?,5.76
20.23,?,1.0,3.617,2.074,?,0.0,0.0,5.61
0.0,0.0,?,?,2.031,0.57,0.0,?,5.55
?,?,0.0,3.11,2.154,0.478,1.0,0.0,4.251
0.0,?,0.0,6.232,?,0.493,?,0.0,?
