@relation dataset

@attribute att_1 real
@attribute att_2 real
@attribute att_3 real
@attribute att_4 real
@attribute att_5 real
@attribute att_6 real
@attribute att_7 real
@attribute att_8 real
@attribute att_9 real


@data
?,?,?,?,?,0.994,?,?,?
59.32,78.204,?,?,3.99,0.645,?,2.0,?
59.32,?,0.0,?,?,0.908,1.0,?,?
114.19,100.652,3.0,0.821,?,?,6.0,1.0,2.533
75.39,?,?,2.981,2.784,1.072,1.0,2.0,?
98.18,?,?,?,1.84,?,2.0,?,6.251
?,?,0.0,4.279,?,?,1.0,?,9.133
?,78.204,0.0,4.115,3.934,0.76,1.0,2.0,10.047
?,?,?,?,3.469,1.102,?,?,?
49.57,?,?,?,?,?,3.0,?,?
?,?,?,0.083,3.249,?,7.0,1.0,2.928
43.09,58.042,2.0,-0.38,?,?,?,?,?
?,250.102,?,1.632,?,1.145,6.0,4.0,?
48.02,?,2.0,?,2.919,?,2.0,0.0,?
?,58.042,2.0,?,?,?,?,1.0,?
84.13,65.794,?,?,1.225,?,2.0,0.0,3.884
70.14,?,3.0,?,?,?,2.0,?,?
26.02,?,2.0,?,?,?,?,?,?
52.04,65.794,4.0,-1.053,1.334,1.61,?,0.0,3.358
?,?,?,?,?,0.893,?,1.0,?
?,32.897,2.0,?,1.979,?,1.0,0.0,?
26.02,?,2.0,?,2.018,0.366,1.0,0.0,5.43
26.02,32.897,?,2.127,1.924,0.597,?,0.0,?
52.04,?,4.0,0.893,?,?,2.0,0.0,4.263
?,32.897,2.0,1.506,1.857,0.815,1.0,?,5.371
?,?,?,0.332,2.706,1.313,3.0,?,2.072
129.62,165.834,?,?,3.078,0.775,7.0,?,?
12.53,11.0,?,?,1.5,?,?,?,?
12.53,?,?,?,2.274,1.026,0.0,0.0,4.018
74.92,?,1.0,?,?,?,?,?,5.301
?,?,0.0,?,3.936,?,0.0,?,?
?,?,2.0,3.508,3.281,?,?,1.0,7.802
?,?,?,?,3.169,?,2.0,0.0,7.478
17.07,25.145,?,?,2.659,0.491,0.0,?,?
34.14,50.29,?,?,2.074,?,?,?,5.001
?,50.29,0.0,2.233,2.415,?,0.0,0.0,?
?,86.311,2.0,?,3.557,?,2.0,?,?
37.3,?,?,3.696,?,1.149,?,?,?
?,61.166,2.0,?,?,0.599,2.0,1.0,?
120.73,?,?,?,?,?,4.0,1.0,?
41.13,?,2.0,?,1.726,?,?,?,?
182.83,?,?,1.662,?,1.351,0.0,1.0,?
203.06,358.244,?,0.957,?,?,?,?,4.566
34.14,?,0.0,?,?,?,0.0,?,3.788
?,?,0.0,-0.273,?,2.073,?,1.0,?
?,?,?,?,?,?,?,?,3.669
17.07,?,0.0,1.769,?,0.927,0.0,0.0,?
?,93.43,?,1.348,?,0.784,?,0.0,4.024
?,?,?,?,?,0.881,?,0.0,?
54.57,?,0.0,4.789,3.58,1.505,0.0,0.0,?
87.08,111.608,?,1.749,3.666,?,3.0,?,4.225
?,44.313,?,1.473,?,?,?,0.0,4.072
42.52,?,?,2.777,2.643,?,0.0,?,?
54.74,?,0.0,?,?,0.946,?,0.0,6.075
?,61.166,?,-0.31,?,0.578,?,1.0,?
?,?,0.0,?,2.344,0.923,?,?,?
60.13,?,?,?,?,?,?,0.0,?
?,?,0.0,2.779,?,?,?,?,?
118.65,?,?,3.773,?,0.95,1.0,?,4.501
54.37,92.973,1.0,?,3.061,0.91,?,1.0,3.599
?,?,1.0,?,?,1.137,?,?,4.56
?,?,?,?,2.333,1.496,?,?,?
46.53,?,1.0,2.086,?,0.941,0.0,?,?
46.53,?,1.0,?,?,0.743,?,1.0,3.783
?,?,3.0,?,3.197,1.021,0.0,2.0,?
57.53,?,2.0,1.643,2.09,?,0.0,?,3.068
76.21,117.511,3.0,?,2.25,?,2.0,?,3.644
?,76.132,?,?,?,1.081,?,?,?
?,?,2.0,?,?,1.4,?,1.0,?
84.58,129.736,?,?,?,?,2.0,1.0,3.902
81.95,?,4.0,1.358,3.325,?,?,?,?
?,?,3.0,?,3.455,1.069,2.0,?,?
94.83,178.34,3.0,?,3.391,?,?,?,3.961
20.23,?,1.0,?,1.401,1.698,?,0.0,?
?,42.683,1.0,?,1.43,0.476,?,?,?
52.49,?,?,-0.917,?,?,?,?,?
40.46,85.367,?,-1.053,1.334,?,0.0,?,0.122
?,53.683,1.0,-0.081,?,?,?,0.0,?
38.69,64.683,1.0,-0.129,2.15,1.971,?,?,?
?,?,?,-5.199,4.3,1.373,?,?,?
?,?,?,?,?,0.787,2.0,?,3.025
?,?,18.0,-6.446,?,?,?,0.0,?
97.99,195.878,?,?,2.214,?,0.0,?,3.177
?,?,6.0,?,?,?,?,0.0,5.291
20.23,42.683,1.0,?,1.975,0.737,0.0,0.0,4.852
?,?,?,2.296,1.924,?,0.0,?,4.464
20.23,?,?,2.127,1.924,0.633,0.0,?,4.426
66.05,?,1.0,1.348,2.119,0.784,1.0,?,?
20.23,42.683,1.0,3.127,?,?,0.0,0.0,?
40.46,?,?,3.635,?,1.03,?,0.0,?
?,42.683,?,2.637,?,0.758,0.0,?,?
20.23,42.683,?,?,?,0.853,?,0.0,?
?,42.683,?,?,1.908,?,0.0,?,4.238
?,?,1.0,3.127,?,0.797,0.0,0.0,?
?,36.022,?,-0.665,1.726,?,2.0,?,?
61.52,41.93,0.0,?,2.307,0.662,1.0,2.0,4.932
44.45,?,0.0,3.648,?,?,?,?,?
44.45,?,?,3.33,2.281,?,1.0,1.0,6.54
?,?,0.0,?,2.456,?,?,2.0,6.399
?,16.786,0.0,?,2.134,?,1.0,?,6.131
?,0.0,?,-0.049,?,?,0.0,1.0,4.56
50.93,0.0,0.0,0.552,2.485,?,3.0,?,2.54
79.93,16.786,1.0,1.769,2.239,?,1.0,?,4.494
118.06,?,?,?,?,?,?,?,?
86.34,105.331,?,?,2.97,?,5.0,?,?
?,185.897,0.0,0.575,2.608,?,3.0,?,3.85
?,?,?,?,?,1.989,?,?,?
91.64,101.494,?,2.239,2.296,0.884,?,?,?
?,159.536,?,1.649,?,0.818,?,1.0,3.138
111.87,?,1.0,?,2.377,?,?,?,4.79
137.46,152.241,0.0,2.359,2.527,0.825,?,?,4.39
157.69,?,1.0,?,?,?,3.0,0.0,?
?,?,?,?,2.168,?,?,0.0,3.978
?,?,2.0,?,2.168,0.531,?,0.0,?
?,?,?,?,?,?,2.0,?,?
91.64,101.494,0.0,2.507,?,0.543,?,?,?
?,?,?,1.395,?,0.716,?,0.0,?
91.64,?,?,1.886,?,0.769,?,0.0,3.591
?,?,0.0,?,?,?,1.0,0.0,?
?,?,?,2.842,?,?,?,0.0,?
45.82,?,0.0,3.11,?,?,1.0,0.0,?
?,50.747,0.0,?,?,?,?,0.0,3.615
?,?,0.0,2.241,2.09,?,?,0.0,?
0.0,?,0.0,3.958,?,0.802,0.0,?,?
?,?,?,?,2.7,1.053,?,0.0,5.01
?,?,?,?,2.692,0.941,?,0.0,5.433
0.0,?,0.0,?,?,0.837,0.0,0.0,?
?,?,1.0,2.859,2.614,0.752,1.0,0.0,?
15.79,0.0,1.0,?,2.176,?,?,0.0,?
?,0.0,0.0,5.551,?,0.689,?,0.0,6.004
?,?,?,?,?,0.7,?,0.0,?
0.0,0.0,?,4.332,2.7,0.758,?,0.0,5.406
0.0,0.0,0.0,4.332,?,0.758,?,0.0,?
?,?,0.0,?,2.995,?,?,0.0,?
28.24,0.0,0.0,4.76,2.995,?,?,?,?
0.0,0.0,?,3.386,2.284,0.805,?,0.0,?
?,16.786,0.0,?,?,0.867,?,?,3.711
?,16.786,?,3.051,?,0.8,?,0.0,4.851
?,16.786,0.0,2.066,2.284,0.867,1.0,?,3.53
?,33.571,0.0,?,3.487,0.572,2.0,0.0,?
?,0.0,0.0,?,?,?,0.0,0.0,?
28.24,?,?,2.851,?,?,0.0,0.0,3.357
?,16.786,?,?,1.8,?,1.0,?,1.815
28.24,0.0,?,?,?,0.667,?,?,?
79.63,77.875,?,1.326,3.024,?,?,0.0,?
0.0,?,0.0,2.734,?,?,?,?,?
?,413.191,5.0,-0.321,?,1.557,11.0,?,4.779
?,0.0,?,?,2.075,?,?,?,3.792
?,?,?,?,?,1.328,0.0,?,?
?,?,?,?,1.155,1.403,1.0,1.0,1.057
?,36.145,?,2.754,?,1.421,?,?,4.886
43.37,?,0.0,3.626,3.373,1.111,0.0,1.0,5.541
58.11,32.897,2.0,-0.317,1.225,?,1.0,1.0,3.638
?,85.367,2.0,?,1.689,?,0.0,?,1.22
29.46,?,1.0,?,2.353,1.2,0.0,0.0,?
?,54.156,?,2.378,2.587,1.055,1.0,?,?
45.34,?,?,?,?,?,?,0.0,2.829
40.46,?,2.0,?,3.123,0.959,0.0,?,5.37
0.0,0.0,0.0,?,1.857,?,?,0.0,?
17.07,25.145,0.0,1.442,?,?,?,?,4.039
0.0,?,?,4.203,1.997,?,0.0,?,5.47
0.0,0.0,0.0,?,?,1.6,0.0,0.0,?
?,72.29,?,?,4.16,?,0.0,2.0,?
?,36.022,?,?,?,1.144,?,0.0,?
?,41.028,0.0,?,2.901,?,?,0.0,4.862
102.78,20.263,0.0,?,2.901,?,?,0.0,?
?,?,0.0,?,3.471,?,3.0,0.0,4.943
?,?,0.0,?,3.016,?,?,0.0,7.012
45.61,28.269,0.0,3.092,2.814,?,1.0,?,?
?,28.269,?,2.821,?,?,1.0,1.0,3.078
121.26,6.249,?,?,?,0.779,?,?,?
?,50.908,3.0,?,?,?,2.0,?,3.936
12.03,18.011,1.0,0.8,1.509,?,1.0,?,3.118
12.03,?,1.0,2.193,?,?,1.0,0.0,?
?,?,?,2.59,?,1.277,5.0,?,3.601
88.03,86.378,2.0,2.273,?,1.159,5.0,?,3.63
26.3,?,?,?,1.577,1.881,?,?,2.09
?,?,0.0,0.64,?,?,?,?,5.762
54.57,41.028,0.0,?,?,1.497,0.0,?,6.56
?,47.447,?,3.747,2.935,1.513,?,0.0,8.113
?,?,0.0,1.145,?,?,0.0,?,9.15
?,0.0,?,2.942,1.989,1.063,?,0.0,?
?,?,?,-0.329,?,?,5.0,?,1.983
3.24,?,?,?,3.273,?,?,?,5.551
44.45,?,?,1.157,1.334,?,?,1.0,?
12.03,18.011,?,-0.172,?,?,1.0,?,?
?,73.774,1.0,?,2.093,?,?,?,?
47.56,65.155,?,?,2.644,1.376,1.0,0.0,?
?,?,?,-0.273,1.559,0.876,?,?,?
?,73.891,?,?,?,?,?,0.0,5.783
103.56,?,?,3.168,4.055,?,?,?,?
110.45,?,1.0,?,3.488,1.216,?,?,4.071
?,?,?,1.052,?,1.137,3.0,?,6.119
?,?,0.0,?,3.191,1.146,?,?,2.506
?,41.028,0.0,1.246,2.086,1.875,?,?,?
124.73,?,?,?,?,0.946,1.0,?,?
?,?,?,1.936,3.852,?,?,0.0,8.028
?,?,0.0,4.268,3.164,0.857,?,0.0,?
46.53,78.828,1.0,?,?,1.022,?,?,3.794
36.28,?,?,?,1.225,?,0.0,?,?
?,?,?,1.586,2.674,?,?,?,?
?,?,0.0,4.588,2.744,?,0.0,0.0,?
0.0,0.0,0.0,?,1.979,?,?,?,?
45.82,?,0.0,?,2.119,0.942,1.0,0.0,4.01
20.23,42.683,?,2.193,?,1.02,?,?,?
?,0.0,?,2.608,?,?,0.0,0.0,3.002
26.02,?,2.0,1.859,?,?,1.0,?,5.312
?,?,0.0,?,2.716,?,0.0,0.0,?
0.0,0.0,?,2.226,1.401,0.57,0.0,?,?
0.0,?,?,?,1.509,?,?,?,2.608
?,?,0.0,1.587,?,1.05,0.0,?,2.778
0.0,?,0.0,?,?,0.576,0.0,0.0,?
0.0,?,0.0,?,2.12,?,0.0,0.0,5.389
?,32.897,2.0,?,?,0.288,1.0,?,?
20.23,42.683,1.0,3.617,2.074,0.34,0.0,0.0,?
?,42.683,1.0,3.617,2.074,?,?,0.0,5.61
?,?,0.0,4.366,?,0.57,?,?,?
?,?,0.0,?,?,?,1.0,0.0,4.251
?,?,?,?,?,0.493,?,0.0,7.509
