@relation dataset

@attribute make {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20}
@attribute fuel-type {0, 1}
@attribute aspiration {0, 1}
@attribute num-of-doors {0, 1}
@attribute body-style {0, 1, 2, 3, 4}
@attribute drive-wheels {0, 1, 2}
@attribute wheel-base real
@attribute length real
@attribute width real
@attribute height real
@attribute curb-weight real
@attribute engine-type {0, 1, 2, 3, 4}
@attribute num-of-cylinders {0, 1, 2, 3, 4, 5}
@attribute engine-size real
@attribute fuel-system {0, 1, 2, 3, 4, 5, 6}
@attribute bore real
@attribute stroke real
@attribute compression-ratio real
@attribute horsepower real
@attribute peak-rpm real
@attribute city-mpg real
@attribute highway-mpg real
@attribute price real
@attribute symboling {0, 1, 2, 3, 4, 5}


@data
?,?,?,0,3,?,?,186.7,?,56.7,?,?,2,120.0,?,3.46,3.19,?,97.0,?,?,?,11900.0,?
13,?,?,0,3,?,?,186.7,68.4,56.7,?,?,?,152.0,2,?,3.52,?,?,?,28.0,33.0,?,?
13,?,0,?,4,2,114.2,198.9,?,?,?,1,2,120.0,?,?,?,?,?,?,?,24.0,12440.0,2
?,?,?,?,?,?,?,198.9,68.4,?,?,?,?,?,2,3.7,3.52,21.0,?,?,?,?,13860.0,?
13,?,0,?,?,?,107.9,186.7,68.4,?,?,1,?,?,?,?,?,?,?,5000.0,?,24.0,?,?
13,?,?,0,?,?,107.9,?,?,?,3252.0,?,?,?,2,3.7,3.52,21.0,?,4150.0,28.0,33.0,?,?
13,1,0,0,?,?,?,198.9,68.4,56.7,?,?,?,?,?,3.46,2.19,?,?,?,19.0,24.0,16695.0,2
?,?,?,0,?,?,?,?,68.4,58.7,3485.0,1,?,152.0,2,3.7,?,21.0,?,?,?,25.0,17075.0,?
?,?,0,0,3,?,107.9,186.7,68.4,56.7,3075.0,1,2,?,4,?,?,8.4,97.0,?,?,?,?,2
?,0,?,?,3,2,107.9,?,68.4,?,?,?,?,?,?,?,3.52,21.0,95.0,?,28.0,33.0,17950.0,2
13,?,1,?,3,?,108.0,186.7,68.3,56.0,3130.0,?,2,?,4,?,3.21,?,142.0,?,?,?,?,?
?,1,0,1,?,1,93.7,157.3,63.8,50.8,?,2,2,90.0,?,2.97,?,?,68.0,5500.0,?,?,5572.0,?
14,?,1,1,?,1,93.7,?,?,50.8,?,?,2,?,5,3.03,3.39,?,102.0,?,24.0,30.0,7957.0,3
?,?,0,?,?,1,?,?,63.8,50.6,1967.0,?,?,?,?,2.97,?,?,68.0,5500.0,?,38.0,6229.0,3
?,1,?,0,?,?,?,?,?,50.8,?,2,2,90.0,1,?,3.23,?,?,?,?,38.0,?,3
14,1,0,?,?,?,?,167.3,?,?,2191.0,2,2,98.0,?,?,?,?,?,?,31.0,?,?,3
?,1,?,0,?,1,103.3,?,64.6,59.8,?,2,2,?,1,?,3.46,8.5,?,5000.0,24.0,30.0,?,1
?,?,1,1,?,2,95.9,173.2,66.3,50.2,?,?,?,?,?,3.59,?,7.0,?,5000.0,19.0,?,?,?
15,1,?,?,2,?,?,?,?,?,?,2,?,?,4,?,?,9.5,?,?,19.0,27.0,?,5
15,1,?,1,1,?,89.5,168.9,65.0,?,?,?,?,194.0,4,3.74,?,?,207.0,?,?,?,32528.0,5
15,1,0,1,?,2,89.5,168.9,?,51.6,?,3,3,?,?,?,2.9,?,?,5900.0,?,?,?,5
15,?,0,1,?,2,?,?,?,?,?,?,?,194.0,?,?,2.9,?,?,?,17.0,?,?,5
?,1,?,1,?,?,99.1,?,?,56.1,?,2,?,121.0,4,?,?,?,110.0,5250.0,21.0,?,11850.0,?
?,1,0,0,?,1,?,?,?,?,2695.0,2,2,?,?,?,3.07,9.3,?,5250.0,?,28.0,?,?
16,?,?,?,?,1,99.1,?,?,?,2707.0,2,?,?,?,2.54,?,?,?,?,?,?,?,?
16,1,?,?,3,?,99.1,?,66.5,56.1,?,2,?,?,4,3.54,?,9.3,110.0,?,?,28.0,?,?
16,?,1,1,?,1,?,186.6,66.5,56.1,2808.0,?,2,121.0,?,?,3.07,9.0,?,5500.0,19.0,26.0,18150.0,?
?,1,1,?,3,1,99.1,?,66.5,56.1,2847.0,?,?,?,?,?,3.07,?,160.0,?,?,?,?,?
17,1,0,1,?,1,93.7,?,?,?,2050.0,?,?,?,1,3.62,2.36,9.0,?,4900.0,?,36.0,5118.0,4
?,1,0,?,2,1,?,?,?,?,?,3,2,?,?,3.62,?,8.7,?,?,?,?,?,4
?,1,?,1,?,?,93.3,157.3,?,?,?,3,?,?,?,?,?,8.7,73.0,?,26.0,31.0,7603.0,4
17,1,?,?,?,?,?,?,65.4,?,2145.0,?,2,?,?,?,?,9.5,82.0,4800.0,?,?,7126.0,?
?,?,0,?,?,?,97.2,172.0,?,?,?,?,2,108.0,?,3.62,2.64,?,82.0,?,?,33.0,7775.0,2
?,?,0,0,3,?,97.2,?,?,?,?,?,?,?,4,3.62,?,?,94.0,5200.0,26.0,?,9960.0,2
?,?,0,0,3,?,?,?,?,?,?,3,?,108.0,?,3.62,?,9.0,82.0,4800.0,24.0,25.0,?,?
17,1,?,0,?,0,97.0,?,?,?,?,?,?,?,?,3.62,?,7.7,111.0,?,24.0,?,?,2
?,?,?,0,?,?,97.0,173.5,?,?,?,?,2,?,?,3.62,2.64,?,?,?,28.0,?,7463.0,?
?,?,?,?,4,1,97.0,173.5,65.4,?,2455.0,?,2,?,4,?,?,?,?,5200.0,?,31.0,?,2
17,?,?,?,?,?,96.9,?,65.4,?,2420.0,3,?,?,?,3.62,?,?,?,?,?,29.0,?,?
17,?,1,?,4,?,96.9,173.6,?,?,2650.0,?,?,108.0,4,?,?,?,?,4800.0,23.0,?,11694.0,?
?,?,?,1,?,1,95.7,158.7,?,54.5,?,?,?,92.0,1,3.05,?,9.0,?,?,35.0,39.0,?,?
18,1,0,?,?,1,95.7,?,?,54.5,2040.0,2,2,?,?,?,3.03,9.0,?,4800.0,31.0,38.0,6338.0,?
18,?,?,?,?,?,95.7,?,?,54.5,2015.0,2,2,?,?,3.05,?,9.0,62.0,4800.0,31.0,?,6488.0,?
18,?,0,0,?,?,?,?,?,59.1,2280.0,?,?,92.0,1,?,?,9.0,?,?,31.0,?,?,?
?,?,0,0,4,?,?,?,?,59.1,?,2,?,92.0,1,3.05,3.03,?,62.0,4800.0,?,?,7898.0,2
?,1,?,0,?,0,95.7,?,63.6,?,?,?,?,92.0,1,?,3.03,?,?,4800.0,?,?,?,?
?,?,?,0,3,?,?,166.3,64.4,53.0,2081.0,?,2,98.0,?,3.19,3.03,9.0,?,?,30.0,37.0,6938.0,2
?,1,?,?,2,?,?,166.3,?,52.8,2109.0,2,2,98.0,1,?,?,9.0,70.0,?,30.0,?,7198.0,2
18,0,0,0,3,1,95.7,?,?,?,2275.0,?,2,?,?,?,3.35,22.5,56.0,?,34.0,?,?,?
?,?,?,?,2,1,?,?,64.4,52.8,?,2,2,?,2,3.27,3.35,22.5,?,?,?,47.0,7788.0,2
?,1,0,0,3,1,?,166.3,?,53.0,2094.0,2,?,98.0,1,3.19,3.03,?,70.0,4800.0,38.0,47.0,?,?
?,?,0,0,2,1,95.7,?,?,52.8,?,2,?,98.0,1,?,?,9.0,?,4800.0,28.0,?,?,?
18,?,0,?,?,1,95.7,?,64.4,?,?,?,?,?,1,3.19,?,?,?,?,28.0,34.0,?,2
?,1,0,?,?,2,94.5,?,64.0,52.6,?,?,2,98.0,1,?,?,9.0,?,4800.0,29.0,?,?,3
18,1,0,1,2,2,?,?,64.0,?,2204.0,?,2,98.0,1,3.19,3.03,?,70.0,4800.0,?,?,?,3
?,1,0,1,?,2,?,?,?,?,?,0,?,?,4,?,3.08,?,?,6600.0,?,29.0,?,?
18,?,?,?,2,2,94.5,?,?,52.6,2300.0,0,2,?,4,3.24,?,?,112.0,?,26.0,?,?,?
18,1,?,?,?,?,?,176.2,65.6,52.0,2540.0,?,?,?,4,?,?,?,116.0,4800.0,?,?,?,4
?,1,?,1,1,?,?,176.2,?,52.0,?,2,2,?,?,3.62,3.5,?,?,4800.0,?,30.0,9639.0,4
18,?,?,1,2,2,98.4,176.2,?,52.0,2551.0,?,2,146.0,4,?,3.5,9.3,?,4800.0,?,30.0,?,?
18,?,0,1,?,?,?,176.2,65.6,52.0,2679.0,2,?,146.0,4,?,3.5,?,116.0,4800.0,24.0,30.0,11199.0,4
?,1,?,?,2,?,?,176.2,?,52.0,2714.0,2,?,146.0,4,?,3.5,?,?,?,?,30.0,?,4
18,1,0,1,?,?,?,176.2,?,53.0,?,2,?,146.0,?,3.62,3.5,?,?,4800.0,?,?,17669.0,4
?,?,0,0,3,?,102.4,175.6,?,54.9,?,?,2,?,?,?,?,8.7,92.0,?,29.0,34.0,?,1
18,?,?,?,3,?,102.4,175.6,66.5,?,2480.0,2,2,?,2,3.27,3.35,22.5,73.0,4500.0,?,33.0,?,1
?,1,?,?,2,?,102.4,?,66.5,?,?,?,?,?,?,?,?,?,92.0,?,27.0,32.0,?,?
?,1,0,?,3,?,?,175.6,66.5,54.9,2414.0,?,2,122.0,4,?,?,?,92.0,4200.0,?,32.0,?,1
?,?,?,?,2,?,102.4,175.6,66.5,?,2458.0,?,2,?,?,?,3.54,8.7,92.0,?,?,?,11248.0,?
18,1,?,?,?,2,102.9,?,?,?,2976.0,0,?,?,?,?,3.35,?,161.0,?,20.0,?,?,5
18,1,?,1,2,?,102.9,183.5,67.7,?,?,0,3,171.0,4,?,3.35,?,161.0,5200.0,?,?,?,5
18,?,0,0,3,2,104.5,?,?,54.1,3131.0,0,3,171.0,?,3.27,?,?,?,?,20.0,24.0,15690.0,?
?,1,?,?,?,?,104.5,187.8,?,?,3151.0,0,?,161.0,?,3.27,?,?,?,5200.0,19.0,?,15750.0,?
?,?,?,?,3,?,?,?,?,?,2261.0,?,2,97.0,?,?,?,?,?,?,37.0,?,?,?
19,?,0,1,?,1,97.3,?,?,55.7,2209.0,2,?,?,?,?,3.4,9.0,85.0,5250.0,27.0,?,?,?
?,?,?,0,3,?,?,171.7,65.5,?,?,?,?,97.0,2,?,?,23.0,?,4800.0,?,46.0,7995.0,4
19,1,?,0,?,1,?,171.7,?,55.7,2212.0,?,?,109.0,4,?,3.4,?,85.0,5250.0,27.0,34.0,?,4
19,1,?,0,?,?,?,?,?,?,2275.0,?,2,109.0,?,?,?,9.0,?,?,?,?,8495.0,?
19,0,1,0,3,?,?,171.7,65.5,55.7,?,?,?,?,?,?,3.4,?,?,?,37.0,?,9495.0,?
19,1,?,?,?,?,?,171.7,?,55.7,?,2,?,?,?,?,3.4,?,100.0,5500.0,?,?,?,?
?,?,0,?,0,1,94.5,159.3,?,?,?,?,?,?,?,3.19,?,?,?,?,24.0,29.0,11595.0,5
?,?,0,1,2,1,94.5,165.7,?,51.4,2221.0,2,?,?,4,?,3.4,?,?,?,24.0,?,?,?
?,?,?,0,?,?,?,?,?,?,2661.0,?,?,?,4,3.19,3.4,?,110.0,5500.0,19.0,24.0,13295.0,?
19,0,?,?,?,1,100.4,?,?,?,2579.0,?,?,97.0,2,?,3.4,?,?,?,?,?,?,?
?,1,?,?,?,?,?,?,?,55.1,?,?,2,109.0,4,?,?,9.0,88.0,?,25.0,31.0,?,2
?,1,0,0,3,2,104.3,188.8,67.2,56.2,2912.0,?,?,?,?,3.78,3.15,?,?,5400.0,23.0,?,12940.0,0
?,1,0,?,?,2,?,188.8,67.2,?,?,2,?,141.0,?,3.78,3.15,9.5,?,5400.0,?,?,13415.0,1
?,?,0,0,3,?,?,?,?,56.2,2935.0,?,?,141.0,4,?,3.15,9.5,114.0,?,?,28.0,?,0
20,?,?,?,4,?,?,?,?,57.5,?,2,?,141.0,4,3.78,?,?,?,?,24.0,28.0,?,1
?,1,1,0,3,2,104.3,?,?,?,?,2,2,130.0,?,3.62,?,?,162.0,5100.0,17.0,22.0,?,0
?,?,?,?,4,?,?,?,?,?,3157.0,?,2,130.0,4,?,?,7.5,?,?,?,?,18950.0,1
20,1,0,0,3,?,109.1,?,?,55.5,2952.0,2,?,141.0,4,?,3.15,9.5,114.0,5400.0,23.0,28.0,16845.0,1
?,?,?,0,?,?,109.1,188.8,68.8,55.5,3049.0,2,?,141.0,4,3.78,?,?,160.0,5300.0,?,?,19045.0,?
20,?,?,0,?,2,109.1,188.8,68.9,?,?,4,?,173.0,4,?,?,8.8,134.0,?,18.0,23.0,?,1
20,0,1,0,3,?,?,188.8,68.9,55.5,?,?,?,145.0,2,3.01,3.4,23.0,?,?,26.0,27.0,?,?
?,?,?,?,?,?,?,188.8,?,55.5,3062.0,?,2,141.0,?,?,?,?,114.0,?,?,25.0,?,?
