@relation dataset

@attribute mcg real
@attribute gvh real
@attribute lip real
@attribute aac real
@attribute alm1 real
@attribute alm2 real
@attribute class {0, 1, 2, 3, 4, 5, 6, 7}


@data
0.24,0.34,?,?,0.3,0.4,0
0.26,0.5,?,0.44,0.32,?,0
0.44,0.49,0.48,?,0.38,0.4,?
?,?,0.48,?,0.45,0.52,?
0.49,0.43,?,0.49,0.3,?,?
0.47,?,?,0.56,?,0.25,0
0.32,?,?,?,0.06,?,0
0.34,0.35,0.48,?,?,0.56,0
0.35,?,0.48,0.46,?,?,0
?,0.3,0.48,0.43,?,?,0
?,?,?,0.43,?,?,?
0.41,?,0.48,0.58,0.2,?,?
0.34,?,0.48,0.41,?,0.43,0
0.51,0.49,?,0.53,0.14,?,0
0.25,0.51,0.48,0.37,0.42,?,0
?,0.28,?,0.5,0.42,0.5,?
0.25,0.26,0.48,0.39,0.32,0.42,0
?,?,?,?,0.23,?,?
0.17,0.39,0.48,?,0.3,0.39,0
0.04,0.31,?,0.41,0.29,0.39,?
0.61,0.36,0.48,0.49,?,0.44,?
?,0.51,?,?,0.37,?,0
?,?,?,0.45,0.22,?,?
?,0.46,0.48,0.42,0.35,?,0
?,?,0.48,?,?,0.37,?
0.37,0.44,0.48,0.42,?,?,0
0.0,0.38,0.48,?,0.48,?,0
0.39,?,?,?,0.34,0.43,?
?,0.44,0.48,0.49,0.22,0.33,?
?,?,?,0.71,?,0.39,0
0.17,0.52,0.48,?,0.37,0.46,?
0.36,?,?,?,?,0.41,0
0.3,?,0.48,0.43,0.18,0.3,0
0.26,?,?,0.36,0.26,0.37,?
0.4,0.41,0.48,?,0.22,?,?
?,?,?,0.42,0.29,?,0
0.44,?,0.48,0.44,0.52,0.59,?
0.27,?,0.48,0.37,0.38,0.43,0
?,0.43,?,0.54,?,0.37,0
0.06,0.61,0.48,0.49,?,0.37,1
?,?,0.48,?,?,0.54,1
?,?,?,0.51,?,0.84,1
0.23,0.48,0.48,0.59,0.88,?,?
?,?,0.48,0.58,0.85,?,?
0.43,0.4,?,0.58,0.75,?,?
0.46,0.61,0.48,?,0.86,0.87,?
?,0.35,0.48,0.51,?,?,?
?,?,0.48,0.65,0.71,0.73,?
?,0.47,0.48,0.71,0.65,?,?
?,?,0.48,?,0.78,0.8,?
0.12,0.67,0.48,0.74,0.58,0.63,?
0.4,0.5,0.48,?,?,0.84,?
0.73,?,0.48,?,0.91,?,1
?,0.44,?,?,0.71,0.74,1
0.48,?,?,?,?,?,1
?,?,?,?,?,0.88,1
0.48,?,?,?,0.9,?,?
?,0.66,0.48,?,0.92,0.92,1
0.72,0.46,0.48,?,0.66,?,1
?,?,0.48,0.58,?,0.75,1
0.33,0.56,0.48,0.33,?,0.8,?
?,0.58,0.48,?,0.78,0.73,?
?,?,0.48,0.56,0.81,?,1
?,?,?,?,?,0.79,?
?,0.5,?,?,0.85,0.86,?
?,0.42,0.48,0.53,?,0.81,?
0.31,0.5,0.48,?,?,?,1
0.74,0.44,?,0.55,0.88,?,1
?,?,0.48,0.45,0.88,?,?
?,?,0.48,?,0.74,0.77,1
0.71,?,?,0.71,0.7,0.74,?
?,?,?,0.66,0.64,0.69,?
0.66,0.53,0.48,?,?,0.66,?
0.6,0.61,?,?,?,0.71,1
0.83,0.37,0.48,0.61,?,?,?
?,?,?,?,0.9,0.9,1
0.63,?,0.48,0.65,0.79,0.81,1
0.7,0.4,?,?,?,0.83,1
?,?,1.0,?,?,0.8,?
0.16,?,?,0.33,0.39,0.48,?
?,0.7,?,0.66,?,0.69,?
0.2,?,0.48,0.57,?,0.81,?
?,0.55,0.48,0.51,?,0.76,?
0.7,?,0.48,0.56,?,0.73,1
0.12,0.43,?,?,?,0.74,1
0.61,?,?,0.54,?,?,1
0.33,?,0.48,0.46,0.65,0.69,1
?,0.65,0.48,0.66,?,?,1
?,?,?,?,0.75,0.78,1
?,0.67,0.48,0.52,?,0.79,?
?,?,0.48,0.56,?,?,1
0.59,0.56,0.48,0.55,?,0.82,?
0.51,?,0.48,0.57,0.62,?,1
0.5,0.57,?,?,0.61,?,1
0.6,?,0.48,?,0.81,0.83,?
0.37,0.47,0.48,0.39,0.76,?,?
0.58,?,?,0.57,?,0.74,?
0.36,?,0.48,0.51,0.69,0.72,?
0.39,0.41,0.48,?,?,0.75,1
?,0.51,0.48,0.61,0.71,0.74,1
?,0.44,0.48,0.5,?,?,1
0.61,?,0.48,0.46,0.87,0.88,?
?,0.49,0.48,0.52,0.77,0.71,?
0.11,0.5,0.48,0.58,0.72,?,1
0.31,0.36,0.48,0.58,0.94,0.94,1
0.68,?,?,?,0.75,0.78,?
0.69,0.39,0.48,0.57,0.76,?,1
?,0.54,0.48,0.62,0.76,?,?
?,?,?,?,0.76,?,1
0.36,0.45,0.48,?,0.79,0.17,1
?,?,0.48,0.35,?,?,?
?,0.49,0.48,0.41,?,0.21,?
?,0.51,?,0.42,?,0.34,?
0.61,?,?,0.0,0.8,0.32,1
0.63,?,0.48,?,?,?,?
?,?,?,0.64,1.0,?,1
0.85,0.53,0.48,?,0.52,0.35,?
?,0.49,?,0.54,?,0.79,?
?,?,1.0,0.4,0.47,0.3,2
0.7,0.39,1.0,0.51,?,?,2
?,0.42,?,0.65,0.77,?,4
?,0.41,0.48,0.66,?,0.83,?
0.83,0.48,?,0.65,?,0.79,4
?,0.43,0.48,?,0.74,0.77,4
?,0.36,0.48,?,0.82,?,?
0.78,?,0.48,?,?,?,?
?,0.37,0.48,0.64,0.7,0.74,4
?,?,0.48,0.64,0.75,0.77,4
0.67,?,?,0.54,0.64,0.68,?
0.66,?,0.48,0.54,?,?,4
0.64,?,0.48,0.48,0.73,0.76,4
0.76,?,?,0.5,0.71,0.75,4
0.84,?,?,0.55,0.78,0.74,4
0.77,0.55,0.48,0.51,0.78,?,4
0.81,?,?,?,?,?,4
0.58,?,0.48,?,?,?,4
?,?,0.48,0.48,?,0.8,4
0.62,0.42,0.48,0.58,0.79,0.81,4
?,?,?,0.59,?,0.9,4
0.81,?,0.48,?,0.87,?,4
0.87,?,?,0.61,?,0.79,?
?,0.46,0.48,0.62,0.74,0.77,4
0.76,0.41,?,?,?,?,4
0.7,?,0.48,?,0.86,0.87,4
?,?,0.48,?,0.61,0.66,4
0.81,?,0.48,0.57,?,?,4
0.73,?,0.48,0.57,0.75,0.78,?
?,0.61,?,?,0.71,0.74,?
?,?,0.48,0.52,0.73,0.75,4
?,?,0.48,0.75,0.92,0.7,?
0.63,0.51,?,0.64,0.72,0.76,4
0.86,?,0.48,?,?,0.83,?
?,0.54,0.48,0.5,0.66,?,?
?,?,0.48,0.06,0.49,0.33,4
0.78,?,?,?,?,?,4
?,0.68,?,0.83,0.4,0.29,5
0.63,?,0.48,0.65,?,?,5
?,?,0.48,?,0.5,?,5
?,?,?,0.51,0.33,?,5
?,?,?,0.74,0.54,0.37,?
?,0.9,0.48,?,0.53,0.29,?
?,0.84,?,?,?,0.29,?
?,?,0.48,?,0.57,0.3,?
?,0.57,?,?,0.53,0.2,?
0.74,0.78,?,?,0.54,0.15,?
?,?,0.48,?,0.45,?,5
0.56,0.68,0.48,?,0.36,0.45,5
0.65,0.51,0.48,0.66,0.54,0.33,5
?,?,?,0.72,0.38,?,?
?,?,0.48,0.7,0.33,0.26,5
0.6,0.76,1.0,?,0.59,0.52,5
?,0.59,0.48,0.77,0.39,0.21,?
?,0.49,0.48,0.79,0.45,0.28,?
0.71,0.71,0.48,?,?,0.36,?
0.68,0.63,0.48,0.73,0.4,0.3,5
0.77,0.57,1.0,0.37,?,0.01,6
?,?,1.0,0.54,0.56,?,?
?,?,?,0.52,0.59,?,6
?,0.55,1.0,0.66,?,0.16,?
0.68,?,?,0.62,0.55,0.28,6
0.74,0.49,0.48,0.42,?,?,7
0.7,?,?,0.56,?,0.43,7
0.66,0.86,?,0.34,0.41,?,7
?,0.78,?,?,?,0.31,?
0.65,0.57,0.48,0.47,0.47,0.51,7
?,0.86,0.48,0.17,0.55,0.21,7
0.67,0.7,0.48,0.46,0.45,?,7
0.67,0.81,?,0.54,?,0.23,?
?,0.61,?,0.51,0.37,0.38,?
0.63,?,?,0.35,?,?,?
?,0.59,?,?,0.47,?,?
0.71,0.71,0.48,?,?,0.39,7
?,0.74,0.48,?,?,?,7
0.67,?,0.48,?,0.42,0.25,7
0.64,?,?,0.49,0.42,0.19,?
0.68,0.82,0.48,0.38,?,0.56,?
0.32,?,0.48,?,0.28,0.38,7
0.7,?,?,?,0.51,0.47,7
0.63,?,?,0.49,?,?,7
?,0.82,0.48,0.49,0.49,0.41,?
0.63,0.86,0.48,?,0.47,?,?
0.63,?,0.48,0.4,0.39,0.19,7
0.63,?,0.48,0.6,0.4,?,7
0.71,?,0.48,0.4,0.54,?,7
0.68,?,?,0.43,0.44,0.42,?
?,0.84,?,?,0.45,0.4,?
0.74,0.47,?,0.5,0.57,0.42,7
0.75,?,0.48,?,0.52,?,?
?,?,0.48,0.39,0.44,0.35,7
?,?,?,0.3,0.39,?,7
0.7,0.71,0.48,0.42,0.84,?,?
?,?,0.48,?,0.57,?,7
0.64,0.66,0.48,0.41,0.39,?,7
0.63,0.8,0.48,?,?,0.29,7
0.66,0.71,0.48,0.41,0.5,0.35,7
0.69,0.59,0.48,0.46,?,0.52,?
0.68,?,0.48,?,?,0.34,7
?,0.78,0.48,?,0.36,0.38,?
0.62,?,?,0.47,0.49,0.54,7
0.76,0.73,0.48,?,?,0.39,7
0.64,0.81,?,?,?,?,7
?,?,?,0.52,?,0.48,?
?,?,0.48,?,?,0.4,7
?,0.54,0.48,?,?,0.3,7
?,0.66,0.48,0.41,?,0.25,7
?,?,0.48,?,0.48,0.41,?
0.43,?,?,0.52,0.49,0.56,7
?,?,0.48,0.47,0.68,?,7
?,?,0.48,?,0.35,?,?
?,0.6,?,?,0.39,0.38,7
0.59,?,?,0.42,0.42,0.37,7
0.74,0.74,0.48,?,?,0.52,?
