@relation dataset

@attribute class {0, 1, 2}
@attribute Alcohol real
@attribute Malic_acid real
@attribute Ash real
@attribute Alcalinity_of_ash real
@attribute Magnesium real
@attribute Total_phenols real
@attribute Flavanoids real
@attribute Nonflavanoid_phenols real
@attribute Proanthocyanins real
@attribute Color_intensity real
@attribute Hue real
@attribute OD280_OD315_of_diluted_wines real
@attribute Proline real


@data
0,?,?,?,17.4,?,?,3.54,?,?,8.9,?,?,?
?,13.05,1.73,?,?,?,?,?,0.17,?,7.2,?,?,?
?,13.83,?,2.6,?,?,?,2.99,0.22,2.29,?,1.24,?,1265.0
0,?,1.75,2.42,14.0,?,?,3.74,?,1.87,?,1.01,3.26,1190.0
0,?,?,?,?,?,?,2.79,?,1.68,6.3,?,?,1375.0
0,13.74,?,?,?,?,2.6,?,0.21,1.62,?,?,?,?
?,13.56,?,?,?,?,?,2.78,0.2,?,?,?,?,?
?,?,1.7,2.3,?,?,3.2,?,?,2.03,?,?,3.31,970.0
?,?,1.97,2.68,?,?,?,3.23,?,1.66,6.0,?,?,?
?,?,1.43,2.5,16.7,108.0,3.4,3.67,0.19,?,?,0.89,2.87,?
?,12.37,?,?,10.6,88.0,?,?,?,?,1.95,1.05,?,?
?,12.33,?,?,?,?,?,?,?,?,?,?,?,?
?,12.64,1.36,2.02,?,?,?,?,?,?,?,0.98,?,?
1,?,?,1.92,?,94.0,2.1,?,?,?,?,1.23,?,?
?,?,?,?,?,87.0,?,3.1,0.19,1.87,?,1.22,2.87,?
1,?,?,?,19.0,104.0,?,?,0.45,?,?,?,?,?
1,?,?,?,?,98.0,?,2.65,?,?,4.6,1.19,?,?
?,?,1.01,1.7,?,78.0,?,?,0.26,?,5.3,1.12,3.18,502.0
?,12.37,1.17,1.92,?,?,2.11,?,0.27,1.04,?,1.12,3.48,?
1,?,0.94,?,?,?,2.53,?,?,?,?,1.02,1.93,750.0
1,12.21,?,?,16.8,151.0,?,1.28,?,2.5,?,?,?,?
1,12.29,?,?,?,103.0,?,?,?,?,?,0.906,?,870.0
1,?,1.51,?,?,?,?,?,0.21,1.87,?,1.36,3.16,410.0
1,?,?,?,?,?,?,?,0.27,1.03,?,0.98,?,?
?,?,1.67,?,30.0,?,?,2.89,0.21,1.96,?,?,?,985.0
?,11.96,1.09,?,?,?,3.38,?,?,?,?,?,3.13,886.0
1,11.66,1.88,?,16.0,97.0,?,?,?,?,?,?,?,?
1,?,0.9,?,?,?,1.95,?,?,1.46,4.6,?,2.48,?
?,11.84,2.89,2.23,?,?,1.72,?,?,0.95,2.65,?,?,?
?,12.33,?,?,14.8,?,1.9,?,0.35,2.76,3.4,?,2.31,?
?,?,3.87,2.4,?,?,2.83,2.55,0.43,?,?,?,?,463.0
?,12.0,?,2.0,?,?,2.42,?,?,?,?,1.38,?,?
1,12.72,1.81,?,18.8,?,?,?,?,?,?,1.16,3.14,?
1,?,1.13,?,?,?,?,?,?,?,?,?,?,?
?,13.05,3.86,?,?,85.0,1.65,1.59,?,?,?,?,2.01,?
1,?,0.89,?,18.0,94.0,2.2,?,0.22,2.35,3.05,?,3.08,?
1,?,0.98,?,18.0,?,?,?,0.3,?,2.62,?,3.16,?
?,12.16,?,?,?,?,?,1.69,0.43,?,2.45,?,2.26,495.0
?,?,1.67,?,26.0,88.0,1.92,?,?,1.34,?,?,3.21,?
?,11.64,?,?,?,?,?,?,?,?,2.8,?,?,680.0
1,?,?,?,?,?,?,?,0.42,1.38,1.74,?,3.21,?
?,?,1.83,?,18.5,81.0,?,1.5,0.52,?,2.4,1.08,2.27,?
?,12.0,1.51,?,?,?,1.45,1.25,0.5,?,?,?,?,?
?,12.69,?,2.26,20.7,80.0,?,1.46,0.58,?,3.05,?,?,?
?,?,?,2.22,?,88.0,2.45,?,?,?,2.15,1.15,3.3,?
1,?,?,2.28,?,?,?,2.26,?,?,3.25,1.16,?,?
?,?,1.52,?,?,162.0,2.5,?,0.32,?,?,1.16,?,937.0
?,11.81,?,?,?,134.0,?,?,?,?,?,0.95,2.26,625.0
?,12.29,1.41,1.98,?,?,?,?,?,1.77,?,?,2.74,?
?,12.37,?,2.1,?,?,3.52,3.75,?,1.95,?,?,2.77,?
1,12.29,?,2.21,?,88.0,2.85,?,?,2.81,2.3,?,2.83,406.0
?,?,?,1.7,?,?,?,?,0.26,?,3.3,?,2.96,?
?,?,1.34,1.9,18.5,88.0,?,1.36,0.29,1.35,?,1.04,2.77,562.0
1,?,?,?,?,?,?,2.11,?,1.31,2.8,0.8,3.38,?
?,11.82,?,?,?,?,?,1.64,?,?,?,0.94,?,?
1,12.51,1.73,?,?,85.0,2.2,1.92,?,?,2.94,1.04,3.57,?
1,?,2.55,?,?,?,?,1.84,?,?,2.7,0.86,?,315.0
?,12.25,?,?,?,?,?,?,?,?,3.4,?,?,510.0
?,?,?,2.28,?,84.0,?,1.76,0.48,?,?,?,?,?
?,?,?,1.94,?,92.0,2.36,2.04,?,2.08,2.7,0.86,3.02,312.0
?,?,?,2.7,?,94.0,?,?,0.29,2.49,?,?,3.26,680.0
?,11.46,?,?,?,?,3.18,2.58,?,?,2.9,0.75,?,562.0
?,?,?,2.17,?,88.0,2.55,2.27,?,1.22,2.0,?,?,?
1,11.76,?,?,20.0,?,?,?,?,?,3.8,1.23,?,?
?,?,0.74,?,21.0,88.0,?,?,0.42,1.44,?,?,?,?
1,?,?,?,?,84.0,2.56,2.29,0.43,?,?,?,3.19,?
?,?,?,?,?,85.0,?,2.17,?,2.01,1.9,?,?,407.0
?,?,?,?,?,?,1.98,1.6,?,1.53,?,?,3.33,?
1,12.42,?,?,?,?,?,2.09,?,?,?,1.06,2.96,?
?,?,?,1.98,?,?,1.63,1.25,0.43,?,3.4,0.7,2.12,372.0
1,?,3.43,?,19.0,?,2.0,?,?,?,1.28,?,3.05,?
1,11.45,?,2.42,20.0,96.0,?,2.79,0.32,?,?,?,?,?
?,11.56,?,?,?,119.0,3.18,5.08,0.47,?,?,0.93,?,465.0
?,?,?,?,?,?,?,?,0.43,1.71,2.08,0.92,?,?
1,13.05,?,?,21.5,?,?,?,?,2.01,2.6,0.73,?,?
1,11.87,4.31,2.39,?,?,2.86,3.03,?,?,2.8,?,3.64,380.0
1,?,?,?,21.0,?,2.6,?,0.37,?,2.76,?,3.28,?
1,12.43,?,?,21.5,?,2.74,3.15,0.39,?,3.94,?,2.84,?
?,?,2.13,?,?,92.0,2.13,?,?,?,?,?,?,466.0
?,12.37,?,?,24.5,88.0,2.22,?,0.4,?,?,0.89,?,342.0
?,?,?,2.38,?,?,?,1.75,?,?,2.6,?,?,?
2,?,1.35,?,?,?,1.51,1.25,?,0.94,?,0.76,?,?
?,?,?,2.4,20.0,?,1.3,1.22,?,?,5.4,?,?,530.0
?,?,2.31,?,24.0,98.0,?,?,?,?,5.7,?,1.36,?
?,?,?,2.36,?,106.0,1.7,1.2,?,0.84,5.0,?,?,600.0
?,?,1.24,2.25,17.5,85.0,?,0.58,?,?,?,0.75,1.51,?
2,?,?,2.2,18.5,?,1.62,0.66,?,?,7.1,?,?,?
?,?,?,?,21.0,?,?,0.47,?,?,3.85,?,1.27,?
?,12.53,?,?,?,96.0,?,?,?,1.1,?,?,?,?
?,?,3.59,?,?,?,?,0.48,0.58,?,?,0.81,1.82,?
?,?,2.96,?,24.0,101.0,?,?,?,?,4.92,?,?,?
?,?,?,2.7,21.0,96.0,?,?,0.53,?,4.6,0.77,2.31,?
?,?,?,?,?,89.0,1.4,0.5,?,0.64,?,?,?,?
?,13.52,?,?,23.5,?,1.55,?,0.5,0.55,?,?,2.06,?
?,?,4.95,?,?,?,?,0.8,0.47,?,4.4,0.91,?,?
?,?,?,?,?,?,?,?,?,1.14,8.21,?,?,?
?,?,?,2.15,?,?,1.5,?,?,1.3,4.0,?,1.68,830.0
2,?,?,2.23,?,?,?,?,?,?,4.9,?,1.33,415.0
?,12.87,?,2.48,?,?,1.7,?,?,?,?,0.54,1.86,?
2,13.32,?,?,21.5,92.0,?,?,?,1.25,?,0.55,?,?
2,13.08,?,?,21.5,?,1.41,?,0.34,1.14,?,0.57,?,?
?,?,3.12,2.62,24.0,?,1.4,1.57,?,1.25,8.6,0.59,?,?
?,12.79,2.67,?,?,?,1.48,?,0.24,1.26,10.8,?,1.47,480.0
2,?,?,2.75,25.5,?,?,?,?,?,7.1,?,1.33,?
?,13.23,?,?,?,98.0,1.8,0.83,?,1.87,10.52,?,?,675.0
2,?,?,?,20.0,?,?,?,0.53,1.4,?,?,?,?
?,13.17,?,2.32,22.0,?,?,?,0.61,?,7.9,?,?,725.0
2,?,?,?,19.5,?,?,?,?,?,9.01,0.57,?,480.0
2,?,?,?,?,?,1.9,?,?,?,?,?,?,?
?,14.34,1.68,?,?,?,2.8,1.31,?,?,13.0,0.57,?,?
?,?,1.67,?,?,89.0,?,?,0.52,?,?,0.57,1.78,?
?,?,?,?,?,?,2.3,?,?,1.04,?,0.56,?,?
?,?,?,?,?,107.0,?,?,?,?,?,?,1.82,680.0
2,?,3.27,?,?,106.0,?,?,?,0.96,?,?,?,?
2,?,3.45,?,?,106.0,?,?,?,?,5.28,0.68,1.75,675.0
?,?,?,?,22.0,?,?,0.68,?,1.03,?,0.7,?,?
?,13.73,4.36,?,22.5,?,?,0.47,?,?,6.62,0.78,1.75,520.0
?,?,?,2.6,?,111.0,?,?,0.43,?,?,0.85,1.56,?
?,?,3.37,?,19.5,?,?,0.66,?,?,?,?,?,685.0
?,?,2.58,2.69,?,?,1.55,?,?,?,8.66,0.74,?,750.0
2,13.4,?,?,?,?,?,0.96,?,1.11,?,?,?,?
2,12.2,?,?,?,?,?,?,?,?,5.5,?,?,510.0
?,?,2.39,?,19.5,?,?,?,?,?,?,?,?,470.0
2,?,2.51,?,?,?,?,?,?,1.24,?,0.62,1.71,?
?,13.71,?,2.45,?,?,?,?,0.52,?,?,?,1.74,740.0
2,13.4,?,?,?,?,?,0.75,?,?,?,?,1.56,?
?,13.27,?,2.26,?,120.0,1.59,?,0.43,1.35,10.2,?,?,835.0
2,?,?,2.37,20.0,120.0,1.65,0.68,?,1.46,?,?,?,?
2,?,?,2.74,24.5,96.0,?,0.76,0.56,?,?,?,1.6,?
