@relation dataset

@attribute class {1, 2, 3}
@attribute Alcohol real
@attribute Malic_acid real
@attribute Ash real
@attribute Alcalinity_of_ash real
@attribute Magnesium real
@attribute Total_phenols real
@attribute Flavanoids real
@attribute Nonflavanoid_phenols real
@attribute Proanthocyanins real
@attribute Color_intensity real
@attribute Hue real
@attribute OD280_OD315_of_diluted_wines real
@attribute Proline real


@data
?,12.52,2.43,?,21.0,88.0,?,?,0.26,1.22,2.0,0.9,?,?
?,11.76,?,?,?,?,1.75,2.03,?,?,?,?,?,?
?,?,0.74,2.5,?,?,?,?,?,?,3.08,?,2.31,?
2,?,?,2.5,?,84.0,?,2.29,?,?,2.9,0.93,?,?
?,?,1.51,?,?,85.0,?,2.17,?,2.01,1.9,?,2.87,407.0
2,?,?,?,20.8,86.0,?,1.6,?,?,?,?,3.33,495.0
2,?,?,2.19,?,?,?,2.09,?,?,?,1.06,2.96,345.0
2,?,3.43,1.98,?,80.0,?,1.25,0.43,?,3.4,0.7,2.12,372.0
?,?,3.43,2.0,?,?,2.0,1.64,?,1.87,?,?,?,?
2,?,?,?,?,?,2.9,2.79,0.32,?,?,?,?,?
?,11.56,2.05,3.23,?,?,?,5.08,0.47,1.87,?,?,?,?
2,?,?,2.73,?,?,2.2,?,?,1.71,?,0.92,?,?
2,13.05,?,?,?,86.0,?,2.65,?,?,?,?,?,380.0
?,11.87,?,?,?,?,?,3.03,?,2.91,2.8,0.75,?,380.0
?,?,2.16,?,?,?,2.6,?,?,1.35,?,0.86,?,?
?,12.43,?,?,21.5,?,2.74,?,0.39,?,?,0.69,?,?
?,?,2.13,2.78,?,?,?,?,?,?,3.0,?,2.44,?
2,12.37,1.63,2.3,?,88.0,2.22,?,0.4,1.9,?,0.89,?,?
?,?,4.3,2.38,?,80.0,2.1,1.75,?,?,?,?,2.57,?
3,?,?,2.32,?,?,?,1.25,?,?,4.1,?,1.29,630.0
3,?,?,2.4,20.0,104.0,1.3,?,?,0.83,5.4,0.74,?,?
?,?,?,2.4,?,?,?,?,?,0.83,5.7,0.66,1.36,?
?,12.7,3.55,2.36,?,106.0,?,?,?,0.84,?,?,1.29,?
?,12.51,?,2.25,17.5,?,2.0,?,?,?,?,?,?,?
3,12.6,?,?,?,94.0,?,0.66,?,?,?,?,1.58,?
?,?,?,?,?,89.0,1.38,0.47,0.53,?,3.85,?,?,720.0
?,?,?,?,?,96.0,1.79,?,?,?,5.0,?,1.69,?
3,13.49,?,?,?,88.0,1.62,0.48,?,?,?,?,1.82,?
3,?,2.96,?,?,?,?,?,0.53,?,?,?,2.15,?
3,?,?,?,?,96.0,1.54,0.5,0.53,0.75,?,?,?,?
?,?,?,?,20.0,?,?,?,0.37,0.64,5.6,?,?,?
?,?,3.17,?,?,97.0,?,0.52,?,0.55,4.35,?,?,520.0
3,13.62,?,?,?,92.0,?,0.8,?,1.02,4.4,0.91,2.05,?
?,?,3.88,?,?,?,?,?,?,1.14,?,?,2.0,855.0
?,13.16,?,?,21.0,?,?,?,?,1.3,?,0.6,1.68,?
3,?,?,?,?,?,?,?,?,?,?,0.58,1.33,?
3,?,?,?,21.5,86.0,1.7,?,?,?,?,?,?,625.0
?,?,?,?,21.5,92.0,?,?,?,?,?,?,1.62,?
?,?,?,2.36,?,113.0,?,?,?,?,?,?,1.33,?
3,?,3.12,?,?,?,?,1.57,?,?,?,?,?,?
3,?,2.67,?,22.0,112.0,1.48,1.36,?,?,?,0.48,?,?
3,?,?,?,?,?,2.2,?,0.26,?,7.1,?,1.33,?
3,?,?,2.28,18.5,?,?,?,?,1.87,10.52,?,?,?
?,12.58,?,?,20.0,?,1.48,?,?,1.4,?,0.58,?,?
?,?,5.19,?,?,93.0,1.74,?,?,1.55,7.9,?,1.48,725.0
?,?,4.12,?,19.5,89.0,?,?,?,1.56,?,?,?,480.0
?,?,?,2.64,27.0,?,1.9,0.58,?,?,7.5,0.67,?,?
?,14.34,?,2.7,25.0,98.0,?,1.31,0.53,2.7,?,?,1.96,660.0
3,13.48,?,?,?,89.0,?,1.1,?,?,?,0.57,?,?
3,?,3.83,?,?,?,2.3,0.92,0.5,1.04,7.65,0.56,1.58,520.0
?,13.69,?,?,?,?,?,?,?,?,5.88,0.96,1.82,680.0
?,12.85,?,?,?,106.0,?,0.6,?,?,5.58,?,?,570.0
3,12.96,3.45,?,?,?,?,0.7,?,?,?,0.68,?,675.0
3,?,?,?,?,90.0,?,?,0.41,1.03,?,?,1.68,?
3,13.73,?,2.26,?,?,?,?,0.52,1.15,?,0.78,1.75,520.0
?,?,?,?,?,?,1.7,?,?,1.46,10.68,?,?,695.0
?,12.82,?,?,?,?,?,0.66,?,?,?,?,?,?
?,?,?,?,?,?,?,?,0.39,1.54,?,0.74,?,?
?,13.4,?,?,?,?,?,?,0.27,1.11,8.5,?,1.92,?
?,?,?,2.32,19.0,96.0,?,0.49,?,?,?,0.66,1.83,?
3,?,?,?,19.5,?,?,0.51,?,0.64,9.899999,0.57,1.63,470.0
3,?,?,2.48,20.0,?,?,?,?,?,?,?,?,?
3,13.71,?,?,?,?,1.68,?,?,?,?,?,?,?
3,?,3.91,?,?,102.0,?,?,0.43,1.41,7.3,0.7,1.56,?
3,?,?,?,20.0,?,?,?,?,1.35,?,?,?,?
3,?,2.59,?,?,120.0,1.65,?,?,?,9.3,0.6,?,840.0
3,?,?,2.74,24.5,?,?,?,0.56,1.35,9.2,?,1.6,560.0
