@relation dataset

@attribute class {0, 1, 2}
@attribute Alcohol real
@attribute Malic_acid real
@attribute Ash real
@attribute Alcalinity_of_ash real
@attribute Magnesium real
@attribute Total_phenols real
@attribute Flavanoids real
@attribute Nonflavanoid_phenols real
@attribute Proanthocyanins real
@attribute Color_intensity real
@attribute Hue real
@attribute OD280_OD315_of_diluted_wines real
@attribute Proline real


@data
?,?,?,2.32,?,?,1.65,?,?,?,4.8,0.84,?,515.0
?,11.84,?,2.58,18.0,?,?,?,?,?,?,0.79,3.08,?
?,?,?,?,?,?,?,1.94,?,?,?,1.23,?,?
?,?,?,?,22.8,?,?,1.69,?,?,2.45,?,?,?
?,?,1.67,?,?,?,?,?,?,1.34,2.6,1.36,3.21,562.0
?,?,2.06,?,21.6,?,1.95,?,?,?,2.8,?,?,?
1,?,1.33,?,?,?,2.2,?,?,?,?,1.07,3.21,?
?,?,?,2.32,?,81.0,?,?,?,?,?,?,2.27,?
1,12.0,?,?,?,86.0,?,?,?,?,3.6,1.05,?,?
1,?,?,2.26,?,?,?,?,?,?,3.05,0.96,?,495.0
?,12.29,?,2.22,18.0,88.0,?,?,?,?,?,1.15,?,290.0
?,?,1.99,2.28,18.0,98.0,?,2.26,?,?,3.25,?,2.96,?
?,?,?,2.2,19.0,162.0,2.5,?,?,?,2.6,1.16,?,937.0
?,11.81,?,2.74,21.5,134.0,1.6,0.99,0.14,1.56,?,?,?,?
?,12.29,?,?,?,?,2.55,?,0.29,?,?,?,2.74,428.0
?,?,?,?,18.5,88.0,?,?,?,1.95,?,1.04,?,?
1,12.29,3.17,?,18.0,?,2.85,2.99,?,?,2.3,?,?,406.0
1,?,?,?,?,?,2.23,2.17,0.26,1.4,?,?,2.96,710.0
1,?,?,1.9,18.5,88.0,1.45,1.36,?,1.35,?,1.04,?,?
?,?,2.45,2.46,21.0,?,2.56,?,0.34,1.31,?,?,?,438.0
?,?,?,?,?,86.0,2.5,1.64,?,1.42,2.06,?,?,?
1,12.51,?,?,?,?,2.2,?,?,?,?,1.04,3.57,?
1,12.42,2.55,?,22.0,?,?,?,?,1.42,?,?,3.3,?
?,?,1.73,2.12,?,80.0,1.65,2.03,?,?,?,?,?,510.0
1,?,?,?,?,?,1.38,?,?,?,3.3,?,2.42,?
1,?,?,?,19.0,92.0,2.36,?,?,?,2.7,0.86,3.02,312.0
1,?,1.35,?,20.0,?,?,2.92,?,?,?,?,?,?
?,?,?,1.82,?,?,?,?,0.24,?,?,0.75,?,?
?,?,2.43,?,21.0,?,2.55,?,0.26,?,?,0.9,?,?
?,?,?,2.92,?,?,?,?,?,1.05,?,?,?,?
?,11.41,?,2.5,21.0,88.0,2.48,?,?,1.44,?,?,2.31,?
1,?,1.39,2.5,22.5,?,?,2.29,?,?,?,?,?,385.0
?,?,?,2.2,?,85.0,?,?,?,?,?,?,?,?
?,11.82,?,1.99,20.8,?,?,1.6,?,?,1.95,0.95,?,495.0
?,12.42,1.61,2.19,?,108.0,2.0,?,0.34,1.61,?,1.06,2.96,?
1,12.77,3.43,?,?,80.0,?,?,?,?,?,?,2.12,372.0
1,12.0,3.43,2.0,?,87.0,2.0,?,0.37,?,1.28,?,?,564.0
?,?,2.4,2.42,?,?,2.9,2.79,?,?,?,0.8,?,?
1,11.56,?,?,?,?,?,?,0.47,1.87,?,?,?,465.0
1,?,?,?,26.5,102.0,2.2,?,?,1.71,2.08,0.92,3.12,?
?,?,?,2.13,?,?,2.62,2.65,0.3,?,2.6,?,3.1,?
?,?,?,?,?,82.0,?,?,?,?,2.8,0.75,?,?
?,?,?,?,21.0,?,?,2.65,0.37,1.35,?,0.86,3.28,378.0
?,?,?,2.29,21.5,?,?,3.15,?,?,?,?,?,?
?,?,?,2.78,?,?,?,2.24,?,?,3.0,?,2.44,?
?,?,1.63,?,?,?,?,2.45,?,?,?,?,?,342.0
?,12.04,?,?,22.0,?,?,?,?,?,?,?,2.57,580.0
?,?,?,?,?,122.0,1.51,?,?,0.94,?,0.76,1.29,630.0
?,12.88,?,?,?,?,1.3,?,0.24,0.83,?,?,?,?
?,?,?,2.4,?,98.0,?,?,?,?,5.7,?,1.36,?
2,12.7,?,2.36,21.5,?,?,1.2,?,0.84,5.0,0.78,?,?
?,12.51,?,2.25,17.5,?,?,0.58,0.6,?,?,?,?,?
?,12.6,?,?,18.5,?,?,?,0.63,0.94,?,?,?,?
?,?,?,?,?,89.0,?,?,0.53,?,?,?,1.27,720.0
2,?,5.51,2.64,25.0,?,1.79,0.6,?,?,?,?,?,?
?,13.49,3.59,2.19,19.5,88.0,?,?,0.58,0.88,?,?,?,?
2,?,2.96,?,24.0,?,2.32,0.6,0.53,0.81,4.92,0.89,2.15,590.0
?,12.93,2.81,2.7,?,?,?,?,0.53,0.75,4.6,?,2.31,600.0
?,?,?,?,20.0,89.0,?,?,0.37,0.64,5.6,?,2.47,?
2,13.52,3.17,2.72,23.5,97.0,1.55,?,0.5,0.55,?,0.89,?,?
?,13.62,4.95,2.35,?,?,?,0.8,?,1.02,?,0.91,?,?
2,?,?,?,?,112.0,?,0.78,?,1.14,8.21,0.65,?,?
2,13.16,?,2.15,?,102.0,?,0.55,?,?,?,0.6,?,830.0
?,13.88,?,?,20.0,?,?,?,?,?,4.9,?,?,415.0
2,12.87,?,?,21.5,86.0,1.7,?,?,?,?,?,?,?
2,?,3.24,?,?,?,?,0.76,0.45,?,?,?,?,650.0
?,13.08,?,2.36,21.5,113.0,1.41,?,?,?,?,0.57,1.33,?
?,13.5,?,?,?,?,?,?,?,1.25,?,0.59,1.3,500.0
?,?,?,2.48,?,112.0,1.48,1.36,?,?,?,0.48,?,480.0
?,13.11,?,?,25.5,?,2.2,1.28,?,?,?,?,?,425.0
2,13.23,3.3,?,?,?,1.8,?,?,?,?,0.56,?,675.0
?,12.58,1.29,2.1,?,?,?,0.58,?,?,?,?,?,?
?,13.17,?,2.32,22.0,93.0,?,0.63,?,?,7.9,?,?,725.0
?,13.84,?,2.38,?,?,?,?,?,1.56,?,?,?,480.0
2,?,?,2.64,?,?,?,0.58,0.63,?,?,?,1.73,?
?,14.34,?,?,25.0,?,2.8,1.31,?,?,?,0.57,1.96,?
?,?,?,?,?,?,?,1.1,?,?,?,?,1.78,620.0
?,?,?,2.38,?,88.0,2.3,?,0.5,?,7.65,0.56,?,?
2,13.69,?,?,20.0,?,?,0.56,0.5,?,?,?,?,?
?,12.85,?,?,22.0,?,?,0.6,?,?,5.58,?,2.11,?
?,?,3.45,?,18.5,?,1.39,?,?,?,5.28,0.68,?,?
2,?,?,?,?,?,1.35,?,?,?,?,0.7,?,615.0
?,?,4.36,?,?,?,?,0.47,0.52,?,6.62,?,1.75,520.0
2,13.45,?,?,23.0,?,?,?,0.43,?,?,0.85,1.56,?
?,12.82,?,2.3,?,88.0,?,?,0.4,?,?,?,?,?
?,?,?,2.69,?,?,?,?,0.39,1.54,?,?,1.8,?
2,13.4,?,?,25.0,?,?,?,0.27,1.11,?,?,?,?
2,?,3.03,2.32,?,?,1.25,?,?,0.73,5.5,?,1.83,?
?,?,2.39,?,?,86.0,?,0.51,0.48,0.64,?,?,?,?
?,14.16,2.51,?,?,?,?,?,?,?,?,0.62,1.71,?
?,13.71,5.65,?,20.5,?,1.68,?,?,?,?,0.64,?,?
?,13.4,?,2.48,?,102.0,?,0.75,0.43,?,7.3,0.7,1.56,?
?,?,?,2.26,20.0,?,?,0.69,?,1.35,?,0.59,1.56,?
2,13.17,2.59,?,?,120.0,1.65,0.68,?,1.46,?,?,1.62,?
2,?,4.1,?,?,96.0,?,0.76,0.56,?,9.2,0.61,?,?
