@relation dataset

@attribute class {1, 2, 3}
@attribute Alcohol real
@attribute Malic_acid real
@attribute Ash real
@attribute Alcalinity_of_ash real
@attribute Magnesium real
@attribute Total_phenols real
@attribute Flavanoids real
@attribute Nonflavanoid_phenols real
@attribute Proanthocyanins real
@attribute Color_intensity real
@attribute Hue real
@attribute OD280_OD315_of_diluted_wines real
@attribute Proline real


@data
?,?,?,2.12,19.0,80.0,?,2.03,?,?,?,1.0,?,?
2,12.72,1.75,?,?,84.0,?,?,?,?,3.3,0.88,?,?
?,?,?,?,?,92.0,2.36,2.04,?,2.08,?,?,3.02,?
?,?,?,?,20.0,?,2.74,?,?,2.49,?,0.96,?,?
2,?,3.74,1.82,?,?,3.18,2.58,?,?,?,0.75,2.81,562.0
2,?,?,?,21.0,?,?,?,?,1.22,2.0,0.9,?,?
?,?,?,?,20.0,103.0,?,?,?,?,3.8,1.23,2.5,?
?,11.41,?,2.5,21.0,?,?,?,?,1.44,?,?,?,434.0
?,?,?,2.5,?,?,2.56,2.29,?,?,?,0.93,?,?
?,?,?,2.2,?,?,2.46,?,?,2.01,?,1.71,?,?
?,11.82,1.47,?,20.8,86.0,?,?,?,?,1.95,0.95,?,495.0
2,?,1.61,?,22.5,?,?,2.09,?,?,2.06,?,2.96,345.0
?,12.77,?,1.98,16.0,80.0,1.63,?,?,0.83,3.4,0.7,?,?
?,?,?,2.0,?,87.0,?,?,?,?,?,0.93,3.05,?
2,11.45,2.4,?,20.0,96.0,?,2.79,?,1.83,3.25,?,3.39,?
?,?,2.05,3.23,28.5,119.0,3.18,?,?,1.87,6.0,?,?,?
2,?,?,2.73,?,?,?,?,?,1.71,?,?,3.12,365.0
?,?,?,?,?,86.0,?,?,?,2.01,2.6,?,3.1,?
?,11.87,4.31,?,21.0,?,2.86,3.03,0.21,2.91,2.8,?,3.64,?
?,?,?,2.17,?,?,?,2.65,?,?,2.76,0.86,?,378.0
?,?,1.53,?,?,86.0,?,?,?,1.77,?,0.69,?,352.0
?,11.79,2.13,?,?,?,2.13,?,?,1.76,3.0,0.97,?,?
?,?,1.63,?,24.5,88.0,?,?,?,?,2.12,?,2.78,?
?,?,?,?,?,80.0,?,?,?,?,?,0.79,2.57,580.0
3,?,?,?,?,122.0,1.51,?,?,0.94,4.1,0.76,1.29,630.0
3,?,2.99,?,?,104.0,?,1.22,?,0.83,5.4,0.74,?,530.0
?,12.81,2.31,?,?,98.0,1.15,?,?,?,?,0.66,1.36,?
?,?,?,?,?,?,1.7,1.2,?,0.84,?,?,1.29,?
?,?,1.24,?,?,85.0,?,?,?,?,?,?,?,?
?,?,?,?,18.5,?,1.62,0.66,?,0.94,?,?,1.58,695.0
?,12.25,?,2.54,?,?,?,?,0.53,?,?,?,?,720.0
3,?,5.51,?,?,?,?,?,0.63,?,5.0,?,1.69,?
?,13.49,?,2.19,?,88.0,?,?,?,0.88,?,?,?,?
3,?,2.96,?,?,101.0,?,?,?,0.81,4.92,?,?,?
?,?,?,?,21.0,96.0,?,?,?,0.75,4.6,?,?,?
?,13.36,?,?,20.0,?,?,?,?,?,5.6,?,?,?
?,?,?,?,?,97.0,1.55,0.52,?,0.55,?,?,?,?
?,?,?,2.35,?,?,?,0.8,0.47,?,4.4,?,2.05,?
3,?,?,2.2,18.5,112.0,1.38,?,0.29,1.14,8.21,0.65,?,?
?,?,3.57,?,?,?,?,0.55,0.43,1.3,4.0,?,?,830.0
?,?,?,2.23,?,?,?,?,?,?,4.9,0.58,1.33,?
3,?,?,?,?,?,1.7,?,0.47,0.86,7.65,?,1.86,?
?,?,?,?,21.5,?,1.93,?,?,?,8.42,0.55,?,650.0
?,?,?,?,21.5,?,?,?,?,1.14,?,?,?,?
3,13.5,3.12,?,?,?,?,?,?,?,?,0.59,1.3,?
3,?,?,2.48,?,?,?,?,?,?,?,?,1.47,480.0
?,13.11,1.9,2.75,25.5,?,?,?,?,1.56,7.1,0.61,?,?
?,?,?,?,18.5,?,1.8,?,?,?,?,?,?,?
3,12.58,?,?,20.0,?,?,?,?,?,7.6,?,?,640.0
?,?,?,?,?,93.0,?,0.63,?,1.55,?,0.6,?,?
3,13.84,?,2.38,19.5,?,?,?,0.48,?,?,?,1.64,480.0
3,12.45,3.03,?,?,97.0,?,?,0.63,1.14,?,?,?,880.0
3,?,?,2.7,?,?,?,1.31,0.53,2.7,?,?,1.96,660.0
3,13.48,?,2.64,22.5,?,2.6,?,0.52,?,?,0.57,?,620.0
?,?,?,?,21.0,?,?,0.92,0.5,?,?,?,?,?
?,?,?,2.54,?,?,?,0.56,0.5,?,?,?,1.82,?
3,12.85,?,?,?,?,1.65,?,0.6,0.96,?,?,?,?
?,?,?,2.35,?,?,?,?,0.4,0.94,?,?,?,?
?,?,?,2.3,22.0,?,1.35,?,0.41,1.03,?,?,1.68,615.0
?,13.73,4.36,2.26,?,?,1.28,?,?,?,?,0.78,?,?
3,?,3.7,?,23.0,?,?,0.92,?,?,?,0.85,?,695.0
3,12.82,3.37,2.3,19.5,88.0,?,?,0.4,?,?,?,1.75,685.0
?,?,2.58,2.69,24.5,105.0,1.55,0.84,0.39,1.54,?,?,?,?
?,13.4,?,?,?,?,1.98,?,0.27,1.11,?,0.67,?,?
?,?,?,?,?,96.0,?,0.49,?,0.73,5.5,?,1.83,510.0
3,12.77,?,2.28,?,?,?,?,?,0.64,?,0.57,?,470.0
3,?,2.51,2.48,?,?,?,?,?,1.24,9.7,0.62,?,?
?,?,?,?,?,95.0,?,0.61,0.52,?,?,0.64,1.74,740.0
?,?,3.91,?,?,?,?,?,?,?,7.3,?,?,750.0
?,?,?,?,?,?,1.59,?,0.43,1.35,10.2,0.59,?,?
?,?,?,2.37,?,120.0,1.65,0.68,?,?,?,0.6,?,840.0
?,?,?,?,?,96.0,2.05,?,0.56,?,9.2,?,?,560.0
