@relation dataset

@attribute class {1, 2, 3}
@attribute Alcohol real
@attribute Malic_acid real
@attribute Ash real
@attribute Alcalinity_of_ash real
@attribute Magnesium real
@attribute Total_phenols real
@attribute Flavanoids real
@attribute Nonflavanoid_phenols real
@attribute Proanthocyanins real
@attribute Color_intensity real
@attribute Hue real
@attribute OD280_OD315_of_diluted_wines real
@attribute Proline real


@data
?,?,1.47,1.99,?,?,?,?,0.3,?,1.95,0.95,?,495.0
2,?,?,?,?,?,2.0,2.09,0.34,?,2.06,?,?,345.0
2,?,?,1.98,16.0,?,?,1.25,0.43,0.83,?,0.7,2.12,372.0
?,?,?,2.0,19.0,87.0,?,1.64,?,1.87,?,?,3.05,?
2,11.45,?,?,20.0,?,?,2.79,0.32,1.83,?,0.8,?,?
?,?,?,?,28.5,?,?,5.08,?,?,6.0,?,?,?
?,?,4.43,2.73,26.5,102.0,2.2,2.13,?,?,?,?,?,?
?,13.05,?,?,21.5,86.0,?,2.65,0.3,2.01,?,0.73,?,?
?,?,?,?,?,82.0,2.86,?,?,2.91,?,?,?,?
?,12.07,2.16,?,?,?,2.6,?,?,?,2.76,?,3.28,?
?,12.43,?,?,?,86.0,?,?,?,1.77,?,?,?,?
?,?,?,?,?,?,?,2.24,?,?,?,0.97,?,466.0
?,12.37,?,2.3,?,?,2.22,?,0.4,?,?,?,2.78,?
?,?,4.3,?,?,80.0,?,?,0.42,?,?,?,?,?
?,12.86,?,2.32,?,122.0,1.51,1.25,0.21,?,?,?,1.29,?
?,12.88,?,2.4,?,?,?,?,?,?,5.4,?,1.42,?
3,?,?,2.4,24.0,?,?,1.09,?,0.83,?,0.66,1.36,?
?,12.7,3.55,?,?,106.0,?,1.2,?,?,?,?,?,?
?,?,?,?,17.5,?,?,0.58,0.6,1.25,?,?,?,?
3,?,?,?,?,?,?,?,0.63,?,7.1,0.73,?,695.0
?,12.25,4.72,2.54,21.0,?,?,?,0.53,?,3.85,?,?,720.0
?,?,?,2.64,25.0,?,1.79,0.6,?,?,?,0.82,1.69,?
?,?,?,?,?,88.0,?,?,?,?,?,?,1.82,?
?,?,?,?,24.0,101.0,?,?,?,0.81,?,?,?,?
?,?,?,?,?,?,1.54,0.5,0.53,?,4.6,?,2.31,600.0
?,?,?,?,?,?,1.4,0.5,?,?,5.6,?,?,?
?,13.52,?,?,23.5,?,?,?,0.5,0.55,4.35,?,?,?
3,13.62,?,2.35,?,?,?,?,?,1.02,4.4,?,2.05,?
3,?,3.88,?,?,?,1.38,?,?,?,?,?,?,?
?,?,?,?,?,?,1.5,0.55,?,?,?,0.6,1.68,830.0
?,?,5.04,?,20.0,?,0.98,?,0.4,0.68,4.9,?,1.33,415.0
?,12.87,4.61,2.48,21.5,86.0,?,0.65,0.47,0.86,?,0.54,?,?
3,?,?,?,?,?,?,?,?,1.25,?,?,1.62,650.0
?,13.08,?,?,21.5,?,?,?,?,?,9.4,?,?,?
?,?,?,?,24.0,123.0,1.4,?,?,1.25,?,?,1.3,500.0
?,?,2.67,?,?,?,1.48,?,0.24,?,10.8,?,?,?
?,13.11,?,2.75,25.5,?,2.2,1.28,?,1.56,?,?,?,?
?,13.23,3.3,2.28,18.5,98.0,?,?,0.61,?,?,0.56,?,?
?,12.58,?,?,20.0,?,1.48,?,?,1.4,?,?,?,640.0
?,?,5.19,2.32,?,93.0,?,?,0.61,?,?,0.6,1.48,?
?,?,4.12,?,19.5,89.0,1.8,?,0.48,?,?,0.57,1.64,?
?,12.45,3.03,?,27.0,97.0,1.9,?,0.63,1.14,?,0.67,1.73,?
?,?,1.68,?,25.0,?,?,?,0.53,2.7,13.0,?,?,660.0
?,?,?,2.64,22.5,89.0,2.6,?,?,?,11.75,0.57,1.78,620.0
3,?,3.83,2.38,21.0,88.0,2.3,?,0.5,1.04,?,0.56,1.58,?
?,?,?,?,?,107.0,?,?,?,0.8,5.88,?,?,680.0
?,?,?,2.58,22.0,106.0,1.65,0.6,?,?,?,?,2.11,?
?,?,?,?,18.5,?,?,?,0.4,?,?,?,?,?
?,?,2.76,2.3,?,?,?,?,0.41,?,?,?,?,615.0
?,?,?,?,?,?,1.28,?,?,?,?,0.78,?,?
?,?,3.7,?,23.0,?,1.7,?,?,1.46,10.68,?,?,?
?,?,?,?,19.5,?,1.48,?,0.4,?,?,?,?,?
?,13.58,2.58,2.69,?,?,1.55,?,0.39,?,?,?,1.8,?
?,?,4.6,2.86,?,112.0,?,0.96,0.27,?,?,0.67,?,?
3,?,3.03,?,?,96.0,?,0.49,?,0.73,5.5,?,1.83,?
?,12.77,?,?,?,?,1.39,0.51,?,0.64,?,0.57,?,470.0
?,?,?,2.48,?,?,?,?,?,?,?,?,1.71,?
3,?,?,?,20.5,95.0,1.68,0.61,0.52,?,?,?,1.74,740.0
3,13.4,3.91,?,?,?,?,?,0.43,?,7.3,?,1.56,?
?,13.27,?,?,?,?,?,?,?,1.35,10.2,?,?,?
?,?,2.59,?,?,?,?,0.68,?,?,9.3,0.6,?,?
?,14.13,?,2.74,24.5,?,?,0.76,?,?,9.2,0.61,?,?
