@relation dataset

@attribute class {0, 1, 2}
@attribute Alcohol real
@attribute Malic_acid real
@attribute Ash real
@attribute Alcalinity_of_ash real
@attribute Magnesium real
@attribute Total_phenols real
@attribute Flavanoids real
@attribute Nonflavanoid_phenols real
@attribute Proanthocyanins real
@attribute Color_intensity real
@attribute Hue real
@attribute OD280_OD315_of_diluted_wines real
@attribute Proline real


@data
2,13.69,?,?,?,?,1.83,0.56,?,?,?,?,?,?
?,?,?,2.58,?,?,?,0.6,0.6,?,?,?,?,?
2,12.96,?,2.35,18.5,?,1.39,0.7,?,?,?,0.68,1.75,?
?,13.78,?,2.3,22.0,?,1.35,?,?,1.03,?,0.7,1.68,615.0
2,13.73,?,2.26,?,88.0,1.28,?,0.52,?,?,0.78,?,?
?,13.45,?,2.6,23.0,111.0,1.7,?,0.43,1.46,10.68,?,1.56,?
2,12.82,3.37,2.3,19.5,?,1.48,?,?,?,10.26,0.72,1.75,685.0
?,?,?,?,24.5,105.0,1.55,0.84,?,1.54,8.66,?,?,750.0
?,13.4,4.6,2.86,25.0,?,?,?,?,?,?,0.67,?,?
2,12.2,?,?,?,?,?,?,?,?,?,0.66,?,?
?,?,2.39,?,19.5,?,1.39,?,?,?,9.899999,?,1.63,?
2,?,2.51,2.48,20.0,?,?,0.7,?,?,?,0.62,?,?
?,?,?,2.45,20.5,?,1.68,?,?,?,?,?,?,740.0
?,?,3.91,?,?,?,?,?,?,?,?,0.7,?,?
2,?,?,?,20.0,120.0,?,?,?,1.35,?,0.59,1.56,?
?,13.17,?,?,?,120.0,1.65,?,0.53,1.46,?,?,?,?
?,?,?,2.74,?,?,?,?,?,1.35,9.2,?,?,?
