@relation dataset

@attribute V1 real
@attribute V2 real
@attribute V3 real
@attribute V4 real
@attribute V5 real
@attribute V6 real
@attribute V7 real
@attribute V8 real
@attribute V9 real
@attribute V10 real
@attribute V11 real
@attribute V12 real
@attribute V13 real
@attribute V14 real
@attribute V15 real
@attribute V16 real
@attribute V17 real
@attribute V18 real
@attribute V20 real
@attribute V21 real
@attribute V22 real
@attribute V23 real
@attribute V24 real
@attribute V25 real
@attribute V26 real
@attribute V27 real
@attribute V28 real
@attribute V29 real
@attribute V30 real
@attribute V31 real
@attribute V32 real
@attribute V33 real
@attribute V34 real
@attribute V35 real
@attribute V36 real
@attribute V37 real
@attribute V38 real
@attribute V39 real
@attribute V40 real
@attribute V41 real
@attribute class {0, 1}


@data
?,2.7414,?,0.0,?,0.0,?,52.9,0.0,2.0,?,?,3.364,?,?,?,?,1.098,0.0,?,1.279,3.0,?,0.0,0.0,2.333,?,?,10.717,?,0.0,?,?,0.0,3.767,2.5,?,8.427,0.0,?,1
?,2.1906,?,?,?,0.0,0.0,29.4,2.0,?,0.0,?,2.333,?,?,0.0,0.959,1.147,?,0.0,1.178,?,?,?,0.0,?,0.294,?,?,2.094,?,0.0,0.0,?,?,?,0.0,6.333,?,0.0,?
?,2.6272,?,0.0,0.0,?,?,?,3.0,?,?,0.0,?,1.459,8.755,?,0.959,?,?,?,?,0.0,0.0,0.0,?,1.902,?,0.0,0.0,2.052,?,?,0.0,0.0,?,1.722,0.0,6.77,0.0,?,1
3.732,2.3391,?,0.0,?,0.0,?,?,?,0.0,0.0,0.0,?,1.585,8.16,?,?,?,?,0.0,1.196,0.0,0.0,0.0,?,?,-0.181,0.0,?,?,?,?,?,?,?,1.667,?,?,0.0,0.0,1
3.879,2.5951,0.0,0.0,0.0,?,0.0,31.0,2.0,?,0.0,0.0,?,2.281,?,0.0,?,1.143,?,0.0,?,?,?,0.0,?,?,0.036,0.0,0.0,?,0.0,?,0.0,0.0,2.924,?,?,?,0.0,0.0,?
3.942,?,?,0.0,?,0.0,0.0,?,?,0.0,0.0,?,3.44,2.777,9.207,0.0,0.969,1.141,?,?,?,?,0.0,1.0,?,?,?,0.0,?,5.294,?,?,?,0.0,?,1.739,?,?,0.0,1.0,1
3.966,2.852,1.0,0.0,0.0,?,0.0,32.0,?,0.0,0.0,?,?,3.146,9.522,?,?,1.138,0.0,0.0,?,0.0,1.0,0.0,0.0,1.97,0.0,1.0,?,6.909,0.0,0.0,0.0,?,6.866,?,?,11.578,?,?,?
?,2.3761,0.0,?,?,0.0,0.0,26.3,2.0,0.0,?,?,2.532,1.585,?,?,?,1.157,0.0,?,1.152,0.0,0.0,0.0,?,?,?,?,?,?,0.0,0.0,1.0,?,?,?,1.0,?,?,?,?
?,?,0.0,0.0,0.0,0.0,?,?,?,0.0,0.0,0.0,2.167,0.811,8.318,0.0,0.972,?,?,?,1.182,0.0,?,?,0.0,1.732,-0.522,?,?,1.0,?,0.0,?,?,2.991,2.0,?,?,0.0,?,1
2.0,?,0.0,0.0,0.0,?,0.0,16.7,?,?,0.0,0.0,1.549,?,4.174,0.0,1.016,1.173,0.0,?,0.93,?,?,?,?,1.0,-1.099,0.0,0.0,?,0.0,0.0,0.0,?,2.279,?,0.0,4.948,?,0.0,?
3.732,?,0.0,?,?,?,0.0,?,?,?,?,?,2.555,?,8.16,1.0,0.979,1.15,?,0.0,1.134,0.0,0.0,?,?,1.802,?,?,0.0,2.488,?,0.0,0.0,?,?,?,0.0,?,?,?,1
4.0,2.3699,?,0.0,?,?,?,?,?,1.0,0.0,0.0,?,?,8.482,0.0,?,?,?,0.0,?,?,0.0,0.0,0.0,?,0.34,0.0,?,?,?,?,0.0,0.0,3.302,2.083,?,?,0.0,0.0,1
?,2.2525,0.0,0.0,0.0,?,?,?,2.0,2.0,0.0,0.0,2.243,1.0,7.408,0.0,?,?,0.0,0.0,?,?,0.0,0.0,?,1.618,?,?,0.0,?,0.0,0.0,0.0,2.0,2.817,?,?,?,0.0,0.0,1
4.17,2.8042,?,?,?,0.0,?,?,2.0,2.0,?,0.0,2.449,?,?,1.0,?,?,0.0,0.0,1.044,0.0,?,?,0.0,?,0.391,?,0.0,?,?,?,?,2.0,?,3.367,0.0,?,0.0,0.0,?
4.303,2.9558,0.0,0.0,?,0.0,0.0,25.0,?,2.0,0.0,0.0,2.608,1.459,8.815,2.0,1.005,1.156,?,0.0,1.056,?,0.0,?,0.0,1.932,?,0.0,0.0,1.745,0.0,?,?,?,?,3.056,0.0,?,0.0,?,?
3.414,2.6294,?,0.0,0.0,?,0.0,37.5,1.0,1.0,0.0,0.0,?,1.0,7.408,1.0,?,1.13,?,0.0,?,0.0,?,0.0,0.0,1.618,-0.66,0.0,0.0,1.707,?,?,?,?,3.188,?,0.0,?,?,?,1
4.214,3.0057,?,?,0.0,0.0,?,25.0,?,?,0.0,?,2.608,1.459,8.755,1.0,1.005,1.156,?,?,1.104,?,0.0,?,0.0,?,?,0.0,?,2.052,0.0,?,0.0,?,3.087,?,?,6.989,0.0,0.0,1
?,?,?,0.0,?,0.0,0.0,?,2.0,2.0,0.0,0.0,2.858,2.0,?,?,0.993,1.151,0.0,?,1.117,0.0,0.0,0.0,?,?,?,0.0,?,?,0.0,?,0.0,?,2.997,2.375,0.0,7.074,0.0,0.0,?
3.414,2.3729,0.0,0.0,0.0,0.0,0.0,30.0,1.0,1.0,?,0.0,?,1.0,?,1.0,0.998,1.146,0.0,?,?,0.0,?,?,?,?,-0.589,0.0,?,?,0.0,?,0.0,?,3.038,3.125,?,6.735,?,0.0,?
4.393,?,?,0.0,?,0.0,0.0,37.0,3.0,1.0,0.0,2.487,3.233,2.187,9.562,?,?,1.131,?,0.0,1.259,0.0,0.0,0.0,?,?,0.013,0.0,10.02,3.684,?,?,?,?,?,2.303,0.0,?,0.0,?,?
?,?,?,?,0.0,0.0,0.0,?,3.0,?,0.0,0.259,2.634,0.918,?,2.0,?,?,0.0,?,1.206,0.0,?,0.0,?,2.0,-0.218,?,?,1.521,?,0.0,0.0,0.0,?,?,0.0,?,?,?,1
?,?,0.0,0.0,?,0.0,?,?,?,1.0,0.0,0.167,2.279,0.811,8.318,0.0,?,1.146,0.0,?,?,0.0,?,0.0,0.0,1.732,-0.596,0.0,9.444,1.0,?,0.0,0.0,0.0,?,3.167,?,7.097,?,?,?
?,3.646,?,0.0,0.0,0.0,?,?,2.0,2.0,0.0,?,?,1.406,?,4.0,?,?,0.0,0.0,1.14,?,?,0.0,0.0,2.101,?,?,10.162,1.631,0.0,0.0,0.0,1.0,?,2.875,0.0,7.595,0.0,0.0,?
?,2.9879,?,0.0,?,0.0,0.0,?,0.0,2.0,?,-0.653,?,3.574,10.082,?,0.972,1.138,0.0,0.0,1.205,?,?,?,0.0,1.996,0.0,0.0,10.389,10.108,?,?,?,?,?,1.987,0.0,?,0.0,0.0,?
4.17,3.4453,0.0,0.0,0.0,?,?,?,1.0,2.0,0.0,-0.245,2.512,0.971,8.597,1.0,?,1.151,0.0,?,1.112,?,?,0.0,0.0,?,?,?,?,1.542,0.0,0.0,0.0,0.0,?,3.233,0.0,?,?,0.0,?
?,?,?,0.0,?,?,0.0,28.6,2.0,?,?,-0.211,?,?,8.755,?,1.014,1.149,0.0,0.0,1.138,?,0.0,?,?,1.902,-0.249,?,9.822,2.052,0.0,0.0,0.0,0.0,?,2.944,0.0,7.382,0.0,0.0,1
?,3.7074,0.0,?,?,0.0,?,33.3,1.0,?,0.0,?,2.713,1.459,8.755,1.0,1.025,?,0.0,?,?,0.0,0.0,0.0,0.0,?,-0.263,?,9.75,?,?,0.0,?,?,?,3.194,?,?,0.0,?,1
4.233,3.4039,?,?,0.0,0.0,0.0,27.8,1.0,?,?,-0.262,?,1.906,9.011,1.0,1.022,1.15,0.0,?,1.119,0.0,0.0,0.0,0.0,1.95,?,?,?,2.999,0.0,?,?,0.0,3.349,?,0.0,?,0.0,0.0,1
?,?,0.0,?,0.0,0.0,?,?,?,2.0,?,-0.241,?,?,8.944,?,1.013,1.139,?,0.0,1.164,0.0,?,?,?,1.97,?,?,10.118,2.195,0.0,0.0,?,?,3.39,2.952,0.0,?,0.0,0.0,1
4.372,3.3652,?,0.0,?,0.0,?,?,?,?,0.0,?,3.139,?,?,?,0.993,1.139,0.0,?,1.186,?,?,?,0.0,2.024,?,0.0,?,3.412,0.0,0.0,0.0,?,?,?,0.0,?,?,?,1
5.392,4.5881,?,?,0.0,1.0,0.0,30.8,?,?,?,-0.209,?,?,10.633,?,0.989,1.144,?,0.0,?,0.0,0.0,0.0,0.0,?,?,0.0,11.278,3.598,?,0.0,0.0,1.0,3.503,?,0.0,?,0.0,?,?
4.446,?,?,0.0,?,?,0.0,?,?,?,?,?,3.192,?,?,?,?,1.146,?,?,1.116,0.0,?,?,?,?,?,?,?,?,?,0.0,?,0.0,?,3.133,0.0,?,0.0,0.0,?
?,?,0.0,?,0.0,?,0.0,?,2.0,?,?,?,?,2.948,?,8.0,0.995,1.142,?,?,?,?,0.0,?,?,2.08,?,?,22.47,6.131,0.0,?,0.0,?,?,?,?,?,?,0.0,?
?,3.7942,0.0,?,0.0,?,?,?,4.0,?,?,?,?,?,?,10.0,?,?,0.0,0.0,?,?,0.0,?,0.0,2.13,0.0,?,?,?,?,?,0.0,?,?,?,?,?,0.0,?,1
?,3.1269,?,?,?,?,0.0,?,?,?,?,-0.076,3.809,3.309,?,?,?,?,?,?,?,0.0,0.0,?,0.0,?,?,?,?,?,?,0.0,?,?,?,?,?,?,0.0,0.0,?
4.562,?,?,0.0,0.0,0.0,?,33.3,?,?,?,-0.759,2.723,?,?,?,?,?,?,0.0,?,?,0.0,0.0,?,2.0,-0.258,?,9.6,?,?,?,?,1.0,?,3.556,0.0,7.676,?,?,1
4.629,?,?,0.0,?,?,?,33.3,1.0,?,?,?,2.847,?,?,?,?,1.139,0.0,?,?,?,?,0.0,0.0,?,0.149,0.0,?,1.776,0.0,?,0.0,?,3.523,?,0.0,7.747,0.0,?,1
4.655,2.409,?,0.0,?,0.0,?,?,?,3.0,?,?,?,2.182,9.765,?,1.02,1.135,0.0,?,?,1.0,?,?,?,?,?,?,?,2.989,0.0,?,0.0,?,?,2.667,0.0,8.185,0.0,?,1
4.644,3.9071,?,0.0,0.0,0.0,0.0,?,?,?,0.0,?,?,?,?,?,1.021,1.142,?,?,?,?,?,0.0,0.0,2.084,?,?,?,?,?,?,?,1.0,?,?,?,7.886,?,0.0,?
4.646,?,?,?,?,?,?,34.3,?,?,0.0,-0.189,3.707,2.587,?,?,?,1.137,0.0,?,1.184,?,?,?,?,2.107,?,0.0,?,?,?,?,?,?,3.535,?,0.0,?,?,0.0,?
?,4.1984,0.0,0.0,?,0.0,0.0,?,?,?,0.0,?,3.37,?,9.651,6.0,?,?,?,0.0,1.158,?,0.0,?,0.0,2.085,?,?,?,?,0.0,0.0,?,0.0,?,?,0.0,?,?,?,?
?,?,2.0,0.0,?,?,?,25.0,?,?,?,-1.21,?,0.918,?,?,?,?,?,?,?,?,?,0.0,?,2.0,?,?,9.435,1.521,0.0,?,?,1.0,?,4.037,?,8.593,?,2.0,?
5.206,?,?,?,?,?,0.0,30.8,?,?,1.0,-0.947,3.713,?,10.416,?,?,?,?,?,1.187,0.0,?,0.0,0.0,?,0.0,?,10.57,6.77,?,0.0,?,0.0,3.47,?,?,8.295,0.0,?,1
4.691,3.8787,?,0.0,?,?,?,?,0.0,?,?,-2.498,3.125,?,9.666,4.0,?,?,?,?,?,?,?,?,?,?,0.052,0.0,19.617,?,?,?,?,?,?,4.019,1.0,8.015,?,0.0,?
?,?,?,0.0,?,?,?,28.6,?,?,?,?,?,0.971,?,0.0,?,?,?,?,?,?,?,?,?,?,?,?,17.905,1.542,0.0,0.0,?,1.0,?,?,?,7.521,0.0,?,?
?,?,0.0,?,?,0.0,0.0,?,0.0,?,?,?,?,1.459,?,?,1.071,1.148,?,?,?,0.0,0.0,?,0.0,1.902,?,0.0,?,2.052,?,?,1.0,1.0,?,4.111,?,7.746,0.0,0.0,1
?,?,0.0,0.0,?,?,0.0,30.6,1.0,?,?,?,3.965,?,?,?,?,?,?,?,?,?,0.0,?,0.0,?,?,0.0,?,?,?,?,4.0,1.0,?,?,2.0,?,0.0,?,?
4.17,?,0.0,0.0,0.0,?,0.0,26.7,3.0,?,?,?,?,?,8.597,2.0,?,?,0.0,0.0,?,?,?,0.0,?,?,0.342,?,0.0,1.542,0.0,?,?,?,?,2.567,0.0,6.683,0.0,?,?
?,?,?,0.0,?,1.0,0.0,?,?,?,?,?,3.227,1.859,?,?,?,1.146,?,?,1.146,0.0,?,?,?,2.175,?,?,?,3.341,?,0.0,0.0,?,?,2.538,0.0,7.979,?,0.0,?
?,?,0.0,?,?,?,?,?,?,1.0,0.0,?,?,?,?,?,?,?,?,0.0,?,?,0.0,0.0,?,?,-0.024,0.0,0.0,1.487,?,?,0.0,?,3.639,?,?,8.009,?,?,?
?,?,0.0,?,?,?,?,42.1,?,?,?,?,?,1.187,?,?,0.987,?,?,?,?,1.0,?,?,?,?,?,?,?,1.544,?,1.0,0.0,?,3.635,2.315,0.0,?,?,?,1
?,?,?,?,?,0.0,3.0,42.1,?,?,?,0.0,?,?,?,?,0.987,1.12,0.0,0.0,1.272,?,?,0.0,?,?,?,0.0,0.0,?,0.0,1.0,0.0,?,?,2.333,0.0,8.114,0.0,?,?
?,3.3386,?,?,0.0,0.0,?,40.0,0.0,?,0.0,?,?,?,?,?,?,?,?,0.0,?,?,0.0,0.0,0.0,?,0.014,0.0,0.0,?,0.0,2.0,0.0,0.0,3.677,?,?,?,?,?,?
?,2.7023,0.0,?,?,?,?,?,?,2.0,0.0,?,3.309,?,9.722,?,?,?,?,?,1.241,1.0,0.0,?,0.0,?,?,0.0,10.395,?,?,0.0,?,0.0,?,?,0.0,?,0.0,?,1
4.521,2.7124,0.0,?,?,?,?,45.0,1.0,1.0,?,?,?,1.661,9.466,1.0,0.987,1.114,0.0,0.0,1.268,1.0,?,?,?,?,?,?,?,2.593,?,0.0,0.0,1.0,?,?,?,?,0.0,?,?
4.607,?,?,0.0,?,0.0,2.0,46.7,?,2.0,?,0.0,?,?,?,?,?,1.111,0.0,?,?,?,0.0,?,?,?,-0.026,?,?,1.544,?,1.0,0.0,1.0,?,?,0.0,?,?,?,?
?,?,?,0.0,?,?,?,?,0.0,3.0,0.0,?,?,1.273,?,6.0,?,1.12,?,0.0,?,?,?,?,0.0,?,?,0.0,?,1.568,?,2.0,?,?,?,?,?,8.33,?,0.0,?
?,?,?,?,0.0,?,?,44.4,1.0,?,?,?,?,?,?,?,1.011,?,?,0.0,?,1.0,0.0,?,0.0,2.267,0.014,0.0,10.422,1.563,0.0,?,?,?,?,2.8,?,8.28,?,?,1
?,3.3983,0.0,0.0,0.0,0.0,2.0,?,?,?,0.0,-1.1,?,?,10.257,?,1.03,1.121,?,?,?,?,0.0,?,?,?,0.001,0.0,?,2.147,?,0.0,0.0,?,?,?,0.0,8.593,?,?,1
5.074,3.092,?,0.0,?,?,2.0,38.1,4.0,4.0,?,?,3.869,?,?,14.0,?,?,?,?,1.215,1.0,?,?,?,2.354,?,0.0,?,?,?,0.0,0.0,0.0,?,?,?,?,2.0,0.0,?
?,?,?,?,?,0.0,?,?,0.0,?,?,-0.952,?,?,10.236,?,1.03,?,0.0,?,?,?,?,0.0,0.0,?,?,?,22.204,2.465,?,?,?,?,?,2.833,?,?,2.0,?,1
?,2.7377,?,0.0,?,?,?,?,?,5.0,0.0,-2.685,?,1.06,?,?,?,1.104,?,0.0,?,?,?,0.0,0.0,?,?,0.0,32.533,?,?,0.0,0.0,?,?,?,?,?,?,0.0,1
4.793,?,?,?,0.0,?,2.0,?,?,2.0,?,?,3.699,?,10.239,7.0,0.998,?,0.0,?,?,?,?,?,?,?,0.0,?,11.596,?,?,0.0,0.0,?,3.681,2.313,0.0,?,?,0.0,1
4.77,3.1445,0.0,?,?,?,?,?,?,?,?,?,?,?,9.882,6.0,1.04,?,?,?,?,1.0,0.0,?,?,?,?,?,?,?,?,?,0.0,?,?,?,?,8.3,?,?,1
5.313,?,?,0.0,0.0,?,?,35.3,?,?,0.0,?,?,1.16,10.388,?,?,?,?,0.0,?,?,0.0,0.0,0.0,?,?,?,?,1.833,?,?,0.0,2.0,4.735,3.477,?,?,0.0,0.0,?
4.77,2.5385,?,0.0,0.0,?,0.0,?,?,?,0.0,3.12,?,?,?,?,?,?,?,0.0,1.274,1.0,0.0,0.0,?,?,0.012,?,?,1.74,?,?,0.0,0.0,3.521,1.767,?,7.934,?,?,1
?,2.18,0.0,?,?,?,0.0,?,?,?,?,0.0,2.755,0.802,9.183,?,?,1.142,0.0,0.0,?,?,0.0,0.0,0.0,?,-0.066,?,0.0,?,0.0,?,0.0,1.0,?,2.119,?,?,?,0.0,?
4.821,2.5866,0.0,0.0,?,0.0,?,33.3,2.0,?,0.0,?,3.232,1.455,?,?,?,?,0.0,?,1.189,1.0,0.0,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.0,?,?
5.331,?,1.0,?,0.0,0.0,3.0,?,0.0,4.0,0.0,0.0,4.133,0.393,10.867,?,?,?,0.0,?,?,?,?,?,0.0,?,0.0,0.0,?,?,?,3.0,?,?,?,2.318,?,9.576,?,?,?
?,?,?,?,?,?,?,?,1.0,?,?,0.0,?,?,?,2.0,?,?,?,?,1.299,?,?,?,0.0,2.194,?,?,?,1.544,?,?,?,0.0,3.651,?,?,?,0.0,0.0,1
?,2.4937,?,0.0,?,?,?,37.0,?,?,0.0,?,3.256,?,?,?,?,?,0.0,0.0,1.254,?,0.0,?,?,?,0.003,0.0,?,?,1.0,?,0.0,?,?,?,0.0,?,0.0,?,?
?,?,0.0,?,?,1.0,?,?,?,0.0,?,?,3.144,0.853,?,?,0.964,1.128,?,?,1.267,3.0,0.0,?,0.0,?,-0.006,0.0,?,0.986,?,?,?,?,?,?,?,?,?,0.0,?
?,?,?,?,?,?,?,?,3.0,?,0.0,0.0,?,?,10.926,?,0.975,?,0.0,?,1.223,?,?,?,?,?,0.003,?,0.0,0.811,?,?,0.0,?,?,1.97,?,?,?,?,1
4.732,?,?,?,0.0,?,0.0,40.0,?,2.0,?,?,?,0.959,9.464,1.0,?,?,?,?,1.208,?,0.0,?,?,?,0.145,?,9.827,?,0.0,?,?,0.0,?,3.056,?,?,?,0.0,?
4.923,?,?,?,?,?,2.0,50.0,0.0,2.0,?,?,?,?,?,?,?,?,?,?,?,3.0,?,0.0,?,?,-0.008,?,10.843,?,?,?,0.0,?,?,?,?,8.33,?,0.0,?
?,3.2274,0.0,?,0.0,0.0,?,?,0.0,?,?,0.0,2.935,?,?,1.0,?,?,?,0.0,1.296,1.0,?,?,0.0,?,-0.085,?,9.774,1.496,?,?,?,?,3.67,?,0.0,8.002,0.0,0.0,?
?,2.3717,0.0,0.0,0.0,?,?,29.4,?,2.0,0.0,0.0,?,?,9.209,1.0,1.004,1.147,0.0,?,?,?,0.0,?,0.0,2.152,-0.074,?,0.0,1.496,?,?,?,?,3.238,2.405,?,?,?,?,1
4.982,?,?,?,?,0.0,?,?,?,2.0,2.0,?,?,?,10.226,?,?,1.109,?,?,?,?,?,0.0,0.0,?,0.004,?,?,?,0.0,?,2.0,?,3.853,2.833,?,8.508,0.0,0.0,?
4.651,2.7156,0.0,?,?,?,0.0,31.3,?,?,0.0,?,?,?,?,?,0.998,1.148,?,?,?,?,0.0,0.0,?,2.214,?,0.0,10.5,0.918,?,0.0,2.0,?,3.482,2.452,1.0,7.624,?,0.0,1
4.802,3.0226,0.0,0.0,?,0.0,2.0,50.0,0.0,?,?,?,?,0.0,9.805,?,?,?,?,0.0,?,3.0,?,0.0,?,?,?,?,?,0.95,?,?,?,?,?,1.981,1.0,8.357,0.0,0.0,1
5.164,3.2947,?,?,0.0,?,0.0,?,?,3.0,0.0,0.0,3.108,?,?,?,?,?,?,?,1.188,?,0.0,0.0,0.0,2.256,-0.081,0.0,20.417,?,0.0,?,?,?,?,3.274,?,?,?,?,?
?,2.731,?,0.0,?,0.0,?,?,?,?,?,0.0,3.525,?,?,?,1.007,?,0.0,?,?,?,0.0,?,?,?,-0.001,?,?,1.916,?,?,?,?,?,2.5,?,?,0.0,?,1
4.829,?,1.0,?,1.0,0.0,?,?,2.0,3.0,2.0,?,3.786,?,?,6.0,?,?,?,0.0,1.227,?,?,?,?,2.284,0.0,?,?,3.31,?,?,?,?,3.74,2.736,1.0,?,1.0,?,?
?,?,?,?,?,?,?,?,0.0,?,7.0,?,?,?,?,12.0,1.055,1.155,?,?,1.154,?,?,?,?,?,0.0,0.0,?,?,?,?,?,?,?,3.182,?,9.993,0.0,?,1
?,2.6454,0.0,?,2.0,?,?,?,?,?,1.0,?,?,?,9.972,?,?,?,0.0,?,1.218,1.0,0.0,0.0,?,?,0.004,?,10.379,?,?,?,2.0,?,3.585,2.764,1.0,?,0.0,?,1
?,3.7176,2.0,?,0.0,?,0.0,?,?,?,0.0,?,3.714,2.128,10.094,?,1.042,1.144,0.0,?,?,0.0,0.0,?,?,2.125,?,0.0,?,4.56,?,?,4.0,6.0,4.061,3.333,?,?,0.0,?,?
3.975,2.8897,0.0,?,0.0,?,?,?,?,?,?,0.0,3.699,3.322,9.707,0.0,?,?,?,0.0,1.209,0.0,?,0.0,0.0,1.978,?,0.0,?,?,?,0.0,0.0,?,?,?,?,7.896,?,?,?
4.17,?,?,?,?,?,?,?,?,?,?,0.0,?,?,8.597,?,?,?,?,0.0,1.133,?,0.0,?,0.0,1.848,?,0.0,?,1.542,0.0,?,1.0,?,?,?,?,?,0.0,?,?
?,?,?,?,?,?,0.0,?,0.0,0.0,?,?,?,?,?,0.0,0.975,?,0.0,?,1.126,?,?,0.0,?,1.414,?,?,?,?,?,?,0.0,1.0,?,2.167,1.0,?,?,0.0,?
3.618,2.3911,0.0,0.0,?,0.0,0.0,25.0,?,0.0,0.0,0.0,2.359,1.522,7.853,?,?,?,?,0.0,?,0.0,?,?,0.0,?,0.33,0.0,?,?,0.0,?,?,?,?,?,?,6.432,0.0,?,?
?,?,?,0.0,?,?,?,22.2,2.0,1.0,?,0.0,?,?,?,?,0.998,?,?,0.0,?,0.0,?,?,?,1.414,?,?,0.0,1.333,?,0.0,?,1.0,?,?,0.0,?,?,?,1
?,2.5101,0.0,0.0,0.0,0.0,?,?,?,?,?,?,?,0.811,8.318,0.0,0.988,1.156,?,?,?,?,0.0,0.0,?,?,-0.552,?,0.0,?,?,?,0.0,?,?,2.833,0.0,?,?,?,1
?,?,0.0,?,?,?,0.0,?,3.0,1.0,0.0,0.0,2.946,1.891,9.202,?,?,?,0.0,?,?,?,?,0.0,?,?,?,0.0,?,2.602,0.0,0.0,0.0,1.0,?,2.093,?,7.197,0.0,0.0,?
?,2.6274,0.0,?,0.0,0.0,0.0,29.6,2.0,1.0,?,0.0,?,2.281,8.743,?,?,1.146,?,0.0,?,0.0,0.0,?,0.0,?,?,?,?,?,?,?,0.0,?,?,2.056,0.0,?,0.0,?,1
3.95,?,0.0,?,0.0,0.0,?,?,?,1.0,?,0.0,?,?,?,1.0,?,?,0.0,?,1.18,?,?,0.0,?,?,-0.002,0.0,?,?,0.0,0.0,?,1.0,?,1.857,?,7.552,0.0,?,1
5.391,?,?,?,?,?,0.0,?,?,?,?,0.0,?,1.735,?,?,0.979,?,?,?,1.532,0.0,?,?,0.0,2.358,0.0,?,0.0,1.69,?,0.0,?,0.0,?,2.108,?,9.921,?,?,?
?,?,?,?,?,?,?,?,2.0,?,?,?,?,?,8.16,2.0,?,1.156,?,?,1.069,?,?,0.0,?,?,-0.229,?,0.0,?,?,?,?,?,2.897,3.0,?,?,?,0.0,?
?,?,0.0,?,0.0,?,0.0,?,?,1.0,0.0,?,?,3.301,?,1.0,?,?,?,?,?,?,?,?,?,1.975,?,0.0,?,?,?,?,0.0,?,3.129,?,0.0,7.984,?,?,1
3.414,?,?,?,0.0,?,?,30.0,1.0,?,?,?,?,?,?,1.0,0.998,1.146,?,0.0,?,?,?,0.0,?,1.618,?,0.0,?,1.707,?,0.0,?,?,2.974,?,0.0,?,0.0,0.0,?
?,?,?,?,?,?,?,18.2,?,?,?,?,?,1.0,7.408,?,?,?,0.0,0.0,?,?,0.0,?,0.0,?,?,?,?,1.707,?,0.0,?,3.0,?,3.25,?,?,?,?,?
