@relation dataset

@attribute COMPACTNESS real
@attribute CIRCULARITY real
@attribute DISTANCE_CIRCULARITY real
@attribute RADIUS_RATIO real
@attribute PR_AXIS_ASPECT_RATIO real
@attribute MAX_LENGTH_ASPECT_RATIO real
@attribute SCATTER_RATIO real
@attribute ELONGATEDNESS real
@attribute PR_AXIS_RECTANGULARITY real
@attribute MAX_LENGTH_RECTANGULARITY real
@attribute SCALED_VARIANCE_MAJOR real
@attribute SCALED_VARIANCE_MINOR real
@attribute SCALED_RADIUS_OF_GYRATION real
@attribute SKEWNESS_ABOUT_MAJOR real
@attribute SKEWNESS_ABOUT_MINOR real
@attribute KURTOSIS_ABOUT_MAJOR real
@attribute KURTOSIS_ABOUT_MINOR real
@attribute HOLLOWS_RATIO real
@attribute class {opel, saab, bus, van}


@data
?,53.0,98.0,176.0,?,10.0,216.0,?,24.0,?,235.0,691.0,218.0,74.0,1.0,9.0,187.0,197.0,saab
81.0,45.0,68.0,169.0,?,6.0,151.0,44.0,?,?,?,?,186.0,?,?,0.0,?,189.0,bus
?,48.0,104.0,214.0,?,9.0,?,32.0,23.0,151.0,227.0,628.0,?,74.0,?,?,186.0,193.0,?
88.0,?,51.0,105.0,52.0,?,119.0,?,17.0,?,135.0,?,125.0,86.0,8.0,16.0,?,?,van
?,?,87.0,137.0,54.0,11.0,?,?,?,?,178.0,?,186.0,75.0,?,5.0,?,194.0,van
93.0,?,?,183.0,?,8.0,?,?,?,134.0,?,405.0,?,67.0,4.0,?,?,197.0,saab
?,?,?,?,?,?,213.0,?,24.0,167.0,?,?,?,66.0,20.0,?,192.0,?,?
?,46.0,?,145.0,58.0,?,159.0,43.0,20.0,160.0,180.0,371.0,?,?,2.0,?,183.0,194.0,?
?,43.0,?,?,?,?,?,?,18.0,146.0,?,?,156.0,70.0,1.0,?,190.0,?,?
85.0,?,66.0,?,54.0,6.0,?,?,?,141.0,?,317.0,174.0,88.0,6.0,14.0,?,182.0,bus
?,47.0,?,147.0,?,?,?,44.0,?,163.0,?,?,188.0,76.0,6.0,13.0,?,193.0,van
91.0,?,?,176.0,?,?,163.0,40.0,20.0,?,?,404.0,179.0,62.0,?,?,199.0,208.0,?
78.0,38.0,?,?,?,6.0,?,47.0,19.0,130.0,?,299.0,146.0,?,2.0,?,181.0,185.0,?
?,38.0,71.0,174.0,66.0,?,154.0,43.0,19.0,133.0,181.0,355.0,130.0,?,4.0,?,?,195.0,?
?,?,101.0,228.0,?,9.0,210.0,31.0,?,?,236.0,661.0,?,?,?,6.0,?,?,opel
101.0,?,?,175.0,67.0,?,149.0,?,19.0,139.0,?,?,?,65.0,7.0,11.0,202.0,209.0,?
101.0,?,104.0,185.0,53.0,?,257.0,26.0,28.0,168.0,?,956.0,?,?,5.0,26.0,180.0,184.0,?
94.0,36.0,?,?,61.0,8.0,133.0,50.0,18.0,135.0,154.0,265.0,119.0,62.0,?,3.0,?,208.0,van
97.0,44.0,96.0,195.0,?,9.0,?,?,22.0,?,202.0,?,165.0,66.0,4.0,?,?,?,?
?,47.0,84.0,?,55.0,11.0,157.0,44.0,20.0,160.0,169.0,?,176.0,?,?,9.0,?,?,van
107.0,53.0,103.0,221.0,?,11.0,209.0,32.0,?,163.0,?,653.0,212.0,?,0.0,?,?,201.0,opel
85.0,39.0,68.0,?,52.0,5.0,128.0,53.0,18.0,?,?,241.0,142.0,?,?,8.0,182.0,?,?
103.0,?,?,212.0,63.0,9.0,?,34.0,?,?,?,?,?,64.0,5.0,5.0,?,204.0,opel
77.0,?,63.0,135.0,?,?,?,52.0,18.0,?,?,?,139.0,79.0,13.0,21.0,?,187.0,opel
96.0,40.0,?,120.0,50.0,8.0,137.0,50.0,?,141.0,162.0,269.0,?,80.0,10.0,13.0,183.0,183.0,van
?,42.0,66.0,?,67.0,?,?,?,19.0,144.0,174.0,333.0,?,78.0,4.0,2.0,182.0,?,bus
?,45.0,?,?,?,?,184.0,?,22.0,145.0,203.0,523.0,183.0,?,0.0,?,194.0,?,bus
89.0,41.0,?,?,56.0,?,146.0,?,19.0,137.0,170.0,?,?,76.0,?,?,184.0,?,?
?,43.0,68.0,125.0,57.0,?,149.0,?,19.0,146.0,169.0,?,172.0,83.0,6.0,18.0,179.0,?,bus
98.0,55.0,101.0,?,69.0,?,225.0,30.0,?,178.0,?,?,?,74.0,6.0,14.0,?,195.0,opel
?,44.0,78.0,164.0,68.0,9.0,?,46.0,?,?,?,305.0,171.0,70.0,?,?,?,201.0,van
98.0,49.0,84.0,?,74.0,7.0,190.0,?,22.0,?,?,558.0,?,?,4.0,7.0,195.0,?,?
?,?,98.0,161.0,54.0,10.0,215.0,31.0,?,175.0,226.0,?,?,76.0,?,6.0,?,193.0,?
97.0,59.0,108.0,227.0,?,11.0,?,?,25.0,?,225.0,732.0,?,?,?,25.0,?,198.0,opel
?,39.0,91.0,191.0,?,?,176.0,37.0,21.0,137.0,196.0,466.0,?,?,3.0,23.0,?,?,opel
73.0,?,53.0,111.0,54.0,6.0,126.0,?,18.0,?,135.0,?,147.0,82.0,1.0,15.0,176.0,?,opel
89.0,42.0,89.0,147.0,61.0,11.0,?,44.0,19.0,?,170.0,?,?,?,11.0,?,187.0,199.0,van
101.0,?,103.0,203.0,63.0,?,?,34.0,22.0,162.0,210.0,?,210.0,?,?,5.0,191.0,198.0,opel
91.0,39.0,?,?,60.0,?,172.0,?,?,134.0,197.0,445.0,?,72.0,?,10.0,188.0,?,saab
?,?,?,140.0,62.0,7.0,?,45.0,19.0,133.0,165.0,330.0,173.0,?,?,3.0,180.0,185.0,?
104.0,?,94.0,208.0,66.0,?,?,31.0,?,161.0,227.0,666.0,218.0,?,11.0,?,?,191.0,bus
89.0,44.0,?,113.0,?,?,150.0,45.0,?,147.0,171.0,?,189.0,?,6.0,?,179.0,?,?
?,46.0,?,?,66.0,?,151.0,44.0,?,146.0,?,?,189.0,73.0,2.0,?,186.0,?,?
99.0,51.0,?,203.0,65.0,5.0,?,?,24.0,159.0,?,?,?,78.0,5.0,11.0,191.0,189.0,bus
94.0,36.0,68.0,127.0,?,?,127.0,52.0,?,132.0,155.0,242.0,116.0,?,?,2.0,?,?,?
79.0,40.0,80.0,133.0,?,7.0,?,47.0,?,135.0,172.0,?,144.0,76.0,8.0,30.0,181.0,193.0,opel
89.0,40.0,76.0,188.0,?,?,150.0,44.0,?,136.0,?,342.0,148.0,72.0,3.0,?,193.0,197.0,?
110.0,58.0,?,180.0,?,?,?,26.0,28.0,171.0,278.0,?,?,83.0,9.0,?,181.0,?,bus
?,?,84.0,?,58.0,9.0,?,45.0,19.0,145.0,?,330.0,162.0,72.0,?,18.0,?,?,van
86.0,37.0,?,115.0,54.0,?,119.0,56.0,17.0,132.0,?,?,?,72.0,?,?,186.0,?,?
91.0,42.0,84.0,209.0,?,?,171.0,38.0,?,?,?,446.0,?,69.0,?,12.0,?,?,bus
?,37.0,?,116.0,55.0,6.0,?,?,?,?,142.0,229.0,132.0,?,8.0,5.0,178.0,184.0,opel
?,55.0,?,222.0,?,?,218.0,?,24.0,173.0,232.0,?,?,71.0,3.0,10.0,?,199.0,saab
?,?,84.0,158.0,?,9.0,?,39.0,?,?,?,430.0,155.0,?,?,15.0,?,195.0,opel
104.0,?,100.0,191.0,?,?,197.0,33.0,23.0,158.0,218.0,?,234.0,?,10.0,10.0,191.0,198.0,saab
94.0,48.0,?,162.0,64.0,10.0,157.0,?,?,?,179.0,363.0,186.0,?,4.0,15.0,?,195.0,van
?,?,66.0,154.0,65.0,?,145.0,46.0,19.0,144.0,?,312.0,?,73.0,2.0,3.0,?,188.0,?
97.0,?,108.0,211.0,?,10.0,214.0,31.0,24.0,?,232.0,?,218.0,?,?,29.0,188.0,197.0,?
89.0,42.0,?,151.0,62.0,6.0,?,46.0,19.0,?,166.0,308.0,170.0,74.0,?,?,185.0,?,saab
?,43.0,68.0,152.0,62.0,7.0,150.0,44.0,19.0,?,?,337.0,164.0,?,4.0,9.0,188.0,192.0,?
?,?,105.0,?,68.0,9.0,201.0,33.0,23.0,?,223.0,?,201.0,69.0,5.0,38.0,191.0,202.0,opel
87.0,44.0,65.0,124.0,56.0,6.0,149.0,46.0,19.0,?,170.0,321.0,?,87.0,?,12.0,179.0,182.0,bus
82.0,45.0,66.0,252.0,?,52.0,148.0,45.0,?,144.0,237.0,326.0,185.0,119.0,1.0,1.0,?,185.0,?
95.0,42.0,?,?,66.0,9.0,153.0,44.0,?,144.0,168.0,?,150.0,65.0,11.0,?,196.0,204.0,?
94.0,?,68.0,150.0,?,7.0,?,52.0,?,143.0,154.0,246.0,159.0,69.0,14.0,?,?,196.0,?
?,?,?,?,?,?,114.0,?,17.0,132.0,?,194.0,?,72.0,14.0,5.0,190.0,?,van
?,?,83.0,?,?,5.0,?,33.0,22.0,?,?,576.0,?,79.0,?,?,193.0,191.0,?
108.0,?,?,202.0,64.0,?,220.0,30.0,?,?,?,?,?,73.0,?,?,188.0,?,?
?,?,?,?,?,?,197.0,34.0,?,152.0,212.0,?,159.0,?,0.0,33.0,194.0,?,?
?,?,77.0,151.0,59.0,8.0,150.0,45.0,?,134.0,176.0,?,133.0,?,0.0,?,?,193.0,opel
?,?,?,?,?,8.0,150.0,?,19.0,?,?,?,173.0,80.0,7.0,12.0,?,185.0,bus
99.0,48.0,79.0,199.0,68.0,?,?,?,?,153.0,?,524.0,171.0,74.0,?,8.0,?,?,bus
?,?,77.0,159.0,65.0,?,144.0,46.0,19.0,?,168.0,?,143.0,70.0,0.0,?,190.0,200.0,?
?,?,83.0,?,?,10.0,156.0,43.0,19.0,?,177.0,357.0,?,?,4.0,?,185.0,196.0,?
?,38.0,?,144.0,59.0,6.0,147.0,46.0,19.0,132.0,167.0,315.0,136.0,80.0,16.0,20.0,181.0,187.0,?
?,35.0,?,121.0,58.0,5.0,114.0,?,?,?,132.0,192.0,138.0,74.0,?,4.0,182.0,?,?
93.0,?,85.0,?,54.0,?,?,44.0,19.0,153.0,174.0,351.0,165.0,75.0,?,?,184.0,196.0,van
?,47.0,?,162.0,?,?,?,?,20.0,157.0,176.0,?,?,71.0,12.0,13.0,?,198.0,van
100.0,?,100.0,209.0,65.0,8.0,201.0,32.0,?,147.0,?,611.0,189.0,72.0,5.0,?,189.0,195.0,opel
109.0,?,109.0,221.0,?,?,?,31.0,?,?,?,712.0,?,?,13.0,28.0,?,201.0,?
85.0,?,?,?,?,8.0,150.0,46.0,19.0,?,168.0,324.0,173.0,?,9.0,14.0,180.0,184.0,?
93.0,?,79.0,180.0,65.0,7.0,173.0,37.0,21.0,158.0,189.0,?,194.0,70.0,5.0,?,?,?,?
89.0,?,?,119.0,53.0,5.0,?,50.0,18.0,?,151.0,266.0,146.0,79.0,?,?,184.0,185.0,saab
?,48.0,?,?,59.0,11.0,160.0,43.0,20.0,?,173.0,?,185.0,76.0,10.0,11.0,?,?,van
92.0,40.0,?,?,?,9.0,146.0,45.0,19.0,140.0,165.0,319.0,?,?,9.0,0.0,199.0,206.0,?
?,36.0,57.0,130.0,?,6.0,121.0,56.0,17.0,?,?,?,132.0,?,22.0,?,190.0,?,saab
85.0,45.0,71.0,?,63.0,?,143.0,?,19.0,147.0,171.0,?,?,72.0,2.0,3.0,?,?,van
?,?,80.0,?,62.0,?,?,?,20.0,156.0,169.0,366.0,186.0,74.0,17.0,7.0,185.0,193.0,van
89.0,42.0,?,148.0,62.0,7.0,?,?,19.0,?,176.0,?,?,?,2.0,?,186.0,189.0,bus
85.0,?,66.0,?,65.0,?,?,45.0,?,?,173.0,330.0,155.0,?,?,16.0,184.0,191.0,bus
97.0,?,?,?,?,?,?,43.0,?,?,173.0,?,157.0,?,8.0,?,192.0,?,?
100.0,?,95.0,?,?,?,199.0,?,23.0,150.0,216.0,?,200.0,73.0,?,?,?,194.0,bus
100.0,?,104.0,184.0,?,?,?,?,23.0,147.0,222.0,578.0,?,73.0,?,?,?,197.0,?
86.0,36.0,77.0,165.0,60.0,7.0,?,45.0,?,?,?,331.0,131.0,66.0,0.0,32.0,196.0,203.0,saab
97.0,42.0,?,186.0,?,9.0,186.0,36.0,22.0,?,?,?,168.0,?,7.0,41.0,?,?,saab
98.0,?,68.0,121.0,49.0,?,?,?,?,142.0,164.0,261.0,134.0,?,4.0,?,186.0,186.0,?
102.0,54.0,?,163.0,53.0,10.0,213.0,31.0,?,173.0,219.0,?,201.0,76.0,?,?,?,195.0,?
?,47.0,?,322.0,133.0,48.0,158.0,43.0,20.0,163.0,?,364.0,?,97.0,?,?,184.0,?,?
?,48.0,75.0,136.0,58.0,10.0,161.0,?,20.0,?,170.0,?,185.0,75.0,3.0,1.0,?,192.0,van
87.0,42.0,64.0,?,64.0,10.0,133.0,50.0,18.0,?,?,264.0,159.0,?,7.0,1.0,?,201.0,van
88.0,37.0,63.0,130.0,58.0,5.0,125.0,?,18.0,?,?,230.0,?,74.0,14.0,20.0,?,188.0,saab
?,42.0,80.0,162.0,66.0,8.0,148.0,44.0,?,?,171.0,?,?,70.0,3.0,5.0,?,?,van
?,37.0,?,171.0,58.0,9.0,157.0,?,20.0,?,172.0,?,?,?,3.0,18.0,201.0,?,?
?,42.0,?,?,?,8.0,149.0,46.0,19.0,145.0,166.0,320.0,172.0,?,?,?,179.0,182.0,bus
?,49.0,107.0,194.0,?,11.0,?,?,24.0,161.0,224.0,670.0,172.0,67.0,?,?,192.0,206.0,?
?,43.0,68.0,120.0,?,8.0,150.0,?,19.0,145.0,171.0,329.0,?,85.0,4.0,?,179.0,183.0,?
95.0,?,80.0,186.0,?,?,?,40.0,20.0,?,188.0,?,178.0,65.0,11.0,?,199.0,?,?
?,54.0,?,?,64.0,12.0,?,?,?,174.0,221.0,728.0,?,67.0,0.0,18.0,189.0,200.0,opel
?,46.0,85.0,?,?,?,163.0,?,20.0,?,176.0,?,170.0,71.0,?,0.0,189.0,?,?
91.0,40.0,?,171.0,?,7.0,149.0,44.0,?,135.0,169.0,332.0,144.0,68.0,4.0,17.0,?,200.0,?
90.0,43.0,72.0,172.0,?,8.0,154.0,?,?,144.0,174.0,360.0,158.0,?,15.0,?,?,?,saab
93.0,?,64.0,?,69.0,8.0,?,49.0,18.0,?,161.0,279.0,?,?,2.0,29.0,193.0,204.0,?
?,?,96.0,?,65.0,10.0,?,35.0,22.0,156.0,?,?,?,?,3.0,7.0,?,?,saab
94.0,44.0,?,?,74.0,?,184.0,35.0,?,145.0,?,525.0,?,?,?,22.0,?,197.0,?
93.0,35.0,72.0,172.0,?,7.0,149.0,44.0,19.0,124.0,169.0,334.0,125.0,62.0,?,30.0,?,210.0,opel
?,49.0,?,211.0,64.0,?,?,32.0,24.0,158.0,224.0,645.0,184.0,68.0,1.0,?,190.0,?,saab
89.0,40.0,?,154.0,64.0,9.0,144.0,46.0,19.0,139.0,168.0,?,149.0,71.0,?,7.0,?,?,van
?,?,103.0,?,64.0,5.0,250.0,26.0,27.0,169.0,280.0,928.0,239.0,?,?,6.0,?,?,bus
85.0,36.0,78.0,149.0,55.0,7.0,147.0,45.0,?,128.0,?,321.0,134.0,64.0,10.0,?,?,203.0,opel
?,42.0,70.0,131.0,?,?,127.0,?,18.0,145.0,?,240.0,152.0,?,?,4.0,189.0,?,van
?,39.0,?,?,58.0,6.0,?,?,19.0,136.0,174.0,?,140.0,70.0,1.0,33.0,?,196.0,?
91.0,45.0,?,?,57.0,6.0,150.0,?,19.0,146.0,?,335.0,?,66.0,?,2.0,193.0,198.0,opel
?,38.0,53.0,?,?,5.0,133.0,?,18.0,128.0,?,259.0,?,87.0,0.0,0.0,177.0,183.0,opel
107.0,?,101.0,?,64.0,11.0,202.0,?,23.0,?,?,610.0,?,65.0,17.0,?,197.0,?,opel
?,39.0,81.0,191.0,?,9.0,166.0,40.0,20.0,138.0,184.0,?,?,62.0,8.0,19.0,?,205.0,saab
85.0,40.0,?,?,59.0,?,?,?,18.0,135.0,159.0,260.0,?,68.0,3.0,9.0,191.0,195.0,saab
?,?,104.0,186.0,59.0,?,?,?,24.0,?,?,665.0,217.0,?,?,26.0,186.0,195.0,opel
103.0,54.0,91.0,179.0,?,?,220.0,31.0,25.0,?,220.0,?,198.0,72.0,?,?,?,198.0,opel
92.0,?,78.0,?,57.0,?,153.0,?,19.0,?,?,349.0,124.0,60.0,?,19.0,203.0,?,saab
?,51.0,104.0,191.0,57.0,?,213.0,31.0,24.0,162.0,?,674.0,190.0,68.0,18.0,2.0,191.0,199.0,saab
?,?,?,139.0,64.0,6.0,147.0,46.0,?,143.0,?,?,184.0,80.0,0.0,1.0,?,?,?
?,38.0,70.0,125.0,52.0,8.0,130.0,53.0,18.0,139.0,?,?,132.0,74.0,?,13.0,186.0,185.0,van
108.0,51.0,?,?,60.0,11.0,?,31.0,?,160.0,222.0,?,?,?,7.0,3.0,?,?,?
106.0,?,?,?,47.0,?,247.0,27.0,27.0,166.0,266.0,?,242.0,85.0,4.0,11.0,?,?,bus
94.0,?,81.0,166.0,67.0,9.0,?,46.0,19.0,?,?,313.0,?,?,11.0,14.0,?,202.0,?
?,49.0,?,187.0,59.0,?,213.0,31.0,24.0,?,?,?,?,?,?,?,188.0,189.0,?
93.0,48.0,84.0,150.0,?,11.0,?,?,?,165.0,171.0,354.0,188.0,73.0,8.0,?,185.0,195.0,van
?,40.0,?,?,?,6.0,?,?,20.0,134.0,185.0,379.0,148.0,73.0,1.0,11.0,193.0,197.0,bus
?,?,90.0,?,60.0,7.0,177.0,?,?,131.0,?,?,?,71.0,?,38.0,190.0,198.0,opel
89.0,?,72.0,?,66.0,?,?,?,19.0,?,166.0,312.0,?,?,11.0,?,?,198.0,bus
?,?,?,?,68.0,?,151.0,?,?,131.0,175.0,347.0,135.0,68.0,?,22.0,?,?,bus
?,?,70.0,?,?,?,136.0,49.0,18.0,?,?,273.0,166.0,78.0,?,?,186.0,187.0,?
?,?,106.0,221.0,?,11.0,207.0,?,?,164.0,228.0,638.0,238.0,?,0.0,?,189.0,200.0,saab
78.0,36.0,60.0,116.0,56.0,6.0,123.0,?,17.0,?,?,?,121.0,?,?,?,178.0,?,opel
?,42.0,?,169.0,?,7.0,?,44.0,?,140.0,?,325.0,159.0,?,4.0,?,201.0,207.0,bus
?,35.0,?,?,57.0,?,?,59.0,?,123.0,135.0,?,128.0,?,10.0,?,183.0,?,?
103.0,46.0,106.0,209.0,66.0,10.0,?,33.0,23.0,?,217.0,612.0,?,70.0,9.0,?,191.0,?,saab
100.0,?,75.0,?,?,5.0,176.0,?,?,?,204.0,479.0,151.0,?,7.0,19.0,?,?,?
91.0,42.0,?,?,?,5.0,169.0,?,20.0,137.0,184.0,434.0,156.0,?,?,23.0,?,204.0,bus
?,45.0,76.0,166.0,60.0,?,157.0,42.0,?,?,184.0,371.0,186.0,69.0,?,?,190.0,196.0,?
101.0,51.0,105.0,212.0,?,10.0,?,32.0,24.0,?,222.0,?,?,73.0,5.0,23.0,186.0,?,opel
90.0,?,?,179.0,?,8.0,?,42.0,19.0,126.0,182.0,367.0,142.0,66.0,?,?,192.0,198.0,?
97.0,?,94.0,198.0,?,9.0,181.0,?,?,?,200.0,?,189.0,64.0,?,11.0,199.0,?,opel
87.0,?,81.0,162.0,?,10.0,?,?,19.0,?,?,?,?,?,0.0,13.0,?,199.0,?
?,43.0,?,149.0,?,7.0,149.0,?,?,?,172.0,?,176.0,?,?,0.0,?,194.0,?
107.0,55.0,?,199.0,59.0,?,?,27.0,26.0,168.0,258.0,866.0,245.0,80.0,3.0,1.0,?,184.0,?
92.0,37.0,?,167.0,60.0,7.0,?,?,20.0,?,181.0,?,?,68.0,?,?,190.0,?,saab
86.0,?,66.0,130.0,56.0,7.0,?,44.0,19.0,142.0,?,?,173.0,81.0,?,14.0,?,185.0,bus
107.0,?,104.0,231.0,71.0,11.0,?,31.0,?,?,?,?,217.0,71.0,19.0,11.0,?,?,?
?,44.0,72.0,?,64.0,7.0,?,?,19.0,?,181.0,350.0,?,80.0,0.0,?,183.0,?,?
81.0,?,71.0,130.0,56.0,?,?,44.0,?,149.0,?,?,?,81.0,3.0,?,?,?,bus
?,44.0,72.0,136.0,?,7.0,147.0,46.0,19.0,?,173.0,317.0,183.0,81.0,6.0,?,181.0,?,?
93.0,47.0,?,163.0,?,11.0,?,?,20.0,?,172.0,355.0,?,74.0,7.0,15.0,183.0,?,?
90.0,36.0,74.0,?,60.0,8.0,?,42.0,?,128.0,177.0,367.0,?,?,6.0,21.0,?,204.0,saab
111.0,54.0,103.0,171.0,50.0,?,?,30.0,25.0,172.0,?,727.0,201.0,69.0,?,6.0,?,198.0,opel
103.0,55.0,?,?,62.0,?,212.0,31.0,24.0,?,217.0,?,219.0,73.0,10.0,?,187.0,194.0,?
89.0,?,?,137.0,?,?,122.0,?,17.0,140.0,?,?,150.0,63.0,?,4.0,199.0,?,?
?,?,81.0,?,?,9.0,147.0,?,19.0,152.0,?,325.0,181.0,72.0,?,6.0,?,198.0,?
?,?,79.0,?,?,?,162.0,?,?,?,183.0,396.0,178.0,67.0,?,?,191.0,198.0,?
85.0,42.0,64.0,121.0,55.0,7.0,149.0,?,19.0,?,167.0,?,172.0,85.0,1.0,6.0,?,182.0,?
?,46.0,?,149.0,?,8.0,149.0,?,19.0,146.0,170.0,331.0,185.0,?,6.0,6.0,183.0,188.0,bus
?,56.0,100.0,168.0,?,11.0,214.0,31.0,24.0,175.0,219.0,?,?,74.0,?,3.0,?,192.0,opel
94.0,39.0,89.0,?,62.0,9.0,?,?,21.0,?,191.0,444.0,?,63.0,4.0,23.0,201.0,209.0,opel
86.0,37.0,?,?,63.0,8.0,138.0,48.0,?,?,163.0,?,?,?,1.0,6.0,189.0,195.0,van
90.0,41.0,?,169.0,68.0,7.0,150.0,?,?,138.0,175.0,336.0,?,71.0,?,18.0,?,197.0,bus
104.0,49.0,89.0,168.0,?,4.0,212.0,31.0,24.0,153.0,238.0,?,?,?,?,?,?,189.0,bus
?,36.0,72.0,141.0,56.0,?,138.0,?,18.0,?,163.0,286.0,?,72.0,?,1.0,187.0,192.0,opel
90.0,39.0,?,169.0,?,7.0,?,?,20.0,?,194.0,388.0,147.0,74.0,?,?,185.0,?,opel
84.0,44.0,?,150.0,?,5.0,?,44.0,?,143.0,?,344.0,177.0,?,8.0,?,?,?,?
