@relation dataset

@attribute COMPACTNESS real
@attribute CIRCULARITY real
@attribute DISTANCE_CIRCULARITY real
@attribute RADIUS_RATIO real
@attribute PR_AXIS_ASPECT_RATIO real
@attribute MAX_LENGTH_ASPECT_RATIO real
@attribute SCATTER_RATIO real
@attribute ELONGATEDNESS real
@attribute PR_AXIS_RECTANGULARITY real
@attribute MAX_LENGTH_RECTANGULARITY real
@attribute SCALED_VARIANCE_MAJOR real
@attribute SCALED_VARIANCE_MINOR real
@attribute SCALED_RADIUS_OF_GYRATION real
@attribute SKEWNESS_ABOUT_MAJOR real
@attribute SKEWNESS_ABOUT_MINOR real
@attribute KURTOSIS_ABOUT_MAJOR real
@attribute KURTOSIS_ABOUT_MINOR real
@attribute HOLLOWS_RATIO real
@attribute class {opel, saab, bus, van}


@data
93.0,44.0,98.0,197.0,?,11.0,183.0,36.0,?,146.0,?,505.0,152.0,?,4.0,?,?,204.0,saab
?,36.0,70.0,143.0,61.0,9.0,133.0,?,?,130.0,153.0,?,127.0,?,2.0,10.0,?,202.0,van
90.0,34.0,66.0,?,?,6.0,123.0,54.0,17.0,?,148.0,?,118.0,65.0,5.0,26.0,?,?,?
?,46.0,74.0,?,68.0,6.0,152.0,43.0,?,148.0,180.0,?,192.0,71.0,5.0,11.0,189.0,?,?
89.0,42.0,?,144.0,58.0,?,?,?,19.0,144.0,173.0,345.0,?,72.0,?,13.0,187.0,197.0,van
94.0,49.0,79.0,203.0,71.0,5.0,?,37.0,21.0,?,?,465.0,206.0,71.0,6.0,2.0,?,199.0,bus
?,55.0,103.0,?,65.0,9.0,204.0,32.0,23.0,166.0,227.0,?,246.0,?,?,2.0,186.0,194.0,opel
?,?,51.0,109.0,?,6.0,118.0,57.0,17.0,129.0,137.0,206.0,125.0,?,2.0,14.0,181.0,185.0,van
?,41.0,77.0,197.0,?,?,?,?,?,139.0,?,485.0,151.0,72.0,4.0,10.0,198.0,199.0,bus
104.0,54.0,100.0,186.0,61.0,10.0,216.0,31.0,24.0,?,225.0,686.0,220.0,?,?,11.0,?,?,saab
101.0,?,100.0,215.0,69.0,10.0,208.0,32.0,24.0,169.0,?,651.0,?,?,6.0,5.0,?,?,opel
84.0,?,75.0,153.0,?,?,154.0,43.0,19.0,145.0,175.0,354.0,184.0,75.0,?,3.0,185.0,192.0,?
84.0,37.0,53.0,121.0,59.0,5.0,?,55.0,?,?,141.0,?,133.0,?,?,?,179.0,183.0,?
94.0,43.0,64.0,?,?,?,150.0,43.0,?,142.0,169.0,?,?,?,9.0,1.0,?,206.0,?
87.0,39.0,70.0,?,61.0,?,143.0,46.0,?,136.0,?,?,141.0,69.0,?,2.0,192.0,?,bus
?,53.0,?,?,?,11.0,204.0,?,23.0,165.0,?,623.0,224.0,?,0.0,?,191.0,201.0,?
85.0,?,?,154.0,?,9.0,?,45.0,19.0,?,?,?,?,?,?,4.0,?,?,?
?,?,54.0,?,57.0,?,?,53.0,18.0,?,?,238.0,139.0,?,?,3.0,?,183.0,saab
107.0,54.0,?,203.0,?,?,218.0,?,?,167.0,229.0,696.0,216.0,72.0,?,?,?,199.0,saab
102.0,45.0,85.0,193.0,64.0,?,?,33.0,22.0,146.0,217.0,570.0,?,76.0,?,?,?,?,?
80.0,?,?,129.0,?,7.0,146.0,46.0,19.0,?,168.0,314.0,?,83.0,?,20.0,180.0,?,saab
89.0,43.0,?,160.0,64.0,?,?,?,?,151.0,?,356.0,174.0,?,5.0,9.0,185.0,?,van
?,?,77.0,?,?,8.0,140.0,?,?,142.0,?,?,158.0,?,10.0,?,?,205.0,?
?,35.0,?,154.0,59.0,6.0,?,46.0,18.0,128.0,?,304.0,120.0,64.0,5.0,13.0,?,?,opel
?,?,107.0,222.0,68.0,?,?,32.0,?,?,232.0,641.0,?,70.0,?,38.0,190.0,202.0,?
87.0,38.0,?,?,61.0,8.0,?,?,20.0,129.0,186.0,402.0,130.0,63.0,?,?,?,205.0,?
100.0,46.0,90.0,?,?,9.0,157.0,43.0,?,150.0,170.0,363.0,?,67.0,17.0,?,?,?,van
?,?,72.0,118.0,?,?,152.0,?,19.0,147.0,174.0,340.0,177.0,?,2.0,2.0,?,?,?
90.0,48.0,86.0,?,?,49.0,?,44.0,19.0,?,272.0,?,200.0,118.0,0.0,?,185.0,194.0,van
?,53.0,98.0,?,?,?,?,31.0,24.0,171.0,235.0,691.0,218.0,74.0,?,?,?,197.0,?
?,?,68.0,?,?,6.0,?,44.0,19.0,?,?,336.0,186.0,?,?,0.0,?,?,bus
?,48.0,104.0,?,?,?,?,?,23.0,?,227.0,628.0,202.0,?,5.0,?,?,193.0,opel
88.0,?,51.0,105.0,?,?,119.0,57.0,?,?,?,207.0,125.0,?,8.0,?,179.0,183.0,?
94.0,49.0,87.0,137.0,54.0,?,158.0,43.0,20.0,162.0,178.0,366.0,186.0,?,5.0,?,183.0,?,van
93.0,37.0,?,?,63.0,8.0,164.0,?,20.0,?,191.0,?,?,67.0,4.0,?,192.0,197.0,?
?,?,?,220.0,?,?,?,31.0,24.0,167.0,223.0,675.0,?,66.0,20.0,1.0,?,202.0,?
93.0,46.0,?,?,?,11.0,?,?,20.0,?,180.0,371.0,?,77.0,?,4.0,183.0,194.0,?
91.0,43.0,70.0,133.0,55.0,8.0,?,?,?,146.0,?,253.0,?,?,1.0,?,?,?,van
85.0,42.0,66.0,?,?,6.0,148.0,46.0,?,141.0,172.0,317.0,174.0,?,6.0,?,180.0,182.0,bus
89.0,47.0,81.0,147.0,64.0,11.0,156.0,44.0,?,163.0,?,352.0,?,?,6.0,13.0,184.0,?,van
91.0,45.0,79.0,176.0,59.0,?,163.0,40.0,20.0,148.0,?,404.0,179.0,?,?,10.0,199.0,208.0,?
?,?,63.0,?,?,6.0,142.0,47.0,19.0,130.0,162.0,?,146.0,77.0,2.0,4.0,181.0,185.0,?
92.0,?,?,174.0,66.0,7.0,154.0,?,19.0,?,?,355.0,130.0,?,?,24.0,189.0,?,saab
98.0,?,101.0,228.0,70.0,9.0,210.0,31.0,24.0,?,236.0,661.0,245.0,72.0,1.0,?,188.0,197.0,?
101.0,?,?,175.0,?,?,149.0,43.0,19.0,139.0,?,?,165.0,65.0,7.0,?,202.0,209.0,?
?,56.0,104.0,185.0,53.0,?,?,?,?,?,?,956.0,?,83.0,5.0,26.0,180.0,?,?
94.0,?,66.0,?,?,8.0,?,?,18.0,135.0,154.0,265.0,119.0,?,9.0,3.0,201.0,?,?
?,44.0,?,?,?,?,185.0,?,22.0,?,202.0,?,?,?,?,?,?,?,saab
?,?,84.0,133.0,55.0,11.0,?,44.0,?,?,169.0,354.0,?,74.0,?,9.0,?,?,?
?,53.0,103.0,?,?,11.0,?,32.0,?,163.0,?,653.0,212.0,66.0,?,1.0,191.0,201.0,?
85.0,?,68.0,119.0,?,5.0,?,53.0,18.0,135.0,?,241.0,?,?,?,8.0,182.0,187.0,van
103.0,50.0,98.0,212.0,?,9.0,?,34.0,22.0,?,214.0,567.0,185.0,?,5.0,?,198.0,?,opel
77.0,?,?,135.0,59.0,?,130.0,52.0,?,?,?,247.0,?,79.0,?,?,183.0,187.0,?
96.0,?,?,?,50.0,?,?,50.0,18.0,141.0,162.0,269.0,139.0,80.0,10.0,13.0,183.0,183.0,van
?,?,?,?,67.0,?,?,?,19.0,?,?,?,159.0,78.0,?,2.0,182.0,188.0,?
93.0,45.0,86.0,201.0,?,7.0,?,?,22.0,145.0,203.0,523.0,183.0,72.0,?,?,194.0,197.0,bus
89.0,41.0,75.0,143.0,?,?,146.0,46.0,?,?,?,?,?,76.0,?,5.0,?,?,?
81.0,43.0,68.0,?,57.0,8.0,?,?,?,146.0,169.0,323.0,172.0,83.0,6.0,?,179.0,184.0,bus
98.0,55.0,?,?,69.0,11.0,?,?,25.0,?,231.0,?,216.0,?,6.0,?,?,195.0,opel
?,44.0,?,?,?,9.0,?,?,18.0,147.0,?,?,?,70.0,?,11.0,190.0,?,van
98.0,?,84.0,219.0,74.0,?,?,34.0,?,?,208.0,558.0,?,?,4.0,7.0,195.0,?,?
96.0,55.0,98.0,161.0,?,10.0,215.0,?,24.0,?,?,683.0,221.0,?,?,?,?,193.0,opel
?,59.0,108.0,227.0,70.0,11.0,224.0,30.0,25.0,186.0,225.0,?,218.0,?,10.0,?,186.0,198.0,opel
92.0,39.0,91.0,191.0,62.0,8.0,?,37.0,?,?,196.0,?,151.0,67.0,3.0,?,?,?,?
?,37.0,?,111.0,?,6.0,?,55.0,18.0,128.0,?,227.0,?,?,?,15.0,?,184.0,?
89.0,42.0,89.0,147.0,?,11.0,151.0,?,?,?,?,338.0,?,72.0,?,?,?,199.0,van
?,53.0,?,203.0,?,9.0,?,34.0,?,162.0,?,571.0,?,?,5.0,5.0,191.0,?,opel
91.0,39.0,83.0,170.0,60.0,?,172.0,?,21.0,134.0,?,?,152.0,72.0,?,10.0,188.0,194.0,?
?,40.0,62.0,140.0,?,?,150.0,?,19.0,?,?,330.0,?,?,2.0,3.0,?,185.0,saab
104.0,52.0,94.0,208.0,66.0,5.0,?,31.0,?,161.0,?,?,218.0,?,11.0,4.0,193.0,?,bus
89.0,44.0,68.0,113.0,?,7.0,150.0,?,19.0,147.0,?,?,189.0,?,6.0,5.0,179.0,182.0,bus
87.0,46.0,?,159.0,?,6.0,?,44.0,19.0,146.0,?,?,189.0,73.0,?,?,?,190.0,?
?,?,92.0,?,?,5.0,209.0,?,24.0,159.0,232.0,671.0,214.0,?,5.0,?,191.0,189.0,bus
?,?,68.0,127.0,54.0,?,127.0,?,18.0,132.0,155.0,?,116.0,66.0,1.0,?,195.0,196.0,van
79.0,40.0,80.0,133.0,?,7.0,?,?,19.0,135.0,172.0,311.0,?,76.0,8.0,?,?,?,opel
89.0,40.0,76.0,188.0,76.0,?,?,?,19.0,?,174.0,342.0,148.0,?,3.0,8.0,193.0,?,?
110.0,?,?,180.0,?,?,?,26.0,?,171.0,?,?,?,83.0,9.0,?,?,182.0,bus
89.0,41.0,84.0,141.0,58.0,9.0,149.0,45.0,19.0,?,?,330.0,?,?,?,18.0,?,?,van
86.0,?,60.0,115.0,54.0,?,119.0,56.0,17.0,132.0,141.0,209.0,?,?,2.0,?,?,?,van
91.0,?,?,?,?,6.0,?,38.0,20.0,?,?,?,?,69.0,3.0,?,196.0,?,?
?,37.0,57.0,116.0,55.0,6.0,125.0,54.0,?,125.0,?,?,?,81.0,?,?,178.0,?,?
104.0,?,107.0,222.0,?,11.0,218.0,31.0,24.0,?,?,703.0,229.0,71.0,3.0,10.0,?,?,saab
94.0,38.0,?,?,?,9.0,169.0,39.0,?,?,196.0,?,155.0,?,9.0,?,190.0,195.0,opel
104.0,52.0,?,?,59.0,?,?,33.0,23.0,?,?,?,234.0,?,10.0,?,191.0,?,?
?,48.0,87.0,162.0,?,?,157.0,43.0,20.0,?,179.0,363.0,186.0,75.0,4.0,?,?,?,?
?,45.0,66.0,154.0,?,6.0,?,?,19.0,144.0,168.0,312.0,177.0,73.0,2.0,3.0,184.0,188.0,bus
?,50.0,?,?,65.0,?,214.0,31.0,?,?,232.0,?,?,72.0,?,?,?,197.0,opel
?,42.0,?,151.0,62.0,6.0,?,?,?,?,166.0,308.0,170.0,74.0,17.0,13.0,?,?,saab
86.0,43.0,?,152.0,62.0,7.0,150.0,?,?,?,179.0,337.0,164.0,?,4.0,9.0,?,192.0,bus
95.0,?,?,219.0,68.0,9.0,201.0,?,?,148.0,223.0,602.0,201.0,69.0,5.0,?,?,202.0,?
?,?,?,124.0,56.0,6.0,149.0,?,19.0,?,170.0,321.0,171.0,87.0,4.0,?,179.0,?,bus
?,45.0,66.0,252.0,?,?,148.0,45.0,19.0,?,237.0,326.0,185.0,?,?,?,?,185.0,bus
95.0,42.0,85.0,174.0,66.0,?,153.0,44.0,19.0,?,?,347.0,150.0,65.0,11.0,5.0,196.0,204.0,van
94.0,?,?,150.0,64.0,?,128.0,52.0,18.0,143.0,154.0,246.0,?,?,14.0,5.0,?,196.0,van
92.0,38.0,?,130.0,?,5.0,?,?,17.0,132.0,?,194.0,?,?,14.0,?,190.0,?,?
?,45.0,83.0,?,65.0,?,194.0,?,?,146.0,225.0,576.0,167.0,79.0,?,27.0,193.0,191.0,?
108.0,53.0,?,202.0,64.0,10.0,220.0,?,?,?,?,?,?,73.0,11.0,10.0,188.0,?,?
?,46.0,105.0,?,64.0,?,197.0,34.0,23.0,152.0,212.0,?,159.0,?,?,?,194.0,?,opel
?,39.0,?,151.0,59.0,8.0,150.0,45.0,?,?,176.0,?,133.0,?,?,16.0,184.0,?,?
80.0,44.0,68.0,?,?,8.0,150.0,45.0,19.0,?,170.0,329.0,173.0,80.0,7.0,12.0,180.0,185.0,bus
99.0,48.0,?,199.0,68.0,6.0,185.0,35.0,22.0,?,202.0,?,171.0,74.0,5.0,8.0,195.0,195.0,?
?,?,77.0,?,?,9.0,?,?,19.0,141.0,168.0,314.0,143.0,70.0,0.0,5.0,190.0,?,?
?,?,83.0,162.0,64.0,?,156.0,?,19.0,153.0,?,357.0,187.0,74.0,?,?,185.0,196.0,?
77.0,?,75.0,?,59.0,?,147.0,46.0,?,132.0,?,315.0,?,?,16.0,20.0,181.0,187.0,opel
88.0,?,50.0,121.0,58.0,?,114.0,59.0,17.0,?,?,?,138.0,?,?,4.0,182.0,?,opel
?,?,?,?,54.0,?,?,?,19.0,?,?,?,?,75.0,12.0,?,?,196.0,van
95.0,47.0,?,162.0,64.0,11.0,159.0,?,20.0,?,?,371.0,185.0,?,12.0,13.0,?,198.0,?
100.0,45.0,100.0,209.0,65.0,?,201.0,32.0,23.0,147.0,?,?,189.0,72.0,5.0,5.0,189.0,195.0,?
109.0,53.0,?,221.0,69.0,12.0,?,31.0,25.0,169.0,?,712.0,212.0,72.0,?,?,188.0,201.0,saab
85.0,?,64.0,?,56.0,8.0,150.0,46.0,?,?,?,324.0,173.0,82.0,9.0,14.0,?,184.0,bus
93.0,?,79.0,?,?,7.0,173.0,?,?,158.0,189.0,463.0,?,?,?,?,?,202.0,?
89.0,?,?,119.0,?,?,134.0,50.0,18.0,?,151.0,266.0,146.0,79.0,16.0,?,184.0,?,?
90.0,48.0,?,142.0,59.0,11.0,160.0,43.0,20.0,160.0,?,?,185.0,?,?,?,183.0,192.0,van
92.0,40.0,82.0,?,63.0,9.0,?,?,?,140.0,165.0,?,137.0,64.0,9.0,0.0,?,206.0,?
?,?,?,?,57.0,?,121.0,56.0,17.0,?,137.0,216.0,?,68.0,22.0,23.0,190.0,195.0,?
?,?,71.0,150.0,63.0,?,143.0,?,?,147.0,171.0,?,?,72.0,2.0,?,187.0,196.0,?
?,?,?,?,62.0,11.0,159.0,?,20.0,?,169.0,366.0,?,?,17.0,7.0,185.0,?,van
?,42.0,70.0,?,?,7.0,147.0,45.0,19.0,143.0,176.0,?,?,?,2.0,6.0,186.0,189.0,?
85.0,?,66.0,155.0,65.0,22.0,149.0,?,19.0,?,173.0,330.0,?,75.0,?,16.0,184.0,?,bus
?,45.0,?,?,67.0,?,157.0,?,20.0,?,173.0,365.0,157.0,67.0,?,12.0,192.0,200.0,?
?,48.0,?,209.0,68.0,7.0,199.0,?,23.0,?,?,?,?,73.0,7.0,?,192.0,?,?
?,?,104.0,184.0,?,?,?,34.0,23.0,147.0,222.0,578.0,198.0,?,13.0,13.0,?,?,?
86.0,36.0,?,165.0,?,7.0,150.0,45.0,19.0,128.0,?,331.0,131.0,66.0,?,32.0,?,203.0,saab
?,42.0,101.0,186.0,59.0,?,?,36.0,22.0,?,208.0,511.0,?,?,7.0,?,?,206.0,saab
?,39.0,68.0,?,?,?,134.0,51.0,?,?,?,261.0,?,75.0,4.0,1.0,186.0,?,van
?,54.0,100.0,163.0,53.0,10.0,213.0,?,?,173.0,219.0,?,?,76.0,12.0,27.0,187.0,195.0,?
89.0,47.0,?,?,133.0,48.0,?,43.0,?,163.0,229.0,364.0,?,97.0,0.0,14.0,184.0,194.0,?
86.0,?,75.0,136.0,?,?,?,?,20.0,163.0,?,?,?,?,3.0,1.0,?,192.0,?
?,?,?,150.0,64.0,10.0,133.0,?,18.0,142.0,157.0,264.0,159.0,67.0,7.0,1.0,?,?,?
88.0,?,?,130.0,?,5.0,?,54.0,?,130.0,?,230.0,145.0,74.0,14.0,?,184.0,188.0,saab
?,?,80.0,162.0,?,8.0,?,44.0,19.0,?,171.0,?,?,70.0,3.0,5.0,?,?,van
?,?,80.0,171.0,58.0,9.0,157.0,42.0,20.0,132.0,172.0,373.0,?,60.0,3.0,?,201.0,?,?
81.0,42.0,?,125.0,55.0,8.0,149.0,?,?,145.0,166.0,320.0,172.0,?,7.0,7.0,?,?,bus
106.0,?,?,194.0,57.0,?,214.0,?,?,?,224.0,670.0,172.0,67.0,0.0,39.0,192.0,206.0,opel
80.0,43.0,68.0,?,54.0,8.0,?,45.0,19.0,145.0,?,329.0,176.0,?,4.0,?,?,?,bus
?,?,80.0,?,62.0,?,?,40.0,20.0,145.0,?,?,178.0,65.0,11.0,18.0,199.0,?,opel
?,54.0,?,?,?,?,222.0,?,25.0,?,?,728.0,?,67.0,?,18.0,189.0,200.0,opel
100.0,?,85.0,164.0,64.0,11.0,163.0,42.0,?,?,176.0,?,170.0,?,?,?,189.0,?,?
91.0,40.0,76.0,?,?,?,149.0,44.0,?,135.0,169.0,332.0,144.0,?,?,17.0,192.0,200.0,bus
90.0,43.0,72.0,172.0,?,8.0,154.0,?,?,144.0,174.0,360.0,?,61.0,?,9.0,203.0,209.0,saab
?,?,64.0,?,?,8.0,136.0,?,18.0,136.0,?,?,?,67.0,2.0,29.0,193.0,204.0,?
104.0,?,96.0,211.0,65.0,10.0,187.0,35.0,?,?,207.0,527.0,195.0,?,3.0,7.0,195.0,206.0,?
94.0,44.0,84.0,?,74.0,6.0,?,35.0,?,145.0,208.0,525.0,154.0,73.0,4.0,22.0,196.0,197.0,bus
93.0,35.0,?,172.0,?,?,?,?,?,124.0,169.0,?,?,62.0,?,30.0,203.0,210.0,opel
106.0,49.0,106.0,211.0,?,9.0,208.0,?,24.0,158.0,?,645.0,?,?,?,24.0,190.0,?,saab
?,40.0,?,?,?,9.0,144.0,46.0,19.0,139.0,?,?,?,?,?,7.0,188.0,?,van
110.0,56.0,?,?,64.0,5.0,?,?,?,169.0,280.0,928.0,?,85.0,?,6.0,?,183.0,bus
?,36.0,78.0,149.0,55.0,?,147.0,?,19.0,?,168.0,?,?,64.0,10.0,24.0,197.0,203.0,opel
?,42.0,70.0,131.0,56.0,?,?,53.0,18.0,145.0,156.0,?,?,74.0,?,?,189.0,190.0,?
87.0,39.0,74.0,152.0,58.0,6.0,151.0,?,?,136.0,?,?,?,?,1.0,?,?,196.0,saab
?,45.0,?,154.0,57.0,6.0,?,44.0,?,146.0,170.0,335.0,180.0,66.0,?,?,193.0,?,opel
82.0,38.0,53.0,125.0,?,5.0,?,?,18.0,128.0,?,?,146.0,87.0,?,0.0,?,?,opel
107.0,?,101.0,?,?,?,?,?,23.0,164.0,?,610.0,?,65.0,?,?,197.0,?,?
?,39.0,81.0,191.0,64.0,?,166.0,40.0,?,?,184.0,415.0,131.0,?,?,?,?,205.0,saab
?,40.0,?,139.0,59.0,?,132.0,50.0,?,135.0,?,260.0,150.0,?,?,9.0,191.0,?,saab
98.0,54.0,?,?,59.0,?,213.0,?,24.0,172.0,?,?,?,73.0,1.0,?,186.0,?,?
?,54.0,91.0,?,?,11.0,?,31.0,?,170.0,?,707.0,198.0,?,?,32.0,?,?,opel
?,36.0,78.0,165.0,57.0,8.0,153.0,43.0,19.0,128.0,169.0,349.0,124.0,?,4.0,?,203.0,?,saab
110.0,51.0,?,191.0,57.0,12.0,?,31.0,?,162.0,?,674.0,?,68.0,18.0,2.0,191.0,199.0,?
82.0,45.0,68.0,139.0,64.0,6.0,147.0,46.0,?,143.0,?,320.0,?,?,0.0,1.0,181.0,184.0,bus
?,38.0,?,125.0,?,8.0,130.0,?,?,?,?,243.0,?,74.0,0.0,13.0,186.0,185.0,van
108.0,51.0,103.0,?,60.0,?,?,?,24.0,160.0,?,661.0,?,67.0,7.0,?,?,?,opel
106.0,?,?,161.0,?,4.0,247.0,27.0,27.0,166.0,266.0,892.0,?,?,4.0,?,181.0,?,bus
94.0,?,?,166.0,67.0,9.0,145.0,46.0,19.0,147.0,164.0,313.0,?,?,11.0,14.0,?,202.0,?
96.0,49.0,98.0,187.0,?,6.0,213.0,31.0,24.0,?,?,680.0,210.0,?,8.0,28.0,?,?,bus
93.0,?,84.0,150.0,?,11.0,156.0,44.0,20.0,165.0,?,?,188.0,73.0,8.0,15.0,?,195.0,?
88.0,40.0,?,186.0,73.0,?,158.0,41.0,20.0,134.0,?,?,?,?,?,?,?,197.0,bus
84.0,39.0,90.0,180.0,60.0,?,?,?,?,131.0,?,469.0,145.0,?,?,38.0,190.0,?,?
89.0,44.0,72.0,?,?,?,144.0,?,?,?,166.0,312.0,169.0,?,11.0,?,191.0,198.0,?
93.0,37.0,73.0,174.0,?,7.0,151.0,?,?,131.0,?,?,135.0,68.0,1.0,22.0,196.0,?,bus
?,44.0,?,?,?,6.0,136.0,?,18.0,?,168.0,273.0,166.0,78.0,?,3.0,?,187.0,?
102.0,54.0,106.0,221.0,?,?,207.0,?,24.0,164.0,228.0,?,?,?,0.0,26.0,?,?,?
?,36.0,60.0,116.0,56.0,6.0,?,55.0,?,?,141.0,?,121.0,78.0,3.0,16.0,178.0,185.0,?
?,?,66.0,169.0,66.0,7.0,?,44.0,19.0,140.0,169.0,?,?,?,?,0.0,201.0,?,?
?,?,53.0,122.0,57.0,?,116.0,59.0,17.0,?,135.0,196.0,128.0,?,?,27.0,?,?,saab
?,46.0,106.0,209.0,66.0,?,203.0,?,23.0,149.0,?,?,210.0,?,9.0,10.0,191.0,?,saab
100.0,?,75.0,205.0,?,?,?,36.0,?,138.0,204.0,?,?,72.0,7.0,19.0,?,197.0,bus
?,42.0,81.0,?,?,5.0,?,?,?,?,184.0,?,156.0,68.0,3.0,?,198.0,?,bus
98.0,45.0,76.0,?,60.0,?,157.0,?,20.0,148.0,184.0,371.0,186.0,69.0,13.0,?,190.0,196.0,opel
101.0,51.0,?,212.0,?,?,?,32.0,24.0,162.0,?,653.0,224.0,73.0,5.0,?,186.0,195.0,?
?,?,?,179.0,?,?,157.0,42.0,?,126.0,?,367.0,?,66.0,?,20.0,192.0,198.0,opel
97.0,?,?,198.0,63.0,?,181.0,36.0,21.0,155.0,?,?,?,64.0,20.0,?,?,?,?
?,?,?,162.0,68.0,?,146.0,?,?,139.0,?,?,157.0,70.0,0.0,?,189.0,?,?
?,?,76.0,149.0,?,?,149.0,44.0,19.0,143.0,172.0,335.0,?,69.0,14.0,0.0,189.0,194.0,saab
?,?,?,199.0,59.0,7.0,240.0,27.0,26.0,168.0,?,866.0,245.0,?,?,1.0,186.0,184.0,bus
?,?,?,167.0,?,?,?,?,?,131.0,181.0,373.0,?,?,?,?,190.0,?,?
?,?,66.0,130.0,56.0,7.0,?,?,?,142.0,177.0,340.0,?,81.0,6.0,?,181.0,185.0,?
?,56.0,104.0,?,?,11.0,219.0,?,?,?,226.0,?,217.0,?,19.0,11.0,?,?,saab
?,?,72.0,?,64.0,7.0,154.0,44.0,19.0,144.0,181.0,?,177.0,?,0.0,16.0,183.0,?,bus
81.0,46.0,?,?,56.0,7.0,153.0,?,19.0,149.0,172.0,342.0,191.0,81.0,?,14.0,180.0,186.0,bus
?,44.0,?,136.0,61.0,?,?,?,?,?,173.0,317.0,183.0,81.0,?,?,?,185.0,?
?,47.0,?,163.0,66.0,11.0,?,?,20.0,158.0,172.0,355.0,178.0,74.0,?,15.0,?,195.0,van
?,36.0,74.0,?,60.0,?,157.0,?,19.0,?,?,?,123.0,?,?,21.0,197.0,?,?
111.0,?,?,171.0,50.0,11.0,221.0,30.0,25.0,172.0,?,?,201.0,69.0,15.0,6.0,190.0,?,opel
?,?,?,194.0,?,11.0,?,31.0,24.0,?,?,666.0,219.0,73.0,10.0,14.0,?,194.0,opel
?,?,58.0,137.0,?,?,?,?,?,140.0,?,?,?,63.0,?,?,?,206.0,van
?,47.0,?,?,62.0,9.0,147.0,?,?,152.0,171.0,325.0,?,72.0,?,?,?,?,van
92.0,?,79.0,176.0,64.0,8.0,?,?,20.0,?,183.0,?,?,67.0,2.0,10.0,?,?,?
85.0,42.0,?,?,55.0,?,?,?,?,146.0,167.0,?,172.0,85.0,?,?,179.0,182.0,?
86.0,?,?,149.0,65.0,?,149.0,?,?,146.0,170.0,331.0,185.0,77.0,6.0,?,183.0,188.0,bus
?,?,100.0,?,55.0,11.0,?,31.0,?,175.0,?,681.0,?,?,?,?,?,?,?
94.0,?,89.0,?,62.0,?,?,?,?,135.0,?,444.0,121.0,63.0,?,23.0,201.0,?,?
86.0,37.0,69.0,150.0,?,?,138.0,48.0,?,?,?,284.0,?,71.0,?,?,189.0,195.0,van
90.0,?,71.0,?,68.0,7.0,?,?,19.0,138.0,175.0,?,?,71.0,3.0,?,192.0,?,?
104.0,?,89.0,168.0,54.0,?,?,31.0,24.0,?,238.0,682.0,198.0,78.0,1.0,23.0,190.0,?,?
89.0,?,72.0,141.0,?,7.0,138.0,48.0,?,?,?,286.0,?,?,1.0,1.0,187.0,192.0,?
90.0,39.0,?,169.0,?,?,?,?,?,131.0,194.0,388.0,147.0,74.0,1.0,?,185.0,?,opel
84.0,44.0,77.0,150.0,59.0,5.0,?,?,19.0,?,175.0,344.0,177.0,?,8.0,2.0,183.0,?,saab
?,57.0,103.0,216.0,?,11.0,219.0,?,25.0,?,?,708.0,?,73.0,?,3.0,?,196.0,?
83.0,44.0,68.0,?,?,8.0,?,?,19.0,143.0,?,?,?,74.0,?,?,185.0,?,bus
85.0,39.0,?,126.0,56.0,6.0,?,58.0,17.0,?,134.0,?,?,?,?,?,?,202.0,van
