@relation dataset

@attribute COMPACTNESS real
@attribute CIRCULARITY real
@attribute DISTANCE_CIRCULARITY real
@attribute RADIUS_RATIO real
@attribute PR_AXIS_ASPECT_RATIO real
@attribute MAX_LENGTH_ASPECT_RATIO real
@attribute SCATTER_RATIO real
@attribute ELONGATEDNESS real
@attribute PR_AXIS_RECTANGULARITY real
@attribute MAX_LENGTH_RECTANGULARITY real
@attribute SCALED_VARIANCE_MAJOR real
@attribute SCALED_VARIANCE_MINOR real
@attribute SCALED_RADIUS_OF_GYRATION real
@attribute SKEWNESS_ABOUT_MAJOR real
@attribute SKEWNESS_ABOUT_MINOR real
@attribute KURTOSIS_ABOUT_MAJOR real
@attribute KURTOSIS_ABOUT_MINOR real
@attribute HOLLOWS_RATIO real
@attribute class {opel, saab, bus, van}


@data
85.0,45.0,?,154.0,64.0,?,147.0,?,?,148.0,?,324.0,?,?,1.0,4.0,188.0,199.0,van
83.0,36.0,?,119.0,?,6.0,128.0,?,18.0,?,143.0,238.0,?,82.0,6.0,?,179.0,183.0,?
107.0,54.0,98.0,203.0,65.0,11.0,218.0,31.0,25.0,167.0,229.0,696.0,?,?,?,?,187.0,199.0,?
102.0,45.0,85.0,?,?,?,?,33.0,22.0,?,?,570.0,163.0,76.0,6.0,?,?,193.0,bus
?,38.0,63.0,129.0,55.0,7.0,?,46.0,?,?,168.0,?,158.0,83.0,9.0,20.0,180.0,185.0,saab
?,?,?,?,64.0,?,?,?,?,151.0,?,?,174.0,72.0,5.0,?,185.0,196.0,van
?,42.0,77.0,151.0,58.0,8.0,140.0,47.0,18.0,142.0,165.0,?,158.0,64.0,10.0,?,?,?,?
?,?,66.0,?,?,?,142.0,46.0,18.0,?,?,304.0,120.0,64.0,?,13.0,?,202.0,?
?,48.0,107.0,222.0,68.0,?,?,?,?,?,232.0,641.0,204.0,70.0,5.0,?,?,?,?
87.0,?,85.0,177.0,61.0,?,164.0,40.0,20.0,129.0,?,?,?,?,1.0,25.0,?,205.0,?
?,46.0,?,172.0,?,?,157.0,43.0,20.0,150.0,170.0,363.0,184.0,?,?,?,192.0,?,?
82.0,44.0,?,118.0,52.0,7.0,152.0,44.0,?,147.0,174.0,?,177.0,82.0,2.0,?,?,?,bus
?,48.0,?,?,?,49.0,?,?,19.0,156.0,?,?,200.0,118.0,?,15.0,?,194.0,van
106.0,53.0,98.0,176.0,54.0,10.0,216.0,31.0,24.0,171.0,?,?,218.0,?,1.0,?,187.0,197.0,saab
81.0,45.0,68.0,169.0,73.0,6.0,151.0,44.0,19.0,?,173.0,336.0,?,75.0,?,0.0,?,?,?
95.0,?,104.0,?,67.0,?,?,?,23.0,151.0,227.0,?,202.0,74.0,5.0,?,?,?,?
88.0,?,?,?,52.0,5.0,119.0,?,?,128.0,135.0,207.0,?,?,8.0,?,179.0,?,van
94.0,49.0,?,137.0,?,11.0,?,?,?,162.0,178.0,366.0,?,75.0,5.0,?,?,?,van
93.0,37.0,76.0,183.0,?,?,164.0,?,?,134.0,191.0,?,139.0,?,?,?,192.0,?,saab
119.0,54.0,?,220.0,65.0,?,213.0,?,24.0,167.0,223.0,675.0,232.0,66.0,?,1.0,192.0,202.0,?
93.0,46.0,82.0,145.0,?,?,?,43.0,20.0,?,?,371.0,?,?,?,?,?,?,?
?,43.0,70.0,133.0,?,8.0,130.0,51.0,18.0,146.0,159.0,?,?,70.0,1.0,?,190.0,194.0,?
?,42.0,?,?,54.0,6.0,?,?,19.0,?,172.0,317.0,174.0,88.0,?,14.0,?,182.0,bus
?,47.0,?,147.0,64.0,?,?,44.0,20.0,163.0,170.0,?,?,?,6.0,13.0,184.0,193.0,?
91.0,45.0,?,176.0,59.0,9.0,163.0,?,20.0,?,184.0,?,?,62.0,0.0,10.0,?,?,saab
?,?,?,?,51.0,6.0,142.0,47.0,19.0,130.0,162.0,299.0,?,77.0,?,4.0,181.0,?,?
?,38.0,71.0,?,66.0,7.0,?,43.0,?,133.0,181.0,355.0,?,70.0,4.0,24.0,189.0,195.0,saab
98.0,55.0,?,228.0,70.0,?,?,31.0,?,?,236.0,661.0,?,72.0,1.0,6.0,?,?,opel
?,42.0,?,?,67.0,6.0,?,?,?,139.0,169.0,?,?,65.0,7.0,?,202.0,?,?
?,56.0,104.0,185.0,53.0,?,?,26.0,?,168.0,?,?,230.0,?,5.0,?,180.0,?,bus
94.0,36.0,?,?,61.0,8.0,133.0,50.0,?,135.0,?,?,?,?,9.0,3.0,201.0,?,van
?,44.0,?,195.0,63.0,?,?,36.0,22.0,144.0,?,512.0,165.0,66.0,4.0,?,?,199.0,saab
?,47.0,84.0,?,55.0,?,157.0,44.0,?,160.0,?,354.0,176.0,74.0,?,?,182.0,192.0,van
?,?,103.0,221.0,?,?,209.0,32.0,24.0,163.0,222.0,?,212.0,?,0.0,1.0,191.0,?,opel
85.0,39.0,?,119.0,52.0,5.0,128.0,53.0,18.0,?,148.0,241.0,?,?,8.0,8.0,?,?,van
103.0,50.0,98.0,212.0,63.0,9.0,?,34.0,22.0,161.0,214.0,567.0,185.0,?,?,5.0,198.0,204.0,?
?,?,63.0,?,?,5.0,130.0,52.0,18.0,130.0,?,?,?,79.0,?,21.0,183.0,?,opel
?,?,70.0,?,?,8.0,?,50.0,?,?,?,269.0,139.0,80.0,10.0,13.0,183.0,183.0,?
83.0,?,66.0,156.0,67.0,?,?,45.0,19.0,144.0,?,?,159.0,?,4.0,2.0,?,?,bus
93.0,?,86.0,201.0,?,7.0,184.0,35.0,?,?,203.0,523.0,?,72.0,?,4.0,194.0,197.0,?
?,41.0,75.0,143.0,?,?,?,46.0,19.0,137.0,170.0,317.0,?,76.0,18.0,?,184.0,188.0,?
81.0,?,68.0,125.0,?,8.0,?,?,19.0,146.0,169.0,323.0,172.0,83.0,6.0,?,?,184.0,bus
?,55.0,101.0,219.0,69.0,?,225.0,30.0,25.0,178.0,231.0,748.0,?,74.0,6.0,14.0,187.0,?,opel
86.0,44.0,78.0,164.0,68.0,9.0,142.0,46.0,18.0,?,168.0,?,?,?,1.0,11.0,?,?,van
98.0,?,?,?,74.0,7.0,?,?,?,154.0,208.0,558.0,209.0,74.0,4.0,?,?,195.0,?
?,?,98.0,161.0,54.0,10.0,215.0,31.0,24.0,?,226.0,?,?,76.0,3.0,6.0,185.0,?,?
97.0,59.0,?,227.0,70.0,11.0,224.0,30.0,25.0,?,?,?,218.0,70.0,?,?,?,?,?
92.0,39.0,91.0,?,?,?,176.0,?,?,137.0,196.0,466.0,?,67.0,3.0,?,?,200.0,opel
73.0,?,53.0,111.0,54.0,?,?,?,18.0,?,?,?,?,82.0,?,?,176.0,184.0,opel
?,?,89.0,?,61.0,?,?,?,?,?,?,338.0,163.0,?,?,?,187.0,?,?
101.0,53.0,103.0,203.0,?,?,?,?,?,162.0,?,?,210.0,68.0,5.0,5.0,?,?,?
91.0,39.0,83.0,?,60.0,8.0,?,?,21.0,?,197.0,?,152.0,72.0,0.0,?,?,194.0,saab
86.0,40.0,62.0,140.0,?,?,?,?,?,?,?,?,173.0,82.0,2.0,?,?,?,saab
?,52.0,94.0,?,?,5.0,208.0,?,24.0,161.0,?,666.0,?,76.0,11.0,4.0,?,?,bus
?,?,68.0,?,50.0,?,?,45.0,19.0,147.0,171.0,?,?,?,6.0,?,179.0,182.0,bus
87.0,?,?,159.0,66.0,6.0,151.0,44.0,19.0,?,175.0,343.0,?,73.0,?,0.0,?,190.0,?
99.0,?,?,203.0,65.0,?,?,31.0,?,?,232.0,?,?,78.0,5.0,11.0,?,189.0,bus
94.0,?,68.0,127.0,?,7.0,?,52.0,?,?,?,242.0,116.0,66.0,1.0,2.0,?,?,van
79.0,40.0,80.0,133.0,55.0,7.0,147.0,?,19.0,135.0,?,311.0,144.0,76.0,8.0,30.0,181.0,?,?
?,?,76.0,188.0,?,7.0,150.0,44.0,19.0,136.0,174.0,?,148.0,72.0,?,8.0,193.0,?,bus
?,?,106.0,?,51.0,6.0,?,26.0,?,171.0,278.0,?,257.0,83.0,?,?,?,182.0,?
89.0,41.0,84.0,?,58.0,9.0,149.0,45.0,19.0,?,172.0,330.0,162.0,?,4.0,18.0,?,200.0,van
?,37.0,?,?,?,?,119.0,56.0,17.0,132.0,141.0,?,129.0,72.0,2.0,8.0,186.0,190.0,van
91.0,42.0,84.0,209.0,?,?,171.0,38.0,20.0,138.0,189.0,446.0,?,69.0,?,12.0,196.0,201.0,bus
?,37.0,57.0,116.0,55.0,6.0,?,54.0,?,125.0,142.0,229.0,132.0,81.0,?,?,178.0,184.0,opel
104.0,55.0,107.0,222.0,68.0,?,218.0,31.0,?,?,?,?,229.0,?,3.0,?,188.0,199.0,saab
94.0,38.0,?,158.0,55.0,9.0,?,39.0,?,130.0,196.0,430.0,?,69.0,?,15.0,?,195.0,?
?,?,100.0,191.0,59.0,9.0,197.0,33.0,?,?,218.0,?,234.0,70.0,10.0,10.0,191.0,198.0,saab
94.0,?,87.0,162.0,64.0,?,157.0,?,?,161.0,179.0,363.0,186.0,75.0,?,15.0,184.0,195.0,van
84.0,45.0,?,?,?,?,145.0,46.0,19.0,144.0,168.0,312.0,?,73.0,2.0,3.0,?,?,bus
97.0,50.0,?,211.0,65.0,?,214.0,31.0,?,?,232.0,?,218.0,72.0,7.0,29.0,?,?,opel
89.0,42.0,80.0,?,62.0,?,144.0,46.0,?,139.0,166.0,308.0,170.0,74.0,?,13.0,?,?,saab
86.0,?,68.0,152.0,62.0,?,?,?,19.0,142.0,179.0,?,?,?,?,?,188.0,?,?
?,46.0,105.0,219.0,68.0,?,?,33.0,?,148.0,?,?,201.0,69.0,?,?,191.0,?,opel
87.0,44.0,?,124.0,?,6.0,149.0,?,19.0,144.0,170.0,?,?,?,4.0,12.0,179.0,182.0,?
?,45.0,?,252.0,?,?,148.0,?,?,?,237.0,?,?,119.0,?,1.0,181.0,?,?
95.0,?,85.0,174.0,?,9.0,?,?,19.0,?,?,?,150.0,?,?,5.0,196.0,?,?
?,42.0,68.0,150.0,64.0,7.0,128.0,?,?,143.0,?,?,159.0,69.0,14.0,5.0,192.0,196.0,van
?,38.0,?,130.0,?,?,114.0,58.0,?,132.0,135.0,194.0,137.0,?,?,5.0,190.0,?,van
?,?,83.0,198.0,?,5.0,194.0,33.0,22.0,146.0,225.0,576.0,?,79.0,?,27.0,193.0,191.0,?
108.0,53.0,103.0,?,64.0,10.0,?,?,25.0,?,?,711.0,214.0,73.0,11.0,?,?,199.0,?
99.0,46.0,105.0,?,?,11.0,197.0,34.0,?,?,212.0,?,159.0,65.0,?,?,?,?,?
?,39.0,77.0,151.0,59.0,?,150.0,45.0,?,?,176.0,?,133.0,73.0,?,?,184.0,?,?
80.0,44.0,68.0,135.0,?,?,?,45.0,19.0,145.0,170.0,329.0,173.0,?,?,?,180.0,185.0,bus
99.0,?,79.0,199.0,?,6.0,?,35.0,22.0,153.0,202.0,524.0,171.0,74.0,?,8.0,?,195.0,bus
89.0,?,77.0,?,65.0,?,144.0,46.0,19.0,141.0,168.0,?,143.0,70.0,?,?,190.0,200.0,van
94.0,48.0,83.0,?,?,?,156.0,?,?,153.0,177.0,357.0,?,74.0,?,?,185.0,?,van
?,?,?,144.0,59.0,?,147.0,?,19.0,?,?,315.0,136.0,80.0,16.0,20.0,?,?,opel
?,?,50.0,121.0,?,5.0,114.0,59.0,?,122.0,132.0,192.0,138.0,74.0,21.0,4.0,182.0,187.0,?
?,43.0,?,133.0,54.0,10.0,?,44.0,?,153.0,?,351.0,165.0,75.0,12.0,13.0,184.0,196.0,?
95.0,47.0,88.0,162.0,64.0,11.0,159.0,?,20.0,157.0,?,371.0,?,?,12.0,13.0,189.0,?,?
100.0,?,?,?,?,8.0,201.0,32.0,?,?,231.0,611.0,189.0,?,?,5.0,189.0,195.0,?
?,53.0,?,?,?,?,221.0,?,25.0,169.0,?,?,?,72.0,13.0,?,188.0,201.0,saab
?,43.0,64.0,128.0,56.0,8.0,?,46.0,19.0,144.0,?,?,?,?,?,?,?,184.0,?
93.0,?,79.0,?,?,7.0,173.0,?,?,?,189.0,?,194.0,?,5.0,?,?,202.0,bus
89.0,37.0,54.0,?,53.0,?,134.0,50.0,18.0,127.0,151.0,?,146.0,79.0,16.0,14.0,184.0,?,saab
90.0,48.0,78.0,142.0,59.0,?,?,43.0,20.0,160.0,173.0,?,?,76.0,10.0,?,183.0,192.0,?
?,40.0,?,163.0,63.0,9.0,?,45.0,19.0,140.0,?,?,137.0,64.0,9.0,0.0,?,206.0,van
?,36.0,57.0,130.0,?,6.0,?,56.0,?,127.0,137.0,?,132.0,68.0,22.0,23.0,?,195.0,?
85.0,45.0,?,150.0,63.0,8.0,?,46.0,?,?,171.0,?,179.0,?,2.0,3.0,187.0,196.0,van
?,46.0,80.0,143.0,?,?,159.0,43.0,?,?,169.0,?,186.0,?,?,?,185.0,193.0,van
89.0,?,?,?,?,7.0,147.0,45.0,19.0,143.0,?,?,153.0,76.0,2.0,6.0,186.0,189.0,bus
85.0,41.0,66.0,155.0,65.0,22.0,149.0,?,?,139.0,173.0,?,?,75.0,6.0,?,184.0,?,bus
97.0,45.0,88.0,?,?,10.0,157.0,?,20.0,157.0,?,?,157.0,67.0,8.0,12.0,?,?,van
100.0,?,95.0,?,?,7.0,199.0,32.0,23.0,150.0,?,605.0,200.0,?,7.0,?,?,?,?
?,?,104.0,184.0,60.0,?,197.0,34.0,?,147.0,?,?,198.0,?,13.0,?,189.0,197.0,?
86.0,?,77.0,165.0,?,7.0,?,45.0,?,128.0,174.0,?,131.0,66.0,0.0,32.0,196.0,?,saab
97.0,42.0,101.0,?,59.0,9.0,186.0,?,22.0,138.0,?,?,?,?,7.0,41.0,194.0,206.0,?
98.0,?,?,121.0,?,?,134.0,51.0,18.0,142.0,?,261.0,134.0,?,4.0,?,?,?,van
102.0,54.0,100.0,163.0,53.0,10.0,213.0,31.0,24.0,?,219.0,669.0,?,?,?,27.0,187.0,195.0,opel
?,?,?,322.0,?,?,158.0,43.0,20.0,?,229.0,364.0,176.0,97.0,0.0,14.0,184.0,?,?
86.0,?,75.0,136.0,?,10.0,?,43.0,20.0,?,?,?,?,75.0,?,1.0,183.0,192.0,van
?,42.0,?,150.0,?,10.0,133.0,50.0,18.0,?,157.0,?,159.0,67.0,?,?,193.0,201.0,?
88.0,?,63.0,?,58.0,?,125.0,54.0,18.0,130.0,141.0,230.0,145.0,74.0,?,20.0,184.0,?,saab
91.0,42.0,80.0,?,66.0,8.0,148.0,44.0,?,?,?,?,?,70.0,3.0,?,189.0,199.0,?
90.0,37.0,?,171.0,?,?,?,?,20.0,132.0,172.0,?,115.0,?,3.0,18.0,201.0,209.0,saab
81.0,42.0,63.0,?,55.0,8.0,149.0,?,?,145.0,166.0,?,?,?,7.0,7.0,179.0,182.0,?
106.0,49.0,107.0,?,?,?,214.0,?,?,?,?,670.0,172.0,67.0,0.0,39.0,192.0,206.0,?
80.0,43.0,68.0,120.0,54.0,8.0,150.0,45.0,19.0,?,171.0,329.0,176.0,?,4.0,?,179.0,183.0,?
?,45.0,?,186.0,62.0,?,164.0,?,?,?,?,?,?,65.0,11.0,?,?,?,opel
?,54.0,107.0,218.0,64.0,12.0,222.0,30.0,25.0,?,?,728.0,?,?,0.0,18.0,189.0,200.0,?
100.0,?,85.0,?,64.0,11.0,163.0,42.0,20.0,?,?,387.0,170.0,?,18.0,0.0,?,196.0,?
?,?,?,171.0,67.0,7.0,149.0,44.0,19.0,135.0,169.0,?,?,68.0,4.0,?,?,?,bus
90.0,43.0,?,172.0,?,8.0,154.0,42.0,?,144.0,174.0,360.0,158.0,?,15.0,?,203.0,?,saab
93.0,36.0,64.0,?,?,8.0,136.0,?,?,136.0,161.0,279.0,?,67.0,2.0,29.0,193.0,204.0,van
104.0,50.0,96.0,211.0,?,?,187.0,35.0,22.0,?,207.0,?,195.0,?,?,?,?,206.0,?
?,?,84.0,?,74.0,6.0,?,35.0,22.0,?,208.0,?,154.0,73.0,4.0,?,196.0,?,bus
?,35.0,?,?,62.0,7.0,?,44.0,?,?,169.0,?,?,?,5.0,30.0,?,210.0,?
?,49.0,106.0,?,64.0,?,208.0,32.0,24.0,158.0,?,?,184.0,?,1.0,24.0,?,?,?
89.0,?,?,?,?,9.0,144.0,46.0,?,139.0,168.0,?,149.0,71.0,8.0,7.0,188.0,197.0,?
110.0,?,?,223.0,64.0,?,250.0,26.0,?,?,?,928.0,?,85.0,4.0,6.0,?,?,bus
85.0,36.0,78.0,?,55.0,?,?,?,?,128.0,?,321.0,134.0,64.0,10.0,24.0,197.0,203.0,opel
93.0,?,?,131.0,?,?,?,?,?,145.0,156.0,240.0,?,?,?,?,189.0,190.0,?
87.0,39.0,74.0,152.0,58.0,?,151.0,44.0,19.0,136.0,174.0,337.0,140.0,70.0,?,33.0,187.0,196.0,saab
91.0,45.0,?,154.0,57.0,6.0,150.0,?,?,146.0,?,335.0,180.0,66.0,?,?,?,?,opel
?,?,53.0,?,?,5.0,133.0,51.0,?,128.0,152.0,?,?,87.0,0.0,0.0,?,183.0,?
?,52.0,?,218.0,?,11.0,202.0,?,23.0,164.0,?,610.0,192.0,65.0,17.0,2.0,?,206.0,?
98.0,39.0,81.0,191.0,?,?,?,?,20.0,138.0,?,?,131.0,?,?,?,?,205.0,saab
?,40.0,72.0,139.0,?,5.0,132.0,?,18.0,?,159.0,260.0,150.0,68.0,3.0,?,191.0,195.0,saab
?,?,104.0,186.0,?,?,213.0,?,24.0,?,223.0,665.0,?,?,?,26.0,186.0,195.0,opel
?,54.0,91.0,179.0,57.0,11.0,?,?,25.0,170.0,220.0,707.0,?,72.0,?,32.0,186.0,198.0,?
92.0,?,78.0,165.0,?,?,153.0,43.0,19.0,?,169.0,349.0,124.0,60.0,4.0,19.0,?,211.0,saab
?,?,104.0,191.0,57.0,12.0,213.0,31.0,24.0,162.0,?,674.0,?,?,18.0,2.0,?,199.0,saab
82.0,?,?,139.0,?,6.0,?,?,19.0,?,169.0,320.0,?,?,0.0,1.0,181.0,184.0,bus
98.0,?,?,125.0,52.0,8.0,?,53.0,18.0,?,157.0,243.0,132.0,74.0,0.0,13.0,186.0,185.0,?
108.0,51.0,?,197.0,60.0,11.0,?,?,24.0,?,222.0,661.0,?,67.0,7.0,3.0,190.0,200.0,opel
106.0,?,?,161.0,47.0,4.0,?,27.0,?,?,266.0,892.0,242.0,?,?,11.0,?,?,bus
?,?,?,?,67.0,9.0,145.0,46.0,19.0,?,164.0,?,?,?,11.0,14.0,?,202.0,?
96.0,49.0,98.0,?,59.0,6.0,213.0,31.0,?,152.0,228.0,?,?,77.0,?,28.0,?,?,?
?,48.0,84.0,?,63.0,11.0,?,44.0,20.0,?,?,354.0,188.0,73.0,?,15.0,185.0,?,van
?,?,78.0,186.0,?,?,?,41.0,20.0,?,?,379.0,?,73.0,?,11.0,193.0,197.0,bus
84.0,39.0,90.0,180.0,60.0,?,?,37.0,21.0,131.0,?,469.0,?,71.0,4.0,?,190.0,198.0,opel
89.0,44.0,?,160.0,66.0,7.0,144.0,46.0,?,?,166.0,312.0,169.0,69.0,?,1.0,191.0,?,bus
93.0,?,73.0,174.0,?,?,?,?,19.0,131.0,175.0,?,?,68.0,?,22.0,196.0,?,bus
?,44.0,?,137.0,?,6.0,?,?,?,?,?,?,166.0,?,10.0,3.0,?,?,van
?,54.0,106.0,?,?,11.0,207.0,?,?,164.0,228.0,638.0,238.0,?,0.0,26.0,189.0,200.0,saab
78.0,36.0,60.0,116.0,?,?,123.0,55.0,?,124.0,141.0,221.0,121.0,78.0,3.0,16.0,?,?,opel
91.0,?,66.0,169.0,66.0,?,145.0,44.0,19.0,?,?,?,159.0,?,4.0,?,201.0,?,bus
?,?,53.0,122.0,?,?,116.0,?,?,123.0,?,?,128.0,76.0,?,27.0,?,190.0,?
?,?,?,209.0,66.0,?,?,?,?,149.0,217.0,612.0,?,70.0,9.0,?,?,?,?
100.0,?,75.0,?,?,?,176.0,?,21.0,138.0,204.0,479.0,151.0,72.0,?,?,?,?,bus
?,42.0,?,193.0,69.0,5.0,?,?,20.0,137.0,184.0,?,156.0,?,?,23.0,?,?,?
?,45.0,76.0,166.0,60.0,7.0,?,42.0,20.0,148.0,184.0,?,?,69.0,13.0,10.0,?,196.0,opel
?,51.0,105.0,212.0,?,?,209.0,32.0,?,162.0,?,653.0,224.0,73.0,5.0,23.0,186.0,195.0,opel
90.0,36.0,?,179.0,?,?,?,42.0,19.0,?,?,?,?,66.0,1.0,20.0,192.0,198.0,opel
?,48.0,?,198.0,?,?,?,36.0,21.0,155.0,200.0,494.0,?,?,?,11.0,199.0,?,?
?,?,?,162.0,68.0,10.0,146.0,46.0,19.0,?,?,?,157.0,70.0,0.0,13.0,?,?,van
?,?,76.0,149.0,57.0,7.0,149.0,?,?,?,?,?,176.0,69.0,?,0.0,189.0,?,saab
107.0,?,98.0,199.0,59.0,?,240.0,27.0,26.0,168.0,258.0,866.0,?,?,3.0,1.0,186.0,184.0,?
92.0,?,86.0,167.0,60.0,7.0,158.0,42.0,20.0,131.0,181.0,373.0,144.0,68.0,?,21.0,190.0,?,?
?,43.0,?,?,56.0,7.0,?,?,19.0,142.0,177.0,340.0,?,81.0,6.0,14.0,181.0,185.0,?
107.0,?,104.0,231.0,71.0,11.0,?,31.0,25.0,?,226.0,705.0,?,71.0,19.0,11.0,189.0,?,?
?,44.0,?,150.0,64.0,7.0,154.0,44.0,?,144.0,181.0,?,177.0,80.0,?,?,183.0,187.0,?
81.0,?,71.0,?,?,7.0,153.0,44.0,19.0,149.0,?,342.0,191.0,?,3.0,14.0,?,186.0,bus
?,44.0,72.0,136.0,61.0,7.0,147.0,46.0,19.0,?,?,317.0,183.0,81.0,?,?,?,?,bus
93.0,47.0,85.0,163.0,?,?,?,44.0,20.0,158.0,?,355.0,178.0,74.0,?,?,183.0,195.0,?
90.0,?,74.0,171.0,?,?,?,42.0,?,128.0,177.0,?,?,?,?,21.0,197.0,204.0,saab
?,?,?,?,50.0,?,221.0,?,?,172.0,227.0,727.0,201.0,?,15.0,?,190.0,?,opel
?,?,100.0,?,?,11.0,212.0,31.0,?,?,217.0,666.0,219.0,?,?,14.0,187.0,194.0,opel
?,40.0,?,137.0,?,7.0,122.0,54.0,17.0,140.0,146.0,?,150.0,63.0,?,?,?,?,van
?,47.0,81.0,149.0,?,?,147.0,45.0,19.0,152.0,171.0,325.0,181.0,?,0.0,6.0,188.0,198.0,van
?,46.0,?,176.0,?,8.0,?,?,20.0,?,183.0,396.0,?,?,?,?,?,198.0,opel
85.0,?,?,121.0,55.0,7.0,?,46.0,19.0,?,?,323.0,?,85.0,1.0,6.0,?,?,?
?,46.0,70.0,149.0,65.0,?,149.0,45.0,?,?,170.0,?,?,77.0,?,?,?,188.0,bus
101.0,56.0,?,168.0,?,11.0,214.0,?,24.0,175.0,?,?,224.0,74.0,2.0,?,185.0,192.0,?
94.0,39.0,?,?,62.0,9.0,?,38.0,21.0,?,?,?,?,63.0,?,?,?,209.0,?
86.0,?,69.0,150.0,?,8.0,?,?,18.0,134.0,?,284.0,?,71.0,?,?,?,195.0,?
90.0,?,?,169.0,68.0,7.0,150.0,?,19.0,138.0,175.0,336.0,157.0,71.0,3.0,?,192.0,197.0,bus
104.0,?,89.0,168.0,54.0,?,212.0,?,24.0,153.0,?,682.0,?,78.0,?,?,190.0,189.0,?
?,36.0,?,?,56.0,?,?,48.0,18.0,126.0,?,?,130.0,72.0,1.0,1.0,187.0,192.0,?
?,?,86.0,?,62.0,7.0,162.0,41.0,20.0,?,194.0,388.0,?,74.0,1.0,22.0,185.0,191.0,?
?,44.0,77.0,150.0,?,5.0,152.0,44.0,?,143.0,?,?,177.0,?,8.0,?,183.0,187.0,saab
104.0,57.0,103.0,216.0,69.0,11.0,?,?,25.0,?,228.0,708.0,219.0,73.0,?,3.0,186.0,?,?
