@relation dataset

@attribute RI real
@attribute Na real
@attribute Mg real
@attribute Al real
@attribute Si real
@attribute K real
@attribute Ca real
@attribute Ba real
@attribute Fe real
@attribute Type {'build wind float', 'build wind non-float', 'vehic wind float', 'vehic wind non-float', containers, tableware, headlamps}


@data
?,12.71,?,1.2,73.2,?,?,?,?,?
1.51514,14.01,2.68,3.5,?,?,?,?,0.0,?
1.51766,?,3.69,1.29,72.61,0.57,8.22,?,0.0,?
?,?,?,1.28,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,'build wind non-float'
1.51753,?,?,?,?,0.6,8.55,0.0,?,?
1.51851,13.2,?,1.07,?,?,?,0.09,0.17,?
?,?,?,?,?,0.58,?,?,?,'build wind float'
?,?,?,?,73.1,?,?,?,?,'build wind non-float'
?,?,0.0,?,?,?,?,0.54,0.0,?
?,13.02,3.54,1.69,?,?,?,?,?,'build wind float'
?,?,?,2.06,70.26,?,9.76,?,0.0,?
1.52099,?,3.59,?,71.96,?,?,?,0.0,?
?,?,?,?,?,0.11,?,?,?,'vehic wind float'
?,13.41,3.89,?,?,?,?,0.0,0.0,?
?,?,?,1.27,?,0.54,?,?,0.32,?
?,13.6,3.62,?,?,?,?,?,?,?
?,13.29,3.45,1.21,?,?,?,?,?,?
?,14.21,3.82,?,?,?,9.57,?,?,?
?,13.72,?,?,?,?,10.06,0.0,?,?
1.51556,13.87,0.0,2.54,?,?,?,?,0.01,?
1.51926,13.2,?,?,?,?,?,?,?,?
1.52211,?,?,?,?,?,?,?,0.37,?
?,10.73,?,2.1,?,0.58,?,?,0.28,'build wind non-float'
?,?,?,?,72.32,0.19,?,0.0,?,?
?,?,?,?,72.38,?,9.26,0.0,0.0,?
?,13.46,3.83,?,72.55,?,?,0.0,?,?
?,?,0.78,?,72.5,?,9.95,0.0,?,?
?,?,?,1.41,?,0.55,8.31,?,?,?
1.523,?,?,?,?,0.12,10.17,?,0.03,'build wind float'
?,?,?,?,72.45,?,?,?,?,?
?,?,?,1.43,?,0.57,8.54,?,?,?
?,12.99,?,1.12,72.98,?,8.35,0.0,0.31,?
?,13.04,?,?,73.01,0.52,?,?,?,?
?,?,3.48,?,?,?,?,?,?,?
1.51763,12.8,3.66,?,73.01,?,?,?,?,?
1.51742,13.27,3.62,?,?,0.55,?,0.0,?,?
1.52127,14.32,3.9,?,71.5,0.0,?,?,?,'vehic wind float'
?,?,?,1.33,?,0.59,8.59,?,?,'build wind float'
?,?,1.88,1.56,?,?,?,0.0,0.0,?
1.518,?,?,?,?,0.54,8.21,?,?,?
?,?,?,?,?,0.06,14.4,?,?,?
1.5175,?,?,?,?,?,8.52,?,?,'build wind float'
1.51764,12.98,3.54,?,?,0.65,?,?,?,?
?,?,1.01,?,72.19,0.33,11.14,?,?,'build wind non-float'
?,?,?,1.87,?,0.0,?,?,0.0,headlamps
?,?,?,?,?,?,8.76,0.0,0.3,'build wind float'
?,13.12,?,?,?,?,?,0.0,0.16,?
?,13.79,2.41,1.19,?,?,9.77,?,0.0,tableware
1.51514,14.85,0.0,?,73.72,0.0,?,?,?,headlamps
?,13.48,?,0.9,72.01,?,?,?,?,'build wind float'
?,?,?,?,72.99,?,8.61,?,?,?
1.5202,?,?,1.63,?,?,10.56,0.0,?,?
1.51605,12.9,?,1.45,?,0.44,?,0.0,0.0,?
1.51847,?,3.97,?,?,0.6,?,?,?,'build wind non-float'
1.51761,?,3.6,?,72.73,0.48,?,0.0,?,'build wind float'
1.51673,?,3.64,?,?,?,?,0.0,?,?
?,15.79,?,?,?,0.31,8.61,1.68,?,?
?,?,?,?,?,0.0,?,?,?,headlamps
1.51658,?,0.0,?,73.11,?,8.28,?,?,?
1.51316,13.02,?,?,?,?,6.96,0.0,?,containers
?,13.0,?,1.79,?,?,?,?,0.0,?
?,14.7,?,2.34,?,?,8.95,0.66,?,?
?,13.58,?,1.23,?,?,?,0.0,?,?
?,?,?,?,?,?,?,?,0.0,?
?,?,?,?,73.81,0.35,9.42,?,?,'build wind non-float'
1.51617,?,0.0,?,?,0.0,?,0.67,?,headlamps
?,13.9,?,?,72.12,?,8.89,?,?,?
1.51651,14.38,?,?,?,?,?,?,?,headlamps
?,12.86,?,?,72.61,?,?,0.0,0.0,?
?,13.44,?,?,72.38,?,?,?,?,headlamps
?,?,2.09,?,72.18,?,9.57,?,0.17,?
?,14.32,?,?,?,?,?,?,?,?
?,?,0.0,?,?,?,?,?,0.0,?
?,?,?,?,?,0.56,9.06,0.0,0.24,'build wind float'
?,?,?,1.23,72.97,0.58,8.81,?,0.24,'build wind non-float'
1.51589,?,?,?,?,0.69,8.05,0.0,?,'build wind float'
1.5241,?,2.9,?,71.15,?,?,?,0.0,?
?,?,?,?,70.57,?,?,?,0.0,'build wind non-float'
1.52119,?,?,1.51,?,0.13,11.27,?,?,?
1.51748,?,?,1.27,73.21,?,?,?,0.17,'build wind float'
?,11.95,0.0,?,75.18,2.7,8.93,0.0,0.0,?
1.51623,?,?,2.88,72.61,?,?,?,?,?
1.52101,?,?,?,?,0.06,?,?,?,'build wind float'
1.51763,?,?,1.31,73.29,0.58,?,?,?,?
?,?,3.56,1.54,?,?,7.9,?,?,?
?,?,?,?,?,0.66,7.9,?,0.0,?
1.52065,?,?,2.02,73.42,?,?,?,?,?
?,?,3.56,1.3,?,?,?,?,?,?
?,13.44,?,?,72.22,0.32,?,0.0,?,?
1.51756,?,?,?,?,?,8.24,?,0.0,'build wind float'
?,?,?,?,72.99,0.59,8.03,0.0,0.0,?
1.51711,?,?,?,72.96,?,?,0.0,0.0,'build wind non-float'
?,13.73,?,0.72,?,?,9.74,0.0,0.0,?
1.51594,?,?,1.55,?,?,?,?,0.09,'build wind non-float'
1.51784,?,?,?,73.11,0.61,8.7,0.0,?,?
1.51909,?,?,1.32,?,0.51,8.78,0.11,?,?
1.51977,?,?,?,71.72,0.12,?,0.69,?,?
?,?,?,?,73.88,0.97,10.17,0.0,?,?
?,?,3.57,1.57,72.87,?,7.89,?,?,'build wind non-float'
?,?,3.66,?,?,?,?,?,0.12,?
?,?,?,1.81,?,0.64,?,0.0,0.0,?
1.52081,?,?,1.43,?,?,?,0.0,0.17,?
?,14.86,3.67,1.74,?,0.16,7.36,0.0,?,?
1.51813,?,?,1.18,?,?,?,?,0.0,?
1.51131,13.69,?,?,72.81,?,5.43,?,?,?
1.52227,14.17,?,0.78,?,?,9.69,?,0.0,?
?,?,?,?,?,0.19,13.44,?,?,?
?,?,3.85,1.25,72.78,?,?,?,?,'build wind non-float'
1.51655,?,?,?,72.64,?,?,0.0,0.0,?
?,12.81,3.57,?,?,0.62,?,?,0.0,?
?,?,?,?,?,?,?,?,?,headlamps
1.51915,?,1.85,?,?,0.6,?,?,0.0,?
?,?,?,0.29,?,0.03,9.0,?,0.0,?
1.51844,13.25,3.76,?,72.4,?,8.42,?,0.0,'build wind non-float'
1.52664,?,?,?,?,?,?,0.0,0.0,?
?,13.51,3.86,?,?,?,?,?,?,?
1.51602,14.85,?,?,?,?,?,?,?,?
?,?,?,?,70.7,?,?,?,?,?
?,?,0.0,?,?,0.0,14.96,0.0,?,'build wind non-float'
?,14.21,?,0.47,71.77,?,?,0.0,0.0,?
1.51747,?,?,1.14,?,?,?,?,?,'build wind float'
?,12.85,3.67,?,?,?,?,?,0.35,?
?,13.41,?,?,72.81,?,?,?,?,?
?,?,0.0,?,73.05,0.05,?,0.53,0.0,headlamps
1.51667,?,?,?,72.75,0.56,?,?,0.0,?
1.51588,13.12,?,1.58,73.26,0.07,?,0.0,0.19,'build wind non-float'
?,?,3.7,0.71,?,?,9.82,?,0.1,'build wind float'
1.51831,14.39,?,?,?,1.41,6.47,?,?,headlamps
?,14.04,3.58,1.37,72.08,?,?,?,0.0,?
?,?,?,?,?,?,?,0.76,?,?
?,14.36,?,0.89,?,?,?,0.0,?,?
?,?,?,?,?,?,8.43,?,?,?
?,11.03,?,?,?,?,11.62,?,0.0,containers
1.51969,?,0.0,?,?,?,11.22,?,0.0,?
?,?,3.5,?,72.89,?,?,?,0.0,'build wind non-float'
?,13.4,?,?,?,0.67,8.08,?,0.1,'build wind non-float'
1.51796,?,?,1.63,?,?,8.81,?,0.09,'vehic wind float'
?,14.43,0.0,?,72.67,0.1,?,?,0.08,?
1.51783,?,?,1.34,72.95,?,8.75,?,0.0,'build wind float'
?,?,?,?,73.36,?,8.62,1.67,?,headlamps
1.51736,?,?,1.29,?,0.59,8.7,?,?,?
?,13.43,2.87,1.19,?,?,9.03,0.0,?,?
?,?,?,?,72.7,?,8.44,?,?,'vehic wind float'
1.52043,?,?,?,?,0.33,12.5,?,?,containers
1.519,13.49,?,?,71.95,?,9.0,?,0.0,?
?,?,2.81,?,72.98,0.51,9.02,?,?,'build wind float'
?,14.0,?,?,?,?,?,0.0,0.0,?
1.51531,14.38,?,?,?,0.04,?,?,0.0,headlamps
1.51916,?,0.0,?,?,0.0,10.88,?,?,tableware
?,13.02,?,?,?,?,?,0.0,0.15,'build wind non-float'
?,?,?,1.51,?,0.69,7.96,0.0,?,?
1.51593,13.25,3.45,1.43,?,0.61,7.86,?,0.0,'build wind non-float'
?,?,?,1.87,?,?,8.08,0.0,0.09,'build wind non-float'
?,12.93,3.54,?,72.96,?,?,0.0,0.21,?
?,13.33,?,1.61,?,0.68,?,?,0.0,?
?,13.19,?,1.18,?,?,8.83,?,0.16,?
?,13.53,3.41,?,?,?,?,0.0,?,?
?,?,3.48,?,72.97,?,8.56,?,?,?
?,13.36,?,1.43,?,0.51,8.6,?,?,'build wind non-float'
1.5172,13.38,?,?,?,0.5,?,0.0,?,?
1.51623,14.2,0.0,?,73.46,0.04,?,0.4,0.09,?
?,13.53,?,?,?,0.39,?,0.0,0.0,?
?,?,?,?,73.24,0.58,8.39,?,?,'build wind float'
1.5161,13.42,?,1.22,?,?,?,?,?,'vehic wind float'
1.51592,?,3.52,?,72.66,?,?,?,?,?
?,13.92,?,?,72.88,?,?,?,0.14,'build wind non-float'
?,?,2.88,1.71,?,0.73,8.54,?,?,'build wind non-float'
?,?,?,?,72.67,0.0,9.32,0.0,0.0,?
