@relation dataset

@attribute RI real
@attribute Na real
@attribute Mg real
@attribute Al real
@attribute Si real
@attribute K real
@attribute Ca real
@attribute Ba real
@attribute Fe real
@attribute Type {0, 1, 2, 3, 4, 5, 6}


@data
1.51596,?,3.56,1.54,?,0.72,7.9,0.0,?,?
?,12.79,3.52,?,?,0.66,?,0.0,0.0,?
?,14.36,?,2.02,73.42,?,?,?,?,?
?,?,?,?,?,?,?,?,0.14,?
1.52369,?,?,?,?,0.32,?,0.0,?,4
?,13.15,?,1.05,?,0.57,?,?,?,0
?,13.48,3.74,?,72.99,?,?,?,0.0,0
1.51711,?,?,1.57,?,0.61,8.11,?,?,?
?,?,?,0.72,71.76,?,?,?,0.0,0
?,13.09,?,1.55,72.87,?,?,0.0,?,1
?,?,?,?,73.11,?,?,0.0,0.0,?
?,13.89,?,?,71.81,?,?,0.11,0.0,0
?,?,?,?,?,?,?,?,?,0
1.51666,12.86,?,?,73.88,0.97,?,?,?,?
1.51631,13.34,?,?,?,?,7.89,?,?,1
?,?,3.66,?,?,0.58,?,?,?,1
?,?,?,?,72.06,?,?,?,?,?
1.52081,?,?,1.43,?,0.49,9.85,0.0,0.17,?
?,14.86,?,?,?,?,?,?,?,?
1.51813,?,?,1.18,72.49,?,?,?,0.0,?
?,?,3.2,?,72.81,1.76,?,?,?,?
?,?,?,0.78,?,?,?,?,?,?
?,13.7,?,?,?,0.19,?,?,?,1
1.51811,13.33,?,1.25,?,0.52,8.12,0.0,0.0,?
?,?,?,?,?,?,?,0.0,0.0,2
?,12.81,?,?,?,0.62,8.59,?,?,?
?,?,?,2.25,73.5,?,?,?,?,6
1.51915,?,1.85,?,?,0.6,?,0.0,0.0,?
1.51966,?,3.75,0.29,72.02,?,?,?,?,?
?,?,?,?,72.4,?,?,?,?,1
?,?,?,0.77,?,?,?,?,0.0,1
1.52172,13.51,?,?,?,0.23,?,0.0,?,?
1.51602,14.85,?,2.38,?,?,?,?,?,6
?,?,?,?,70.7,6.21,?,?,?,4
?,?,?,0.75,73.08,?,?,0.0,?,1
?,14.21,3.82,0.47,?,0.11,?,0.0,?,?
?,?,3.5,?,?,0.56,?,0.0,?,?
?,?,?,1.24,?,0.62,?,?,0.35,?
1.51646,?,3.55,1.25,?,0.68,8.1,?,?,1
1.51609,15.01,?,2.51,?,?,?,?,?,?
?,?,?,1.26,72.75,?,?,0.0,?,?
?,13.12,?,?,?,0.07,?,?,0.19,?
?,?,?,?,71.57,0.02,?,0.0,?,?
?,?,0.0,?,?,?,?,2.88,0.0,?
?,14.04,3.58,1.37,72.08,?,8.3,0.0,0.0,0
1.51613,13.88,1.78,1.79,73.1,0.0,?,?,?,?
?,?,3.85,?,71.36,?,?,?,0.0,?
?,?,?,1.29,?,0.6,8.43,0.0,?,?
1.52151,?,?,?,73.44,0.58,?,0.0,?,4
1.51969,?,?,?,?,?,?,?,?,?
?,13.01,?,1.48,?,0.6,8.12,?,?,1
?,13.4,3.49,?,?,?,?,?,0.1,1
?,?,?,?,?,?,?,?,?,?
?,?,?,?,72.67,?,?,?,?,1
?,12.69,3.54,?,?,?,?,0.0,0.0,?
1.51711,?,0.0,?,73.36,?,8.62,1.67,?,6
?,12.78,3.62,?,?,0.59,?,?,?,?
?,?,2.87,?,?,?,?,0.0,0.0,0
?,?,?,1.38,?,0.56,8.44,0.0,0.1,?
1.52043,?,?,1.4,72.25,?,?,?,0.0,?
?,13.49,?,1.35,?,0.55,?,?,?,?
?,13.21,2.81,?,72.98,?,9.02,0.0,?,?
1.51905,14.0,?,?,?,?,?,?,0.0,?
?,14.38,0.0,2.66,?,?,?,?,?,?
?,14.15,0.0,2.09,72.74,0.0,10.88,?,0.0,5
1.51841,?,?,1.06,?,?,?,?,?,?
?,?,3.58,?,?,0.69,?,0.0,?,?
?,?,?,?,73.17,?,?,?,?,?
?,12.55,?,?,?,0.63,8.08,?,?,1
1.51663,?,?,?,72.96,?,8.03,0.0,0.21,1
?,13.33,?,1.61,?,?,?,?,0.0,1
?,?,3.37,?,72.72,?,?,?,?,0
?,13.53,?,?,72.04,?,?,?,?,2
?,?,?,?,72.97,?,?,?,?,?
?,?,3.43,1.43,?,0.51,?,0.0,?,?
?,13.38,?,1.15,72.85,?,8.43,?,?,?
?,?,?,?,?,0.04,?,?,0.09,6
1.51618,?,?,1.54,?,0.39,?,?,?,0
1.51761,12.81,?,1.23,73.24,?,8.39,0.0,?,0
?,?,?,1.22,72.69,?,8.32,0.0,?,?
1.51592,12.86,?,?,?,?,?,?,0.0,?
1.51613,13.92,3.52,?,?,?,?,0.0,0.14,1
?,?,?,1.71,?,0.73,?,?,?,?
1.51852,14.09,?,?,72.67,0.0,9.32,0.0,?,?
