@relation dataset

@attribute RI real
@attribute Na real
@attribute Mg real
@attribute Al real
@attribute Si real
@attribute K real
@attribute Ca real
@attribute Ba real
@attribute Fe real
@attribute Type {0, 1, 2, 3, 4, 5, 6}


@data
?,?,?,0.75,72.65,0.16,?,0.15,0.24,2
1.51755,12.71,?,1.2,73.2,0.59,8.64,?,0.0,?
?,?,2.68,3.5,?,1.68,?,?,0.0,?
?,13.21,3.69,1.29,?,0.57,?,0.0,?,?
1.51784,?,?,?,72.86,0.6,8.49,?,0.0,0
1.52177,?,3.68,1.15,72.75,?,?,?,0.0,1
?,?,?,1.38,73.39,0.6,8.55,0.0,0.06,?
1.51851,?,3.63,?,?,?,?,?,?,1
?,?,?,?,73.09,?,?,0.0,?,?
?,13.09,?,1.52,?,?,?,0.0,0.0,1
?,14.37,?,2.74,?,0.0,?,?,0.0,?
?,?,?,?,?,?,8.44,?,?,?
?,14.86,?,2.06,?,0.76,9.76,0.0,?,?
?,?,?,?,?,0.09,?,?,0.0,?
1.51769,?,3.66,1.11,72.77,?,8.6,?,0.0,?
1.51846,13.41,3.89,1.33,72.38,0.51,?,0.0,?,1
?,?,3.87,?,71.96,?,?,0.0,0.32,?
1.51905,?,?,?,72.64,?,?,0.0,0.0,0
?,?,3.45,1.21,72.74,0.56,?,0.0,0.0,?
?,?,?,0.47,71.77,?,9.57,0.0,?,?
1.5232,?,?,0.51,71.75,0.09,?,0.0,0.16,0
1.51556,?,?,?,?,0.14,9.41,?,0.01,6
?,?,3.33,1.28,?,0.6,9.14,?,?,?
1.52211,?,?,0.91,71.36,?,?,0.0,?,2
1.53125,?,?,2.1,?,?,?,?,?,1
?,13.05,3.65,?,72.32,?,?,0.0,?,0
1.51829,?,2.24,?,72.38,?,?,0.0,?,5
?,?,?,?,72.55,?,?,?,0.14,1
1.51888,14.99,?,?,72.5,?,?,0.0,0.0,?
1.51829,?,3.9,?,?,0.55,8.31,?,0.1,?
1.523,?,3.58,0.82,?,?,?,0.0,0.03,?
?,?,3.57,1.47,72.45,?,7.96,?,0.0,?
?,?,3.52,?,73.15,?,?,0.0,?,0
?,12.99,?,1.12,?,?,?,?,?,0
1.51646,?,?,1.26,?,?,8.58,0.0,0.0,2
?,?,?,?,?,?,8.43,0.0,?,0
?,12.8,?,1.27,?,0.6,8.56,?,0.0,0
?,?,?,?,?,0.55,?,0.0,?,0
1.52127,?,3.9,?,71.5,0.0,9.49,?,0.0,2
1.51779,?,3.39,?,?,?,8.59,0.0,?,0
1.52171,11.56,?,1.56,72.86,0.47,?,?,?,?
?,?,?,1.54,71.81,0.54,?,0.0,0.15,1
?,12.64,0.0,?,72.02,?,14.4,0.0,0.0,?
?,12.82,3.55,?,?,?,?,0.0,0.19,?
?,?,?,1.21,?,?,?,?,0.0,0
1.52177,?,?,?,72.19,?,11.14,0.0,0.0,1
1.51645,?,?,?,73.11,0.0,8.67,1.38,?,?
1.51786,?,?,1.19,72.95,0.62,?,0.0,0.3,0
?,13.12,3.58,0.9,72.2,?,9.82,?,?,0
1.51937,?,2.41,?,?,?,?,0.0,0.0,5
?,14.85,0.0,2.42,?,0.0,8.39,0.56,0.0,6
1.52172,?,?,?,?,?,?,0.0,?,?
?,14.95,0.0,1.8,72.99,0.0,8.61,1.55,0.0,?
?,13.98,1.35,?,?,?,?,?,0.18,1
?,12.9,?,1.45,73.06,0.44,8.27,0.0,?,?
1.51847,13.1,3.97,1.19,?,?,8.43,?,?,?
1.51761,?,?,?,72.73,0.48,7.83,?,0.0,?
?,13.3,?,?,?,0.65,8.03,?,0.29,?
?,?,?,?,70.43,0.31,?,1.68,0.0,6
?,?,?,?,73.06,?,8.4,1.59,0.0,6
?,?,0.0,?,?,0.0,8.28,?,?,6
1.51316,13.02,0.0,3.04,?,?,6.96,?,?,?
?,?,?,1.79,72.72,0.66,?,?,0.0,?
?,14.7,0.0,2.34,73.28,?,?,0.66,?,6
?,?,?,?,?,?,8.91,?,0.0,?
?,?,0.0,1.65,73.75,?,11.53,0.0,0.0,4
?,12.62,2.76,?,73.81,0.35,?,?,?,1
?,14.95,?,2.27,73.3,0.0,8.71,?,0.0,?
1.51911,13.9,3.73,?,?,?,?,?,?,0
1.51651,14.38,?,?,?,0.0,?,1.57,0.0,?
?,12.86,?,?,72.61,?,?,?,?,?
1.52315,13.44,?,1.23,?,0.6,?,0.0,?,6
1.52068,13.55,2.09,?,72.18,?,9.57,?,?,1
?,?,?,?,71.25,?,?,1.63,0.0,?
?,13.72,0.0,0.56,?,0.0,?,0.0,0.0,1
?,?,?,?,73.7,0.56,9.06,0.0,?,?
?,12.99,?,1.23,?,0.58,8.81,0.0,?,?
1.51589,12.88,?,1.4,73.28,?,?,0.0,?,?
?,?,2.9,?,?,?,10.79,0.0,0.0,1
?,?,3.15,0.66,?,0.08,?,?,0.0,?
1.52119,?,?,?,?,?,?,0.0,?,4
?,12.86,?,1.27,?,?,8.38,?,0.17,0
?,11.95,0.0,?,?,2.7,?,?,?,?
1.51623,14.14,?,?,72.61,0.08,9.18,?,0.0,?
1.52101,?,?,?,71.78,0.06,8.75,0.0,?,?
?,?,3.59,?,73.29,?,?,?,0.0,0
?,13.02,3.56,1.54,73.11,?,?,?,0.0,?
?,?,3.52,1.54,73.36,?,?,?,?,?
?,14.36,?,2.02,?,?,8.44,?,?,6
1.51768,?,?,1.3,73.08,0.61,?,?,0.14,?
1.52369,?,?,?,72.22,0.32,12.24,0.0,0.0,4
?,?,3.61,?,?,?,8.24,?,?,0
?,13.48,3.74,1.17,?,?,?,?,?,?
?,?,3.62,?,?,?,8.11,0.0,0.0,1
?,13.73,?,?,?,?,?,?,0.0,0
?,?,3.52,1.55,72.87,?,8.05,0.0,?,?
1.51784,?,3.67,1.16,73.11,?,?,0.0,?,?
?,?,?,1.32,71.81,0.51,8.78,0.11,0.0,?
1.51977,13.81,?,?,?,?,?,?,0.0,?
1.51666,?,?,1.83,?,0.97,10.17,0.0,0.0,4
1.51631,?,3.57,1.57,?,?,?,?,?,?
?,?,3.66,1.56,72.51,0.58,?,?,0.12,1
?,13.72,?,?,?,?,?,0.0,?,1
?,13.78,2.28,?,?,0.49,?,?,0.17,1
?,14.86,?,1.74,?,0.16,?,0.0,?,1
1.51813,?,?,1.18,?,?,?,0.0,?,?
1.51131,?,3.2,1.81,?,?,?,1.19,0.0,?
1.52227,?,?,0.78,?,?,9.69,?,0.0,?
?,13.7,?,?,71.24,0.19,13.44,0.0,0.1,?
?,13.33,?,1.25,?,0.52,8.12,?,0.0,1
?,?,3.39,?,72.64,0.52,?,0.0,?,2
1.51751,12.81,?,?,73.02,0.62,8.59,0.0,0.0,?
?,15.15,?,2.25,73.5,0.0,8.34,0.63,0.0,6
1.51915,12.73,?,1.86,72.69,0.6,10.09,0.0,?,4
?,14.77,?,?,72.02,?,9.0,?,?,0
1.51844,?,3.76,?,?,?,?,0.0,0.0,1
?,?,0.0,?,73.21,0.0,?,0.0,0.0,1
1.52172,?,?,0.88,71.79,?,?,?,0.11,?
1.51602,?,?,?,73.28,?,?,0.64,0.09,6
?,?,0.0,?,?,?,?,0.0,0.0,4
1.52739,?,0.0,?,?,?,?,?,0.0,?
?,?,?,?,71.77,?,9.57,?,0.0,0
?,12.84,3.5,?,73.27,0.56,8.55,?,0.0,0
?,12.85,3.67,?,?,0.62,8.68,0.0,0.35,?
?,13.41,3.55,1.25,?,0.68,8.1,?,0.0,?
1.51609,15.01,0.0,2.51,73.05,0.05,8.83,0.53,0.0,6
?,12.94,3.61,1.26,?,?,8.6,?,?,?
1.51588,13.12,?,?,73.26,0.07,8.39,0.0,0.19,?
?,?,?,0.71,?,?,9.82,?,0.1,?
1.51831,?,0.0,1.82,?,1.41,?,?,0.0,6
1.51918,?,3.58,1.37,72.08,?,8.3,0.0,0.0,?
?,?,1.78,1.79,?,?,?,0.76,?,?
?,14.36,?,?,?,0.15,?,?,?,0
?,?,3.48,?,72.95,0.6,8.43,?,?,?
1.52151,11.03,?,1.56,73.44,0.58,?,?,?,4
1.51969,?,0.0,0.56,?,0.0,?,?,?,5
?,13.01,3.5,?,72.89,0.6,?,0.0,0.0,1
?,?,3.49,?,72.65,0.67,?,?,?,?
1.51796,?,3.36,?,?,?,?,?,?,2
1.52222,?,0.0,1.0,?,0.1,?,?,?,1
1.51783,?,?,1.34,72.95,0.57,8.75,?,?,0
1.51711,14.23,?,?,73.36,?,?,1.67,0.0,?
1.51736,?,?,?,?,?,8.7,?,?,0
1.51808,?,?,1.19,72.84,0.55,9.03,0.0,0.0,0
?,13.24,?,1.38,?,0.56,8.44,0.0,?,?
1.52043,13.38,0.0,?,72.25,0.33,?,0.0,?,?
1.519,?,3.48,?,?,0.55,?,?,?,?
?,13.21,?,1.29,?,?,?,?,0.09,?
1.51905,14.0,2.39,1.56,72.37,?,9.57,?,?,?
1.51531,?,0.0,2.66,73.1,?,?,?,?,6
?,?,?,2.09,72.74,0.0,?,0.0,0.0,5
1.51841,13.02,?,1.06,?,0.64,9.13,0.0,0.15,?
1.5159,13.02,?,1.51,?,0.69,?,0.0,0.0,?
1.51593,13.25,3.45,?,?,?,?,0.0,0.0,1
?,?,3.48,1.87,?,0.63,?,0.0,?,?
1.51663,?,3.54,1.62,?,?,?,0.0,?,1
?,13.33,3.54,?,?,0.68,?,?,?,1
1.51869,13.19,3.37,1.18,?,?,?,?,0.16,0
?,?,?,1.52,?,?,8.79,0.0,?,?
?,?,?,1.23,?,0.61,?,?,?,?
1.5186,13.36,?,1.43,72.26,0.51,?,?,?,1
?,13.38,3.5,?,72.85,0.5,8.43,?,0.0,0
?,14.2,?,?,?,?,?,?,0.09,?
1.51618,?,3.55,?,?,?,?,?,0.0,?
1.51761,?,3.54,?,73.24,?,8.39,?,?,0
1.5161,?,?,?,72.69,?,8.32,0.0,?,2
1.51592,12.86,3.52,2.12,?,?,7.97,0.0,0.0,1
1.51613,13.92,?,?,?,0.37,7.94,0.0,?,1
1.51689,12.67,?,1.71,?,?,?,?,?,?
1.51852,14.09,2.19,1.66,72.67,?,?,?,0.0,5
