@relation dataset

@attribute RI real
@attribute Na real
@attribute Mg real
@attribute Al real
@attribute Si real
@attribute K real
@attribute Ca real
@attribute Ba real
@attribute Fe real
@attribute Type {0, 1, 2, 3, 4, 5, 6}


@data
1.51589,?,3.43,?,?,0.69,8.05,0.0,?,0
1.5241,13.83,2.9,?,71.15,0.08,10.79,?,0.0,?
?,13.8,3.15,0.66,?,0.08,11.64,?,0.0,?
1.52119,?,0.33,1.51,73.39,0.13,11.27,0.0,?,?
?,?,?,?,?,?,?,?,0.17,0
?,11.95,0.0,1.19,?,?,?,0.0,?,?
?,14.14,?,2.88,?,0.08,?,?,?,6
1.52101,?,4.49,1.1,71.78,0.06,8.75,?,?,?
?,12.61,?,?,73.29,?,8.5,?,0.0,0
1.51596,?,?,1.54,73.11,?,7.9,?,0.0,1
1.51674,12.79,?,?,73.36,0.66,7.9,?,0.0,1
1.52065,14.36,?,2.02,?,?,8.44,?,?,6
?,12.65,3.56,?,?,0.61,8.69,0.0,0.14,?
?,13.44,?,?,?,0.32,?,0.0,0.0,?
?,13.15,3.61,?,73.24,?,?,0.0,?,0
?,13.48,3.74,1.17,72.99,?,8.03,0.0,0.0,?
1.51711,?,?,1.57,72.96,0.61,8.11,0.0,0.0,1
1.5221,13.73,?,0.72,71.76,?,?,?,?,0
1.51594,13.09,3.52,?,72.87,0.68,?,0.0,0.09,1
?,?,?,1.16,73.11,?,?,0.0,?,0
?,13.89,?,?,?,0.51,?,?,?,0
?,?,3.58,?,71.72,?,8.67,?,0.0,?
1.51666,12.86,?,1.83,?,0.97,?,0.0,0.0,?
?,?,?,?,72.87,?,7.89,0.0,?,1
?,?,?,1.56,72.51,0.58,?,?,?,1
1.51708,13.72,?,?,?,?,7.88,?,0.0,1
?,?,?,1.43,71.99,0.49,9.85,0.0,?,?
?,14.86,3.67,1.74,71.87,0.16,7.36,?,0.12,?
?,?,3.98,?,?,?,?,?,?,1
?,13.69,3.2,1.81,?,?,?,?,?,6
1.52227,14.17,?,0.78,71.35,0.0,9.69,0.0,0.0,?
?,?,0.0,?,71.24,0.19,?,0.0,0.1,?
?,?,?,1.25,?,?,?,0.0,?,?
?,?,3.39,1.28,?,?,8.65,0.0,?,2
?,12.81,?,?,?,0.62,8.59,0.0,?,?
1.51508,?,?,?,?,?,?,0.63,0.0,?
?,?,1.85,1.86,72.69,?,10.09,0.0,0.0,4
1.51966,14.77,?,?,72.02,0.03,9.0,0.0,0.0,?
1.51844,?,?,?,72.4,?,8.42,?,?,?
?,?,0.0,0.77,?,?,14.68,?,?,?
?,13.51,?,0.88,?,?,?,?,?,0
?,?,?,2.38,?,0.0,?,?,?,6
?,13.0,?,3.02,70.7,?,6.93,0.0,?,?
?,11.02,?,?,?,?,?,?,?,?
1.52213,?,?,0.47,71.77,0.11,9.57,0.0,?,?
1.51747,?,3.5,1.14,?,0.56,8.55,?,?,0
?,12.85,3.67,1.24,?,?,?,?,?,?
?,13.41,?,1.25,72.81,0.68,8.1,?,0.0,?
?,15.01,0.0,?,73.05,?,8.83,?,0.0,?
?,?,3.61,?,72.75,0.56,8.6,0.0,0.0,1
?,?,3.41,1.58,?,0.07,?,?,0.19,?
?,?,3.7,?,?,?,9.82,0.0,0.1,?
?,?,?,?,72.86,1.41,6.47,2.88,?,6
1.51918,14.04,?,?,?,?,8.3,0.0,0.0,0
?,?,1.78,1.79,73.1,?,8.67,0.76,?,6
1.52196,14.36,?,?,71.36,0.15,?,?,0.0,?
?,?,?,?,?,0.6,?,0.0,?,0
?,?,1.71,?,73.44,?,11.62,?,?,?
?,?,?,?,?,0.0,?,0.0,0.0,5
?,?,?,1.48,72.89,?,?,?,?,?
?,13.4,?,?,72.65,?,8.08,0.0,?,1
1.51796,?,3.36,?,71.94,?,?,?,0.09,?
?,14.43,0.0,?,72.67,?,?,?,0.08,1
1.51783,12.69,3.54,?,?,?,?,0.0,0.0,0
1.51711,?,?,?,?,0.0,?,?,0.0,6
?,12.78,3.62,?,72.79,0.59,8.7,0.0,0.0,?
1.51808,13.43,?,?,72.84,?,?,?,?,0
?,?,?,1.38,?,0.56,8.44,0.0,?,?
?,?,?,?,?,0.33,12.5,0.0,0.0,?
?,?,3.48,?,71.95,0.55,?,?,?,0
?,?,2.81,1.29,72.98,?,?,?,0.09,?
?,?,2.39,1.56,?,0.0,9.57,0.0,?,?
1.51531,?,0.0,2.66,?,?,9.08,0.64,?,?
1.51916,?,?,2.09,?,?,?,?,?,?
?,?,3.62,1.06,?,?,?,0.0,?,?
1.5159,?,?,?,73.12,0.69,?,?,?,?
1.51593,13.25,3.45,?,?,0.61,7.86,?,0.0,1
?,?,3.48,1.87,73.23,?,?,0.0,?,1
1.51663,12.93,?,?,72.96,0.64,8.03,?,0.21,1
1.5169,?,?,1.61,?,0.68,?,?,?,?
1.51869,?,3.37,?,72.72,0.57,?,?,0.16,?
1.51776,?,3.41,1.52,?,0.58,?,0.0,0.0,2
?,?,?,?,?,0.61,8.56,?,0.22,0
1.5186,13.36,?,?,72.26,0.51,8.6,?,0.0,1
1.5172,13.38,3.5,1.15,?,?,?,0.0,?,0
1.51623,14.2,?,2.79,?,0.04,9.04,?,?,?
?,13.53,3.55,1.54,72.99,0.39,?,?,0.0,?
?,?,?,?,73.24,?,?,?,?,0
?,13.42,3.4,1.22,72.69,?,?,0.0,?,2
1.51592,?,3.52,2.12,?,0.69,7.97,?,?,1
?,13.92,?,1.25,72.88,0.37,7.94,0.0,0.14,1
1.51689,?,?,1.71,73.21,0.73,?,?,0.0,1
?,?,2.19,?,72.67,0.0,9.32,?,0.0,5
