@relation dataset

@attribute distance real
@attribute n_stores real
@attribute latitude real
@attribute longitude real
@attribute house_price real


@data
?,?,?,121.53992,?
461.7848,0.0,?,121.53445,?
?,3.0,24.95885,121.51359,23.2
439.7105,0.0,?,121.53423,?
?,3.0,?,121.51668,29.4
289.3248,5.0,?,?,?
169.9803,?,?,121.52979,50.2
?,0.0,?,?,24.7
289.3248,5.0,24.98203,?,53.0
1264.73,?,?,121.52954,?
?,2.0,24.95394,?,24.7
537.7971,4.0,24.97425,121.53814,42.2
?,9.0,24.97071,121.54069,?
?,5.0,?,?,42.8
?,?,?,121.54722,41.6
1756.411,2.0,?,121.51812,?
250.631,7.0,24.96606,121.54297,42.0
?,2.0,24.97795,121.53451,?
379.5575,?,24.98343,121.53762,49.8
272.6783,?,?,?,?
?,0.0,?,121.50383,18.6
?,4.0,?,?,37.7
187.4823,?,24.97388,?,33.1
197.1338,?,24.97631,?,?
?,?,?,121.5167,?
488.8193,8.0,24.97015,?,?
56.47425,?,24.95744,?,62.1
757.3377,?,24.97538,?,36.7
1497.713,3.0,24.97003,121.51696,23.6
4197.349,?,?,121.50383,19.2
1156.777,?,24.94935,121.53046,12.8
4519.69,?,?,121.49587,15.6
617.7134,?,?,121.53475,39.6
104.8101,?,24.96674,?,?
?,5.0,24.99006,?,22.8
?,6.0,24.96431,121.54063,36.5
?,2.0,?,121.51748,?
600.8604,5.0,24.96871,?,30.9
258.186,?,?,121.54331,36.3
?,5.0,?,?,?
?,0.0,?,?,42.9
?,?,?,121.54951,37.0
90.45606,?,24.97433,121.5431,53.5
?,?,24.98223,121.53597,46.6
3085.17,0.0,24.998,?,?
?,0.0,24.9711,121.5317,37.9
?,?,24.96412,?,?
6488.021,?,24.95719,121.47353,?
?,6.0,24.97585,121.54516,53.7
104.8101,?,?,?,47.0
492.2313,?,24.96515,?,?
2180.245,3.0,24.96324,121.51241,28.6
?,?,?,121.50827,?
2147.376,?,24.96299,?,31.3
1360.139,?,?,?,30.1
?,5.0,?,?,60.7
211.4473,?,24.97417,121.52999,?
?,9.0,24.96853,?,44.9
?,?,?,121.54089,?
?,0.0,?,?,24.7
87.30222,?,?,121.54022,?
?,8.0,?,121.54093,63.3
?,?,?,?,40.0
109.9455,?,?,?,48.0
?,?,24.97913,121.53666,?
2261.432,?,?,121.51222,29.5
1801.544,1.0,?,121.55254,?
1828.319,2.0,?,121.51531,?
350.8515,1.0,24.97544,121.53119,?
2185.128,?,24.96322,?,22.8
?,5.0,24.98203,?,42.1
?,?,24.95591,?,51.7
157.6052,7.0,24.96628,?,?
?,1.0,?,121.53059,52.2
390.5684,5.0,24.97937,?,?
1157.988,0.0,?,121.55011,?
1717.193,2.0,?,?,30.5
?,8.0,24.95836,?,56.8
?,?,24.97077,121.54634,37.4
292.9978,?,?,121.54458,?
289.3248,5.0,?,121.54348,?
?,9.0,24.98298,?,?
?,0.0,?,121.51597,29.3
?,?,24.97845,121.53889,40.3
4066.587,?,?,121.50342,?
82.88643,10.0,24.983,121.54026,?
185.4296,0.0,?,?,55.3
?,?,?,121.51462,25.6
2251.938,4.0,?,121.51353,27.3
?,8.0,24.96756,121.5423,?
?,?,?,121.5435,38.6
?,1.0,?,121.55387,31.3
443.802,6.0,?,121.53874,35.3
967.4,4.0,?,121.53408,40.3
4136.271,1.0,24.95544,121.4963,24.7
?,4.0,24.974,?,42.5
918.6357,1.0,24.97198,121.55063,31.9
1164.838,?,?,121.53406,32.2
?,?,24.96447,?,23.0
170.1289,1.0,?,?,37.3
?,?,?,121.53863,35.5
?,3.0,24.96305,?,27.7
?,1.0,?,121.52981,28.5
161.942,9.0,?,121.53966,39.7
289.3248,5.0,24.98203,121.54348,41.2
130.9945,?,?,?,37.2
?,7.0,24.97293,?,?
2408.993,0.0,24.95505,121.55964,22.3
?,3.0,24.9633,121.51243,?
4082.015,0.0,24.94155,?,15.4
90.45606,9.0,?,?,50.0
?,7.0,24.97923,121.53986,?
?,?,?,?,52.5
?,?,24.97433,121.5431,?
