@relation dataset

@attribute area real
@attribute perimeter real
@attribute compactness real
@attribute kernel_length real
@attribute kernel_width real
@attribute asymmetry real
@attribute kernel_groove real
@attribute class {1, 2, 3}


@data
12.73,13.75,?,5.412,2.882,3.533,5.067,?
17.63,15.98,?,6.191,3.561,4.076,?,2
16.84,?,?,5.998,?,4.675,?,2
?,15.73,?,5.978,?,4.539,5.791,?
19.11,?,0.9081,6.154,3.93,2.936,6.079,2
16.82,15.51,0.8786,?,3.486,4.004,?,2
16.77,15.62,0.8638,5.927,3.438,4.92,5.795,2
?,15.91,0.8599,6.064,3.403,3.824,5.922,2
20.71,17.23,?,6.579,3.814,4.451,6.451,2
18.94,16.49,0.875,6.445,3.639,?,6.362,2
17.12,15.55,0.8892,5.85,3.566,2.858,5.746,2
16.53,15.34,0.8823,5.875,3.467,5.532,?,2
18.72,16.19,0.8977,?,3.857,?,5.879,2
20.2,16.89,0.8894,?,3.864,5.173,6.187,2
19.57,16.74,0.8779,6.384,3.772,1.472,6.273,?
19.51,?,0.878,6.366,?,2.962,6.185,2
18.27,16.09,0.887,6.173,3.651,2.443,6.197,2
?,16.26,?,?,3.764,1.649,6.109,2
18.98,16.66,0.859,6.549,3.67,3.691,6.498,2
21.18,17.21,0.8989,6.573,4.033,5.78,6.231,2
20.88,17.05,0.9031,6.45,?,5.016,6.321,?
20.1,16.99,?,?,3.785,?,6.449,2
18.76,?,0.8984,6.172,?,3.12,6.053,2
18.81,16.29,0.8906,6.272,3.693,?,6.053,?
18.59,16.05,0.9066,6.037,3.86,6.001,?,?
18.36,16.52,0.8452,6.666,3.485,?,6.448,2
16.87,15.65,0.8648,6.139,3.463,?,5.967,2
19.31,16.59,0.8815,6.341,3.81,3.477,6.238,2
18.98,16.57,0.8687,6.449,?,?,6.453,2
18.17,16.26,0.8637,6.271,?,2.853,6.273,2
18.72,16.34,0.881,?,3.684,2.188,6.097,2
?,15.25,?,5.718,3.525,4.217,5.618,2
?,15.86,?,?,3.694,2.068,?,2
19.46,?,0.8985,?,3.892,4.308,6.009,?
19.18,?,0.8717,6.369,3.681,3.357,6.229,2
18.95,16.42,?,6.248,3.755,3.368,6.148,?
18.83,?,0.8917,?,3.786,2.553,5.879,2
18.85,?,0.9056,6.152,?,?,6.2,2
17.63,15.86,?,?,3.573,3.747,5.929,2
19.94,16.92,0.8752,?,3.763,3.252,6.55,?
18.55,16.22,0.8865,6.153,3.674,1.738,5.894,2
18.45,?,0.8921,6.107,3.769,2.235,?,2
19.38,16.72,0.8716,6.303,3.791,?,5.965,2
19.13,16.31,0.9035,?,3.902,2.109,5.924,2
?,16.61,0.8722,6.259,?,6.682,6.053,2
20.97,17.25,0.8859,6.563,?,4.677,?,2
19.06,16.45,?,6.416,3.719,?,?,2
18.96,16.2,0.9077,?,3.897,4.334,5.75,2
19.15,16.45,0.889,6.245,3.815,3.084,6.185,2
18.89,?,0.9008,6.227,3.769,3.639,?,2
20.03,16.9,0.8811,?,3.857,3.063,6.32,2
20.24,16.91,?,6.315,3.962,5.901,?,?
18.14,16.12,0.8772,6.059,3.563,3.619,6.011,2
?,15.38,0.8588,?,3.387,?,5.703,2
18.43,15.97,0.9077,5.98,3.771,?,5.905,2
15.99,14.89,0.9064,?,3.582,3.336,5.144,2
18.75,16.18,0.8999,6.111,3.869,4.188,5.992,2
18.65,16.41,?,?,3.594,4.391,6.102,2
?,15.85,0.8993,?,?,2.257,5.919,2
?,17.03,0.8735,6.513,?,?,6.185,2
17.55,15.66,0.8991,?,3.69,5.366,5.661,2
18.3,15.89,0.9108,5.979,3.755,?,5.962,2
18.94,?,?,6.144,3.825,?,5.949,?
15.38,14.9,?,5.884,3.268,4.462,5.795,2
16.16,15.33,0.8644,5.845,3.395,4.266,5.795,2
15.56,?,0.8823,5.776,3.408,4.972,5.847,2
15.38,14.66,?,5.477,3.465,3.6,5.439,2
?,15.76,0.8785,6.145,3.574,?,5.971,2
?,15.15,?,5.92,3.231,2.64,5.879,?
?,?,?,?,?,2.725,5.752,2
16.23,15.18,0.885,5.872,3.472,3.769,?,2
13.07,13.92,0.848,5.472,?,5.304,5.395,?
13.32,13.94,0.8613,?,?,7.035,?,?
13.34,13.95,?,?,3.074,5.995,5.307,3
12.22,13.32,0.8652,?,2.967,5.469,5.221,3
11.82,13.4,0.8274,5.314,?,4.471,5.178,?
11.21,13.13,?,5.279,2.687,6.169,5.275,?
11.43,?,0.8335,5.176,2.719,?,5.132,3
12.49,13.46,0.8658,5.267,2.967,?,5.002,3
12.7,13.71,0.8491,?,2.911,3.26,5.316,3
10.79,12.93,0.8107,?,?,?,5.194,3
?,?,0.8496,?,2.84,5.195,5.307,3
12.01,?,0.8249,5.405,2.776,6.992,5.27,3
12.26,13.6,0.8333,?,2.833,4.756,?,3
11.18,13.04,0.8266,5.22,2.693,3.332,5.001,3
?,13.05,0.8382,?,2.755,4.048,5.263,3
?,?,0.8253,5.25,2.675,5.813,?,3
11.34,12.87,0.8596,5.053,2.849,?,5.003,?
12.13,13.73,0.8081,5.394,?,4.825,5.22,3
?,13.52,?,5.444,2.678,4.378,5.31,?
11.49,?,0.8263,5.304,2.695,5.388,5.31,3
12.54,13.67,0.8425,5.451,2.879,3.082,?,3
?,13.33,0.8503,5.35,2.81,4.271,5.308,?
12.05,13.41,0.8416,?,2.847,4.988,?,?
12.55,?,0.8558,5.333,?,4.419,5.176,3
11.14,?,0.8558,?,2.794,6.388,5.049,3
12.1,13.15,0.8793,5.105,2.941,2.201,5.056,3
?,13.59,0.8462,5.319,2.897,4.924,5.27,3
12.15,?,0.8443,?,2.837,3.638,?,3
11.35,13.12,0.8291,5.176,?,?,5.132,?
11.24,13.0,0.8359,5.09,2.715,3.521,?,3
?,13.0,0.8189,5.325,2.701,6.735,5.163,3
11.55,13.1,0.8455,?,?,6.715,4.956,3
11.27,12.97,0.8419,5.088,2.763,4.309,5.0,3
11.4,13.08,?,5.136,2.763,5.588,5.089,3
10.83,?,0.8099,5.278,2.641,5.182,5.185,3
10.8,12.57,0.859,4.981,2.821,?,?,3
11.26,?,0.8355,5.186,2.71,5.335,5.092,?
10.74,12.73,0.8329,5.145,2.642,4.702,4.963,3
11.48,13.05,0.8473,5.18,2.758,?,5.002,3
12.21,13.47,0.8453,?,2.893,1.661,5.178,3
11.41,12.95,0.856,5.09,?,?,4.825,3
12.46,13.41,?,5.236,3.017,4.987,?,3
12.19,13.36,?,?,?,?,5.158,?
11.65,13.07,0.8575,5.108,2.85,5.209,5.135,3
12.89,13.77,0.8541,5.495,3.026,6.185,5.316,3
11.56,13.31,0.8198,5.363,2.683,4.062,5.182,3
11.81,13.45,0.8198,5.413,?,4.898,5.352,3
10.91,12.8,0.8372,5.088,2.675,?,?,3
11.23,?,0.8594,5.089,2.821,?,4.957,3
?,?,0.8648,4.899,2.787,4.975,4.794,3
10.93,12.8,0.839,5.046,?,5.398,5.045,3
?,12.86,?,5.091,2.804,?,5.001,3
11.87,13.02,0.8795,5.132,2.953,?,5.132,3
10.82,12.83,0.8256,?,2.63,4.853,5.089,3
12.11,?,0.8639,5.236,2.975,4.132,5.012,3
12.8,13.47,0.886,?,3.126,4.873,4.914,3
?,13.53,0.8786,5.224,3.054,?,4.958,3
?,13.78,?,5.32,3.128,4.67,5.091,3
12.62,13.67,?,5.41,2.911,3.306,5.231,?
12.76,?,?,5.073,3.155,?,4.83,3
12.38,13.44,0.8609,5.219,2.989,5.472,5.045,3
12.67,13.32,?,4.984,3.135,2.3,4.745,3
?,12.72,0.868,5.009,2.81,4.051,?,3
12.7,13.41,?,5.183,3.091,8.456,5.0,?
?,13.47,?,5.204,?,3.919,5.001,3
12.19,13.2,0.8783,5.137,2.981,3.631,4.87,3
11.23,12.88,0.8511,?,2.795,?,5.003,3
?,13.66,0.8883,5.236,3.232,8.315,5.056,3
11.84,13.21,0.8521,5.175,2.836,?,5.044,?
12.3,13.34,0.8684,5.243,2.974,5.637,5.063,3
