@relation dataset

@attribute area real
@attribute perimeter real
@attribute compactness real
@attribute kernel_length real
@attribute kernel_width real
@attribute asymmetry real
@attribute kernel_groove real
@attribute class {0, 1, 2}


@data
16.77,15.62,?,?,3.438,?,?,1
17.32,?,?,6.064,3.403,3.824,?,1
20.71,17.23,0.8763,?,3.814,?,6.451,?
18.94,16.49,0.875,6.445,3.639,5.064,6.362,1
17.12,15.55,0.8892,?,3.566,2.858,5.746,1
16.53,15.34,0.8823,5.875,3.467,5.532,5.88,1
?,?,0.8977,6.006,3.857,5.324,?,1
20.2,16.89,0.8894,6.285,3.864,5.173,6.187,?
19.57,16.74,0.8779,?,?,?,6.273,?
19.51,16.71,0.878,6.366,3.801,2.962,?,1
18.27,16.09,0.887,6.173,3.651,2.443,6.197,?
18.88,16.26,?,6.084,3.764,1.649,6.109,1
18.98,16.66,?,6.549,3.67,3.691,6.498,1
21.18,17.21,0.8989,6.573,4.033,5.78,6.231,?
20.88,17.05,0.9031,6.45,4.032,5.016,6.321,1
20.1,16.99,0.8746,6.581,?,1.955,?,1
18.76,?,0.8984,?,3.796,?,6.053,?
18.81,16.29,0.8906,6.272,3.693,3.237,?,1
18.59,16.05,?,6.037,3.86,?,5.877,?
18.36,16.52,0.8452,?,3.485,4.933,6.448,1
?,?,?,6.139,3.463,3.696,5.967,?
?,16.59,0.8815,6.341,3.81,?,?,1
?,16.57,0.8687,6.449,3.552,2.144,6.453,?
18.17,16.26,0.8637,6.271,3.512,2.853,6.273,?
18.72,?,0.881,6.219,3.684,2.188,6.097,1
16.41,?,0.8866,5.718,3.525,4.217,?,1
17.99,?,0.8992,5.89,3.694,2.068,5.837,1
?,16.5,0.8985,6.113,?,?,6.009,1
19.18,16.63,0.8717,6.369,3.681,?,6.229,?
18.95,16.42,?,6.248,3.755,3.368,?,1
?,16.29,0.8917,6.037,3.786,?,5.879,1
18.85,16.17,0.9056,6.152,3.806,?,6.2,1
17.63,15.86,?,6.033,3.573,3.747,5.929,1
19.94,16.92,0.8752,?,3.763,3.252,?,1
18.55,16.22,?,6.153,3.674,1.738,5.894,1
18.45,?,0.8921,6.107,3.769,2.235,5.794,1
?,16.72,0.8716,6.303,3.791,3.678,5.965,1
19.13,?,0.9035,6.183,3.902,2.109,?,1
19.14,16.61,0.8722,6.259,3.737,6.682,6.053,1
20.97,17.25,0.8859,6.563,3.991,4.677,6.316,1
19.06,16.45,0.8854,?,?,2.248,6.163,1
18.96,16.2,0.9077,6.051,?,4.334,5.75,?
19.15,16.45,?,6.245,3.815,3.084,?,1
?,?,?,6.227,?,3.639,5.966,1
?,16.9,0.8811,6.493,3.857,3.063,?,1
?,16.91,0.8897,6.315,?,5.901,6.188,1
?,16.12,0.8772,6.059,3.563,3.619,6.011,1
16.17,15.38,0.8588,?,3.387,4.286,?,1
18.43,?,0.9077,5.98,3.771,2.984,5.905,1
?,14.89,0.9064,5.363,3.582,?,5.144,1
18.75,16.18,0.8999,6.111,?,4.188,5.992,1
18.65,?,0.8698,6.285,3.594,?,6.102,1
17.98,?,0.8993,5.979,3.687,2.257,5.919,1
20.16,17.03,0.8735,6.513,3.773,1.91,6.185,1
17.55,15.66,0.8991,5.791,3.69,?,5.661,1
18.3,15.89,0.9108,5.979,3.755,2.837,?,1
?,16.32,?,6.144,3.825,2.908,5.949,1
15.38,14.9,0.8706,5.884,3.268,?,5.795,1
16.16,15.33,?,?,3.395,4.266,5.795,1
?,14.89,0.8823,?,?,?,5.847,?
15.38,14.66,0.899,?,3.465,3.6,5.439,1
?,15.76,0.8785,6.145,3.574,3.526,5.971,1
15.57,15.15,0.8527,5.92,3.231,2.64,?,1
15.6,15.11,0.858,5.832,?,2.725,5.752,1
16.23,15.18,0.885,?,?,3.769,5.922,1
13.07,?,0.848,?,2.994,5.304,5.395,2
13.32,?,0.8613,5.541,?,?,?,2
13.34,?,0.862,5.389,3.074,5.995,5.307,2
12.22,13.32,0.8652,5.224,2.967,5.469,5.221,2
11.82,?,0.8274,?,2.777,?,5.178,2
?,13.13,0.8167,5.279,?,6.169,5.275,2
11.43,13.13,0.8335,?,?,?,5.132,2
12.49,?,0.8658,5.267,2.967,?,5.002,?
12.7,?,0.8491,5.386,2.911,3.26,5.316,2
10.79,12.93,0.8107,5.317,2.648,5.462,5.194,2
?,?,0.8496,5.263,2.84,5.195,?,2
12.01,13.52,0.8249,5.405,2.776,6.992,?,2
12.26,13.6,0.8333,5.408,?,?,5.36,2
11.18,13.04,0.8266,?,2.693,3.332,5.001,2
11.36,?,0.8382,5.175,?,4.048,5.263,2
11.19,13.05,0.8253,5.25,2.675,5.813,5.219,?
11.34,12.87,?,5.053,2.849,3.347,?,2
12.13,?,0.8081,5.394,2.745,4.825,5.22,2
11.75,13.52,0.8082,?,?,4.378,?,2
11.49,13.22,0.8263,5.304,2.695,5.388,5.31,2
?,13.67,0.8425,5.451,2.879,3.082,5.491,?
12.02,13.33,?,5.35,2.81,4.271,5.308,2
12.05,13.41,0.8416,5.267,2.847,4.988,5.046,2
?,13.57,0.8558,5.333,2.968,4.419,?,2
11.14,12.79,0.8558,5.011,2.794,6.388,5.049,2
12.1,13.15,?,5.105,2.941,2.201,5.056,2
12.44,13.59,0.8462,5.319,2.897,4.924,5.27,2
12.15,?,0.8443,5.417,2.837,?,5.338,?
11.35,13.12,0.8291,5.176,2.668,?,?,2
?,?,0.8359,5.09,2.715,3.521,5.088,2
?,13.0,0.8189,5.325,2.701,6.735,?,?
11.55,?,0.8455,5.167,2.845,6.715,4.956,2
11.27,12.97,?,5.088,2.763,4.309,5.0,2
?,?,0.8375,?,2.763,5.588,5.089,?
?,12.96,?,5.278,2.641,5.182,5.185,2
10.8,?,0.859,4.981,2.821,4.773,?,2
11.26,13.01,0.8355,5.186,2.71,5.335,5.092,2
10.74,12.73,0.8329,5.145,2.642,4.702,4.963,?
11.48,13.05,0.8473,5.18,2.758,5.876,?,2
12.21,13.47,?,5.357,2.893,?,5.178,2
11.41,12.95,0.856,5.09,2.775,?,4.825,2
12.46,13.41,0.8706,5.236,?,?,5.147,?
?,?,0.8579,5.24,2.909,4.857,5.158,2
11.65,13.07,0.8575,5.108,2.85,5.209,5.135,2
12.89,13.77,0.8541,5.495,3.026,6.185,5.316,2
?,13.31,0.8198,5.363,2.683,4.062,5.182,2
?,13.45,0.8198,5.413,2.716,4.898,5.352,?
10.91,12.8,0.8372,5.088,2.675,?,4.956,?
11.23,12.82,0.8594,5.089,2.821,?,4.957,2
?,12.41,0.8648,4.899,2.787,4.975,4.794,2
?,?,0.839,5.046,2.717,5.398,5.045,2
?,12.86,0.8563,5.091,2.804,3.985,5.001,2
11.87,13.02,?,5.132,2.953,3.597,5.132,2
10.82,12.83,0.8256,5.18,?,4.853,5.089,?
12.11,13.27,0.8639,?,2.975,4.132,5.012,2
12.8,13.47,0.886,5.16,?,4.873,4.914,2
12.79,13.53,?,5.224,3.054,5.483,4.958,2
?,13.78,0.8849,5.32,3.128,4.67,5.091,?
?,?,0.8481,5.41,2.911,?,?,2
12.76,13.38,0.8964,5.073,3.155,2.828,4.83,2
12.38,13.44,?,?,2.989,5.472,5.045,?
12.67,13.32,?,4.984,3.135,2.3,4.745,2
11.18,12.72,0.868,?,2.81,4.051,4.828,2
12.7,13.41,0.8874,5.183,3.091,8.456,5.0,2
12.37,13.47,?,5.204,2.96,3.919,?,?
12.19,13.2,0.8783,5.137,2.981,3.631,4.87,2
11.23,12.88,0.8511,5.14,2.795,?,?,2
13.2,?,0.8883,5.236,3.232,8.315,5.056,?
11.84,13.21,0.8521,5.175,2.836,3.598,5.044,?
12.3,13.34,?,5.243,2.974,5.637,?,2
