@relation dataset

@attribute class {1, 2, 3}
@attribute Alcohol real
@attribute Malic_acid real
@attribute Ash real
@attribute Alcalinity_of_ash real
@attribute Magnesium real
@attribute Total_phenols real
@attribute Flavanoids real
@attribute Nonflavanoid_phenols real
@attribute Proanthocyanins real
@attribute Color_intensity real
@attribute Hue real
@attribute OD280_OD315_of_diluted_wines real
@attribute Proline real


@data
1,?,1.6,2.52,?,95.0,2.48,?,?,?,3.93,1.09,3.63,1015.0
?,?,1.81,?,20.0,96.0,2.53,2.61,0.28,1.66,?,1.12,3.82,?
?,13.05,?,?,25.0,?,?,?,0.47,1.92,3.58,?,?,830.0
?,?,1.77,?,?,93.0,?,2.94,?,1.45,?,0.92,3.22,?
1,13.3,?,2.14,17.0,94.0,2.4,2.19,0.27,?,3.95,1.02,?,1285.0
1,?,1.9,?,?,107.0,?,2.97,0.37,1.76,?,?,?,915.0
?,14.02,?,?,16.0,?,?,?,0.26,?,4.7,1.04,?,?
?,?,?,?,22.5,101.0,3.0,?,0.29,?,?,?,2.71,1285.0
1,?,?,?,19.1,106.0,?,3.19,0.22,?,6.9,1.09,2.88,1515.0
?,13.68,1.83,2.36,?,104.0,2.42,?,?,1.97,?,?,?,990.0
1,?,1.53,?,19.5,132.0,2.95,?,?,?,5.4,1.25,?,1235.0
?,13.51,1.8,2.65,19.0,110.0,2.35,2.53,?,?,4.2,?,?,1095.0
1,13.48,1.81,2.41,?,100.0,2.7,?,?,?,5.1,1.04,?,?
1,13.28,1.64,?,15.5,110.0,?,?,0.34,?,4.6,1.09,2.78,?
1,13.05,1.65,2.55,18.0,?,2.45,?,0.29,1.44,4.25,?,?,1105.0
?,13.07,1.5,2.1,?,98.0,?,2.64,0.28,?,3.7,1.18,2.69,1020.0
?,?,?,2.51,13.2,128.0,3.0,3.04,0.2,2.08,?,0.89,?,?
1,?,?,2.31,?,117.0,?,?,?,?,6.13,?,3.38,?
1,13.41,?,2.12,?,?,2.45,?,?,1.48,?,?,3.0,?
1,13.88,?,2.59,15.0,101.0,?,3.56,0.17,1.7,5.43,0.88,3.56,?
?,13.24,3.98,?,?,103.0,2.64,2.63,0.32,1.66,4.36,?,?,?
1,?,1.77,?,?,?,3.0,?,?,2.03,5.04,?,3.35,885.0
?,?,?,2.44,18.9,111.0,2.85,2.65,?,?,?,?,?,1080.0
?,?,3.59,?,16.0,102.0,3.25,?,?,2.19,4.9,?,?,?
1,13.9,?,?,16.0,?,3.1,3.39,0.21,2.14,?,?,?,985.0
?,14.1,2.02,2.4,18.8,103.0,?,2.92,0.32,?,6.2,1.07,2.75,1060.0
?,?,1.73,2.27,17.4,108.0,2.88,?,0.32,2.08,?,1.12,?,?
?,?,?,2.04,12.4,92.0,2.72,3.27,0.17,?,7.2,1.12,2.91,1150.0
1,?,?,?,17.2,94.0,2.45,2.99,?,2.29,?,1.24,3.37,1265.0
?,13.82,1.75,?,14.0,?,?,?,0.32,1.87,?,?,3.26,?
1,?,1.9,?,?,115.0,3.0,?,0.39,1.68,?,1.13,?,?
1,13.74,1.67,2.25,16.4,118.0,?,?,?,1.62,5.85,0.92,?,?
1,13.56,?,2.46,20.5,116.0,?,?,0.2,?,6.25,0.98,3.03,?
1,?,1.7,2.3,16.3,118.0,3.2,3.0,?,2.03,6.38,0.94,3.31,970.0
1,13.29,1.97,?,?,?,3.0,?,?,1.66,6.0,1.07,2.84,?
?,13.72,1.43,2.5,16.7,?,3.4,?,0.19,?,?,?,2.87,1285.0
2,12.37,0.94,?,?,88.0,?,?,?,0.42,?,1.05,?,?
?,12.33,?,?,16.0,?,2.05,?,0.63,?,?,?,1.67,680.0
?,?,1.36,?,?,100.0,?,1.41,0.53,?,?,0.98,1.59,450.0
2,13.67,1.25,1.92,18.0,?,2.1,1.79,?,0.73,?,?,2.46,?
2,?,1.13,?,19.0,87.0,3.5,?,0.19,1.87,4.45,?,2.87,420.0
2,12.17,?,?,19.0,104.0,?,1.75,?,1.03,?,1.45,?,?
?,12.37,1.21,2.56,18.1,?,2.42,2.65,?,2.08,?,1.19,2.3,678.0
?,?,1.01,1.7,15.0,78.0,?,3.18,?,?,5.3,1.12,3.18,502.0
2,12.37,?,?,?,?,?,2.0,0.27,?,4.68,1.12,3.48,?
2,13.34,0.94,?,?,?,?,?,?,0.42,3.17,?,?,?
2,12.21,1.19,1.75,16.8,151.0,1.85,?,0.14,2.5,2.85,1.28,?,718.0
2,12.29,?,?,20.4,103.0,1.1,1.02,0.37,?,3.05,?,?,?
?,?,1.51,?,25.0,86.0,2.95,?,0.21,?,3.38,1.36,3.16,410.0
2,13.49,1.66,2.24,24.0,?,?,1.84,0.27,?,?,0.98,2.78,?
?,?,?,?,?,139.0,3.3,?,0.21,1.96,3.35,?,3.5,?
?,11.96,1.09,2.3,?,?,?,?,0.13,1.65,3.21,0.99,?,?
2,11.66,1.88,?,?,97.0,1.61,1.57,0.34,1.15,?,?,2.14,?
2,?,?,1.71,?,?,?,2.03,0.24,1.46,4.6,1.19,2.48,?
2,11.84,2.89,?,18.0,112.0,1.72,?,?,0.95,2.65,?,2.52,500.0
?,12.33,0.99,?,?,136.0,1.9,1.85,0.35,2.76,3.4,?,?,?
?,12.7,3.87,?,23.0,?,2.83,?,0.43,1.95,2.57,1.19,3.13,463.0
2,12.0,0.92,2.0,19.0,?,?,?,0.3,1.43,2.5,?,?,278.0
?,12.72,?,2.2,?,86.0,2.2,2.53,?,1.77,?,?,3.14,714.0
2,12.08,?,?,?,78.0,2.0,?,0.4,1.4,?,1.31,?,630.0
?,?,3.86,2.32,22.5,85.0,1.65,1.59,0.61,?,?,0.84,2.01,515.0
2,11.84,?,2.58,18.0,94.0,2.2,2.21,0.22,?,3.05,?,3.08,520.0
2,?,0.98,2.24,18.0,?,2.2,1.94,?,1.46,2.62,1.23,3.16,450.0
2,12.16,1.61,2.31,?,?,1.78,1.69,?,?,2.45,1.33,2.26,?
2,?,1.67,?,?,88.0,1.92,?,0.4,1.34,2.6,1.36,?,?
?,?,2.06,2.46,?,?,?,1.69,?,1.35,2.8,?,2.75,680.0
2,?,?,2.3,23.6,70.0,2.2,?,0.42,?,1.74,1.07,3.21,?
2,?,?,2.32,?,81.0,?,1.5,0.52,?,2.4,1.08,2.27,480.0
2,?,1.51,?,22.0,?,?,?,0.5,1.63,?,1.05,?,?
2,?,1.53,2.26,20.7,80.0,?,1.46,0.58,1.62,3.05,?,2.06,495.0
?,12.29,?,?,18.0,88.0,?,2.25,0.25,1.99,?,?,3.3,?
2,?,1.99,2.28,18.0,98.0,3.02,2.26,?,1.35,3.25,?,?,?
?,12.47,?,2.2,19.0,162.0,?,?,0.32,?,2.6,1.16,?,937.0
2,11.81,2.12,?,21.5,134.0,?,?,0.14,1.56,2.5,0.95,?,?
2,12.29,?,1.98,16.0,85.0,2.55,2.5,0.29,1.77,2.9,1.23,?,?
2,12.37,1.07,2.1,?,?,3.52,?,0.24,?,4.5,1.04,2.77,660.0
2,12.29,?,?,?,88.0,?,2.99,0.45,?,2.3,1.42,2.83,406.0
2,12.08,2.08,1.7,17.5,?,2.23,2.17,?,1.4,?,1.27,?,710.0
2,12.6,1.34,1.9,18.5,?,?,1.36,0.29,1.35,2.45,1.04,2.77,562.0
?,?,2.45,?,21.0,?,2.56,?,0.34,1.31,2.8,?,3.38,438.0
2,?,1.72,1.88,19.5,86.0,2.5,?,0.37,1.42,?,?,2.44,?
?,12.51,?,?,?,85.0,?,1.92,?,?,2.94,1.04,3.57,?
2,12.42,?,2.27,22.0,?,1.68,1.84,?,1.42,2.7,0.86,3.3,?
2,?,1.73,2.12,19.0,?,1.65,?,?,?,?,1.0,3.17,510.0
?,12.72,1.75,2.28,?,?,?,1.76,0.48,1.63,3.3,0.88,2.42,488.0
?,12.22,1.29,?,19.0,?,?,?,?,2.08,2.7,0.86,3.02,312.0
2,?,1.35,2.7,20.0,?,2.74,2.92,?,2.49,?,?,?,680.0
?,11.46,?,?,19.5,107.0,3.18,?,?,?,2.9,?,2.81,562.0
?,12.52,2.43,2.17,?,?,2.55,2.27,0.26,1.22,?,?,2.78,?
2,?,2.68,?,20.0,103.0,1.75,2.03,0.6,?,3.8,1.23,2.5,607.0
2,?,0.74,2.5,?,?,2.48,2.01,?,?,?,?,2.31,?
2,?,1.39,2.5,22.5,?,?,2.29,?,1.04,2.9,0.93,?,?
2,?,?,2.2,21.5,?,?,?,0.52,?,?,?,2.87,407.0
?,?,1.47,?,?,86.0,?,1.6,0.3,1.53,1.95,0.95,3.33,495.0
?,?,1.61,2.19,22.5,?,2.0,2.09,0.34,1.61,2.06,?,2.96,345.0
?,12.77,?,1.98,16.0,80.0,?,1.25,0.43,0.83,3.4,?,?,372.0
2,?,?,2.0,19.0,?,?,1.64,0.37,?,?,0.93,?,564.0
2,?,?,?,20.0,96.0,2.9,2.79,?,1.83,?,0.8,3.39,625.0
?,11.56,2.05,3.23,28.5,?,3.18,5.08,0.47,1.87,6.0,0.93,3.69,?
2,?,4.43,2.73,26.5,102.0,2.2,2.13,?,?,2.08,0.92,3.12,365.0
?,13.05,?,2.13,?,?,?,2.65,0.3,?,2.6,?,3.1,380.0
2,?,?,2.39,21.0,82.0,2.86,?,?,2.91,?,?,3.64,380.0
?,12.07,2.16,2.17,?,85.0,2.6,2.65,0.37,?,2.76,?,?,?
2,?,1.53,?,?,86.0,?,3.15,0.39,1.77,3.94,?,?,352.0
2,?,?,2.78,28.5,?,2.13,2.24,0.58,1.76,?,?,?,?
2,12.37,?,?,24.5,?,2.22,?,?,1.9,2.12,?,?,342.0
2,12.04,?,2.38,?,80.0,?,?,?,1.35,2.6,0.79,?,580.0
?,12.86,?,2.32,18.0,122.0,?,?,0.21,?,?,0.76,1.29,?
?,12.88,?,?,?,104.0,?,1.22,0.24,0.83,?,?,1.42,?
3,12.81,?,2.4,24.0,98.0,?,?,0.27,0.83,5.7,0.66,?,?
3,?,3.55,?,21.5,106.0,1.7,?,?,?,5.0,?,?,?
3,?,1.24,2.25,17.5,85.0,2.0,?,?,1.25,5.45,0.75,?,650.0
?,?,?,?,?,?,1.62,0.66,?,?,?,0.73,?,695.0
3,?,?,2.54,21.0,89.0,1.38,0.47,?,?,3.85,0.75,1.27,?
3,12.53,?,2.64,?,96.0,1.79,?,0.63,?,?,?,1.69,515.0
?,13.49,?,2.19,?,?,1.62,?,?,0.88,?,?,1.82,580.0
?,12.84,?,2.61,24.0,101.0,2.32,0.6,0.53,?,4.92,0.89,?,?
3,12.93,?,?,21.0,?,1.54,0.5,0.53,0.75,?,?,?,?
?,?,?,2.35,20.0,89.0,?,0.5,0.37,0.64,5.6,?,2.47,?
?,13.52,3.17,?,?,?,1.55,?,0.5,0.55,4.35,0.89,2.06,520.0
?,?,4.95,?,20.0,92.0,?,0.8,0.47,?,?,0.91,2.05,?
?,?,3.88,?,18.5,112.0,?,0.78,0.29,?,8.21,?,?,855.0
3,13.16,3.57,2.15,21.0,?,?,?,0.43,1.3,?,0.6,1.68,?
3,13.88,5.04,?,20.0,80.0,?,0.34,?,?,4.9,0.58,?,415.0
3,12.87,?,?,21.5,86.0,?,?,0.47,0.86,7.65,?,1.86,625.0
3,13.32,?,2.38,21.5,92.0,1.93,0.76,0.45,?,?,0.55,?,650.0
?,13.08,3.9,2.36,21.5,113.0,?,1.39,?,?,9.4,?,1.33,?
3,13.5,3.12,?,24.0,123.0,1.4,1.57,?,?,?,0.59,1.3,?
3,12.79,?,2.48,22.0,112.0,1.48,1.36,0.24,?,10.8,0.48,1.47,480.0
3,?,?,?,25.5,116.0,2.2,?,0.26,1.56,7.1,0.61,1.33,425.0
3,13.23,3.3,?,?,98.0,?,0.83,0.61,1.87,?,0.56,1.51,?
?,12.58,1.29,2.1,?,103.0,?,?,0.53,1.4,?,?,?,?
3,13.17,?,?,22.0,?,?,?,?,?,7.9,0.6,?,?
?,?,?,2.38,19.5,?,1.8,0.83,0.48,1.56,9.01,0.57,1.64,480.0
3,?,3.03,?,27.0,?,?,0.58,0.63,?,7.5,0.67,?,880.0
?,14.34,?,2.7,25.0,?,2.8,?,0.53,?,13.0,0.57,1.96,?
?,13.48,1.67,?,22.5,89.0,?,1.1,0.52,?,?,?,?,?
3,?,3.83,2.38,21.0,?,2.3,?,0.5,1.04,?,0.56,1.58,?
3,13.69,?,2.54,?,?,1.83,0.56,?,?,?,0.96,?,?
3,?,3.27,2.58,?,106.0,1.65,0.6,0.6,?,?,?,?,?
3,12.96,?,2.35,18.5,?,1.39,0.7,?,0.94,?,0.68,1.75,675.0
?,13.78,?,2.3,22.0,?,1.35,?,0.41,1.03,?,0.7,1.68,615.0
3,13.73,?,2.26,?,88.0,1.28,?,0.52,?,?,0.78,?,?
?,13.45,?,2.6,23.0,111.0,1.7,0.92,0.43,1.46,10.68,?,1.56,?
3,12.82,3.37,2.3,19.5,?,1.48,0.66,?,?,10.26,0.72,1.75,685.0
?,?,2.58,2.69,24.5,105.0,1.55,0.84,?,1.54,8.66,?,?,750.0
?,13.4,4.6,2.86,25.0,?,1.98,?,?,?,?,0.67,?,?
3,12.2,?,2.32,?,?,1.25,?,?,?,5.5,0.66,?,?
?,?,2.39,?,19.5,86.0,1.39,0.51,?,0.64,9.899999,0.57,1.63,?
3,?,2.51,2.48,20.0,?,?,0.7,?,?,?,0.62,?,660.0
?,?,?,2.45,20.5,?,1.68,0.61,?,1.06,7.7,0.64,1.74,740.0
?,?,3.91,2.48,?,102.0,1.8,?,0.43,?,7.3,0.7,1.56,750.0
3,13.27,?,?,20.0,120.0,?,0.69,?,1.35,10.2,0.59,1.56,835.0
?,13.17,2.59,2.37,?,120.0,1.65,0.68,0.53,1.46,?,?,?,840.0
?,?,?,2.74,?,?,?,?,?,1.35,9.2,0.61,?,560.0
