@relation dataset

@attribute class {0, 1, 2}
@attribute Alcohol real
@attribute Malic_acid real
@attribute Ash real
@attribute Alcalinity_of_ash real
@attribute Magnesium real
@attribute Total_phenols real
@attribute Flavanoids real
@attribute Nonflavanoid_phenols real
@attribute Proanthocyanins real
@attribute Color_intensity real
@attribute Hue real
@attribute OD280_OD315_of_diluted_wines real
@attribute Proline real


@data
0,?,1.68,2.12,?,101.0,?,3.39,0.21,2.14,?,?,3.33,?
0,?,?,?,18.8,?,?,?,?,?,?,1.07,2.75,1060.0
0,13.94,?,?,?,108.0,2.88,3.54,0.32,2.08,8.9,1.12,3.1,1260.0
?,?,1.73,?,12.4,92.0,2.72,3.27,?,?,7.2,1.12,2.91,1150.0
?,13.83,?,2.6,17.2,?,2.45,2.99,?,2.29,5.6,?,3.37,?
?,13.82,?,2.42,?,?,?,3.74,0.32,?,?,?,3.26,1190.0
?,?,1.9,2.68,17.1,?,?,2.79,0.39,1.68,6.3,1.13,?,1375.0
?,13.74,1.67,2.25,?,118.0,2.6,?,?,?,5.85,0.92,?,1060.0
0,?,?,2.46,?,116.0,2.96,2.78,?,?,6.25,?,3.03,1120.0
?,14.22,?,2.3,?,?,?,3.0,0.26,?,6.38,0.94,?,?
?,?,1.97,2.68,16.8,102.0,3.0,?,0.31,?,6.0,1.07,2.84,1270.0
?,13.72,1.43,2.5,?,?,3.4,3.67,?,2.04,6.8,0.89,2.87,?
1,12.37,0.94,?,?,88.0,?,0.57,0.28,0.42,1.95,?,1.82,520.0
1,?,?,2.28,?,?,2.05,1.09,0.63,?,?,?,?,680.0
1,?,?,2.02,16.8,100.0,2.02,?,0.53,?,5.75,0.98,1.59,450.0
1,13.67,1.25,1.92,18.0,94.0,2.1,?,0.32,?,3.8,1.23,2.46,630.0
1,?,1.13,2.16,?,87.0,?,?,0.19,?,4.45,?,?,420.0
1,12.17,1.45,2.53,?,104.0,1.89,1.75,?,?,2.95,1.45,?,355.0
1,12.37,1.21,2.56,18.1,98.0,2.42,2.65,0.37,2.08,4.6,1.19,?,678.0
?,?,?,1.7,?,?,?,3.18,?,2.28,?,?,3.18,502.0
?,12.37,1.17,1.92,?,78.0,2.11,?,0.27,1.04,4.68,1.12,3.48,510.0
1,13.34,?,2.36,17.0,?,2.53,1.3,0.55,?,3.17,1.02,?,750.0
?,12.21,?,1.75,16.8,151.0,?,1.28,0.14,2.5,?,?,3.07,?
1,12.29,?,2.21,20.4,?,1.1,1.02,0.37,1.46,3.05,0.906,1.82,870.0
?,13.86,1.51,?,?,86.0,?,2.86,?,1.87,3.38,?,3.16,410.0
1,?,1.66,?,?,87.0,1.88,1.84,0.27,1.03,3.74,0.98,?,472.0
?,12.99,?,2.6,?,139.0,3.3,2.89,0.21,1.96,3.35,1.31,?,985.0
1,11.96,1.09,2.3,21.0,101.0,3.38,2.14,?,?,3.21,?,3.13,?
1,11.66,1.88,1.92,16.0,97.0,1.61,1.57,0.34,?,3.8,1.23,?,?
1,13.03,?,1.71,16.0,86.0,1.95,?,0.24,1.46,?,?,?,392.0
1,11.84,2.89,?,18.0,112.0,1.72,1.32,?,?,2.65,?,?,?
1,12.33,0.99,?,14.8,136.0,1.9,1.85,?,?,3.4,1.06,2.31,?
?,12.7,?,?,?,101.0,?,2.55,0.43,?,2.57,?,?,?
1,12.0,?,2.0,?,86.0,?,2.26,0.3,?,?,1.38,3.12,?
1,12.72,1.81,2.2,18.8,?,?,2.53,?,?,?,1.16,3.14,?
1,?,1.13,2.51,24.0,?,2.0,?,0.4,?,?,1.31,?,630.0
1,?,?,2.32,22.5,85.0,?,?,?,?,4.8,?,2.01,515.0
1,11.84,?,2.58,18.0,?,?,?,?,2.35,?,?,3.08,?
?,12.67,?,2.24,?,99.0,2.2,?,0.3,1.46,2.62,?,3.16,?
1,12.16,?,?,22.8,?,?,1.69,0.43,?,2.45,?,2.26,495.0
?,?,?,?,26.0,88.0,1.92,1.61,0.4,?,2.6,?,3.21,562.0
?,?,?,?,21.6,84.0,1.95,1.69,0.48,1.35,2.8,?,2.75,?
?,?,1.33,2.3,23.6,70.0,?,1.59,0.42,1.38,?,1.07,3.21,?
1,?,?,?,18.5,?,?,?,?,1.64,?,?,2.27,?
?,?,?,2.42,22.0,86.0,1.45,?,?,?,3.6,1.05,?,?
1,12.69,1.53,2.26,?,80.0,1.38,?,?,1.62,3.05,?,2.06,?
1,?,?,?,?,?,?,2.25,0.25,?,2.15,?,3.3,?
?,11.62,?,2.28,?,98.0,?,2.26,0.17,1.35,3.25,1.16,?,345.0
1,?,?,2.2,19.0,162.0,?,?,?,3.28,?,1.16,2.63,937.0
?,11.81,2.12,2.74,?,134.0,1.6,0.99,0.14,1.56,?,?,2.26,625.0
1,12.29,1.41,?,16.0,85.0,2.55,2.5,?,1.77,2.9,1.23,?,428.0
1,?,1.07,2.1,?,88.0,3.52,3.75,0.24,?,?,?,2.77,?
?,12.29,3.17,2.21,18.0,?,?,2.99,?,2.81,?,?,2.83,406.0
1,12.08,2.08,?,?,97.0,?,?,0.26,1.4,3.3,1.27,2.96,710.0
1,?,1.34,?,18.5,88.0,1.45,1.36,0.29,?,?,?,2.77,562.0
?,?,2.45,?,?,98.0,?,?,?,?,2.8,0.8,3.38,438.0
?,11.82,?,1.88,19.5,?,2.5,1.64,?,?,2.06,?,?,415.0
1,12.51,?,1.98,?,85.0,?,?,?,1.48,2.94,?,?,672.0
1,12.42,?,2.27,22.0,90.0,1.68,1.84,?,1.42,2.7,?,3.3,315.0
1,12.25,1.73,?,19.0,80.0,?,2.03,0.37,1.63,3.4,?,3.17,?
?,?,?,2.28,?,?,1.38,1.76,?,1.63,?,?,2.42,488.0
?,?,1.29,?,19.0,92.0,2.36,2.04,0.39,2.08,2.7,?,3.02,312.0
1,11.61,1.35,?,?,94.0,2.74,2.92,0.29,?,2.65,?,?,680.0
?,11.46,3.74,?,19.5,?,3.18,?,?,?,?,0.75,2.81,562.0
?,?,?,2.17,21.0,?,2.55,2.27,0.26,1.22,?,0.9,?,?
1,?,?,?,20.0,?,?,2.03,0.6,?,?,?,2.5,607.0
?,?,0.74,?,21.0,88.0,2.48,?,0.42,1.44,3.08,?,?,434.0
1,12.08,?,2.5,22.5,?,?,?,0.43,1.04,?,?,?,385.0
1,11.03,1.51,2.2,?,?,2.46,2.17,0.52,?,1.9,?,?,?
1,11.82,?,1.99,20.8,86.0,1.98,1.6,?,?,1.95,?,?,495.0
1,?,1.61,?,22.5,?,2.0,?,?,1.61,?,?,?,?
1,12.77,3.43,1.98,?,?,1.63,1.25,?,?,?,0.7,2.12,372.0
1,?,3.43,2.0,19.0,87.0,?,1.64,0.37,1.87,1.28,?,3.05,564.0
1,?,2.4,?,?,?,2.9,2.79,0.32,?,?,0.8,3.39,625.0
?,11.56,2.05,?,?,119.0,3.18,5.08,0.47,?,?,0.93,3.69,?
?,12.42,?,2.73,26.5,102.0,?,2.13,0.43,1.71,?,?,3.12,365.0
1,13.05,5.8,?,21.5,86.0,2.62,2.65,?,?,2.6,0.73,?,?
1,11.87,?,?,?,?,?,?,0.21,2.91,2.8,0.75,3.64,?
1,?,2.16,2.17,21.0,?,2.6,?,0.37,1.35,?,?,3.28,?
1,?,1.53,2.29,21.5,?,2.74,?,?,?,?,0.69,2.84,352.0
1,?,2.13,2.78,28.5,92.0,2.13,?,?,1.76,?,0.97,?,466.0
?,?,?,2.3,?,?,?,?,?,?,2.12,0.89,2.78,342.0
1,12.04,4.3,2.38,22.0,?,2.1,?,?,?,2.6,0.79,?,?
2,?,1.35,?,18.0,122.0,?,1.25,0.21,?,4.1,0.76,?,630.0
2,12.88,2.99,2.4,20.0,104.0,1.3,?,?,?,5.4,?,?,530.0
2,12.81,2.31,2.4,24.0,98.0,?,1.09,0.27,?,?,0.66,?,?
2,12.7,3.55,2.36,21.5,?,?,1.2,0.17,?,5.0,?,1.29,600.0
?,?,?,2.25,17.5,85.0,?,0.58,?,1.25,5.45,?,?,?
2,?,?,2.2,18.5,?,1.62,0.66,?,0.94,7.1,?,1.58,?
?,?,4.72,?,?,89.0,1.38,?,?,0.8,3.85,?,1.27,720.0
2,12.53,?,?,25.0,96.0,1.79,0.6,0.63,1.1,?,0.82,1.69,515.0
2,13.49,?,?,?,?,1.62,?,?,0.88,5.7,?,1.82,580.0
?,?,2.96,?,?,101.0,2.32,?,?,0.81,4.92,0.89,2.15,590.0
2,?,2.81,2.7,21.0,?,1.54,0.5,?,0.75,4.6,?,2.31,?
2,13.36,2.56,?,?,89.0,?,0.5,0.37,?,?,0.7,2.47,?
2,13.52,3.17,2.72,23.5,?,?,0.52,0.5,?,4.35,?,2.06,?
?,13.62,4.95,2.35,?,92.0,2.0,0.8,0.47,1.02,4.4,0.91,2.05,550.0
2,?,3.88,?,18.5,112.0,1.38,0.78,?,1.14,?,?,?,855.0
?,13.16,?,2.15,?,102.0,1.5,0.55,?,1.3,4.0,0.6,1.68,830.0
2,13.88,5.04,2.23,20.0,?,0.98,0.34,?,0.68,?,0.58,1.33,415.0
2,12.87,4.61,2.48,?,86.0,1.7,?,?,0.86,7.65,0.54,?,?
?,?,3.24,2.38,?,92.0,?,0.76,?,?,8.42,0.55,?,650.0
?,13.08,?,?,?,?,?,1.39,0.34,1.14,9.4,0.57,1.33,?
2,?,?,?,24.0,?,1.4,1.57,?,1.25,8.6,0.59,1.3,500.0
2,12.79,?,?,22.0,112.0,1.48,1.36,?,?,10.8,0.48,1.47,480.0
?,13.11,?,2.75,25.5,116.0,2.2,1.28,0.26,1.56,7.1,0.61,1.33,425.0
2,13.23,3.3,2.28,?,98.0,1.8,0.83,0.61,1.87,?,?,?,675.0
2,12.58,?,2.1,20.0,103.0,1.48,?,0.53,?,?,0.58,1.55,640.0
?,?,5.19,2.32,22.0,?,?,0.63,0.61,1.55,7.9,0.6,1.48,725.0
?,?,?,2.38,19.5,?,?,0.83,0.48,?,?,?,1.64,?
2,12.45,?,?,27.0,?,1.9,?,0.63,?,7.5,0.67,?,?
?,?,1.68,?,?,98.0,?,1.31,?,2.7,?,?,1.96,?
?,?,1.67,?,?,?,?,1.1,0.52,?,?,0.57,1.78,?
?,?,?,2.38,?,88.0,?,?,?,?,7.65,0.56,1.58,520.0
2,13.69,3.26,2.54,20.0,107.0,1.83,0.56,0.5,0.8,?,0.96,1.82,?
?,12.85,3.27,?,?,106.0,?,0.6,0.6,0.96,?,0.87,2.11,570.0
2,12.96,?,2.35,?,106.0,?,0.7,0.4,0.94,?,?,1.75,675.0
?,?,2.76,?,?,90.0,?,0.68,?,1.03,?,?,1.68,615.0
2,13.73,?,2.26,?,88.0,1.28,0.47,?,?,6.62,0.78,1.75,?
?,13.45,3.7,2.6,23.0,111.0,?,?,?,?,?,?,1.56,?
?,12.82,?,?,19.5,?,1.48,?,0.4,0.97,10.26,?,1.75,685.0
?,?,2.58,2.69,24.5,105.0,?,0.84,0.39,?,8.66,0.74,1.8,750.0
?,13.4,4.6,2.86,25.0,?,?,?,?,1.11,8.5,0.67,1.92,?
?,12.2,?,2.32,?,96.0,1.25,?,0.4,?,?,0.66,?,510.0
2,?,2.39,?,19.5,?,?,?,?,0.64,?,0.57,?,?
?,14.16,2.51,2.48,?,91.0,?,0.7,?,1.24,9.7,?,1.71,660.0
2,13.71,5.65,2.45,?,95.0,1.68,0.61,0.52,1.06,7.7,0.64,?,740.0
2,13.4,3.91,?,23.0,?,?,?,?,?,?,?,1.56,750.0
?,?,?,2.26,?,?,?,0.69,?,1.35,?,0.59,1.56,?
?,13.17,2.59,?,?,?,?,?,?,?,?,0.6,?,?
2,14.13,4.1,2.74,?,96.0,?,0.76,0.56,1.35,9.2,?,?,?
