@relation dataset

@attribute class {1, 2, 3}
@attribute Alcohol real
@attribute Malic_acid real
@attribute Ash real
@attribute Alcalinity_of_ash real
@attribute Magnesium real
@attribute Total_phenols real
@attribute Flavanoids real
@attribute Nonflavanoid_phenols real
@attribute Proanthocyanins real
@attribute Color_intensity real
@attribute Hue real
@attribute OD280_OD315_of_diluted_wines real
@attribute Proline real


@data
2,?,?,2.23,18.0,112.0,1.72,1.32,0.43,?,2.65,0.96,2.52,?
2,?,?,1.95,14.8,136.0,?,?,0.35,?,3.4,1.06,?,?
2,12.7,?,2.4,23.0,?,?,2.55,0.43,1.95,2.57,1.19,3.13,463.0
2,12.0,?,2.0,?,?,2.42,?,0.3,1.43,?,1.38,?,?
2,?,?,2.2,?,86.0,2.2,2.53,0.26,1.77,?,1.16,3.14,714.0
?,?,1.13,2.51,24.0,?,2.0,1.58,0.4,1.4,2.2,1.31,?,?
2,13.05,?,2.32,22.5,85.0,1.65,1.59,?,1.62,4.8,0.84,?,?
2,?,0.89,?,18.0,94.0,2.2,2.21,?,?,?,0.79,?,520.0
2,12.67,?,2.24,?,99.0,2.2,?,?,?,?,?,?,450.0
2,12.16,?,2.31,?,90.0,?,?,0.43,1.56,2.45,1.33,2.26,?
2,11.65,1.67,2.62,26.0,?,?,1.61,?,?,?,?,?,?
2,?,2.06,2.46,21.6,84.0,?,1.69,0.48,?,2.8,1.0,?,680.0
?,12.08,?,2.3,?,70.0,?,1.59,?,?,1.74,1.07,3.21,?
2,?,1.83,2.32,?,81.0,?,1.5,0.52,?,2.4,1.08,2.27,480.0
?,12.0,?,2.42,?,86.0,?,1.25,0.5,?,?,?,?,450.0
?,?,1.53,2.26,20.7,?,?,?,?,1.62,3.05,0.96,2.06,495.0
?,12.29,2.83,?,?,88.0,2.45,2.25,?,1.99,2.15,?,3.3,290.0
2,?,1.99,2.28,18.0,98.0,3.02,2.26,?,1.35,?,1.16,2.96,345.0
2,12.47,1.52,2.2,19.0,162.0,?,?,0.32,3.28,2.6,1.16,?,937.0
?,11.81,?,2.74,?,?,1.6,?,?,?,2.5,0.95,2.26,625.0
?,?,1.41,1.98,16.0,85.0,2.55,2.5,0.29,1.77,?,1.23,?,428.0
2,?,1.07,2.1,18.5,88.0,3.52,3.75,0.24,1.95,4.5,1.04,2.77,?
2,12.29,3.17,2.21,18.0,?,?,2.99,?,2.81,2.3,1.42,?,406.0
2,?,?,1.7,17.5,?,?,?,0.26,?,3.3,1.27,2.96,?
2,?,?,?,?,?,1.45,1.36,0.29,1.35,2.45,?,?,?
2,?,2.45,2.46,21.0,?,2.56,?,?,?,?,?,?,438.0
2,?,1.72,?,19.5,?,2.5,?,0.37,1.42,2.06,?,2.44,?
2,12.51,1.73,?,20.5,85.0,?,1.92,0.32,1.48,2.94,1.04,3.57,?
?,12.42,2.55,?,?,90.0,1.68,1.84,0.66,1.42,?,0.86,?,315.0
2,12.25,1.73,?,19.0,80.0,?,2.03,0.37,?,3.4,1.0,3.17,510.0
?,?,?,?,22.5,84.0,?,1.76,0.48,?,3.3,?,2.42,488.0
2,12.22,?,1.94,19.0,92.0,2.36,2.04,0.39,2.08,2.7,?,3.02,?
?,11.61,1.35,?,?,?,2.74,2.92,?,2.49,2.65,?,?,680.0
?,11.46,3.74,1.82,19.5,107.0,?,?,0.24,?,?,0.75,?,?
2,?,?,2.17,?,88.0,?,2.27,0.26,1.22,2.0,?,2.78,325.0
2,11.76,?,2.92,20.0,?,?,2.03,?,?,?,1.23,2.5,607.0
?,?,0.74,2.5,21.0,88.0,?,2.01,?,?,3.08,1.1,2.31,434.0
?,?,?,2.5,22.5,84.0,2.56,?,0.43,1.04,?,0.93,3.19,385.0
2,11.03,1.51,2.2,?,85.0,?,?,?,2.01,?,1.71,2.87,407.0
2,11.82,1.47,1.99,20.8,?,?,1.6,0.3,?,1.95,0.95,?,495.0
2,?,?,?,?,?,2.0,2.09,0.34,?,2.06,?,?,345.0
2,?,3.43,1.98,16.0,?,1.63,1.25,0.43,0.83,?,0.7,2.12,372.0
?,?,?,2.0,19.0,87.0,2.0,1.64,?,1.87,?,0.93,3.05,564.0
2,11.45,2.4,?,20.0,96.0,?,2.79,0.32,1.83,3.25,0.8,?,625.0
?,?,?,?,28.5,?,3.18,5.08,?,?,6.0,?,?,?
?,?,4.43,2.73,26.5,102.0,2.2,2.13,?,1.71,?,?,?,?
?,13.05,?,?,21.5,86.0,2.62,2.65,0.3,2.01,2.6,0.73,?,?
2,?,?,?,21.0,82.0,2.86,?,?,2.91,2.8,?,3.64,?
?,12.07,2.16,?,?,?,2.6,?,?,1.35,2.76,0.86,3.28,?
?,12.43,?,?,?,86.0,?,?,?,1.77,?,?,2.84,?
?,11.79,?,?,?,?,2.13,2.24,0.58,?,3.0,0.97,?,466.0
?,12.37,1.63,2.3,?,?,2.22,?,0.4,1.9,?,?,2.78,?
?,?,4.3,?,22.0,80.0,2.1,1.75,0.42,?,?,0.79,?,580.0
?,12.86,1.35,2.32,18.0,122.0,1.51,1.25,0.21,?,?,?,1.29,?
?,12.88,2.99,2.4,?,104.0,?,1.22,0.24,?,5.4,?,1.42,?
3,12.81,2.31,2.4,24.0,?,?,1.09,0.27,0.83,?,0.66,1.36,?
?,12.7,3.55,?,21.5,106.0,?,1.2,0.17,?,?,0.78,?,600.0
?,?,1.24,?,17.5,?,?,0.58,0.6,1.25,5.45,?,?,?
3,?,?,2.2,?,94.0,?,?,0.63,?,7.1,0.73,?,695.0
3,12.25,4.72,2.54,21.0,89.0,?,?,0.53,0.8,3.85,?,1.27,720.0
?,12.53,5.51,2.64,25.0,?,1.79,0.6,?,1.1,?,0.82,1.69,?
?,?,?,?,?,88.0,?,?,0.58,?,?,?,1.82,580.0
?,?,2.96,?,24.0,101.0,?,?,0.53,0.81,?,?,2.15,?
?,12.93,2.81,?,?,?,1.54,0.5,0.53,0.75,4.6,?,2.31,600.0
?,13.36,2.56,2.35,?,?,1.4,0.5,?,0.64,5.6,?,?,?
?,13.52,?,2.72,23.5,?,?,?,0.5,0.55,4.35,?,?,520.0
3,13.62,?,2.35,20.0,?,2.0,0.8,0.47,1.02,4.4,?,2.05,?
3,12.25,3.88,2.2,?,112.0,1.38,0.78,0.29,1.14,8.21,0.65,2.0,855.0
?,?,3.57,?,?,?,1.5,0.55,?,1.3,?,0.6,1.68,830.0
3,?,5.04,?,20.0,?,0.98,?,0.4,0.68,4.9,?,1.33,415.0
?,12.87,4.61,2.48,21.5,86.0,1.7,0.65,0.47,0.86,7.65,0.54,?,?
3,?,?,?,21.5,?,?,?,?,1.25,?,?,1.62,650.0
?,13.08,3.9,?,21.5,113.0,?,?,?,?,9.4,?,1.33,?
?,?,3.12,?,24.0,123.0,1.4,?,?,1.25,?,0.59,1.3,500.0
3,?,2.67,?,?,?,1.48,1.36,0.24,1.26,10.8,0.48,?,?
?,13.11,?,2.75,25.5,?,2.2,1.28,?,1.56,?,0.61,1.33,?
3,13.23,3.3,2.28,18.5,98.0,?,?,0.61,?,?,0.56,?,?
?,12.58,?,2.1,20.0,?,1.48,?,0.53,1.4,7.6,0.58,?,640.0
?,?,5.19,2.32,?,93.0,?,?,0.61,1.55,7.9,0.6,1.48,?
?,?,4.12,?,19.5,89.0,1.8,0.83,0.48,?,?,0.57,1.64,480.0
?,12.45,3.03,?,27.0,97.0,1.9,?,0.63,1.14,?,0.67,1.73,880.0
?,?,1.68,2.7,25.0,?,?,1.31,0.53,2.7,13.0,?,1.96,660.0
?,13.48,1.67,2.64,22.5,89.0,2.6,?,?,?,11.75,0.57,1.78,620.0
3,12.36,3.83,2.38,21.0,88.0,2.3,?,0.5,1.04,?,0.56,1.58,?
?,?,3.26,?,?,107.0,1.83,0.56,?,0.8,5.88,?,1.82,680.0
?,?,?,2.58,22.0,106.0,1.65,0.6,?,?,5.58,?,2.11,?
?,?,?,?,18.5,106.0,1.39,?,0.4,0.94,?,0.68,?,675.0
3,13.78,2.76,2.3,22.0,?,?,0.68,0.41,?,9.58,?,?,615.0
?,?,?,?,22.5,?,1.28,?,?,1.15,?,0.78,?,?
?,13.45,3.7,?,23.0,?,1.7,?,?,1.46,10.68,?,1.56,?
3,?,3.37,?,19.5,?,1.48,0.66,0.4,?,?,?,?,?
?,13.58,2.58,2.69,?,105.0,1.55,?,0.39,1.54,8.66,?,1.8,?
?,13.4,4.6,2.86,25.0,112.0,1.98,0.96,0.27,1.11,8.5,0.67,?,?
3,?,3.03,?,?,96.0,?,0.49,?,0.73,5.5,0.66,1.83,510.0
3,12.77,?,2.28,?,?,1.39,0.51,?,0.64,?,0.57,?,470.0
?,?,?,2.48,?,?,?,0.7,0.44,1.24,?,?,1.71,?
3,?,?,?,20.5,95.0,1.68,0.61,0.52,1.06,7.7,?,1.74,740.0
3,13.4,3.91,2.48,23.0,102.0,?,?,0.43,?,7.3,?,1.56,750.0
?,13.27,4.28,?,?,?,?,0.69,?,1.35,10.2,?,?,835.0
?,?,2.59,?,?,120.0,?,0.68,?,?,9.3,0.6,?,?
3,14.13,?,2.74,24.5,96.0,?,0.76,0.56,1.35,9.2,0.61,?,?
