@relation dataset

@attribute V1 real
@attribute V2 real
@attribute V3 real
@attribute V4 real
@attribute V5 real
@attribute V6 real
@attribute V7 real
@attribute V8 real
@attribute V9 real
@attribute V10 real
@attribute V11 real
@attribute V12 real
@attribute V13 real
@attribute V14 real
@attribute V15 real
@attribute V16 real
@attribute V17 real
@attribute V18 real
@attribute V19 real
@attribute V20 real
@attribute V21 real
@attribute V22 real
@attribute V23 real
@attribute V24 real
@attribute V25 real
@attribute V26 real
@attribute V27 real
@attribute V28 real
@attribute V29 real
@attribute V30 real
@attribute V31 real
@attribute V32 real
@attribute V33 real
@attribute V34 real
@attribute V35 real
@attribute V36 real
@attribute V37 real
@attribute V38 real
@attribute V39 real
@attribute V40 real
@attribute V41 real
@attribute class {1, 2}


@data
5.04,?,?,?,1.0,0.0,2.0,41.2,0.0,?,3.0,-1.29,3.483,1.258,?,8.0,?,?,0.0,?,0.0,?,?,?,0.0,?,2.323,0.005,?,30.959,1.711,0.0,1.0,?,1.0,3.888,?,1.0,8.706,0.0,?,?
4.91,2.7414,?,0.0,0.0,0.0,?,52.9,0.0,2.0,0.0,-0.302,3.364,?,10.06,5.0,?,1.098,0.0,0.0,0.0,1.279,3.0,0.0,0.0,?,2.333,0.004,0.0,10.717,1.207,0.0,1.0,?,0.0,3.767,2.5,0.0,?,?,0.0,?
3.618,2.1906,0.0,0.0,0.0,?,0.0,29.4,2.0,?,0.0,0.0,2.333,?,7.853,0.0,0.959,?,0.0,?,0.0,1.178,?,?,?,?,?,0.294,0.0,0.0,2.094,0.0,0.0,?,?,2.794,1.7,0.0,6.333,?,0.0,2
?,2.6272,?,0.0,?,?,0.0,30.0,3.0,0.0,?,0.0,2.523,1.459,8.755,0.0,0.959,1.145,0.0,0.0,?,?,0.0,?,0.0,0.0,?,-0.181,0.0,0.0,2.052,?,0.0,0.0,0.0,2.998,?,0.0,6.77,?,0.0,2
3.732,2.3391,0.0,0.0,?,0.0,0.0,30.0,?,?,0.0,0.0,2.511,1.585,?,0.0,0.959,1.145,0.0,0.0,?,1.196,?,0.0,0.0,0.0,?,-0.181,0.0,?,2.488,0.0,0.0,?,0.0,2.846,1.667,0.0,6.557,0.0,?,?
3.879,?,0.0,0.0,0.0,?,0.0,?,2.0,0.0,0.0,?,2.908,2.281,?,0.0,0.96,?,0.0,0.0,0.0,1.202,0.0,0.0,0.0,0.0,1.902,0.036,0.0,?,3.685,0.0,0.0,?,0.0,2.924,1.611,0.0,?,?,?,2
3.942,2.7719,1.0,0.0,?,0.0,0.0,31.6,2.0,?,0.0,0.0,?,?,9.207,?,0.969,1.141,0.0,0.0,0.0,1.22,0.0,0.0,?,0.0,1.95,0.003,?,?,5.294,0.0,0.0,0.0,0.0,3.542,1.739,0.0,8.127,0.0,?,2
3.966,?,?,0.0,0.0,0.0,0.0,32.0,?,0.0,0.0,?,4.075,3.146,9.522,?,0.965,1.138,0.0,0.0,0.0,1.243,0.0,1.0,0.0,0.0,1.97,?,1.0,0.0,6.909,0.0,0.0,0.0,0.0,6.866,1.603,0.0,?,0.0,1.0,?
3.732,?,0.0,0.0,?,?,0.0,?,?,0.0,1.0,0.0,?,1.585,8.16,0.0,0.969,?,0.0,0.0,0.0,1.152,0.0,0.0,0.0,0.0,1.802,-0.195,?,0.0,2.488,0.0,0.0,1.0,?,?,2.0,?,6.599,0.0,0.0,2
4.0,2.6264,0.0,?,0.0,?,0.0,23.1,0.0,0.0,0.0,0.0,?,0.811,?,?,0.972,1.166,0.0,0.0,0.0,1.182,0.0,?,0.0,0.0,?,-0.522,0.0,0.0,?,0.0,?,0.0,?,?,2.0,1.0,6.579,0.0,0.0,2
2.0,?,0.0,0.0,0.0,0.0,0.0,16.7,1.0,1.0,0.0,0.0,1.549,0.0,4.174,0.0,?,1.173,0.0,0.0,?,0.93,?,0.0,?,?,1.0,-1.099,0.0,?,1.0,0.0,0.0,?,1.0,2.279,4.0,0.0,?,0.0,?,2
3.732,?,0.0,0.0,0.0,?,0.0,27.8,2.0,?,?,?,2.555,1.585,?,?,?,1.15,0.0,0.0,0.0,?,0.0,?,0.0,?,?,-0.205,0.0,0.0,?,?,0.0,?,?,2.874,?,0.0,6.649,0.0,?,2
?,2.3699,0.0,?,0.0,0.0,0.0,30.0,1.0,1.0,0.0,?,2.273,1.0,?,0.0,0.998,1.146,?,?,0.0,1.09,1.0,0.0,0.0,0.0,2.17,0.34,?,?,1.0,0.0,?,0.0,?,?,2.083,0.0,?,0.0,0.0,?
3.414,?,0.0,0.0,0.0,0.0,0.0,20.0,2.0,2.0,0.0,0.0,2.243,1.0,7.408,0.0,1.031,?,0.0,0.0,?,0.98,0.0,?,?,0.0,1.618,-0.642,0.0,0.0,?,0.0,0.0,?,2.0,2.817,3.75,?,6.32,0.0,0.0,2
?,?,?,0.0,0.0,?,0.0,23.1,2.0,2.0,0.0,0.0,2.449,0.971,8.597,?,1.015,1.16,0.0,0.0,0.0,?,0.0,?,0.0,0.0,?,0.391,0.0,?,1.542,0.0,0.0,0.0,2.0,3.047,3.367,0.0,?,0.0,?,2
4.303,2.9558,0.0,0.0,?,0.0,0.0,25.0,2.0,?,0.0,0.0,?,1.459,8.815,2.0,1.005,1.156,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,-0.229,0.0,0.0,1.745,0.0,0.0,0.0,2.0,3.083,3.056,0.0,?,0.0,0.0,2
?,2.6294,0.0,0.0,0.0,0.0,0.0,37.5,1.0,1.0,0.0,0.0,2.333,1.0,?,1.0,1.012,1.13,?,0.0,0.0,1.215,0.0,0.0,0.0,0.0,1.618,-0.66,0.0,0.0,1.707,?,?,0.0,?,3.188,3.5,0.0,7.035,0.0,0.0,2
?,?,0.0,0.0,0.0,0.0,?,25.0,?,2.0,0.0,0.0,2.608,1.459,8.755,1.0,1.005,1.156,0.0,0.0,0.0,?,0.0,0.0,0.0,?,1.902,-0.236,0.0,0.0,2.052,?,0.0,0.0,1.0,3.087,2.722,0.0,?,0.0,0.0,?
3.848,2.8521,?,?,0.0,0.0,0.0,?,?,2.0,0.0,0.0,2.858,2.0,8.584,?,0.993,1.151,?,0.0,0.0,1.117,0.0,0.0,0.0,0.0,?,-0.076,0.0,0.0,3.284,0.0,?,?,1.0,2.997,2.375,0.0,?,0.0,0.0,?
3.414,2.3729,0.0,?,0.0,0.0,?,30.0,1.0,1.0,0.0,0.0,?,1.0,7.408,1.0,?,1.146,0.0,0.0,?,1.142,?,0.0,0.0,0.0,1.618,-0.589,?,9.174,1.707,?,0.0,0.0,0.0,3.038,3.125,0.0,6.735,0.0,0.0,?
4.393,3.6458,0.0,0.0,?,?,0.0,37.0,3.0,1.0,?,2.487,3.233,2.187,9.562,1.0,0.978,1.131,0.0,0.0,0.0,1.259,?,0.0,0.0,?,?,0.013,0.0,?,?,?,0.0,0.0,?,3.39,?,?,8.029,0.0,0.0,?
4.562,3.3225,?,0.0,0.0,0.0,?,31.3,?,1.0,0.0,0.259,2.634,0.918,9.184,2.0,0.984,1.143,0.0,0.0,0.0,1.206,0.0,0.0,?,0.0,?,-0.218,0.0,10.144,?,0.0,?,?,0.0,?,2.667,0.0,7.403,0.0,?,2
4.0,2.9193,?,0.0,0.0,0.0,0.0,30.0,2.0,1.0,0.0,0.167,2.279,0.811,?,0.0,?,?,0.0,0.0,0.0,1.195,0.0,0.0,?,0.0,1.732,-0.596,0.0,9.444,?,?,0.0,0.0,0.0,3.261,?,0.0,7.097,?,0.0,?
4.694,3.646,0.0,0.0,0.0,?,0.0,?,2.0,?,?,?,?,1.406,9.425,4.0,0.998,1.146,0.0,0.0,?,1.14,0.0,0.0,0.0,0.0,?,-0.077,0.0,?,1.631,?,0.0,0.0,1.0,?,2.875,0.0,?,?,0.0,?
?,2.9879,?,?,0.0,0.0,0.0,?,0.0,2.0,0.0,-0.653,3.974,3.574,10.082,2.0,?,1.138,0.0,0.0,0.0,1.205,0.0,?,?,0.0,?,0.0,0.0,10.389,10.108,?,0.0,0.0,?,?,1.987,0.0,8.414,?,?,2
4.17,3.4453,0.0,?,0.0,0.0,0.0,27.3,1.0,2.0,0.0,-0.245,?,0.971,8.597,?,1.028,1.151,0.0,0.0,0.0,1.112,?,?,?,0.0,?,0.425,0.0,9.59,?,0.0,0.0,0.0,0.0,?,3.233,?,7.294,0.0,?,2
4.214,3.3939,?,0.0,?,0.0,0.0,28.6,?,?,?,-0.211,2.662,?,8.755,?,1.014,1.149,0.0,0.0,0.0,1.138,?,0.0,0.0,?,1.902,?,0.0,?,2.052,?,0.0,0.0,0.0,?,2.944,0.0,7.382,0.0,0.0,?
?,?,?,?,0.0,?,0.0,33.3,1.0,2.0,0.0,-0.329,2.713,1.459,?,1.0,?,1.139,0.0,?,0.0,1.186,0.0,0.0,0.0,0.0,1.902,?,0.0,9.75,2.052,0.0,0.0,0.0,0.0,?,3.194,?,7.543,0.0,0.0,2
4.233,3.4039,0.0,?,0.0,?,0.0,27.8,1.0,3.0,0.0,-0.262,2.938,?,?,?,1.022,1.15,0.0,0.0,0.0,1.119,0.0,?,?,0.0,?,?,0.0,10.041,2.999,0.0,0.0,0.0,0.0,?,2.833,0.0,?,?,0.0,2
4.334,3.6943,0.0,0.0,0.0,?,?,?,1.0,2.0,0.0,-0.241,2.838,?,8.944,3.0,1.013,1.139,0.0,0.0,?,1.164,0.0,0.0,0.0,0.0,1.97,0.149,?,10.118,?,0.0,0.0,0.0,?,3.39,2.952,0.0,7.596,0.0,0.0,2
?,3.3652,0.0,0.0,0.0,0.0,0.0,33.3,?,2.0,0.0,-0.177,3.139,2.246,9.253,3.0,0.993,1.139,0.0,0.0,0.0,1.186,0.0,0.0,?,0.0,2.024,-0.025,0.0,10.624,3.412,0.0,0.0,0.0,0.0,3.394,2.517,0.0,?,?,0.0,?
5.392,4.5881,0.0,0.0,0.0,1.0,0.0,?,6.0,3.0,?,?,3.517,1.907,10.633,13.0,0.989,1.144,0.0,0.0,0.0,1.169,0.0,0.0,0.0,0.0,2.314,0.001,0.0,11.278,3.598,?,0.0,0.0,1.0,3.503,2.461,0.0,?,?,0.0,2
4.446,?,0.0,0.0,0.0,0.0,0.0,30.0,0.0,4.0,0.0,?,3.192,1.922,?,6.0,1.036,1.146,0.0,0.0,0.0,1.116,0.0,0.0,0.0,0.0,2.061,-0.028,0.0,20.804,3.132,0.0,0.0,?,?,3.431,3.133,?,8.008,0.0,0.0,?
4.411,?,0.0,?,0.0,0.0,0.0,31.8,?,4.0,0.0,-0.328,3.699,?,9.956,8.0,?,1.142,0.0,0.0,?,?,0.0,?,?,0.0,2.08,?,0.0,?,6.131,0.0,0.0,0.0,0.0,3.393,2.407,0.0,8.325,0.0,0.0,?
4.527,3.7942,0.0,0.0,0.0,0.0,0.0,32.5,?,?,0.0,?,4.14,3.427,10.56,10.0,0.981,1.14,?,0.0,0.0,1.184,0.0,0.0,?,0.0,?,0.0,0.0,23.699,9.594,?,0.0,0.0,?,3.393,2.086,?,?,0.0,0.0,2
?,3.1269,0.0,0.0,0.0,?,?,33.3,?,2.0,?,-0.076,3.809,3.309,?,?,0.975,?,0.0,0.0,0.0,1.202,0.0,?,0.0,0.0,2.019,?,0.0,10.914,8.395,0.0,0.0,0.0,?,3.358,1.96,0.0,8.298,0.0,0.0,2
?,3.8122,0.0,0.0,0.0,?,0.0,33.3,?,2.0,0.0,-0.759,2.723,0.918,9.184,4.0,1.025,?,0.0,0.0,0.0,1.179,0.0,0.0,0.0,0.0,?,-0.258,0.0,9.6,1.521,?,0.0,?,1.0,3.511,?,0.0,7.676,0.0,0.0,2
4.629,4.0061,?,0.0,0.0,0.0,0.0,?,?,2.0,0.0,0.086,2.847,?,9.312,5.0,1.013,1.139,?,0.0,0.0,1.189,0.0,?,0.0,?,2.053,0.149,?,?,?,0.0,?,?,?,3.523,?,0.0,7.747,0.0,0.0,2
4.655,2.409,0.0,0.0,?,0.0,?,?,1.0,?,0.0,0.094,3.204,2.182,9.765,?,1.02,?,0.0,0.0,0.0,1.157,?,?,?,0.0,2.256,?,0.0,10.698,2.989,0.0,0.0,0.0,0.0,3.542,?,?,8.185,?,?,2
4.644,?,0.0,?,0.0,0.0,?,31.6,2.0,?,0.0,-0.104,3.082,1.837,?,5.0,?,?,0.0,0.0,0.0,1.149,?,?,?,0.0,2.084,0.049,?,?,2.732,0.0,0.0,0.0,?,3.525,3.093,0.0,7.886,0.0,?,2
4.646,?,?,0.0,0.0,0.0,?,34.3,2.0,5.0,?,-0.189,3.707,?,10.202,10.0,?,1.137,0.0,0.0,0.0,1.184,0.0,?,0.0,0.0,?,0.0,0.0,21.879,6.086,0.0,0.0,0.0,0.0,3.535,?,0.0,8.578,0.0,0.0,2
4.468,?,0.0,0.0,0.0,?,?,33.3,2.0,4.0,?,-1.073,3.37,2.252,9.651,?,?,?,0.0,?,0.0,1.158,?,0.0,0.0,0.0,2.085,-0.008,0.0,?,3.737,?,0.0,?,0.0,3.534,2.944,0.0,8.196,?,0.0,?
4.562,3.7287,?,0.0,?,0.0,0.0,25.0,1.0,2.0,0.0,?,3.184,0.918,9.184,0.0,1.134,?,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,2.0,-0.271,0.0,9.435,1.521,0.0,0.0,0.0,1.0,3.976,4.037,0.0,8.593,?,2.0,2
5.206,3.3847,0.0,?,1.0,0.0,?,30.8,1.0,?,1.0,-0.947,3.713,2.9,10.416,0.0,?,1.145,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,?,0.0,?,?,0.0,0.0,?,0.0,?,?,?,?,?,0.0,?
4.691,3.8787,0.0,0.0,?,0.0,?,?,?,4.0,?,-2.498,3.125,?,?,?,1.066,?,0.0,0.0,0.0,1.078,?,0.0,?,?,2.117,0.052,?,19.617,2.428,0.0,0.0,?,?,?,4.019,1.0,8.015,0.0,?,2
?,3.6206,0.0,0.0,0.0,0.0,0.0,28.6,?,3.0,?,?,?,0.971,8.597,0.0,1.124,?,?,?,0.0,1.095,0.0,?,0.0,?,?,0.481,?,17.905,1.542,0.0,0.0,0.0,?,3.427,?,0.0,7.521,0.0,0.0,2
4.214,3.3376,0.0,?,0.0,?,0.0,33.3,0.0,2.0,1.0,-1.072,?,1.459,?,?,?,?,?,0.0,?,?,?,0.0,0.0,?,1.902,-0.277,0.0,9.377,2.052,?,0.0,?,?,3.423,?,?,?,0.0,0.0,2
5.206,3.5794,?,0.0,1.0,0.0,0.0,?,?,3.0,3.0,-0.919,3.965,?,10.627,2.0,0.985,1.147,0.0,0.0,?,1.18,0.0,0.0,?,?,2.22,0.0,?,22.35,?,0.0,0.0,4.0,?,3.473,?,2.0,8.611,0.0,0.0,2
?,?,0.0,?,?,0.0,?,26.7,3.0,?,?,0.0,2.4,0.971,8.597,2.0,0.983,1.152,0.0,0.0,0.0,1.12,0.0,0.0,?,?,1.848,0.342,?,0.0,1.542,0.0,?,0.0,?,3.0,?,0.0,6.683,?,0.0,2
?,3.9016,0.0,0.0,0.0,1.0,0.0,?,3.0,3.0,0.0,-0.239,3.227,?,10.165,?,1.002,1.146,0.0,?,?,1.146,?,0.0,?,0.0,?,?,0.0,10.355,?,0.0,0.0,0.0,?,3.389,2.538,0.0,?,0.0,0.0,2
?,3.0034,?,0.0,0.0,?,2.0,42.1,1.0,1.0,?,0.0,3.093,1.187,?,2.0,0.987,?,0.0,0.0,0.0,1.256,1.0,0.0,0.0,0.0,2.2,-0.024,?,0.0,?,0.0,1.0,0.0,1.0,?,2.315,0.0,8.009,0.0,0.0,2
4.607,?,0.0,?,0.0,0.0,2.0,42.1,?,1.0,0.0,?,3.093,1.187,9.631,2.0,0.987,1.12,0.0,0.0,?,?,1.0,?,0.0,0.0,2.194,-0.024,0.0,0.0,1.544,?,1.0,0.0,1.0,3.635,2.315,?,8.009,?,0.0,2
4.807,3.2486,?,0.0,0.0,0.0,3.0,?,2.0,1.0,0.0,0.0,3.1,0.881,9.833,?,0.987,1.12,?,?,0.0,1.272,1.0,0.0,0.0,?,?,?,0.0,0.0,1.06,0.0,1.0,0.0,1.0,3.71,2.333,0.0,8.114,0.0,0.0,2
4.828,?,0.0,0.0,0.0,0.0,2.0,40.0,0.0,?,0.0,?,3.203,1.261,9.749,4.0,1.004,1.125,?,0.0,0.0,?,1.0,0.0,?,0.0,2.247,0.014,0.0,?,1.436,0.0,2.0,0.0,0.0,3.677,2.233,0.0,8.114,?,0.0,2
4.543,?,0.0,?,0.0,0.0,1.0,42.9,1.0,?,?,-0.242,3.309,?,9.722,?,?,1.119,0.0,0.0,0.0,1.241,1.0,0.0,0.0,0.0,2.166,?,0.0,?,2.905,0.0,?,?,0.0,3.573,?,0.0,8.245,?,?,2
4.521,?,0.0,?,0.0,?,1.0,45.0,1.0,?,0.0,0.0,3.203,1.661,9.466,1.0,0.987,1.114,0.0,0.0,0.0,?,1.0,0.0,0.0,0.0,2.154,0.014,0.0,0.0,2.593,0.0,0.0,0.0,1.0,3.587,2.317,0.0,?,0.0,?,2
4.607,3.1116,?,?,0.0,0.0,?,46.7,0.0,2.0,0.0,0.0,?,1.187,?,?,1.02,1.111,?,0.0,?,?,1.0,0.0,0.0,?,2.194,?,0.0,?,1.544,0.0,1.0,0.0,1.0,3.662,2.926,?,8.143,0.0,0.0,2
?,?,0.0,0.0,0.0,0.0,3.0,42.1,?,3.0,0.0,0.0,?,1.273,?,6.0,1.027,1.12,?,0.0,0.0,1.216,?,0.0,0.0,0.0,?,?,?,?,1.568,?,2.0,?,?,3.743,2.864,0.0,8.33,?,0.0,?
4.923,3.2457,0.0,0.0,0.0,?,?,44.4,1.0,2.0,0.0,-0.863,3.239,?,?,4.0,1.011,?,0.0,0.0,0.0,1.248,?,0.0,?,0.0,2.267,0.014,0.0,?,1.563,0.0,0.0,0.0,1.0,3.73,2.8,0.0,8.28,0.0,0.0,2
?,3.3983,0.0,0.0,0.0,?,?,41.7,0.0,4.0,0.0,-1.1,3.571,1.59,10.257,10.0,?,1.121,0.0,0.0,0.0,1.202,1.0,0.0,0.0,0.0,2.343,?,0.0,22.449,?,0.0,0.0,?,0.0,3.793,?,0.0,8.593,2.0,0.0,?
5.074,?,?,?,0.0,?,2.0,38.1,?,?,0.0,?,3.869,2.066,?,?,1.001,?,0.0,?,?,1.215,?,?,?,0.0,?,0.0,?,23.965,3.873,0.0,0.0,0.0,0.0,3.795,2.467,0.0,8.789,2.0,?,2
4.914,?,?,0.0,0.0,0.0,?,41.7,0.0,?,0.0,?,?,1.59,10.236,10.0,1.03,1.121,0.0,0.0,?,1.202,1.0,0.0,0.0,?,2.307,0.001,0.0,?,2.465,0.0,0.0,?,?,3.764,?,0.0,8.591,2.0,0.0,2
5.047,2.7377,0.0,0.0,0.0,0.0,3.0,50.0,?,5.0,0.0,-2.685,?,1.06,10.531,?,?,?,0.0,?,0.0,1.211,3.0,0.0,0.0,0.0,2.454,-0.001,0.0,?,?,0.0,?,?,1.0,3.906,3.321,?,8.796,2.0,0.0,?
?,2.1244,?,?,0.0,0.0,?,50.0,0.0,2.0,?,-0.288,3.699,0.5,10.239,?,?,1.104,0.0,0.0,0.0,1.28,?,0.0,?,0.0,?,0.0,?,11.596,3.928,0.0,?,?,0.0,3.681,2.313,?,?,1.0,0.0,2
4.77,3.1445,0.0,0.0,0.0,0.0,?,43.8,0.0,3.0,0.0,?,3.261,?,9.882,?,1.04,1.117,?,0.0,0.0,1.207,1.0,?,0.0,?,2.236,0.015,?,?,?,?,?,?,2.0,3.712,3.2,0.0,8.3,0.0,0.0,?
5.313,3.4571,1.0,0.0,0.0,0.0,2.0,?,0.0,4.0,0.0,?,?,?,10.388,?,?,1.118,0.0,0.0,0.0,?,1.0,0.0,0.0,0.0,?,-0.008,0.0,20.836,1.833,?,2.0,?,2.0,4.735,3.477,0.0,9.513,?,0.0,2
?,2.5385,0.0,0.0,0.0,0.0,0.0,?,?,0.0,0.0,3.12,3.131,?,9.882,?,?,1.128,?,0.0,0.0,1.274,1.0,0.0,?,0.0,?,?,0.0,?,1.74,0.0,0.0,0.0,0.0,3.521,?,0.0,?,0.0,0.0,2
4.414,2.18,0.0,0.0,0.0,0.0,0.0,31.6,?,1.0,?,0.0,2.755,0.802,9.183,2.0,0.98,?,0.0,?,?,1.149,?,0.0,0.0,?,?,-0.066,0.0,0.0,0.975,0.0,0.0,0.0,1.0,3.159,2.119,0.0,7.119,0.0,?,2
4.821,2.5866,?,0.0,?,0.0,?,33.3,?,2.0,0.0,-0.135,?,?,9.928,4.0,0.99,1.139,0.0,?,?,1.189,?,0.0,0.0,0.0,?,-0.007,0.0,?,2.209,?,0.0,0.0,?,3.434,2.258,?,7.93,0.0,0.0,?
?,2.1747,1.0,0.0,0.0,?,3.0,?,?,?,0.0,0.0,4.133,0.393,10.867,?,1.009,1.102,?,0.0,0.0,?,3.0,0.0,?,0.0,?,0.0,0.0,13.055,2.694,0.0,3.0,0.0,0.0,4.44,2.318,?,9.576,0.0,0.0,2
4.607,3.0422,?,0.0,0.0,?,2.0,?,?,?,0.0,?,3.127,1.187,?,2.0,0.992,?,0.0,?,0.0,?,?,0.0,0.0,0.0,2.194,-0.025,0.0,10.118,1.544,0.0,0.0,0.0,?,3.651,2.481,0.0,8.116,0.0,0.0,?
5.814,2.4937,0.0,?,0.0,2.0,0.0,37.0,3.0,1.0,0.0,?,3.256,?,10.926,4.0,0.978,1.131,0.0,0.0,0.0,1.254,3.0,?,0.0,0.0,2.62,0.003,0.0,11.573,0.811,?,0.0,0.0,?,?,2.091,0.0,8.196,0.0,?,2
?,2.2966,0.0,0.0,0.0,1.0,0.0,?,3.0,0.0,?,?,3.144,?,?,0.0,0.964,1.128,0.0,0.0,0.0,1.267,?,?,?,0.0,?,?,?,?,0.986,2.0,?,0.0,0.0,3.676,1.658,0.0,8.065,0.0,0.0,2
?,2.4328,0.0,0.0,0.0,2.0,0.0,34.5,3.0,1.0,0.0,?,3.227,?,?,4.0,0.975,1.136,?,0.0,0.0,1.223,3.0,?,0.0,?,2.62,0.003,?,0.0,0.811,?,0.0,?,1.0,?,1.97,0.0,8.05,?,?,2
4.732,?,0.0,?,0.0,0.0,0.0,40.0,0.0,?,0.0,0.417,2.767,0.959,9.464,1.0,1.042,?,0.0,0.0,0.0,1.208,1.0,0.0,?,0.0,2.236,0.145,?,9.827,1.138,0.0,0.0,0.0,?,3.603,?,0.0,?,0.0,?,?
4.923,2.7291,0.0,0.0,?,?,2.0,50.0,0.0,?,?,?,?,0.664,?,5.0,1.019,1.104,0.0,0.0,0.0,?,?,0.0,0.0,0.0,2.376,-0.008,?,10.843,?,?,?,0.0,0.0,3.783,2.5,0.0,?,1.0,?,2
4.414,3.2274,?,0.0,0.0,0.0,0.0,45.5,?,2.0,0.0,0.0,2.935,?,9.209,?,1.038,1.114,0.0,0.0,0.0,1.296,1.0,0.0,?,0.0,2.152,-0.085,?,9.774,1.496,0.0,?,?,0.0,?,?,?,8.002,0.0,0.0,2
4.414,2.3717,0.0,0.0,0.0,0.0,0.0,29.4,?,2.0,0.0,0.0,2.789,?,?,?,1.004,?,0.0,0.0,0.0,?,1.0,0.0,0.0,0.0,2.152,-0.074,0.0,0.0,1.496,0.0,?,?,1.0,?,?,0.0,?,0.0,?,2
4.982,2.8025,?,?,2.0,0.0,2.0,50.0,?,2.0,2.0,-0.601,3.38,0.762,10.226,6.0,?,1.109,?,0.0,0.0,1.261,?,0.0,0.0,0.0,?,?,?,21.888,1.027,?,?,?,1.0,3.853,2.833,?,8.508,?,0.0,2
?,2.7156,0.0,0.0,0.0,0.0,0.0,31.3,0.0,?,0.0,?,2.826,0.917,9.502,3.0,0.998,1.148,0.0,0.0,0.0,1.19,1.0,0.0,?,?,?,?,0.0,10.5,?,0.0,0.0,?,0.0,3.482,2.452,1.0,7.624,0.0,?,2
?,3.0226,0.0,0.0,?,?,2.0,50.0,0.0,0.0,?,?,3.174,0.0,9.805,0.0,?,1.109,?,?,?,1.359,3.0,0.0,?,?,2.323,0.013,0.0,?,0.95,0.0,0.0,?,1.0,?,1.981,1.0,8.357,?,0.0,?
