@relation dataset

@attribute att_1 real
@attribute att_2 real
@attribute att_3 real
@attribute att_4 real
@attribute att_5 real
@attribute att_6 real
@attribute att_7 real


@data
3.274,1.214,?,0.0,0.0,3.311,6.54
2.544,?,?,0.0,?,1.064,3.38
2.08,0.764,0.788,?,?,1.514,4.961
2.8,0.693,1.091,?,1.0,1.437,3.603
3.9,0.429,1.572,?,1.0,2.297,3.842
3.177,0.918,1.919,0.0,0.0,?,4.116
?,1.477,1.298,?,0.0,3.225,5.73
3.609,0.811,1.208,0.0,0.0,3.291,4.38
?,?,2.047,0.0,1.0,0.915,?
3.38,0.702,1.527,?,1.0,1.579,3.841
2.818,0.88,1.488,0.0,0.0,1.182,?
2.442,?,0.984,0.0,?,3.259,4.208
3.63,0.134,1.476,?,0.0,3.358,4.305
4.535,?,1.137,?,?,4.332,8.571
?,?,0.964,0.0,?,4.23,?
?,?,0.79,?,?,?,?
?,?,?,?,2.0,1.121,?
2.862,1.031,?,0.0,3.0,-0.463,4.512
?,?,?,0.0,1.0,3.913,5.653
?,0.907,0.871,?,?,3.046,3.775
3.69,?,1.062,?,0.0,?,3.599
3.282,0.56,?,0.0,?,?,3.757
3.465,?,0.888,0.0,?,?,3.623
?,?,1.077,0.0,0.0,2.51,4.22
4.085,0.134,1.482,?,?,?,5.63
?,0.496,?,0.0,1.0,1.06,3.1
2.079,0.988,0.836,?,1.0,2.481,3.298
?,0.134,1.174,?,0.0,?,4.064
3.33,?,?,?,2.0,1.042,3.691
2.304,1.028,?,0.0,0.0,?,4.635
?,?,1.073,0.0,?,1.746,?
3.323,?,1.17,0.0,?,2.592,?
?,0.405,1.585,1.0,1.0,2.27,5.147
?,?,?,0.0,0.0,?,3.112
?,?,0.903,0.0,?,3.184,?
?,?,0.909,?,0.0,3.051,?
3.578,?,?,?,1.0,2.391,4.32
2.857,1.421,?,0.0,?,?,?
2.634,0.223,0.939,0.0,0.0,1.834,3.926
2.836,1.86,1.046,0.0,?,4.452,?
3.179,?,0.805,0.0,0.0,2.994,?
3.588,0.251,?,0.0,0.0,1.564,?
3.026,?,2.164,0.0,0.0,?,1.812
?,?,1.161,0.0,?,4.431,5.68
2.955,?,?,0.0,0.0,?,?
?,?,?,?,?,?,6.72
4.395,?,?,?,?,4.651,?
3.128,0.713,0.797,?,?,4.017,5.039
2.417,1.028,?,?,?,?,4.169
3.055,?,1.132,?,?,2.931,?
2.624,1.621,1.502,?,?,?,?
?,1.225,1.839,0.0,0.0,2.054,5.087
2.423,0.949,?,?,0.0,?,?
2.548,0.947,?,?,0.0,?,3.588
?,?,1.278,0.0,0.0,1.602,?
?,1.38,1.234,0.0,0.0,1.321,?
3.378,1.38,1.25,?,?,1.654,?
2.396,1.593,1.351,?,0.0,?,?
?,?,2.105,0.0,0.0,2.358,5.062
4.086,0.452,1.843,?,0.0,0.37,3.463
?,0.405,1.418,1.0,1.0,1.878,?
3.174,?,?,?,2.0,5.361,?
3.567,0.711,1.501,?,3.0,1.759,?
?,0.58,1.685,0.0,1.0,1.851,?
?,1.025,1.055,?,2.0,0.215,3.838
3.311,0.972,?,?,3.0,-0.165,4.244
0.667,?,0.906,0.0,0.0,1.064,5.558
?,?,1.404,0.0,?,5.176,4.239
?,1.54,1.226,?,?,?,6.171
2.183,0.93,0.846,0.0,0.0,?,?
?,1.04,?,0.0,1.0,?,?
3.001,?,0.781,?,?,?,?
?,1.38,1.25,?,0.0,1.654,5.933
3.55,?,1.624,0.0,?,2.433,4.811
?,1.496,?,0.0,?,?,?
?,?,2.108,?,?,2.527,?
?,?,0.907,0.0,0.0,?,?
3.898,0.887,1.45,0.0,0.0,?,?
?,?,?,0.0,?,3.167,4.136
2.817,1.012,?,0.0,3.0,?,2.069
?,?,1.708,?,0.0,1.145,3.297
1.965,?,?,?,0.0,2.116,5.303
?,0.732,1.483,0.0,?,1.717,2.941
2.019,?,?,?,?,?,?
?,0.681,0.794,?,?,2.335,?
2.928,1.131,?,0.0,2.0,3.508,5.86
?,0.887,0.954,0.0,0.0,1.748,?
?,?,0.93,0.0,?,?,6.038
?,1.749,?,?,1.0,3.305,4.951
?,0.57,1.383,0.0,?,?,?
?,?,0.798,0.0,?,?,3.555
2.206,1.3,1.36,?,0.0,2.371,?
?,1.548,1.653,0.0,?,?,6.258
?,?,0.804,0.0,0.0,?,?
2.216,?,0.796,0.0,?,1.953,3.751
4.372,0.134,?,?,0.0,5.339,6.569
3.065,?,?,?,0.0,?,?
?,?,1.081,0.0,0.0,?,8.132
1.883,0.916,1.207,0.0,1.0,1.188,1.153
?,?,0.773,0.0,?,?,3.36
1.975,0.802,?,1.0,0.0,2.799,?
3.629,0.223,0.802,0.0,?,3.571,?
2.309,?,0.871,?,0.0,?,3.782
3.316,0.223,?,1.0,0.0,1.795,?
?,?,?,?,1.0,3.557,8.169
?,0.405,?,?,0.0,2.974,5.63
3.749,0.331,1.278,0.0,0.0,2.773,?
?,0.797,2.456,2.0,0.0,?,?
?,?,?,0.0,?,2.702,?
3.734,?,?,?,?,3.661,?
?,?,?,0.0,0.0,3.737,6.645
3.249,2.071,1.327,0.0,?,3.948,6.446
2.137,?,?,3.0,?,?,?
4.247,0.58,?,?,?,?,5.066
2.375,1.026,1.09,?,1.0,?,?
?,0.713,1.19,0.0,?,1.313,2.056
?,?,0.845,1.0,0.0,1.091,3.601
3.219,0.811,1.127,?,?,2.604,?
4.205,1.512,1.046,0.0,2.0,2.11,?
2.24,0.405,1.203,0.0,?,-0.316,2.286
2.233,0.46,?,1.0,0.0,2.206,4.96
3.24,?,1.487,1.0,?,?,?
?,?,?,?,?,2.841,3.608
?,0.811,?,1.0,0.0,?,?
?,0.389,1.012,?,?,?,3.513
?,0.223,1.282,?,?,2.502,3.387
?,0.223,1.254,?,?,2.357,3.141
3.08,?,1.609,?,2.0,?,3.528
?,?,1.426,?,0.0,?,3.18
4.532,0.405,?,1.0,?,4.639,5.307
?,?,1.205,?,1.0,4.738,?
?,0.223,1.462,1.0,0.0,?,?
3.073,0.693,1.438,0.0,2.0,?,1.055
1.962,?,0.783,0.0,0.0,?,?
?,?,1.225,0.0,?,1.586,?
2.448,?,0.921,0.0,0.0,?,?
?,0.0,0.95,0.0,?,3.259,?
?,0.223,1.051,?,?,1.801,3.168
3.134,0.223,?,0.0,?,1.548,?
3.11,0.0,?,2.0,0.0,2.42,3.974
2.309,0.762,?,?,?,?,?
3.2,0.711,?,0.0,3.0,0.779,2.681
?,1.443,0.913,0.0,0.0,6.166,?
?,1.236,0.829,?,1.0,3.458,?
?,?,1.221,?,0.0,0.143,3.815
3.7,0.223,?,0.0,1.0,2.446,?
0.965,0.732,1.359,0.0,1.0,0.435,?
?,?,0.846,0.0,?,1.395,4.224
2.031,?,1.952,?,1.0,-0.703,?
2.428,?,2.609,?,0.0,0.113,?
3.871,?,?,0.0,1.0,?,4.539
3.046,0.0,?,?,2.0,2.352,?
4.532,0.405,?,2.0,3.0,4.639,?
?,1.513,2.078,?,0.0,?,4.513
?,0.88,1.705,0.0,?,0.226,1.647
4.031,?,?,1.0,?,?,?
?,0.887,0.954,0.0,0.0,1.748,?
3.252,?,1.077,?,0.0,?,4.02
2.094,0.827,0.86,0.0,?,?,5.449
?,0.134,0.923,?,0.0,?,3.42
?,0.223,1.0,1.0,0.0,2.102,?
2.971,0.972,?,?,2.0,2.052,4.565
?,?,?,0.0,1.0,?,?
1.977,?,0.881,0.0,?,2.37,?
2.439,0.93,0.924,?,0.0,?,?
?,0.762,?,0.0,2.0,1.996,4.369
?,0.0,?,?,0.0,?,4.938
?,0.811,1.151,0.0,0.0,2.604,3.397
?,0.56,0.835,?,?,1.643,1.969
?,0.405,1.787,?,?,1.373,2.551
2.875,0.582,2.311,0.0,?,1.587,3.075
2.126,0.83,0.899,0.0,?,3.478,4.263
?,?,?,2.0,0.0,2.081,?
?,0.486,1.374,0.0,0.0,?,?
3.609,?,1.208,?,?,3.291,4.469
2.33,0.932,?,0.0,?,2.529,?
2.542,?,?,0.0,?,?,2.12
2.456,?,0.875,?,1.0,1.294,?
?,?,1.246,0.0,0.0,2.492,?
2.482,1.303,1.415,0.0,0.0,0.575,4.919
2.719,?,2.292,?,0.0,1.94,3.289
3.023,0.56,?,?,1.0,?,3.379
2.251,0.638,0.871,1.0,0.0,1.61,4.021
4.88,0.134,1.853,?,?,2.217,?
?,0.891,0.816,?,?,?,?
2.876,0.928,1.372,0.0,1.0,?,?
2.251,?,0.871,1.0,?,1.61,?
4.139,0.496,?,0.0,?,4.206,?
2.122,?,?,0.0,0.0,2.64,5.677
4.061,0.134,?,0.0,0.0,?,3.151
?,1.286,?,0.0,0.0,?,?
2.125,0.73,?,?,?,?,3.007
3.452,?,?,0.0,1.0,?,3.742
?,0.887,0.954,?,0.0,?,5.341
3.528,1.74,?,0.0,0.0,0.626,5.466
2.802,?,1.6,0.0,?,1.064,1.999
3.609,?,?,?,0.0,3.291,?
?,0.405,1.399,0.0,0.0,1.897,3.874
2.888,?,1.771,0.0,?,1.398,?
?,?,1.287,4.0,3.0,?,6.483
1.783,0.57,?,1.0,0.0,?,6.064
2.333,0.251,2.327,?,0.0,-0.241,3.884
?,?,1.586,0.0,3.0,1.569,?
3.526,0.711,?,0.0,3.0,0.757,?
2.366,0.405,?,?,0.0,-0.534,0.242
2.508,0.58,0.941,0.0,0.0,1.701,?
?,?,?,0.0,1.0,5.258,?
4.356,1.028,1.224,0.0,?,5.741,?
?,0.93,0.846,?,0.0,1.395,3.666
?,?,1.023,?,0.0,2.193,?
?,?,?,0.0,0.0,?,?
?,?,?,0.0,0.0,?,3.21
3.05,0.405,0.868,1.0,3.0,?,6.195
2.585,1.586,1.352,?,?,4.092,?
1.962,1.345,0.783,0.0,?,3.617,5.352
?,0.134,1.641,0.0,0.0,1.209,?
2.803,?,1.124,0.0,0.0,4.053,5.385
2.126,?,?,0.0,0.0,?,?
4.532,0.405,1.189,2.0,2.0,?,5.541
2.528,0.58,?,0.0,?,1.539,?
3.103,0.134,?,?,0.0,2.193,3.651
3.171,0.134,?,1.0,0.0,2.42,?
?,0.134,1.016,0.0,?,2.193,3.22
2.456,?,0.937,?,0.0,?,4.286
3.26,?,1.287,?,1.0,1.994,2.745
2.802,0.223,1.6,1.0,0.0,1.064,4.423
?,?,1.583,0.0,1.0,1.442,2.369
3.046,0.0,1.333,4.0,0.0,2.352,?
2.217,0.659,?,0.0,?,1.758,3.727
4.258,?,?,?,1.0,?,5.741
4.717,0.223,1.288,1.0,?,?,6.384
3.143,?,?,0.0,0.0,1.209,?
3.423,?,1.993,0.0,4.0,?,3.689
3.332,?,?,0.0,?,2.242,3.806
2.748,0.223,2.048,?,?,0.8,?
4.135,?,?,?,?,2.904,?
3.485,?,1.614,?,?,1.94,?
2.377,?,?,0.0,?,2.239,?
2.508,0.58,?,0.0,?,1.701,3.483
?,0.827,?,?,?,2.239,3.991
3.314,?,1.173,1.0,?,3.112,?
3.788,0.693,?,0.0,?,?,4.664
2.086,1.685,0.396,0.0,?,4.594,?
?,1.443,0.902,0.0,?,?,6.006
?,1.364,0.421,?,?,?,5.591
?,0.827,?,0.0,?,2.239,5.083
?,0.887,?,?,?,?,4.33
?,?,1.399,?,0.0,2.65,?
?,0.56,1.349,?,?,?,3.917
2.726,0.496,1.179,?,1.0,?,3.661
?,0.582,0.931,0.0,0.0,?,3.594
2.636,?,?,?,0.0,2.573,4.393
2.439,?,?,0.0,?,?,4.856
2.781,0.711,1.147,?,0.0,?,?
?,0.223,1.542,?,1.0,?,5.194
?,1.077,0.81,0.0,0.0,3.11,4.63
?,0.827,0.938,?,0.0,2.239,3.91
?,?,?,0.0,?,?,3.932
2.377,0.827,?,0.0,0.0,?,?
2.11,0.58,0.805,0.0,0.0,?,?
2.583,?,1.104,0.0,?,?,3.882
2.11,0.58,0.805,0.0,0.0,1.61,3.787
2.329,?,0.868,0.0,1.0,1.229,3.097
?,0.134,?,0.0,0.0,1.506,3.078
1.512,0.57,0.879,0.0,?,-0.317,?
2.092,1.359,2.273,?,?,1.246,?
1.774,?,?,0.0,?,-0.41,?
