@relation dataset

@attribute att_1 real
@attribute att_2 real
@attribute att_3 real
@attribute att_4 real
@attribute att_5 real
@attribute att_6 real
@attribute att_7 real


@data
?,1.47,1.483,?,2.0,0.491,4.486
2.442,1.211,2.254,0.0,0.0,1.401,4.305
1.945,0.889,?,0.0,?,?,3.927
3.315,0.223,1.1,1.0,?,2.723,?
2.868,1.286,?,?,0.0,1.919,4.809
?,0.859,?,0.0,0.0,2.273,?
3.378,0.134,0.988,0.0,0.0,3.395,4.65
2.961,?,?,?,0.0,1.312,2.604
?,?,1.562,?,?,2.129,3.629
3.012,?,?,0.0,0.0,2.193,4.07
2.778,?,1.17,?,?,?,?
3.08,0.223,?,1.0,?,1.442,3.727
3.281,0.693,?,?,?,1.121,?
2.359,0.405,0.814,?,0.0,?,?
2.026,0.223,1.667,1.0,?,0.202,2.65
?,?,1.5,0.0,?,?,?
3.462,?,?,?,1.0,2.06,?
2.462,0.223,1.625,1.0,?,?,?
3.026,0.405,1.787,?,1.0,1.373,3.81
2.429,?,?,0.0,?,?,0.931
2.836,?,1.43,0.0,2.0,0.434,3.178
?,0.134,1.551,0.0,0.0,4.379,6.255
?,0.872,?,0.0,?,?,?
4.077,0.956,?,?,?,?,?
?,0.405,?,0.0,?,?,1.086
2.034,0.64,1.727,?,?,?,2.586
2.034,0.331,1.56,0.0,?,0.133,?
?,1.278,1.5,?,2.0,2.459,?
?,1.07,1.223,?,?,?,4.278
3.164,0.223,?,0.0,?,?,3.112
3.03,1.821,?,0.0,2.0,5.469,?
2.031,?,1.475,0.0,1.0,?,6.424
4.216,?,?,?,?,?,5.78
2.119,0.923,1.179,0.0,?,0.982,?
?,0.56,1.637,?,?,3.048,?
3.542,1.38,1.264,?,0.0,1.971,6.284
3.102,?,1.316,0.0,?,2.005,3.451
3.393,1.292,2.122,0.0,3.0,1.595,3.477
3.191,?,?,0.0,0.0,2.859,4.967
2.639,1.462,0.83,?,0.0,5.206,?
?,1.437,?,2.0,2.0,?,6.351
2.164,1.437,1.227,?,?,2.573,?
?,?,0.889,0.0,1.0,2.922,4.68
?,1.695,?,0.0,0.0,2.294,?
3.629,0.331,?,0.0,?,?,3.24
3.08,?,1.079,2.0,0.0,?,5.478
3.012,?,0.76,0.0,0.0,2.637,?
2.374,1.16,0.979,?,1.0,?,5.048
2.855,1.331,?,0.0,2.0,0.454,7.045
?,0.405,?,0.0,?,?,1.307
?,0.0,?,1.0,?,?,?
?,?,?,?,1.0,1.294,3.025
2.878,0.134,1.684,0.0,?,0.8,2.425
4.785,?,?,1.0,4.0,2.749,9.612
3.286,0.357,?,0.0,0.0,-0.521,1.771
?,0.405,?,?,?,0.888,4.603
?,0.973,1.838,0.0,2.0,?,?
3.924,0.693,1.707,0.0,2.0,2.314,4.713
?,0.223,1.35,3.0,?,2.545,?
?,0.693,1.747,?,?,?,4.051
1.968,?,?,?,0.0,-1.053,?
?,0.405,1.927,0.0,1.0,0.586,2.583
3.029,?,?,?,0.0,0.314,2.474
3.605,?,1.15,0.0,0.0,3.562,4.51
?,0.83,1.761,0.0,?,?,?
3.026,?,1.548,0.0,?,?,?
3.462,0.405,?,0.0,1.0,2.06,4.557
?,?,?,0.0,?,2.274,3.604
2.9,1.275,0.913,?,?,3.574,?
?,0.223,?,?,0.0,3.503,4.41
4.285,0.134,1.71,?,0.0,3.467,?
?,2.044,0.83,0.0,1.0,?,?
3.332,?,?,?,0.0,2.242,3.374
2.344,0.582,1.59,0.0,?,?,?
?,0.854,1.944,?,?,?,2.451
2.993,0.811,1.232,0.0,2.0,-0.059,5.395
2.914,0.798,?,?,?,2.715,?
?,0.331,1.011,0.0,?,?,3.25
2.777,0.56,1.127,1.0,0.0,1.433,4.767
3.188,?,1.244,0.0,1.0,1.845,?
3.134,0.223,1.319,0.0,?,1.795,?
3.514,?,?,1.0,0.0,3.315,7.809
3.436,0.331,0.951,0.0,0.0,?,?
2.217,0.872,?,?,0.0,1.769,4.182
?,?,?,?,?,?,?
?,0.223,1.155,0.0,?,?,?
?,0.405,?,?,0.0,1.246,3.219
2.685,0.405,1.145,0.0,0.0,1.246,3.11
?,0.405,?,?,?,1.58,?
?,0.223,1.59,0.0,?,1.882,2.883
4.029,?,1.729,?,?,4.038,?
?,0.711,?,0.0,?,?,?
3.432,?,1.385,0.0,1.0,1.459,5.339
?,?,1.614,0.0,0.0,1.587,2.226
?,?,1.134,?,0.0,4.207,6.5
3.73,?,1.562,?,?,?,?
1.831,?,?,0.0,2.0,0.158,1.234
?,0.134,1.22,?,?,?,?
3.035,?,?,?,?,?,2.107
3.461,?,1.12,?,0.0,?,4.47
3.867,?,1.4,2.0,?,3.659,5.678
1.713,?,1.752,?,0.0,-0.297,?
2.441,?,?,?,2.0,?,4.92
?,0.713,?,0.0,?,?,?
3.13,?,0.88,?,?,2.679,5.229
1.886,?,0.523,0.0,0.0,2.938,?
?,?,?,?,?,2.646,?
3.684,1.275,?,0.0,1.0,?,7.691
4.461,?,1.139,0.0,1.0,?,4.727
3.087,0.223,?,?,0.0,?,?
3.822,?,1.125,1.0,0.0,?,5.51
3.113,1.593,1.319,?,1.0,?,?
2.565,?,1.529,?,0.0,?,2.115
?,0.845,0.793,?,0.0,?,5.189
?,?,1.351,0.0,4.0,3.11,?
?,0.496,1.45,?,?,?,?
3.618,?,1.686,?,?,?,?
3.613,1.336,0.839,?,0.0,2.459,?
3.739,?,1.204,?,?,?,?
2.251,?,1.197,0.0,0.0,4.19,?
?,1.075,0.951,0.0,0.0,2.359,6.317
2.216,0.582,1.287,0.0,0.0,1.467,?
3.323,1.232,?,0.0,?,?,6.525
2.126,?,?,0.0,?,2.459,?
1.886,0.988,0.764,0.0,0.0,2.343,3.889
3.175,?,2.095,0.0,?,2.59,4.095
3.641,?,?,?,?,3.16,?
2.019,1.317,1.288,0.0,0.0,?,4.368
3.709,?,1.478,0.0,?,3.909,5.568
?,0.887,?,?,0.0,?,4.458
?,0.223,1.36,0.0,?,2.446,3.458
4.05,0.693,?,?,2.0,?,5.667
3.24,0.56,?,0.0,0.0,?,?
4.829,?,?,4.0,4.0,4.57,6.347
2.079,0.988,?,?,1.0,2.481,2.608
4.037,?,1.563,0.0,?,3.806,?
2.137,0.223,?,?,?,0.655,3.779
3.421,0.58,1.7,?,1.0,?,?
1.279,?,1.284,0.0,0.0,2.2,?
3.252,?,0.832,?,?,4.416,4.674
?,0.499,?,0.0,0.0,?,4.384
3.739,?,0.7,0.0,0.0,?,7.346
2.591,?,?,0.0,0.0,0.874,?
?,0.956,1.643,?,0.0,-2.03,?
3.274,1.214,1.011,0.0,0.0,3.311,?
2.544,?,1.245,0.0,0.0,1.064,?
2.08,?,0.788,?,?,1.514,4.961
2.8,?,?,0.0,?,1.437,3.603
3.9,0.429,?,?,?,?,3.842
3.177,0.918,?,0.0,0.0,2.031,4.116
2.111,1.477,?,?,?,?,?
?,?,1.208,?,?,3.291,4.38
?,?,2.047,0.0,1.0,?,?
3.38,0.702,1.527,0.0,1.0,?,3.841
2.818,0.88,1.488,0.0,0.0,1.182,?
?,?,?,0.0,?,?,?
3.63,?,?,0.0,0.0,?,?
?,?,1.137,1.0,2.0,?,8.571
3.756,?,0.964,?,0.0,4.23,4.425
2.198,?,0.79,?,1.0,?,3.328
3.159,0.965,?,?,2.0,1.121,?
?,1.031,?,?,?,-0.463,4.512
?,?,1.551,0.0,1.0,3.913,?
?,0.907,0.871,0.0,?,?,3.775
?,0.223,1.062,?,0.0,2.726,3.599
?,0.56,?,?,2.0,1.117,?
3.465,?,0.888,0.0,0.0,?,3.623
3.252,0.223,1.077,0.0,?,?,?
4.085,?,1.482,?,0.0,?,5.63
2.726,?,1.108,?,?,?,?
2.079,0.988,0.836,0.0,?,?,?
?,?,1.174,0.0,?,?,?
?,0.56,?,?,2.0,1.042,3.691
?,?,?,0.0,0.0,?,4.635
3.691,?,1.073,0.0,?,1.746,?
3.323,0.405,1.17,?,2.0,2.592,4.577
?,0.405,?,1.0,1.0,2.27,5.147
2.594,0.251,0.861,0.0,?,?,?
3.38,?,0.903,?,?,?,?
?,?,?,0.0,0.0,?,?
3.578,0.496,1.406,0.0,1.0,?,4.32
?,1.421,2.282,?,?,2.357,?
2.634,0.223,0.939,?,0.0,?,?
?,1.86,1.046,0.0,2.0,?,?
3.179,?,0.805,0.0,0.0,2.994,4.154
?,0.251,?,?,?,1.564,3.57
?,0.251,2.164,?,?,0.314,1.812
?,0.0,1.161,0.0,0.0,4.431,5.68
?,0.331,1.313,0.0,?,0.652,2.961
?,?,0.804,?,0.0,3.109,6.72
4.395,?,1.546,0.0,0.0,4.651,6.484
?,0.713,?,?,1.0,4.017,5.039
2.417,?,1.162,0.0,1.0,?,?
3.055,?,1.132,?,?,2.931,5.393
?,?,1.502,0.0,?,3.213,6.314
3.436,?,1.839,?,0.0,2.054,5.087
2.423,0.949,?,?,?,1.94,2.44
?,0.947,1.051,?,0.0,1.66,?
?,1.286,?,0.0,0.0,?,?
?,?,1.234,?,?,?,?
?,1.38,1.25,?,0.0,1.654,4.854
2.396,1.593,?,0.0,0.0,3.32,6.023
1.983,?,?,0.0,?,2.358,?
4.086,0.452,?,?,0.0,0.37,3.463
?,?,1.418,1.0,1.0,1.878,5.018
3.174,1.586,0.91,2.0,2.0,5.361,7.382
?,?,1.501,1.0,?,1.759,?
?,0.58,?,?,?,?,4.117
3.81,1.025,1.055,0.0,2.0,0.215,3.838
3.311,?,2.208,?,?,-0.165,?
0.667,?,0.906,?,?,?,5.558
3.979,1.306,1.404,?,?,?,?
?,1.54,?,?,?,3.896,6.171
2.183,0.93,0.846,?,0.0,?,4.739
?,1.04,?,?,1.0,2.646,4.215
3.001,0.651,0.781,?,?,4.203,?
?,?,?,?,?,1.654,5.933
?,1.182,?,?,?,2.433,4.811
4.311,1.496,0.964,0.0,?,?,5.19
3.587,0.675,2.108,?,0.0,2.527,3.656
2.893,1.236,?,?,0.0,3.842,6.047
?,?,1.45,?,?,4.066,?
?,?,?,0.0,?,3.167,4.136
2.817,1.012,1.521,?,?,-1.169,2.069
3.937,0.762,?,0.0,?,1.145,?
?,?,?,?,0.0,?,?
?,0.732,1.483,0.0,0.0,1.717,2.941
2.019,?,0.77,?,0.0,?,5.93
1.822,0.681,?,?,0.0,2.335,3.696
2.928,1.131,0.908,0.0,?,?,?
?,0.887,0.954,0.0,?,1.748,4.119
?,0.134,?,?,0.0,4.054,?
?,1.749,?,?,1.0,3.305,4.951
?,?,?,?,0.0,?,?
2.297,0.762,?,0.0,0.0,2.841,3.555
?,?,1.36,?,?,2.371,?
3.407,1.548,1.653,?,?,1.145,6.258
?,?,?,?,0.0,?,?
?,0.389,0.796,0.0,0.0,1.953,?
4.372,0.134,1.254,?,0.0,5.339,6.569
3.065,?,0.825,0.0,0.0,5.472,?
?,0.702,1.081,?,0.0,?,8.132
1.883,?,1.207,0.0,?,?,1.153
2.11,0.773,?,0.0,1.0,?,?
?,0.802,?,1.0,0.0,2.799,?
?,0.223,0.802,?,?,3.571,?
2.309,0.907,0.871,0.0,?,3.046,?
3.316,0.223,1.571,1.0,0.0,1.795,3.854
4.223,0.638,1.117,0.0,?,3.557,8.169
?,0.405,?,?,0.0,2.974,5.63
?,?,1.278,?,0.0,2.773,?
3.351,0.797,?,2.0,?,?,3.903
?,0.93,1.075,0.0,?,?,?
3.734,0.223,1.374,0.0,?,3.661,5.159
?,1.493,?,?,?,3.737,6.645
3.249,?,?,0.0,?,?,?
?,0.223,1.375,3.0,0.0,?,4.865
?,0.58,?,2.0,1.0,?,5.066
?,1.026,1.09,?,1.0,?,?
?,0.713,1.19,0.0,?,?,2.056
?,0.762,0.845,?,0.0,1.091,3.601
?,?,?,0.0,0.0,2.604,?
4.205,1.512,1.046,0.0,2.0,2.11,5.002
2.24,?,1.203,0.0,?,-0.316,2.286
2.233,0.46,0.789,?,?,2.206,?
3.24,?,1.487,1.0,0.0,?,3.598
2.297,?,0.798,?,0.0,2.841,?
?,0.811,?,1.0,?,?,5.277
2.568,?,1.012,?,?,2.296,?
?,0.223,?,?,0.0,?,3.387
3.601,0.223,1.254,?,1.0,?,?
?,?,1.609,0.0,2.0,?,3.528
?,0.223,1.426,?,?,2.502,?
4.532,?,1.189,?,4.0,4.639,5.307
?,?,1.205,?,1.0,4.738,?
3.08,0.223,?,1.0,?,?,3.518
?,0.693,?,0.0,2.0,0.787,1.055
?,1.345,?,0.0,0.0,?,?
?,?,?,0.0,?,?,3.086
2.448,?,0.921,?,0.0,1.701,?
3.25,0.0,0.95,?,?,?,3.926
?,0.223,1.051,0.0,?,1.801,3.168
3.134,0.223,1.193,?,0.0,1.548,?
?,?,?,?,0.0,?,3.974
2.309,0.762,1.118,?,2.0,?,2.715
?,0.711,1.235,0.0,?,0.779,2.681
3.337,?,?,0.0,0.0,?,7.429
2.077,1.236,0.829,0.0,?,3.458,4.424
?,0.331,1.221,1.0,?,0.143,?
?,0.223,1.556,0.0,1.0,?,3.662
0.965,0.732,?,0.0,?,0.435,?
2.183,0.93,?,0.0,0.0,1.395,4.224
2.031,0.496,1.952,0.0,?,?,1.231
2.428,0.956,2.609,?,?,0.113,1.301
?,0.829,1.558,?,1.0,3.026,4.539
3.046,0.0,?,0.0,2.0,2.352,4.075
4.532,?,?,?,?,4.639,5.104
?,1.513,2.078,?,0.0,0.489,4.513
2.841,0.88,?,?,3.0,0.226,1.647
?,1.113,?,1.0,?,?,7.64
?,?,?,0.0,?,?,4.912
?,?,1.077,0.0,0.0,2.51,4.02
2.094,0.827,?,?,?,1.886,5.449
2.728,0.134,?,0.0,0.0,2.102,3.42
2.824,?,?,?,0.0,2.102,?
?,0.972,?,0.0,?,?,4.565
2.477,0.405,0.876,0.0,?,?,?
1.977,?,?,0.0,?,?,?
2.439,0.93,0.924,0.0,?,1.748,5.007
?,0.762,?,?,2.0,1.996,4.369
3.78,0.0,1.182,?,0.0,?,?
3.219,?,1.151,0.0,?,2.604,3.397
?,?,0.835,?,1.0,1.643,?
?,0.405,1.787,?,1.0,1.373,?
?,0.582,2.311,?,0.0,1.587,3.075
2.126,?,?,?,?,3.478,4.263
?,?,1.445,2.0,0.0,?,?
?,0.486,?,?,?,?,4.61
?,0.811,1.208,0.0,0.0,3.291,?
?,?,0.931,?,1.0,?,?
2.542,0.429,?,?,0.0,0.562,?
2.456,0.331,?,0.0,1.0,?,?
?,?,1.246,?,?,2.492,?
?,?,?,0.0,0.0,0.575,4.919
2.719,?,?,0.0,0.0,?,3.289
?,?,?,?,1.0,?,3.379
2.251,0.638,0.871,1.0,0.0,?,4.021
?,?,1.853,0.0,0.0,?,4.77
2.08,0.891,?,0.0,0.0,2.729,?
2.876,0.928,?,0.0,1.0,1.737,6.148
?,0.638,0.871,1.0,?,1.61,4.175
4.139,?,1.43,?,?,4.206,?
?,?,?,0.0,0.0,2.64,?
4.061,0.134,1.658,0.0,?,?,3.151
?,1.286,1.309,0.0,?,?,5.318
?,0.73,1.537,?,?,?,?
?,0.331,1.098,0.0,1.0,?,3.742
2.479,?,0.954,?,?,1.748,?
3.528,1.74,1.288,?,0.0,0.626,5.466
2.802,0.223,?,?,1.0,?,?
3.609,?,?,?,0.0,3.291,4.247
?,0.405,1.399,?,0.0,?,?
2.888,?,?,0.0,?,1.398,2.983
?,?,1.287,4.0,3.0,4.453,6.483
?,0.57,?,1.0,?,?,?
?,0.251,?,0.0,?,-0.241,3.884
3.526,0.711,1.586,0.0,3.0,?,?
3.526,0.711,1.596,?,?,0.757,3.423
2.366,0.405,?,0.0,?,-0.534,0.242
2.508,0.58,0.941,0.0,?,1.701,3.799
?,0.764,?,?,1.0,?,5.412
4.356,?,1.224,0.0,1.0,5.741,?
2.183,0.93,0.846,0.0,0.0,1.395,?
?,?,1.023,0.0,?,2.193,?
2.508,0.58,0.941,0.0,0.0,1.701,3.799
?,?,?,0.0,0.0,?,?
?,?,0.868,1.0,?,?,6.195
2.585,1.586,1.352,0.0,0.0,4.092,?
1.962,1.345,0.783,0.0,?,?,?
3.143,?,?,0.0,?,?,2.264
2.803,?,1.124,?,?,4.053,5.385
?,?,0.771,0.0,0.0,3.795,4.762
4.532,?,1.189,2.0,?,?,5.541
2.528,?,?,0.0,?,1.539,3.025
3.103,?,?,0.0,0.0,2.193,?
3.171,?,1.189,?,0.0,?,?
3.103,?,?,0.0,0.0,2.193,?
?,0.64,?,?,?,2.461,?
?,?,1.287,?,?,1.994,?
2.802,?,1.6,1.0,0.0,1.064,?
?,0.223,?,0.0,1.0,1.442,?
3.046,0.0,?,?,0.0,?,?
2.217,?,0.788,?,?,?,?
?,0.223,1.538,0.0,1.0,?,?
4.717,?,1.288,?,1.0,4.804,?
3.143,?,1.641,0.0,?,1.209,2.487
3.423,1.19,?,?,4.0,-1.358,3.689
?,?,1.068,?,0.0,?,3.806
?,?,2.048,0.0,?,0.8,1.462
?,0.58,?,1.0,?,2.904,5.538
?,?,1.614,?,?,?,2.853
?,0.827,?,0.0,?,2.239,5.005
?,?,?,0.0,?,?,3.483
2.377,?,0.938,0.0,0.0,2.239,?
?,0.331,?,1.0,0.0,?,?
?,?,1.365,?,2.0,2.576,?
2.086,?,0.396,0.0,0.0,4.594,6.72
?,1.443,?,?,0.0,4.926,6.006
1.925,?,0.421,0.0,?,?,5.591
?,0.827,0.938,0.0,?,?,5.083
?,0.887,0.888,0.0,0.0,1.395,?
?,?,?,1.0,?,2.65,4.947
?,0.56,1.349,?,?,1.239,?
?,0.496,1.179,0.0,?,?,3.661
?,?,?,?,0.0,?,?
2.636,0.827,0.999,0.0,0.0,2.573,4.393
?,0.93,?,0.0,0.0,1.748,?
2.781,?,1.147,0.0,0.0,1.515,3.846
4.137,0.223,?,0.0,?,4.234,?
1.733,1.077,0.81,?,0.0,3.11,4.63
?,?,?,0.0,0.0,2.239,?
2.215,?,0.888,0.0,0.0,1.395,?
2.377,?,0.938,?,0.0,2.239,5.146
?,0.58,0.805,?,0.0,1.61,?
2.583,0.762,1.104,?,1.0,1.968,3.882
2.11,?,?,0.0,0.0,1.61,3.787
2.329,?,?,?,?,1.229,?
?,0.134,0.862,0.0,?,?,3.078
?,0.57,0.879,0.0,?,?,2.445
?,1.359,?,?,1.0,1.246,4.796
?,0.429,2.299,0.0,0.0,-0.41,1.897
?,?,?,0.0,0.0,3.237,4.906
