@relation dataset

@attribute atr1 real
@attribute atr2 real
@attribute atr3 real
@attribute atr4 real
@attribute atr5 real
@attribute atr6 real
@attribute atr7 real
@attribute atr8 real
@attribute atr9 real
@attribute atr10 real
@attribute atr11 real
@attribute atr12 real
@attribute class {1.0000000e+000, 2.0000000e+000}


@data
0.29341,?,?,?,-0.41909,1.0,0.41545,0.049601,0.68567,0.40031,?,-0.2629,?
?,0.024672,0.070916,?,?,?,-0.30479,?,0.23421,0.18663,-0.16351,?,2.0000000e+000
0.35839,0.34759,0.0433,0.070895,?,?,?,?,1.0,?,?,?,?
0.57396,?,?,?,?,-0.28874,0.78627,?,0.86226,0.39239,?,-0.39441,?
?,-0.086765,?,-0.037594,?,?,?,0.10743,0.53764,?,?,-0.41394,?
-0.81333,?,?,?,0.65821,-0.76347,-0.96419,-0.096731,0.054158,?,?,0.016397,2.0000000e+000
?,?,?,-0.14796,?,-0.28487,-0.29948,-0.22222,?,0.70321,-0.58735,0.31892,?
0.35555,?,?,?,-0.11199,?,?,?,0.57304,?,?,-0.17954,?
0.37767,?,?,?,0.16217,?,?,?,?,0.30457,-0.27613,-0.33097,1.0000000e+000
?,-0.55094,0.0035105,-0.18136,?,?,-0.52377,?,-0.043079,0.0014606,-0.001456,?,2.0000000e+000
-0.7374,-0.4564,-0.52774,-0.47901,-0.19999,?,?,?,-0.29213,?,0.28735,-0.07464,1.0000000e+000
0.21329,?,?,?,?,?,0.027455,0.135,-0.20969,?,?,?,1.0000000e+000
-0.068732,?,?,-0.011328,-0.80815,0.55047,-0.19517,?,0.43903,?,-0.11102,?,?
0.014029,0.20565,0.1981,?,?,0.28497,-0.057997,-0.1417,?,?,?,0.45626,2.0000000e+000
?,0.065829,?,0.2687,-0.27017,0.23872,?,?,-0.34846,?,0.27336,?,1.0000000e+000
0.020291,-0.07599,?,-0.49682,-0.44102,-0.22965,?,0.038331,-0.22125,?,0.52313,-0.26642,?
-0.055436,0.17831,-0.34092,-0.23388,-0.49273,?,-0.018609,0.094689,-0.05668,?,?,?,1.0000000e+000
0.44589,?,?,?,-0.27498,?,0.18946,1.0,0.78605,?,-0.57912,-0.065822,?
?,0.48285,?,?,?,?,0.70852,?,0.6366,?,?,?,?
0.49053,?,-0.20838,?,?,?,0.37017,?,?,0.13456,-0.096455,-0.52551,?
0.32912,-0.14718,-0.38683,-0.24355,?,?,0.21471,?,?,-0.027824,0.02999,?,1.0000000e+000
?,0.22424,-0.91208,?,-0.80474,-0.04202,0.51315,0.20566,?,0.47762,-0.39719,?,2.0000000e+000
?,?,-0.66205,-0.80608,-0.88434,0.32156,?,-0.033885,?,?,?,-0.038131,1.0000000e+000
0.55356,?,?,?,-0.33695,-0.064323,0.18942,?,0.2226,-0.10899,?,-0.076432,1.0000000e+000
0.96875,?,-0.12021,?,?,-0.0098443,0.79458,?,0.26205,0.46033,-0.4003,0.20177,1.0000000e+000
?,?,0.35626,?,0.15961,0.16768,0.27651,0.54844,?,?,?,-0.070629,2.0000000e+000
?,?,?,?,0.65759,?,0.22097,?,?,-0.15559,?,0.066175,1.0000000e+000
?,?,-0.02103,?,?,?,-0.11443,?,?,?,0.39123,?,1.0000000e+000
-0.096201,-0.71385,0.28605,?,?,-0.72187,-0.16316,-0.012709,?,?,0.134,?,?
0.64167,-0.049042,?,?,?,?,?,0.47284,?,?,?,0.11428,2.0000000e+000
?,-0.35507,0.31046,0.18058,?,?,-0.019431,?,?,?,?,-0.34012,?
?,-0.047979,0.64954,0.20301,?,-0.031554,-0.13786,?,?,?,?,?,1.0000000e+000
?,0.0066908,0.50555,?,?,0.059486,0.21157,0.28914,-0.59538,-0.34308,?,0.191,1.0000000e+000
0.10925,?,-0.37119,?,?,0.38652,-0.07297,?,?,?,?,0.0077053,2.0000000e+000
?,0.79391,?,0.34694,?,0.72092,?,?,-0.4408,0.2186,-0.14996,0.46898,1.0000000e+000
-0.67912,0.60045,?,?,0.12427,0.75714,?,?,0.43182,?,?,-0.12321,?
-0.93788,0.10974,0.62036,0.33672,?,0.15943,-0.75701,0.21452,0.55672,-0.10568,?,?,1.0000000e+000
-0.25543,?,0.074905,0.026031,0.19394,-0.095382,0.026131,?,?,-0.012091,?,?,2.0000000e+000
?,?,0.1894,0.43205,?,?,-0.23147,-0.7311,0.030642,0.54783,-0.4874,0.46052,?
?,-0.53032,-0.039628,?,0.67986,-0.6588,0.022067,-0.014206,?,0.10131,?,?,1.0000000e+000
-0.1491,0.21884,0.020754,?,-0.070021,?,0.031419,-0.23505,0.085538,?,-0.2895,0.19569,1.0000000e+000
-0.3516,?,?,-0.79662,-0.15937,-0.19144,?,?,?,?,?,?,?
-0.12502,-0.88804,?,-0.72326,?,?,-0.33343,?,?,?,-0.06684,?,?
0.0097504,-0.43543,-0.037979,-0.30924,0.33629,?,?,?,?,?,0.31711,?,?
?,?,-0.1477,7.966E-4,0.21018,?,?,-0.36788,?,-0.10145,0.10287,?,?
-0.26315,-0.033729,0.19978,0.26989,?,?,?,0.19971,-0.55424,-0.35366,?,0.16212,2.0000000e+000
0.18443,?,?,-0.33744,?,-0.61924,0.35331,?,-0.97744,-0.018126,0.047417,0.72277,1.0000000e+000
?,-0.11971,?,?,?,-0.23506,0.3423,?,?,?,?,?,1.0000000e+000
1.0,?,?,0.044988,?,?,?,-0.009334,-0.4626,-1.1057,0.92205,-0.45033,?
-0.1518,0.59652,0.14833,0.55739,-0.49566,?,?,-0.6444,?,0.1684,?,-0.10929,?
?,?,0.24042,0.22922,?,?,?,-0.47685,?,0.092268,-0.1117,?,1.0000000e+000
?,?,-0.64504,-0.44014,-0.88549,0.16463,0.1852,-0.056038,0.66507,0.79462,-0.65225,?,?
?,-0.19751,-0.36531,-0.41347,-0.18178,?,-0.21286,?,?,?,-0.2021,?,?
-0.10666,?,?,?,-0.44006,0.86403,?,?,0.21295,0.17943,-0.12669,?,2.0000000e+000
?,0.47654,?,0.31696,?,?,-0.96759,?,0.62105,0.63737,-0.52572,?,?
?,?,?,?,?,-0.016603,0.087557,-0.011485,?,?,?,?,1.0000000e+000
?,?,?,-0.10321,?,0.060044,0.20798,-0.22665,?,0.25886,-0.23099,?,1.0000000e+000
-0.23299,-0.12713,0.41625,0.19875,?,?,-0.16823,?,?,0.11039,?,-0.40955,2.0000000e+000
?,0.026985,0.23748,-0.10335,0.49426,?,?,-0.23999,0.78443,?,-0.19996,-0.50496,?
?,?,-0.14458,?,0.086964,?,-0.66429,?,-0.062158,?,0.069614,?,?
?,?,?,-0.14147,?,?,-0.29352,?,0.30918,?,?,?,?
?,?,?,-0.27984,?,?,-0.46573,?,-0.45646,-0.63705,?,?,?
?,?,?,?,?,?,?,0.64821,?,-0.41391,0.35325,0.39543,?
?,0.096283,?,0.21386,0.079608,?,-0.62198,?,?,0.019974,?,-0.38608,1.0000000e+000
0.040648,?,?,0.46794,-0.036987,?,?,0.9608,-0.58525,?,?,-0.31918,1.0000000e+000
-0.13939,0.36471,0.12406,0.77089,?,?,?,0.44554,?,-0.84027,0.71966,?,?
0.2637,?,-0.03317,?,-1.0475,?,?,0.48654,0.32616,0.39366,-0.28189,-0.01256,?
?,-0.080415,?,?,?,?,0.6081,-0.402,-0.061734,?,0.068434,-0.030372,?
0.70053,?,0.14019,?,?,-0.39034,0.70116,0.0149,-0.43974,-0.48201,0.38535,0.062836,?
0.080397,?,?,?,0.31831,?,-0.1577,?,?,-0.20586,0.14678,?,2.0000000e+000
0.012634,0.083464,?,1.0,?,?,0.2171,-0.55596,0.53507,0.39757,?,?,?
?,0.08682,?,?,?,0.091563,?,0.26624,?,-0.32063,?,?,?
0.15489,0.19844,?,?,-0.17036,0.041065,0.40003,-0.025027,?,0.53465,-0.47574,-0.10563,?
?,0.045108,-0.25712,0.017442,-0.27089,-0.078603,0.57986,0.32923,?,-0.025246,0.010915,-0.057755,?
0.44479,-0.18489,?,?,?,-0.14581,?,?,?,?,-0.17013,?,?
-0.2658,0.58079,?,?,-0.1631,?,0.21399,-0.88275,?,?,-0.18088,0.71741,?
?,?,?,?,-0.19942,?,?,-0.7971,-1.415,?,?,?,?
?,?,?,?,-0.53532,0.020666,?,0.15555,0.17182,0.11565,?,-0.032125,2.0000000e+000
0.2179,0.071494,?,-0.11271,?,?,?,0.55589,?,-0.29066,0.28683,-0.174,1.0000000e+000
-0.75407,?,?,?,?,-0.91636,-0.63216,0.21499,?,-0.14776,0.10993,0.10175,1.0000000e+000
?,?,?,-0.29519,0.24276,?,?,0.45015,-0.14586,?,?,?,1.0000000e+000
?,-0.2669,-0.26369,?,0.050304,?,?,0.018981,0.20045,?,?,?,?
?,?,?,?,?,?,-0.29302,0.30586,-0.49597,-0.44144,0.4022,?,?
0.56325,0.048384,?,0.21251,0.13027,?,0.57934,0.17318,0.57083,0.12186,?,?,1.0000000e+000
0.57028,-0.31981,0.26236,-0.1652,0.75822,-0.48564,?,0.36154,?,?,-0.023371,-0.19713,1.0000000e+000
?,?,-0.29669,?,-0.60176,?,0.36462,?,0.56136,?,-0.36726,?,?
?,?,?,?,-0.80838,?,-0.23729,-0.10163,?,0.77408,-0.67198,?,1.0000000e+000
-0.44622,?,-0.3337,?,-0.41659,-0.038114,-0.62625,?,-0.8427,-0.15465,0.19491,0.52112,1.0000000e+000
-0.12944,?,-0.062801,-0.22818,?,?,-0.17241,?,?,-0.36701,?,0.31492,?
?,?,0.26332,0.31588,?,0.68763,-0.23399,?,?,?,?,?,?
0.24823,?,?,0.13743,-0.6511,0.46319,0.14462,?,?,?,?,0.27956,1.0000000e+000
?,?,?,?,?,0.1308,-0.67209,?,-0.41634,?,0.21027,0.14596,?
-2.0346,-0.37419,-0.038523,?,?,?,?,-0.96393,?,?,0.52724,-0.13956,1.0000000e+000
-0.42711,?,-0.23525,?,?,-0.27183,?,?,-0.60181,?,0.14929,0.35375,?
?,?,?,-0.54556,0.63478,?,?,?,-0.15217,0.080638,?,?,1.0000000e+000
0.28511,?,-0.063525,-0.30297,-0.085579,?,0.28942,0.02513,?,?,?,-0.23671,?
0.49777,-0.18688,?,?,?,?,0.58529,?,?,?,?,0.21727,?
?,?,0.73964,?,?,0.083101,-0.093932,0.26179,0.16296,?,-0.27291,?,2.0000000e+000
?,0.16055,1.0,0.63696,0.96583,0.27422,?,0.1319,?,?,?,-0.19122,?
0.45178,0.34555,?,0.19613,?,0.30438,?,?,?,1.0,?,?,?
0.7049,-0.5306,-0.084001,-0.36863,?,?,0.63424,-0.16896,?,?,-0.21397,0.092718,1.0000000e+000
?,-0.23926,0.10415,-0.018956,0.43645,?,0.27003,?,0.46696,0.67257,-0.62995,?,2.0000000e+000
-1.044,0.11272,?,?,?,?,-0.59954,?,0.034449,0.21535,?,0.20977,?
0.1119,?,-0.24805,?,?,?,0.27342,?,?,?,0.70367,0.85593,?
0.4016,0.52067,?,0.12909,-0.94336,?,?,-0.079778,-0.74971,-1.212,?,?,1.0000000e+000
?,?,0.0013612,-0.31086,?,?,?,?,?,?,0.21321,-0.069527,?
-0.82742,?,?,?,?,-0.066378,-0.836,-0.51125,?,?,?,?,1.0000000e+000
?,?,0.50308,0.32187,?,?,0.22145,?,-0.6641,?,?,?,1.0000000e+000
?,-0.24216,?,?,0.14992,?,?,0.27887,-0.27168,?,-0.0059607,?,?
?,?,?,-0.55804,0.12671,-0.19442,-0.023637,?,?,0.081853,-0.033471,0.17802,2.0000000e+000
?,?,0.074902,-0.12816,?,?,-0.15783,0.16143,?,?,?,?,?
-0.055702,?,0.0035673,-0.20441,?,-0.1706,?,?,?,0.39723,?,?,?
?,?,?,?,?,-0.096433,?,-0.10258,-0.024743,?,0.14438,-0.092003,?
0.41106,0.43924,0.34835,0.53838,-0.038496,?,0.56955,-0.2183,-0.28671,?,0.080808,0.17301,?
0.45926,-0.59109,?,-0.26535,1.0,?,?,?,?,-0.23317,?,?,?
?,-0.051154,?,0.7413,?,0.032429,?,?,0.26248,?,?,0.14655,?
-0.39085,0.35579,-0.18178,-0.027863,-0.48236,?,?,0.17493,0.66536,?,?,-0.34618,1.0000000e+000
0.58217,?,-0.19187,-0.012795,?,?,0.29406,?,?,0.49668,?,0.16517,2.0000000e+000
?,0.010151,?,0.026617,?,-0.0050845,?,?,0.054155,-0.014689,0.046938,-0.14263,?
?,-0.051154,?,?,?,?,?,?,?,0.49233,?,0.14655,?
-0.39085,0.35579,-0.18178,?,?,0.38834,?,0.17493,?,0.23541,?,-0.34618,1.0000000e+000
?,?,-0.19187,?,-0.37745,0.042399,?,0.017011,0.28906,?,?,?,?
?,?,?,?,-0.19456,?,?,0.24519,0.054155,-0.014689,0.046938,?,1.0000000e+000
0.39161,-0.12657,0.16642,0.28396,0.12976,-0.0588,0.086254,0.4974,?,?,?,?,1.0000000e+000
0.72065,0.30374,?,?,-0.38114,?,0.78517,-0.12819,0.24596,?,?,?,?
-0.46684,-0.062034,?,-0.2627,?,?,-0.4092,?,?,0.074153,-0.047587,0.24501,2.0000000e+000
?,0.44046,-0.13706,?,?,?,-0.037866,-0.14075,0.22533,0.0016975,?,-0.17527,?
?,?,?,?,?,?,?,0.28386,-0.36513,?,?,?,1.0000000e+000
4.2147E-4,-0.35998,?,0.37666,0.19483,?,-0.034903,?,?,?,?,?,1.0000000e+000
-0.45771,?,?,?,?,-0.10749,-0.61389,?,-0.79716,?,?,0.021237,2.0000000e+000
-0.2096,?,-0.29864,-0.0013055,-0.47853,0.10043,-0.11274,0.047922,-0.40933,-0.75552,?,-0.19902,?
?,0.47436,0.16796,?,?,0.39054,?,?,?,?,?,0.19471,1.0000000e+000
?,0.35106,?,?,-0.20705,?,?,?,?,?,?,-0.15584,?
?,-0.015666,-0.74666,?,-0.99114,0.019864,0.23696,-0.46558,?,0.39835,?,?,?
?,?,?,?,?,-0.38819,?,?,?,?,?,-0.086619,?
?,-0.78779,?,-0.52695,0.66358,-0.74537,-0.48479,-0.075233,?,?,0.28376,0.1725,1.0000000e+000
?,-0.13387,-0.29681,?,?,-0.26256,0.041177,?,0.20368,0.21374,-0.20313,?,1.0000000e+000
-0.028981,0.14378,?,?,?,0.16252,?,?,?,-0.38415,?,?,2.0000000e+000
?,?,0.2972,0.18969,?,?,?,?,?,-0.44376,?,-0.067377,?
?,?,?,?,?,0.75373,0.46036,-0.14066,?,?,?,0.039183,?
0.0030444,?,?,?,?,?,?,?,?,-0.10043,?,?,2.0000000e+000
?,?,0.11661,?,?,?,?,0.19541,?,?,?,-0.85327,?
?,?,?,?,?,0.018357,-0.26298,?,-0.96973,-1.6044,?,?,?
?,?,?,0.15349,?,-0.44197,-0.46291,?,-0.34252,?,?,0.43111,?
-0.65123,-0.23004,?,?,-0.049209,-0.0036126,-0.81967,-0.11053,-0.73427,-0.057459,0.051636,?,2.0000000e+000
-0.31338,?,0.085749,?,?,0.04056,-0.34241,0.17207,-0.11802,-0.39248,0.23859,-0.40819,?
?,-0.26957,-0.098415,-0.26427,0.46769,?,1.0,?,0.043996,?,-0.21413,?,2.0000000e+000
?,?,?,-0.44701,?,-0.31416,?,?,?,?,?,-0.47206,?
?,0.37878,?,?,-0.44253,?,?,-0.24731,?,?,?,?,2.0000000e+000
0.10995,0.043399,-0.40768,-0.4793,?,?,?,?,-0.3026,?,0.25246,-0.36604,?
?,?,?,0.2964,0.374,?,-0.26298,0.46411,?,?,1.0,?,?
0.10995,?,?,?,-0.30018,-0.052069,?,?,?,-0.39181,0.25246,?,1.0000000e+000
?,0.3773,-0.69633,?,?,?,-0.2468,-0.14536,?,-0.14771,0.099482,0.028094,?
?,0.39541,0.048231,?,-0.28744,0.4885,0.18915,?,?,-0.19786,0.11255,?,1.0000000e+000
?,?,0.27055,0.42322,0.21375,-0.053184,-0.078576,-0.27821,?,?,?,?,2.0000000e+000
?,?,?,?,0.37796,0.080315,?,?,0.2341,?,?,?,?
?,?,-0.26203,0.15395,?,0.2917,-0.51303,-0.12608,?,0.090028,?,-0.031497,2.0000000e+000
-0.29303,?,0.09581,?,0.33797,?,?,?,?,0.11011,-0.088045,0.0031717,1.0000000e+000
?,?,?,-0.23486,?,?,?,?,0.50563,0.28007,?,-0.19785,2.0000000e+000
?,-0.89672,?,-0.7481,0.931,?,?,?,0.33864,0.99008,?,1.0,?
?,0.27629,-0.27324,0.11319,?,?,?,0.44004,?,?,0.0022735,-0.10048,?
?,?,-0.70099,-0.29917,?,?,?,0.51855,?,?,?,?,1.0000000e+000
0.29877,-0.17962,0.032859,?,0.5403,-0.36184,0.1779,?,?,-0.41113,?,-0.38916,2.0000000e+000
-0.37812,-0.52287,0.21541,?,0.63784,?,?,-0.25811,-0.32899,?,?,?,1.0000000e+000
0.37913,?,?,?,-0.10983,-0.045824,?,?,?,-0.24229,?,?,?
