@relation dataset

@attribute atr1 real
@attribute atr2 real
@attribute atr3 real
@attribute atr4 real
@attribute atr5 real
@attribute atr6 real
@attribute atr7 real
@attribute atr8 real
@attribute atr9 real
@attribute atr10 real
@attribute atr11 real
@attribute atr12 real
@attribute class {0, 1}


@data
?,?,?,?,?,?,?,0.3287,?,?,?,?,0
?,0.15145,0.25239,?,?,?,?,0.9608,-0.58525,?,?,-0.31918,?
-0.13939,?,0.12406,0.77089,-0.43167,?,?,?,?,-0.84027,?,?,?
0.2637,?,-0.03317,0.70355,?,?,-0.22612,?,?,?,?,?,?
0.49941,?,0.31429,?,?,-0.19192,?,-0.402,?,-0.087725,?,-0.030372,0
0.70053,-0.24519,0.14019,?,?,-0.39034,?,0.0149,?,-0.48201,?,?,0
?,?,-0.15661,-0.17755,0.31831,?,-0.1577,?,0.1662,?,?,?,?
?,?,?,?,0.37848,?,0.2171,?,0.53507,0.39757,?,-0.14064,?
-0.51497,0.08682,-0.38881,-0.64284,?,?,-0.4981,?,-0.31386,?,?,0.069917,?
?,?,-0.14908,?,?,0.041065,?,-0.025027,?,0.53465,?,-0.10563,0
0.62466,?,?,?,-0.27089,-0.078603,0.57986,?,0.07863,-0.025246,0.010915,?,1
?,?,?,?,-0.59485,-0.14581,0.15915,0.29632,?,?,?,0.16604,0
-0.2658,?,0.2547,?,-0.1631,?,0.21399,-0.88275,?,?,-0.18088,0.71741,0
?,0.57689,?,0.20012,-0.19942,0.54698,0.018037,?,-1.415,-0.026412,0.077569,?,?
-0.11658,?,?,?,-0.53532,?,?,0.15555,0.17182,?,-0.1041,?,1
0.2179,?,?,?,0.073063,?,0.032274,0.55589,?,?,0.28683,?,0
?,-0.83831,-0.66487,-0.96168,?,-0.91636,?,0.21499,-0.20693,-0.14776,?,?,?
-0.1884,?,-0.070795,-0.29519,?,?,?,0.45015,-0.14586,0.040647,?,0.18286,0
?,-0.2669,?,?,0.050304,?,?,0.018981,?,?,?,?,?
?,-0.161,0.032007,?,0.13349,-0.11975,?,0.30586,?,?,0.4022,0.05019,?
0.56325,0.048384,?,0.21251,0.13027,-0.067413,?,?,0.57083,0.12186,-0.136,-0.32648,?
?,-0.31981,?,-0.1652,0.75822,-0.48564,?,?,0.31662,4.1923E-4,?,?,?
?,0.45368,?,?,?,0.37774,0.36462,?,?,0.39509,-0.36726,-0.11186,?
-0.48175,?,-0.62436,-0.75435,-0.80838,?,?,-0.10163,0.88105,0.77408,-0.67198,?,?
-0.44622,?,?,0.037943,-0.41659,?,-0.62625,0.33394,?,-0.15465,?,?,0
?,-0.29235,?,?,0.17183,?,-0.17241,0.083305,?,?,?,0.31492,0
-0.51547,0.63185,?,?,-0.21086,0.68763,-0.23399,?,?,?,-0.04257,?,1
?,?,?,?,?,?,0.14462,-0.73971,?,-9.3878E-4,0.0017287,0.27956,?
?,-0.036783,-0.18601,0.13875,-0.38403,?,?,?,?,-0.22718,0.21027,0.14596,?
?,-0.37419,?,0.20834,0.087447,?,-1.489,-0.96393,-0.47887,?,0.52724,-0.13956,0
-0.42711,?,?,0.11849,-0.20632,-0.27183,-0.71013,0.51291,?,-0.11146,0.14929,?,1
?,-1.0049,?,-0.54556,?,?,?,0.43848,-0.15217,0.080638,-0.032242,?,?
?,0.33513,?,-0.30297,?,0.21858,?,0.02513,0.39539,?,?,?,?
0.49777,-0.18688,?,-0.26179,0.56263,-0.32682,?,?,?,0.16883,?,0.21727,0
?,0.15463,?,?,?,?,-0.093932,?,0.16296,?,?,0.060598,?
?,?,1.0,0.63696,0.96583,0.27422,?,0.1319,?,0.055806,?,?,0
?,?,-0.19567,?,?,0.30438,?,0.24498,0.93069,?,-0.88277,0.019237,0
0.7049,?,?,?,0.49063,?,0.63424,-0.16896,0.12623,?,-0.21397,?,0
0.057925,?,0.10415,-0.018956,0.43645,-0.35041,?,-0.30977,0.46696,?,?,0.25866,1
-1.044,?,?,0.35082,-0.099634,?,?,-0.67152,0.034449,0.21535,-0.21476,?,?
?,?,-0.24805,0.10381,?,?,?,?,?,?,0.70367,?,0
?,?,-0.34313,?,-0.94336,0.59776,?,-0.079778,?,?,1.0,?,?
0.57652,-0.68972,?,-0.31086,?,?,0.66062,-0.4172,-0.25476,?,?,-0.069527,1
-0.82742,-0.23351,-0.1542,?,-0.09226,?,?,?,?,0.19194,-0.17069,-0.083504,?
?,?,?,?,0.56045,0.0206,0.22145,?,-0.6641,-0.053704,0.062203,?,?
?,?,?,0.16483,?,-0.23266,-0.12474,0.27887,-0.27168,0.03666,?,0.2121,0
?,?,-0.16124,?,0.12671,?,-0.023637,?,-0.2091,?,?,0.17802,?
-0.32234,0.1822,?,?,0.091872,0.12344,?,?,0.22004,?,-0.051162,-0.13181,?
?,-0.25408,?,?,?,-0.1706,-0.16074,-0.1079,0.49943,0.39723,?,-0.035704,0
-0.025852,-0.040066,-0.24034,-0.4637,-0.10137,-0.096433,?,?,-0.024743,?,0.14438,?,?
0.41106,0.43924,?,?,-0.038496,?,0.56955,-0.2183,-0.28671,?,0.080808,?,1
?,?,?,-0.26535,?,-0.76061,?,?,-0.8536,?,0.22709,?,?
0.11357,?,?,0.7413,0.70137,0.032429,0.0043078,?,0.26248,?,?,?,?
-0.39085,?,-0.18178,-0.027863,?,?,?,0.17493,0.66536,0.23541,-0.20351,?,0
?,?,-0.19187,-0.012795,-0.37745,?,?,0.017011,?,0.49668,-0.43783,?,?
?,0.010151,?,0.026617,-0.19456,-0.0050845,?,?,?,?,?,-0.14263,0
0.11357,-0.051154,?,?,0.70137,0.032429,?,?,0.26248,?,?,0.14655,?
?,?,-0.18178,-0.027863,-0.48236,?,-0.35438,0.17493,?,0.23541,-0.20351,-0.34618,?
0.58217,-0.045015,?,-0.012795,?,0.042399,?,0.017011,?,?,-0.43783,?,?
0.17593,?,-0.13077,0.026617,-0.19456,-0.0050845,0.12866,?,?,-0.014689,?,-0.14263,0
?,?,0.16642,?,0.12976,?,?,0.4974,?,-0.40972,?,?,?
0.72065,?,?,0.070148,?,?,0.78517,?,0.24596,0.26766,?,0.059474,?
-0.46684,-0.062034,-0.36059,-0.2627,?,0.0036027,?,?,-0.27627,0.074153,?,0.24501,1
-0.1146,0.44046,?,?,?,?,?,-0.14075,?,0.0016975,-0.022509,?,0
?,?,?,?,?,?,?,0.28386,?,?,-0.090061,?,?
?,-0.35998,0.070146,0.37666,?,-0.32573,?,0.16753,-0.016087,?,?,-0.030424,0
?,?,?,-0.31257,?,-0.10749,?,0.067457,?,-0.8837,0.74126,0.021237,1
-0.2096,?,-0.29864,?,?,0.10043,?,0.047922,-0.40933,?,0.61391,-0.19902,0
?,?,0.16796,-0.0065152,?,0.39054,?,?,-0.031626,?,?,?,?
-0.17167,0.35106,?,?,-0.20705,0.36392,-0.098918,?,0.23747,0.089798,?,?,?
0.28966,-0.015666,?,?,-0.99114,0.019864,0.23696,?,0.23058,?,-0.35891,?,1
0.7363,-0.3396,?,?,?,?,0.59417,-0.058747,-0.14397,?,?,-0.086619,0
-0.4446,?,0.0095374,-0.52695,0.66358,-0.74537,?,?,?,?,0.28376,0.1725,0
?,-0.13387,?,-0.52241,-0.058147,-0.26256,?,-0.20758,?,?,?,?,?
?,0.14378,0.5059,0.63189,?,?,-0.0033395,?,0.2157,?,?,?,?
?,-0.10587,?,0.18969,?,-0.075452,0.10535,?,-0.38113,-0.44376,0.37552,-0.067377,0
?,?,?,0.44228,-0.19801,?,?,-0.14066,?,0.87067,?,?,?
0.0030444,?,?,-0.3156,?,?,?,?,?,?,?,0.64187,?
?,?,?,0.039626,?,0.073034,-0.6005,0.19541,1.0,0.2487,-0.16746,-0.85327,?
-0.068616,?,?,0.2964,0.374,?,-0.26298,?,?,-1.6044,1.0,?,1
?,-0.54566,?,?,?,-0.44197,-0.46291,?,-0.34252,-0.018139,0.014394,0.43111,0
?,-0.23004,0.21374,?,?,-0.0036126,?,-0.11053,?,?,0.051636,?,?
?,?,?,?,0.046584,0.04056,-0.34241,0.17207,?,-0.39248,?,?,0
?,-0.26957,-0.098415,?,0.46769,?,?,-1.0236,0.043996,?,?,?,?
?,-0.23324,?,-0.44701,0.080071,-0.31416,?,?,?,-0.023594,0.0087808,?,0
?,?,-0.094639,0.12086,?,0.40391,?,?,0.67528,1.0,-0.61569,0.56112,1
0.10995,0.043399,-0.40768,-0.4793,-0.30018,-0.052069,?,?,?,-0.39181,?,-0.36604,0
-0.068616,?,0.34194,0.2964,0.374,?,?,?,-0.96973,-1.6044,?,-1.087,?
?,0.043399,-0.40768,-0.4793,-0.30018,?,0.31102,-0.53557,-0.3026,-0.39181,0.25246,-0.36604,0
?,0.3773,?,-0.50711,-0.97455,?,-0.2468,?,-0.31535,?,0.099482,0.028094,1
0.5435,0.39541,0.048231,-0.16127,-0.28744,0.4885,0.18915,?,?,-0.19786,0.11255,-0.80969,0
?,?,?,0.42322,0.21375,?,?,?,?,?,-0.12715,-0.10189,1
0.54404,0.20994,0.32438,?,?,?,0.77345,?,?,?,-0.22136,?,0
?,?,-0.26203,?,?,?,?,-0.12608,?,0.090028,?,-0.031497,?
?,-0.24366,?,-0.045246,?,?,-0.31867,?,?,0.11011,?,?,?
0.45717,?,0.26939,-0.23486,0.55998,?,?,?,0.50563,0.28007,?,-0.19785,1
?,?,?,?,?,-1.0729,?,-0.33381,?,?,?,?,?
?,0.27629,?,0.11319,?,0.52266,?,0.44004,0.20391,?,0.0022735,-0.10048,1
-0.78399,?,-0.70099,-0.29917,?,0.2105,?,0.51855,-0.30319,?,?,0.66394,?
0.29877,?,?,?,?,?,?,0.71325,?,-0.41113,?,?,?
-0.37812,-0.52287,0.21541,?,0.63784,-0.49221,?,-0.25811,?,?,?,?,?
0.37913,?,-0.12336,?,-0.10983,-0.045824,?,?,?,-0.24229,?,0.49063,?
