@relation dataset

@attribute atr1 real
@attribute atr2 real
@attribute atr3 real
@attribute atr4 real
@attribute atr5 real
@attribute atr6 real
@attribute atr7 real
@attribute atr8 real
@attribute atr9 real
@attribute atr10 real
@attribute atr11 real
@attribute atr12 real
@attribute class {0, 1}


@data
?,-0.086359,0.064319,?,0.085771,?,-0.29352,?,0.30918,?,?,-0.30504,?
?,?,?,?,0.43791,-0.30819,-0.46573,0.32657,?,-0.63705,0.53893,-0.058928,?
-0.2739,?,-0.54814,-1.0859,0.21302,?,?,0.64821,-0.7455,-0.41391,0.35325,?,0
?,?,0.25055,?,?,?,?,?,0.5533,0.019974,-0.012979,?,?
0.040648,?,?,0.46794,-0.036987,?,-0.28259,0.9608,-0.58525,-1.0627,?,?,0
-0.13939,?,?,?,?,?,-0.31029,0.44554,-0.59009,-0.84027,0.71966,-0.070515,1
?,?,?,0.70355,?,?,-0.22612,?,0.32616,?,-0.28189,-0.01256,?
0.49941,?,0.31429,0.11138,0.53456,-0.19192,?,?,?,-0.087725,0.068434,?,0
?,-0.24519,?,-0.017159,?,-0.39034,?,0.0149,-0.43974,?,0.38535,?,0
?,?,-0.15661,-0.17755,?,?,?,?,?,?,?,?,1
?,?,?,?,?,?,?,-0.55596,0.53507,?,?,-0.14064,?
?,?,?,-0.64284,?,0.091563,?,0.26624,-0.31386,?,?,0.069917,?
0.15489,?,?,?,-0.17036,?,0.40003,?,?,?,?,?,?
?,0.045108,-0.25712,0.017442,?,?,0.57986,?,0.07863,-0.025246,0.010915,-0.057755,1
0.44479,-0.18489,-0.52795,?,?,-0.14581,?,0.29632,?,0.19593,-0.17013,?,?
-0.2658,0.58079,0.2547,0.37903,?,0.55455,?,?,-0.72675,0.22396,-0.18088,0.71741,0
-0.49008,?,?,0.20012,?,?,0.018037,?,?,-0.026412,0.077569,?,0
?,?,-0.37479,?,?,0.020666,?,0.15555,?,0.11565,-0.1041,?,?
0.2179,0.071494,?,-0.11271,?,?,0.032274,0.55589,-0.14118,?,0.28683,-0.174,0
?,?,-0.66487,-0.96168,0.080456,-0.91636,-0.63216,0.21499,?,?,0.10993,?,?
?,-0.54712,?,?,?,-0.42923,-0.48623,?,-0.14586,0.040647,?,0.18286,0
?,?,-0.26369,-0.44118,?,?,0.1428,0.018981,?,0.04347,?,-0.12734,?
?,-0.161,?,0.040236,0.13349,-0.11975,?,0.30586,?,-0.44144,?,0.05019,?
?,0.048384,0.090836,?,0.13027,?,0.57934,?,0.57083,0.12186,?,-0.32648,?
?,?,?,?,0.75822,-0.48564,?,?,0.31662,4.1923E-4,-0.023371,-0.19713,0
0.27076,0.45368,?,-0.21463,-0.60176,0.37774,0.36462,?,0.56136,?,?,-0.11186,1
-0.48175,?,?,-0.75435,-0.80838,0.28018,-0.23729,-0.10163,?,?,-0.67198,?,?
-0.44622,-0.16735,-0.3337,?,?,?,-0.62625,?,-0.8427,?,0.19491,?,?
-0.12944,?,-0.062801,-0.22818,0.17183,?,-0.17241,?,?,-0.36701,?,?,0
?,?,0.26332,?,-0.21086,0.68763,-0.23399,-0.54362,?,0.0084123,-0.04257,-0.30762,?
?,?,-0.1594,0.13743,?,?,?,-0.73971,?,-9.3878E-4,?,?,?
?,?,?,?,?,0.1308,?,-0.44093,-0.41634,-0.22718,?,0.14596,?
?,-0.37419,?,?,?,?,?,-0.96393,-0.47887,?,?,-0.13956,0
-0.42711,-0.45887,-0.23525,0.11849,?,?,-0.71013,?,?,?,?,0.35375,?
?,-1.0049,-0.089985,?,0.63478,-0.84512,-1.651,0.43848,-0.15217,0.080638,?,0.14178,?
?,?,?,?,?,?,?,0.02513,0.39539,?,-0.16726,?,?
?,?,?,-0.26179,?,?,0.58529,-0.46772,-0.15347,?,-0.12842,0.21727,?
?,0.15463,?,?,?,?,?,?,?,0.38338,-0.27291,0.060598,1
?,?,?,0.63696,0.96583,?,-0.42293,0.1319,?,0.055806,?,?,0
?,0.34555,?,?,?,?,0.45634,?,0.93069,?,-0.88277,0.019237,?
?,-0.5306,-0.084001,?,?,-0.67493,0.63424,-0.16896,?,0.22158,?,?,0
?,-0.23926,0.10415,-0.018956,0.43645,-0.35041,?,-0.30977,?,?,-0.62995,0.25866,1
-1.044,0.11272,0.071678,?,-0.099634,?,-0.59954,?,0.034449,0.21535,-0.21476,0.20977,?
?,1.0,-0.24805,0.10381,?,?,?,?,?,-0.73233,?,0.85593,?
?,0.52067,-0.34313,0.12909,?,0.59776,0.18809,?,-0.74971,?,?,-0.25355,0
0.57652,-0.68972,?,-0.31086,?,?,0.66062,?,-0.25476,-0.23427,?,?,1
-0.82742,-0.23351,-0.1542,?,-0.09226,-0.066378,?,?,?,0.19194,-0.17069,?,0
0.057557,?,?,?,0.56045,?,0.22145,?,-0.6641,?,0.062203,?,0
?,?,?,?,0.14992,?,?,?,-0.27168,0.03666,-0.0059607,?,?
-0.086402,?,?,?,0.12671,-0.19442,-0.023637,-0.12907,-0.2091,0.081853,-0.033471,0.17802,1
?,0.1822,?,-0.12816,?,?,?,0.16143,0.22004,0.07262,?,-0.13181,0
?,-0.25408,0.0035673,?,0.11858,?,-0.16074,-0.1079,0.49943,0.39723,-0.37436,?,?
?,?,-0.24034,?,?,?,?,-0.10258,?,?,?,?,?
?,?,0.34835,?,-0.038496,?,0.56955,-0.2183,-0.28671,?,?,?,?
?,-0.59109,?,?,?,?,0.55313,-0.40006,-0.8536,-0.23317,0.22709,?,?
?,?,0.7061,0.7413,0.70137,0.032429,0.0043078,0.056379,?,?,-0.40977,0.14655,0
-0.39085,0.35579,-0.18178,-0.027863,?,?,?,?,?,?,-0.20351,-0.34618,?
0.58217,?,-0.19187,-0.012795,?,?,?,?,?,?,?,?,1
0.17593,0.010151,-0.13077,?,?,-0.0050845,?,?,0.054155,-0.014689,?,?,0
0.11357,-0.051154,0.7061,0.7413,?,?,0.0043078,0.056379,0.26248,?,-0.40977,?,?
-0.39085,0.35579,-0.18178,?,-0.48236,?,-0.35438,?,0.66536,0.23541,?,?,0
?,?,?,?,?,?,0.29406,0.017011,0.28906,0.49668,-0.43783,0.16517,1
?,?,?,0.026617,-0.19456,-0.0050845,0.12866,0.24519,0.054155,?,?,?,0
0.39161,?,?,0.28396,?,-0.0588,0.086254,0.4974,?,-0.40972,0.33043,?,0
?,0.30374,-0.12744,0.070148,-0.38114,0.21582,?,-0.12819,0.24596,0.26766,-0.26945,0.059474,0
-0.46684,-0.062034,-0.36059,-0.2627,?,?,?,-0.39695,?,?,?,0.24501,1
-0.1146,0.44046,?,?,?,?,?,?,?,0.0016975,?,?,?
?,?,?,0.54228,?,-0.086602,?,?,-0.36513,?,?,?,?
?,-0.35998,0.070146,?,?,-0.32573,?,?,-0.016087,?,?,-0.030424,?
?,-0.24003,?,-0.31257,?,?,-0.61389,?,-0.79716,-0.8837,?,?,?
?,0.097956,-0.29864,?,?,0.10043,?,?,?,?,?,?,?
?,?,?,?,?,?,0.66198,?,-0.031626,?,?,0.19471,?
?,0.35106,?,0.36079,-0.20705,0.36392,-0.098918,?,?,?,?,-0.15584,?
0.28966,?,?,-0.23195,-0.99114,0.019864,?,?,?,0.39835,?,0.13632,?
0.7363,-0.3396,?,0.048958,?,-0.38819,0.59417,?,?,-0.21605,0.18223,?,?
?,?,?,?,?,-0.74537,-0.48479,?,-0.45825,-0.36456,?,?,?
?,?,-0.29681,?,-0.058147,?,?,?,?,0.21374,-0.20313,-0.018764,?
-0.028981,0.14378,?,?,?,?,-0.0033395,?,?,?,?,-0.46885,?
?,-0.10587,0.2972,?,?,-0.075452,0.10535,-0.37423,?,?,?,?,0
0.11676,?,?,0.44228,?,?,0.46036,?,?,0.87067,?,0.039183,0
?,?,?,?,?,-0.18827,0.056916,?,?,?,?,0.64187,?
-0.51391,0.0037805,0.11661,?,0.096454,0.073034,?,0.19541,?,?,-0.16746,-0.85327,?
-0.068616,0.0031952,0.34194,?,?,0.018357,?,?,?,-1.6044,1.0,?,1
0.012311,?,?,?,-0.34907,-0.44197,?,?,-0.34252,?,0.014394,?,?
?,?,0.21374,1.0,-0.049209,?,-0.81967,?,?,-0.057459,0.051636,0.84811,1
-0.31338,-0.0036627,0.085749,0.071735,0.046584,?,?,?,?,-0.39248,?,?,0
0.30402,-0.26957,?,?,0.46769,-0.61393,1.0,?,?,?,?,?,1
0.26488,?,?,-0.44701,0.080071,?,?,?,0.3413,-0.023594,?,-0.47206,?
?,?,?,0.12086,?,?,?,-0.24731,?,1.0,-0.61569,?,?
0.10995,0.043399,?,-0.4793,?,-0.052069,0.31102,?,?,-0.39181,0.25246,-0.36604,0
-0.068616,0.0031952,0.34194,0.2964,?,?,?,0.46411,-0.96973,-1.6044,1.0,?,?
0.10995,?,-0.40768,-0.4793,?,-0.052069,0.31102,-0.53557,-0.3026,?,0.25246,?,0
?,?,-0.69633,?,-0.97455,?,?,-0.14536,-0.31535,-0.14771,?,0.028094,?
?,0.39541,?,-0.16127,?,0.4885,?,0.6029,0.49797,-0.19786,0.11255,?,?
-0.14648,-0.10456,?,0.42322,?,-0.053184,?,-0.27821,0.24185,?,?,?,?
?,0.20994,?,?,?,0.080315,?,-0.22166,0.2341,?,-0.22136,0.13107,?
-0.49114,0.14523,-0.26203,?,-0.58218,0.2917,?,?,?,?,?,-0.031497,1
?,?,0.09581,-0.045246,0.33797,?,?,-0.17917,?,?,?,0.0031717,?
?,-0.084912,0.26939,-0.23486,?,?,0.60834,?,?,0.28007,-0.18974,?,?
0.22144,-0.89672,?,-0.7481,0.931,-1.0729,0.10905,?,0.33864,0.99008,-0.60651,1.0,?
?,0.27629,-0.27324,0.11319,-0.77698,?,-0.85062,0.44004,0.20391,?,?,?,1
?,0.2546,-0.70099,?,-0.85833,?,-0.53005,0.51855,?,0.020018,?,0.66394,?
?,-0.17962,0.032859,?,?,?,?,?,-0.098148,?,?,?,1
-0.37812,-0.52287,?,-0.24359,?,?,?,-0.25811,?,-0.039117,0.007591,?,?
0.37913,?,-0.12336,?,?,?,0.1238,?,?,?,0.17369,?,?
