@relation dataset

@attribute mssubclass real
@attribute mszoning {0, 1, 2, 3, 4}
@attribute lotarea real
@attribute street {0, 1}
@attribute lotshape {0, 1, 2, 3}
@attribute landcontour {0, 1, 2, 3}
@attribute utilities {0, 1}
@attribute lotconfig {0, 1, 2, 3, 4}
@attribute landslope {0, 1, 2}
@attribute bldgtype {0, 1, 2, 3, 4}
@attribute overallqual real
@attribute overallcond real
@attribute yearbuilt real
@attribute yearremodadd real
@attribute roofstyle {0, 1, 2, 3, 4, 5}
@attribute roofmatl {0, 1, 2, 3, 4, 5, 6, 7}
@attribute masvnrtype {0, 1, 2, 3}
@attribute masvnrarea real
@attribute exterqual {0, 1, 2, 3}
@attribute extercond {0, 1, 2, 3}
@attribute foundation {0, 1, 2, 3, 4}
@attribute bsmtqual {0, 1, 2, 3}
@attribute bsmtcond {0, 1, 2, 3}
@attribute bsmtexposure {0, 1, 2, 3}
@attribute bsmtfintype1 {0, 1, 2, 3, 4, 5}
@attribute bsmtfinsf1 real
@attribute bsmtfintype2 {0, 1, 2, 3, 4, 5}
@attribute bsmtfinsf2 real
@attribute bsmtunfsf real
@attribute totalbsmtsf real
@attribute heating {0, 1, 2, 3}
@attribute heatingqc {0, 1, 2, 3, 4}
@attribute centralair {0, 1}
@attribute electrical {0, 1, 2, 3, 4}
@attribute 1stflrsf real
@attribute 2ndflrsf real
@attribute lowqualfinsf real
@attribute grlivarea real
@attribute bsmtfullbath real
@attribute bsmthalfbath real
@attribute fullbath real
@attribute halfbath real
@attribute bedroomabvgr real
@attribute kitchenabvgr real
@attribute kitchenqual {0, 1, 2, 3}
@attribute totrmsabvgrd real
@attribute functional {0, 1, 2, 3, 4, 5, 6}
@attribute fireplaces real
@attribute garagetype {0, 1, 2, 3, 4, 5}
@attribute garageyrblt real
@attribute garagefinish {0, 1, 2}
@attribute garagecars real
@attribute garagearea real
@attribute garagequal {0, 1, 2, 3, 4}
@attribute garagecond {0, 1, 2, 3, 4}
@attribute paveddrive {0, 1, 2}
@attribute wooddecksf real
@attribute openporchsf real
@attribute enclosedporch real
@attribute 3ssnporch real
@attribute screenporch real
@attribute poolarea real
@attribute miscval real
@attribute yrsold {2006, 2007, 2008, 2009, 2010}
@attribute saletype {0, 1, 2, 3, 4, 5, 6, 7, 8}
@attribute salecondition {0, 1, 2, 3, 4, 5}
@attribute saleprice real


@data
?,3,?,?,3,3,0,0,0,1,?,?,1939.0,1950.0,1,1,?,0.0,3,?,?,3,3,3,2,851.0,5,?,140.0,991.0,?,?,1,?,?,?,0.0,?,1.0,0.0,1.0,0.0,2.0,2.0,3,?,?,2.0,1,1939.0,1,1.0,205.0,2,?,2,?,4.0,0.0,0.0,0.0,0.0,0.0,2008,8,4,118000.0
?,3,11200.0,1,?,?,0,4,0,0,5.0,?,1965.0,1965.0,3,1,2,0.0,?,3,1,3,3,3,4,906.0,5,?,134.0,1040.0,?,0,1,4,1040.0,0.0,?,?,1.0,0.0,1.0,0.0,3.0,1.0,3,5.0,?,0.0,?,?,?,1.0,?,4,4,2,0.0,?,0.0,?,?,0.0,?,?,8,?,?
60.0,3,11924.0,1,0,3,?,4,0,0,9.0,?,?,2006.0,?,1,?,286.0,?,3,2,?,?,?,2,998.0,5,0.0,177.0,?,0,0,1,4,1182.0,1142.0,?,2324.0,1.0,0.0,3.0,?,?,?,0,11.0,?,2.0,?,2005.0,0,3.0,?,?,4,2,147.0,?,?,0.0,0.0,?,0.0,?,?,?,345000.0
?,3,12968.0,1,1,?,?,?,0,0,5.0,6.0,?,?,3,1,?,0.0,3,?,1,?,3,?,?,737.0,5,0.0,175.0,912.0,0,4,1,?,?,?,?,?,?,0.0,1.0,0.0,?,?,3,?,?,0.0,5,?,?,1.0,?,?,4,?,140.0,0.0,0.0,0.0,?,?,?,2008,?,?,?
20.0,3,?,?,0,3,0,4,?,?,?,5.0,2006.0,2007.0,?,?,3,?,2,3,2,?,3,0,5,?,5,0.0,1494.0,?,?,?,1,4,1494.0,0.0,0.0,1494.0,0.0,0.0,2.0,0.0,?,?,2,7.0,?,1.0,1,2006.0,?,?,840.0,4,?,2,?,?,?,?,0.0,0.0,0.0,?,6,5,279500.0
?,3,?,1,0,?,0,0,0,0,?,5.0,1960.0,1960.0,3,1,1,212.0,3,3,?,3,3,3,?,733.0,?,0.0,520.0,?,0,4,1,?,1253.0,0.0,0.0,?,1.0,0.0,1.0,1.0,2.0,1.0,?,5.0,?,?,1,1960.0,?,1.0,?,?,4,?,0.0,213.0,?,?,0.0,0.0,?,2008,8,?,157000.0
45.0,?,?,1,?,3,0,?,?,0,7.0,8.0,?,2001.0,1,?,2,0.0,3,3,0,?,3,3,5,0.0,?,?,?,832.0,0,0,1,?,854.0,0.0,0.0,854.0,?,0.0,1.0,?,2.0,1.0,?,5.0,6,0.0,5,1991.0,?,?,576.0,?,4,2,?,112.0,?,0.0,?,?,0.0,2007,8,?,132000.0
20.0,3,?,?,0,3,0,?,?,0,?,7.0,1970.0,?,?,?,1,180.0,3,?,?,?,3,3,?,?,5,?,426.0,1004.0,?,?,1,?,1004.0,0.0,?,1004.0,?,?,?,?,2.0,1.0,3,5.0,6,1.0,1,1970.0,0,2.0,480.0,4,4,?,0.0,0.0,0.0,0.0,?,0.0,700.0,2010,8,4,149000.0
20.0,3,13695.0,?,?,3,?,4,0,?,?,5.0,?,2004.0,?,?,?,0.0,3,3,2,3,3,3,2,646.0,5,0.0,468.0,1114.0,0,0,1,?,?,0.0,?,1114.0,?,0.0,1.0,1.0,?,?,?,6.0,?,0.0,5,2004.0,2,?,576.0,?,4,?,?,102.0,0.0,?,0.0,0.0,0.0,?,8,?,159000.0
?,3,?,?,?,3,?,4,0,?,5.0,6.0,?,1965.0,3,?,?,0.0,?,3,1,3,3,3,3,?,?,0.0,?,1029.0,?,4,?,4,?,0.0,0.0,?,?,0.0,?,0.0,?,?,?,6.0,?,0.0,?,1958.0,2,1.0,?,4,4,2,?,?,0.0,0.0,?,0.0,0.0,?,?,0,?
60.0,3,14215.0,1,0,3,0,0,0,0,?,?,2005.0,?,1,?,1,380.0,2,3,2,0,3,0,5,?,5,0.0,1158.0,?,?,?,1,?,1158.0,1218.0,?,2376.0,0.0,0.0,?,1.0,4.0,?,2,9.0,6,1.0,3,2005.0,1,3.0,?,?,?,2,?,154.0,?,0.0,?,0.0,0.0,2006,?,5,325300.0
?,4,7449.0,1,3,0,0,4,?,0,?,7.0,?,1950.0,1,?,2,?,?,?,?,?,?,3,?,?,5,0.0,637.0,637.0,0,0,1,1,?,?,0.0,1108.0,0.0,0.0,1.0,?,3.0,1.0,2,?,?,1.0,1,?,?,1.0,280.0,?,?,0,0.0,0.0,205.0,?,0.0,0.0,?,2007,8,?,?
20.0,?,9742.0,1,3,?,0,4,?,0,?,5.0,2002.0,2002.0,?,1,1,?,?,3,2,?,3,3,5,0.0,5,0.0,1777.0,1777.0,?,?,?,?,?,0.0,0.0,1795.0,0.0,0.0,?,0.0,3.0,?,2,7.0,6,?,?,?,1,2.0,?,?,?,?,171.0,159.0,0.0,0.0,0.0,?,0.0,?,?,4,?
?,4,4224.0,?,3,?,0,4,0,?,?,7.0,?,?,?,?,2,?,?,?,2,?,?,3,2,840.0,5,0.0,200.0,?,?,4,?,?,1060.0,?,?,1060.0,1.0,0.0,?,0.0,3.0,1.0,?,?,6,1.0,1,?,2,2.0,572.0,?,4,?,100.0,110.0,?,0.0,0.0,?,?,2007,8,?,?
20.0,?,8246.0,?,0,?,0,4,?,?,5.0,8.0,1968.0,2001.0,1,?,2,?,?,2,?,?,?,2,4,?,?,668.0,204.0,?,0,0,?,4,1060.0,?,0.0,1060.0,?,0.0,1.0,0.0,3.0,?,?,6.0,6,?,1,1968.0,2,1.0,270.0,?,?,2,406.0,?,?,0.0,0.0,?,0.0,2010,8,?,154000.0
20.0,?,?,1,?,3,?,0,0,0,?,5.0,2007.0,?,1,1,3,?,2,?,2,?,?,3,?,?,5,0.0,?,1566.0,0,0,1,4,1600.0,0.0,?,?,?,0.0,2.0,0.0,3.0,1.0,?,7.0,6,1.0,?,2007.0,1,3.0,?,4,4,?,?,56.0,?,?,0.0,0.0,?,?,?,?,256300.0
20.0,3,7200.0,1,3,3,0,?,0,0,5.0,7.0,?,2000.0,1,1,2,?,3,3,1,3,?,2,1,?,4,?,180.0,900.0,0,?,?,4,900.0,0.0,0.0,?,?,?,?,0.0,?,1.0,2,5.0,6,0.0,5,?,2,2.0,576.0,4,?,2,222.0,32.0,0.0,0.0,0.0,0.0,?,2010,?,4,134800.0
?,3,11478.0,?,?,3,0,4,?,0,?,?,?,?,1,1,3,?,2,3,?,?,3,3,2,1218.0,5,?,?,?,0,0,1,4,?,0.0,0.0,1704.0,1.0,?,2.0,?,3.0,?,?,?,?,?,?,2008.0,?,3.0,772.0,?,?,2,0.0,?,0.0,0.0,?,0.0,0.0,?,?,4,?
20.0,3,?,1,0,?,0,1,0,0,5.0,?,1957.0,?,1,1,2,?,3,3,?,?,?,?,1,1277.0,5,0.0,207.0,1484.0,?,4,?,4,1600.0,?,0.0,1600.0,?,0.0,?,?,2.0,1.0,3,?,?,2.0,1,?,1,1.0,?,4,4,2,288.0,258.0,0.0,0.0,?,0.0,0.0,2006,?,4,207500.0
?,4,6324.0,?,0,3,0,4,?,0,4.0,?,?,1950.0,1,1,?,0.0,3,?,0,?,?,3,5,?,5,?,?,?,0,1,?,?,520.0,?,?,520.0,0.0,?,1.0,0.0,1.0,?,1,4.0,6,?,?,?,?,1.0,240.0,1,?,2,?,?,87.0,?,?,0.0,0.0,2008,8,4,68500.0
70.0,?,?,?,?,?,0,?,0,0,4.0,4.0,?,1950.0,2,?,?,?,3,1,0,?,3,3,?,?,5,0.0,649.0,?,0,4,0,?,649.0,?,?,1317.0,?,?,?,0.0,3.0,1.0,?,6.0,6,?,5,?,?,1.0,250.0,?,1,?,0.0,?,172.0,?,?,0.0,?,?,8,4,40000.0
20.0,?,8544.0,?,?,?,?,1,0,0,5.0,6.0,1966.0,2006.0,?,?,2,0.0,3,3,?,3,3,?,?,?,?,0.0,?,1228.0,?,2,1,?,1228.0,?,0.0,1228.0,0.0,?,1.0,1.0,3.0,1.0,2,?,6,?,1,1966.0,2,1.0,?,4,?,2,0.0,?,?,0.0,0.0,0.0,0.0,?,?,?,?
20.0,3,11049.0,1,3,3,?,0,0,0,?,5.0,?,2007.0,?,1,2,0.0,?,3,?,0,3,?,?,0.0,?,0.0,?,1234.0,?,?,?,?,?,0.0,0.0,1234.0,0.0,0.0,2.0,?,?,1.0,?,?,6,0.0,1,2007.0,?,2.0,484.0,?,4,2,?,30.0,?,0.0,?,?,0.0,2008,8,?,179900.0
20.0,3,10552.0,1,0,3,0,4,0,0,5.0,?,?,?,3,1,?,0.0,3,?,1,3,3,3,?,1018.0,5,0.0,380.0,?,?,2,1,?,1700.0,0.0,0.0,1700.0,?,?,1.0,?,4.0,1.0,2,?,?,?,1,1959.0,1,?,?,?,4,?,0.0,38.0,0.0,0.0,0.0,?,0.0,2010,?,4,165500.0
?,?,7313.0,1,3,3,0,4,?,4,?,5.0,2005.0,?,3,1,1,246.0,?,3,2,0,3,3,?,?,?,?,408.0,1561.0,0,0,1,4,1561.0,?,0.0,1561.0,1.0,?,2.0,0.0,2.0,1.0,0,?,6,?,1,2005.0,?,?,?,4,?,2,?,?,?,0.0,?,0.0,?,?,?,?,?
60.0,3,13418.0,1,?,3,0,4,0,0,8.0,?,2004.0,?,?,?,?,132.0,2,3,2,0,3,0,?,?,5,?,1117.0,?,?,0,1,?,1132.0,1320.0,0.0,2452.0,0.0,0.0,3.0,?,4.0,1.0,?,9.0,6,1.0,3,2004.0,0,3.0,?,?,?,2,?,32.0,?,0.0,0.0,0.0,0.0,2006,8,4,?
?,3,10859.0,1,?,?,0,?,0,0,?,5.0,1994.0,?,?,1,2,?,3,3,2,?,3,3,5,?,?,0.0,1097.0,1097.0,0,?,?,4,?,?,0.0,?,0.0,0.0,?,1.0,3.0,1.0,3,6.0,?,?,?,1995.0,2,?,672.0,?,4,?,?,?,?,0.0,0.0,?,0.0,2009,?,?,?
?,?,8532.0,?,3,3,0,4,0,0,5.0,6.0,1954.0,1990.0,?,?,1,650.0,?,3,1,?,3,?,4,1213.0,5,?,84.0,1297.0,?,?,?,?,?,0.0,0.0,?,0.0,?,1.0,0.0,?,1.0,3,5.0,6,1.0,?,?,0,2.0,498.0,4,?,?,?,?,?,0.0,0.0,?,?,?,?,4,153000.0
20.0,?,7922.0,1,?,3,0,4,0,0,5.0,?,1953.0,2007.0,1,?,2,0.0,3,2,1,?,?,?,2,731.0,5,?,?,?,0,4,1,?,?,0.0,0.0,1057.0,?,0.0,1.0,0.0,3.0,1.0,2,5.0,?,0.0,5,1953.0,2,?,?,?,4,2,0.0,52.0,?,?,0.0,?,0.0,?,?,0,109000.0
20.0,3,?,?,3,?,?,4,0,?,6.0,5.0,1965.0,?,1,1,1,101.0,3,?,?,3,3,3,4,643.0,?,0.0,?,1088.0,?,?,1,?,?,?,0.0,1324.0,0.0,?,2.0,0.0,3.0,1.0,?,6.0,6,?,1,1965.0,1,2.0,?,?,?,?,?,138.0,0.0,0.0,?,?,0.0,2006,8,0,160000.0
?,3,16905.0,1,?,3,?,4,0,?,5.0,6.0,?,?,?,?,2,?,?,2,1,?,3,?,?,967.0,5,0.0,383.0,1350.0,0,?,1,4,1328.0,?,0.0,?,0.0,1.0,?,1.0,?,1.0,?,?,?,?,?,?,?,?,308.0,4,4,?,0.0,104.0,0.0,0.0,0.0,?,?,?,?,4,170000.0
?,3,?,1,0,?,0,?,0,?,?,?,1983.0,1983.0,?,?,2,0.0,3,3,?,2,3,0,?,747.0,3,93.0,?,840.0,0,2,1,4,884.0,0.0,?,?,1.0,0.0,1.0,0.0,?,?,2,5.0,6,0.0,1,1983.0,1,?,?,4,2,?,?,?,?,0.0,?,0.0,?,2007,8,4,?
20.0,3,9200.0,1,0,?,0,?,0,?,?,6.0,?,1980.0,3,1,2,0.0,3,?,1,?,?,?,?,280.0,1,491.0,?,?,0,4,1,?,938.0,?,0.0,?,?,?,1.0,?,?,1.0,3,5.0,6,?,5,1977.0,2,?,308.0,4,4,?,?,0.0,0.0,0.0,?,?,0.0,?,?,?,130250.0
?,?,?,1,3,3,0,?,?,0,?,6.0,1959.0,1959.0,?,1,2,0.0,3,?,?,3,?,3,?,179.0,1,?,465.0,?,?,0,?,?,?,?,0.0,1150.0,1.0,0.0,1.0,0.0,3.0,?,?,6.0,?,0.0,?,1959.0,?,1.0,300.0,?,?,?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,?,?,4,141000.0
120.0,3,?,?,?,?,?,?,?,4,?,5.0,2005.0,2005.0,?,?,1,412.0,0,3,?,0,3,3,2,?,5,?,1296.0,1752.0,0,?,1,?,?,0.0,0.0,?,?,0.0,2.0,?,2.0,1.0,?,6.0,6,?,1,2005.0,1,2.0,?,4,4,?,196.0,?,?,0.0,0.0,?,0.0,2010,8,?,?
50.0,3,12822.0,1,0,3,?,1,?,?,7.0,?,?,?,1,1,2,0.0,2,3,?,?,3,3,2,?,5,0.0,?,1434.0,0,0,1,?,1518.0,?,0.0,2149.0,1.0,0.0,?,?,1.0,1.0,2,?,6,1.0,1,?,?,?,670.0,4,?,?,168.0,43.0,0.0,0.0,198.0,0.0,0.0,2009,?,?,239686.0
?,1,11096.0,1,3,3,?,4,0,0,8.0,5.0,2006.0,?,1,?,?,0.0,?,3,2,2,3,0,2,?,5,0.0,1632.0,1656.0,0,0,1,4,?,?,0.0,?,0.0,0.0,?,0.0,?,?,2,?,?,?,1,?,1,?,?,?,4,2,0.0,?,?,0.0,?,0.0,?,2007,8,4,?
20.0,?,7742.0,?,3,3,?,4,0,0,5.0,7.0,1966.0,1966.0,1,1,2,0.0,3,3,1,?,3,3,?,?,5,0.0,?,955.0,?,?,1,?,955.0,0.0,?,955.0,?,0.0,1.0,0.0,3.0,1.0,3,6.0,6,0.0,1,1966.0,2,?,386.0,4,4,2,0.0,?,0.0,?,0.0,0.0,?,?,8,4,127000.0
60.0,3,?,1,1,?,?,0,?,?,6.0,?,?,?,1,?,2,?,3,?,2,2,3,0,?,182.0,5,?,612.0,794.0,0,?,1,4,?,676.0,?,1470.0,0.0,1.0,2.0,0.0,?,1.0,?,6.0,6,?,?,?,0,?,388.0,?,?,?,?,75.0,?,?,0.0,0.0,0.0,2007,8,?,177000.0
50.0,4,6240.0,?,3,3,0,4,?,0,6.0,6.0,1934.0,?,?,1,2,?,3,?,?,3,?,3,5,?,5,?,816.0,?,0,?,?,4,816.0,0.0,360.0,1176.0,?,0.0,?,?,3.0,1.0,?,?,?,1.0,?,?,2,?,528.0,?,?,2,?,0.0,0.0,?,0.0,?,400.0,?,8,?,114500.0
90.0,4,?,0,?,0,0,0,1,2,5.0,5.0,1963.0,?,1,1,?,?,1,3,1,2,3,?,?,104.0,?,712.0,0.0,816.0,?,4,?,4,816.0,?,0.0,?,?,0.0,1.0,?,2.0,?,3,5.0,6,0.0,4,1963.0,?,2.0,516.0,?,4,2,106.0,?,0.0,?,0.0,?,?,2010,?,4,110000.0
?,?,50271.0,1,0,2,0,?,0,?,9.0,?,1981.0,1987.0,1,7,?,0.0,?,3,1,0,?,?,?,1810.0,5,0.0,32.0,1842.0,?,2,?,4,?,?,?,1842.0,?,0.0,?,1.0,0.0,1.0,2,?,6,?,?,1981.0,0,3.0,894.0,?,4,?,857.0,72.0,?,0.0,?,0.0,?,2006,8,4,385000.0
80.0,3,7134.0,?,3,0,?,4,1,0,?,5.0,?,1955.0,?,1,?,0.0,3,?,?,?,?,?,?,384.0,5,0.0,?,?,0,?,1,4,?,0.0,?,1360.0,?,0.0,1.0,0.0,3.0,1.0,3,6.0,2,1.0,5,1962.0,?,2.0,572.0,?,4,?,0.0,?,0.0,?,0.0,0.0,0.0,2007,8,4,130000.0
?,3,10175.0,1,0,3,0,4,0,0,6.0,5.0,1964.0,1964.0,1,1,?,?,3,3,?,3,3,3,1,490.0,?,0.0,?,?,0,?,1,4,1425.0,?,?,1425.0,0.0,?,2.0,?,3.0,1.0,3,7.0,6,?,?,1964.0,?,2.0,?,4,?,?,0.0,?,0.0,?,0.0,?,0.0,2008,8,4,180500.0
?,1,?,1,?,?,0,?,0,3,?,5.0,1999.0,2000.0,1,1,?,456.0,?,3,2,2,3,3,?,?,5,0.0,321.0,970.0,?,0,1,4,983.0,756.0,?,1739.0,1.0,0.0,?,?,3.0,1.0,?,7.0,6,0.0,1,1999.0,0,2.0,480.0,?,4,2,?,?,0.0,0.0,0.0,0.0,0.0,2009,8,0,?
60.0,?,?,1,0,3,0,0,0,0,?,?,2004.0,2004.0,?,?,2,?,?,3,2,2,3,3,5,0.0,5,0.0,860.0,?,0,0,?,4,860.0,?,0.0,?,0.0,?,2.0,1.0,3.0,1.0,2,7.0,6,0.0,1,2004.0,?,?,565.0,4,?,?,?,70.0,?,?,0.0,?,0.0,2006,8,?,?
?,3,13682.0,?,?,1,0,1,0,?,10.0,?,2006.0,?,3,1,1,1031.0,0,?,?,0,3,1,5,?,?,?,?,1410.0,?,0,1,?,1426.0,1519.0,0.0,?,0.0,0.0,3.0,1.0,3.0,1.0,2,10.0,6,1.0,3,?,0,3.0,641.0,?,4,?,192.0,?,37.0,0.0,0.0,?,0.0,2006,6,5,438780.0
20.0,?,7200.0,1,3,0,0,?,0,0,?,?,?,1972.0,1,1,2,0.0,3,3,1,?,3,?,0,?,?,?,148.0,?,?,0,?,4,780.0,0.0,0.0,?,0.0,?,1.0,0.0,?,1.0,3,?,?,0.0,5,1973.0,?,1.0,?,4,4,?,196.0,0.0,?,0.0,0.0,0.0,0.0,2008,8,4,?
?,?,13072.0,1,3,3,?,4,0,?,6.0,5.0,?,2004.0,?,1,?,0.0,3,?,2,2,3,3,0,941.0,5,?,217.0,1158.0,0,0,?,4,1158.0,0.0,0.0,1158.0,?,?,1.0,?,?,1.0,?,5.0,6,?,?,2006.0,?,2.0,576.0,4,4,2,?,?,?,0.0,0.0,?,0.0,2006,?,5,?
75.0,?,7200.0,1,3,3,?,?,?,?,?,7.0,?,1996.0,1,1,?,0.0,?,3,?,3,0,3,5,0.0,?,0.0,?,?,0,4,0,4,581.0,530.0,0.0,1111.0,?,?,1.0,?,3.0,1.0,1,6.0,?,0.0,?,1935.0,2,1.0,?,4,4,0,0.0,0.0,144.0,?,0.0,?,?,2007,8,4,?
?,3,6442.0,1,0,3,0,?,0,4,8.0,?,2006.0,2006.0,1,1,3,178.0,?,?,2,2,?,2,2,?,?,0.0,1346.0,1370.0,?,0,1,?,?,?,0.0,1370.0,?,?,?,0.0,?,1.0,?,?,6,1.0,1,2006.0,1,2.0,484.0,4,4,2,?,49.0,0.0,?,0.0,0.0,0.0,2007,8,?,202500.0
70.0,4,?,1,0,?,0,?,?,0,7.0,?,1921.0,?,1,1,2,0.0,3,3,0,?,3,?,?,0.0,5,0.0,576.0,576.0,0,2,1,4,?,808.0,?,?,0.0,?,2.0,0.0,?,1.0,?,9.0,?,0.0,?,?,2,2.0,?,?,4,?,12.0,?,64.0,0.0,0.0,?,0.0,?,?,4,140000.0
60.0,3,9375.0,1,?,3,0,4,?,?,?,5.0,1997.0,1998.0,1,1,1,?,3,?,?,2,3,3,?,739.0,?,?,318.0,?,?,0,1,?,?,977.0,0.0,2034.0,1.0,0.0,?,1.0,?,1.0,?,8.0,?,?,1,1998.0,1,?,645.0,?,4,2,?,36.0,0.0,0.0,0.0,0.0,?,2009,?,4,?
60.0,3,?,1,?,?,0,4,?,0,8.0,?,2004.0,2005.0,1,1,1,344.0,?,?,2,?,3,?,5,0.0,?,?,?,1143.0,?,?,?,4,?,1330.0,0.0,2473.0,?,0.0,2.0,?,4.0,1.0,?,9.0,6,?,?,2004.0,1,?,852.0,?,?,2,?,?,0.0,?,?,0.0,?,2007,8,4,?
