@relation dataset

@attribute mssubclass real
@attribute mszoning {0, 1, 2, 3, 4}
@attribute lotarea real
@attribute street {0, 1}
@attribute lotshape {0, 1, 2, 3}
@attribute landcontour {0, 1, 2, 3}
@attribute utilities {0, 1}
@attribute lotconfig {0, 1, 2, 3, 4}
@attribute landslope {0, 1, 2}
@attribute bldgtype {0, 1, 2, 3, 4}
@attribute overallqual real
@attribute overallcond real
@attribute yearbuilt real
@attribute yearremodadd real
@attribute roofstyle {0, 1, 2, 3, 4, 5}
@attribute roofmatl {0, 1, 2, 3, 4, 5, 6, 7}
@attribute masvnrtype {0, 1, 2, 3}
@attribute masvnrarea real
@attribute exterqual {0, 1, 2, 3}
@attribute extercond {0, 1, 2, 3}
@attribute foundation {0, 1, 2, 3, 4}
@attribute bsmtqual {0, 1, 2, 3}
@attribute bsmtcond {0, 1, 2, 3}
@attribute bsmtexposure {0, 1, 2, 3}
@attribute bsmtfintype1 {0, 1, 2, 3, 4, 5}
@attribute bsmtfinsf1 real
@attribute bsmtfintype2 {0, 1, 2, 3, 4, 5}
@attribute bsmtfinsf2 real
@attribute bsmtunfsf real
@attribute totalbsmtsf real
@attribute heating {0, 1, 2, 3}
@attribute heatingqc {0, 1, 2, 3, 4}
@attribute centralair {0, 1}
@attribute electrical {0, 1, 2, 3, 4}
@attribute 1stflrsf real
@attribute 2ndflrsf real
@attribute lowqualfinsf real
@attribute grlivarea real
@attribute bsmtfullbath real
@attribute bsmthalfbath real
@attribute fullbath real
@attribute halfbath real
@attribute bedroomabvgr real
@attribute kitchenabvgr real
@attribute kitchenqual {0, 1, 2, 3}
@attribute totrmsabvgrd real
@attribute functional {0, 1, 2, 3, 4, 5, 6}
@attribute fireplaces real
@attribute garagetype {0, 1, 2, 3, 4, 5}
@attribute garageyrblt real
@attribute garagefinish {0, 1, 2}
@attribute garagecars real
@attribute garagearea real
@attribute garagequal {0, 1, 2, 3, 4}
@attribute garagecond {0, 1, 2, 3, 4}
@attribute paveddrive {0, 1, 2}
@attribute wooddecksf real
@attribute openporchsf real
@attribute enclosedporch real
@attribute 3ssnporch real
@attribute screenporch real
@attribute poolarea real
@attribute miscval real
@attribute yrsold {2006, 2007, 2008, 2009, 2010}
@attribute saletype {0, 1, 2, 3, 4, 5, 6, 7, 8}
@attribute salecondition {0, 1, 2, 3, 4, 5}
@attribute saleprice real


@data
?,3,7420.0,?,3,3,0,0,0,1,5.0,6.0,?,1950.0,1,?,2,0.0,3,3,0,3,3,?,2,?,?,?,140.0,?,?,0,?,4,1077.0,0.0,0.0,?,?,?,1.0,?,2.0,2.0,3,?,6,?,1,1939.0,?,1.0,205.0,?,4,2,0.0,4.0,?,?,0.0,0.0,0.0,2008,?,4,118000.0
?,?,11200.0,1,3,3,0,4,0,0,?,5.0,1965.0,1965.0,?,?,2,0.0,?,?,1,?,3,3,?,906.0,?,?,134.0,?,0,?,1,4,1040.0,0.0,?,1040.0,1.0,?,?,?,3.0,1.0,3,5.0,6,0.0,5,1965.0,?,1.0,384.0,4,?,2,0.0,0.0,0.0,0.0,0.0,?,0.0,2008,8,?,129500.0
60.0,3,?,?,0,3,?,4,?,0,?,5.0,2005.0,2006.0,?,1,3,286.0,0,3,2,0,?,?,2,?,5,?,177.0,?,?,0,1,?,1182.0,?,?,2324.0,?,0.0,3.0,0.0,4.0,?,0,?,?,2.0,?,2005.0,?,?,736.0,?,4,?,147.0,21.0,?,?,0.0,0.0,0.0,2006,6,5,345000.0
20.0,?,12968.0,?,?,3,?,?,0,0,?,?,1962.0,1962.0,?,?,?,0.0,3,?,1,3,?,?,0,737.0,?,0.0,175.0,912.0,?,4,1,?,912.0,0.0,0.0,912.0,1.0,?,1.0,0.0,2.0,1.0,3,?,6,0.0,5,1962.0,2,1.0,?,?,?,2,?,0.0,?,?,?,0.0,0.0,?,8,4,144000.0
20.0,3,?,?,0,3,0,4,0,0,7.0,5.0,?,2007.0,1,?,3,306.0,2,3,2,?,?,0,?,0.0,?,0.0,?,1494.0,0,0,?,4,1494.0,0.0,?,?,0.0,?,2.0,0.0,3.0,?,?,7.0,6,1.0,1,2006.0,1,3.0,?,4,?,2,?,33.0,0.0,0.0,0.0,0.0,?,2007,?,5,?
20.0,3,10920.0,1,0,?,?,0,0,0,6.0,5.0,1960.0,1960.0,?,1,1,?,3,?,1,3,?,?,?,?,?,0.0,520.0,1253.0,0,?,1,?,1253.0,0.0,?,1253.0,1.0,0.0,1.0,1.0,2.0,?,?,5.0,6,1.0,?,1960.0,?,?,352.0,?,4,?,0.0,?,176.0,0.0,?,?,0.0,?,8,4,157000.0
45.0,4,?,1,3,3,0,0,?,0,7.0,8.0,1929.0,2001.0,?,?,2,0.0,?,?,0,3,?,3,5,0.0,5,0.0,832.0,?,0,0,?,?,?,0.0,0.0,?,?,0.0,1.0,?,?,?,?,5.0,?,?,?,?,2,2.0,576.0,4,4,?,48.0,?,0.0,0.0,0.0,0.0,?,2007,?,?,?
20.0,3,?,?,0,3,0,1,0,0,6.0,7.0,1970.0,1970.0,?,?,?,?,3,?,?,?,3,3,0,578.0,5,0.0,?,?,0,?,1,4,1004.0,0.0,0.0,1004.0,?,?,1.0,0.0,2.0,1.0,3,5.0,?,1.0,1,1970.0,0,2.0,?,?,?,2,?,0.0,0.0,0.0,0.0,?,?,?,?,4,?
20.0,3,13695.0,1,3,?,?,4,0,0,?,?,2004.0,2004.0,1,?,2,0.0,?,3,2,3,3,3,2,646.0,?,?,?,?,?,?,1,4,?,0.0,0.0,?,1.0,0.0,1.0,?,3.0,?,2,6.0,6,0.0,5,?,2,2.0,?,?,?,2,0.0,102.0,?,?,0.0,?,?,?,?,?,?
20.0,3,7560.0,1,?,?,?,4,0,0,5.0,6.0,?,1965.0,?,1,2,0.0,3,3,1,3,?,3,3,504.0,5,?,525.0,?,?,4,?,?,?,0.0,?,1339.0,?,0.0,?,?,3.0,?,3,?,?,0.0,?,?,?,1.0,?,?,4,2,0.0,0.0,0.0,0.0,0.0,0.0,?,?,0,?,139000.0
60.0,?,14215.0,?,0,?,0,0,0,0,8.0,?,2005.0,2006.0,1,1,1,380.0,?,?,2,?,?,?,5,0.0,?,?,?,1158.0,0,?,?,?,?,1218.0,0.0,2376.0,0.0,0.0,3.0,1.0,4.0,1.0,2,?,?,?,3,?,1,3.0,853.0,4,4,2,240.0,?,?,?,0.0,?,?,?,6,5,?
45.0,4,?,1,?,0,?,4,0,?,?,?,?,?,?,1,2,0.0,?,3,2,3,3,?,5,0.0,5,?,637.0,637.0,?,0,1,1,1108.0,0.0,0.0,1108.0,?,0.0,1.0,?,3.0,1.0,?,6.0,6,1.0,1,?,2,1.0,280.0,4,?,0,?,0.0,?,0.0,0.0,0.0,?,?,?,?,139400.0
20.0,?,9742.0,1,3,3,0,4,?,?,8.0,5.0,?,2002.0,?,?,1,?,2,3,2,2,3,3,?,0.0,5,?,?,1777.0,0,0,?,4,1795.0,?,?,1795.0,0.0,0.0,2.0,0.0,?,1.0,2,?,?,?,1,2002.0,1,2.0,534.0,?,?,?,171.0,?,0.0,0.0,?,?,0.0,2008,?,4,230000.0
?,4,4224.0,1,3,?,0,?,?,4,?,7.0,1976.0,1976.0,1,1,?,?,3,3,?,?,?,?,2,?,?,0.0,200.0,?,?,4,?,?,?,0.0,0.0,1060.0,1.0,?,1.0,0.0,?,?,3,?,6,1.0,?,1976.0,2,2.0,?,4,4,?,100.0,110.0,0.0,0.0,0.0,0.0,0.0,?,8,4,129900.0
20.0,3,?,?,?,3,?,?,0,0,?,8.0,1968.0,2001.0,1,?,2,0.0,3,2,1,?,3,?,4,?,0,?,204.0,1060.0,0,0,1,?,1060.0,0.0,?,1060.0,1.0,0.0,?,0.0,?,1.0,?,6.0,6,1.0,1,1968.0,2,?,270.0,4,?,2,406.0,90.0,0.0,0.0,?,?,?,2010,8,4,?
20.0,?,?,1,3,3,?,?,0,?,8.0,?,?,2007.0,1,?,?,640.0,?,?,?,2,3,3,5,0.0,?,?,?,1566.0,?,0,1,4,1600.0,?,?,?,?,0.0,2.0,0.0,?,1.0,?,7.0,6,?,1,?,1,?,890.0,4,4,2,0.0,56.0,0.0,0.0,0.0,0.0,0.0,?,8,4,256300.0
?,?,?,?,?,3,0,0,?,0,5.0,7.0,?,?,1,1,?,?,?,?,?,?,3,2,1,234.0,4,?,?,?,0,4,1,?,900.0,?,?,900.0,0.0,?,1.0,0.0,3.0,1.0,?,5.0,?,?,5,?,2,?,576.0,4,4,2,222.0,?,?,0.0,?,?,?,?,8,4,134800.0
?,3,?,1,3,3,0,4,0,0,8.0,5.0,2007.0,2008.0,1,1,3,200.0,2,3,2,?,3,3,2,1218.0,5,0.0,486.0,1704.0,?,0,1,?,1704.0,0.0,0.0,1704.0,?,0.0,2.0,0.0,?,?,?,7.0,6,1.0,1,2008.0,1,3.0,772.0,4,4,?,0.0,?,0.0,0.0,0.0,0.0,0.0,2010,8,4,?
20.0,3,16321.0,1,0,?,0,1,0,0,5.0,6.0,?,?,?,1,2,0.0,3,3,1,3,3,1,1,1277.0,5,?,?,1484.0,0,?,1,4,1600.0,?,0.0,1600.0,1.0,?,1.0,?,2.0,1.0,?,?,?,?,1,1957.0,?,1.0,319.0,4,4,?,288.0,?,0.0,0.0,?,0.0,0.0,2006,8,4,207500.0
?,4,6324.0,?,0,3,0,?,?,?,?,?,1927.0,1950.0,?,1,2,0.0,?,3,?,3,?,3,5,0.0,?,0.0,520.0,?,?,1,0,4,520.0,0.0,?,520.0,0.0,0.0,?,0.0,1.0,1.0,?,4.0,?,?,?,1920.0,?,?,240.0,?,?,?,?,?,?,0.0,0.0,0.0,0.0,2008,?,4,?
70.0,0,?,?,?,3,0,4,0,0,4.0,4.0,1920.0,?,?,1,2,0.0,3,1,?,3,3,?,5,0.0,5,?,649.0,649.0,0,?,0,?,649.0,668.0,0.0,?,0.0,?,1.0,?,3.0,1.0,3,6.0,6,0.0,5,1920.0,2,1.0,250.0,?,?,?,?,54.0,172.0,0.0,0.0,0.0,0.0,?,?,4,?
?,?,?,1,0,?,?,1,0,0,5.0,6.0,1966.0,?,1,?,?,0.0,3,3,1,3,3,3,5,?,5,?,1228.0,?,?,?,1,4,?,0.0,?,1228.0,0.0,0.0,1.0,1.0,3.0,?,?,6.0,6,0.0,1,1966.0,2,?,271.0,4,4,2,0.0,?,0.0,?,0.0,0.0,0.0,?,?,?,?
?,3,?,1,?,3,0,?,0,?,8.0,?,?,?,1,?,2,0.0,?,3,?,?,3,0,?,?,?,0.0,?,1234.0,0,?,1,?,1234.0,0.0,?,1234.0,0.0,?,?,0.0,3.0,1.0,2,7.0,6,?,1,2007.0,1,?,?,4,4,2,0.0,?,?,0.0,0.0,?,?,2008,8,4,?
20.0,3,10552.0,1,?,?,?,?,?,0,5.0,5.0,?,1959.0,?,1,?,?,3,3,?,3,3,?,?,1018.0,5,?,?,?,0,?,1,4,?,?,0.0,1700.0,0.0,1.0,1.0,?,4.0,1.0,2,6.0,6,?,1,?,1,?,447.0,4,?,2,?,38.0,?,0.0,?,0.0,0.0,?,8,4,?
120.0,3,7313.0,1,3,3,0,4,?,?,?,5.0,2005.0,2005.0,3,1,?,246.0,0,3,?,?,3,3,?,1153.0,5,?,?,1561.0,?,0,?,4,1561.0,0.0,0.0,1561.0,1.0,?,?,0.0,2.0,?,0,6.0,6,1.0,1,2005.0,0,2.0,556.0,?,4,2,?,?,0.0,?,?,?,0.0,?,8,?,?
?,3,?,?,?,3,0,?,0,?,?,?,?,?,1,1,?,132.0,2,3,2,0,3,?,?,?,5,?,1117.0,1117.0,0,0,1,?,?,1320.0,0.0,2452.0,0.0,?,3.0,?,4.0,1.0,2,?,6,1.0,?,?,0,?,?,?,?,2,113.0,32.0,?,0.0,?,0.0,0.0,?,8,4,309000.0
20.0,?,10859.0,?,?,3,0,?,0,0,?,5.0,1994.0,?,?,?,2,?,?,?,?,2,?,?,5,0.0,?,0.0,1097.0,1097.0,0,?,1,4,?,0.0,0.0,?,0.0,0.0,1.0,1.0,3.0,1.0,3,6.0,6,0.0,?,1995.0,2,?,672.0,?,4,?,392.0,?,0.0,0.0,0.0,?,0.0,?,8,?,?
?,?,8532.0,1,3,3,?,4,0,?,5.0,6.0,1954.0,1990.0,3,?,?,?,3,?,1,3,3,3,4,1213.0,?,0.0,84.0,1297.0,0,2,1,4,?,0.0,0.0,1297.0,0.0,?,1.0,?,3.0,?,?,5.0,?,?,1,1954.0,0,2.0,?,4,4,?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,?,4,153000.0
20.0,3,7922.0,1,3,3,?,4,0,0,?,?,?,2007.0,?,1,?,0.0,?,2,?,3,?,3,2,?,?,?,?,1057.0,?,?,?,4,1057.0,0.0,?,?,1.0,0.0,?,0.0,3.0,?,2,?,?,0.0,5,1953.0,2,1.0,?,4,?,?,0.0,?,0.0,0.0,0.0,0.0,0.0,2010,8,0,109000.0
20.0,3,8658.0,1,3,3,?,?,0,0,6.0,5.0,?,1965.0,?,1,1,101.0,3,?,1,?,?,3,4,?,5,0.0,445.0,1088.0,0,0,1,4,1324.0,0.0,?,?,?,0.0,2.0,0.0,3.0,1.0,?,6.0,6,1.0,?,1965.0,?,2.0,?,4,4,2,0.0,138.0,?,0.0,0.0,0.0,?,?,8,0,?
?,3,?,1,3,?,0,4,?,0,5.0,?,1959.0,1959.0,1,?,2,0.0,?,?,?,3,3,1,1,967.0,5,0.0,?,1350.0,?,2,?,4,1328.0,?,0.0,?,?,?,1.0,?,?,1.0,3,5.0,6,2.0,1,1959.0,1,?,308.0,4,?,1,?,?,0.0,0.0,0.0,?,0.0,2007,8,4,?
85.0,3,?,?,0,3,0,?,0,?,5.0,?,?,?,?,?,2,0.0,3,?,?,2,3,0,?,?,3,?,0.0,840.0,0,2,?,4,?,0.0,?,884.0,?,0.0,?,?,2.0,?,2,5.0,6,0.0,?,?,1,2.0,504.0,4,2,2,240.0,0.0,0.0,0.0,0.0,0.0,0.0,?,?,?,144000.0
20.0,3,9200.0,1,0,3,0,1,0,0,5.0,6.0,1975.0,?,3,1,2,0.0,3,3,1,2,?,?,3,?,?,491.0,167.0,938.0,?,?,1,?,938.0,?,0.0,?,?,0.0,1.0,0.0,?,1.0,3,?,6,0.0,5,?,2,?,308.0,4,4,2,145.0,0.0,0.0,0.0,0.0,?,?,2008,8,?,130250.0
20.0,3,7945.0,?,?,3,?,?,0,0,?,?,?,?,1,1,?,?,?,3,1,3,3,3,0,179.0,1,?,465.0,1150.0,0,?,1,0,?,0.0,?,?,?,0.0,?,0.0,?,?,?,6.0,?,0.0,?,1959.0,1,1.0,300.0,4,?,2,?,?,0.0,?,0.0,?,?,2006,?,?,141000.0
120.0,3,7658.0,1,3,3,0,?,?,?,?,5.0,2005.0,2005.0,3,1,?,412.0,0,?,?,?,3,?,2,456.0,5,?,?,?,0,0,?,4,?,0.0,0.0,1752.0,?,?,2.0,0.0,2.0,1.0,0,6.0,?,?,?,2005.0,1,2.0,?,?,4,2,196.0,82.0,0.0,?,0.0,?,0.0,2010,8,?,319900.0
50.0,?,?,1,0,3,0,1,?,?,7.0,5.0,?,2003.0,1,1,?,?,?,?,2,?,?,3,2,1351.0,5,0.0,83.0,?,0,?,?,4,1518.0,631.0,0.0,?,1.0,?,1.0,?,1.0,1.0,?,6.0,6,?,?,?,1,?,?,?,?,2,168.0,?,0.0,?,198.0,0.0,0.0,2009,?,?,239686.0
20.0,?,?,?,3,?,0,?,?,0,?,5.0,2006.0,?,1,?,?,0.0,2,3,?,2,3,0,2,?,?,0.0,?,?,?,?,?,?,1656.0,?,0.0,1656.0,?,?,?,0.0,?,1.0,?,7.0,?,?,1,?,1,3.0,?,?,?,2,0.0,?,0.0,0.0,?,0.0,?,2007,?,4,249700.0
20.0,3,?,?,?,?,0,4,0,0,5.0,7.0,1966.0,?,1,1,2,?,3,3,?,3,?,?,?,763.0,5,0.0,192.0,955.0,?,0,?,?,?,0.0,0.0,955.0,?,?,?,0.0,3.0,1.0,?,6.0,6,?,?,?,2,1.0,386.0,4,?,2,0.0,0.0,0.0,0.0,0.0,0.0,?,2007,8,4,127000.0
60.0,3,?,1,?,3,?,?,0,0,6.0,?,?,?,1,1,?,?,?,3,?,2,?,?,2,182.0,?,0.0,612.0,794.0,0,2,1,4,?,?,0.0,?,?,1.0,2.0,0.0,3.0,1.0,3,6.0,6,0.0,?,1997.0,0,2.0,388.0,?,4,2,0.0,?,0.0,0.0,?,?,0.0,2007,8,4,177000.0
?,4,6240.0,?,?,3,?,?,0,?,6.0,6.0,?,?,1,1,?,0.0,3,?,2,?,3,?,?,0.0,?,?,816.0,?,?,?,1,?,816.0,0.0,?,1176.0,0.0,?,1.0,?,3.0,1.0,3,?,6,1.0,5,?,2,2.0,528.0,4,?,?,112.0,?,0.0,0.0,0.0,?,?,?,8,4,?
90.0,?,?,?,1,0,0,?,?,?,5.0,5.0,1963.0,1963.0,?,1,2,0.0,1,3,1,?,?,?,3,104.0,?,712.0,?,816.0,?,4,0,4,816.0,0.0,?,816.0,?,0.0,1.0,0.0,2.0,?,3,5.0,6,?,4,?,2,2.0,516.0,?,4,?,?,0.0,?,0.0,0.0,0.0,?,?,8,4,?
20.0,?,50271.0,1,0,2,0,4,0,0,9.0,5.0,?,?,1,7,2,?,2,3,?,?,3,?,?,?,5,0.0,32.0,1842.0,0,?,1,4,?,0.0,0.0,1842.0,2.0,0.0,?,?,?,?,?,5.0,6,1.0,?,?,0,?,894.0,4,4,2,?,?,0.0,?,0.0,?,?,?,8,4,385000.0
80.0,3,7134.0,1,?,0,0,4,?,?,?,5.0,?,1955.0,1,?,?,?,?,?,?,3,?,3,0,384.0,?,?,0.0,?,0,4,1,4,1360.0,0.0,0.0,1360.0,?,0.0,?,0.0,3.0,1.0,3,?,?,1.0,5,?,2,2.0,?,4,4,?,0.0,50.0,0.0,0.0,0.0,0.0,0.0,2007,8,?,130000.0
20.0,3,?,1,?,?,0,?,0,?,6.0,5.0,1964.0,1964.0,1,1,1,272.0,3,?,1,?,3,?,?,490.0,?,?,935.0,?,0,2,?,?,1425.0,0.0,0.0,1425.0,0.0,?,?,?,?,1.0,3,7.0,6,?,1,1964.0,?,2.0,?,?,?,2,?,?,0.0,?,0.0,?,?,2008,?,4,?
?,?,2645.0,1,3,3,?,?,?,3,8.0,5.0,1999.0,2000.0,1,?,1,456.0,2,?,?,2,?,3,2,?,?,0.0,321.0,970.0,0,?,1,4,983.0,756.0,0.0,1739.0,1.0,?,?,?,3.0,1.0,2,7.0,6,0.0,?,1999.0,?,?,480.0,?,?,?,?,0.0,0.0,?,0.0,0.0,0.0,?,8,?,172500.0
?,3,11645.0,1,0,3,0,?,0,0,7.0,?,2004.0,2004.0,?,1,2,0.0,?,3,2,2,?,3,5,?,?,?,860.0,860.0,?,0,1,?,860.0,?,0.0,1720.0,0.0,0.0,?,1.0,3.0,?,2,7.0,6,0.0,1,?,?,2.0,565.0,4,4,?,?,70.0,?,0.0,?,0.0,?,2006,?,4,?
60.0,3,13682.0,1,?,1,?,1,?,?,10.0,5.0,?,2006.0,3,1,?,?,?,3,?,0,3,?,?,0.0,5,0.0,1410.0,1410.0,?,0,?,4,?,1519.0,0.0,2945.0,?,0.0,3.0,?,?,?,?,10.0,6,?,3,2006.0,?,3.0,?,4,4,2,192.0,0.0,37.0,?,0.0,?,0.0,2006,?,?,?
20.0,?,7200.0,1,?,?,0,4,?,0,?,7.0,1972.0,1972.0,?,?,2,?,3,?,1,3,3,0,?,632.0,5,?,148.0,780.0,0,0,1,4,780.0,0.0,?,?,?,0.0,1.0,0.0,2.0,?,?,?,?,?,?,1973.0,2,1.0,352.0,4,4,2,?,?,?,?,0.0,0.0,0.0,2008,8,4,124900.0
?,?,13072.0,1,3,3,0,4,0,?,?,?,?,?,1,1,?,?,?,3,?,2,?,?,0,941.0,5,0.0,217.0,1158.0,0,0,?,4,?,0.0,0.0,1158.0,?,0.0,?,1.0,3.0,?,2,5.0,?,0.0,5,2006.0,2,?,576.0,?,4,?,0.0,?,0.0,0.0,0.0,0.0,0.0,?,6,5,?
75.0,4,?,?,?,3,0,4,0,0,?,7.0,1920.0,?,1,1,2,0.0,?,3,0,3,?,?,?,0.0,5,?,530.0,?,0,4,0,4,581.0,?,0.0,?,0.0,?,?,0.0,?,?,?,?,?,?,?,1935.0,?,?,?,?,4,?,0.0,0.0,144.0,0.0,?,?,0.0,2007,8,?,101000.0
120.0,3,?,1,0,3,?,?,?,4,?,5.0,2006.0,?,1,1,?,178.0,?,3,2,?,?,2,?,24.0,5,?,?,1370.0,0,0,1,4,1370.0,?,0.0,?,0.0,0.0,?,?,2.0,1.0,2,?,?,?,?,2006.0,1,?,484.0,4,4,2,120.0,49.0,0.0,?,0.0,0.0,?,2007,8,4,202500.0
70.0,4,10300.0,1,0,?,0,4,0,?,?,6.0,1921.0,?,1,?,?,?,?,3,?,3,?,3,?,0.0,5,0.0,576.0,576.0,?,?,1,4,902.0,?,?,?,0.0,0.0,2.0,0.0,?,?,3,9.0,?,0.0,?,?,?,?,480.0,4,4,2,12.0,?,64.0,?,?,0.0,?,?,8,?,?
?,?,?,1,3,3,0,?,?,0,7.0,?,?,?,1,?,1,573.0,?,3,?,2,3,3,2,739.0,?,0.0,?,?,?,0,1,4,1057.0,977.0,?,?,?,0.0,2.0,1.0,3.0,1.0,?,?,?,0.0,1,?,1,2.0,645.0,?,?,2,?,?,0.0,?,?,?,0.0,2009,8,4,219500.0
?,3,9591.0,1,?,3,0,4,?,?,8.0,5.0,?,2005.0,1,1,1,344.0,2,3,2,?,3,0,?,0.0,?,?,?,?,0,0,1,4,?,1330.0,?,?,0.0,0.0,?,1.0,4.0,1.0,?,9.0,6,?,3,2004.0,1,3.0,852.0,?,4,2,192.0,151.0,?,0.0,0.0,0.0,?,2007,8,4,317000.0
