@relation dataset

@attribute mssubclass real
@attribute mszoning {0, 1, 2, 3, 4}
@attribute lotarea real
@attribute street {0, 1}
@attribute lotshape {0, 1, 2, 3}
@attribute landcontour {0, 1, 2, 3}
@attribute utilities {0, 1}
@attribute lotconfig {0, 1, 2, 3, 4}
@attribute landslope {0, 1, 2}
@attribute bldgtype {0, 1, 2, 3, 4}
@attribute overallqual real
@attribute overallcond real
@attribute yearbuilt real
@attribute yearremodadd real
@attribute roofstyle {0, 1, 2, 3, 4, 5}
@attribute roofmatl {0, 1, 2, 3, 4, 5, 6, 7}
@attribute masvnrtype {0, 1, 2, 3}
@attribute masvnrarea real
@attribute exterqual {0, 1, 2, 3}
@attribute extercond {0, 1, 2, 3}
@attribute foundation {0, 1, 2, 3, 4}
@attribute bsmtqual {0, 1, 2, 3}
@attribute bsmtcond {0, 1, 2, 3}
@attribute bsmtexposure {0, 1, 2, 3}
@attribute bsmtfintype1 {0, 1, 2, 3, 4, 5}
@attribute bsmtfinsf1 real
@attribute bsmtfintype2 {0, 1, 2, 3, 4, 5}
@attribute bsmtfinsf2 real
@attribute bsmtunfsf real
@attribute totalbsmtsf real
@attribute heating {0, 1, 2, 3}
@attribute heatingqc {0, 1, 2, 3, 4}
@attribute centralair {0, 1}
@attribute electrical {0, 1, 2, 3, 4}
@attribute 1stflrsf real
@attribute 2ndflrsf real
@attribute lowqualfinsf real
@attribute grlivarea real
@attribute bsmtfullbath real
@attribute bsmthalfbath real
@attribute fullbath real
@attribute halfbath real
@attribute bedroomabvgr real
@attribute kitchenabvgr real
@attribute kitchenqual {0, 1, 2, 3}
@attribute totrmsabvgrd real
@attribute functional {0, 1, 2, 3, 4, 5, 6}
@attribute fireplaces real
@attribute garagetype {0, 1, 2, 3, 4, 5}
@attribute garageyrblt real
@attribute garagefinish {0, 1, 2}
@attribute garagecars real
@attribute garagearea real
@attribute garagequal {0, 1, 2, 3, 4}
@attribute garagecond {0, 1, 2, 3, 4}
@attribute paveddrive {0, 1, 2}
@attribute wooddecksf real
@attribute openporchsf real
@attribute enclosedporch real
@attribute 3ssnporch real
@attribute screenporch real
@attribute poolarea real
@attribute miscval real
@attribute yrsold {2006, 2007, 2008, 2009, 2010}
@attribute saletype {0, 1, 2, 3, 4, 5, 6, 7, 8}
@attribute salecondition {0, 1, 2, 3, 4, 5}
@attribute saleprice real


@data
190.0,?,7420.0,?,?,?,0,?,?,?,5.0,6.0,?,1950.0,?,?,2,?,?,3,0,?,3,?,2,851.0,?,0.0,140.0,991.0,0,0,?,?,1077.0,?,0.0,1077.0,1.0,?,?,?,2.0,2.0,?,5.0,?,?,1,1939.0,?,1.0,205.0,?,?,2,0.0,?,?,0.0,?,?,0.0,?,8,4,118000.0
20.0,?,?,?,?,3,?,?,0,0,5.0,5.0,1965.0,1965.0,3,?,2,?,3,3,?,3,3,3,4,906.0,?,?,?,?,0,0,1,4,1040.0,?,?,1040.0,1.0,0.0,1.0,0.0,3.0,?,?,5.0,?,?,?,?,2,?,384.0,4,4,2,0.0,0.0,0.0,0.0,0.0,?,?,?,?,4,129500.0
?,?,11924.0,1,0,?,0,4,?,?,9.0,?,?,2006.0,?,?,?,286.0,0,3,2,0,?,?,2,998.0,5,?,177.0,1175.0,0,0,1,4,?,?,0.0,?,?,0.0,3.0,0.0,4.0,1.0,0,11.0,?,?,3,2005.0,0,3.0,736.0,4,?,2,147.0,?,?,0.0,?,0.0,?,2006,6,5,?
20.0,3,?,1,1,3,0,4,?,0,?,6.0,?,?,3,1,?,?,?,3,1,?,3,3,0,?,?,0.0,?,?,0,4,?,4,?,0.0,?,912.0,?,0.0,1.0,0.0,?,1.0,?,?,6,?,5,1962.0,2,1.0,352.0,4,4,?,140.0,0.0,0.0,0.0,?,?,0.0,2008,?,4,?
20.0,?,?,1,?,?,0,4,0,?,?,?,2006.0,2007.0,?,1,3,306.0,?,?,2,2,3,0,5,0.0,5,0.0,1494.0,?,0,0,1,4,1494.0,?,0.0,?,?,0.0,?,?,?,1.0,?,7.0,6,?,?,2006.0,?,3.0,?,4,4,?,160.0,?,?,0.0,0.0,0.0,?,2007,6,5,279500.0
20.0,3,10920.0,?,?,3,0,?,0,0,6.0,5.0,?,1960.0,3,1,1,212.0,3,?,1,3,?,3,?,733.0,5,0.0,?,1253.0,?,?,?,?,?,?,0.0,?,1.0,0.0,1.0,1.0,2.0,?,?,5.0,6,1.0,1,?,1,1.0,352.0,4,4,?,?,?,176.0,0.0,?,?,0.0,2008,8,?,157000.0
45.0,4,6120.0,?,?,?,0,0,?,0,7.0,8.0,?,2001.0,1,?,2,0.0,3,3,0,?,?,3,?,?,5,0.0,832.0,832.0,0,0,1,0,854.0,0.0,0.0,854.0,0.0,0.0,?,0.0,2.0,?,3,?,?,0.0,5,1991.0,2,2.0,576.0,?,?,2,?,112.0,0.0,?,0.0,0.0,?,2007,8,4,?
20.0,?,11241.0,1,0,?,0,1,0,?,6.0,7.0,1970.0,?,?,?,?,180.0,?,3,1,?,3,3,?,?,?,?,426.0,1004.0,0,?,1,?,1004.0,?,0.0,1004.0,1.0,?,1.0,0.0,?,1.0,3,?,6,?,?,1970.0,0,?,480.0,?,?,2,0.0,0.0,?,0.0,0.0,?,700.0,2010,8,?,149000.0
?,3,13695.0,1,3,3,?,4,?,0,5.0,?,2004.0,2004.0,?,?,2,?,?,3,2,?,?,3,2,?,?,0.0,468.0,1114.0,?,0,?,4,1114.0,0.0,?,1114.0,1.0,0.0,?,1.0,3.0,?,?,6.0,?,?,5,2004.0,2,2.0,576.0,4,?,2,?,102.0,0.0,0.0,?,?,0.0,?,8,4,159000.0
20.0,3,7560.0,1,3,3,?,4,?,0,?,?,1958.0,1965.0,3,?,2,0.0,3,3,?,3,3,3,?,504.0,?,0.0,525.0,1029.0,0,4,1,?,1339.0,0.0,0.0,1339.0,?,0.0,?,?,?,1.0,3,6.0,2,?,?,?,2,?,294.0,?,4,2,0.0,?,?,0.0,0.0,?,?,2009,0,0,?
60.0,3,14215.0,?,?,3,?,0,0,?,?,5.0,2005.0,2006.0,1,?,?,?,?,?,2,?,?,0,5,0.0,?,0.0,?,1158.0,?,?,?,4,1158.0,1218.0,0.0,2376.0,0.0,?,?,1.0,4.0,?,2,9.0,6,1.0,3,2005.0,?,?,?,?,4,2,240.0,154.0,0.0,0.0,?,0.0,0.0,?,6,?,325300.0
45.0,4,7449.0,1,?,0,0,?,?,?,7.0,7.0,?,?,?,?,?,?,3,?,2,3,3,?,?,?,5,?,637.0,?,?,?,?,1,?,?,0.0,1108.0,0.0,?,1.0,?,3.0,1.0,2,6.0,6,1.0,1,1930.0,?,?,280.0,?,?,0,0.0,0.0,205.0,0.0,0.0,0.0,0.0,2007,8,?,139400.0
20.0,3,9742.0,?,?,3,0,?,0,0,?,?,2002.0,2002.0,?,1,1,281.0,2,3,?,2,3,3,?,0.0,5,0.0,1777.0,1777.0,?,?,?,?,1795.0,0.0,0.0,?,?,?,2.0,?,?,?,2,?,?,1.0,1,2002.0,1,2.0,534.0,4,4,2,171.0,159.0,?,0.0,?,?,0.0,2008,8,?,230000.0
?,4,?,1,?,3,0,4,?,4,?,7.0,1976.0,?,1,1,?,0.0,?,3,?,?,?,3,2,?,5,0.0,200.0,1040.0,0,4,1,4,1060.0,0.0,?,1060.0,1.0,0.0,1.0,0.0,3.0,1.0,?,?,6,1.0,1,1976.0,?,2.0,572.0,4,?,2,?,?,0.0,0.0,?,0.0,?,?,?,4,129900.0
20.0,3,8246.0,1,0,3,?,?,?,0,?,8.0,1968.0,?,1,?,2,0.0,3,2,1,3,3,2,?,?,?,?,204.0,?,0,0,1,4,1060.0,0.0,0.0,1060.0,?,0.0,1.0,?,3.0,?,2,?,6,1.0,?,?,?,?,270.0,?,4,?,?,90.0,?,?,0.0,?,0.0,?,8,4,154000.0
?,3,14230.0,1,3,?,0,0,0,0,?,5.0,2007.0,?,1,1,3,640.0,2,?,2,2,3,3,?,?,5,?,1566.0,1566.0,?,?,1,?,1600.0,0.0,?,1600.0,?,0.0,2.0,?,3.0,?,2,?,6,1.0,?,2007.0,1,3.0,890.0,4,4,2,?,?,0.0,0.0,?,0.0,0.0,?,8,4,256300.0
20.0,3,?,1,?,3,0,?,0,?,?,?,1951.0,?,?,1,2,0.0,3,?,1,?,3,2,1,?,?,486.0,180.0,900.0,0,4,1,4,?,0.0,0.0,900.0,0.0,1.0,1.0,?,3.0,?,?,5.0,6,?,5,2005.0,2,?,576.0,4,?,?,?,?,0.0,?,0.0,?,?,?,?,4,134800.0
20.0,3,?,1,?,3,0,4,?,0,8.0,?,2007.0,2008.0,?,?,3,200.0,2,3,?,0,?,3,2,1218.0,5,0.0,486.0,1704.0,0,0,1,4,?,0.0,0.0,1704.0,?,0.0,2.0,0.0,?,?,2,7.0,?,?,1,?,?,3.0,?,4,4,2,?,?,?,0.0,0.0,0.0,?,2010,?,?,306000.0
20.0,3,16321.0,1,0,3,?,?,0,?,5.0,6.0,?,1997.0,?,?,2,0.0,?,?,1,?,?,1,1,?,5,0.0,207.0,?,0,?,?,?,?,0.0,0.0,?,1.0,0.0,1.0,?,2.0,?,?,?,?,?,1,1957.0,1,1.0,319.0,?,4,2,288.0,258.0,?,?,?,0.0,?,?,8,4,?
?,4,?,1,0,?,0,4,?,?,4.0,?,1927.0,?,1,?,2,?,3,3,?,3,3,?,?,0.0,?,?,520.0,520.0,0,1,0,4,?,0.0,0.0,520.0,?,0.0,1.0,?,?,1.0,1,4.0,6,0.0,?,?,2,1.0,?,?,4,2,?,?,87.0,0.0,0.0,0.0,?,?,?,?,68500.0
70.0,0,8500.0,?,3,3,0,4,0,?,4.0,?,1920.0,1950.0,?,1,?,?,3,1,0,?,3,3,5,?,5,0.0,649.0,649.0,?,?,?,4,649.0,668.0,?,1317.0,?,0.0,1.0,0.0,?,1.0,3,6.0,?,0.0,5,?,2,1.0,250.0,4,?,0,0.0,54.0,?,0.0,0.0,0.0,?,?,?,4,40000.0
20.0,?,8544.0,1,0,?,0,?,?,?,?,?,1966.0,2006.0,1,?,?,0.0,?,3,1,3,3,3,5,?,?,?,1228.0,1228.0,?,?,?,4,1228.0,?,0.0,1228.0,?,?,?,1.0,?,?,2,?,6,0.0,1,1966.0,2,1.0,?,4,4,2,?,65.0,0.0,0.0,?,0.0,0.0,?,8,4,149350.0
?,3,11049.0,1,3,?,?,?,0,?,?,5.0,?,?,1,1,2,?,2,3,2,0,3,?,5,0.0,?,0.0,?,1234.0,0,?,1,4,1234.0,0.0,0.0,1234.0,0.0,?,2.0,0.0,3.0,1.0,?,7.0,6,?,1,2007.0,1,?,484.0,?,4,?,?,?,0.0,?,?,0.0,0.0,2008,8,?,179900.0
?,?,10552.0,?,?,3,?,?,0,0,5.0,?,1959.0,1959.0,3,1,2,0.0,?,3,1,3,?,?,4,?,?,0.0,380.0,1398.0,0,2,1,4,1700.0,?,0.0,?,?,?,?,1.0,?,?,?,?,6,1.0,?,?,1,2.0,447.0,4,4,2,?,38.0,0.0,0.0,0.0,?,?,2010,8,4,165500.0
120.0,?,7313.0,?,3,3,0,?,0,4,9.0,5.0,?,2005.0,3,1,1,?,0,?,?,0,?,3,2,?,5,0.0,408.0,?,0,?,?,?,1561.0,?,?,1561.0,?,0.0,2.0,0.0,?,1.0,?,6.0,?,1.0,1,2005.0,0,2.0,556.0,?,?,2,203.0,47.0,0.0,0.0,0.0,?,?,2007,8,?,?
60.0,3,?,?,3,?,?,4,?,?,8.0,5.0,2004.0,?,1,1,?,132.0,2,?,2,?,?,?,?,0.0,5,0.0,1117.0,?,0,0,?,?,?,?,?,?,?,0.0,?,1.0,?,1.0,2,?,?,?,3,2004.0,?,3.0,691.0,4,?,?,113.0,?,0.0,?,0.0,?,?,2006,8,4,309000.0
?,3,10859.0,1,?,?,?,0,?,0,5.0,5.0,1994.0,1995.0,1,1,2,?,3,?,2,?,?,3,?,?,5,0.0,?,?,0,?,1,4,1097.0,0.0,0.0,1097.0,?,?,?,1.0,3.0,1.0,3,?,6,?,1,?,?,2.0,?,4,4,?,392.0,64.0,?,0.0,0.0,0.0,0.0,2009,?,4,145000.0
?,3,?,1,3,3,0,4,0,0,5.0,6.0,1954.0,?,?,?,1,650.0,?,?,?,?,3,3,4,?,5,?,?,1297.0,?,?,?,4,1297.0,?,?,?,?,?,?,?,3.0,?,3,5.0,6,?,1,1954.0,?,2.0,498.0,?,4,2,0.0,0.0,0.0,?,0.0,?,0.0,?,?,4,153000.0
?,3,7922.0,?,3,3,?,4,0,?,5.0,7.0,1953.0,2007.0,1,?,?,?,?,?,1,3,?,3,?,731.0,?,0.0,326.0,1057.0,?,?,1,?,1057.0,?,0.0,1057.0,?,?,1.0,0.0,?,1.0,2,?,?,0.0,5,1953.0,2,?,246.0,4,?,?,0.0,?,?,0.0,0.0,?,0.0,2010,8,?,109000.0
?,3,8658.0,?,3,?,0,4,0,?,6.0,5.0,1965.0,1965.0,?,?,?,?,3,?,?,3,3,3,4,?,5,?,445.0,1088.0,0,?,1,4,1324.0,0.0,0.0,1324.0,?,0.0,?,0.0,?,1.0,3,?,?,1.0,1,1965.0,1,2.0,?,?,4,?,0.0,?,0.0,0.0,0.0,0.0,0.0,?,8,?,?
?,?,?,1,3,?,?,4,?,0,5.0,6.0,1959.0,1959.0,1,1,2,0.0,3,2,1,3,3,1,?,?,?,?,383.0,?,0,2,1,4,1328.0,0.0,0.0,1328.0,?,?,1.0,1.0,2.0,1.0,?,?,6,2.0,1,?,?,?,308.0,4,4,?,0.0,104.0,?,0.0,0.0,0.0,0.0,2007,8,?,?
85.0,?,?,1,0,3,?,1,0,0,?,?,1983.0,1983.0,?,1,?,0.0,3,3,?,2,?,?,?,?,3,93.0,0.0,?,0,2,1,?,884.0,0.0,0.0,884.0,1.0,0.0,1.0,0.0,2.0,1.0,?,5.0,6,0.0,?,1983.0,1,2.0,504.0,?,?,?,240.0,?,0.0,0.0,0.0,0.0,?,2007,8,?,144000.0
20.0,3,9200.0,1,0,3,0,1,?,0,?,?,1975.0,1980.0,?,?,2,?,3,3,1,2,?,0,3,280.0,1,491.0,167.0,?,?,?,1,?,?,?,0.0,938.0,?,?,1.0,?,3.0,?,3,5.0,6,?,?,1977.0,?,1.0,?,4,4,?,145.0,?,0.0,0.0,0.0,0.0,?,2008,8,4,130250.0
?,?,?,?,3,?,?,?,0,0,5.0,6.0,1959.0,1959.0,1,1,2,?,3,3,1,3,?,3,?,?,1,?,465.0,1150.0,0,0,1,0,1150.0,0.0,0.0,1150.0,1.0,?,?,?,?,1.0,?,?,6,0.0,1,?,1,1.0,300.0,4,4,2,0.0,0.0,?,?,0.0,0.0,0.0,2006,?,4,141000.0
?,?,?,1,?,3,0,4,?,?,9.0,5.0,?,?,3,1,1,412.0,0,3,?,0,3,3,2,456.0,5,0.0,1296.0,1752.0,0,?,1,4,?,?,0.0,1752.0,?,?,?,0.0,?,1.0,0,6.0,6,?,1,?,1,2.0,576.0,4,?,2,196.0,82.0,?,0.0,0.0,0.0,0.0,?,8,?,319900.0
50.0,3,12822.0,1,0,?,0,?,?,0,7.0,5.0,2003.0,2003.0,1,?,?,0.0,?,3,?,?,3,3,2,1351.0,?,0.0,?,?,0,0,1,4,1518.0,631.0,?,?,1.0,0.0,1.0,1.0,1.0,1.0,?,?,6,1.0,1,2003.0,?,2.0,670.0,4,4,2,168.0,?,?,0.0,198.0,0.0,0.0,?,8,?,239686.0
20.0,1,?,?,?,3,?,4,?,?,8.0,5.0,2006.0,?,?,1,2,?,?,3,?,2,3,0,2,?,5,0.0,?,?,0,?,1,4,1656.0,0.0,?,1656.0,0.0,0.0,?,?,3.0,?,2,?,?,0.0,?,2006.0,1,3.0,826.0,4,4,2,0.0,146.0,0.0,?,?,0.0,?,?,8,4,?
20.0,3,7742.0,1,3,3,0,?,?,0,5.0,7.0,1966.0,1966.0,?,1,2,0.0,?,3,1,3,?,?,?,?,5,0.0,192.0,955.0,?,?,1,4,955.0,?,?,955.0,1.0,0.0,?,0.0,?,1.0,?,6.0,?,0.0,?,1966.0,2,?,386.0,?,4,?,?,0.0,0.0,0.0,0.0,0.0,0.0,?,8,4,127000.0
60.0,?,13869.0,?,1,3,0,?,0,0,6.0,6.0,1997.0,1997.0,1,?,2,0.0,3,?,2,?,3,?,2,182.0,5,0.0,?,794.0,?,2,?,4,794.0,676.0,0.0,1470.0,?,1.0,?,0.0,?,1.0,?,?,?,?,?,1997.0,0,?,?,4,4,2,0.0,?,?,?,?,0.0,?,2007,?,4,177000.0
?,4,?,1,?,3,?,4,0,0,6.0,?,1934.0,1950.0,?,?,2,?,3,?,?,?,?,3,5,0.0,?,0.0,816.0,?,0,4,1,?,816.0,?,?,?,0.0,0.0,1.0,0.0,?,1.0,?,6.0,6,1.0,?,1985.0,?,?,528.0,4,?,2,112.0,0.0,0.0,0.0,?,0.0,400.0,?,8,?,114500.0
90.0,4,?,?,1,0,0,0,?,?,5.0,?,?,1963.0,1,1,2,0.0,1,?,1,?,?,1,?,104.0,2,?,0.0,816.0,?,?,0,4,?,0.0,?,816.0,?,0.0,?,0.0,2.0,1.0,?,?,6,?,?,?,2,2.0,516.0,?,?,2,106.0,0.0,?,?,0.0,0.0,0.0,2010,?,?,110000.0
?,3,?,1,?,2,0,4,0,0,?,?,?,1987.0,?,?,2,?,2,3,1,0,3,1,?,1810.0,5,0.0,32.0,?,?,2,1,4,1842.0,0.0,0.0,?,?,0.0,?,1.0,?,1.0,2,?,?,1.0,1,1981.0,?,3.0,894.0,4,?,2,857.0,72.0,?,?,0.0,0.0,0.0,?,8,?,?
80.0,?,7134.0,?,3,?,0,?,1,0,5.0,?,?,?,?,?,2,?,3,3,1,?,3,3,?,384.0,5,?,?,384.0,0,4,?,4,?,?,0.0,1360.0,?,0.0,1.0,0.0,?,?,3,?,2,1.0,5,1962.0,?,2.0,572.0,4,4,?,?,?,?,?,0.0,?,0.0,2007,?,4,?
?,?,10175.0,?,0,?,?,?,?,?,6.0,?,?,1964.0,?,1,1,272.0,3,3,1,3,?,3,?,490.0,5,?,935.0,1425.0,0,2,1,?,?,0.0,0.0,1425.0,0.0,?,?,0.0,3.0,1.0,?,?,?,1.0,?,1964.0,1,2.0,?,?,4,2,0.0,?,0.0,407.0,0.0,0.0,?,2008,8,4,180500.0
160.0,?,2645.0,1,3,3,0,?,?,3,?,?,?,?,?,1,1,456.0,2,3,2,2,?,3,2,?,?,0.0,321.0,970.0,0,0,1,4,?,756.0,0.0,?,1.0,0.0,2.0,1.0,?,1.0,2,?,6,?,?,1999.0,0,?,480.0,?,4,2,?,?,?,?,?,0.0,0.0,2009,8,?,172500.0
?,3,11645.0,1,?,3,0,?,0,0,7.0,5.0,?,?,?,1,2,0.0,?,?,2,?,3,?,5,0.0,5,0.0,?,860.0,0,?,1,4,860.0,?,?,1720.0,?,0.0,2.0,1.0,3.0,1.0,?,?,6,?,1,2004.0,1,?,?,?,?,?,0.0,70.0,?,0.0,0.0,0.0,0.0,2006,8,?,196500.0
60.0,?,?,?,1,?,0,1,?,?,10.0,?,2006.0,2006.0,3,1,?,?,0,?,?,?,3,1,?,0.0,5,0.0,?,?,?,0,?,?,1426.0,1519.0,?,2945.0,0.0,0.0,3.0,1.0,3.0,?,?,?,6,?,3,2006.0,?,3.0,641.0,?,4,?,192.0,0.0,37.0,0.0,?,0.0,0.0,?,6,5,438780.0
?,?,7200.0,1,3,0,0,4,0,?,?,7.0,1972.0,?,1,1,?,0.0,?,?,1,?,3,0,0,632.0,5,?,148.0,780.0,0,0,1,4,780.0,?,?,?,0.0,0.0,?,?,?,1.0,?,4.0,6,?,?,1973.0,?,1.0,?,4,?,2,?,0.0,?,0.0,0.0,0.0,?,2008,8,4,?
20.0,?,?,?,?,3,0,4,?,0,6.0,5.0,?,2004.0,1,?,2,?,3,3,2,?,3,?,0,941.0,5,?,217.0,?,?,0,?,4,1158.0,?,?,1158.0,1.0,0.0,1.0,1.0,?,1.0,2,5.0,?,0.0,?,?,?,2.0,576.0,4,?,?,0.0,50.0,0.0,?,0.0,?,?,2006,6,?,158000.0
75.0,4,7200.0,1,3,?,0,4,?,0,?,7.0,1920.0,1996.0,?,?,2,?,3,3,?,3,?,3,5,0.0,5,0.0,530.0,530.0,0,?,?,4,581.0,530.0,?,1111.0,?,0.0,?,?,3.0,1.0,1,6.0,?,0.0,?,1935.0,2,1.0,?,4,4,?,0.0,?,?,0.0,0.0,0.0,?,2007,?,?,101000.0
120.0,3,?,?,0,3,?,4,0,4,?,?,?,?,1,1,?,?,?,?,?,?,1,2,2,24.0,?,0.0,?,?,?,0,?,4,1370.0,?,0.0,?,?,0.0,2.0,?,2.0,?,?,6.0,6,1.0,?,2006.0,1,2.0,484.0,4,?,2,?,49.0,0.0,?,0.0,0.0,?,?,?,?,?
70.0,4,10300.0,?,?,0,0,4,?,0,?,6.0,1921.0,?,1,?,2,0.0,3,3,?,3,3,?,5,0.0,5,0.0,?,?,0,2,?,4,?,808.0,?,1710.0,0.0,0.0,?,0.0,?,?,3,9.0,?,0.0,5,?,?,?,?,4,?,2,?,?,?,?,0.0,0.0,?,?,?,4,140000.0
60.0,3,9375.0,?,?,3,0,4,0,0,7.0,5.0,1997.0,1998.0,1,?,1,573.0,3,3,?,2,3,3,?,739.0,?,0.0,?,?,?,0,1,4,1057.0,?,0.0,2034.0,?,0.0,?,?,?,1.0,?,8.0,6,?,?,?,1,2.0,?,?,?,?,?,36.0,?,0.0,0.0,?,0.0,2009,8,4,?
?,?,?,1,3,3,?,?,0,0,8.0,5.0,?,2005.0,?,1,?,344.0,2,?,?,0,3,?,?,0.0,5,0.0,1143.0,1143.0,?,?,1,4,1143.0,?,0.0,?,0.0,?,2.0,1.0,4.0,?,?,9.0,6,1.0,?,2004.0,?,?,852.0,?,4,?,192.0,151.0,0.0,0.0,0.0,?,?,2007,?,4,317000.0
