@relation dataset

@attribute fixedacidity real
@attribute volatileacidity real
@attribute citricacid real
@attribute residualsugar real
@attribute chlorides real
@attribute freesulfurdioxide real
@attribute totalsulfurdioxide real
@attribute density real
@attribute ph real
@attribute sulphates real
@attribute alcohol real
@attribute quality real


@data
?,?,?,?,0.044,52.0,?,?,3.12,?,8.7,6.0
7.2,?,0.63,?,0.044,55.0,?,0.9974,3.09,0.44,?,6.0
?,0.27,?,7.5,0.049,?,243.0,?,3.12,?,9.0,?
6.9,?,0.33,?,0.035,47.0,?,0.99,?,0.4,12.6,7.0
6.9,0.21,0.33,?,0.034,48.0,136.0,0.9899,3.25,?,12.6,7.0
7.5,?,0.32,?,0.04,51.0,148.0,?,3.21,0.44,11.5,7.0
7.1,0.26,?,12.4,?,62.0,240.0,0.9969,?,0.42,9.2,6.0
6.0,0.34,0.66,?,?,?,164.0,0.9979,3.14,0.5,8.8,?
8.6,0.265,0.36,1.2,0.034,?,80.0,0.9913,2.95,0.36,11.4,?
?,0.36,0.46,?,0.038,4.0,83.0,?,2.89,0.3,?,4.0
6.0,?,0.66,15.9,0.046,26.0,164.0,0.9979,?,0.5,8.8,?
?,?,0.37,13.5,0.06,52.0,192.0,0.9975,3.0,?,9.1,5.0
7.1,?,0.32,?,0.054,?,162.0,0.9962,3.4,?,9.4,5.0
?,0.21,0.24,12.1,0.05,55.0,164.0,0.997,3.34,?,?,5.0
7.5,?,?,18.9,0.059,44.0,170.0,1.0,2.99,0.46,?,5.0
7.4,?,0.37,13.5,?,?,?,0.9975,3.0,?,9.1,5.0
7.3,0.13,?,14.4,?,?,109.0,0.9974,3.2,0.35,?,6.0
7.1,0.12,0.32,9.6,0.054,64.0,162.0,?,3.4,0.41,9.4,5.0
?,0.23,?,16.5,0.04,60.0,?,?,3.16,?,9.1,?
7.1,?,0.35,16.5,0.04,60.0,171.0,?,?,0.59,9.1,6.0
6.9,0.33,?,1.3,?,37.0,187.0,0.9927,3.27,0.6,10.3,5.0
6.5,?,?,8.5,0.082,64.0,163.0,0.9959,2.89,0.39,8.8,?
7.2,0.27,0.46,18.75,0.052,45.0,255.0,1.0,3.04,0.52,8.9,5.0
7.2,0.31,0.5,13.3,0.056,?,195.0,0.9982,3.01,0.47,?,?
6.7,?,0.34,9.2,?,29.0,150.0,0.9968,3.22,0.51,?,5.0
6.7,0.41,0.34,9.2,?,29.0,150.0,?,3.22,0.51,9.1,5.0
?,0.485,?,?,0.065,?,103.0,0.994,3.63,0.4,9.7,4.0
6.0,?,0.24,?,0.041,25.0,143.0,?,3.31,0.44,11.3,?
?,?,0.4,?,0.035,16.0,85.0,?,?,0.42,11.8,6.0
7.2,?,0.5,13.3,0.056,68.0,195.0,0.9982,3.01,?,9.2,5.0
7.3,0.32,0.48,?,0.06,?,196.0,0.9982,3.04,0.5,9.2,5.0
?,?,0.04,?,?,21.0,?,0.9934,3.22,0.51,?,5.0
7.8,0.24,?,12.2,?,42.0,138.0,0.9984,3.01,0.54,8.8,5.0
7.4,0.16,0.31,6.85,?,31.0,131.0,0.9952,3.29,0.34,?,?
6.9,?,?,?,0.058,14.0,?,0.9952,3.29,0.36,9.1,6.0
6.4,?,0.47,1.6,0.092,?,158.0,?,3.21,?,9.8,6.0
6.7,0.19,0.36,?,0.026,?,143.0,0.9912,3.27,0.48,11.0,6.0
7.4,0.39,0.23,?,?,29.0,126.0,0.994,3.14,?,10.5,5.0
6.5,?,0.32,?,0.038,48.0,?,0.9958,3.45,?,9.7,7.0
?,0.3,?,?,0.044,?,179.0,?,3.3,?,10.9,?
6.1,0.3,?,2.7,?,46.0,184.0,?,3.31,0.57,10.9,6.0
?,0.26,0.25,10.4,0.02,7.0,57.0,0.994,3.39,?,10.6,?
?,0.24,?,7.6,0.038,48.0,203.0,?,3.45,?,9.7,7.0
6.5,0.425,0.4,13.1,?,59.0,241.0,?,3.23,?,9.0,5.0
6.6,0.24,?,15.8,0.035,46.0,188.0,0.9982,3.24,0.51,9.2,5.0
?,?,?,?,0.034,?,203.0,0.9961,3.19,0.52,8.9,5.0
?,?,0.31,15.7,?,44.0,179.0,?,?,?,9.6,5.0
?,0.23,0.4,1.2,0.027,36.0,121.0,0.992,3.12,?,10.7,?
7.1,0.37,0.67,10.5,?,49.0,155.0,0.9975,?,0.44,8.7,5.0
6.8,0.19,0.36,1.9,0.035,30.0,96.0,0.9917,3.15,?,10.8,7.0
?,0.28,0.39,1.9,0.029,?,79.0,0.9923,?,0.52,11.8,?
6.3,0.31,0.34,2.2,0.045,20.0,77.0,?,3.3,?,?,5.0
7.1,0.37,0.67,10.5,0.045,?,?,0.9975,?,0.44,8.7,5.0
?,0.21,0.4,1.2,0.039,38.0,107.0,0.992,3.21,0.54,10.8,6.0
8.5,0.21,0.41,?,0.036,24.0,99.0,0.9947,3.18,0.53,?,6.0
8.1,0.2,0.4,2.0,0.037,?,?,0.9921,3.12,0.54,?,6.0
6.3,?,0.37,1.1,?,37.0,?,0.9905,3.0,0.39,?,6.0
5.6,0.16,?,?,0.044,53.0,168.0,?,3.28,?,?,6.0
6.4,0.595,0.14,5.2,?,15.0,?,0.9951,3.38,0.36,?,4.0
6.3,?,0.33,?,?,?,80.0,?,3.38,0.58,?,?
6.9,0.25,?,4.1,0.054,?,116.0,?,2.99,0.38,?,?
7.9,0.22,0.38,8.0,0.043,46.0,?,0.9934,3.12,0.32,11.5,7.0
7.6,0.18,0.46,?,0.055,58.0,135.0,0.9968,?,0.43,?,6.0
6.9,0.25,0.3,4.1,0.054,23.0,116.0,?,2.99,0.38,9.4,6.0
7.2,0.18,0.41,1.2,?,41.0,?,?,3.14,0.45,10.4,5.0
8.2,0.23,0.4,?,0.049,12.0,76.0,0.9966,?,?,9.7,6.0
?,?,0.42,14.0,?,48.0,198.0,0.9979,2.89,0.42,8.9,6.0
?,0.24,?,14.0,0.066,48.0,198.0,0.9979,?,0.42,8.9,6.0
?,?,0.24,?,0.036,38.0,124.0,0.9898,3.29,0.42,?,?
?,0.44,0.04,1.4,?,43.0,119.0,0.9894,3.36,0.33,12.1,8.0
?,?,0.04,1.4,?,43.0,119.0,?,3.36,0.33,12.1,?
6.1,?,?,1.5,0.036,38.0,124.0,0.9898,?,?,12.4,7.0
?,0.22,0.56,?,?,?,159.0,0.998,2.98,0.4,9.1,5.0
?,0.36,0.3,?,0.049,14.0,?,0.9932,3.28,?,?,?
?,?,?,14.0,0.066,48.0,198.0,0.9979,2.89,?,8.9,6.0
6.7,0.24,0.35,13.1,0.05,?,?,0.997,3.15,?,?,5.0
?,0.23,?,13.0,?,72.0,?,?,?,?,?,?
8.4,0.27,0.46,?,0.048,?,197.0,0.9974,3.14,0.59,9.6,6.0
6.7,?,0.18,2.4,0.034,25.0,98.0,0.9896,3.08,0.44,?,7.0
7.5,?,?,?,0.055,20.0,151.0,?,3.08,0.54,?,?
9.8,?,0.48,9.85,0.034,5.0,110.0,0.9958,2.87,0.29,10.0,5.0
7.1,?,?,1.5,0.066,29.0,?,?,3.12,0.54,12.7,?
7.9,0.19,0.45,?,0.045,?,96.0,0.9917,3.13,0.39,11.0,6.0
7.6,0.48,0.37,?,0.037,4.0,100.0,0.9902,3.03,0.39,11.4,?
6.3,?,?,?,0.038,31.0,130.0,0.9918,?,0.33,11.5,7.0
7.5,0.27,0.31,17.7,0.051,?,173.0,?,3.09,0.64,?,5.0
?,?,0.4,?,0.04,?,?,0.9927,3.11,0.27,?,6.0
7.2,0.32,0.47,5.1,?,19.0,?,0.991,?,0.41,12.6,?
?,0.23,0.3,12.9,0.054,57.0,?,?,?,?,9.4,5.0
6.0,0.67,?,?,0.06,?,?,?,3.11,0.35,8.7,?
?,0.25,0.32,5.5,0.049,41.0,176.0,?,?,?,9.2,?
6.4,0.33,0.31,?,?,42.0,173.0,0.9951,?,0.66,9.3,6.0
?,0.34,0.15,1.2,0.053,61.0,183.0,0.9936,?,0.43,9.2,?
6.8,?,0.4,22.0,?,48.0,167.0,?,?,?,8.7,5.0
6.9,?,0.4,14.0,0.05,?,227.0,?,3.18,0.58,9.6,?
?,0.26,?,?,0.043,64.0,?,?,?,?,9.3,5.0
?,0.29,?,11.9,0.043,66.0,?,0.9972,3.02,0.63,9.3,5.0
6.7,?,0.41,9.4,?,49.0,166.0,0.9954,3.12,0.61,?,?
5.9,?,0.23,4.2,0.038,42.0,?,?,3.15,0.5,11.0,5.0
6.8,?,0.35,3.8,?,26.0,?,?,3.26,0.57,12.7,8.0
6.5,0.28,0.28,8.5,?,?,210.0,?,3.09,?,8.9,4.0
6.6,0.28,0.28,?,0.052,?,211.0,?,?,0.55,?,?
6.8,?,?,22.0,0.048,48.0,?,?,2.93,0.5,8.7,?
?,0.28,0.36,?,0.045,28.0,123.0,0.9928,3.02,0.37,?,?
6.6,0.15,0.34,?,?,?,125.0,?,3.36,?,?,?
6.4,0.29,0.44,3.6,0.2,?,?,0.9942,?,0.41,9.1,5.0
?,0.3,0.45,?,0.197,76.0,?,0.9942,3.02,0.39,?,6.0
6.4,0.29,0.44,3.6,0.197,75.0,183.0,0.9942,3.01,0.38,?,5.0
?,?,0.24,7.8,?,?,214.0,0.9961,3.13,0.47,8.9,5.0
7.1,0.32,?,13.1,0.05,52.0,?,0.998,?,0.49,8.8,5.0
6.8,?,0.24,7.8,?,?,?,0.9961,3.13,0.47,8.9,5.0
6.8,0.27,0.26,16.1,?,55.0,196.0,0.9984,?,?,9.3,?
7.1,0.32,?,?,0.05,?,?,0.998,?,?,8.8,5.0
?,?,?,?,0.05,53.0,?,0.9973,3.2,0.5,9.6,?
6.8,0.26,0.34,13.9,0.034,39.0,?,0.9949,3.33,0.53,?,?
?,0.28,0.35,2.3,0.053,?,114.0,0.9924,?,?,10.2,?
6.4,0.21,0.5,11.6,?,45.0,?,0.9972,?,0.43,?,5.0
7.0,?,0.32,8.3,0.045,?,126.0,0.9958,3.21,0.34,9.2,5.0
10.2,0.44,0.88,6.2,0.049,20.0,?,0.9968,2.99,?,9.9,4.0
6.8,0.57,?,2.2,0.04,?,?,0.9938,3.32,?,10.2,5.0
?,0.4,?,0.9,0.048,23.0,170.0,?,3.22,0.77,9.5,?
?,?,0.25,9.7,?,12.0,?,0.994,?,0.34,10.5,5.0
6.8,0.18,0.38,1.4,0.038,35.0,111.0,0.9918,3.32,0.59,11.2,7.0
?,?,0.32,8.3,0.045,?,126.0,?,?,0.34,9.2,?
6.7,0.13,0.29,5.3,0.051,31.0,122.0,0.9944,3.44,?,9.7,6.0
6.2,0.25,0.25,1.4,0.03,35.0,?,0.9912,3.3,0.44,11.1,?
5.8,?,0.24,9.2,0.044,?,152.0,0.9961,3.31,0.38,?,5.0
7.5,0.27,0.36,?,0.036,?,164.0,0.9939,3.03,0.33,11.0,5.0
5.8,0.26,0.24,9.2,0.044,55.0,152.0,?,3.31,0.38,9.4,5.0
5.7,0.28,0.24,17.5,?,60.0,167.0,?,3.31,0.44,9.4,5.0
7.5,0.23,0.36,7.0,0.036,43.0,161.0,0.9938,?,?,11.0,5.0
7.5,0.27,0.36,?,0.036,45.0,164.0,0.9939,3.03,0.33,11.0,5.0
7.2,?,0.21,9.5,0.07,33.0,172.0,0.9971,?,?,9.1,?
6.2,0.25,?,1.4,0.03,35.0,?,0.9912,3.3,0.44,11.1,?
6.5,0.19,0.3,0.8,0.043,33.0,144.0,0.9936,3.42,?,9.1,?
?,?,0.22,1.8,0.046,31.0,140.0,0.9929,3.39,?,?,6.0
7.1,0.24,?,?,0.046,?,145.0,0.9998,3.32,0.39,?,5.0
6.4,0.17,?,2.4,0.048,41.0,200.0,0.9938,?,?,9.7,6.0
7.1,0.25,0.32,?,0.041,?,?,0.9969,?,0.52,?,6.0
?,?,?,2.4,0.048,41.0,200.0,?,3.5,0.5,9.7,?
7.1,?,0.41,17.8,0.046,39.0,145.0,0.9998,3.32,0.39,8.7,5.0
?,0.64,?,9.7,?,26.0,142.0,?,3.37,?,8.9,4.0
?,0.28,0.4,7.8,0.041,38.0,?,0.9976,3.34,0.51,?,?
8.2,0.27,?,7.8,0.039,49.0,208.0,0.9976,3.31,0.51,9.5,6.0
7.2,?,?,?,0.058,55.0,194.0,0.9979,?,0.44,9.0,6.0
?,?,0.38,14.3,0.058,?,?,?,3.09,0.44,9.0,?
?,0.23,?,14.3,0.058,55.0,194.0,0.9979,3.09,?,9.0,?
?,0.23,?,14.3,0.058,55.0,194.0,?,3.09,0.44,?,6.0
6.8,?,0.32,13.2,0.044,54.0,221.0,0.9972,?,?,9.6,?
7.0,0.26,?,?,0.037,?,120.0,0.9918,?,0.41,11.1,7.0
6.2,0.25,0.21,15.55,?,28.0,159.0,0.9982,3.48,0.64,?,6.0
7.3,0.32,0.23,13.7,0.05,?,?,0.9985,3.2,?,8.7,5.0
?,?,?,?,0.031,?,90.0,?,3.13,0.5,10.4,?
?,0.21,0.37,?,?,23.0,?,0.9903,3.15,?,?,7.0
6.8,?,0.34,?,?,?,218.5,0.9934,?,0.58,9.7,6.0
6.9,?,?,11.2,0.043,40.0,142.0,0.9975,3.14,?,8.7,5.0
6.1,0.18,0.36,2.0,0.038,?,249.5,0.9923,3.37,0.79,11.3,?
6.8,0.21,0.27,?,?,26.0,139.0,?,?,0.61,?,?
5.8,0.2,0.27,?,?,12.0,?,0.9905,3.25,0.36,10.9,?
5.6,0.19,0.26,1.4,0.03,12.0,76.0,?,3.25,?,10.9,7.0
6.1,?,0.14,10.4,0.037,18.0,119.0,0.996,3.38,0.45,10.0,5.0
?,0.21,?,4.6,0.053,40.0,199.0,?,3.72,0.7,?,4.0
8.5,0.26,0.21,16.2,?,?,?,?,3.02,0.5,?,3.0
6.9,?,?,?,0.043,?,?,0.9975,3.14,0.46,?,?
5.8,?,0.44,?,?,?,?,0.9913,3.53,0.43,11.7,3.0
5.8,0.24,0.39,1.5,0.054,37.0,158.0,0.9932,3.21,0.52,9.3,?
6.7,0.26,?,1.1,0.04,45.0,147.0,0.9935,?,0.58,9.6,8.0
6.3,0.35,0.3,5.7,?,8.0,?,?,3.27,0.41,?,7.0
6.3,0.35,0.3,5.7,?,?,?,0.9927,3.27,0.41,11.0,7.0
6.4,0.23,?,?,0.032,23.0,118.0,0.9912,3.32,0.5,11.8,?
?,0.36,?,0.9,?,3.0,75.0,?,3.28,0.34,11.4,?
6.9,?,?,?,0.048,36.0,?,0.9939,3.32,0.42,?,6.0
?,0.29,0.4,19.45,?,?,156.0,0.9996,2.93,0.47,?,?
?,?,0.4,?,0.036,15.0,95.0,0.9944,3.17,0.33,10.2,?
7.2,?,0.4,13.6,0.045,66.0,231.0,0.9977,3.08,?,?,6.0
6.2,0.24,0.35,?,0.038,22.0,167.0,?,3.1,0.48,?,6.0
6.9,0.29,0.4,19.45,0.043,36.0,156.0,?,2.93,0.47,?,5.0
6.9,0.32,?,8.3,?,?,180.0,0.9965,3.25,0.51,?,6.0
5.3,0.58,0.07,6.9,?,34.0,149.0,?,3.34,?,9.7,?
5.3,0.585,0.07,7.1,?,?,145.0,0.9945,3.34,0.57,?,?
?,0.59,0.07,7.0,0.045,36.0,147.0,0.9944,3.34,0.57,9.7,?
6.9,0.32,?,8.3,0.053,?,180.0,0.9965,3.25,?,?,6.0
5.2,0.6,?,7.0,0.044,?,?,0.9944,?,0.58,9.7,?
?,0.25,0.26,13.1,0.051,44.0,148.0,0.9972,3.29,?,9.3,5.0
6.6,?,?,5.1,0.057,30.0,123.0,?,?,0.38,?,5.0
7.0,0.29,0.54,?,0.046,?,234.0,0.9966,3.05,?,9.5,5.0
?,0.19,?,8.9,0.046,51.0,169.0,?,3.14,0.57,9.8,6.0
?,0.2,0.41,?,?,50.0,166.0,0.9954,3.14,0.58,?,6.0
?,0.26,0.4,?,0.042,9.0,?,0.9915,2.89,?,10.6,?
6.8,0.32,0.34,1.2,0.044,14.0,?,0.9919,3.05,?,?,?
7.0,0.3,?,?,0.036,17.0,105.0,?,3.26,0.68,12.4,7.0
7.0,0.24,0.36,2.8,0.034,?,112.0,0.99,3.19,0.38,?,?
?,0.31,?,5.0,?,?,?,0.9909,3.3,0.6,12.3,?
?,0.44,?,?,0.047,46.0,201.0,?,3.08,0.65,10.5,4.0
6.7,?,0.3,15.6,?,?,?,0.9982,3.19,0.49,9.3,5.0
7.1,?,0.24,?,?,46.0,198.0,?,3.12,?,8.8,5.0
7.3,0.32,?,7.2,0.056,?,180.0,?,?,0.47,?,5.0
?,0.28,0.33,15.7,0.053,51.0,?,?,3.22,?,?,?
?,0.23,?,14.2,0.058,49.0,192.0,0.9979,?,?,9.0,7.0
?,0.23,0.39,14.2,0.058,49.0,192.0,0.9979,2.98,?,?,7.0
?,0.23,0.39,14.2,0.058,49.0,?,0.9979,2.98,0.48,9.0,?
7.2,?,?,14.2,0.058,49.0,192.0,0.9979,?,0.48,9.0,7.0
5.9,0.15,0.31,5.8,?,?,155.0,0.9945,?,?,10.5,6.0
?,0.28,?,19.8,?,?,195.0,1.0,2.96,0.44,9.1,5.0
?,0.28,0.22,7.3,0.041,26.0,157.0,0.9957,3.44,0.64,9.8,?
9.1,?,0.38,1.6,0.066,34.0,182.0,?,?,0.38,8.5,3.0
?,0.33,0.27,1.2,0.046,34.0,?,0.9934,?,0.54,9.4,?
8.3,0.39,0.7,10.6,0.045,?,?,0.9976,3.09,0.57,9.4,?
7.2,0.19,?,?,?,82.0,?,0.9932,3.19,?,?,7.0
7.5,0.17,0.44,11.3,?,65.0,146.0,?,3.17,0.45,10.0,?
6.7,0.17,?,2.1,?,?,122.0,?,3.15,0.45,10.3,?
6.1,0.41,0.0,?,?,36.0,87.0,?,3.27,0.67,10.8,6.0
?,0.2,?,0.9,0.05,12.0,?,?,?,0.38,10.5,6.0
?,0.41,?,1.6,0.063,36.0,?,?,3.27,0.67,10.8,?
6.0,0.29,0.21,1.3,?,42.0,?,0.9914,?,0.43,11.1,?
?,0.41,0.24,6.8,0.057,?,163.0,0.9949,?,0.41,9.9,6.0
7.3,0.41,0.24,?,?,?,163.0,0.9949,3.2,0.41,9.9,6.0
?,0.43,0.24,?,0.058,?,163.0,0.995,3.2,?,9.9,5.0
7.3,0.4,?,6.7,0.058,?,166.0,0.995,3.2,0.41,9.9,6.0
6.2,0.33,0.27,4.9,?,30.0,?,?,?,0.42,?,?
6.2,0.31,0.26,4.8,0.037,36.0,148.0,0.9928,?,0.41,10.4,?
6.1,0.36,0.27,2.1,0.035,16.0,100.0,0.9917,?,0.71,11.5,7.0
5.0,0.55,0.14,?,?,35.0,164.0,0.9918,3.53,0.51,12.5,?
?,0.25,0.41,3.7,0.042,37.0,149.0,0.9954,3.36,0.45,10.0,6.0
5.7,?,?,6.7,0.038,?,166.0,0.9941,3.29,0.63,?,6.0
5.8,0.34,0.21,6.6,0.04,?,167.0,?,3.29,0.62,10.0,5.0
6.8,0.28,0.6,?,0.132,42.0,?,0.9934,?,0.44,?,6.0
6.8,?,?,4.7,0.031,34.0,134.0,0.9927,3.21,0.38,10.6,6.0
?,?,?,?,0.031,36.0,135.0,?,3.19,?,?,5.0
?,0.3,0.47,7.85,0.03,?,133.0,0.9933,3.52,0.43,11.5,?
6.1,0.125,0.25,3.3,0.04,?,69.0,?,3.54,0.59,10.1,?
6.0,0.1,?,1.1,?,?,65.0,0.9927,?,0.61,?,7.0
6.6,?,?,7.7,?,36.0,?,0.9938,3.19,0.37,10.5,5.0
?,0.25,?,?,0.031,34.0,134.0,0.9927,3.21,0.38,?,?
6.8,0.28,0.44,?,?,35.0,137.0,0.9946,3.16,0.36,10.4,6.0
?,0.41,0.51,2.0,0.046,11.0,207.0,0.993,3.02,?,11.4,?
7.5,0.27,0.31,?,0.057,131.0,313.0,0.9946,3.18,0.59,?,5.0
7.9,0.26,0.41,15.15,0.04,38.0,?,0.9976,?,0.6,?,6.0
?,0.34,0.23,6.3,?,37.0,?,0.9944,3.19,0.65,10.0,6.0
6.5,0.28,?,15.4,0.042,?,195.0,0.9978,3.23,?,9.6,?
?,?,0.41,1.3,0.036,33.0,?,0.992,3.17,0.51,?,5.0
