@relation dataset

@attribute fixedacidity real
@attribute volatileacidity real
@attribute citricacid real
@attribute residualsugar real
@attribute chlorides real
@attribute freesulfurdioxide real
@attribute totalsulfurdioxide real
@attribute density real
@attribute ph real
@attribute sulphates real
@attribute alcohol real
@attribute quality real


@data
6.9,0.27,0.4,14.0,0.05,64.0,227.0,?,3.18,0.58,9.6,6.0
?,0.26,?,11.9,0.043,64.0,226.0,0.997,?,0.63,9.3,5.0
6.8,0.29,?,?,0.043,?,230.0,0.9972,?,0.63,9.3,?
6.7,0.24,?,9.4,0.04,?,166.0,0.9954,?,?,?,6.0
5.9,0.3,0.23,4.2,0.038,?,?,0.9924,?,0.5,11.0,5.0
?,0.53,0.35,3.8,0.034,26.0,109.0,?,?,?,?,?
6.5,?,0.28,?,0.047,54.0,210.0,0.9962,3.09,0.54,8.9,?
6.6,?,0.28,8.5,?,?,211.0,0.9962,3.09,0.55,8.9,6.0
6.8,?,0.4,22.0,0.048,?,167.0,1.001,2.93,0.5,8.7,5.0
6.8,0.28,0.36,8.0,0.045,28.0,?,0.9928,?,?,11.4,?
6.6,?,0.34,5.1,?,34.0,?,0.9942,3.36,0.42,9.6,?
?,?,0.44,?,0.2,75.0,181.0,?,3.02,0.41,9.1,5.0
6.4,0.3,?,3.5,0.197,76.0,?,0.9942,3.02,?,?,6.0
?,0.29,0.44,3.6,0.197,75.0,183.0,?,3.01,0.38,?,?
6.8,0.26,?,7.8,0.052,?,214.0,?,?,0.47,?,?
?,0.32,?,13.1,?,52.0,204.0,0.998,3.1,?,8.8,?
6.8,?,0.24,7.8,0.052,54.0,214.0,0.9961,?,0.47,?,5.0
6.8,?,?,16.1,?,55.0,196.0,0.9984,3.15,0.5,?,5.0
7.1,0.32,?,13.1,0.05,52.0,204.0,0.998,?,?,?,?
?,0.54,?,13.2,0.05,53.0,236.0,0.9973,?,0.5,9.6,5.0
?,?,0.34,13.9,0.034,39.0,134.0,0.9949,3.33,0.53,?,6.0
?,0.28,?,2.3,0.053,?,114.0,0.9924,3.28,0.5,?,?
?,?,0.5,11.6,?,45.0,?,0.9972,3.15,0.43,8.8,5.0
?,0.16,0.32,8.3,0.045,38.0,126.0,?,3.21,?,?,?
10.2,0.44,0.88,?,0.049,20.0,124.0,?,2.99,0.51,9.9,4.0
6.8,0.57,0.29,?,?,15.0,77.0,0.9938,?,0.74,10.2,5.0
6.1,0.4,?,?,0.048,?,170.0,?,3.22,0.77,9.5,6.0
5.6,0.245,0.25,9.7,0.032,12.0,?,?,?,?,10.5,?
?,0.18,?,?,0.038,35.0,111.0,0.9918,?,0.59,?,7.0
?,0.16,0.32,8.3,?,38.0,126.0,0.9958,3.21,?,?,5.0
6.7,0.13,0.29,5.3,?,?,122.0,?,3.44,0.37,?,6.0
6.2,?,0.25,1.4,?,?,105.0,0.9912,?,0.44,11.1,?
5.8,0.26,0.24,9.2,0.044,55.0,152.0,0.9961,?,0.38,?,?
7.5,?,0.36,?,?,45.0,164.0,0.9939,3.03,?,11.0,?
?,0.26,0.24,9.2,?,55.0,152.0,0.9961,3.31,?,9.4,5.0
5.7,0.28,0.24,17.5,?,60.0,167.0,?,?,0.44,9.4,5.0
7.5,0.23,0.36,7.0,0.036,43.0,161.0,0.9938,3.04,?,11.0,5.0
7.5,0.27,0.36,?,?,45.0,164.0,0.9939,?,0.33,?,?
?,?,?,9.5,0.07,?,172.0,0.9971,3.0,?,9.1,?
?,0.25,0.25,?,0.03,35.0,?,0.9912,3.3,?,11.1,?
6.5,?,?,?,0.043,33.0,144.0,?,?,?,9.1,6.0
6.3,?,0.22,?,?,?,140.0,?,3.39,0.54,10.4,6.0
?,?,0.41,17.8,?,39.0,?,0.9998,3.32,0.39,?,5.0
6.4,0.17,0.32,2.4,0.048,41.0,?,?,3.5,0.5,?,6.0
?,?,0.32,10.3,0.041,66.0,272.0,0.9969,3.17,?,9.1,6.0
6.4,?,0.32,2.4,0.048,41.0,?,0.9938,3.5,0.5,9.7,6.0
7.1,0.24,?,?,0.046,39.0,145.0,0.9998,3.32,?,?,5.0
?,?,0.08,9.7,0.062,?,?,?,3.37,0.46,?,?
8.3,0.28,0.4,7.8,0.041,38.0,194.0,0.9976,?,?,9.6,?
?,0.27,0.39,7.8,0.039,?,208.0,?,?,0.51,9.5,6.0
7.2,?,?,14.3,0.058,55.0,194.0,0.9979,3.09,0.44,9.0,6.0
?,0.23,?,14.3,0.058,55.0,194.0,?,?,0.44,9.0,6.0
7.2,0.23,0.38,14.3,?,55.0,194.0,0.9979,3.09,0.44,9.0,?
?,0.23,?,14.3,0.058,?,194.0,0.9979,3.09,0.44,9.0,6.0
6.8,?,?,13.2,0.044,54.0,221.0,0.9972,?,0.5,9.6,?
7.0,0.26,0.59,1.4,?,40.0,120.0,?,3.34,?,11.1,7.0
6.2,0.25,0.21,15.55,0.039,?,159.0,0.9982,3.48,?,9.6,6.0
?,0.32,?,13.7,0.05,49.0,197.0,0.9985,3.2,0.46,8.7,?
7.7,0.31,0.26,?,0.031,23.0,90.0,0.9944,3.13,0.5,10.4,5.0
7.1,0.21,?,?,0.026,23.0,100.0,?,?,0.38,?,7.0
6.8,0.24,0.34,?,?,64.5,218.5,?,3.3,?,9.7,6.0
?,?,?,11.2,0.043,?,142.0,0.9975,3.14,?,8.7,5.0
6.1,?,0.36,?,0.038,20.0,249.5,0.9923,3.37,0.79,11.3,6.0
?,0.21,0.27,2.1,0.03,26.0,139.0,0.99,3.16,0.61,12.6,7.0
5.8,?,0.27,1.4,0.031,?,77.0,?,3.25,0.36,?,?
5.6,0.19,0.26,1.4,0.03,12.0,76.0,?,?,?,10.9,?
6.1,0.41,0.14,?,?,?,119.0,?,3.38,0.45,?,5.0
5.9,0.21,0.28,4.6,0.053,?,?,0.9964,3.72,?,?,4.0
8.5,0.26,?,16.2,0.074,41.0,197.0,0.998,3.02,0.5,9.8,?
6.9,?,?,11.2,0.043,40.0,?,0.9975,3.14,?,8.7,5.0
5.8,0.24,0.44,3.5,0.029,5.0,109.0,0.9913,3.53,0.43,11.7,3.0
?,0.24,0.39,1.5,0.054,37.0,158.0,0.9932,3.21,0.52,9.3,6.0
6.7,0.26,0.39,1.1,0.04,?,147.0,?,3.32,0.58,?,8.0
6.3,0.35,0.3,?,0.035,8.0,97.0,0.9927,3.27,0.41,11.0,7.0
6.3,?,0.3,5.7,0.035,8.0,?,0.9927,3.27,0.41,?,?
?,0.23,0.39,1.8,0.032,?,?,?,?,0.5,11.8,6.0
5.8,0.36,0.38,?,0.037,?,75.0,0.9904,?,0.34,?,4.0
6.9,?,0.35,5.4,0.048,?,108.0,0.9939,3.32,0.42,?,?
6.9,0.29,0.4,19.45,?,36.0,?,?,?,0.47,8.9,5.0
?,0.28,?,8.2,0.036,15.0,?,?,3.17,0.33,?,?
7.2,?,0.4,?,?,66.0,?,?,?,0.59,9.6,6.0
?,0.24,?,1.2,?,22.0,167.0,0.9912,3.1,0.48,10.6,?
6.9,0.29,0.4,?,0.043,36.0,156.0,?,?,?,?,5.0
6.9,0.32,?,8.3,?,32.0,180.0,0.9965,?,?,?,6.0
5.3,?,0.07,6.9,?,34.0,?,0.9944,?,0.57,9.7,?
?,0.585,0.07,?,0.044,?,145.0,?,3.34,?,9.7,?
5.4,0.59,0.07,7.0,0.045,?,147.0,0.9944,3.34,?,9.7,?
6.9,?,0.26,8.3,0.053,?,180.0,?,?,?,9.2,6.0
5.2,0.6,?,?,?,?,147.0,?,3.33,0.58,9.7,?
5.8,0.25,0.26,13.1,?,44.0,148.0,?,3.29,?,9.3,?
6.6,0.58,0.3,5.1,0.057,30.0,123.0,0.9949,3.24,?,9.0,5.0
7.0,?,0.54,10.7,0.046,?,234.0,0.9966,3.05,0.61,9.5,5.0
6.6,?,0.41,8.9,0.046,?,?,0.9954,3.14,?,9.8,6.0
?,0.2,?,9.1,0.044,?,?,0.9954,?,0.58,9.8,6.0
7.7,?,0.4,1.1,?,9.0,60.0,?,2.89,0.5,10.6,5.0
6.8,?,0.34,1.2,0.044,?,?,0.9919,3.05,0.47,?,4.0
?,0.3,0.49,?,?,?,?,0.9916,3.26,?,12.4,7.0
?,?,?,2.8,0.034,?,112.0,?,3.19,0.38,?,8.0
6.1,0.31,0.58,5.0,0.039,?,114.0,?,?,0.6,12.3,8.0
6.8,0.44,0.37,5.1,?,46.0,?,0.9938,3.08,0.65,10.5,4.0
6.7,0.34,0.3,15.6,0.054,?,196.0,0.9982,3.19,?,9.3,5.0
7.1,?,0.24,?,0.055,46.0,?,0.9988,3.12,0.49,8.8,5.0
7.3,0.32,0.25,7.2,0.056,47.0,?,?,3.08,0.47,8.8,5.0
?,0.28,?,15.7,0.053,51.0,190.0,?,3.22,?,9.7,?
?,0.23,0.39,14.2,0.058,49.0,192.0,0.9979,?,0.48,9.0,7.0
7.2,0.23,0.39,?,0.058,?,?,0.9979,2.98,0.48,9.0,?
7.2,0.23,0.39,14.2,?,?,192.0,0.9979,2.98,0.48,9.0,7.0
7.2,0.23,0.39,14.2,?,?,192.0,?,2.98,0.48,?,?
?,0.15,?,5.8,0.041,53.0,?,0.9945,3.52,?,10.5,6.0
7.4,?,0.42,?,?,53.0,195.0,1.0,?,0.44,9.1,5.0
6.2,0.28,0.22,7.3,0.041,26.0,157.0,0.9957,3.44,0.64,9.8,?
9.1,0.59,?,?,0.066,34.0,182.0,?,?,0.38,8.5,3.0
?,?,?,?,0.046,34.0,175.0,0.9934,3.37,?,?,6.0
8.3,0.39,0.7,10.6,0.045,?,169.0,?,3.09,?,9.4,?
7.2,0.19,0.46,3.8,?,?,187.0,0.9932,3.19,?,?,7.0
7.5,0.17,0.44,?,0.046,65.0,146.0,?,3.17,0.45,?,?
6.7,0.17,0.5,?,0.043,27.0,122.0,0.9923,3.15,0.45,10.3,6.0
6.1,0.41,?,1.6,0.063,?,87.0,0.9914,3.27,0.67,10.8,6.0
?,0.2,0.35,?,?,?,74.0,0.992,3.13,0.38,10.5,6.0
?,0.41,0.0,1.6,0.063,?,87.0,0.9914,?,?,10.8,?
6.0,0.29,0.21,1.3,0.055,?,168.0,?,3.32,?,11.1,6.0
7.3,?,0.24,6.8,?,41.0,163.0,0.9949,?,0.41,9.9,?
7.3,0.41,0.24,6.8,0.057,41.0,163.0,?,?,0.41,?,6.0
?,0.43,0.24,?,0.058,?,163.0,?,3.2,0.41,?,5.0
?,0.4,?,6.7,0.058,?,166.0,?,3.2,?,?,6.0
?,0.33,0.27,?,?,30.0,?,0.9927,3.2,0.42,?,7.0
6.2,0.31,0.26,?,0.037,?,?,0.9928,?,0.41,?,6.0
6.1,?,0.27,2.1,0.035,16.0,100.0,0.9917,3.4,0.71,?,?
5.0,?,?,8.3,?,35.0,164.0,0.9918,3.53,?,12.5,8.0
7.8,?,0.41,3.7,?,37.0,?,0.9954,?,0.45,10.0,6.0
5.7,0.36,0.21,6.7,?,?,?,0.9941,?,0.63,?,6.0
?,0.34,0.21,?,0.04,50.0,167.0,0.9941,3.29,?,10.0,5.0
6.8,0.28,?,?,?,42.0,?,?,3.09,0.44,9.1,6.0
?,?,0.34,?,?,34.0,?,?,?,0.38,10.6,6.0
6.6,0.24,0.35,7.7,0.031,36.0,?,0.9938,3.19,?,10.5,5.0
5.9,0.3,?,7.85,0.03,19.0,133.0,0.9933,?,0.43,11.5,7.0
6.1,0.125,0.25,?,?,?,69.0,0.9934,?,0.59,10.1,6.0
6.0,?,0.24,1.1,?,15.0,65.0,0.9927,3.61,?,?,?
6.6,0.24,?,7.7,?,36.0,?,0.9938,3.19,?,10.5,5.0
?,0.25,0.34,4.7,0.031,34.0,134.0,0.9927,3.21,?,?,6.0
6.8,0.28,?,?,0.031,?,137.0,?,3.16,0.36,?,6.0
8.3,0.41,0.51,?,0.046,11.0,207.0,?,?,0.55,11.4,5.0
7.5,0.27,0.31,5.8,0.057,131.0,313.0,0.9946,3.18,0.59,10.5,?
7.9,0.26,?,15.15,?,38.0,216.0,0.9976,?,0.6,10.0,6.0
?,0.34,0.23,6.3,?,37.0,143.0,0.9944,?,?,10.0,?
6.5,?,0.35,15.4,0.042,55.0,?,0.9978,?,?,9.6,6.0
7.2,?,0.41,1.3,?,33.0,?,0.992,3.17,?,?,?
6.4,?,?,4.8,?,34.0,101.0,0.9912,?,0.6,12.5,8.0
6.8,0.24,0.34,4.6,0.032,?,?,0.9927,3.2,?,?,5.0
6.3,?,0.3,1.8,0.033,?,91.0,?,3.28,?,11.8,6.0
