@relation dataset

@attribute attr_1 real
@attribute attr_2 real
@attribute attr_3 real
@attribute attr_4 real
@attribute attr_5 real
@attribute attr_6 real
@attribute attr_7 real
@attribute attr_8 real
@attribute attr_9 real
@attribute attr_10 real
@attribute attr_11 real
@attribute attr_12 real
@attribute attr_13 real
@attribute attr_14 real
@attribute attr_15 real
@attribute attr_16 real
@attribute attr_17 real
@attribute attr_18 real
@attribute attr_19 real
@attribute attr_20 real
@attribute attr_21 real
@attribute attr_22 real
@attribute attr_23 real
@attribute attr_24 real
@attribute attr_25 real
@attribute attr_26 real
@attribute attr_27 real
@attribute attr_28 real
@attribute attr_29 real
@attribute attr_30 real
@attribute attr_31 real
@attribute attr_32 real
@attribute attr_33 real
@attribute attr_34 real
@attribute attr_35 real
@attribute attr_36 real
@attribute attr_37 real
@attribute attr_38 real
@attribute attr_39 real
@attribute attr_40 real
@attribute attr_41 real
@attribute attr_42 real
@attribute attr_43 real
@attribute attr_44 real
@attribute attr_45 real
@attribute attr_46 real
@attribute attr_47 real
@attribute attr_48 real
@attribute attr_49 real
@attribute attr_50 real
@attribute attr_51 real


@data
?,?,2.1168,?,?,-0.3185,-1.2477,-0.14537,?,-0.23315999999999998,?,?,-0.27518000000000004,0.75143,-0.23431999999999997,-0.9447399999999999,-0.15843,-1.7734,?,-0.28811,?,-1.081,?,-0.4775,-0.37114,-0.71312,-0.6066,-0.11823,-0.26974000000000004,?,-0.67335,?,?,-0.22559,?,-0.35231999999999997,-0.41641000000000006,-0.65489,?,-0.26431,-0.41368999999999995,-0.16374,0.026975,?,0.9774299999999999,2.6676,1.6575,-0.48278000000000004,?,0.34553,-1.5559
1.4895,?,?,1.7895,1.5403,-0.3185,-1.2477,?,?,-0.23315999999999998,0.31218,-0.29103,-0.27518000000000004,0.75143,?,-0.9447399999999999,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,?,-1.4324,-0.4775,?,-0.71312,-0.6066,-0.11823,-0.26974000000000004,?,?,0.75143,0.050869,-0.22559,-0.42105,-0.35231999999999997,-0.41641000000000006,-0.65489,?,?,?,?,0.026975,?,?,2.6676,?,-0.48278000000000004,?,0.34553,-1.5559
?,?,?,?,?,-0.25149,-1.6380000000000001,-0.41777,?,-0.23315999999999998,?,?,-0.30091999999999997,0.75143,?,?,-0.15847999999999998,-1.5374,?,?,-0.46366999999999997,?,?,-0.4775,-0.28868,-0.52965,-0.5826,?,-0.26659,?,?,0.75143,0.050869,-0.22559,?,-0.35231999999999997,-0.41641000000000006,-0.65489,?,?,-0.41368999999999995,-0.16374,0.026975,2.2568,0.97559,3.2338,2.0549,-0.48176,1.8392,?,-1.9934
?,0.8165,?,2.2514,1.9896,-0.30383000000000004,-1.6537,?,?,-0.23315999999999998,?,?,-0.31184,0.45319,?,-0.9683700000000001,-0.15844,-1.5374,0.22395,?,?,-1.081,-1.6671,?,-0.31772,-0.52965,-0.51259,?,-0.27213000000000004,0.15266,?,0.45319,0.050869,?,-0.42105,-0.35231999999999997,-0.41641000000000006,?,?,-0.26431,-0.41368999999999995,?,0.026975,2.2778,0.97703,?,2.1027,-0.48256000000000004,?,0.37066,-2.0131
1.6811,0.8222700000000001,2.342,2.086,1.8265,?,-1.4379,?,-0.63645,-0.23315999999999998,?,-0.29103,-0.33651,-0.093579,-0.22912,?,-0.15829000000000001,?,-0.073402,-0.28811,-0.45435,-1.081,-1.0999,?,-0.42535,-0.75826,-0.49026000000000003,-0.11823,-0.28379,1.2398,-0.67335,?,-0.09248200000000001,-0.22559,-0.42105,?,?,?,-0.37137,?,?,?,?,2.0611,?,2.989,1.975,-0.4899,?,0.060483,-1.7868
?,0.81688,2.1109,1.7895,?,?,-1.2477,?,-0.5935600000000001,-0.23315999999999998,0.31218,-0.29103,-0.27521999999999996,?,?,?,-0.15843,-1.7734,-0.29911,?,-0.42527,-1.081,-1.4324,?,?,-0.71312,-0.6078100000000001,-0.11823,-0.26969,?,-0.67335,?,?,-0.22559,-0.42105,?,-0.41641000000000006,?,-0.36906,?,-0.41368999999999995,-0.16374,0.026975,1.8323,0.9774299999999999,2.6676,?,?,1.4401,0.34553,-1.5559
?,0.81688,2.1109,?,1.5403,?,-1.2477,-0.14537,-0.5935600000000001,-0.23315999999999998,0.31218,-0.29103,-0.27526,0.75143,-0.23431999999999997,-0.9447399999999999,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,?,-1.4324,-0.4775,-0.37114,-0.71312,-0.60902,-0.11823,-0.26966,?,-0.67335,0.75143,?,-0.22559,-0.42105,-0.35231999999999997,?,-0.65489,?,-0.26431,-0.41368999999999995,-0.16374,0.026975,1.8323,0.9774299999999999,?,1.6575,-0.48278000000000004,1.4401,0.34553,?
?,0.81688,2.1109,1.7895,?,-0.3185,?,-0.14537,-0.5935600000000001,-0.23315999999999998,0.31218,?,?,0.75143,?,-0.9447399999999999,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,-1.081,-1.4324,-0.4775,-0.37114,-0.71312,-0.60902,?,-0.26966,-0.44033,-0.67335,?,0.050869,-0.22559,-0.42105,?,-0.41641000000000006,?,-0.36906,-0.26431,-0.41368999999999995,-0.16374,?,1.8323,?,2.6676,1.6575,-0.48278000000000004,?,0.34553,?
?,0.81688,2.1109,1.7895,1.5403,?,-1.2477,-0.14537,-0.5935600000000001,-0.23315999999999998,?,-0.29103,?,0.75143,?,?,-0.15832000000000002,?,?,-0.28811,-0.44497,-1.081,-1.4349,?,?,-0.69055,?,-0.11823,-0.28001,-0.44033,-0.67335,0.75143,0.050869,?,-0.42105,?,?,-0.62946,-0.33784000000000003,-0.26431,?,?,0.026975,1.8656,0.9780399999999999,2.7129,1.7026,-0.30016,1.4851,?,-1.5892
1.4895,0.81688,2.1109,1.7895,1.5403,-0.3185,?,-0.14537,-0.5935600000000001,-0.23315999999999998,0.31218,-0.29103,?,0.75143,-0.23431999999999997,-0.9447399999999999,?,-1.7734,-0.29911,-0.28811,?,-1.081,-1.4324,?,-0.37114,-0.71312,?,?,?,-0.44033,-0.67335,?,0.050869,?,-0.42105,?,-0.41641000000000006,?,-0.36906,-0.26431,-0.41368999999999995,-0.16374,0.026975,1.8323,?,2.6676,1.6575,-0.48278000000000004,1.4401,?,-1.5559
1.4895,0.81688,2.1109,1.7895,1.5403,-0.3185,?,-0.14537,-0.5935600000000001,-0.23315999999999998,?,-0.29103,-0.27529000000000003,0.75143,-0.23392,-0.9796600000000001,-0.15832000000000002,-1.3014,-0.27203,?,-0.44497,-1.081,-1.4349,?,?,?,-0.60624,?,-0.28001,-0.44033,?,0.75143,0.050869,-0.22559,-0.42105,-0.35231999999999997,-0.38781,-0.62946,-0.33784000000000003,?,?,-0.16374,?,1.8656,?,?,1.7026,-0.30016,?,0.30639,-1.5892
1.4895,?,2.1109,?,1.5403,?,-1.2477,-0.14537,?,-0.23315999999999998,0.31218,-0.29103,-0.27521999999999996,0.75143,-0.23426,?,?,?,-0.29911,?,?,?,-1.4324,-0.4775,?,-0.71312,-0.6078100000000001,-0.11823,-0.26969,-0.44033,?,0.75143,0.050869,?,?,-0.35231999999999997,?,-0.65489,?,-0.26431,?,?,0.026975,1.8323,0.9774299999999999,2.6676,?,-0.48278000000000004,1.4401,?,?
1.4895,0.81688,2.1109,1.7895,?,-0.3185,?,-0.14537,?,?,0.31218,-0.29103,-0.27526,?,-0.23431999999999997,-0.9447399999999999,-0.15843,?,-0.29911,-0.28811,-0.42527,-1.081,?,?,?,-0.71312,?,-0.11823,-0.26966,-0.44033,?,0.75143,0.050869,-0.22559,?,-0.35231999999999997,?,-0.65489,-0.36906,-0.26431,-0.41368999999999995,?,0.026975,1.8323,0.9774299999999999,?,?,?,?,?,?
1.4895,0.81688,?,1.7895,1.5403,?,-1.2477,?,-0.5935600000000001,-0.23315999999999998,?,-0.29103,?,?,?,-0.9447399999999999,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,-1.081,-1.4324,?,-0.37114,?,-0.60902,-0.11823,-0.26966,?,-0.67335,?,?,-0.22559,-0.42105,-0.35231999999999997,-0.41641000000000006,?,-0.36906,-0.26431,-0.41368999999999995,?,0.026975,1.8323,0.9774299999999999,2.6676,1.6575,-0.48278000000000004,1.4401,?,-1.5559
?,0.1644,-0.8222700000000001,-0.9038799999999999,-0.74475,?,?,0.12703,?,?,-0.16710999999999998,-0.11950999999999999,-0.13738,0.75143,-0.18865,-0.30124,?,-0.47533000000000003,-0.16644,-0.28811,?,-1.2384,-0.30182,-0.4775,-0.13283,?,-0.40018000000000004,?,?,?,-0.67335,?,?,?,?,-0.35231999999999997,-0.17282999999999998,?,?,-0.26431,-0.17085999999999998,?,0.09661,?,-0.18057,-0.39026,-0.39204,-0.28435,?,-0.11510999999999999,0.029617
?,0.83152,0.50479,0.4188,?,0.76381,-0.4782,-0.55397,-0.36941999999999997,-0.5053300000000001,-0.68179,?,?,?,-0.12559,-1.4077,0.067424,0.58673,?,-0.28811,-0.55642,0.020912,0.37085999999999997,?,1.5813,0.18967,0.34393,-0.10121000000000001,0.094811,-0.24266999999999997,?,?,-0.09248200000000001,-0.22559,?,?,?,0.24925,0.24365,?,0.15575,-0.16374,1.0019,?,?,-0.5454100000000001,0.78796,-0.10935999999999998,0.56301,?,?
2.0094,0.83152,-0.053546,1.7173,?,?,-1.7638,?,?,-0.36924,?,?,?,?,?,-1.5228,0.091245,?,?,-0.28811,?,?,0.11534000000000001,0.099548,0.6714100000000001,-0.023714,-0.10192999999999999,-0.088451,?,1.6351,2.737,?,-0.09248200000000001,-0.22559,0.38006,?,?,0.23983000000000002,?,-0.26431,?,?,?,2.4111,0.99018,-0.5454100000000001,2.4793,?,2.2579,-0.46486000000000005,-2.1318
2.0094,0.83152,-0.053546,1.7173,?,?,?,-0.82637,-0.70995,?,0.26056,-0.36491,?,-3.1754,?,?,?,0.58673,0.41921,-0.28811,-0.47803,1.4901,?,1.9269,1.2097,?,0.11813,-0.05064,-0.047594,2.3269,2.5475,?,?,0.18591,?,-0.22369,0.4753,0.13812,?,?,0.48023999999999994,-0.16374,-0.11229000000000001,2.4111,?,-0.5454100000000001,2.4793,?,2.2579,-0.46486000000000005,-2.1318
-1.0073,?,-0.9138799999999999,-0.97185,-0.74229,?,0.9246700000000001,0.12703,-0.024604,?,?,-0.058819,-0.08129,?,?,-0.52663,-0.15538,-0.47533000000000003,-0.20247,-0.28811,?,?,-0.42513,-0.4775,?,-0.7492300000000001,?,?,-0.29207,?,?,0.75143,0.12254000000000001,-0.22559,?,?,-0.13047,-0.0097461,-0.069641,?,-0.12844,?,0.09661,-0.42933999999999994,-0.59573,?,-0.44328999999999996,?,0.25801999999999997,-0.24622,-0.18459
0.027384,?,0.031049,?,0.3984,?,-0.8872700000000001,-0.41777,?,?,-0.56912,-0.35963,-0.3517,?,?,?,?,?,2.1246,?,1.6183,?,?,0.9651200000000001,?,1.0022,1.6534,-0.051039999999999995,?,-0.44033,1.7265,?,?,2.6549,0.17978,?,?,?,-0.085825,?,-0.15495,-0.16374,-0.11229000000000001,-0.57834,?,?,-0.55678,-0.4899,-0.78459,1.6836,0.27562
-0.29486,0.23606,?,-0.46663000000000004,-0.52832,0.21886999999999998,0.38511999999999996,1.7614,3.9866,-0.64141,-0.066353,0.38976,?,0.10525,2.8747,-1.4503,-0.15819,-1.679,?,-0.28811,-0.3924,-0.7136600000000001,-2.1512,-0.4775,?,-0.92338,?,-0.11823,?,?,?,?,-0.09248200000000001,?,-0.42105,-0.35231999999999997,-0.40052,?,-0.35172,?,-0.40203,0.86159,-0.11229000000000001,0.09623999999999999,0.48399,?,?,-0.4899,-0.21324,?,?
1.7808,0.49368,2.7381,?,1.1747,1.2315,?,-0.28157,-0.58499,?,-0.7770199999999999,-0.35436,-0.38314000000000004,0.75143,?,?,?,0.020298,?,-0.28811,2.1873,0.020912,?,-0.4775,-0.46011,0.022012,-0.16455999999999998,-0.11377000000000001,?,-0.44033,-0.67335,?,?,-0.22559,?,-0.35231999999999997,-0.38251999999999997,?,-0.33205999999999997,-0.26431,-0.39037,?,-0.11229000000000001,-0.17069,-1.9409,3.4576,-0.14277,-0.4899,?,?,-1.0176
-0.94919,-0.22744,2.7381,-0.92063,-1.1009,?,?,?,4.8909,-0.64141,?,3.1921,4.141,-2.6783,5.2741,?,-0.15850999999999998,-2.2087,-2.6897,-0.28811,-0.22285,-0.7136600000000001,-1.5852,-0.4775,-0.44785,-0.9771200000000001,-1.7232,?,-0.22329000000000002,2.9199,1.5371,-2.6783,-0.09248200000000001,?,-0.42105,?,-0.41853,?,-0.37137,-0.26431,?,-0.16374,-0.11229000000000001,-0.57834,0.55824,?,-0.55678,-0.4899,-0.78459,?,0.93219
1.0871,0.36227,2.7381,0.46562,?,2.6317,-1.5766,-0.41777,-0.431,-0.5053300000000001,-0.37055,?,-0.20263,?,-0.043512,0.0345,-0.15812,?,-0.35399,0.51334,0.36966,-0.5300199999999999,-0.5139699999999999,-0.4775,?,?,-0.42986,?,-0.23305,-0.44033,-0.67335,?,-0.09248200000000001,-0.22559,-0.42105,-0.35231999999999997,-0.30839,-0.33655999999999997,-0.26500999999999997,-0.26431,-0.31932,?,-0.11229000000000001,?,-0.20364000000000002,3.4576,0.14502,?,0.4844,2.7093,?
?,0.61754,?,0.13805,0.09631,2.106,-0.90907,4.3492,?,-0.36924,-0.12728,1.3239,1.5866,0.75143,0.8640899999999999,-1.4987,?,-2.1728,-2.3938,-0.28811,-0.40874,-0.8605799999999999,?,-0.4775,-0.46998,?,-1.6754,-0.11823,?,-0.44033,-0.67335,0.75143,-0.09248200000000001,-0.22559,?,-0.35231999999999997,-0.41853,-0.65677,-0.37137,-0.26431,-0.41368999999999995,-0.16374,-0.11229000000000001,?,?,3.4576,0.42633999999999994,-0.4899,0.35006,3.0051,-1.2709
1.6022,0.48181,2.7381,0.7832399999999999,?,2.1845,?,1.0804,-0.51517,-0.36924,-0.51431,0.046729,-0.23496999999999998,0.0058338999999999995,-0.11821,-0.9976299999999999,-0.15838,-1.1126,-0.29917,-0.28811,-0.2391,-0.8605799999999999,-0.7708699999999999,-0.4775,-0.6047600000000001,-0.82747,-0.76332,-0.11823,-0.25745,?,-0.67335,?,-0.09248200000000001,-0.22559,-0.22077,-0.22369,-0.38993,?,?,-0.26431,?,0.6907,-0.11229000000000001,1.8692,0.57545,3.4576,?,?,0.95045,3.2312,-1.9446
-0.32655,0.83152,?,-0.44685,-0.64018,?,?,?,-0.21334,?,-0.47339,-0.36491,-0.31056999999999996,-2.5292,-0.027807,-0.63679,-0.13373,0.58673,1.238,?,1.2489,1.4901,0.6480100000000001,0.9651200000000001,0.20694,0.18967,?,-0.058439,0.34205,-0.44033,3.4949,-2.5292,?,-0.22559,-0.42105,?,?,0.22853,-0.12744,?,?,?,?,-0.57834,0.99018,-0.5454100000000001,-0.55678,-0.4899,?,-0.46486000000000005,?
-0.8849100000000001,?,2.7381,-0.8706299999999999,-1.0523,-0.67001,1.1994,32.27,5.2172,?,-0.22143000000000002,11.588,?,-1.1871,?,-1.3705,-0.15835,-2.2338,?,-0.28811,-0.30635,-0.7136600000000001,-1.6193,?,-0.4631,-0.9819,-1.7303,?,-0.24943,?,?,-1.1871,-0.09248200000000001,?,?,-0.35231999999999997,?,-0.65677,?,?,-0.41368999999999995,-0.16374,?,?,?,3.4576,?,?,-0.78459,-0.46486000000000005,0.93219
?,0.67688,2.7381,-0.26232,-0.33954,5.0932,-1.6885,?,?,-0.36924,0.8112199999999999,-0.21714,0.61488,0.60231,0.9947,-1.4284,-0.15789,?,-1.5489,?,?,-0.8605799999999999,-2.1285,-0.4775,-0.5828399999999999,?,-1.4232,-0.11823,-0.30856,-0.14384,-0.67335,0.60231,-0.09248200000000001,-0.22559,-0.42105,-0.35231999999999997,?,?,?,-0.26431,?,?,-0.11229000000000001,?,0.8220000000000001,?,-0.017837000000000002,-0.4899,?,6.7657,-1.9505
?,-0.035726999999999995,2.7381,-0.86206,-0.7360399999999999,?,?,?,4.5427,-0.64141,-0.07652,0.38976,4.1654,0.05554,?,-1.4172,?,?,-2.6074,-0.28811,-0.38073,-0.7136600000000001,-2.1582,-0.4775,?,-0.92338,-1.7214,?,-0.27203,?,?,0.05554,-0.09248200000000001,-0.22559,-0.42105,?,-0.40158,-0.5965,-0.35286999999999996,?,-0.40309,?,-0.11229000000000001,-0.24819000000000002,0.26397,?,?,-0.4899,-0.40131999999999995,0.49538000000000004,0.25277
1.7808,0.49368,2.7381,1.4195,1.1747,1.2315,?,-0.28157,-0.58499,-0.64141,-0.7770199999999999,-0.35436,?,0.75143,-0.207,2.0155,-0.15958,?,-0.026525999999999997,-0.28811,?,0.020912,?,?,-0.46011,?,-0.16455999999999998,-0.11377000000000001,0.14537,-0.44033,-0.67335,0.75143,?,?,-0.42105,-0.35231999999999997,-0.38251999999999997,-0.52868,-0.33205999999999997,-0.26431,?,1.8869,?,-0.17069,-1.9409,3.4576,-0.14277,-0.4899,?,?,-1.0176
-1.0414,?,2.7381,-1.0090000000000001,?,-0.7195,1.3386,0.80803,1.1,-0.7775,-1.1934,-0.18548,?,-2.8771,5.716,-1.6569,-0.15825999999999998,-1.8097,-2.2645,-0.28811,-0.42113,?,?,?,?,-0.8819,?,?,?,1.5363,2.6739,-2.8771,-0.09248200000000001,-0.22559,-0.42105,-0.35231999999999997,-0.41853,-0.65677,-0.37137,-0.048934,-0.41368999999999995,-0.16374,-0.11229000000000001,-0.57834,?,3.4576,?,-0.4899,?,-0.46486000000000005,0.93219
0.28405,?,?,-0.8516600000000001,0.23795,3.9698,?,-0.41777,-0.076046,?,-0.6096199999999999,-0.33325,-0.098582,0.75143,1.0694,0.19458,?,0.58673,?,1.3148,0.62742,-1.081,-0.5226,-0.4775,?,0.05927,-0.1571,-0.097432,-0.10177,?,-0.67335,?,-0.09248200000000001,-0.22559,?,-0.35231999999999997,?,0.2841,-0.2153,?,?,4.9629,-0.11229000000000001,?,?,3.4576,-0.55678,?,0.34549,1.1393,-0.69611
0.15759,-0.18303,2.7381,-0.79766,?,2.1397,-0.67061,2.8510000000000004,1.8516,-0.5053300000000001,?,?,?,0.5526,1.5043,?,-0.15827,-1.7397,?,-0.28811,?,-1.081,?,-0.4775,?,-0.9335899999999999,-1.6484,?,-0.26013000000000003,-0.44033,-0.42073999999999995,?,?,?,0.17978,0.41943,-0.3857,?,?,-0.26431,-0.39249,?,-0.11229000000000001,0.41663999999999995,0.033593,3.4576,-0.4612,?,0.13227,?,-0.9512299999999999
-0.21702,-0.9832799999999999,2.7381,-0.87702,-0.49921000000000004,?,-0.072214,2.8510000000000004,1.5968,-0.5053300000000001,-0.12030999999999999,0.8014,?,?,?,-1.3197,?,?,-2.2916,-0.28811,-0.37217,-1.081,-2.2784,-0.4775,-0.48951999999999996,-0.9335899999999999,?,?,-0.27214,-0.44033,-0.42073999999999995,?,-0.09248200000000001,-0.22559,?,0.41943,-0.3857,-0.51927,-0.33553,?,?,1.2034,-0.11229000000000001,?,-0.53132,?,-0.49463,?,-0.16176,1.7826,-0.38185
?,-1.6451,2.7381,?,?,0.83839,0.25206999999999996,2.8510000000000004,1.5722,-0.5053300000000001,-0.5831,0.8014,?,0.60231,?,?,-0.15817,?,-2.2858,-0.28811,-0.39555,?,-1.7728,?,-0.4882,?,-1.6003,-0.11823,-0.2779,?,?,0.60231,-0.09248200000000001,-0.22559,?,?,-0.38464,-0.5173800000000001,?,?,-0.39249,1.2034,-0.11229000000000001,?,-1.0065,3.4576,-0.50758,?,-0.29641,?,-0.085832
0.6113,?,2.7381,-0.83434,?,3.139,-1.4781,-0.28157,?,?,?,-0.32269000000000003,-0.12625,?,0.61335,-0.16682,?,?,-0.94996,1.6354,0.017465,-1.081,-0.28015999999999996,-1.1988,-0.61864,0.18967,?,-0.080794,-0.21929,-0.44033,?,0.5029,?,?,?,2.3488,-0.33486,-0.36575,-0.29275999999999996,?,-0.35219,1.2034,-0.11229000000000001,0.38199,?,3.4576,-0.52532,-0.45065,0.66573,?,-1.6714
?,-2.5782,2.7381,-0.98503,-0.69029,0.59125,0.38385,?,?,?,-0.69497,?,?,-0.093579,1.9882,?,?,?,?,?,-0.3152,-1.081,?,?,-0.49503,-0.20154,-1.1523,?,-0.26213000000000003,1.141,?,-0.093579,-0.09248200000000001,-0.22559,-0.22077,?,-0.37828,-0.46558,-0.34247,-0.26431,-0.38294,?,-0.11229000000000001,?,-1.8538,3.4576,-0.55678,-0.4899,-0.31814000000000003,0.51331,?
-0.56429,-1.4313,?,-0.9924299999999999,-0.76145,?,?,-0.14537,0.51459,?,?,-0.32269000000000003,?,0.25437,2.4351,?,?,?,-1.6517,?,?,-1.081,-0.24856999999999999,-0.4775,-0.5058199999999999,-0.39714,-0.98116,-0.11823,-0.27521999999999996,-0.24266999999999997,-0.16812,0.25437,-0.09248200000000001,-0.22559,0.17978,?,-0.38464,-0.55035,?,-0.26431,-0.38718,0.51981,-0.11229000000000001,-0.29606,-0.9169,3.4576,-0.55208,-0.4899,-0.36071,?,-0.4006
?,-2.3652,?,?,-0.7516,?,?,-0.14537,?,-0.5053300000000001,-0.9662700000000001,-0.31214000000000003,0.16633,-0.093579,1.7238,?,-0.15835,0.1147,?,-0.28811,?,-0.5300199999999999,?,-0.83815,-0.50089,-0.13041,?,-0.11823,?,1.141,-0.6102,-0.093579,-0.09248200000000001,0.18591,-0.020493,0.16218,-0.39523,-0.57295,?,-0.26431,-0.39673,?,?,-0.33803,-1.6452,3.4576,-0.55678,?,?,0.48618,?
-0.20911999999999997,-0.044239,2.7381,?,?,3.6024,?,-0.28157,0.058418,-0.5053300000000001,-1.1196,-0.32269000000000003,-0.17232,0.60231,?,-0.76962,-0.1581,0.58673,-0.90115,?,-0.23201999999999998,-1.081,-0.19216,-0.4775,-0.57117,?,-0.51085,-0.11823,?,-0.44033,-0.48389,0.60231,-0.09248200000000001,?,?,-0.35231999999999997,-0.3158,-0.29135,-0.26964,-0.26431,-0.31508,0.51981,-0.11229000000000001,?,0.2306,3.4576,?,-0.4899,?,?,-1.4242
