@relation dataset

@attribute region-centroid-col real
@attribute region-centroid-row real
@attribute short-line-density-5 real
@attribute short-line-density-2 real
@attribute vedge-mean real
@attribute vegde-sd real
@attribute hedge-mean real
@attribute hedge-sd real
@attribute intensity-mean real
@attribute rawred-mean real
@attribute rawblue-mean real
@attribute rawgreen-mean real
@attribute exred-mean real
@attribute exblue-mean real
@attribute exgreen-mean real
@attribute value-mean real
@attribute saturation-mean real
@attribute hue-mean real
@attribute class {0, 1, 2, 3, 4, 5, 6}


@data
14.0,135.0,?,?,?,0.062963,?,?,2.88889,?,6.0,?,?,?,?,?,?,-1.95855,6
142.0,?,?,?,?,?,?,?,43.1852,40.2222,?,37.3333,?,?,-17.5556,?,?,-1.88773,4
?,47.0,?,?,0.444445,0.385188,?,?,?,129.0,146.333,?,-20.2222,31.7778,?,?,0.118399,-2.26255,?
113.0,?,?,?,?,?,0.388889,?,0.740741,?,2.22222,0.0,?,4.44444,?,?,?,?,2
?,?,?,?,0.388889,?,?,0.122222,?,?,?,?,?,?,?,?,?,?,?
14.0,60.0,?,0.0,0.555555,?,1.05556,?,19.3333,?,24.7778,?,?,?,-15.0,?,0.419248,?,?
?,?,?,?,0.0,0.0,?,?,0.0,0.0,?,?,?,0.0,?,?,?,0.0,?
?,97.0,?,0.0,?,?,0.5,?,?,46.0,54.1111,43.3333,?,?,?,?,?,?,1
228.0,?,?,?,1.83333,?,?,?,?,12.8889,?,?,-11.8889,?,?,?,?,-2.12273,?
151.0,187.0,?,?,1.22222,0.740741,2.05556,1.04074,?,?,?,15.8889,-6.88889,-5.88889,?,15.8889,?,?,?
?,?,?,0.0,?,0.418518,5.83333,?,9.88889,?,?,6.66667,?,?,?,?,?,?,6
?,?,?,?,?,?,1.11111,?,?,?,?,?,?,?,18.6667,?,?,?,3
?,?,0.0,0.0,0.833333,?,1.05556,?,1.92593,?,4.44444,1.11111,?,7.55556,-2.44444,?,?,-2.29808,2
45.0,?,?,?,?,?,27.2778,?,?,?,61.1111,?,-24.1111,?,-9.77778,?,?,?,?
?,219.0,?,0.0,?,?,1.72222,0.928957,13.3704,?,12.0,17.2222,-7.44444,?,?,17.2222,0.371914,?,?
44.0,157.0,?,?,0.833334,0.3,?,7.61852,?,?,?,29.4444,?,?,?,29.4444,?,2.6043,?
61.0,92.0,?,0.0,1.27778,1.06284,?,0.620633,17.2593,12.8889,?,?,-13.1111,25.5556,-12.4444,25.7778,0.499695,-2.11184,6
?,179.0,0.111111,?,1.83333,1.53116,2.44444,?,?,?,59.7778,?,-12.8889,31.7778,?,59.7778,0.282687,-1.9704,?
?,?,0.0,?,?,?,?,?,2.22222,?,5.33333,?,-5.66667,9.33333,-3.66667,5.33333,?,-2.22635,2
?,187.0,?,?,3.5,2.16795,?,1.60208,58.0,52.5556,?,50.0,?,?,?,?,0.29965,?,?
42.0,56.0,?,?,?,0.951851,1.33333,1.6,22.7407,21.1111,?,?,?,22.4444,?,30.2222,?,-1.75941,0
?,?,?,?,?,?,0.388889,0.327731,0.962963,?,?,?,-2.88889,?,?,?,?,?,2
?,?,?,?,?,?,1.33333,?,?,?,?,?,-2.55556,?,?,?,0.512566,-1.74926,?
226.0,141.0,0.0,?,0.5,0.433333,?,?,5.40741,?,?,3.0,4.77778,2.44444,-7.22222,?,?,?,0
71.0,?,?,0.0,?,?,?,?,?,7.11111,?,?,?,?,?,7.11111,?,-0.851202,0
?,?,0.0,?,?,0.779364,1.38889,0.742867,?,13.4444,?,?,-11.0,2.66667,8.33333,?,?,?,?
16.0,?,?,0.0,0.722223,?,0.833335,0.722649,?,?,?,117.444,-36.8889,?,-16.5556,?,?,-2.33046,?
124.0,29.0,0.0,?,1.0,0.711108,?,?,128.444,?,?,?,-27.6667,?,?,?,?,-2.27113,5
?,151.0,?,?,0.388889,?,?,4.04237,19.0,15.2222,?,?,-11.3333,?,?,?,?,?,3
?,107.0,0.0,0.0,?,0.699206,0.833333,0.72265,?,?,?,24.7778,?,22.0,-9.0,35.1111,0.332407,?,?
?,?,0.0,?,0.277778,?,?,0.177778,5.55556,7.0,6.66667,?,4.33333,3.33333,-7.66667,7.22222,0.581349,-0.953435,0
104.0,103.0,?,?,?,0.534027,0.666667,0.596285,58.8889,?,72.6667,?,?,?,?,72.6667,?,-2.07113,?
138.0,?,?,?,2.05556,?,?,0.750309,?,53.5556,74.8889,?,-20.3333,?,?,74.8889,?,?,4
33.0,131.0,0.0,0.0,0.444444,?,1.0,?,0.740741,?,?,0.222222,-1.55556,3.11111,-1.55556,?,?,?,?
233.0,?,?,0.0,6.27778,?,?,0.742867,15.1852,?,19.7778,13.1111,-7.55556,?,-6.22222,?,?,?,6
?,20.0,?,0.0,?,?,1.27778,?,127.333,116.778,142.667,?,?,46.0,?,?,?,?,?
?,?,0.0,?,1.44444,?,?,?,?,26.8889,36.4444,?,-9.22222,?,?,36.4444,?,?,4
210.0,?,0.0,0.0,1.33333,0.966091,1.0,?,?,?,?,?,?,?,-10.1111,47.3333,0.178226,?,1
?,118.0,0.0,0.0,?,?,0.333333,0.088889,0.925926,?,2.55556,0.222222,?,?,-2.11111,?,?,?,?
?,?,?,?,?,0.860663,?,?,49.6667,?,?,?,?,?,?,?,?,-2.12354,?
?,154.0,0.0,?,?,?,0.444444,?,?,?,1.88889,?,?,?,-2.11111,?,?,?,?
38.0,200.0,?,?,?,2.12568,?,?,?,?,?,48.6667,?,?,?,?,0.309826,?,?
?,?,?,?,0.333333,?,?,0.516398,0.666667,?,?,?,?,?,-1.33333,?,?,-2.15073,?
?,?,?,0.0,?,0.651852,0.277778,?,?,?,?,0.222222,-1.33333,?,?,?,?,-2.15956,2
?,18.0,?,?,1.0,?,?,?,137.889,131.444,147.889,?,-19.3333,?,?,?,0.111218,-2.27511,?
204.0,?,?,?,2.61111,?,?,3.41673,?,?,?,36.3333,?,?,-14.1111,49.7778,?,-2.0452,4
29.0,?,0.111111,0.0,2.61111,?,2.72222,3.75185,?,20.1111,?,?,?,?,-15.7778,?,?,?,?
?,?,?,?,?,1.63333,?,0.874074,?,?,27.5556,?,-1.44444,?,-16.1111,?,?,?,?
112.0,?,0.111111,0.0,?,?,2.22222,?,?,?,?,?,-12.0,21.3333,?,?,0.38675,-2.17742,?
244.0,?,?,0.0,?,?,2.27778,2.03761,?,?,?,43.1111,?,35.7778,-19.8889,?,0.300853,?,?
101.0,?,0.0,?,2.5,?,?,6.29629,26.4815,?,35.7778,?,?,?,?,35.7778,0.436895,?,?
188.0,73.0,?,?,?,0.928958,?,?,40.1852,?,?,?,?,28.7778,?,?,?,-2.05496,1
?,33.0,0.0,0.0,?,0.611111,0.611109,?,?,?,130.556,?,?,?,-22.6667,130.556,?,?,?
?,?,?,?,0.500001,0.122222,?,?,99.0,?,121.444,?,-42.0,?,-25.3333,121.444,0.300019,?,5
?,217.0,?,?,?,?,?,?,?,?,4.22222,?,?,-6.22222,?,?,?,?,3
?,106.0,0.0,0.0,?,0.418518,?,?,?,0.333333,4.88889,?,-5.55556,8.11111,?,4.88889,?,?,2
138.0,?,0.0,0.0,?,?,?,?,?,113.111,?,?,-32.7778,49.2222,-16.4444,?,?,-2.30341,5
?,?,?,0.0,?,?,0.111111,0.02963,0.518518,0.0,?,?,-1.55556,?,?,1.55556,1.0,-2.0944,2
?,?,0.0,?,1.55556,0.688531,?,0.760116,?,?,?,?,-7.22222,?,?,?,?,?,?
170.0,?,?,0.0,?,?,?,?,?,1.88889,?,?,-6.88889,13.1111,-6.22222,?,?,-2.12759,6
?,?,?,?,?,?,0.555556,?,?,?,?,103.778,?,?,?,?,0.258869,?,5
?,?,0.111111,?,0.722223,?,1.16667,1.04881,123.815,113.444,?,119.889,?,?,-11.7778,138.111,?,?,?
?,?,?,?,?,?,2.77778,?,?,49.1111,?,?,?,38.7778,-21.2222,67.8889,0.296251,?,4
45.0,?,0.0,?,?,?,0.666666,?,?,13.4444,23.7778,13.2222,-10.1111,20.8889,?,?,?,?,1
?,62.0,?,?,?,?,?,?,0.0,?,0.0,?,0.0,0.0,0.0,?,?,?,?
?,45.0,?,?,0.888891,?,?,?,?,110.556,?,118.0,?,51.4444,?,?,?,-2.35936,5
?,193.0,?,?,?,?,?,2.50111,57.8148,51.1111,?,49.7778,?,44.2222,-24.1111,?,?,?,?
?,?,0.111111,?,?,?,?,?,?,20.4444,28.1111,15.7778,?,20.0,?,28.1111,?,?,?
104.0,?,0.0,?,?,?,?,?,6.18518,7.66667,7.33333,?,4.44444,3.44444,?,?,0.550044,?,?
?,?,?,?,3.94444,45.8407,?,39.2889,?,2.33333,?,?,-9.55556,14.7778,?,10.4444,0.872146,?,?
116.0,?,0.0,?,?,0.722649,2.05555,?,60.9259,52.5556,76.4444,?,-25.1111,?,?,76.4444,?,-2.14505,?
?,?,?,0.0,?,?,0.944444,?,?,?,5.55556,?,-4.66667,?,11.3333,11.5556,0.543201,1.98299,?
57.0,?,?,?,2.83333,5.5,1.22222,?,19.4074,15.5556,26.5556,?,?,?,-9.88889,?,0.418712,?,6
?,189.0,?,?,3.77778,?,?,?,?,51.3333,?,?,-21.2222,?,?,72.4444,?,-2.10133,4
?,?,0.0,?,?,?,0.833333,?,?,?,?,?,?,20.7778,?,?,0.415751,-1.70091,?
?,?,?,0.0,1.38889,?,0.777778,?,?,?,?,2.0,-7.44444,?,?,?,0.881217,?,2
?,114.0,?,0.0,?,?,0.5,0.211111,?,11.7778,?,12.4444,-13.0,?,?,?,0.510924,?,?
140.0,?,0.111111,?,?,?,?,0.501848,?,42.3333,56.5556,41.5556,-13.4444,?,?,?,?,-2.03862,?
?,65.0,?,?,?,?,1.55556,?,?,?,?,?,-21.8889,?,-22.8889,72.6667,?,?,?
39.0,111.0,0.0,?,0.722222,?,0.888889,0.429629,6.03704,7.0,?,?,?,4.88889,-7.77778,7.88889,?,?,?
214.0,?,?,?,?,?,3.77778,?,16.5926,?,14.6667,?,-11.1111,?,16.8889,?,0.419597,2.30668,?
?,189.0,?,?,?,?,?,?,?,?,40.3333,?,-11.3333,?,?,40.3333,?,-2.03798,4
58.0,?,?,?,?,1.45555,?,?,?,11.2222,?,?,?,-3.44444,?,19.3333,?,?,?
121.0,107.0,?,0.0,?,0.874075,13.1667,5.5889,?,49.4444,?,?,?,?,-17.6667,?,?,?,?
?,94.0,?,0.0,?,0.077778,?,0.033333,21.4444,?,?,?,?,27.0,-13.3333,30.4444,0.452182,-2.10097,?
?,67.0,?,?,1.0,?,?,?,?,19.5556,?,?,-1.33333,?,-16.3333,?,0.436939,?,?
?,?,?,?,0.0,?,0.0,0.0,?,0.0,?,0.0,0.0,?,?,?,?,?,?
33.0,?,?,?,?,0.611616,1.33333,0.918937,?,?,?,2.0,-4.44444,?,-0.111111,?,?,?,?
28.0,204.0,?,?,2.0,?,?,?,?,49.7778,?,?,?,40.0,?,?,?,-2.03737,4
?,?,?,?,0.666667,?,0.833333,?,?,?,?,18.7778,?,?,?,?,?,?,6
24.0,172.0,?,?,?,0.91287,?,?,42.037,38.0,50.3333,?,?,?,?,?,?,?,?
?,129.0,?,?,0.5,?,0.388889,?,0.518518,?,1.55556,0.0,-1.55556,?,-1.55556,?,?,?,2
?,139.0,0.0,?,?,1.68215,?,1.04881,48.2222,42.5556,?,41.6667,?,36.6667,?,60.4444,?,?,1
68.0,?,?,0.0,?,?,?,?,?,?,?,?,-17.7778,?,?,31.1111,?,-2.06017,2
?,32.0,0.0,?,1.11111,1.04704,?,?,?,?,?,53.3333,?,?,-18.4444,70.8889,?,-2.04242,1
?,?,?,?,?,1.29529,1.38889,0.998146,?,10.3333,10.3333,16.8889,?,?,13.1111,?,?,?,3
?,?,?,?,?,3.7619,?,0.658281,62.4074,?,79.1111,?,?,50.1111,-23.2222,79.1111,?,?,1
?,?,?,?,1.05556,0.374074,?,0.222222,?,?,?,?,-6.77778,12.2222,?,6.88889,0.926146,-2.16432,2
187.0,180.0,0.0,0.0,?,?,?,?,?,54.8889,77.5556,?,?,46.4444,-24.8889,?,?,-2.04418,4
38.0,146.0,0.0,?,?,?,?,0.266667,5.11111,?,6.77778,?,?,?,?,?,?,?,0
?,51.0,?,?,1.16667,1.1,1.5,1.94444,126.333,?,140.222,?,?,?,?,140.222,0.165549,?,5
235.0,22.0,?,?,?,?,?,0.488884,?,?,147.889,?,?,30.7778,?,147.889,?,-2.1462,?
205.0,?,0.0,0.0,1.27778,?,1.61111,?,49.4815,?,60.6667,43.0,-14.1111,?,?,60.6667,?,-1.9876,4
?,?,0.0,?,?,4.32435,6.05556,4.32777,58.5926,?,72.6667,50.8889,-19.1111,?,?,?,?,?,4
?,89.0,0.0,0.0,?,1.76296,?,?,18.963,18.7778,23.8889,14.2222,?,?,-14.2222,?,?,-1.54421,?
151.0,?,?,?,2.05556,?,?,?,?,34.5556,48.0,37.4444,-16.3333,?,?,?,0.263846,?,?
?,159.0,?,?,?,7.54074,?,152.7,?,?,?,?,-15.8889,?,?,?,?,-2.31687,?
?,104.0,?,?,1.55556,0.962963,3.05556,?,20.1852,?,?,?,?,14.1111,?,?,0.380367,-1.55538,0
?,?,?,0.0,3.72222,0.729634,?,?,?,?,49.6667,36.3333,?,?,?,?,0.298056,?,?
?,140.0,0.0,0.0,?,0.278887,0.611111,?,0.407407,?,0.777778,0.222222,?,1.11111,-0.555556,0.777778,?,-2.0944,?
?,?,?,0.0,2.72222,?,?,?,?,?,?,?,-7.77778,?,?,?,0.432389,?,?
191.0,?,?,?,?,0.177778,2.44444,1.14074,14.2963,?,14.1111,?,?,-0.555556,?,17.5556,0.318129,?,?
187.0,?,?,?,?,0.250924,?,0.278887,?,4.77778,13.0,?,-8.22222,?,?,?,?,-2.09729,6
198.0,?,0.0,?,?,1.18165,3.38889,1.59745,?,48.8889,66.5556,46.6667,?,37.5556,?,?,0.298622,?,4
136.0,92.0,0.0,?,8.05555,?,?,0.177777,?,11.6667,?,11.8889,?,21.7778,-10.5556,22.6667,?,?,?
?,189.0,?,0.0,1.38889,?,?,?,?,?,?,?,?,17.2222,-9.77778,?,?,?,4
122.0,?,?,0.0,?,?,?,5.05185,143.444,?,150.889,?,?,22.3333,-2.66667,?,?,-2.52165,?
?,169.0,?,0.0,?,?,?,?,?,?,9.77778,?,?,?,15.5556,18.0,0.463569,?,3
?,?,?,?,?,?,?,?,?,6.66667,12.0,?,-5.11111,?,?,?,?,?,?
201.0,92.0,0.0,0.0,?,?,0.77778,0.296297,90.3333,74.8889,?,80.6667,?,?,-29.0,?,0.35122,-2.2428,5
?,?,?,?,?,0.062963,?,?,?,?,?,?,-4.22222,?,?,?,0.877513,-2.0944,6
174.0,50.0,?,?,?,?,0.944445,?,?,?,125.778,101.889,?,?,?,?,0.247337,?,5
70.0,?,?,0.0,?,?,?,?,?,21.8889,29.6667,16.7778,?,?,?,29.6667,0.43357,-1.66796,?
?,?,?,0.0,0.888889,?,?,?,?,12.8889,13.7778,17.1111,-5.11111,?,?,17.1111,?,2.30573,?
?,?,0.111111,0.0,1.38889,?,2.22222,?,14.2222,11.1111,?,?,?,-3.33333,12.6667,?,0.389695,2.39543,?
?,?,0.0,?,3.5,?,8.33333,?,?,?,47.7778,?,?,?,?,?,?,?,1
121.0,62.0,0.0,0.0,?,?,?,?,?,?,?,?,-27.2222,?,?,?,0.161658,-2.31596,?
234.0,?,0.0,?,1.16667,?,?,0.533334,?,77.3333,?,?,-47.4444,76.8889,-29.4444,118.778,?,-2.24632,?
21.0,123.0,?,?,0.888888,0.385186,?,?,?,15.6667,?,?,?,21.1111,?,26.3333,0.408913,?,?
?,?,?,?,1.22222,?,?,?,128.481,?,142.778,123.667,-28.4444,?,-14.4444,?,?,?,5
?,136.0,0.0,?,?,?,2.11111,2.39134,?,?,?,?,?,?,-9.55556,?,0.695755,-2.26899,?
?,?,0.0,?,0.777777,?,1.77778,?,127.444,?,?,?,?,?,-11.3333,?,?,?,?
?,?,?,?,?,2.28519,?,?,?,?,?,?,?,?,?,?,0.263846,-2.51749,4
?,?,?,?,?,?,?,0.374074,?,?,?,?,-13.4444,?,?,?,?,?,6
252.0,?,?,?,?,?,0.999997,?,?,?,145.556,?,?,27.7778,?,145.556,?,?,?
170.0,?,0.0,?,0.722222,0.389681,0.833333,0.459468,?,?,?,?,?,?,?,29.3333,?,?,?
?,?,?,?,?,?,?,4.11366,?,21.1111,22.4444,?,-14.3333,?,?,34.1111,?,?,3
?,?,0.0,?,0.555555,0.251852,?,?,?,112.222,?,116.778,?,47.2222,?,138.111,?,-2.2786,?
?,163.0,0.0,?,?,?,18.8889,?,?,?,47.5556,36.5556,-16.5556,?,-8.22222,?,?,?,?
223.0,?,?,0.0,?,?,0.777778,0.162963,?,6.0,?,?,?,?,?,?,?,?,6
?,?,0.0,?,?,0.45542,?,?,?,?,?,121.889,?,48.7778,?,143.111,0.192456,?,?
?,?,0.0,0.0,0.222222,?,?,0.044444,?,?,?,?,?,3.11111,?,1.55556,?,-2.0944,?
173.0,?,0.0,?,0.0,?,?,?,?,?,?,0.0,0.0,?,?,?,?,0.0,6
?,132.0,?,?,0.5,0.122222,?,?,?,?,?,3.55556,?,?,?,7.55556,?,?,0
?,96.0,0.222222,0.0,?,?,?,0.879816,55.1481,?,?,?,?,17.5556,-14.4444,?,0.174579,-1.72047,?
?,?,?,0.0,3.38889,?,?,4.13477,?,47.3333,65.0,?,?,?,?,?,0.272721,?,?
?,?,?,?,?,0.278887,?,?,?,?,?,?,-4.33333,11.3333,?,?,?,-1.93491,?
?,?,?,0.0,?,?,?,1.81111,?,?,10.7778,16.1111,?,-3.88889,?,16.1111,?,2.31952,?
79.0,104.0,?,?,?,0.374074,?,1.01111,65.2963,?,?,?,?,?,-21.5556,78.0,?,-2.00783,1
?,197.0,?,0.0,?,?,?,2.74604,?,?,?,?,-9.22222,?,16.4444,17.4444,?,?,3
?,?,0.0,?,0.388889,0.250924,0.555556,0.45542,?,4.66667,11.2222,?,-5.77778,?,-8.11111,?,0.651153,?,6
?,?,?,?,0.611111,?,?,?,1.37037,0.0,?,0.222222,?,?,?,3.88889,1.0,?,?
25.0,?,?,0.0,?,?,4.77778,3.0963,?,17.0,?,?,?,11.4444,?,?,0.447187,-1.16284,0
170.0,?,0.0,?,2.16667,1.83485,2.72222,1.92546,?,?,?,?,?,?,-13.4444,?,0.313427,-2.02427,1
140.0,?,0.0,0.0,0.277778,0.327731,0.777778,?,?,12.4444,?,?,?,?,?,20.4444,0.390957,?,?
59.0,?,?,0.111111,?,?,?,?,?,?,?,?,?,19.0,-4.33333,?,0.652043,-2.41807,2
?,?,?,?,?,3.62963,2.77778,?,?,7.55556,?,15.8889,?,-7.22222,16.1111,15.8889,0.533307,?,?
97.0,?,?,?,0.777778,?,2.38889,?,?,?,?,?,?,-7.22222,16.7778,?,0.316041,2.17984,3
?,95.0,?,0.0,?,1.00741,?,0.551851,?,21.3333,26.6667,?,?,?,-15.5556,26.6667,?,?,?
59.0,?,?,?,?,0.82963,1.0,?,2.03704,0.111111,5.55556,?,-5.77778,?,?,?,0.986111,?,?
?,90.0,?,?,1.27778,?,?,?,?,?,?,?,?,?,?,?,?,?,2
140.0,?,?,0.0,1.05555,?,?,?,110.296,?,?,?,?,59.7778,-21.8889,?,0.249895,?,?
?,249.0,?,?,?,?,2.88889,?,8.55556,8.0,?,?,-1.66667,-3.0,4.66667,?,0.309022,1.91742,?
?,?,?,0.0,?,?,1.05556,?,?,52.2222,73.3333,?,?,42.5556,-21.7778,?,0.293681,?,1
?,104.0,?,0.0,2.22222,3.62963,1.5,?,?,19.2222,?,?,?,13.5556,-15.1111,?,?,-1.44664,0
36.0,145.0,0.0,?,?,0.196296,?,2.06296,0.851852,0.333333,?,?,?,?,?,?,?,-2.53095,2
?,?,?,0.0,0.0,0.0,0.0,?,0.0,?,0.0,0.0,?,?,0.0,0.0,?,?,?
?,58.0,?,?,?,0.344266,?,0.583728,110.37,?,?,?,?,?,?,128.111,?,?,5
230.0,?,0.111111,0.0,1.11111,?,1.94444,?,?,?,?,?,-12.5556,-2.22222,?,18.7778,?,2.48792,3
?,?,?,?,?,1.54074,?,0.255556,?,?,?,?,-8.11111,?,?,?,?,?,?
162.0,?,?,?,?,?,?,7.07316,42.5926,?,?,?,-4.77778,?,?,?,?,-1.83808,1
?,?,?,0.0,?,?,?,1.18634,?,?,?,?,?,36.2222,?,57.1111,?,-2.0943,1
?,?,0.0,0.111111,11.6667,125.867,?,?,8.7037,?,?,6.33333,?,?,?,13.8889,?,?,?
173.0,158.0,?,?,1.88889,3.67407,?,?,8.37037,7.11111,?,6.22222,?,?,?,?,0.472975,-1.90465,1
?,?,0.0,?,?,7.3799,?,?,?,7.11111,?,?,?,16.7778,?,?,?,?,6
?,113.0,?,?,0.5,?,0.777778,?,5.59259,?,?,?,4.55556,?,-7.77778,7.11111,0.579365,?,0
141.0,?,?,?,?,?,?,?,?,?,54.0,?,-12.7778,?,?,54.0,0.268186,?,1
?,?,0.0,?,?,?,9.11111,7.71338,60.8148,54.3333,?,?,-19.4444,42.2222,?,?,?,?,4
?,?,0.111111,0.0,?,?,0.944444,?,127.037,?,?,?,?,?,?,141.778,0.174634,?,5
