@relation dataset

@attribute region-centroid-col real
@attribute region-centroid-row real
@attribute short-line-density-5 real
@attribute short-line-density-2 real
@attribute vedge-mean real
@attribute vegde-sd real
@attribute hedge-mean real
@attribute hedge-sd real
@attribute intensity-mean real
@attribute rawred-mean real
@attribute rawblue-mean real
@attribute rawgreen-mean real
@attribute exred-mean real
@attribute exblue-mean real
@attribute exgreen-mean real
@attribute value-mean real
@attribute saturation-mean real
@attribute hue-mean real
@attribute class {brickface, cement, foliage, grass, path, sky, window}


@data
37.0,?,?,?,?,?,0.555556,?,109.074,95.1111,?,103.778,?,57.7778,?,?,?,?,sky
92.0,44.0,0.111111,?,?,?,1.16667,1.04881,?,113.444,?,119.889,?,?,?,?,0.178428,-2.36728,?
?,?,?,?,2.33333,?,?,?,?,?,67.8889,?,-17.5556,?,?,?,0.296251,?,path
?,149.0,?,0.0,?,3.32222,?,0.266666,16.8148,?,?,13.2222,-10.1111,20.8889,?,23.7778,?,?,cement
?,?,?,?,?,?,?,?,?,?,?,?,0.0,0.0,?,?,0.0,?,?
?,45.0,0.0,?,?,?,1.11111,0.455419,?,?,?,?,-36.8889,51.4444,?,140.0,?,?,?
114.0,?,0.0,?,?,2.46532,4.5,2.50111,57.8148,51.1111,?,?,?,?,?,72.5556,?,?,?
?,85.0,0.111111,?,3.11111,8.20741,?,?,?,20.4444,28.1111,15.7778,?,20.0,?,?,0.437404,-1.65988,brickface
104.0,124.0,?,0.0,0.611111,?,?,?,?,?,7.33333,3.55556,?,?,-7.88889,?,?,-0.95784,?
75.0,?,?,?,?,45.8407,?,?,?,2.33333,10.4444,3.77778,?,?,?,10.4444,?,-2.27297,?
116.0,?,?,0.0,2.83333,?,2.05555,?,60.9259,?,?,?,?,46.5556,-21.4444,?,?,-2.14505,?
?,201.0,?,0.0,?,?,?,?,7.77778,?,?,?,?,?,?,11.5556,0.543201,?,grass
?,118.0,?,0.0,2.83333,5.5,1.22222,?,?,15.5556,?,?,-11.5556,?,?,?,?,-2.14718,window
167.0,?,0.0,0.0,3.77778,?,?,?,58.4074,?,?,?,-21.2222,?,?,72.4444,?,?,?
?,?,?,?,?,?,?,?,?,?,30.6667,?,?,20.7778,-17.5556,30.6667,?,?,brickface
?,81.0,?,?,1.38889,0.418518,?,?,?,?,7.44444,?,?,?,?,?,?,-2.24813,?
?,114.0,?,?,?,0.074074,?,?,?,?,?,?,-13.0,?,?,?,0.510924,?,?
140.0,116.0,?,0.0,1.77778,?,0.555555,?,?,?,?,?,?,?,?,56.5556,0.264563,-2.03862,?
?,65.0,?,0.0,?,?,?,?,57.7407,50.4444,72.6667,50.1111,?,44.7778,-22.8889,?,?,-2.07765,?
39.0,?,?,0.0,?,0.374074,?,0.429629,6.03704,7.0,7.66667,3.44444,2.88889,?,?,?,0.562919,?,brickface
214.0,?,?,0.0,?,0.255556,?,?,16.5926,?,14.6667,22.2222,-11.1111,?,16.8889,22.2222,0.419597,2.30668,grass
?,?,?,?,1.5,0.922221,?,?,32.1111,28.3333,40.3333,?,?,?,-13.3333,40.3333,?,?,?
?,?,0.0,?,?,?,?,0.829629,14.7037,11.2222,?,19.3333,?,-3.44444,13.8889,?,?,?,?
?,107.0,0.0,0.0,1.55556,0.874075,13.1667,5.5889,?,?,?,?,?,?,-17.6667,?,0.252669,-2.00361,cement
123.0,94.0,?,?,0.500001,?,?,?,?,?,?,?,-13.6667,27.0,?,?,?,-2.10097,?
?,67.0,0.111111,?,?,?,?,3.18518,20.0,19.5556,25.8889,14.5556,?,?,-16.3333,?,?,?,?
130.0,?,?,?,?,?,?,?,?,0.0,0.0,0.0,0.0,?,?,?,0.0,0.0,?
?,?,?,0.0,0.611111,?,?,0.918937,?,0.555556,?,2.0,?,4.55556,-0.111111,?,?,-2.5489,foliage
?,204.0,0.0,?,?,1.76383,?,2.08344,?,?,?,?,?,?,?,?,?,?,?
?,?,0.0,0.0,?,?,?,?,?,?,?,18.7778,-18.5556,?,-14.2222,?,?,?,window
24.0,172.0,?,?,?,0.91287,?,5.45554,42.037,38.0,?,37.7778,?,?,?,50.3333,?,-2.14372,?
?,129.0,?,?,0.5,?,?,?,?,0.0,1.55556,?,-1.55556,?,-1.55556,?,?,-2.0944,foliage
?,?,?,?,?,1.68215,?,?,?,?,60.4444,41.6667,-17.0,?,-19.6667,?,?,?,cement
?,?,?,?,?,2.02941,?,?,20.1481,?,?,15.1111,?,?,?,31.1111,0.54583,-2.06017,?
?,?,?,0.0,?,1.04704,0.833334,?,59.4815,?,?,53.3333,?,?,?,?,0.249001,?,cement
55.0,?,0.111111,?,1.83333,?,1.38889,?,?,?,?,16.8889,?,-6.55556,13.1111,?,?,2.09922,?
79.0,?,?,0.0,?,?,?,?,62.4074,?,?,?,?,?,-23.2222,?,?,?,?
?,?,?,?,?,?,?,?,?,?,6.88889,1.0,?,12.2222,?,?,?,?,?
187.0,180.0,?,0.0,4.05556,2.98453,3.33333,?,62.0741,54.8889,77.5556,?,?,46.4444,?,?,?,-2.04418,path
?,?,?,?,?,0.122222,0.666667,0.266667,?,?,6.77778,?,?,?,-6.66667,?,0.571429,?,?
147.0,51.0,0.111111,?,1.16667,?,1.5,?,?,?,?,?,?,?,?,?,0.165549,?,?
?,22.0,0.0,?,1.16667,0.388882,1.0,?,?,?,147.889,?,-16.5556,30.7778,?,?,?,?,sky
?,190.0,0.0,?,1.27778,?,?,?,?,44.7778,60.6667,?,-14.1111,33.5556,-19.4444,60.6667,0.290788,-1.9876,?
85.0,200.0,?,?,?,4.32435,6.05556,?,58.5926,52.2222,?,50.8889,?,42.2222,?,72.6667,?,-2.02885,?
2.0,89.0,0.0,0.0,?,1.76296,?,?,?,?,?,14.2222,-0.555556,14.7778,?,?,0.402507,?,?
151.0,?,0.0,?,2.05556,?,18.1667,?,?,34.5556,?,?,?,24.0,-7.66667,48.1111,?,?,?
?,159.0,?,0.0,?,7.54074,14.8333,152.7,36.6296,31.3333,?,?,-15.8889,28.7778,?,46.2222,?,?,?
?,104.0,?,0.0,1.55556,?,?,5.04074,20.1852,?,?,?,0.111111,?,?,?,0.380367,?,brickface
214.0,?,?,?,3.72222,0.729634,?,?,40.4444,35.3333,49.6667,36.3333,-15.3333,27.6667,?,?,?,-2.19894,?
?,140.0,0.0,?,?,?,0.611111,0.742867,?,?,?,0.222222,-0.555556,1.11111,?,?,?,?,window
?,207.0,0.222222,?,?,?,?,0.272165,12.1481,9.55556,10.3333,?,-7.77778,?,?,16.5556,0.432389,2.21726,grass
191.0,165.0,?,0.0,0.333333,?,?,1.14074,?,12.0,?,?,?,?,?,?,0.318129,2.59354,?
?,?,0.0,?,?,?,0.5,?,?,?,13.0,4.77778,?,16.4444,?,13.0,?,?,?
?,183.0,0.0,0.0,?,?,3.38889,1.59745,?,48.8889,?,?,?,?,?,?,?,-1.97496,path
?,?,?,?,?,?,?,?,15.4074,11.6667,?,?,?,?,?,22.6667,?,?,window
?,189.0,0.0,0.0,1.38889,0.462963,?,?,23.5926,21.1111,29.3333,20.3333,-7.44444,?,?,29.3333,?,?,path
122.0,?,0.0,?,1.0,?,2.88889,5.05185,?,?,150.889,?,-19.6667,22.3333,-2.66667,150.889,0.092773,?,sky
?,169.0,0.0,?,?,?,1.61111,0.879815,12.8148,?,?,?,-6.44444,?,?,?,0.463569,1.99318,?
?,162.0,?,?,?,2.06296,?,0.133333,?,6.66667,?,?,?,10.8889,-5.77778,?,0.484805,?,?
?,?,?,?,?,?,0.77778,0.296297,90.3333,74.8889,115.444,?,-46.3333,?,-29.0,?,0.35122,-2.2428,?
?,?,?,0.0,?,?,?,?,?,?,4.88889,0.666667,-4.22222,?,?,4.88889,0.877513,-2.0944,window
174.0,50.0,?,?,1.0,0.760115,?,0.952579,?,?,?,?,-38.3333,55.0,?,?,0.247337,?,?
?,71.0,?,0.0,?,1.80741,?,?,22.7778,?,29.6667,16.7778,?,?,?,?,?,?,brickface
?,?,0.111111,?,?,0.518518,2.05556,?,?,12.8889,?,17.1111,?,?,7.55556,?,0.248449,?,?
116.0,?,?,0.0,1.38889,0.551851,2.22222,3.94074,?,?,13.1111,?,-9.33333,?,?,?,?,?,?
?,120.0,?,0.0,?,4.07778,8.33333,53.9556,39.3333,?,47.7778,?,?,25.3333,?,?,?,?,?
?,62.0,?,?,0.555556,?,?,?,125.407,?,138.778,121.111,-27.2222,?,-12.8889,138.778,0.161658,?,?
?,?,?,?,1.16667,0.388888,1.0,0.533334,?,77.3333,?,?,?,?,?,118.778,?,?,sky
?,123.0,?,0.0,0.888888,?,1.0,0.355555,?,?,?,15.8889,?,?,-10.2222,?,?,?,?
?,29.0,0.0,0.0,?,?,1.38889,1.57408,?,?,?,123.667,-28.4444,?,-14.4444,?,?,-2.29776,sky
?,?,?,0.0,3.88889,?,?,2.39134,12.1852,6.66667,20.8889,9.0,?,?,-9.55556,?,?,-2.26899,?
?,12.0,0.0,0.0,?,0.518519,?,0.785183,?,115.556,?,?,?,?,?,?,?,-2.40292,?
?,163.0,?,?,?,?,?,41.9889,?,34.5556,?,37.4444,?,?,-7.66667,?,0.263846,?,path
?,87.0,?,?,0.722222,0.240741,0.611111,?,11.1481,?,19.5556,?,?,?,?,19.5556,?,?,?
?,?,0.0,?,?,0.596293,0.999997,0.577774,?,130.333,?,133.0,-17.8889,27.7778,-9.88889,145.556,?,-2.26413,sky
?,88.0,?,?,0.722222,?,0.833333,?,22.3333,?,29.3333,19.4444,-12.3333,?,-8.66667,?,0.378615,?,window
?,246.0,0.0,?,3.16667,2.09497,?,4.11366,?,?,22.4444,34.1111,-14.3333,-10.3333,24.6667,?,?,?,?
212.0,?,?,0.0,?,0.251852,?,?,122.37,112.222,?,?,?,47.2222,-16.7778,?,0.187362,?,sky
?,?,0.0,0.0,1.44444,?,18.8889,?,?,?,?,36.5556,?,24.7778,?,?,?,?,?
223.0,?,0.111111,0.0,?,1.80741,?,0.162963,9.85185,?,16.5556,?,?,20.1111,?,?,?,?,?
?,31.0,?,?,0.555556,?,0.888889,?,?,115.556,?,121.889,-33.8889,?,?,143.111,?,?,sky
75.0,131.0,?,?,?,?,?,0.044444,?,0.0,?,?,?,?,-1.55556,?,1.0,-2.0944,foliage
?,93.0,?,?,?,0.0,?,?,0.0,?,?,?,?,0.0,0.0,?,0.0,?,window
?,?,0.0,?,0.5,?,?,0.32963,?,7.44444,?,3.55556,5.11111,?,?,7.55556,0.529982,?,brickface
?,?,?,?,2.22222,?,0.944444,?,55.1481,54.1111,?,?,?,17.5556,-14.4444,?,?,-1.72047,?
?,?,?,?,3.38889,?,?,4.13477,53.4444,?,?,?,?,34.6667,?,65.0,?,-2.1642,path
?,?,0.0,?,0.5,0.278887,0.555555,0.172133,6.0,?,?,?,-4.33333,?,?,?,0.620651,-1.93491,window
?,?,0.0,0.0,?,0.340741,?,1.81111,12.0741,9.33333,10.7778,16.1111,?,?,?,16.1111,0.428864,?,grass
79.0,104.0,?,0.0,?,?,1.5,1.01111,65.2963,?,78.0,?,?,38.1111,-21.5556,?,?,-2.00783,?
?,197.0,0.0,?,3.05556,3.2552,4.55556,?,11.963,8.88889,9.55556,17.4444,?,?,16.4444,17.4444,?,2.16426,?
?,?,?,?,?,?,0.555556,0.45542,?,?,11.2222,3.88889,?,13.8889,-8.11111,11.2222,?,-1.98747,window
?,125.0,0.0,0.0,?,0.374074,?,?,?,?,?,0.222222,?,?,?,3.88889,?,?,foliage
?,?,?,?,0.944445,0.151852,?,?,?,17.0,20.0,?,?,?,-13.8889,?,?,?,?
?,121.0,?,0.0,2.16667,?,?,?,?,28.6667,?,27.8889,?,?,?,40.5556,?,-2.02427,?
140.0,?,?,?,0.277778,0.327731,?,0.620633,?,?,14.3333,?,?,-4.22222,?,?,0.390957,?,grass
59.0,87.0,0.0,?,?,84.8778,13.2222,?,17.1111,12.2222,?,?,-14.6667,?,-4.33333,?,?,?,?
?,?,?,?,2.44444,?,2.77778,?,10.5185,7.55556,8.11111,?,-8.88889,?,?,15.8889,?,?,grass
?,176.0,0.0,?,?,?,?,1.30668,?,?,?,?,-9.55556,?,?,?,0.316041,2.17984,grass
80.0,95.0,0.0,?,?,?,0.944444,?,21.4074,21.3333,?,?,-0.222222,?,-15.5556,?,?,?,?
?,99.0,?,?,0.777778,?,?,0.355556,?,0.111111,5.55556,?,-5.77778,10.5556,?,5.55556,?,-2.14974,?
7.0,90.0,0.0,0.0,1.27778,0.854184,?,?,?,?,?,?,-6.33333,?,3.0,?,?,-3.04418,?
140.0,19.0,?,?,?,0.551851,?,1.98518,?,?,130.222,?,?,?,?,?,?,-2.26433,sky
209.0,249.0,0.0,?,?,?,2.88889,?,?,?,?,10.1111,-1.66667,-3.0,?,?,?,1.91742,?
?,?,0.0,?,0.611111,0.250924,?,?,?,52.2222,?,?,-20.7778,?,-21.7778,73.3333,?,-2.07846,?
98.0,104.0,0.0,?,?,?,?,1.32222,?,?,?,?,?,?,?,23.2222,0.410009,-1.44664,?
?,145.0,?,?,?,?,1.27778,2.06296,?,0.333333,1.44444,?,-1.55556,?,?,?,?,?,?
?,?,?,?,0.0,0.0,0.0,0.0,?,?,0.0,?,0.0,?,?,?,?,?,foliage
?,58.0,?,?,0.777777,0.344266,?,0.583728,?,97.6667,128.111,?,-38.1111,53.2222,?,?,?,?,?
?,180.0,?,?,1.11111,?,?,1.26296,?,9.66667,?,?,-12.5556,?,?,?,0.486883,?,?
?,?,?,0.0,?,?,?,?,?,?,?,?,?,?,-6.11111,?,0.944811,?,foliage
162.0,?,?,0.0,?,0.95258,?,?,42.5926,41.0,?,?,-4.77778,15.5556,?,47.7778,?,-1.83808,cement
?,?,?,?,1.11111,0.779363,?,?,?,?,?,?,?,36.2222,-18.1111,?,?,-2.0943,?
208.0,?,?,0.111111,?,125.867,?,?,?,?,13.8889,6.33333,?,15.5556,?,?,?,?,?
173.0,158.0,?,0.0,1.88889,?,?,0.477778,8.37037,?,?,?,-3.77778,?,?,11.7778,0.472975,?,?
?,?,?,?,?,?,?,?,?,7.11111,?,?,-8.55556,?,-8.22222,15.5556,?,-2.0967,?
?,?,?,?,0.5,?,0.777778,?,?,?,?,3.0,4.55556,3.22222,-7.77778,7.11111,?,-0.942558,?
141.0,?,?,?,?,4.4493,?,?,?,?,?,39.4444,-12.7778,28.2222,-15.4444,?,0.268186,?,?
