@relation dataset

@attribute make {alfa-romero, audi, bmw, chevrolet, dodge, honda, isuzu, jaguar, mazda, mercedes-benz, mercury, mitsubishi, nissan, peugot, plymouth, porsche, saab, subaru, toyota, volkswagen, volvo}
@attribute fuel-type {diesel, gas}
@attribute aspiration {std, turbo}
@attribute num-of-doors {four, two}
@attribute body-style {convertible, hardtop, hatchback, sedan, wagon}
@attribute drive-wheels {4wd, fwd, rwd}
@attribute engine-location {front, rear}
@attribute wheel-base real
@attribute length real
@attribute width real
@attribute height real
@attribute curb-weight real
@attribute engine-type {dohc, l, ohc, ohcf, ohcv}
@attribute num-of-cylinders {eight, five, four, six, three, twelve}
@attribute engine-size real
@attribute fuel-system {1bbl, 2bbl, idi, mfi, mpfi, spdi, spfi}
@attribute bore real
@attribute stroke real
@attribute compression-ratio real
@attribute horsepower real
@attribute peak-rpm real
@attribute city-mpg real
@attribute highway-mpg real
@attribute price real
@attribute symboling {-2, -1, 0, 1, 2, 3}


@data
bmw,gas,std,?,sedan,rwd,front,103.5,189.0,66.9,55.7,?,ohc,six,164.0,mpfi,3.31,?,9.0,121.0,4250.0,?,25.0,?,?
?,gas,std,four,sedan,rwd,front,103.5,189.0,?,?,3230.0,ohc,?,?,?,3.62,3.39,8.0,?,?,?,22.0,30760.0,0
?,gas,std,?,sedan,rwd,front,103.5,?,?,53.7,3380.0,ohc,six,209.0,mpfi,3.62,?,8.0,182.0,5400.0,16.0,22.0,41315.0,0
?,gas,std,four,sedan,rwd,front,?,197.0,70.9,?,3505.0,ohc,six,209.0,mpfi,3.62,3.39,8.0,182.0,?,15.0,20.0,36880.0,?
chevrolet,gas,std,two,hatchback,fwd,front,88.4,141.1,60.3,?,1488.0,l,three,?,2bbl,2.91,?,9.5,48.0,5100.0,47.0,53.0,?,2
chevrolet,gas,?,two,hatchback,fwd,front,94.5,155.9,63.6,52.0,1874.0,ohc,four,?,2bbl,?,3.11,9.6,70.0,?,38.0,?,6295.0,1
?,gas,std,four,?,fwd,front,94.5,158.8,?,52.0,1909.0,ohc,?,90.0,2bbl,3.03,?,9.6,70.0,5400.0,38.0,43.0,6575.0,0
dodge,gas,std,two,?,fwd,front,?,157.3,63.8,?,1876.0,ohc,four,90.0,2bbl,2.97,3.23,9.41,68.0,5500.0,37.0,41.0,?,1
dodge,gas,std,two,hatchback,?,front,93.7,157.3,63.8,50.8,1876.0,?,four,90.0,?,2.97,3.23,9.4,?,5500.0,31.0,38.0,6377.0,1
?,gas,turbo,two,hatchback,?,?,93.7,157.3,63.8,50.8,?,?,four,?,mpfi,3.03,?,7.6,?,?,24.0,30.0,?,1
?,gas,std,four,hatchback,fwd,?,93.7,157.3,63.8,50.6,1967.0,ohc,four,90.0,2bbl,2.97,3.23,9.4,68.0,5500.0,?,38.0,6229.0,1
dodge,gas,std,four,sedan,fwd,?,?,?,63.8,50.6,?,ohc,four,?,2bbl,2.97,3.23,9.4,?,5500.0,?,38.0,6692.0,1
?,?,std,?,sedan,fwd,front,93.7,157.3,?,50.6,1989.0,ohc,?,90.0,?,?,?,9.4,?,5500.0,31.0,?,?,1
dodge,gas,std,?,?,fwd,front,103.3,174.6,64.6,59.8,2535.0,ohc,four,122.0,?,3.34,3.46,?,?,5000.0,24.0,30.0,8921.0,?
dodge,gas,turbo,two,hatchback,fwd,?,95.9,173.2,66.3,50.2,?,ohc,four,156.0,mfi,3.6,?,7.0,145.0,5000.0,19.0,24.0,12964.0,3
?,?,?,two,hatchback,fwd,?,86.6,?,63.9,50.8,1713.0,ohc,four,92.0,?,?,?,9.6,58.0,?,?,54.0,6479.0,2
honda,gas,std,two,hatchback,fwd,front,86.6,?,63.9,?,1819.0,ohc,four,92.0,?,?,3.41,?,76.0,6000.0,?,38.0,6855.0,2
honda,gas,std,two,hatchback,fwd,front,93.7,150.0,?,52.6,1837.0,ohc,four,79.0,1bbl,2.91,?,?,60.0,5500.0,38.0,42.0,5399.0,1
honda,?,std,?,hatchback,?,front,93.7,?,64.0,?,1940.0,ohc,four,92.0,?,2.91,?,9.2,76.0,6000.0,30.0,34.0,?,?
honda,gas,?,two,hatchback,fwd,front,93.7,150.0,?,52.6,1956.0,?,four,92.0,1bbl,?,3.41,9.2,76.0,6000.0,?,34.0,?,1
honda,?,std,four,sedan,fwd,front,?,?,64.0,54.5,?,ohc,four,92.0,1bbl,2.91,3.41,9.2,76.0,6000.0,?,34.0,?,0
honda,gas,?,?,wagon,fwd,front,96.5,157.1,63.9,58.3,2024.0,?,?,92.0,1bbl,?,?,9.2,76.0,6000.0,30.0,34.0,7295.0,0
?,gas,std,two,hatchback,fwd,?,96.5,167.5,65.2,?,?,ohc,four,110.0,1bbl,3.15,3.58,9.0,86.0,?,27.0,33.0,7895.0,?
?,?,?,two,hatchback,fwd,front,96.5,167.5,?,53.3,2289.0,?,four,?,1bbl,?,3.58,?,86.0,?,?,33.0,9095.0,0
honda,gas,std,?,sedan,fwd,front,?,?,?,?,?,?,four,?,1bbl,?,3.58,9.0,86.0,?,27.0,33.0,8845.0,?
honda,gas,?,four,sedan,?,front,?,?,62.5,54.1,?,?,four,110.0,1bbl,3.15,3.58,9.0,86.0,5800.0,27.0,?,10295.0,0
honda,gas,std,four,?,?,front,?,175.4,65.2,?,2465.0,ohc,four,?,mpfi,3.15,3.58,9.0,101.0,5800.0,24.0,28.0,?,0
?,gas,std,two,sedan,?,front,?,?,66.0,?,2293.0,ohc,four,110.0,2bbl,?,3.58,?,?,?,?,?,10345.0,1
isuzu,gas,std,four,?,rwd,front,94.3,170.7,61.8,53.5,2337.0,ohc,?,111.0,2bbl,3.31,?,?,78.0,4800.0,24.0,?,6785.0,0
?,gas,std,two,?,rwd,front,96.0,172.6,65.2,51.4,2734.0,ohc,four,119.0,spfi,?,3.23,?,90.0,5000.0,24.0,29.0,11048.0,?
jaguar,?,std,four,?,rwd,front,113.0,?,69.6,?,4066.0,?,?,258.0,mpfi,3.63,4.17,?,?,4750.0,?,?,32250.0,?
jaguar,gas,std,?,sedan,rwd,?,113.0,199.6,69.6,52.8,4066.0,dohc,six,258.0,mpfi,?,?,?,176.0,4750.0,15.0,19.0,35550.0,?
jaguar,gas,std,?,sedan,?,front,102.0,191.7,?,47.8,3950.0,ohcv,twelve,326.0,mpfi,3.54,2.76,11.5,262.0,5000.0,?,17.0,36000.0,0
mazda,gas,std,two,hatchback,fwd,front,?,159.1,64.2,?,?,ohc,four,91.0,2bbl,3.03,?,9.0,68.0,5000.0,30.0,31.0,?,1
mazda,gas,std,two,hatchback,fwd,?,?,159.1,64.2,54.1,1900.0,?,four,?,2bbl,?,3.15,9.0,?,5000.0,?,38.0,6095.0,?
mazda,gas,std,two,hatchback,?,?,93.1,159.1,64.2,?,1905.0,ohc,four,?,2bbl,?,3.15,?,68.0,5000.0,31.0,38.0,?,1
?,?,std,four,?,?,front,93.1,166.8,64.2,54.1,1945.0,ohc,?,91.0,2bbl,?,3.15,9.0,?,5000.0,31.0,38.0,6695.0,1
?,?,std,four,?,fwd,front,93.1,?,64.2,54.1,1950.0,ohc,?,91.0,2bbl,?,3.15,9.0,68.0,5000.0,31.0,38.0,7395.0,1
mazda,gas,std,?,hatchback,fwd,?,?,?,66.5,53.7,?,ohc,four,122.0,2bbl,3.39,3.39,8.6,84.0,?,26.0,32.0,?,1
mazda,gas,std,?,?,fwd,front,98.8,177.8,66.5,55.5,?,ohc,four,?,?,?,3.39,8.6,84.0,4800.0,26.0,32.0,8495.0,?
mazda,gas,?,two,hatchback,fwd,?,98.8,177.8,66.5,53.7,2385.0,ohc,?,122.0,2bbl,?,3.39,?,84.0,4800.0,26.0,32.0,10595.0,1
mazda,?,std,four,sedan,?,front,98.8,?,66.5,?,2410.0,ohc,?,122.0,2bbl,3.39,3.39,8.6,84.0,4800.0,?,32.0,10245.0,0
mazda,?,std,four,hatchback,fwd,front,98.8,177.8,?,55.5,2425.0,?,four,?,?,3.39,?,?,84.0,4800.0,?,?,11245.0,?
mazda,?,std,four,?,rwd,?,104.9,175.0,?,54.4,?,ohc,?,?,mpfi,3.76,?,?,?,5000.0,19.0,27.0,?,0
?,?,std,four,sedan,rwd,front,104.9,175.0,?,?,2700.0,?,?,134.0,idi,3.43,3.64,22.0,72.0,4200.0,31.0,?,18344.0,0
mercedes-benz,diesel,?,four,sedan,rwd,front,?,?,70.3,56.5,?,?,five,?,idi,?,3.64,21.5,123.0,4350.0,22.0,?,25552.0,-1
?,?,turbo,?,wagon,rwd,front,110.0,190.9,70.3,58.7,?,ohc,five,183.0,idi,3.58,3.64,21.5,123.0,4350.0,?,25.0,28248.0,?
mercedes-benz,diesel,?,two,?,rwd,?,106.7,?,?,?,?,ohc,five,183.0,idi,3.58,3.64,21.5,123.0,4350.0,?,25.0,28176.0,0
mercedes-benz,diesel,turbo,?,sedan,?,?,115.6,202.6,71.7,56.3,?,ohc,?,183.0,idi,3.58,3.64,21.5,123.0,4350.0,22.0,25.0,31600.0,-1
mercedes-benz,gas,std,?,sedan,rwd,front,115.6,202.6,?,56.5,3740.0,ohcv,?,?,mpfi,?,3.1,8.3,155.0,?,16.0,?,34184.0,?
mercedes-benz,?,std,two,?,rwd,?,96.6,180.3,?,50.8,3685.0,ohcv,?,?,mpfi,3.46,3.1,8.3,?,4750.0,?,18.0,35056.0,3
mercedes-benz,?,std,?,sedan,rwd,front,120.9,?,71.7,56.7,?,?,eight,308.0,?,3.8,?,?,184.0,?,14.0,?,40960.0,0
mercedes-benz,gas,std,two,hardtop,rwd,front,112.0,199.2,72.0,55.4,3715.0,ohcv,eight,304.0,mpfi,3.8,3.35,8.0,?,?,14.0,16.0,45400.0,1
mercury,gas,turbo,two,?,rwd,?,?,?,68.0,54.8,2910.0,ohc,?,140.0,?,?,3.12,8.0,175.0,5000.0,?,24.0,16503.0,?
mitsubishi,?,std,two,hatchback,fwd,front,93.7,157.3,64.4,?,1918.0,ohc,four,?,2bbl,2.97,3.23,9.4,68.0,5500.0,37.0,?,?,2
mitsubishi,?,std,two,?,fwd,?,93.7,157.3,64.4,50.8,1944.0,?,?,92.0,?,2.97,3.23,9.4,68.0,5500.0,?,?,?,?
mitsubishi,?,std,two,hatchback,fwd,front,?,157.3,64.4,50.8,?,ohc,four,?,2bbl,?,?,9.4,?,5500.0,31.0,?,?,2
mitsubishi,gas,?,?,hatchback,fwd,front,93.0,157.3,?,50.8,?,ohc,four,98.0,spdi,3.03,3.39,7.6,102.0,5500.0,?,30.0,7689.0,1
mitsubishi,gas,?,?,?,?,front,96.3,173.0,65.4,?,?,ohc,four,?,?,3.17,3.46,7.5,?,5500.0,23.0,30.0,?,3
mitsubishi,?,std,two,?,?,front,?,?,?,49.4,2328.0,?,four,122.0,2bbl,?,3.46,8.5,?,5000.0,25.0,32.0,?,?
mitsubishi,gas,turbo,two,hatchback,?,front,?,?,66.3,50.2,2833.0,ohc,four,156.0,spdi,3.58,?,?,?,?,19.0,24.0,12629.0,3
?,?,?,two,?,fwd,?,95.9,173.2,?,50.2,2921.0,ohc,four,156.0,spdi,3.59,?,7.0,145.0,5000.0,19.0,24.0,?,3
mitsubishi,gas,turbo,?,hatchback,fwd,front,95.9,?,66.3,?,2926.0,ohc,four,156.0,?,3.59,?,7.0,145.0,?,19.0,?,14489.0,3
?,?,std,four,sedan,fwd,front,?,?,?,51.6,?,ohc,four,122.0,2bbl,3.35,3.46,8.5,88.0,5000.0,25.0,?,?,1
?,gas,std,?,?,fwd,front,?,172.4,65.4,51.6,?,ohc,four,122.0,2bbl,?,3.46,8.5,?,5000.0,25.0,32.0,8189.0,1
?,gas,turbo,four,?,fwd,front,96.3,172.4,?,51.6,2403.0,ohc,?,110.0,spdi,3.17,3.46,7.5,?,5500.0,23.0,?,?,1
mitsubishi,gas,std,?,sedan,fwd,?,96.3,172.4,65.4,51.6,2403.0,ohc,?,110.0,?,?,?,7.5,116.0,5500.0,23.0,30.0,9279.0,-1
nissan,gas,std,?,sedan,?,front,94.5,?,63.8,?,?,?,?,97.0,?,3.15,?,?,69.0,?,31.0,?,5499.0,?
?,?,std,two,?,?,front,94.5,?,?,54.5,2017.0,?,?,103.0,?,2.99,?,21.9,55.0,?,45.0,50.0,?,1
nissan,?,std,two,sedan,fwd,front,94.5,165.3,63.8,?,1918.0,ohc,?,97.0,?,3.15,3.29,?,69.0,5200.0,31.0,37.0,6649.0,1
?,?,std,four,?,fwd,front,94.5,?,63.8,54.5,1938.0,ohc,four,97.0,2bbl,3.15,3.29,9.4,69.0,?,31.0,37.0,6849.0,1
nissan,gas,std,four,wagon,?,front,?,?,63.8,53.5,?,ohc,?,?,2bbl,3.15,3.29,9.4,69.0,5200.0,31.0,?,7349.0,1
nissan,?,std,two,sedan,?,?,?,?,?,54.5,1951.0,?,four,97.0,2bbl,3.15,3.29,9.4,69.0,5200.0,31.0,37.0,7299.0,?
?,gas,?,two,?,fwd,front,94.5,?,63.8,?,2028.0,ohc,four,?,2bbl,3.15,3.29,?,69.0,5200.0,?,37.0,?,1
nissan,gas,std,four,sedan,fwd,?,?,165.3,63.8,54.5,1971.0,ohc,four,?,?,?,?,9.4,69.0,?,31.0,37.0,7499.0,1
?,gas,?,four,?,fwd,front,?,170.2,63.8,53.5,2037.0,?,four,?,2bbl,3.15,?,?,?,?,31.0,37.0,?,1
nissan,gas,?,?,hardtop,?,front,95.1,?,63.8,?,2008.0,ohc,four,?,2bbl,3.15,?,9.4,?,?,31.0,37.0,8249.0,2
?,?,std,four,hatchback,fwd,front,?,173.4,65.2,54.7,2324.0,ohc,four,120.0,?,3.33,3.47,8.5,97.0,?,27.0,34.0,8949.0,0
nissan,gas,?,four,sedan,?,front,97.2,173.4,?,54.7,2302.0,ohc,?,?,?,?,3.47,8.5,?,5200.0,27.0,34.0,9549.0,0
nissan,?,std,four,sedan,fwd,?,100.4,181.7,66.5,?,3095.0,ohcv,?,?,mpfi,?,3.27,?,152.0,5200.0,?,?,13499.0,0
nissan,gas,std,four,wagon,fwd,front,?,184.6,66.5,56.1,?,ohcv,six,181.0,mpfi,3.43,?,?,152.0,5200.0,17.0,22.0,14399.0,0
nissan,gas,std,?,sedan,fwd,front,100.4,?,?,55.1,3060.0,ohcv,six,?,mpfi,3.43,3.27,9.0,?,5200.0,19.0,?,13499.0,?
nissan,?,std,two,?,rwd,?,91.3,?,67.9,?,3071.0,ohcv,six,181.0,mpfi,3.43,3.27,?,160.0,5200.0,19.0,25.0,17199.0,3
nissan,gas,?,two,?,rwd,front,91.3,?,67.9,?,3139.0,?,six,181.0,mpfi,3.43,?,7.8,200.0,5200.0,?,?,?,3
nissan,?,?,?,hatchback,?,front,99.2,178.5,67.9,49.7,?,ohcv,?,?,?,?,3.27,?,?,?,?,25.0,18399.0,1
peugot,gas,std,four,sedan,rwd,?,107.9,186.7,68.4,56.7,3020.0,?,?,?,mpfi,?,3.19,?,?,5000.0,19.0,24.0,11900.0,0
peugot,diesel,turbo,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3197.0,l,four,152.0,idi,3.7,3.52,21.0,95.0,4150.0,?,?,13200.0,0
?,gas,?,four,wagon,rwd,front,114.2,198.9,?,58.7,3230.0,?,?,120.0,?,3.46,?,8.4,?,5000.0,19.0,?,?,0
peugot,diesel,?,?,wagon,rwd,front,?,198.9,68.4,?,3430.0,l,?,?,idi,3.7,3.52,21.0,95.0,?,25.0,25.0,13860.0,?
peugot,gas,std,?,?,rwd,front,?,186.7,?,?,3075.0,?,?,?,mpfi,?,2.19,8.4,95.0,5000.0,19.0,24.0,15580.0,0
peugot,diesel,turbo,four,sedan,?,front,?,?,68.4,?,3252.0,l,?,152.0,idi,?,?,21.0,95.0,4150.0,28.0,?,?,?
peugot,?,std,?,?,rwd,?,114.2,198.9,68.4,?,3285.0,?,?,120.0,?,?,2.19,8.4,95.0,5000.0,19.0,24.0,16695.0,?
?,?,turbo,four,wagon,?,front,114.2,198.9,68.4,58.7,3485.0,l,?,?,idi,?,3.52,21.0,?,?,25.0,?,17075.0,?
?,?,std,four,?,rwd,?,107.9,186.7,68.4,56.7,?,?,?,?,mpfi,3.46,3.19,8.4,97.0,5000.0,19.0,24.0,16630.0,?
peugot,diesel,turbo,four,sedan,rwd,?,107.9,?,68.4,56.7,3252.0,l,four,?,?,3.7,?,?,?,4150.0,?,?,17950.0,?
peugot,?,?,?,?,rwd,?,108.0,186.7,68.3,?,3130.0,?,four,?,mpfi,?,3.21,7.0,?,5600.0,18.0,24.0,18150.0,0
plymouth,gas,?,?,hatchback,fwd,front,93.7,157.3,63.8,?,?,ohc,four,?,?,2.97,3.23,9.4,?,5500.0,37.0,41.0,5572.0,?
plymouth,gas,turbo,two,?,fwd,?,93.7,157.3,63.8,?,2128.0,ohc,four,98.0,spdi,3.03,?,7.6,102.0,5500.0,24.0,?,7957.0,?
plymouth,gas,std,?,?,fwd,front,?,157.3,?,?,?,ohc,four,90.0,?,?,?,?,68.0,5500.0,31.0,?,?,?
plymouth,gas,std,?,sedan,?,front,93.7,?,63.8,?,1989.0,?,?,90.0,2bbl,2.97,3.23,9.4,68.0,5500.0,31.0,?,?,1
?,gas,std,?,sedan,fwd,?,?,167.3,?,?,?,ohc,four,98.0,2bbl,?,3.23,?,?,?,31.0,?,7609.0,1
plymouth,gas,std,four,wagon,fwd,?,103.3,174.6,64.6,59.8,2535.0,?,four,122.0,2bbl,3.35,?,?,88.0,5000.0,24.0,30.0,8921.0,?
plymouth,gas,turbo,two,?,rwd,?,95.9,?,?,50.2,2818.0,ohc,four,156.0,spdi,3.59,3.86,7.0,145.0,?,19.0,?,12764.0,3
porsche,?,std,two,hatchback,?,front,94.5,?,68.3,50.2,2778.0,ohc,four,?,mpfi,3.94,?,9.5,143.0,5500.0,19.0,?,22018.0,?
?,gas,?,two,hardtop,rwd,?,89.5,168.9,?,51.6,2756.0,ohcf,six,?,mpfi,3.74,2.9,?,207.0,?,?,25.0,32528.0,3
porsche,gas,std,two,hardtop,rwd,rear,89.5,168.9,65.0,?,?,ohcf,six,?,mpfi,3.74,?,?,?,5900.0,17.0,?,34028.0,3
porsche,gas,?,?,convertible,?,?,89.5,168.9,65.0,51.6,2800.0,ohcf,six,194.0,?,?,2.9,9.5,207.0,?,17.0,?,37028.0,3
saab,gas,std,?,hatchback,fwd,front,?,?,66.5,56.1,?,ohc,four,121.0,mpfi,3.54,3.07,9.31,110.0,5250.0,21.0,28.0,?,3
?,gas,std,four,sedan,fwd,?,99.1,186.6,66.5,56.1,?,?,four,121.0,?,3.54,3.07,?,?,5250.0,21.0,28.0,?,2
saab,gas,?,two,hatchback,fwd,front,?,186.6,?,56.1,2707.0,ohc,four,121.0,mpfi,2.54,?,?,?,5250.0,21.0,28.0,?,3
saab,gas,std,?,?,fwd,front,99.1,186.6,66.5,56.1,2758.0,ohc,four,121.0,mpfi,3.54,?,?,?,?,21.0,28.0,15510.0,2
saab,gas,turbo,two,hatchback,?,front,?,186.6,66.5,?,2808.0,?,?,121.0,mpfi,3.54,?,9.0,?,5500.0,19.0,26.0,18150.0,3
saab,gas,?,four,?,fwd,front,99.1,?,66.5,56.1,2847.0,dohc,four,121.0,?,3.54,?,9.0,160.0,5500.0,19.0,?,?,?
subaru,?,std,two,?,fwd,front,?,156.9,63.4,53.7,2050.0,?,four,97.0,?,3.62,2.36,?,69.0,?,31.0,?,5118.0,2
subaru,?,std,?,hatchback,fwd,?,93.7,157.9,63.6,53.7,2120.0,ohcf,four,108.0,2bbl,?,2.64,?,73.0,?,26.0,31.0,7053.0,2
subaru,gas,?,two,?,?,?,93.3,157.3,63.8,55.7,2240.0,ohcf,?,108.0,?,?,2.64,?,73.0,?,26.0,?,?,2
subaru,gas,std,?,sedan,fwd,front,?,172.0,?,?,2145.0,?,?,108.0,2bbl,?,2.64,9.5,82.0,4800.0,32.0,?,7126.0,0
subaru,?,std,?,?,fwd,front,97.2,?,65.4,52.5,2190.0,?,four,108.0,2bbl,?,?,?,82.0,4400.0,?,33.0,?,0
?,gas,?,four,?,fwd,?,97.2,?,?,52.5,2340.0,?,?,108.0,mpfi,3.62,2.64,?,94.0,?,26.0,?,9960.0,0
subaru,gas,std,four,sedan,4wd,front,?,?,65.4,?,2385.0,ohcf,four,108.0,2bbl,3.62,2.64,?,82.0,4800.0,?,25.0,9233.0,0
subaru,gas,turbo,four,sedan,4wd,front,?,172.0,65.4,54.3,2510.0,ohcf,four,108.0,mpfi,3.62,?,7.7,111.0,?,24.0,29.0,11259.0,0
subaru,?,std,four,wagon,fwd,front,97.0,173.5,?,?,2290.0,ohcf,four,108.0,2bbl,3.62,2.64,?,?,?,28.0,32.0,7463.0,0
subaru,gas,std,four,?,?,?,97.0,173.5,65.4,53.0,2455.0,ohcf,four,108.0,mpfi,3.62,2.64,9.0,?,?,?,31.0,?,0
subaru,gas,std,four,wagon,4wd,?,96.9,?,?,54.9,?,ohcf,four,?,?,3.62,2.64,9.0,?,?,23.0,?,?,0
?,gas,turbo,four,wagon,4wd,front,?,173.6,65.4,54.9,?,ohcf,?,108.0,mpfi,3.62,2.64,?,111.0,4800.0,23.0,?,11694.0,?
?,gas,std,two,hatchback,fwd,front,95.7,?,?,54.5,1985.0,ohc,four,92.0,?,3.05,3.03,9.0,62.0,4800.0,?,?,5348.0,1
toyota,gas,std,two,hatchback,?,front,?,158.7,63.6,54.5,?,?,four,?,?,?,3.03,9.0,?,4800.0,?,38.0,6338.0,1
toyota,gas,?,four,?,?,front,95.7,158.7,63.6,54.5,2015.0,ohc,?,92.0,?,?,?,9.0,62.0,4800.0,31.0,38.0,?,?
?,gas,std,four,wagon,?,front,95.7,169.7,63.6,59.1,2280.0,?,four,92.0,2bbl,3.05,3.03,?,62.0,?,?,37.0,6918.0,?
toyota,?,std,?,wagon,?,front,?,?,63.6,59.1,2290.0,ohc,four,92.0,2bbl,3.05,?,9.0,62.0,?,27.0,?,?,?
toyota,?,std,four,wagon,4wd,front,95.7,?,63.6,59.1,?,ohc,four,92.0,2bbl,?,3.03,9.0,62.0,?,27.0,32.0,8778.0,?
toyota,gas,std,?,?,fwd,front,?,166.3,64.4,53.0,2081.0,ohc,four,?,2bbl,?,3.03,9.0,70.0,4800.0,?,37.0,?,0
toyota,?,std,four,hatchback,?,front,95.7,166.3,?,52.8,?,ohc,four,98.0,?,3.19,3.03,?,?,?,?,37.0,?,?
toyota,diesel,std,four,sedan,?,?,95.7,?,?,53.0,?,ohc,four,110.0,?,3.27,3.35,22.5,?,4500.0,34.0,36.0,7898.0,?
toyota,diesel,?,?,?,fwd,front,95.7,166.3,64.4,52.8,2275.0,ohc,?,?,idi,3.27,3.35,22.5,56.0,4500.0,?,47.0,7788.0,0
toyota,gas,std,four,sedan,fwd,front,95.7,?,64.4,53.0,?,ohc,four,98.0,2bbl,?,?,9.0,?,4800.0,38.0,47.0,7738.0,0
?,gas,?,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,?,ohc,?,98.0,2bbl,3.19,?,?,70.0,4800.0,28.0,34.0,8358.0,?
toyota,gas,std,?,sedan,fwd,front,?,?,?,?,2140.0,?,?,98.0,2bbl,3.19,?,9.0,70.0,?,?,34.0,9258.0,0
toyota,?,std,?,?,rwd,front,94.5,?,64.0,?,2169.0,?,?,?,2bbl,3.19,?,9.0,70.0,4800.0,?,?,8058.0,1
?,gas,?,?,?,?,front,94.5,?,64.0,52.6,2204.0,ohc,four,?,?,3.19,3.03,?,?,4800.0,?,?,8238.0,1
?,?,std,two,?,rwd,?,94.5,?,64.0,52.6,?,dohc,four,98.0,?,3.24,3.08,9.4,112.0,6600.0,?,29.0,?,1
toyota,gas,std,?,hatchback,rwd,front,94.5,168.7,?,?,2300.0,dohc,?,98.0,mpfi,?,3.08,?,?,6600.0,26.0,29.0,9538.0,1
?,?,std,two,hardtop,rwd,front,98.4,?,?,52.0,?,ohc,four,146.0,mpfi,?,?,9.3,116.0,4800.0,24.0,30.0,8449.0,2
?,gas,std,?,hardtop,?,front,98.4,176.2,65.6,52.0,2536.0,?,four,?,mpfi,3.62,3.5,9.3,116.0,4800.0,24.0,30.0,?,?
toyota,?,std,two,hatchback,rwd,front,98.4,176.2,?,?,2551.0,ohc,?,?,mpfi,?,?,?,116.0,?,?,30.0,?,2
?,gas,std,two,hardtop,?,?,98.4,176.2,65.6,?,2679.0,ohc,four,?,?,?,3.5,9.3,116.0,4800.0,24.0,30.0,?,2
toyota,gas,std,two,hatchback,rwd,front,?,176.2,?,52.0,2714.0,?,four,146.0,mpfi,?,3.5,9.3,?,4800.0,24.0,?,?,2
