@relation dataset

@attribute make {alfa-romero, audi, bmw, chevrolet, dodge, honda, isuzu, jaguar, mazda, mercedes-benz, mercury, mitsubishi, nissan, peugot, plymouth, porsche, saab, subaru, toyota, volkswagen, volvo}
@attribute fuel-type {diesel, gas}
@attribute aspiration {std, turbo}
@attribute num-of-doors {four, two}
@attribute body-style {convertible, hardtop, hatchback, sedan, wagon}
@attribute drive-wheels {4wd, fwd, rwd}
@attribute engine-location {front, rear}
@attribute wheel-base real
@attribute length real
@attribute width real
@attribute height real
@attribute curb-weight real
@attribute engine-type {dohc, l, ohc, ohcf, ohcv}
@attribute num-of-cylinders {eight, five, four, six, three, twelve}
@attribute engine-size real
@attribute fuel-system {1bbl, 2bbl, idi, mfi, mpfi, spdi, spfi}
@attribute bore real
@attribute stroke real
@attribute compression-ratio real
@attribute horsepower real
@attribute peak-rpm real
@attribute city-mpg real
@attribute highway-mpg real
@attribute price real
@attribute symboling {-2, -1, 0, 1, 2, 3}


@data
dodge,gas,turbo,?,hatchback,?,front,93.7,?,63.8,?,2128.0,?,four,?,mpfi,3.03,?,7.6,102.0,5500.0,24.0,?,?,?
dodge,gas,std,four,hatchback,?,front,93.7,157.3,?,50.6,1967.0,ohc,four,?,2bbl,2.97,?,9.4,68.0,5500.0,31.0,38.0,6229.0,1
dodge,?,?,four,sedan,?,front,93.7,157.3,?,50.6,1989.0,?,four,90.0,2bbl,2.97,3.23,9.4,68.0,5500.0,31.0,38.0,6692.0,1
dodge,?,std,?,sedan,fwd,front,?,157.3,?,50.6,1989.0,ohc,four,90.0,2bbl,2.97,3.23,9.4,?,5500.0,31.0,38.0,7609.0,1
dodge,gas,?,?,wagon,fwd,front,103.3,?,?,59.8,?,?,four,?,?,3.34,3.46,8.5,88.0,5000.0,24.0,?,8921.0,-1
dodge,?,?,two,?,fwd,front,?,173.2,66.3,50.2,2811.0,ohc,?,?,?,?,3.9,7.0,145.0,5000.0,19.0,24.0,12964.0,3
?,gas,std,two,hatchback,?,front,86.6,?,?,?,1713.0,?,four,?,1bbl,2.91,?,?,58.0,?,?,?,?,2
honda,gas,?,two,hatchback,fwd,front,86.6,144.6,63.9,?,1819.0,?,four,92.0,?,?,3.41,?,76.0,6000.0,31.0,38.0,6855.0,2
?,gas,?,two,hatchback,fwd,front,93.7,150.0,?,?,1837.0,ohc,four,79.0,1bbl,2.91,3.07,?,60.0,?,38.0,42.0,5399.0,1
honda,gas,std,?,hatchback,fwd,?,93.7,150.0,?,?,?,ohc,?,92.0,1bbl,2.91,?,9.2,76.0,?,30.0,34.0,6529.0,1
honda,gas,?,?,hatchback,fwd,front,93.7,?,?,52.6,1956.0,?,?,?,?,2.91,3.41,9.2,76.0,6000.0,30.0,?,7129.0,1
?,gas,std,four,sedan,fwd,front,96.5,163.4,64.0,?,2010.0,ohc,?,92.0,1bbl,?,?,9.2,?,6000.0,30.0,?,7295.0,0
honda,?,std,?,?,?,front,96.5,157.1,63.9,?,?,ohc,four,?,?,2.92,3.41,9.2,76.0,6000.0,30.0,34.0,7295.0,0
honda,?,?,?,hatchback,fwd,front,96.5,167.5,?,53.3,?,ohc,four,?,1bbl,3.15,3.58,9.0,86.0,5800.0,27.0,33.0,7895.0,?
honda,gas,std,two,?,fwd,front,96.5,167.5,?,53.3,?,?,four,110.0,?,3.15,?,9.0,86.0,5800.0,27.0,33.0,9095.0,0
honda,gas,std,four,sedan,fwd,front,?,175.4,65.2,?,2304.0,ohc,four,?,1bbl,3.15,3.58,9.0,86.0,5800.0,27.0,33.0,8845.0,?
honda,gas,std,?,?,fwd,front,?,175.4,?,54.1,2372.0,ohc,four,?,1bbl,3.15,?,9.0,86.0,5800.0,?,33.0,10295.0,0
honda,gas,?,four,?,?,front,96.5,175.4,65.2,?,2465.0,ohc,?,110.0,?,?,3.58,9.0,?,?,24.0,?,?,0
honda,gas,std,?,sedan,fwd,?,96.5,169.1,66.0,?,2293.0,?,four,110.0,?,3.15,3.58,?,100.0,5500.0,25.0,31.0,?,?
isuzu,gas,std,?,sedan,rwd,?,94.3,170.7,61.8,?,2337.0,ohc,four,?,2bbl,3.31,3.23,8.5,78.0,4800.0,24.0,29.0,6785.0,0
isuzu,?,std,two,?,?,front,96.0,172.6,?,51.4,?,ohc,?,119.0,spfi,3.43,3.23,9.2,90.0,5000.0,?,29.0,11048.0,?
?,gas,std,four,sedan,rwd,?,113.0,?,?,?,?,dohc,six,258.0,?,3.63,4.17,8.1,176.0,4750.0,?,?,32250.0,?
?,?,std,four,sedan,rwd,front,?,?,69.6,52.8,?,dohc,six,?,mpfi,3.63,4.17,8.1,176.0,4750.0,?,19.0,35550.0,0
jaguar,?,std,two,sedan,rwd,front,102.0,191.7,?,?,?,ohcv,?,326.0,mpfi,3.54,2.76,?,?,5000.0,13.0,17.0,36000.0,0
mazda,gas,std,two,hatchback,fwd,?,?,159.1,64.2,54.1,1890.0,ohc,four,?,2bbl,3.03,?,9.0,68.0,5000.0,30.0,31.0,5195.0,1
mazda,?,std,two,?,fwd,front,93.1,159.1,64.2,?,1900.0,ohc,four,91.0,2bbl,3.03,3.15,?,68.0,5000.0,?,38.0,6095.0,?
mazda,?,std,two,hatchback,fwd,front,93.1,159.1,?,54.1,?,ohc,?,91.0,2bbl,3.03,?,9.0,?,?,31.0,38.0,6795.0,1
mazda,gas,std,four,sedan,?,front,?,166.8,64.2,?,?,ohc,four,91.0,2bbl,3.03,?,?,?,?,?,38.0,6695.0,1
?,gas,std,four,sedan,fwd,front,93.1,?,?,54.1,1950.0,?,?,91.0,?,3.08,3.15,?,?,?,?,?,7395.0,?
?,?,std,two,hatchback,fwd,?,98.8,?,?,53.7,2385.0,ohc,four,?,?,?,?,8.6,84.0,?,26.0,?,8845.0,1
mazda,gas,std,?,?,?,front,98.8,?,66.5,55.5,2410.0,?,four,?,2bbl,3.39,?,8.6,84.0,4800.0,26.0,32.0,8495.0,0
mazda,?,?,?,hatchback,fwd,front,98.8,?,66.5,53.7,2385.0,ohc,?,?,?,3.39,3.39,8.6,84.0,?,?,?,10595.0,?
mazda,?,?,?,sedan,fwd,front,98.8,177.8,66.5,55.5,2410.0,ohc,four,122.0,?,3.39,3.39,8.6,?,4800.0,?,32.0,10245.0,0
?,gas,std,four,?,fwd,front,98.8,177.8,66.5,55.5,2425.0,?,four,122.0,?,3.39,3.39,8.6,?,4800.0,26.0,32.0,?,0
?,gas,std,four,?,?,front,?,175.0,?,54.4,2670.0,?,four,140.0,mpfi,3.76,3.16,8.0,?,5000.0,?,27.0,18280.0,0
?,diesel,?,?,sedan,?,?,104.9,175.0,66.1,?,2700.0,ohc,four,?,?,?,?,22.0,72.0,4200.0,31.0,39.0,?,0
?,?,turbo,?,?,rwd,front,110.0,190.9,?,56.5,?,ohc,five,183.0,idi,3.58,3.64,21.5,?,?,?,25.0,25552.0,?
mercedes-benz,diesel,turbo,four,wagon,rwd,front,110.0,190.9,70.3,?,3750.0,?,?,?,?,3.58,3.64,21.5,123.0,4350.0,?,?,28248.0,-1
mercedes-benz,?,?,two,?,?,front,106.7,187.5,70.3,54.9,?,ohc,five,183.0,?,3.58,3.64,?,123.0,?,22.0,25.0,?,0
?,diesel,turbo,?,sedan,rwd,front,115.6,202.6,71.7,56.3,3770.0,?,five,183.0,?,3.58,?,?,123.0,4350.0,?,25.0,?,-1
?,gas,std,four,?,rwd,front,?,202.6,?,56.5,?,?,eight,234.0,?,?,?,8.3,155.0,4750.0,16.0,18.0,?,-1
?,?,std,two,convertible,rwd,front,?,180.3,?,?,?,ohcv,eight,234.0,mpfi,3.46,?,8.3,?,4750.0,16.0,18.0,35056.0,?
mercedes-benz,?,std,four,?,?,?,120.9,?,71.7,56.7,3900.0,?,?,308.0,mpfi,3.8,3.35,8.0,?,?,14.0,16.0,?,0
mercedes-benz,?,std,two,?,rwd,front,?,199.2,72.0,55.4,3715.0,ohcv,eight,304.0,?,3.8,3.35,?,184.0,4500.0,14.0,16.0,45400.0,1
?,?,turbo,two,?,?,?,?,?,68.0,54.8,2910.0,ohc,?,140.0,?,3.78,3.12,8.0,175.0,5000.0,?,24.0,16503.0,1
?,?,std,?,hatchback,fwd,front,?,?,64.4,50.8,1918.0,ohc,four,92.0,2bbl,2.97,?,9.4,68.0,5500.0,37.0,?,5389.0,?
mitsubishi,?,std,two,hatchback,fwd,front,93.7,157.3,64.4,?,?,ohc,four,92.0,2bbl,2.97,3.23,9.4,68.0,5500.0,31.0,?,6189.0,2
mitsubishi,?,std,?,?,fwd,front,93.7,157.3,?,50.8,2004.0,ohc,four,92.0,2bbl,?,?,?,68.0,5500.0,?,38.0,?,2
mitsubishi,gas,turbo,?,hatchback,fwd,front,93.0,157.3,63.8,?,2145.0,?,four,?,spdi,3.03,3.39,7.6,102.0,5500.0,24.0,30.0,?,?
?,?,turbo,?,hatchback,fwd,?,96.3,173.0,?,49.4,?,ohc,four,110.0,?,3.17,3.46,7.5,?,5500.0,?,?,9959.0,3
mitsubishi,gas,?,?,?,fwd,front,96.3,173.0,65.4,49.4,2328.0,ohc,?,?,2bbl,3.35,3.46,8.5,88.0,5000.0,25.0,32.0,8499.0,3
mitsubishi,gas,turbo,two,hatchback,fwd,front,?,?,?,50.2,2833.0,ohc,?,156.0,spdi,3.58,?,7.0,145.0,5000.0,19.0,?,12629.0,?
?,gas,turbo,two,hatchback,?,front,?,173.2,66.3,50.2,2921.0,ohc,?,156.0,?,3.59,3.86,?,145.0,5000.0,?,24.0,14869.0,?
?,gas,?,two,?,fwd,front,95.9,173.2,?,50.2,2926.0,ohc,four,156.0,spdi,3.59,3.86,7.0,?,5000.0,19.0,24.0,14489.0,3
?,gas,std,?,sedan,?,front,96.3,172.4,?,51.6,?,?,four,122.0,2bbl,3.35,3.46,8.5,88.0,5000.0,?,32.0,6989.0,1
?,gas,?,?,sedan,?,?,96.3,?,?,51.6,?,?,four,?,2bbl,3.35,3.46,8.5,88.0,5000.0,?,32.0,8189.0,1
mitsubishi,?,turbo,four,sedan,?,?,96.3,172.4,65.4,51.6,2403.0,ohc,?,?,spdi,3.17,?,?,116.0,5500.0,23.0,?,9279.0,1
?,gas,std,?,sedan,?,?,96.3,?,?,51.6,2403.0,ohc,four,?,spdi,?,?,7.5,116.0,?,?,30.0,9279.0,?
nissan,gas,std,?,?,?,front,94.5,165.3,?,54.5,1889.0,ohc,four,97.0,2bbl,?,?,?,69.0,?,31.0,37.0,5499.0,1
nissan,?,std,?,sedan,fwd,?,?,?,?,?,2017.0,?,four,?,idi,?,3.47,21.9,55.0,?,45.0,50.0,7099.0,1
nissan,?,std,?,sedan,fwd,front,94.5,165.3,63.8,54.5,1918.0,ohc,?,97.0,?,3.15,3.29,9.4,69.0,5200.0,31.0,?,6649.0,?
nissan,gas,std,four,sedan,?,front,94.5,?,?,54.5,1938.0,ohc,?,97.0,2bbl,3.15,3.29,?,69.0,5200.0,?,?,6849.0,1
nissan,?,?,four,wagon,?,front,94.5,170.2,63.8,?,2024.0,ohc,four,97.0,?,3.15,3.29,?,69.0,5200.0,31.0,37.0,7349.0,1
?,gas,std,two,sedan,fwd,front,94.5,?,63.8,54.5,1951.0,ohc,four,?,2bbl,?,?,9.4,69.0,?,31.0,37.0,?,1
nissan,gas,std,?,?,fwd,?,94.5,165.6,?,53.3,2028.0,ohc,?,97.0,?,3.15,?,?,69.0,?,?,37.0,?,1
nissan,gas,?,four,sedan,fwd,front,94.5,165.3,63.8,?,?,ohc,four,?,2bbl,?,3.29,9.4,69.0,?,31.0,?,7499.0,1
?,?,?,four,wagon,?,front,?,170.2,63.8,53.5,2037.0,ohc,four,97.0,?,3.15,3.29,?,?,5200.0,31.0,37.0,7999.0,1
nissan,gas,?,two,hardtop,fwd,front,95.1,162.4,63.8,53.3,?,ohc,four,97.0,2bbl,3.15,?,9.4,69.0,5200.0,31.0,37.0,8249.0,2
nissan,?,?,four,hatchback,fwd,front,97.2,173.4,65.2,54.7,2324.0,ohc,four,120.0,?,3.33,3.47,8.5,97.0,5200.0,27.0,34.0,8949.0,0
nissan,gas,std,four,sedan,fwd,front,97.2,?,65.2,54.7,?,ohc,?,120.0,?,3.33,3.47,8.5,?,5200.0,27.0,34.0,?,0
nissan,gas,std,four,sedan,?,front,100.4,?,66.5,55.1,3095.0,ohcv,six,?,?,3.43,3.27,9.0,?,5200.0,?,22.0,13499.0,0
?,gas,std,four,wagon,fwd,?,100.4,184.6,66.5,56.1,3296.0,?,six,181.0,?,?,3.27,9.0,152.0,5200.0,?,22.0,14399.0,?
nissan,gas,std,four,sedan,fwd,?,100.4,184.6,?,55.1,?,ohcv,?,181.0,?,3.43,3.27,9.0,152.0,5200.0,19.0,?,13499.0,0
nissan,gas,?,two,?,rwd,front,91.3,?,?,?,?,ohcv,six,?,mpfi,?,3.27,9.0,160.0,?,19.0,25.0,17199.0,?
?,?,turbo,two,?,rwd,?,91.3,170.7,?,49.7,?,ohcv,?,?,mpfi,?,3.27,7.8,?,5200.0,?,?,19699.0,3
nissan,gas,?,two,hatchback,rwd,front,99.2,178.5,67.9,49.7,3139.0,ohcv,six,181.0,mpfi,3.43,3.27,9.0,160.0,?,19.0,25.0,18399.0,1
?,gas,?,?,sedan,rwd,front,107.9,186.7,68.4,56.7,?,l,four,120.0,?,3.46,?,8.4,97.0,?,?,24.0,11900.0,0
?,?,?,?,sedan,rwd,?,107.9,186.7,68.4,56.7,?,?,four,152.0,idi,3.7,3.52,21.0,?,4150.0,28.0,33.0,13200.0,0
peugot,?,std,?,wagon,?,?,114.2,198.9,68.4,58.7,3230.0,?,four,120.0,mpfi,?,3.19,?,?,5000.0,?,24.0,?,0
peugot,diesel,turbo,?,wagon,rwd,front,114.2,198.9,68.4,58.7,3430.0,l,four,152.0,?,3.7,3.52,21.0,95.0,?,25.0,25.0,13860.0,0
?,gas,std,four,?,rwd,?,107.9,186.7,?,56.7,3075.0,l,?,120.0,?,3.46,2.19,8.4,95.0,5000.0,19.0,?,?,0
peugot,?,turbo,four,sedan,rwd,front,107.9,?,?,56.7,?,?,four,152.0,?,3.7,3.52,21.0,95.0,?,?,33.0,?,?
peugot,?,std,?,?,?,front,114.2,?,68.4,56.7,?,?,?,120.0,?,3.46,2.19,8.4,95.0,5000.0,19.0,?,16695.0,0
peugot,diesel,?,?,wagon,rwd,front,114.2,?,68.4,58.7,3485.0,l,four,?,idi,3.7,?,21.0,?,4150.0,25.0,?,17075.0,?
peugot,?,?,?,?,rwd,front,?,?,68.4,56.7,3075.0,?,four,?,mpfi,?,3.19,8.4,97.0,?,19.0,?,16630.0,0
peugot,diesel,turbo,four,?,rwd,?,107.9,186.7,68.4,56.7,3252.0,?,?,152.0,idi,?,3.52,21.0,95.0,4150.0,28.0,33.0,17950.0,0
peugot,?,?,four,?,?,front,108.0,186.7,?,56.0,3130.0,l,four,134.0,mpfi,?,3.21,7.0,142.0,5600.0,18.0,?,?,0
?,gas,std,two,hatchback,fwd,front,93.7,157.3,63.8,?,1918.0,ohc,four,90.0,2bbl,2.97,?,9.4,68.0,5500.0,37.0,41.0,5572.0,1
?,gas,turbo,two,hatchback,fwd,front,93.7,?,?,?,2128.0,?,four,98.0,?,?,3.39,?,102.0,5500.0,?,30.0,7957.0,?
plymouth,gas,std,four,?,fwd,front,?,157.3,63.8,50.6,?,ohc,four,?,2bbl,2.97,3.23,9.4,68.0,5500.0,31.0,?,?,1
?,gas,std,four,sedan,fwd,?,93.7,167.3,63.8,50.8,?,?,?,90.0,2bbl,?,3.23,9.4,68.0,?,31.0,38.0,?,1
?,?,?,four,sedan,fwd,front,?,167.3,63.8,50.8,?,?,?,?,2bbl,2.97,3.23,?,68.0,5500.0,31.0,?,?,1
?,gas,std,four,wagon,?,?,?,174.6,64.6,?,?,ohc,?,122.0,2bbl,3.35,3.46,8.5,?,5000.0,24.0,30.0,8921.0,?
plymouth,gas,?,two,hatchback,rwd,front,95.9,?,66.3,?,?,ohc,?,156.0,spdi,3.59,?,?,?,5000.0,19.0,24.0,12764.0,?
porsche,gas,std,two,hatchback,rwd,front,?,?,?,?,?,?,four,151.0,mpfi,3.94,?,9.5,?,5500.0,19.0,?,22018.0,3
porsche,gas,std,?,hardtop,rwd,rear,89.5,?,65.0,51.6,2756.0,ohcf,?,?,mpfi,3.74,?,9.5,207.0,5900.0,?,?,32528.0,?
?,gas,std,?,hardtop,rwd,rear,89.5,?,65.0,51.6,2756.0,?,six,194.0,mpfi,3.74,2.9,?,207.0,?,17.0,25.0,34028.0,3
?,?,std,?,convertible,rwd,rear,?,?,65.0,51.6,2800.0,ohcf,?,?,mpfi,?,2.9,9.5,207.0,5900.0,17.0,25.0,37028.0,?
?,gas,std,two,hatchback,?,front,99.1,?,66.5,56.1,2658.0,ohc,four,?,?,3.54,?,?,?,5250.0,21.0,?,11850.0,3
saab,gas,std,four,?,fwd,?,?,186.6,66.5,56.1,?,ohc,?,121.0,mpfi,?,3.07,9.3,110.0,?,21.0,?,?,2
saab,gas,std,two,hatchback,fwd,?,99.1,?,66.5,?,2707.0,ohc,?,121.0,mpfi,2.54,2.07,9.3,?,?,?,?,15040.0,3
saab,gas,std,?,sedan,?,front,99.1,?,66.5,56.1,?,?,?,121.0,mpfi,3.54,3.07,?,110.0,5250.0,?,28.0,15510.0,?
saab,gas,turbo,two,hatchback,fwd,?,?,?,?,56.1,2808.0,dohc,four,121.0,mpfi,3.54,3.07,?,?,5500.0,19.0,26.0,?,?
saab,gas,turbo,four,?,fwd,?,99.1,186.6,?,56.1,?,dohc,?,121.0,?,3.54,3.07,?,160.0,5500.0,?,26.0,?,?
subaru,gas,std,two,?,fwd,front,93.7,?,63.4,?,2050.0,?,four,?,2bbl,3.62,2.36,?,69.0,4900.0,31.0,36.0,?,2
subaru,gas,std,two,hatchback,?,front,93.7,?,63.6,53.7,2120.0,ohcf,?,?,2bbl,3.62,2.64,8.7,?,4400.0,26.0,?,7053.0,2
subaru,gas,std,two,?,4wd,front,93.3,157.3,63.8,55.7,?,?,four,108.0,2bbl,3.62,2.64,8.7,?,?,26.0,31.0,7603.0,2
subaru,gas,std,four,sedan,fwd,?,97.2,172.0,65.4,52.5,2145.0,ohcf,four,?,?,3.62,?,?,?,4800.0,32.0,?,?,0
subaru,?,std,four,sedan,fwd,front,?,?,?,52.5,2190.0,ohcf,four,?,2bbl,3.62,2.64,9.5,82.0,?,?,?,7775.0,0
subaru,?,?,?,sedan,fwd,front,97.2,172.0,65.4,52.5,2340.0,?,?,108.0,?,3.62,?,9.0,94.0,5200.0,26.0,32.0,9960.0,?
?,gas,std,?,sedan,?,front,97.0,?,?,?,?,?,four,108.0,?,3.62,2.64,9.0,82.0,?,24.0,?,?,0
subaru,?,turbo,?,sedan,4wd,front,97.0,172.0,?,54.3,2510.0,?,four,108.0,mpfi,?,2.64,?,111.0,4800.0,24.0,?,?,0
subaru,?,?,four,?,fwd,?,97.0,173.5,65.4,53.0,2290.0,?,four,108.0,2bbl,?,2.64,?,82.0,4800.0,28.0,32.0,7463.0,0
subaru,gas,std,four,?,fwd,?,97.0,173.5,65.4,53.0,2455.0,ohcf,four,108.0,mpfi,3.62,2.64,9.0,?,5200.0,25.0,?,?,0
subaru,gas,?,?,wagon,4wd,front,96.9,173.6,?,54.9,2420.0,ohcf,four,108.0,?,3.62,2.64,9.0,82.0,4800.0,23.0,?,?,0
subaru,gas,turbo,four,wagon,?,?,?,173.6,65.4,54.9,?,ohcf,?,108.0,mpfi,3.62,2.64,?,?,4800.0,23.0,?,?,0
?,gas,std,two,hatchback,fwd,?,95.7,158.7,?,54.5,1985.0,ohc,?,92.0,2bbl,3.05,3.03,9.0,62.0,4800.0,35.0,?,5348.0,1
toyota,gas,std,?,hatchback,fwd,front,95.7,158.7,?,54.5,2040.0,ohc,?,?,2bbl,?,3.03,9.0,62.0,?,31.0,38.0,6338.0,1
toyota,gas,std,four,hatchback,?,front,95.7,158.7,63.6,?,2015.0,ohc,four,92.0,2bbl,?,?,9.0,62.0,4800.0,31.0,38.0,6488.0,1
toyota,gas,std,four,wagon,?,front,95.7,169.7,63.6,59.1,2280.0,ohc,four,92.0,?,3.05,3.03,9.0,62.0,?,31.0,?,6918.0,0
toyota,gas,std,four,wagon,4wd,front,95.7,?,63.6,59.1,?,ohc,four,92.0,2bbl,?,3.03,9.0,62.0,?,?,?,?,0
toyota,gas,std,four,?,4wd,front,95.7,?,63.6,59.1,?,ohc,four,92.0,2bbl,3.05,?,?,62.0,4800.0,?,?,8778.0,0
toyota,?,std,four,sedan,fwd,front,95.7,166.3,64.4,53.0,?,ohc,four,?,?,3.19,3.03,9.0,70.0,4800.0,30.0,37.0,?,0
toyota,gas,std,four,hatchback,fwd,front,95.7,?,64.4,52.8,2109.0,?,four,?,2bbl,3.19,3.03,9.0,?,4800.0,30.0,?,7198.0,0
toyota,?,std,four,sedan,?,?,?,166.3,64.4,53.0,2275.0,?,four,?,idi,3.27,3.35,?,56.0,4500.0,34.0,36.0,?,?
toyota,diesel,std,four,hatchback,?,?,95.7,?,64.4,52.8,2275.0,ohc,four,?,idi,?,3.35,?,56.0,4500.0,?,47.0,7788.0,0
toyota,gas,?,four,?,fwd,front,95.7,166.3,?,53.0,2094.0,ohc,four,98.0,2bbl,?,3.03,9.0,?,4800.0,38.0,47.0,7738.0,?
?,gas,std,four,?,?,?,95.7,166.3,?,?,?,ohc,?,98.0,2bbl,3.19,3.03,9.0,70.0,4800.0,28.0,34.0,8358.0,0
?,gas,std,four,sedan,fwd,?,95.7,166.3,?,?,2140.0,?,four,98.0,?,3.19,3.03,?,70.0,4800.0,?,34.0,9258.0,0
toyota,?,std,?,sedan,rwd,front,?,168.7,64.0,52.6,2169.0,ohc,four,?,2bbl,3.19,3.03,9.0,?,4800.0,29.0,34.0,?,?
toyota,gas,std,two,hatchback,rwd,front,94.5,168.7,64.0,?,2204.0,ohc,four,?,2bbl,3.19,3.03,9.0,70.0,4800.0,29.0,34.0,8238.0,1
toyota,gas,std,?,?,?,front,?,?,?,?,2265.0,dohc,?,98.0,?,3.24,3.08,9.4,112.0,6600.0,26.0,?,9298.0,1
toyota,gas,std,two,hatchback,rwd,front,?,?,64.0,52.6,?,dohc,four,?,mpfi,3.24,3.08,9.4,112.0,6600.0,26.0,29.0,9538.0,1
?,?,std,two,?,?,front,98.4,176.2,65.6,52.0,2540.0,ohc,?,146.0,?,3.62,3.5,9.3,116.0,4800.0,24.0,30.0,8449.0,2
?,?,std,two,hardtop,rwd,front,98.4,?,65.6,52.0,?,ohc,four,146.0,?,?,3.5,?,?,4800.0,24.0,30.0,?,2
?,gas,std,two,hatchback,rwd,?,?,176.2,65.6,52.0,?,ohc,?,?,mpfi,3.62,?,9.3,116.0,4800.0,?,30.0,?,2
toyota,?,std,two,?,rwd,?,98.4,?,?,52.0,2679.0,ohc,four,146.0,mpfi,3.62,?,9.3,116.0,4800.0,?,30.0,11199.0,2
toyota,gas,std,two,hatchback,rwd,?,98.4,?,65.6,52.0,2714.0,ohc,four,146.0,?,3.62,3.5,?,116.0,4800.0,?,30.0,?,2
