@relation dataset

@attribute v1 real
@attribute v2 real
@attribute v3 real
@attribute v4 real
@attribute v5 real
@attribute v6 real
@attribute v7 real
@attribute v8 real
@attribute v9 real
@attribute v10 real
@attribute v11 real
@attribute v12 real
@attribute v13 real
@attribute v14 real
@attribute v15 real
@attribute v16 real
@attribute v17 real
@attribute v18 real
@attribute v20 {0.0, 1.0, 2.0, 3.0}
@attribute v21 {0.0, 1.0, 2.0, 3.0}
@attribute v22 real
@attribute v23 real
@attribute v24 {0.0, 1.0}
@attribute v25 {0.0, 1.0}
@attribute v26 {0.0, 1.0, 2.0, 3.0}
@attribute v27 real
@attribute v28 real
@attribute v29 {0.0, 1.0}
@attribute v30 real
@attribute v31 real
@attribute v32 real
@attribute v33 real
@attribute v34 real
@attribute v35 real
@attribute v36 real
@attribute v37 real
@attribute v38 real
@attribute v39 real
@attribute v40 {0.0, 1.0, 2.0, 3.0, 4.0}
@attribute v41 real
@attribute class {0, 1}


@data
4.303,2.9558,0.0,0.0,0.0,0.0,?,25.0,?,?,0.0,0.0,2.608,1.459,?,?,1.005,1.156,0.0,0.0,1.056,0.0,0.0,0.0,0.0,1.932,-0.229,0.0,0.0,?,?,?,0.0,2.0,3.083,3.056,0.0,6.914,0.0,0.0,1
3.414,2.6294,0.0,0.0,0.0,0.0,0.0,37.5,1.0,1.0,0.0,0.0,2.333,?,7.408,1.0,1.012,1.13,0.0,?,1.215,?,0.0,0.0,0.0,?,?,0.0,?,1.707,0.0,0.0,0.0,1.0,?,?,?,?,0.0,?,?
4.214,?,?,0.0,0.0,?,0.0,?,?,2.0,0.0,?,2.608,?,?,?,1.005,?,0.0,0.0,1.104,0.0,0.0,0.0,0.0,1.902,?,0.0,0.0,2.052,0.0,0.0,0.0,?,3.087,2.722,0.0,6.989,0.0,?,1
3.848,2.8521,?,0.0,0.0,?,0.0,?,2.0,2.0,0.0,0.0,2.858,2.0,8.584,?,?,?,0.0,0.0,1.117,0.0,0.0,0.0,?,?,-0.076,?,0.0,3.284,0.0,?,?,1.0,2.997,2.375,?,7.074,?,?,1
?,?,0.0,0.0,0.0,?,0.0,30.0,1.0,1.0,0.0,0.0,?,?,7.408,1.0,0.998,1.146,0.0,0.0,?,?,0.0,0.0,?,1.618,-0.589,?,9.174,1.707,?,0.0,0.0,0.0,?,3.125,0.0,?,?,0.0,?
4.393,3.6458,0.0,?,0.0,0.0,?,37.0,3.0,1.0,?,?,3.233,?,?,1.0,0.978,?,0.0,0.0,1.259,0.0,0.0,?,0.0,2.048,?,0.0,10.02,3.684,0.0,?,0.0,0.0,3.39,2.303,0.0,8.029,0.0,?,?
4.562,?,0.0,0.0,0.0,?,?,?,?,1.0,?,0.259,?,0.918,9.184,?,?,1.143,0.0,0.0,1.206,0.0,0.0,0.0,0.0,?,?,?,10.144,1.521,?,0.0,?,?,3.375,2.667,?,?,0.0,0.0,?
4.0,2.9193,0.0,?,?,?,0.0,?,?,1.0,0.0,0.167,?,0.811,?,0.0,?,1.146,0.0,0.0,1.195,0.0,0.0,0.0,0.0,?,-0.596,0.0,9.444,1.0,0.0,0.0,0.0,0.0,3.261,3.167,0.0,7.097,0.0,0.0,?
4.694,3.646,0.0,0.0,?,0.0,?,?,?,2.0,0.0,-0.671,2.917,1.406,9.425,?,?,?,?,0.0,1.14,0.0,?,?,?,?,-0.077,0.0,10.162,1.631,0.0,0.0,?,?,?,2.875,0.0,?,0.0,?,1
?,2.9879,?,0.0,?,0.0,?,33.3,?,2.0,0.0,-0.653,3.974,3.574,10.082,?,0.972,1.138,?,0.0,1.205,?,0.0,0.0,0.0,1.996,0.0,?,?,?,0.0,?,0.0,1.0,3.329,1.987,0.0,8.414,?,0.0,1
4.17,3.4453,?,0.0,?,0.0,0.0,?,1.0,2.0,0.0,-0.245,2.512,0.971,8.597,?,1.028,1.151,?,0.0,?,0.0,0.0,0.0,?,1.848,?,?,9.59,?,?,?,0.0,0.0,?,3.233,0.0,?,?,?,?
?,3.3939,0.0,?,0.0,0.0,?,28.6,?,2.0,0.0,?,2.662,1.459,8.755,1.0,1.014,1.149,0.0,0.0,?,?,?,0.0,0.0,1.902,?,?,?,?,?,?,0.0,?,3.344,?,?,7.382,0.0,?,1
?,3.7074,0.0,?,0.0,0.0,0.0,33.3,1.0,2.0,0.0,-0.329,2.713,?,8.755,?,1.025,1.139,0.0,?,1.186,0.0,0.0,0.0,?,1.902,-0.263,0.0,?,2.052,0.0,0.0,0.0,?,?,3.194,0.0,?,0.0,?,1
4.233,3.4039,0.0,0.0,0.0,0.0,?,27.8,?,?,0.0,-0.262,2.938,1.906,9.011,1.0,?,?,0.0,?,1.119,0.0,?,0.0,0.0,1.95,-0.087,0.0,10.041,?,0.0,?,0.0,?,3.349,?,0.0,7.61,?,?,?
4.334,3.6943,?,0.0,0.0,?,0.0,?,1.0,2.0,?,-0.241,2.838,1.557,8.944,3.0,1.013,1.139,0.0,?,?,0.0,0.0,?,0.0,?,?,0.0,10.118,2.195,0.0,0.0,0.0,0.0,3.39,2.952,?,7.596,0.0,0.0,1
?,3.3652,?,0.0,0.0,0.0,0.0,33.3,1.0,2.0,?,?,3.139,?,?,3.0,0.993,1.139,0.0,0.0,1.186,?,0.0,0.0,0.0,2.024,-0.025,0.0,10.624,3.412,0.0,0.0,0.0,0.0,3.394,2.517,0.0,7.788,0.0,0.0,1
?,?,0.0,0.0,0.0,?,0.0,30.8,6.0,3.0,?,?,3.517,1.907,?,13.0,0.989,?,0.0,?,1.169,0.0,0.0,0.0,0.0,2.314,0.001,?,11.278,3.598,0.0,0.0,0.0,?,3.503,?,?,8.269,0.0,?,1
4.446,3.6985,0.0,0.0,0.0,0.0,?,30.0,?,?,0.0,?,3.192,?,9.523,?,?,1.146,0.0,0.0,1.116,0.0,0.0,0.0,?,2.061,?,0.0,?,3.132,0.0,?,0.0,0.0,?,3.133,0.0,8.008,?,0.0,1
?,3.5866,0.0,0.0,0.0,0.0,0.0,31.8,2.0,?,?,-0.328,3.699,?,9.956,8.0,0.995,?,?,?,1.164,0.0,0.0,?,?,2.08,0.0,?,22.47,?,?,0.0,0.0,0.0,3.393,2.407,?,?,?,0.0,?
4.527,3.7942,0.0,?,0.0,?,?,32.5,4.0,4.0,0.0,-0.117,4.14,3.427,10.56,?,0.981,?,0.0,?,1.184,0.0,0.0,0.0,?,2.13,0.0,0.0,?,?,?,?,?,?,?,2.086,?,8.693,?,?,1
4.347,?,0.0,0.0,?,?,?,33.3,?,?,0.0,?,?,3.309,9.933,?,0.975,?,0.0,?,1.202,0.0,0.0,0.0,?,2.019,?,0.0,?,8.395,0.0,0.0,?,0.0,3.358,?,0.0,8.298,0.0,0.0,1
?,3.8122,?,0.0,?,0.0,0.0,?,1.0,?,?,-0.759,2.723,?,9.184,4.0,1.025,1.139,0.0,0.0,1.179,0.0,?,0.0,0.0,2.0,-0.258,0.0,?,1.521,0.0,0.0,0.0,1.0,?,?,0.0,7.676,0.0,0.0,1
4.629,?,0.0,?,0.0,0.0,?,33.3,1.0,2.0,?,?,?,1.379,9.312,5.0,1.013,1.139,0.0,0.0,1.189,0.0,0.0,?,0.0,?,0.149,0.0,10.19,?,0.0,0.0,?,0.0,?,2.976,?,?,0.0,0.0,?
4.655,2.409,0.0,?,0.0,?,?,35.0,1.0,?,0.0,?,3.204,2.182,?,?,1.02,1.135,?,?,?,1.0,?,0.0,0.0,?,?,?,?,2.989,0.0,?,?,0.0,?,?,0.0,8.185,0.0,0.0,?
?,?,0.0,0.0,0.0,0.0,0.0,?,?,3.0,0.0,-0.104,?,1.837,9.467,?,1.021,1.142,?,?,1.149,0.0,?,?,?,2.084,0.049,?,10.469,2.732,?,?,0.0,1.0,?,3.093,0.0,7.886,?,0.0,1
4.646,3.9619,?,0.0,0.0,0.0,0.0,?,?,?,?,-0.189,?,2.587,10.202,10.0,1.017,1.137,?,0.0,1.184,?,?,?,0.0,2.107,0.0,0.0,?,6.086,?,0.0,0.0,0.0,?,2.775,?,?,?,?,?
?,?,0.0,?,0.0,?,0.0,33.3,?,?,0.0,?,3.37,?,9.651,6.0,1.025,?,0.0,?,1.158,0.0,?,?,?,2.085,-0.008,0.0,21.27,?,0.0,?,?,0.0,3.534,?,0.0,8.196,?,0.0,?
?,3.7287,?,0.0,0.0,?,0.0,?,?,?,0.0,?,?,0.918,?,0.0,?,1.142,0.0,?,1.19,0.0,0.0,0.0,?,?,-0.271,0.0,9.435,1.521,?,0.0,0.0,1.0,?,4.037,0.0,8.593,0.0,?,1
5.206,3.3847,?,?,?,0.0,0.0,30.8,?,?,?,-0.947,3.713,?,10.416,?,0.979,1.145,?,0.0,?,0.0,0.0,0.0,0.0,?,?,0.0,?,6.77,?,?,2.0,0.0,?,?,1.0,?,0.0,?,?
?,3.8787,?,?,?,?,0.0,?,0.0,4.0,1.0,-2.498,?,?,9.666,?,1.066,?,0.0,0.0,1.078,0.0,?,?,?,2.117,0.052,0.0,?,?,0.0,0.0,2.0,4.0,?,4.019,1.0,?,0.0,?,?
4.17,3.6206,0.0,0.0,?,?,0.0,28.6,0.0,?,0.0,?,?,?,8.597,0.0,1.124,?,?,?,1.095,?,0.0,?,?,?,?,0.0,17.905,1.542,?,0.0,0.0,?,3.427,?,0.0,7.521,?,?,?
?,3.3376,0.0,?,0.0,0.0,0.0,?,?,2.0,?,?,2.774,?,?,2.0,?,?,?,0.0,?,0.0,?,?,0.0,1.902,-0.277,0.0,9.377,2.052,?,?,1.0,1.0,?,?,1.0,?,0.0,?,?
?,3.5794,0.0,?,1.0,?,?,?,1.0,3.0,3.0,-0.919,3.965,3.189,10.627,2.0,0.985,1.147,0.0,?,1.18,?,?,?,0.0,?,?,?,22.35,8.266,?,?,?,?,3.473,2.306,2.0,8.611,?,?,1
4.17,?,?,0.0,0.0,0.0,0.0,26.7,?,1.0,?,0.0,?,0.971,8.597,2.0,0.983,?,0.0,0.0,?,0.0,0.0,?,0.0,1.848,?,0.0,0.0,?,0.0,0.0,0.0,1.0,3.0,2.567,0.0,6.683,?,?,?
5.175,?,?,0.0,0.0,1.0,0.0,29.6,3.0,3.0,?,?,?,?,10.165,3.0,1.002,1.146,0.0,?,1.146,?,0.0,?,?,2.175,0.014,0.0,10.355,?,0.0,?,?,0.0,3.389,?,?,?,0.0,?,1
4.642,?,0.0,?,0.0,?,2.0,42.1,?,?,?,0.0,3.093,1.187,9.631,2.0,0.987,1.12,0.0,0.0,?,1.0,0.0,0.0,?,2.2,?,0.0,0.0,1.487,0.0,?,0.0,1.0,3.639,2.315,0.0,8.009,0.0,0.0,?
4.607,?,?,0.0,0.0,0.0,2.0,42.1,1.0,?,0.0,?,3.093,1.187,9.631,?,?,1.12,?,?,1.242,1.0,0.0,0.0,0.0,2.194,-0.024,0.0,0.0,1.544,0.0,?,0.0,?,3.635,2.315,?,?,?,0.0,?
4.807,3.2486,?,0.0,0.0,0.0,?,42.1,2.0,?,?,0.0,3.1,?,9.833,?,0.987,1.12,0.0,?,1.272,?,?,?,0.0,2.246,?,0.0,0.0,1.06,?,1.0,0.0,?,?,2.333,0.0,8.114,0.0,0.0,1
4.828,?,?,0.0,0.0,0.0,2.0,40.0,0.0,2.0,0.0,0.0,3.203,?,?,?,1.004,?,?,0.0,?,?,0.0,0.0,0.0,2.247,0.014,0.0,?,1.436,0.0,?,0.0,0.0,3.677,2.233,0.0,8.114,0.0,0.0,?
4.543,?,0.0,?,?,0.0,?,?,?,2.0,?,?,?,1.705,?,?,1.003,?,0.0,?,1.241,1.0,?,?,0.0,2.166,-0.008,0.0,10.395,?,0.0,?,0.0,0.0,?,2.485,?,8.245,?,0.0,?
4.521,?,0.0,0.0,0.0,?,1.0,45.0,1.0,1.0,?,0.0,?,1.661,9.466,?,0.987,?,0.0,?,1.268,1.0,0.0,0.0,0.0,2.154,0.014,?,?,?,0.0,?,0.0,1.0,3.587,2.317,0.0,8.061,?,0.0,1
?,?,0.0,0.0,?,?,?,46.7,0.0,?,0.0,?,?,?,9.631,4.0,1.02,?,?,?,1.253,1.0,?,?,0.0,?,?,0.0,?,?,0.0,1.0,0.0,1.0,?,?,?,8.143,0.0,0.0,?
?,3.3599,0.0,?,?,?,3.0,?,0.0,?,?,?,?,1.273,9.967,6.0,1.027,?,?,?,?,1.0,0.0,0.0,0.0,2.283,?,0.0,?,1.568,?,?,0.0,?,3.743,2.864,0.0,8.33,0.0,0.0,?
4.923,?,?,0.0,0.0,0.0,2.0,44.4,1.0,2.0,0.0,-0.863,?,?,9.911,4.0,1.011,?,0.0,0.0,1.248,?,0.0,?,0.0,2.267,0.014,0.0,?,1.563,0.0,0.0,0.0,?,3.73,2.8,0.0,8.28,?,0.0,?
?,3.3983,?,0.0,?,?,2.0,?,0.0,4.0,0.0,-1.1,?,1.59,10.257,10.0,1.03,1.121,?,?,?,1.0,0.0,0.0,0.0,2.343,0.001,0.0,?,?,0.0,?,0.0,0.0,3.793,2.833,0.0,8.593,?,0.0,?
5.074,?,0.0,?,?,?,?,38.1,4.0,4.0,?,-0.98,?,2.066,?,14.0,?,1.129,?,0.0,1.215,?,0.0,?,0.0,2.354,?,?,23.965,3.873,0.0,?,?,?,?,?,0.0,?,?,0.0,1
4.914,3.2253,0.0,0.0,0.0,0.0,2.0,41.7,?,?,0.0,?,?,?,10.236,10.0,1.03,1.121,?,0.0,1.202,?,0.0,?,0.0,?,0.001,?,?,2.465,0.0,0.0,?,?,?,?,0.0,8.591,2.0,?,1
5.047,2.7377,0.0,?,?,0.0,3.0,50.0,0.0,5.0,?,?,3.634,1.06,10.531,12.0,?,?,0.0,?,1.211,3.0,0.0,0.0,0.0,2.454,-0.001,0.0,?,1.75,?,?,?,1.0,?,3.321,0.0,?,?,?,1
4.793,?,?,?,?,0.0,2.0,50.0,0.0,2.0,0.0,?,3.699,?,10.239,7.0,0.998,?,0.0,?,1.28,2.0,?,0.0,?,?,0.0,0.0,?,?,0.0,0.0,0.0,0.0,3.681,?,0.0,8.7,?,0.0,?
4.77,3.1445,?,0.0,0.0,0.0,2.0,?,0.0,?,0.0,?,3.261,?,9.882,6.0,?,1.117,?,?,1.207,1.0,?,0.0,0.0,2.236,?,0.0,10.231,?,0.0,?,?,2.0,?,3.2,?,?,?,0.0,?
5.313,3.4571,1.0,?,0.0,?,2.0,35.3,?,4.0,?,?,3.509,1.16,10.388,8.0,1.061,?,0.0,0.0,?,1.0,?,0.0,0.0,?,?,0.0,?,1.833,0.0,?,0.0,2.0,4.735,?,0.0,9.513,?,0.0,?
?,2.5385,0.0,?,?,?,0.0,38.5,3.0,?,0.0,3.12,?,?,?,0.0,0.964,?,?,0.0,?,?,0.0,0.0,0.0,2.236,?,0.0,0.0,?,0.0,0.0,0.0,?,3.521,?,?,?,?,0.0,?
?,?,0.0,?,0.0,0.0,0.0,?,?,1.0,0.0,0.0,2.755,0.802,?,2.0,0.98,?,?,0.0,1.149,1.0,0.0,?,0.0,2.101,-0.066,?,0.0,?,0.0,0.0,?,?,3.159,2.119,0.0,7.119,?,0.0,1
?,2.5866,?,0.0,?,?,0.0,?,2.0,2.0,0.0,-0.135,?,1.455,9.928,4.0,0.99,?,0.0,?,?,1.0,0.0,?,0.0,?,-0.007,0.0,10.635,2.209,?,?,0.0,?,?,2.258,?,7.93,0.0,0.0,1
?,?,1.0,0.0,?,?,?,47.4,0.0,?,?,0.0,4.133,0.393,10.867,15.0,1.009,?,?,0.0,1.3,?,0.0,0.0,0.0,2.37,0.0,0.0,13.055,2.694,0.0,?,0.0,0.0,?,?,?,9.576,?,0.0,1
?,3.0422,0.0,0.0,0.0,0.0,2.0,47.1,1.0,1.0,0.0,0.0,3.127,?,?,2.0,0.992,?,?,?,1.299,1.0,?,0.0,0.0,2.194,-0.025,?,10.118,?,?,0.0,0.0,?,3.651,2.481,0.0,8.116,?,?,1
5.814,2.4937,0.0,?,?,2.0,0.0,37.0,3.0,1.0,?,?,3.256,?,?,4.0,0.978,?,0.0,0.0,1.254,3.0,?,0.0,0.0,2.62,0.003,?,11.573,0.811,1.0,0.0,?,?,3.756,2.091,0.0,8.196,?,?,1
5.637,?,?,?,?,1.0,0.0,38.5,3.0,?,0.0,1.646,3.144,?,?,0.0,0.964,1.128,?,0.0,1.267,3.0,0.0,0.0,0.0,2.554,-0.006,0.0,0.0,?,2.0,?,?,?,3.676,1.658,0.0,8.065,0.0,?,?
?,?,0.0,?,0.0,2.0,?,?,3.0,?,0.0,0.0,3.227,?,?,4.0,0.975,1.136,0.0,0.0,1.223,?,?,?,0.0,?,?,0.0,0.0,0.811,?,0.0,0.0,1.0,?,1.97,?,?,?,0.0,?
4.732,?,0.0,0.0,0.0,?,0.0,40.0,0.0,?,?,0.417,2.767,0.959,?,?,1.042,?,0.0,?,1.208,1.0,0.0,0.0,?,2.236,0.145,0.0,9.827,1.138,0.0,0.0,0.0,0.0,3.603,?,0.0,7.829,?,0.0,1
?,2.7291,0.0,0.0,0.0,0.0,2.0,50.0,?,?,0.0,-0.199,?,?,?,5.0,1.019,?,0.0,?,1.266,3.0,0.0,0.0,0.0,2.376,-0.008,0.0,?,?,0.0,0.0,?,?,?,?,0.0,8.33,1.0,?,?
?,?,0.0,0.0,?,?,0.0,?,0.0,2.0,0.0,0.0,2.935,1.203,9.209,1.0,1.038,?,?,0.0,?,?,?,0.0,0.0,2.152,?,0.0,?,1.496,0.0,?,0.0,0.0,?,?,?,8.002,0.0,0.0,1
4.414,?,?,0.0,?,0.0,0.0,?,?,2.0,0.0,?,2.789,1.203,9.209,1.0,1.004,1.147,?,0.0,?,1.0,?,0.0,0.0,2.152,?,?,0.0,1.496,?,0.0,0.0,?,3.238,2.405,?,7.243,?,?,?
4.982,2.8025,?,0.0,2.0,?,2.0,?,?,2.0,?,-0.601,3.38,?,?,6.0,?,1.109,0.0,0.0,?,?,?,?,0.0,?,0.004,0.0,?,1.027,0.0,0.0,2.0,?,3.853,2.833,1.0,?,?,?,?
4.651,2.7156,0.0,0.0,?,0.0,0.0,?,?,1.0,?,?,2.826,0.917,?,3.0,0.998,1.148,?,0.0,?,?,0.0,0.0,0.0,2.214,-0.074,?,10.5,0.918,?,?,?,?,3.482,2.452,?,7.624,?,0.0,1
4.802,3.0226,?,0.0,?,0.0,?,?,0.0,?,2.0,?,3.174,0.0,9.805,0.0,0.985,?,?,0.0,?,?,?,0.0,1.0,2.323,?,?,0.0,?,0.0,?,?,?,3.868,1.981,1.0,?,0.0,0.0,?
?,3.2947,1.0,0.0,?,?,?,?,?,3.0,?,?,?,?,9.968,4.0,?,1.138,?,0.0,1.188,1.0,?,0.0,?,?,-0.081,0.0,20.417,0.939,0.0,?,0.0,0.0,?,?,0.0,?,?,0.0,?
4.826,2.731,0.0,0.0,?,0.0,0.0,25.0,?,3.0,9.0,0.0,3.525,1.654,?,?,?,1.163,?,0.0,1.12,1.0,?,?,0.0,2.303,-0.001,0.0,0.0,1.916,?,0.0,3.0,?,3.396,2.5,3.0,?,?,0.0,?
4.829,2.9046,?,0.0,1.0,?,?,39.3,?,3.0,2.0,?,3.786,1.875,10.281,6.0,?,?,0.0,?,?,1.0,0.0,?,?,?,?,0.0,22.271,?,?,1.0,?,1.0,3.74,?,?,8.888,1.0,?,?
?,?,?,?,?,0.0,0.0,23.5,?,11.0,?,?,?,?,11.509,?,?,1.155,?,0.0,?,2.0,?,0.0,0.0,?,?,0.0,?,5.533,0.0,?,4.0,5.0,4.61,3.182,?,?,0.0,?,1
4.739,2.6454,0.0,0.0,?,?,?,39.1,0.0,?,?,-0.959,3.394,?,?,2.0,?,1.13,0.0,?,1.218,1.0,0.0,0.0,?,2.212,?,?,?,?,?,0.0,?,?,?,2.764,?,8.319,?,?,1
4.659,?,2.0,0.0,0.0,0.0,0.0,23.1,0.0,4.0,?,?,3.714,?,10.094,4.0,1.042,1.144,?,0.0,1.174,0.0,0.0,?,?,?,-0.002,?,?,?,?,?,?,6.0,?,3.333,?,?,?,0.0,?
3.975,2.8897,?,0.0,0.0,0.0,0.0,32.3,?,0.0,?,?,?,?,9.707,0.0,?,?,0.0,0.0,?,0.0,0.0,?,?,?,?,?,0.0,8.122,?,0.0,0.0,0.0,2.994,1.55,0.0,7.896,0.0,0.0,?
