@relation dataset

@attribute v1 real
@attribute v2 real
@attribute v3 real
@attribute v4 real
@attribute v5 real
@attribute v6 real
@attribute v7 real
@attribute v8 real
@attribute v9 real
@attribute v10 real
@attribute v11 real
@attribute v12 real
@attribute v13 real
@attribute v14 real
@attribute v15 real
@attribute v16 real
@attribute v17 real
@attribute v18 real
@attribute v20 {0.0, 1.0, 2.0, 3.0}
@attribute v21 {0.0, 1.0, 2.0, 3.0}
@attribute v22 real
@attribute v23 real
@attribute v24 {0.0, 1.0}
@attribute v25 {0.0, 1.0}
@attribute v26 {0.0, 1.0, 2.0, 3.0}
@attribute v27 real
@attribute v28 real
@attribute v29 {0.0, 1.0}
@attribute v30 real
@attribute v31 real
@attribute v32 real
@attribute v33 real
@attribute v34 real
@attribute v35 real
@attribute v36 real
@attribute v37 real
@attribute v38 real
@attribute v39 real
@attribute v40 {0.0, 1.0, 2.0, 3.0, 4.0}
@attribute v41 real
@attribute class {0, 1}


@data
4.17,3.4453,0.0,0.0,0.0,?,?,27.3,1.0,2.0,0.0,-0.245,2.512,0.971,8.597,1.0,?,1.151,0.0,?,1.112,?,?,0.0,0.0,1.848,0.425,?,?,1.542,0.0,0.0,0.0,0.0,?,3.233,0.0,?,?,0.0,?
?,?,?,0.0,?,?,0.0,28.6,2.0,?,?,-0.211,2.662,1.459,8.755,?,1.014,1.149,0.0,0.0,1.138,?,0.0,?,0.0,1.902,-0.249,0.0,9.822,2.052,0.0,0.0,0.0,0.0,?,2.944,0.0,7.382,0.0,0.0,1
?,3.7074,0.0,?,?,0.0,?,33.3,1.0,?,0.0,-0.329,2.713,1.459,8.755,1.0,1.025,?,0.0,?,?,0.0,0.0,0.0,0.0,?,-0.263,0.0,9.75,?,?,0.0,0.0,0.0,3.38,3.194,0.0,?,0.0,?,1
4.233,3.4039,?,?,0.0,0.0,0.0,27.8,1.0,3.0,?,-0.262,?,1.906,9.011,1.0,1.022,1.15,0.0,?,1.119,0.0,0.0,0.0,0.0,1.95,?,?,?,2.999,0.0,?,?,0.0,3.349,?,0.0,?,0.0,0.0,1
?,?,0.0,?,0.0,0.0,?,?,?,2.0,?,-0.241,?,?,8.944,?,1.013,1.139,?,0.0,1.164,0.0,?,?,?,1.97,?,?,10.118,2.195,0.0,0.0,?,0.0,3.39,2.952,0.0,7.596,0.0,0.0,1
4.372,3.3652,0.0,0.0,?,0.0,?,?,?,?,0.0,?,3.139,2.246,?,?,0.993,1.139,0.0,?,1.186,?,?,?,0.0,2.024,?,0.0,10.624,3.412,0.0,0.0,0.0,0.0,3.394,2.517,0.0,?,?,?,1
5.392,4.5881,?,?,0.0,1.0,0.0,30.8,?,?,?,-0.209,3.517,?,10.633,?,0.989,1.144,?,0.0,?,0.0,0.0,0.0,0.0,2.314,0.001,0.0,11.278,3.598,?,0.0,0.0,1.0,3.503,?,0.0,8.269,0.0,?,?
4.446,?,?,0.0,0.0,0.0,0.0,?,0.0,?,0.0,?,3.192,1.922,?,?,1.036,1.146,?,?,1.116,0.0,0.0,0.0,?,?,?,0.0,?,?,?,0.0,?,0.0,?,3.133,0.0,?,0.0,0.0,?
?,3.5866,0.0,?,0.0,0.0,0.0,31.8,2.0,?,?,?,?,2.948,?,8.0,0.995,1.142,?,?,?,?,0.0,?,?,2.08,0.0,0.0,22.47,6.131,0.0,?,0.0,?,?,?,0.0,?,?,0.0,?
4.527,3.7942,0.0,0.0,0.0,?,?,32.5,4.0,?,?,-0.117,?,3.427,10.56,10.0,?,1.14,0.0,0.0,?,0.0,0.0,0.0,0.0,2.13,0.0,0.0,?,?,0.0,?,0.0,0.0,?,2.086,0.0,?,0.0,?,1
?,3.1269,?,?,?,0.0,0.0,33.3,?,?,0.0,-0.076,3.809,3.309,9.933,3.0,0.975,?,0.0,?,1.202,0.0,0.0,0.0,0.0,?,?,?,10.914,8.395,0.0,0.0,0.0,?,3.358,?,?,?,0.0,0.0,?
4.562,?,?,0.0,0.0,0.0,0.0,33.3,1.0,?,?,-0.759,2.723,0.918,?,?,?,1.139,?,0.0,1.179,?,0.0,0.0,?,2.0,-0.258,?,9.6,?,0.0,0.0,?,1.0,?,3.556,0.0,7.676,?,0.0,1
4.629,?,?,0.0,0.0,?,?,33.3,1.0,2.0,0.0,?,2.847,?,?,?,?,1.139,0.0,0.0,?,0.0,?,0.0,0.0,2.053,0.149,0.0,10.19,1.776,0.0,?,0.0,?,3.523,?,0.0,7.747,0.0,?,1
4.655,2.409,?,0.0,?,0.0,?,?,?,3.0,0.0,0.094,?,2.182,9.765,?,1.02,1.135,0.0,?,1.157,1.0,?,?,0.0,2.256,?,?,10.698,2.989,0.0,?,0.0,0.0,?,2.667,0.0,8.185,0.0,?,1
4.644,3.9071,0.0,0.0,0.0,0.0,0.0,?,2.0,?,0.0,?,3.082,?,9.467,5.0,1.021,1.142,?,0.0,?,0.0,0.0,0.0,0.0,2.084,?,0.0,10.469,?,?,?,?,1.0,?,3.093,?,7.886,0.0,0.0,1
4.646,?,0.0,?,?,0.0,?,34.3,?,?,0.0,-0.189,3.707,2.587,?,?,?,1.137,0.0,?,1.184,?,?,?,?,2.107,0.0,0.0,?,6.086,?,0.0,0.0,?,3.535,?,0.0,?,?,0.0,1
4.468,4.1984,0.0,0.0,?,0.0,0.0,?,2.0,?,0.0,?,3.37,2.252,9.651,6.0,?,?,?,0.0,1.158,?,0.0,0.0,0.0,2.085,?,?,?,?,0.0,0.0,0.0,0.0,3.534,?,0.0,?,?,?,?
4.562,3.7287,2.0,0.0,0.0,?,?,25.0,?,2.0,?,-1.21,3.184,0.918,?,0.0,?,1.142,?,0.0,1.19,0.0,?,0.0,?,2.0,?,?,9.435,1.521,0.0,0.0,?,1.0,?,4.037,?,8.593,0.0,2.0,?
5.206,?,?,?,1.0,0.0,0.0,30.8,1.0,2.0,1.0,-0.947,3.713,2.9,10.416,0.0,?,?,?,?,1.187,0.0,0.0,0.0,0.0,?,0.0,?,10.57,6.77,0.0,0.0,?,0.0,3.47,2.167,?,8.295,0.0,?,1
4.691,3.8787,?,0.0,?,?,0.0,25.0,0.0,?,1.0,-2.498,3.125,?,9.666,4.0,?,?,?,?,1.078,0.0,?,?,0.0,?,0.052,0.0,19.617,?,0.0,?,?,?,3.483,4.019,1.0,8.015,0.0,0.0,?
4.17,?,?,0.0,?,?,0.0,28.6,0.0,?,?,?,2.612,0.971,?,0.0,?,1.149,?,?,?,0.0,?,?,?,?,?,?,17.905,1.542,0.0,0.0,?,1.0,3.427,4.733,?,7.521,0.0,0.0,?
?,?,0.0,0.0,?,0.0,0.0,33.3,0.0,?,?,-1.072,?,1.459,?,2.0,1.071,1.148,0.0,?,?,0.0,0.0,0.0,0.0,1.902,?,0.0,?,2.052,?,?,1.0,1.0,?,4.111,1.0,7.746,0.0,0.0,1
?,?,0.0,0.0,?,0.0,0.0,30.6,1.0,?,?,?,3.965,?,?,?,?,1.147,0.0,0.0,?,0.0,0.0,?,0.0,?,0.0,0.0,?,?,0.0,?,4.0,1.0,?,?,2.0,?,0.0,?,1
4.17,?,0.0,0.0,0.0,?,0.0,26.7,3.0,?,?,?,?,?,8.597,2.0,?,1.152,0.0,0.0,?,?,?,0.0,?,1.848,0.342,?,0.0,1.542,0.0,0.0,0.0,1.0,3.0,2.567,0.0,6.683,0.0,0.0,?
?,3.9016,?,0.0,?,1.0,0.0,?,?,3.0,?,?,3.227,1.859,?,?,1.002,1.146,?,?,1.146,0.0,?,0.0,?,2.175,0.014,?,10.355,3.341,?,0.0,0.0,?,3.389,2.538,0.0,7.979,?,0.0,?
?,3.0034,0.0,?,?,0.0,?,?,1.0,1.0,0.0,0.0,?,1.187,?,?,0.987,?,0.0,0.0,?,?,0.0,0.0,?,2.2,-0.024,0.0,0.0,1.487,?,?,0.0,1.0,3.639,2.315,?,8.009,?,0.0,?
4.607,?,0.0,?,0.0,?,2.0,42.1,?,?,0.0,?,?,1.187,9.631,2.0,0.987,?,?,?,?,1.0,?,?,0.0,?,?,?,?,1.544,0.0,1.0,0.0,?,3.635,2.315,0.0,?,?,0.0,1
?,?,0.0,?,?,0.0,3.0,42.1,?,1.0,?,0.0,3.1,?,9.833,?,0.987,1.12,0.0,0.0,1.272,?,?,0.0,0.0,2.246,?,0.0,0.0,1.06,0.0,1.0,0.0,?,?,2.333,0.0,8.114,0.0,?,?
?,3.3386,0.0,?,0.0,0.0,?,40.0,0.0,?,0.0,?,3.203,?,?,?,1.004,1.125,?,0.0,?,?,0.0,0.0,0.0,?,0.014,0.0,0.0,?,0.0,2.0,0.0,0.0,3.677,?,?,?,?,0.0,?
?,2.7023,0.0,?,0.0,0.0,1.0,42.9,?,2.0,0.0,-0.242,3.309,?,9.722,3.0,?,?,0.0,?,1.241,1.0,0.0,?,0.0,?,?,0.0,10.395,?,?,0.0,?,0.0,?,?,0.0,?,0.0,?,1
4.521,2.7124,0.0,0.0,?,?,?,45.0,1.0,1.0,0.0,?,?,1.661,9.466,1.0,0.987,1.114,0.0,0.0,1.268,1.0,?,?,?,?,?,?,0.0,2.593,0.0,0.0,0.0,1.0,?,?,0.0,8.061,0.0,0.0,1
4.607,?,?,0.0,0.0,0.0,2.0,46.7,?,2.0,0.0,0.0,3.151,1.187,?,?,1.02,1.111,0.0,?,1.253,1.0,0.0,?,?,2.194,-0.026,0.0,?,1.544,0.0,1.0,0.0,1.0,?,?,0.0,?,0.0,0.0,?
?,?,0.0,0.0,0.0,?,3.0,?,0.0,3.0,0.0,?,?,1.273,?,6.0,?,1.12,0.0,0.0,?,?,0.0,0.0,0.0,?,?,0.0,10.249,1.568,?,2.0,?,?,?,2.864,?,8.33,?,0.0,?
4.923,?,?,?,0.0,0.0,?,44.4,1.0,2.0,?,?,?,?,9.911,?,1.011,1.116,0.0,0.0,1.248,1.0,0.0,0.0,0.0,2.267,0.014,0.0,10.422,1.563,0.0,0.0,0.0,1.0,?,2.8,0.0,8.28,?,0.0,1
5.068,3.3983,0.0,0.0,0.0,0.0,2.0,?,0.0,?,0.0,-1.1,?,?,10.257,?,1.03,1.121,0.0,0.0,?,1.0,0.0,?,0.0,?,0.001,0.0,?,2.147,?,0.0,0.0,?,?,2.833,0.0,8.593,?,?,1
5.074,3.092,?,0.0,?,0.0,2.0,38.1,4.0,4.0,0.0,?,3.869,?,?,14.0,1.001,?,?,?,1.215,1.0,0.0,0.0,0.0,2.354,0.0,0.0,23.965,?,?,0.0,0.0,0.0,?,?,?,8.789,2.0,0.0,1
?,?,?,0.0,?,0.0,?,?,0.0,?,?,-0.952,3.571,?,10.236,10.0,1.03,?,0.0,?,?,1.0,?,0.0,0.0,2.307,0.001,0.0,22.204,2.465,?,?,?,?,?,2.833,0.0,8.591,2.0,0.0,1
5.047,2.7377,?,0.0,?,0.0,?,?,?,5.0,0.0,-2.685,?,1.06,?,?,1.078,1.104,0.0,0.0,1.211,?,0.0,0.0,0.0,?,?,0.0,32.533,?,0.0,0.0,0.0,?,?,?,?,?,2.0,0.0,1
4.793,?,?,?,0.0,0.0,2.0,?,?,2.0,?,?,3.699,?,10.239,7.0,0.998,1.104,0.0,?,?,2.0,0.0,0.0,0.0,?,0.0,?,11.596,?,0.0,0.0,0.0,0.0,3.681,2.313,0.0,?,?,0.0,1
4.77,3.1445,0.0,?,?,?,?,43.8,0.0,3.0,?,?,?,?,9.882,6.0,1.04,?,?,?,1.207,1.0,0.0,?,0.0,?,0.015,?,?,?,0.0,1.0,0.0,?,?,?,?,8.3,0.0,?,1
5.313,3.4571,?,0.0,0.0,?,2.0,35.3,?,4.0,0.0,0.0,?,1.16,10.388,?,1.061,?,?,0.0,?,1.0,0.0,0.0,0.0,2.311,?,?,?,1.833,0.0,2.0,0.0,2.0,4.735,3.477,?,?,0.0,0.0,1
4.77,2.5385,0.0,0.0,0.0,?,0.0,38.5,3.0,?,0.0,3.12,?,?,9.882,0.0,0.964,?,?,0.0,1.274,1.0,0.0,0.0,?,2.236,0.012,0.0,?,1.74,0.0,0.0,0.0,0.0,3.521,1.767,?,7.934,?,?,1
?,2.18,0.0,?,0.0,0.0,0.0,?,?,1.0,?,0.0,2.755,0.802,9.183,2.0,?,1.142,0.0,0.0,?,1.0,0.0,0.0,0.0,2.101,-0.066,?,0.0,0.975,0.0,?,0.0,1.0,?,2.119,?,?,0.0,0.0,?
4.821,2.5866,0.0,0.0,?,0.0,?,33.3,2.0,?,0.0,?,3.232,1.455,?,?,0.99,?,0.0,?,1.189,1.0,0.0,0.0,?,?,-0.007,?,?,?,?,?,0.0,0.0,3.434,?,?,?,0.0,?,?
5.331,?,1.0,?,0.0,0.0,3.0,?,0.0,4.0,0.0,0.0,4.133,0.393,10.867,?,?,1.102,0.0,?,1.3,3.0,?,?,0.0,?,0.0,0.0,13.055,?,0.0,3.0,0.0,0.0,?,2.318,0.0,9.576,?,0.0,?
4.607,?,0.0,0.0,?,?,?,47.1,1.0,?,0.0,0.0,3.127,?,?,2.0,?,1.11,?,?,1.299,?,?,?,0.0,2.194,?,?,?,1.544,0.0,?,0.0,0.0,3.651,2.481,?,?,0.0,0.0,1
?,2.4937,?,0.0,0.0,?,0.0,37.0,?,?,0.0,?,3.256,0.845,?,?,0.978,?,0.0,0.0,1.254,?,0.0,0.0,?,2.62,0.003,0.0,?,?,1.0,0.0,0.0,0.0,3.756,?,0.0,8.196,0.0,?,?
?,2.2966,0.0,?,?,1.0,0.0,?,?,0.0,0.0,?,3.144,0.853,?,?,0.964,1.128,?,?,1.267,3.0,0.0,?,0.0,?,-0.006,0.0,0.0,0.986,?,?,?,?,?,?,?,8.065,?,0.0,?
5.814,?,0.0,?,?,?,0.0,?,3.0,?,0.0,0.0,3.227,0.845,10.926,?,0.975,1.136,0.0,?,1.223,?,?,?,0.0,?,0.003,?,0.0,0.811,?,0.0,0.0,1.0,?,1.97,?,?,0.0,?,1
4.732,?,?,?,0.0,?,0.0,40.0,?,2.0,?,?,2.767,0.959,9.464,1.0,1.042,1.125,?,?,1.208,1.0,0.0,0.0,?,?,0.145,?,9.827,?,0.0,?,?,0.0,?,3.056,?,?,0.0,0.0,?
4.923,?,?,0.0,?,0.0,2.0,50.0,0.0,2.0,?,?,3.266,0.664,10.037,?,?,1.104,0.0,0.0,?,3.0,?,0.0,0.0,?,-0.008,0.0,10.843,?,0.0,0.0,0.0,?,3.783,2.5,?,8.33,?,0.0,?
?,3.2274,0.0,?,0.0,0.0,?,?,0.0,2.0,?,0.0,2.935,?,?,1.0,1.038,1.114,0.0,0.0,1.296,1.0,0.0,0.0,0.0,?,-0.085,?,9.774,1.496,?,?,?,0.0,3.67,?,0.0,8.002,0.0,0.0,?
4.414,2.3717,0.0,0.0,0.0,?,?,29.4,1.0,2.0,0.0,0.0,?,1.203,9.209,1.0,1.004,1.147,0.0,?,1.141,?,0.0,?,0.0,2.152,-0.074,?,0.0,1.496,?,?,?,?,3.238,2.405,?,?,?,?,1
4.982,?,?,0.0,?,0.0,?,?,?,2.0,2.0,?,?,?,10.226,?,1.033,1.109,?,0.0,1.261,3.0,0.0,0.0,0.0,?,0.004,?,?,1.027,0.0,0.0,2.0,?,3.853,2.833,?,8.508,0.0,0.0,?
4.651,2.7156,0.0,?,?,0.0,0.0,31.3,?,?,0.0,0.292,?,?,?,3.0,0.998,1.148,?,?,?,?,0.0,0.0,?,2.214,?,0.0,10.5,0.918,?,0.0,2.0,?,3.482,2.452,1.0,7.624,?,0.0,1
4.802,3.0226,0.0,0.0,1.0,0.0,2.0,50.0,0.0,?,?,?,3.174,0.0,9.805,?,0.985,?,?,0.0,1.359,3.0,0.0,0.0,?,2.323,0.013,?,0.0,0.95,?,?,?,?,3.868,1.981,1.0,8.357,0.0,0.0,1
5.164,3.2947,?,?,0.0,0.0,0.0,?,0.0,3.0,0.0,0.0,3.108,?,?,?,1.055,1.138,0.0,?,1.188,?,0.0,0.0,0.0,2.256,-0.081,0.0,20.417,?,0.0,0.0,?,?,?,3.274,0.0,?,0.0,0.0,1
4.826,2.731,?,0.0,6.0,0.0,?,25.0,?,3.0,?,0.0,3.525,1.654,?,?,1.007,1.163,0.0,?,?,?,0.0,0.0,?,?,-0.001,?,?,1.916,?,?,3.0,?,3.396,2.5,3.0,?,0.0,0.0,1
4.829,?,1.0,0.0,1.0,0.0,?,39.3,2.0,3.0,2.0,-0.664,3.786,?,10.281,6.0,?,?,?,0.0,1.227,?,?,0.0,?,2.284,0.0,?,?,3.31,?,?,?,1.0,3.74,2.736,1.0,?,1.0,1.0,?
?,?,?,?,?,?,?,?,0.0,?,7.0,-0.945,?,1.871,?,12.0,1.055,1.155,?,?,1.154,2.0,?,?,?,2.466,0.0,0.0,?,5.533,0.0,?,?,?,?,3.182,?,9.993,0.0,?,1
?,2.6454,0.0,0.0,2.0,?,?,39.1,0.0,?,1.0,?,3.394,?,9.972,2.0,?,?,0.0,?,1.218,1.0,0.0,0.0,?,?,0.004,?,10.379,?,?,0.0,2.0,?,3.585,2.764,1.0,?,0.0,?,1
?,3.7176,2.0,0.0,0.0,0.0,0.0,?,?,?,0.0,?,3.714,2.128,10.094,?,1.042,1.144,0.0,?,1.174,0.0,0.0,0.0,0.0,2.125,?,0.0,20.538,4.56,?,?,4.0,6.0,4.061,3.333,?,8.992,0.0,?,?
3.975,2.8897,0.0,?,0.0,0.0,0.0,?,?,?,?,0.0,3.699,3.322,9.707,0.0,?,1.141,0.0,0.0,1.209,0.0,?,0.0,0.0,1.978,0.0,0.0,0.0,?,0.0,0.0,0.0,?,2.994,?,?,7.896,?,0.0,?
