@relation dataset

@attribute V1 real
@attribute V2 real
@attribute V3 real
@attribute V4 real
@attribute V5 real
@attribute V6 real
@attribute V7 real
@attribute V8 real
@attribute V9 real
@attribute V10 real
@attribute V11 real
@attribute V12 real
@attribute V13 real
@attribute V14 real
@attribute V15 real
@attribute V16 real
@attribute V17 real
@attribute V18 real
@attribute V20 real
@attribute V21 real
@attribute V22 real
@attribute V23 real
@attribute V24 real
@attribute V25 real
@attribute V26 real
@attribute V27 real
@attribute V28 real
@attribute V29 real
@attribute V30 real
@attribute V31 real
@attribute V32 real
@attribute V33 real
@attribute V34 real
@attribute V35 real
@attribute V36 real
@attribute V37 real
@attribute V38 real
@attribute V39 real
@attribute V40 real
@attribute V41 real
@attribute class {0, 1}


@data
3.732,?,0.0,0.0,0.0,0.0,0.0,27.8,2.0,1.0,0.0,?,2.555,?,?,1.0,0.979,1.15,0.0,0.0,?,?,0.0,0.0,?,1.802,-0.205,0.0,0.0,2.488,0.0,?,0.0,1.0,2.874,2.333,0.0,6.649,0.0,0.0,1
4.0,?,0.0,0.0,?,0.0,0.0,30.0,1.0,?,0.0,0.0,2.273,1.0,8.482,?,0.998,1.146,?,?,1.09,1.0,0.0,0.0,?,?,0.34,0.0,?,1.0,?,0.0,0.0,0.0,3.302,2.083,?,?,?,0.0,1
3.414,2.2525,0.0,?,0.0,0.0,?,20.0,?,?,0.0,?,?,1.0,7.408,?,?,1.166,0.0,0.0,?,?,0.0,?,0.0,?,-0.642,?,0.0,1.707,?,0.0,0.0,2.0,?,?,?,6.32,0.0,?,?
4.17,2.8042,0.0,0.0,?,?,0.0,23.1,2.0,?,0.0,?,2.449,0.971,?,1.0,1.015,1.16,0.0,0.0,?,0.0,0.0,?,?,1.848,?,0.0,0.0,1.542,?,0.0,0.0,?,3.047,3.367,0.0,6.782,0.0,?,?
4.303,2.9558,?,?,?,0.0,?,?,?,?,0.0,0.0,?,?,8.815,2.0,?,1.156,?,0.0,1.056,0.0,0.0,0.0,?,1.932,-0.229,0.0,?,?,?,?,0.0,?,3.083,3.056,?,6.914,0.0,0.0,1
?,?,?,0.0,?,0.0,?,37.5,?,?,?,0.0,?,1.0,7.408,?,1.012,1.13,?,?,?,0.0,0.0,?,?,?,-0.66,0.0,0.0,1.707,0.0,0.0,0.0,1.0,?,3.5,0.0,?,0.0,0.0,?
4.214,3.0057,0.0,0.0,0.0,?,?,25.0,?,2.0,0.0,0.0,2.608,1.459,?,?,?,1.156,0.0,?,?,0.0,?,0.0,0.0,?,?,?,0.0,?,0.0,0.0,?,1.0,?,2.722,?,?,?,0.0,1
?,2.8521,0.0,0.0,?,0.0,?,?,?,?,?,0.0,2.858,?,8.584,?,?,1.151,?,?,?,?,0.0,?,?,1.879,-0.076,0.0,0.0,3.284,0.0,?,?,1.0,2.997,2.375,0.0,?,0.0,?,1
3.414,2.3729,?,?,0.0,0.0,0.0,30.0,1.0,1.0,0.0,0.0,?,1.0,?,1.0,?,1.146,?,0.0,?,0.0,?,?,0.0,1.618,?,?,9.174,?,0.0,0.0,0.0,0.0,3.038,?,0.0,?,0.0,?,1
4.393,?,0.0,0.0,0.0,0.0,?,37.0,?,1.0,?,2.487,?,?,?,?,?,?,0.0,?,?,?,?,?,0.0,?,0.013,?,10.02,?,?,0.0,0.0,0.0,3.39,2.303,0.0,8.029,0.0,0.0,1
?,?,0.0,0.0,?,0.0,?,?,3.0,?,0.0,0.259,2.634,?,9.184,2.0,?,?,?,?,?,0.0,0.0,0.0,0.0,?,-0.218,0.0,?,1.521,0.0,?,0.0,0.0,?,?,0.0,7.403,0.0,0.0,?
4.0,2.9193,?,?,0.0,0.0,0.0,30.0,?,1.0,?,0.167,2.279,0.811,8.318,?,?,?,?,0.0,1.195,?,0.0,0.0,0.0,1.732,?,0.0,?,1.0,0.0,?,?,0.0,?,3.167,?,?,?,?,1
?,?,0.0,0.0,0.0,?,0.0,30.0,?,?,0.0,?,2.917,1.406,9.425,4.0,0.998,?,0.0,0.0,?,0.0,?,?,0.0,?,-0.077,0.0,10.162,?,?,0.0,0.0,1.0,?,?,?,7.595,?,0.0,?
4.236,2.9879,0.0,?,?,0.0,?,33.3,0.0,2.0,0.0,-0.653,3.974,3.574,10.082,?,0.972,1.138,0.0,0.0,1.205,0.0,?,0.0,0.0,1.996,?,?,10.389,?,0.0,?,?,1.0,?,?,0.0,8.414,?,0.0,?
?,3.4453,0.0,?,0.0,0.0,?,27.3,1.0,?,0.0,?,2.512,0.971,8.597,1.0,1.028,?,0.0,?,1.112,?,0.0,?,0.0,1.848,0.425,0.0,9.59,?,0.0,0.0,0.0,0.0,3.337,3.233,0.0,7.294,0.0,0.0,1
4.214,?,0.0,0.0,?,?,0.0,28.6,?,?,0.0,-0.211,2.662,?,8.755,1.0,1.014,?,0.0,?,?,0.0,0.0,?,0.0,1.902,-0.249,0.0,9.822,?,0.0,?,0.0,0.0,?,?,0.0,7.382,0.0,0.0,1
4.214,3.7074,0.0,0.0,?,0.0,0.0,?,1.0,?,0.0,-0.329,2.713,1.459,8.755,1.0,1.025,1.139,0.0,0.0,?,0.0,0.0,?,0.0,1.902,-0.263,?,9.75,?,?,0.0,0.0,?,?,?,0.0,7.543,0.0,0.0,1
4.233,3.4039,0.0,?,0.0,?,0.0,27.8,1.0,3.0,0.0,-0.262,2.938,1.906,9.011,1.0,1.022,1.15,?,0.0,?,0.0,0.0,0.0,?,1.95,-0.087,0.0,10.041,2.999,0.0,0.0,0.0,?,?,?,?,?,0.0,?,1
4.334,3.6943,0.0,?,?,0.0,0.0,33.3,1.0,?,?,-0.241,2.838,1.557,?,3.0,1.013,?,?,0.0,1.164,0.0,?,0.0,?,1.97,0.149,?,10.118,2.195,?,0.0,0.0,0.0,?,2.952,0.0,7.596,0.0,0.0,1
?,3.3652,?,?,?,0.0,0.0,?,1.0,2.0,0.0,-0.177,3.139,?,?,?,0.993,?,0.0,0.0,?,?,0.0,0.0,?,2.024,?,0.0,10.624,3.412,?,0.0,?,?,?,?,?,7.788,?,?,?
?,4.5881,?,?,0.0,?,0.0,30.8,6.0,?,?,-0.209,?,1.907,?,?,0.989,?,0.0,0.0,1.169,?,0.0,0.0,0.0,2.314,?,?,?,?,0.0,0.0,0.0,1.0,3.503,2.461,0.0,8.269,?,0.0,?
?,3.6985,0.0,?,0.0,0.0,0.0,?,0.0,4.0,0.0,?,3.192,1.922,9.523,?,1.036,1.146,0.0,?,?,0.0,?,?,?,?,-0.028,?,20.804,3.132,0.0,?,0.0,?,?,?,?,8.008,?,0.0,1
?,?,?,?,0.0,0.0,0.0,31.8,?,4.0,?,-0.328,3.699,2.948,9.956,?,0.995,1.142,0.0,?,1.164,?,?,?,0.0,2.08,?,0.0,?,6.131,0.0,0.0,?,?,?,?,0.0,?,?,0.0,1
?,?,?,?,0.0,0.0,?,?,4.0,?,?,?,?,3.427,10.56,?,0.981,1.14,?,?,1.184,?,0.0,0.0,0.0,?,?,0.0,23.699,9.594,0.0,?,?,?,3.393,2.086,?,8.693,0.0,?,?
4.347,?,0.0,?,0.0,0.0,?,33.3,?,?,?,-0.076,3.809,?,9.933,?,0.975,?,0.0,?,1.202,?,?,?,0.0,?,?,?,10.914,?,0.0,0.0,?,0.0,3.358,?,0.0,?,?,?,1
4.562,3.8122,?,0.0,?,0.0,0.0,33.3,1.0,?,0.0,?,2.723,0.918,?,?,?,?,0.0,?,1.179,?,0.0,0.0,?,2.0,-0.258,?,9.6,?,0.0,?,?,?,3.511,?,?,?,0.0,0.0,1
?,?,0.0,?,0.0,?,?,?,?,2.0,?,?,?,?,?,5.0,1.013,1.139,?,?,1.189,?,0.0,0.0,0.0,2.053,0.149,?,10.19,?,?,0.0,0.0,0.0,?,2.976,0.0,7.747,?,0.0,?
4.655,2.409,0.0,?,?,?,?,?,?,?,?,0.094,?,?,9.765,6.0,?,?,0.0,0.0,1.157,?,?,0.0,0.0,?,0.014,?,10.698,2.989,?,?,?,0.0,3.542,?,?,?,0.0,0.0,1
?,?,?,0.0,0.0,0.0,?,?,?,3.0,0.0,-0.104,?,1.837,?,?,?,?,0.0,?,1.149,0.0,?,?,0.0,2.084,0.049,?,?,?,?,?,?,1.0,?,3.093,0.0,7.886,0.0,?,?
?,3.9619,0.0,?,0.0,0.0,0.0,34.3,?,?,?,?,?,2.587,10.202,?,?,1.137,0.0,?,?,0.0,0.0,?,0.0,2.107,?,?,?,?,0.0,?,0.0,?,?,2.775,?,8.578,0.0,?,?
?,?,0.0,?,?,?,0.0,33.3,?,?,0.0,-1.073,3.37,2.252,9.651,?,?,?,0.0,0.0,?,?,?,0.0,?,?,-0.008,0.0,?,?,?,?,?,0.0,?,?,0.0,8.196,0.0,0.0,?
4.562,3.7287,2.0,?,?,0.0,?,?,1.0,2.0,0.0,?,3.184,?,?,?,?,1.142,?,0.0,?,?,0.0,0.0,0.0,?,?,?,?,1.521,0.0,?,0.0,1.0,3.976,?,?,8.593,0.0,?,1
?,3.3847,0.0,?,?,?,0.0,30.8,?,2.0,?,-0.947,?,2.9,?,0.0,?,?,?,?,?,?,?,0.0,0.0,?,0.0,0.0,10.57,6.77,?,?,2.0,0.0,3.47,2.167,1.0,8.295,0.0,0.0,?
4.691,?,0.0,0.0,0.0,?,0.0,25.0,0.0,4.0,1.0,?,3.125,1.436,?,?,?,1.161,?,0.0,1.078,?,?,?,0.0,?,0.052,0.0,19.617,?,0.0,?,2.0,?,?,4.019,?,?,?,0.0,1
?,?,0.0,0.0,0.0,0.0,0.0,?,0.0,3.0,?,?,2.612,0.971,?,0.0,1.124,1.149,0.0,?,?,0.0,?,0.0,0.0,1.848,0.481,?,?,?,?,0.0,?,1.0,3.427,?,0.0,?,0.0,?,1
4.214,?,0.0,0.0,0.0,0.0,?,?,?,2.0,1.0,?,2.774,?,?,2.0,?,?,0.0,?,1.187,0.0,?,?,0.0,?,-0.277,?,9.377,2.052,0.0,0.0,?,?,3.423,4.111,?,7.746,0.0,?,?
5.206,3.5794,?,0.0,1.0,0.0,0.0,?,?,?,?,?,3.965,?,10.627,2.0,?,?,?,?,?,0.0,?,?,0.0,?,0.0,0.0,22.35,8.266,?,0.0,4.0,?,?,?,2.0,8.611,?,0.0,?
4.17,?,0.0,?,?,0.0,?,?,3.0,1.0,0.0,?,2.4,?,?,?,?,?,?,0.0,?,?,?,?,0.0,1.848,?,0.0,0.0,?,?,0.0,0.0,?,3.0,2.567,?,6.683,?,0.0,?
?,3.9016,0.0,0.0,0.0,?,0.0,29.6,3.0,3.0,?,-0.239,?,?,?,3.0,1.002,?,?,0.0,?,0.0,0.0,?,?,2.175,0.014,0.0,10.355,3.341,0.0,?,?,0.0,3.389,?,0.0,7.979,0.0,0.0,1
?,?,0.0,?,?,?,?,42.1,1.0,1.0,0.0,?,?,?,?,?,?,1.12,?,?,?,1.0,?,?,?,?,?,?,?,?,0.0,1.0,?,1.0,?,?,0.0,8.009,0.0,0.0,1
4.607,?,0.0,0.0,0.0,0.0,2.0,?,1.0,?,?,0.0,?,?,?,2.0,?,?,0.0,0.0,?,1.0,0.0,?,0.0,?,?,0.0,0.0,?,0.0,1.0,0.0,1.0,?,?,0.0,?,?,0.0,1
4.807,3.2486,0.0,?,0.0,?,3.0,42.1,?,1.0,?,0.0,?,?,?,?,?,?,0.0,?,?,1.0,?,?,?,?,-0.024,0.0,0.0,1.06,?,?,?,1.0,3.71,2.333,0.0,?,0.0,0.0,1
4.828,3.3386,0.0,0.0,?,0.0,?,?,0.0,?,0.0,0.0,3.203,?,?,4.0,?,?,0.0,?,1.219,?,0.0,?,?,?,?,?,0.0,?,0.0,2.0,0.0,?,3.677,2.233,0.0,8.114,0.0,?,?
4.543,2.7023,0.0,?,0.0,0.0,1.0,42.9,1.0,?,?,?,?,1.705,?,?,?,1.119,0.0,0.0,?,1.0,0.0,0.0,?,2.166,?,0.0,?,?,?,?,0.0,0.0,?,?,?,?,0.0,?,1
4.521,2.7124,?,0.0,0.0,0.0,?,?,1.0,1.0,?,0.0,?,?,?,1.0,?,1.114,?,?,1.268,?,0.0,?,0.0,?,0.014,?,?,?,0.0,?,?,1.0,?,?,?,8.061,0.0,?,?
4.607,3.1116,0.0,?,?,0.0,2.0,46.7,?,?,?,?,3.151,1.187,9.631,?,1.02,?,0.0,0.0,?,?,0.0,?,0.0,2.194,-0.026,?,?,1.544,?,1.0,?,1.0,?,?,?,?,?,?,?
?,3.3599,?,?,?,?,?,?,0.0,?,0.0,?,?,?,?,?,?,1.12,0.0,0.0,?,?,?,?,?,2.283,?,?,10.249,1.568,?,2.0,?,?,?,2.864,?,8.33,?,0.0,?
4.923,3.2457,0.0,?,?,?,?,44.4,?,?,0.0,-0.863,3.239,1.185,9.911,?,?,1.116,?,?,1.248,1.0,0.0,?,0.0,?,?,0.0,10.422,1.563,?,?,0.0,?,3.73,2.8,?,8.28,0.0,0.0,?
?,?,0.0,0.0,0.0,?,?,?,?,?,0.0,?,3.571,1.59,10.257,?,1.03,1.121,?,?,?,?,?,?,0.0,?,?,0.0,?,2.147,0.0,?,?,0.0,?,2.833,?,8.593,?,?,?
5.074,3.092,0.0,0.0,?,0.0,2.0,?,?,?,?,?,?,2.066,10.59,?,1.001,1.129,?,0.0,1.215,1.0,?,0.0,0.0,2.354,0.0,?,?,?,?,?,0.0,?,3.795,?,?,8.789,?,?,1
4.914,?,0.0,?,?,0.0,2.0,41.7,0.0,4.0,?,-0.952,3.571,1.59,?,10.0,1.03,?,?,?,?,?,?,?,?,?,0.001,?,22.204,2.465,0.0,0.0,?,0.0,3.764,?,0.0,?,2.0,?,1
?,2.7377,0.0,?,0.0,?,3.0,50.0,0.0,?,0.0,-2.685,3.634,1.06,?,12.0,?,1.104,0.0,?,?,3.0,0.0,?,0.0,2.454,?,?,32.533,?,0.0,0.0,?,?,?,?,0.0,8.796,2.0,0.0,1
4.793,?,?,?,0.0,0.0,2.0,?,?,?,0.0,?,?,0.5,10.239,7.0,0.998,?,0.0,?,1.28,2.0,?,?,?,?,0.0,0.0,?,?,?,0.0,0.0,0.0,3.681,2.313,?,8.7,1.0,0.0,1
?,?,0.0,?,0.0,?,?,43.8,?,3.0,?,-0.986,?,?,9.882,?,?,1.117,?,0.0,1.207,?,0.0,0.0,?,2.236,0.015,?,10.231,?,?,1.0,0.0,?,3.712,?,0.0,?,?,0.0,?
?,?,?,?,0.0,0.0,?,?,0.0,4.0,0.0,0.0,?,1.16,?,?,?,1.118,0.0,0.0,1.219,?,0.0,0.0,?,2.311,?,0.0,20.836,1.833,0.0,2.0,?,2.0,4.735,?,0.0,?,?,?,?
?,2.5385,?,0.0,0.0,0.0,0.0,38.5,3.0,0.0,0.0,3.12,?,1.185,?,?,?,?,?,0.0,1.274,1.0,?,?,?,2.236,0.012,0.0,0.0,?,0.0,?,?,?,?,1.767,?,?,?,?,1
?,2.18,0.0,0.0,?,?,?,?,?,1.0,?,?,2.755,0.802,9.183,?,?,?,?,0.0,?,1.0,?,0.0,0.0,?,-0.066,?,0.0,?,?,0.0,0.0,?,3.159,2.119,?,?,0.0,0.0,?
?,2.5866,0.0,0.0,?,?,?,?,?,?,?,?,?,?,?,4.0,?,1.139,0.0,0.0,1.189,?,?,0.0,0.0,?,-0.007,0.0,10.635,2.209,1.0,?,0.0,0.0,?,2.258,?,?,?,?,1
?,2.1747,1.0,?,?,?,?,47.4,0.0,?,?,?,4.133,?,10.867,15.0,?,?,0.0,?,1.3,?,0.0,?,?,?,?,?,?,?,0.0,?,0.0,?,?,2.318,?,9.576,?,?,1
?,?,0.0,?,?,?,2.0,?,?,?,0.0,?,?,?,9.631,?,0.992,1.11,0.0,?,?,1.0,?,0.0,?,?,?,?,?,1.544,0.0,?,?,?,?,?,0.0,?,0.0,0.0,1
5.814,?,?,0.0,?,2.0,?,37.0,?,1.0,?,0.513,3.256,0.845,10.926,?,?,1.131,0.0,0.0,?,3.0,0.0,?,0.0,2.62,0.003,?,11.573,0.811,1.0,0.0,0.0,0.0,?,?,?,8.196,0.0,?,1
5.637,?,?,0.0,0.0,?,?,?,?,0.0,?,1.646,3.144,0.853,?,?,0.964,1.128,?,0.0,1.267,3.0,?,0.0,0.0,2.554,-0.006,?,0.0,0.986,?,?,?,?,3.676,1.658,?,8.065,?,0.0,1
?,2.4328,?,?,?,2.0,?,?,?,?,0.0,0.0,?,0.845,10.926,4.0,0.975,?,?,0.0,1.223,3.0,0.0,?,0.0,?,?,0.0,?,?,1.0,?,?,1.0,?,1.97,?,8.05,0.0,0.0,?
4.732,2.9426,?,?,0.0,0.0,0.0,40.0,?,2.0,?,0.417,2.767,?,9.464,1.0,?,?,0.0,0.0,1.208,?,?,?,?,?,?,?,?,?,0.0,0.0,0.0,?,3.603,3.056,0.0,?,0.0,?,1
4.923,?,?,0.0,0.0,0.0,?,?,0.0,2.0,?,?,3.266,?,10.037,5.0,?,?,0.0,0.0,1.266,?,?,0.0,?,?,-0.008,?,10.843,?,?,0.0,?,0.0,3.783,2.5,0.0,8.33,?,0.0,1
4.414,?,?,?,0.0,0.0,0.0,45.5,0.0,2.0,?,0.0,2.935,1.203,9.209,1.0,1.038,1.114,0.0,0.0,?,1.0,0.0,?,?,2.152,?,0.0,?,1.496,0.0,?,0.0,0.0,?,?,0.0,8.002,0.0,0.0,?
?,2.3717,?,0.0,?,?,0.0,?,1.0,?,?,0.0,2.789,?,?,?,1.004,1.147,0.0,?,1.141,1.0,?,?,0.0,?,?,0.0,?,1.496,?,?,0.0,?,3.238,2.405,?,7.243,?,0.0,?
?,2.8025,?,0.0,2.0,0.0,?,50.0,0.0,2.0,2.0,-0.601,?,?,?,6.0,1.033,?,0.0,?,1.261,?,?,?,0.0,2.424,?,0.0,21.888,1.027,?,?,2.0,1.0,?,?,?,?,0.0,0.0,1
?,2.7156,?,?,0.0,?,?,31.3,0.0,1.0,?,0.292,?,0.917,?,?,?,1.148,0.0,?,1.19,?,0.0,?,?,?,?,?,10.5,0.918,0.0,0.0,?,0.0,?,2.452,1.0,?,0.0,0.0,1
?,3.0226,0.0,?,?,0.0,?,?,?,?,?,0.0,3.174,0.0,?,0.0,0.985,?,?,0.0,1.359,?,?,?,?,?,0.013,?,?,?,?,0.0,?,1.0,3.868,?,?,?,?,0.0,1
5.164,3.2947,?,?,?,?,0.0,23.1,0.0,?,0.0,?,?,0.917,9.968,4.0,?,1.138,?,0.0,?,?,?,0.0,?,?,-0.081,0.0,?,0.939,?,0.0,0.0,?,?,?,0.0,9.289,?,?,1
4.826,?,0.0,?,?,?,?,25.0,?,3.0,9.0,?,?,?,?,0.0,?,?,?,?,1.12,?,0.0,?,0.0,?,?,0.0,?,1.916,?,?,?,3.0,3.396,?,?,?,0.0,0.0,1
4.829,?,1.0,?,?,0.0,2.0,?,?,3.0,?,-0.664,3.786,?,?,6.0,1.025,?,0.0,0.0,?,?,0.0,0.0,0.0,2.284,?,?,22.271,3.31,?,?,?,1.0,3.74,?,?,8.888,1.0,1.0,?
5.439,2.3629,2.0,?,?,?,0.0,23.5,0.0,11.0,?,?,4.381,?,?,12.0,1.055,1.155,?,?,1.154,2.0,0.0,0.0,0.0,2.466,?,0.0,35.388,5.533,?,?,4.0,?,?,3.182,?,?,0.0,?,?
4.739,2.6454,?,0.0,2.0,0.0,?,?,0.0,2.0,?,-0.959,?,?,?,2.0,?,?,?,?,1.218,1.0,0.0,?,?,2.212,?,0.0,10.379,2.815,0.0,0.0,2.0,?,?,2.764,1.0,8.319,0.0,0.0,?
4.659,?,?,0.0,?,0.0,0.0,23.1,?,4.0,0.0,?,?,?,?,4.0,1.042,1.144,?,0.0,1.174,0.0,?,0.0,?,2.125,-0.002,?,20.538,?,0.0,0.0,?,?,4.061,?,2.0,8.992,0.0,?,?
?,2.8897,0.0,0.0,?,?,?,?,?,0.0,0.0,0.0,?,?,?,0.0,0.961,?,?,0.0,?,?,?,0.0,0.0,1.978,?,0.0,?,8.122,0.0,0.0,?,?,?,?,0.0,7.896,?,?,?
4.17,?,?,0.0,?,0.0,?,25.0,?,0.0,2.0,?,2.373,0.971,8.597,?,?,?,?,?,1.133,?,0.0,?,0.0,?,0.322,0.0,0.0,?,?,?,1.0,?,2.983,2.167,1.0,?,0.0,0.0,1
3.0,?,?,?,?,0.0,?,?,0.0,?,?,?,?,0.918,?,?,?,?,0.0,0.0,?,0.0,0.0,0.0,0.0,?,0.764,?,0.0,?,?,0.0,0.0,?,?,2.167,?,?,0.0,0.0,1
3.618,2.3911,?,0.0,?,?,0.0,?,?,0.0,0.0,?,?,?,7.853,0.0,?,?,?,?,1.129,?,0.0,?,?,1.732,?,0.0,?,2.094,0.0,?,?,?,?,1.9,1.0,?,?,0.0,?
?,?,?,0.0,?,0.0,0.0,22.2,2.0,1.0,?,0.0,?,0.918,6.594,0.0,0.998,1.162,?,0.0,?,0.0,0.0,0.0,?,1.414,?,?,?,?,?,?,0.0,1.0,?,?,?,5.86,?,?,1
4.0,2.5101,?,0.0,0.0,0.0,0.0,25.0,2.0,?,?,0.0,?,?,?,?,?,1.156,0.0,?,?,0.0,?,?,0.0,?,?,?,0.0,1.0,?,?,?,1.0,2.97,2.833,?,?,0.0,?,?
4.444,?,0.0,?,0.0,?,0.0,?,3.0,1.0,?,?,2.946,?,9.202,2.0,?,1.146,?,?,?,0.0,?,?,?,2.042,0.038,?,0.0,?,?,0.0,0.0,?,3.096,2.093,?,7.197,?,0.0,1
?,2.6274,0.0,0.0,0.0,?,?,29.6,?,?,?,0.0,?,2.281,?,?,0.973,1.146,0.0,?,?,?,?,0.0,0.0,1.902,0.039,0.0,?,3.685,0.0,0.0,0.0,?,?,2.056,0.0,7.087,0.0,0.0,1
