@relation dataset

@attribute V1 real
@attribute V2 real
@attribute V3 real
@attribute V4 real
@attribute V5 real
@attribute V6 real
@attribute V7 real
@attribute V8 real
@attribute V9 real
@attribute V10 real
@attribute V11 real
@attribute V12 real
@attribute V13 real
@attribute V14 real
@attribute V15 real
@attribute V16 real
@attribute V17 real
@attribute V18 real
@attribute V19 real
@attribute V20 real
@attribute V21 real
@attribute V22 real
@attribute V23 real
@attribute V24 real
@attribute V25 real
@attribute V26 real
@attribute V27 real
@attribute V28 real
@attribute V29 real
@attribute V30 real
@attribute V31 real
@attribute V32 real
@attribute V33 real
@attribute V34 real
@attribute V35 real
@attribute V36 real
@attribute V37 real
@attribute V38 real
@attribute V39 real
@attribute V40 real
@attribute V41 real
@attribute class {1, 2}


@data
3.966,2.852,1.0,?,0.0,0.0,?,?,2.0,0.0,?,0.0,4.075,3.146,?,?,0.965,1.138,0.0,?,0.0,?,?,1.0,0.0,0.0,?,0.0,1.0,0.0,6.909,0.0,?,?,0.0,6.866,1.603,0.0,11.578,0.0,1.0,2
?,2.3761,0.0,0.0,1.0,0.0,0.0,?,?,0.0,1.0,0.0,?,?,?,?,0.969,1.157,?,?,0.0,?,?,?,0.0,0.0,1.802,-0.195,0.0,0.0,2.488,0.0,0.0,1.0,2.0,2.858,?,1.0,?,0.0,?,2
4.0,?,0.0,?,?,0.0,0.0,23.1,0.0,?,0.0,0.0,?,?,8.318,0.0,?,1.166,0.0,0.0,0.0,1.182,?,0.0,?,0.0,1.732,?,0.0,0.0,1.0,?,0.0,0.0,?,2.991,?,1.0,6.579,0.0,0.0,2
2.0,1.1521,0.0,?,0.0,0.0,0.0,16.7,1.0,1.0,?,?,?,?,?,?,1.016,1.173,?,?,0.0,0.93,0.0,0.0,?,?,1.0,-1.099,0.0,0.0,?,0.0,0.0,?,?,2.279,4.0,0.0,4.948,?,0.0,?
?,2.4062,?,?,0.0,0.0,0.0,?,2.0,1.0,?,?,?,?,8.16,1.0,0.979,?,?,?,0.0,1.134,0.0,0.0,?,0.0,?,?,?,?,?,0.0,?,0.0,?,2.874,2.333,0.0,6.649,?,?,2
4.0,2.3699,?,?,?,?,0.0,30.0,1.0,1.0,0.0,?,2.273,?,8.482,?,0.998,1.146,0.0,?,?,?,1.0,?,?,0.0,?,?,?,0.0,?,0.0,0.0,?,0.0,3.302,?,?,7.174,?,?,2
3.414,?,0.0,0.0,?,0.0,0.0,?,2.0,2.0,?,0.0,2.243,?,?,0.0,1.031,1.166,0.0,0.0,?,?,?,?,0.0,?,?,-0.642,0.0,?,1.707,0.0,0.0,?,2.0,?,?,?,?,0.0,0.0,2
4.17,2.8042,0.0,0.0,0.0,0.0,0.0,23.1,2.0,2.0,0.0,0.0,2.449,0.971,8.597,1.0,?,1.16,?,0.0,0.0,1.044,0.0,0.0,?,0.0,1.848,0.391,?,?,?,0.0,0.0,?,?,3.047,?,?,?,0.0,0.0,?
4.303,?,0.0,0.0,?,0.0,0.0,?,2.0,?,0.0,?,?,?,8.815,2.0,?,?,0.0,0.0,0.0,1.056,0.0,0.0,?,0.0,?,-0.229,0.0,0.0,?,?,0.0,0.0,2.0,?,3.056,?,?,0.0,0.0,?
3.414,2.6294,0.0,0.0,0.0,?,?,37.5,1.0,?,0.0,?,2.333,1.0,7.408,1.0,?,?,?,0.0,0.0,?,0.0,0.0,?,?,1.618,-0.66,0.0,0.0,?,?,0.0,?,?,3.188,?,0.0,?,?,0.0,?
4.214,?,0.0,0.0,?,0.0,?,25.0,?,?,0.0,0.0,2.608,?,8.755,1.0,1.005,1.156,0.0,?,0.0,1.104,0.0,0.0,0.0,?,?,-0.236,?,?,2.052,?,0.0,0.0,?,?,?,0.0,6.989,?,?,2
3.848,2.8521,0.0,0.0,?,0.0,0.0,27.3,2.0,2.0,?,0.0,2.858,2.0,8.584,1.0,?,?,0.0,?,0.0,1.117,?,?,?,?,?,?,?,0.0,?,?,0.0,0.0,1.0,2.997,2.375,0.0,7.074,0.0,?,2
3.414,?,0.0,0.0,?,0.0,0.0,30.0,1.0,1.0,0.0,0.0,2.263,1.0,?,1.0,?,?,?,?,0.0,1.142,?,0.0,0.0,?,1.618,-0.589,0.0,?,?,0.0,0.0,0.0,0.0,?,3.125,0.0,?,0.0,0.0,2
?,3.6458,0.0,?,?,0.0,0.0,?,3.0,1.0,0.0,2.487,?,?,9.562,1.0,0.978,1.131,?,?,0.0,?,0.0,0.0,0.0,0.0,2.048,0.013,0.0,?,3.684,?,0.0,0.0,0.0,?,2.303,?,8.029,?,?,2
4.562,?,0.0,0.0,0.0,0.0,0.0,31.3,3.0,?,0.0,?,2.634,?,9.184,2.0,0.984,?,?,0.0,0.0,1.206,0.0,0.0,0.0,0.0,?,-0.218,0.0,?,1.521,?,?,0.0,?,3.375,?,?,7.403,0.0,0.0,2
4.0,2.9193,0.0,0.0,0.0,?,0.0,30.0,2.0,1.0,0.0,?,?,0.811,8.318,0.0,0.998,?,0.0,?,?,1.195,?,0.0,0.0,0.0,1.732,-0.596,?,9.444,1.0,?,0.0,?,?,3.261,3.167,0.0,?,0.0,0.0,2
?,3.646,?,0.0,?,0.0,?,?,2.0,2.0,0.0,-0.671,2.917,1.406,?,?,0.998,1.146,0.0,?,0.0,1.14,?,?,?,0.0,?,-0.077,?,?,1.631,?,?,0.0,1.0,3.417,2.875,0.0,7.595,0.0,0.0,2
?,2.9879,0.0,?,0.0,?,0.0,?,?,?,0.0,?,?,3.574,?,2.0,0.972,?,0.0,0.0,?,1.205,0.0,0.0,0.0,0.0,1.996,?,0.0,?,?,0.0,?,0.0,1.0,?,?,?,?,?,?,2
4.17,3.4453,0.0,0.0,0.0,0.0,?,27.3,1.0,?,0.0,?,2.512,0.971,?,1.0,1.028,?,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,1.848,0.425,0.0,?,1.542,0.0,?,0.0,0.0,3.337,3.233,0.0,7.294,0.0,?,2
4.214,?,?,0.0,0.0,?,0.0,?,?,2.0,0.0,-0.211,2.662,1.459,?,1.0,1.014,1.149,?,?,0.0,?,0.0,?,0.0,?,1.902,?,0.0,9.822,2.052,?,?,0.0,?,3.344,2.944,?,?,0.0,0.0,2
4.214,3.7074,0.0,?,0.0,?,0.0,?,?,2.0,0.0,?,?,1.459,8.755,1.0,?,1.139,0.0,0.0,0.0,1.186,0.0,0.0,0.0,0.0,1.902,?,0.0,9.75,2.052,?,0.0,0.0,?,3.38,3.194,0.0,7.543,?,0.0,2
?,?,0.0,?,0.0,?,0.0,?,1.0,3.0,0.0,?,2.938,1.906,?,1.0,?,?,?,?,?,1.119,0.0,0.0,0.0,0.0,?,-0.087,0.0,10.041,2.999,0.0,?,0.0,?,3.349,?,?,7.61,?,?,2
4.334,3.6943,?,?,0.0,?,0.0,33.3,1.0,?,0.0,?,?,?,?,3.0,?,1.139,?,?,?,?,0.0,0.0,0.0,0.0,?,?,0.0,10.118,2.195,0.0,?,0.0,?,3.39,?,?,?,0.0,?,2
4.372,3.3652,0.0,?,?,0.0,0.0,33.3,1.0,2.0,?,-0.177,?,2.246,?,3.0,0.993,?,0.0,0.0,0.0,1.186,0.0,?,0.0,0.0,2.024,?,?,10.624,3.412,0.0,0.0,0.0,?,3.394,2.517,0.0,7.788,0.0,0.0,2
5.392,4.5881,0.0,0.0,0.0,1.0,?,30.8,6.0,3.0,0.0,-0.209,?,1.907,10.633,?,0.989,1.144,0.0,0.0,0.0,1.169,?,?,?,0.0,2.314,0.001,?,11.278,3.598,0.0,?,0.0,1.0,3.503,2.461,0.0,8.269,0.0,0.0,2
?,3.6985,0.0,0.0,0.0,0.0,0.0,30.0,0.0,?,?,?,3.192,1.922,9.523,6.0,1.036,?,?,0.0,?,?,?,0.0,0.0,0.0,2.061,-0.028,?,20.804,3.132,0.0,?,?,?,3.431,3.133,0.0,?,0.0,?,?
?,?,?,0.0,?,0.0,?,?,?,4.0,0.0,-0.328,3.699,2.948,?,8.0,0.995,?,?,?,?,1.164,0.0,0.0,0.0,?,2.08,?,0.0,22.47,?,?,0.0,?,0.0,?,2.407,0.0,8.325,0.0,0.0,2
?,3.7942,0.0,?,0.0,0.0,?,?,4.0,4.0,0.0,-0.117,?,3.427,10.56,10.0,?,?,0.0,?,0.0,?,0.0,0.0,0.0,0.0,2.13,?,0.0,?,?,0.0,0.0,0.0,0.0,3.393,?,?,?,?,?,?
4.347,3.1269,?,?,0.0,?,?,33.3,?,?,0.0,?,3.809,?,9.933,?,0.975,?,?,?,?,?,?,?,?,?,?,?,?,10.914,?,0.0,0.0,0.0,?,3.358,?,0.0,8.298,?,0.0,2
4.562,3.8122,0.0,0.0,0.0,?,0.0,?,1.0,2.0,0.0,-0.759,?,0.918,9.184,4.0,1.025,?,?,0.0,0.0,?,?,?,0.0,?,2.0,-0.258,0.0,?,1.521,?,0.0,?,1.0,?,3.556,0.0,7.676,?,0.0,2
?,?,0.0,0.0,0.0,0.0,?,?,?,2.0,?,?,?,?,9.312,5.0,1.013,1.139,?,0.0,0.0,1.189,?,?,0.0,0.0,?,0.149,0.0,?,?,?,?,?,?,3.523,?,0.0,?,?,0.0,2
?,2.409,0.0,0.0,0.0,?,0.0,?,?,?,0.0,0.094,3.204,2.182,9.765,6.0,1.02,1.135,?,?,0.0,1.157,?,?,?,?,2.256,0.014,0.0,?,?,?,?,0.0,0.0,3.542,?,?,?,0.0,0.0,2
4.644,3.9071,0.0,0.0,?,0.0,?,31.6,?,?,?,-0.104,?,?,9.467,5.0,?,1.142,?,0.0,0.0,?,0.0,?,?,?,?,?,0.0,?,?,0.0,0.0,?,?,3.525,3.093,?,7.886,?,0.0,2
4.646,3.9619,0.0,0.0,0.0,0.0,0.0,?,2.0,?,0.0,-0.189,?,2.587,?,10.0,?,1.137,0.0,0.0,0.0,?,?,?,0.0,?,2.107,0.0,0.0,21.879,?,?,0.0,0.0,0.0,3.535,?,0.0,?,0.0,?,2
4.468,?,0.0,0.0,?,0.0,?,?,?,?,?,?,3.37,2.252,?,?,1.025,1.139,?,0.0,?,?,0.0,0.0,0.0,0.0,?,-0.008,?,21.27,?,?,?,?,?,3.534,2.944,?,?,0.0,?,?
4.562,?,2.0,?,0.0,0.0,?,25.0,1.0,2.0,0.0,?,?,0.918,9.184,?,?,1.142,?,?,0.0,?,?,0.0,?,?,2.0,-0.271,?,9.435,1.521,0.0,0.0,?,1.0,3.976,?,?,8.593,?,2.0,?
?,3.3847,0.0,?,?,0.0,?,?,?,2.0,1.0,?,?,2.9,10.416,0.0,0.979,?,?,0.0,?,1.187,?,?,?,0.0,2.218,?,?,10.57,6.77,?,?,2.0,?,3.47,?,?,8.295,0.0,?,2
?,3.8787,?,0.0,?,0.0,?,25.0,?,4.0,?,-2.498,?,1.436,9.666,4.0,1.066,?,0.0,?,?,1.078,?,0.0,0.0,?,?,?,?,19.617,2.428,0.0,0.0,2.0,?,3.483,4.019,?,8.015,?,?,?
?,?,?,0.0,0.0,0.0,0.0,?,?,3.0,0.0,?,?,0.971,?,0.0,?,1.149,0.0,?,?,?,?,0.0,0.0,0.0,?,0.481,?,?,1.542,?,?,?,1.0,?,4.733,?,7.521,?,0.0,2
4.214,3.3376,0.0,0.0,0.0,?,0.0,?,0.0,?,?,-1.072,?,?,8.755,2.0,?,?,?,0.0,?,?,0.0,?,?,?,?,?,?,9.377,?,0.0,?,1.0,?,?,4.111,?,?,0.0,?,2
5.206,?,0.0,0.0,1.0,?,0.0,?,?,?,?,?,?,?,10.627,2.0,?,1.147,?,0.0,0.0,?,0.0,?,0.0,?,2.22,0.0,0.0,?,8.266,?,0.0,?,?,3.473,2.306,?,?,?,0.0,?
?,?,0.0,0.0,0.0,?,?,26.7,3.0,1.0,0.0,?,?,?,?,2.0,0.983,?,0.0,?,?,1.12,?,0.0,0.0,?,?,?,?,?,?,?,0.0,0.0,1.0,?,?,?,?,0.0,0.0,?
?,?,0.0,0.0,?,?,?,?,?,3.0,0.0,-0.239,?,?,10.165,3.0,1.002,1.146,?,0.0,0.0,?,0.0,?,0.0,0.0,2.175,0.014,0.0,10.355,3.341,0.0,?,?,0.0,?,2.538,0.0,7.979,0.0,0.0,2
4.642,3.0034,0.0,?,?,?,2.0,42.1,?,?,?,?,3.093,?,?,?,?,1.12,0.0,?,?,?,1.0,?,?,?,?,-0.024,?,0.0,?,?,?,0.0,?,?,2.315,0.0,?,0.0,0.0,?
?,?,?,?,0.0,0.0,2.0,?,1.0,?,?,0.0,?,1.187,9.631,?,?,?,?,0.0,0.0,1.242,1.0,?,?,0.0,?,-0.024,0.0,?,1.544,?,1.0,?,1.0,?,2.315,?,8.009,0.0,0.0,2
?,3.2486,?,0.0,0.0,0.0,3.0,?,?,?,0.0,0.0,3.1,?,9.833,3.0,?,1.12,?,?,?,?,?,?,?,?,?,-0.024,0.0,0.0,1.06,0.0,?,?,1.0,?,?,0.0,?,?,0.0,?
?,3.3386,0.0,0.0,?,?,?,?,?,2.0,?,0.0,?,?,?,?,?,?,0.0,0.0,0.0,1.219,?,0.0,0.0,0.0,2.247,?,0.0,0.0,?,?,2.0,0.0,0.0,3.677,?,0.0,?,?,?,?
4.543,?,?,0.0,0.0,0.0,?,?,?,2.0,?,?,3.309,?,?,3.0,?,1.119,?,0.0,?,1.241,?,?,0.0,?,2.166,?,0.0,?,?,?,0.0,0.0,?,3.573,2.485,?,8.245,0.0,0.0,2
4.521,2.7124,?,?,?,0.0,?,45.0,?,?,?,?,3.203,?,9.466,?,?,1.114,?,0.0,0.0,1.268,1.0,?,?,?,2.154,?,0.0,0.0,2.593,0.0,0.0,?,?,?,?,0.0,8.061,?,0.0,?
4.607,?,0.0,0.0,0.0,0.0,?,?,0.0,?,0.0,0.0,3.151,1.187,?,?,?,1.111,0.0,0.0,?,1.253,?,0.0,?,?,?,?,0.0,?,?,?,1.0,0.0,?,3.662,?,?,?,0.0,0.0,2
?,3.3599,?,0.0,0.0,?,?,?,?,?,?,?,3.335,?,9.967,?,?,?,0.0,0.0,?,1.216,1.0,?,0.0,?,2.283,-0.008,?,?,?,?,?,?,?,?,?,0.0,?,?,?,2
?,?,0.0,0.0,0.0,?,2.0,44.4,?,?,?,-0.863,?,?,?,4.0,?,?,?,?,0.0,1.248,?,0.0,0.0,?,2.267,?,?,10.422,?,?,0.0,?,?,3.73,2.8,0.0,8.28,?,?,?
5.068,?,0.0,?,?,?,2.0,41.7,0.0,4.0,?,-1.1,3.571,?,10.257,?,1.03,?,0.0,0.0,?,1.202,?,?,?,?,?,?,0.0,?,?,0.0,?,?,0.0,?,2.833,?,?,?,?,?
?,?,?,?,?,0.0,?,38.1,4.0,?,?,-0.98,?,2.066,10.59,14.0,?,?,0.0,0.0,?,1.215,?,0.0,?,?,2.354,0.0,?,23.965,3.873,?,0.0,?,0.0,3.795,2.467,?,?,2.0,0.0,2
?,?,?,0.0,?,?,?,41.7,0.0,?,0.0,?,3.571,1.59,?,10.0,1.03,?,?,0.0,?,?,1.0,?,?,?,2.307,?,?,22.204,?,?,?,0.0,0.0,3.764,2.833,?,8.591,2.0,0.0,2
5.047,?,0.0,0.0,?,0.0,3.0,50.0,0.0,5.0,?,?,?,?,?,12.0,1.078,1.104,0.0,0.0,0.0,1.211,?,?,?,0.0,?,-0.001,?,?,?,0.0,?,?,?,?,3.321,?,?,2.0,?,2
?,2.1244,0.0,?,0.0,?,?,?,?,?,?,-0.288,3.699,?,10.239,?,?,1.104,?,?,0.0,?,?,?,?,0.0,?,0.0,0.0,11.596,?,?,0.0,0.0,?,3.681,2.313,?,8.7,1.0,?,?
?,?,0.0,?,?,0.0,2.0,?,0.0,?,?,-0.986,3.261,?,?,?,1.04,1.117,?,0.0,0.0,?,1.0,0.0,0.0,0.0,?,0.015,?,?,?,0.0,1.0,?,2.0,?,?,?,8.3,?,?,2
5.313,?,?,?,0.0,?,?,?,0.0,4.0,0.0,?,?,?,?,?,1.061,?,?,0.0,0.0,1.219,1.0,0.0,0.0,?,2.311,-0.008,?,20.836,1.833,?,2.0,?,?,?,3.477,0.0,9.513,?,0.0,2
4.77,2.5385,0.0,0.0,0.0,0.0,?,?,3.0,0.0,?,?,?,?,9.882,?,?,?,?,0.0,0.0,?,1.0,0.0,?,?,2.236,?,?,0.0,?,?,?,?,0.0,3.521,1.767,?,?,?,?,2
?,2.18,?,?,?,0.0,?,31.6,?,1.0,?,0.0,2.755,?,?,?,?,?,0.0,?,?,1.149,1.0,?,0.0,?,?,-0.066,?,0.0,0.975,0.0,0.0,0.0,1.0,3.159,?,0.0,7.119,0.0,0.0,?
4.821,?,?,0.0,0.0,?,0.0,33.3,?,2.0,?,-0.135,?,1.455,9.928,?,?,?,0.0,0.0,0.0,?,1.0,0.0,0.0,0.0,2.249,?,0.0,10.635,?,1.0,?,?,0.0,3.434,2.258,?,7.93,?,0.0,?
5.331,?,1.0,?,?,0.0,?,47.4,?,4.0,?,0.0,4.133,?,?,15.0,1.009,1.102,?,?,?,?,?,0.0,?,0.0,?,?,?,?,2.694,?,3.0,0.0,?,?,?,0.0,?,?,?,2
4.607,?,?,0.0,0.0,?,2.0,47.1,1.0,1.0,?,?,?,?,9.631,2.0,?,1.11,0.0,0.0,?,1.299,?,0.0,?,?,2.194,-0.025,0.0,10.118,1.544,?,0.0,?,0.0,?,2.481,?,?,0.0,0.0,2
5.814,?,?,?,?,?,0.0,37.0,3.0,?,0.0,0.513,?,0.845,?,?,0.978,?,0.0,?,0.0,1.254,?,?,?,0.0,?,?,0.0,?,0.811,?,0.0,0.0,?,?,2.091,?,?,0.0,0.0,2
5.637,?,?,0.0,?,?,?,38.5,3.0,?,0.0,1.646,3.144,0.853,10.63,?,?,1.128,?,0.0,0.0,?,3.0,0.0,0.0,?,2.554,-0.006,?,0.0,?,2.0,0.0,?,?,?,1.658,0.0,?,0.0,?,2
?,2.4328,?,?,0.0,2.0,0.0,?,?,1.0,?,0.0,3.227,0.845,?,?,?,1.136,0.0,?,0.0,1.223,3.0,0.0,0.0,0.0,2.62,0.003,0.0,?,0.811,?,?,0.0,1.0,3.693,1.97,0.0,?,0.0,0.0,?
?,?,?,0.0,?,0.0,0.0,40.0,?,2.0,?,?,?,0.959,9.464,1.0,?,?,?,0.0,0.0,?,1.0,0.0,?,0.0,?,?,0.0,?,?,?,0.0,0.0,0.0,3.603,3.056,0.0,7.829,0.0,0.0,?
4.923,?,?,0.0,0.0,?,?,50.0,?,?,?,?,3.266,0.664,?,5.0,1.019,1.104,?,?,?,?,?,?,?,?,2.376,-0.008,?,10.843,?,?,0.0,0.0,0.0,?,2.5,0.0,?,1.0,0.0,2
4.414,?,0.0,?,0.0,?,?,?,?,2.0,0.0,?,2.935,?,?,1.0,1.038,1.114,0.0,?,0.0,1.296,?,0.0,?,0.0,?,?,0.0,9.774,1.496,0.0,?,?,?,3.67,2.881,?,?,?,0.0,2
?,?,?,0.0,0.0,?,0.0,29.4,?,2.0,0.0,?,2.789,?,?,1.0,1.004,1.147,?,0.0,?,1.141,?,0.0,0.0,?,?,-0.074,?,0.0,1.496,?,0.0,0.0,?,3.238,?,0.0,7.243,0.0,0.0,2
?,2.8025,?,?,?,?,?,50.0,?,?,?,-0.601,?,0.762,10.226,?,?,?,?,0.0,0.0,1.261,3.0,?,?,0.0,2.424,0.004,?,?,?,0.0,0.0,?,1.0,3.853,2.833,1.0,8.508,0.0,?,2
4.651,2.7156,0.0,?,?,?,0.0,?,0.0,?,?,0.292,?,?,?,3.0,0.998,1.148,?,0.0,?,?,?,?,0.0,?,2.214,?,0.0,?,0.918,0.0,0.0,2.0,0.0,?,2.452,1.0,?,?,0.0,2
?,3.0226,?,?,1.0,0.0,?,?,0.0,0.0,?,0.0,3.174,0.0,9.805,0.0,0.985,?,0.0,0.0,0.0,1.359,?,0.0,?,?,?,0.013,0.0,?,0.95,0.0,?,?,?,?,?,?,?,0.0,?,2
?,?,1.0,?,0.0,0.0,0.0,?,?,3.0,?,0.0,?,?,?,4.0,?,1.138,?,?,?,?,?,?,?,0.0,2.256,?,?,20.417,?,?,0.0,0.0,?,4.681,3.274,0.0,9.289,0.0,?,2
?,?,?,?,?,0.0,0.0,?,3.0,?,?,0.0,3.525,1.654,10.121,?,?,?,0.0,?,?,?,1.0,0.0,?,0.0,2.303,-0.001,?,?,1.916,?,?,?,3.0,3.396,?,3.0,8.023,?,?,2
4.829,?,?,0.0,1.0,0.0,2.0,39.3,2.0,?,?,?,?,?,?,6.0,1.025,?,?,0.0,0.0,?,?,?,?,0.0,2.284,0.0,0.0,22.271,3.31,?,1.0,?,?,3.74,2.736,1.0,8.888,1.0,1.0,2
?,?,?,0.0,2.0,?,0.0,23.5,?,?,?,-0.945,?,1.871,11.509,?,1.055,1.155,?,0.0,?,1.154,2.0,?,?,?,2.466,?,0.0,35.388,5.533,?,?,4.0,?,?,?,?,?,0.0,?,2
?,2.6454,?,0.0,2.0,?,?,39.1,?,?,1.0,?,?,1.695,9.972,?,?,1.13,0.0,?,0.0,?,?,0.0,?,0.0,2.212,0.004,?,?,?,0.0,0.0,2.0,3.0,3.585,?,?,8.319,0.0,0.0,?
?,3.7176,?,?,?,?,0.0,?,0.0,4.0,?,-2.138,3.714,?,10.094,4.0,1.042,1.144,0.0,?,?,1.174,0.0,0.0,0.0,0.0,?,?,0.0,?,?,?,0.0,?,6.0,4.061,?,?,8.992,?,0.0,?
?,2.8897,?,?,?,?,0.0,?,?,0.0,0.0,0.0,3.699,3.322,?,?,0.961,?,?,0.0,?,1.209,?,0.0,?,0.0,1.978,?,0.0,0.0,?,?,?,0.0,?,2.994,?,0.0,7.896,?,?,?
4.17,?,0.0,?,?,?,0.0,25.0,?,0.0,2.0,0.0,?,?,8.597,0.0,?,?,?,0.0,0.0,?,?,?,0.0,?,1.848,?,0.0,0.0,1.542,0.0,0.0,?,?,?,2.167,?,6.635,?,0.0,2
3.0,?,?,0.0,?,?,?,?,?,?,0.0,?,?,0.918,?,0.0,?,?,0.0,0.0,?,?,0.0,?,?,?,?,?,0.0,0.0,?,0.0,?,?,1.0,?,?,?,?,0.0,?,?
?,?,?,?,0.0,?,?,25.0,2.0,0.0,?,?,2.359,?,?,0.0,?,1.161,?,?,0.0,1.129,?,?,?,?,?,?,?,0.0,2.094,?,?,2.0,1.0,?,1.9,?,6.432,0.0,0.0,2
?,?,0.0,0.0,0.0,?,0.0,22.2,?,1.0,0.0,0.0,1.926,0.918,?,0.0,?,?,?,?,0.0,1.06,0.0,?,?,?,?,?,?,0.0,1.333,?,?,?,1.0,?,?,?,?,?,0.0,?
