@relation dataset

@attribute V1 real
@attribute V2 real
@attribute V3 real
@attribute V4 real
@attribute V5 real
@attribute V6 real
@attribute V7 real
@attribute V8 real
@attribute V9 real
@attribute V10 real
@attribute V11 real
@attribute V12 real
@attribute V13 real
@attribute V14 real
@attribute V15 real
@attribute V16 real
@attribute V17 real
@attribute V18 real
@attribute V19 real
@attribute V20 real
@attribute V21 real
@attribute V22 real
@attribute V23 real
@attribute V24 real
@attribute V25 real
@attribute V26 real
@attribute V27 real
@attribute V28 real
@attribute V29 real
@attribute V30 real
@attribute V31 real
@attribute V32 real
@attribute V33 real
@attribute V34 real
@attribute V35 real
@attribute V36 real
@attribute V37 real
@attribute V38 real
@attribute V39 real
@attribute V40 real
@attribute V41 real
@attribute class {1, 2}


@data
5.04,3.6112,0.0,?,?,?,2.0,?,0.0,4.0,3.0,?,3.483,?,10.159,8.0,1.069,1.127,0.0,?,0.0,1.199,?,?,0.0,0.0,?,0.005,0.0,30.959,1.711,0.0,?,2.0,?,3.888,?,?,8.706,0.0,0.0,?
4.91,2.7414,?,0.0,?,0.0,?,52.9,0.0,2.0,0.0,-0.302,3.364,?,10.06,?,?,?,0.0,0.0,0.0,?,3.0,0.0,0.0,0.0,?,0.004,?,10.717,1.207,?,1.0,?,?,?,2.5,?,8.427,?,0.0,?
3.618,?,?,?,?,?,?,?,?,0.0,0.0,0.0,2.333,?,7.853,?,?,1.147,0.0,0.0,?,1.178,0.0,?,?,0.0,1.732,?,0.0,?,2.094,0.0,?,0.0,0.0,2.794,1.7,?,6.333,0.0,?,2
?,2.6272,0.0,0.0,?,0.0,0.0,?,3.0,?,0.0,?,?,?,8.755,0.0,?,1.145,?,0.0,0.0,1.213,0.0,0.0,0.0,0.0,1.902,?,?,?,2.052,0.0,0.0,?,0.0,2.998,1.722,?,6.77,0.0,0.0,2
3.732,2.3391,0.0,?,0.0,?,0.0,?,?,0.0,0.0,0.0,2.511,1.585,8.16,?,?,1.145,?,0.0,0.0,?,0.0,0.0,0.0,0.0,?,?,0.0,0.0,?,?,?,0.0,?,2.846,?,0.0,?,0.0,0.0,2
3.879,?,0.0,0.0,0.0,0.0,0.0,?,2.0,?,?,?,?,?,8.743,0.0,0.96,1.143,0.0,?,?,?,?,0.0,0.0,?,1.902,0.036,0.0,0.0,3.685,0.0,?,0.0,?,2.924,1.611,0.0,7.029,0.0,?,?
3.942,2.7719,1.0,?,?,0.0,0.0,31.6,2.0,0.0,0.0,0.0,?,2.777,?,?,0.969,?,0.0,?,0.0,1.22,?,0.0,1.0,0.0,?,0.003,?,0.0,5.294,0.0,0.0,?,?,?,1.739,0.0,?,0.0,1.0,?
?,2.852,1.0,0.0,0.0,?,?,32.0,2.0,0.0,0.0,0.0,4.075,3.146,?,?,0.965,?,0.0,0.0,0.0,?,0.0,1.0,?,?,?,0.0,1.0,0.0,6.909,?,?,0.0,?,?,?,?,11.578,?,?,2
3.732,2.3761,0.0,0.0,?,0.0,0.0,26.3,2.0,0.0,1.0,?,?,?,?,0.0,0.969,1.157,?,0.0,0.0,1.152,0.0,0.0,?,?,?,-0.195,?,0.0,?,0.0,0.0,1.0,?,2.858,?,?,?,?,0.0,?
?,2.6264,0.0,0.0,?,0.0,0.0,?,0.0,?,0.0,?,2.167,0.811,8.318,?,0.972,1.166,?,?,0.0,1.182,0.0,0.0,?,?,?,?,?,0.0,1.0,0.0,0.0,0.0,0.0,2.991,2.0,?,?,0.0,?,?
?,1.1521,?,?,?,?,0.0,16.7,?,1.0,0.0,?,1.549,0.0,4.174,0.0,1.016,?,0.0,?,0.0,?,0.0,0.0,0.0,?,1.0,-1.099,0.0,?,1.0,?,?,?,1.0,?,4.0,?,4.948,?,0.0,?
3.732,2.4062,0.0,?,?,?,0.0,27.8,2.0,1.0,?,0.0,2.555,?,8.16,?,0.979,?,0.0,?,?,1.134,?,0.0,?,0.0,1.802,-0.205,?,?,?,?,0.0,0.0,1.0,2.874,2.333,?,6.649,?,0.0,2
4.0,2.3699,?,0.0,?,0.0,?,?,?,?,0.0,?,?,1.0,8.482,0.0,0.998,?,0.0,0.0,0.0,?,?,0.0,0.0,?,2.17,?,0.0,0.0,?,0.0,0.0,0.0,0.0,3.302,2.083,0.0,7.174,?,0.0,2
?,?,0.0,0.0,?,0.0,?,20.0,2.0,2.0,?,0.0,2.243,?,7.408,0.0,1.031,1.166,0.0,?,0.0,0.98,?,0.0,?,?,1.618,-0.642,?,0.0,?,0.0,?,0.0,?,?,3.75,0.0,6.32,0.0,0.0,2
?,2.8042,0.0,?,0.0,?,?,?,2.0,2.0,?,0.0,?,?,?,?,?,1.16,0.0,?,0.0,?,0.0,?,?,?,1.848,?,0.0,?,?,0.0,?,0.0,2.0,?,3.367,?,6.782,?,?,?
?,2.9558,0.0,?,0.0,0.0,0.0,25.0,?,2.0,0.0,0.0,?,?,8.815,?,1.005,1.156,0.0,?,0.0,?,0.0,0.0,?,?,1.932,?,?,0.0,1.745,0.0,0.0,0.0,?,3.083,3.056,0.0,6.914,?,0.0,2
3.414,2.6294,0.0,0.0,0.0,?,?,37.5,?,?,?,?,2.333,1.0,7.408,?,1.012,1.13,0.0,0.0,0.0,1.215,0.0,0.0,0.0,?,1.618,-0.66,?,0.0,?,0.0,0.0,0.0,1.0,3.188,?,0.0,7.035,0.0,0.0,?
4.214,3.0057,0.0,0.0,0.0,?,0.0,?,1.0,2.0,0.0,?,2.608,1.459,?,1.0,1.005,1.156,0.0,0.0,?,1.104,0.0,?,?,?,1.902,-0.236,0.0,0.0,2.052,?,0.0,0.0,1.0,?,?,?,?,0.0,0.0,2
3.848,2.8521,0.0,?,?,0.0,0.0,27.3,?,?,0.0,0.0,2.858,2.0,8.584,?,0.993,?,0.0,?,?,1.117,?,0.0,0.0,0.0,?,-0.076,0.0,?,3.284,0.0,0.0,0.0,1.0,2.997,2.375,?,7.074,0.0,0.0,?
?,?,?,0.0,0.0,?,0.0,?,1.0,?,0.0,0.0,2.263,?,?,1.0,?,1.146,0.0,?,0.0,?,0.0,?,0.0,0.0,?,-0.589,?,9.174,1.707,0.0,?,?,?,3.038,3.125,0.0,6.735,?,?,?
4.393,?,0.0,?,0.0,0.0,0.0,?,3.0,?,0.0,2.487,3.233,?,9.562,1.0,?,1.131,?,0.0,0.0,1.259,0.0,0.0,0.0,?,2.048,0.013,?,10.02,3.684,0.0,0.0,?,?,?,2.303,0.0,8.029,?,0.0,2
?,?,?,0.0,0.0,0.0,?,31.3,3.0,1.0,?,?,2.634,0.918,?,?,?,1.143,?,0.0,0.0,1.206,0.0,0.0,0.0,0.0,?,?,?,?,1.521,?,?,0.0,0.0,?,2.667,?,?,0.0,?,2
?,2.9193,0.0,?,?,?,0.0,?,2.0,?,0.0,0.167,2.279,0.811,8.318,0.0,0.998,?,0.0,0.0,0.0,1.195,0.0,?,?,?,1.732,?,?,?,1.0,?,?,0.0,0.0,?,3.167,0.0,7.097,0.0,?,2
4.694,3.646,0.0,0.0,0.0,0.0,?,30.0,2.0,2.0,?,-0.671,2.917,1.406,9.425,4.0,0.998,?,?,0.0,?,1.14,0.0,0.0,?,?,?,-0.077,0.0,?,1.631,0.0,0.0,?,1.0,3.417,2.875,0.0,?,?,?,?
4.236,?,0.0,0.0,?,?,?,33.3,?,?,0.0,?,3.974,?,10.082,2.0,?,1.138,?,0.0,?,1.205,?,?,0.0,0.0,1.996,?,0.0,10.389,?,0.0,0.0,?,1.0,3.329,1.987,0.0,8.414,0.0,0.0,?
?,3.4453,0.0,?,?,0.0,?,27.3,1.0,2.0,0.0,?,2.512,0.971,8.597,1.0,1.028,1.151,0.0,0.0,?,?,0.0,?,0.0,0.0,?,0.425,0.0,9.59,?,?,?,?,?,3.337,?,0.0,?,0.0,0.0,2
4.214,3.3939,0.0,?,0.0,?,0.0,?,2.0,?,0.0,?,?,?,8.755,1.0,1.014,1.149,?,0.0,?,?,0.0,0.0,?,?,1.902,-0.249,?,9.822,2.052,0.0,0.0,?,?,3.344,2.944,0.0,?,0.0,?,2
4.214,?,0.0,0.0,0.0,0.0,0.0,?,?,2.0,0.0,?,?,1.459,8.755,?,1.025,1.139,?,?,0.0,?,0.0,?,0.0,0.0,1.902,-0.263,0.0,9.75,2.052,0.0,0.0,0.0,0.0,3.38,?,?,7.543,0.0,?,2
4.233,?,0.0,0.0,0.0,?,0.0,?,1.0,3.0,0.0,-0.262,2.938,1.906,?,1.0,1.022,1.15,0.0,0.0,0.0,?,?,0.0,0.0,?,1.95,-0.087,?,?,2.999,0.0,?,?,?,?,2.833,?,7.61,0.0,0.0,?
?,3.6943,0.0,?,?,?,0.0,33.3,1.0,2.0,?,?,2.838,1.557,8.944,3.0,?,1.139,0.0,?,?,?,0.0,?,?,?,1.97,0.149,0.0,?,2.195,0.0,0.0,?,0.0,3.39,2.952,?,7.596,0.0,0.0,?
4.372,?,0.0,0.0,?,?,0.0,?,?,?,0.0,-0.177,?,?,?,?,0.993,1.139,0.0,0.0,0.0,1.186,0.0,0.0,0.0,0.0,?,?,0.0,10.624,?,?,0.0,0.0,?,?,?,0.0,7.788,?,?,2
?,4.5881,0.0,0.0,0.0,?,?,30.8,6.0,?,?,-0.209,?,?,10.633,?,0.989,?,0.0,?,?,?,0.0,0.0,0.0,0.0,2.314,0.001,0.0,11.278,3.598,0.0,0.0,0.0,?,3.503,2.461,0.0,?,0.0,0.0,2
4.446,?,?,0.0,0.0,0.0,0.0,?,?,4.0,0.0,?,?,1.922,9.523,6.0,1.036,1.146,0.0,0.0,?,1.116,0.0,0.0,?,0.0,?,-0.028,0.0,?,3.132,?,0.0,0.0,0.0,3.431,?,0.0,8.008,?,?,2
4.411,?,?,0.0,0.0,0.0,?,?,?,?,0.0,-0.328,3.699,2.948,?,?,0.995,?,0.0,0.0,?,?,?,?,?,0.0,2.08,?,?,?,?,0.0,0.0,?,?,?,2.407,0.0,?,0.0,?,2
?,3.7942,?,?,?,0.0,0.0,32.5,4.0,?,0.0,-0.117,?,?,?,?,0.981,1.14,0.0,0.0,?,1.184,0.0,0.0,?,?,2.13,0.0,?,?,9.594,?,0.0,0.0,?,3.393,2.086,?,?,0.0,0.0,?
4.347,?,0.0,?,0.0,0.0,0.0,33.3,?,2.0,?,?,3.809,?,?,3.0,?,1.138,?,?,?,?,?,0.0,0.0,?,2.019,?,?,?,?,0.0,0.0,?,0.0,3.358,?,0.0,?,?,0.0,2
4.562,3.8122,?,0.0,0.0,0.0,0.0,33.3,?,?,?,?,?,?,?,4.0,1.025,?,0.0,0.0,0.0,1.179,?,?,?,0.0,?,-0.258,?,?,?,?,?,0.0,?,3.511,3.556,0.0,?,?,0.0,?
?,4.0061,?,?,0.0,0.0,?,33.3,1.0,?,?,0.086,?,?,9.312,?,?,?,?,0.0,?,?,?,0.0,0.0,?,?,0.149,0.0,10.19,1.776,?,?,0.0,?,3.523,?,0.0,7.747,0.0,?,2
4.655,2.409,?,?,?,?,0.0,?,1.0,3.0,?,?,3.204,?,?,?,?,1.135,0.0,0.0,?,?,1.0,?,?,?,2.256,0.014,?,?,?,?,0.0,?,?,3.542,2.667,?,8.185,0.0,0.0,?
4.644,?,?,0.0,?,0.0,?,?,2.0,3.0,0.0,-0.104,3.082,1.837,?,?,1.021,?,?,0.0,0.0,?,?,?,0.0,?,2.084,0.049,?,?,2.732,0.0,0.0,0.0,1.0,?,3.093,0.0,7.886,?,0.0,?
4.646,?,?,0.0,0.0,0.0,0.0,34.3,?,?,0.0,?,?,?,?,?,?,?,0.0,0.0,0.0,?,0.0,?,?,0.0,?,?,?,?,6.086,0.0,0.0,0.0,0.0,?,2.775,?,8.578,?,?,2
?,4.1984,?,?,?,?,?,33.3,?,4.0,0.0,-1.073,?,?,9.651,?,?,1.139,?,?,0.0,1.158,0.0,0.0,?,0.0,2.085,-0.008,0.0,21.27,?,0.0,?,?,0.0,?,2.944,?,8.196,0.0,?,2
?,?,2.0,0.0,0.0,0.0,0.0,?,1.0,2.0,0.0,-1.21,3.184,0.918,9.184,0.0,1.134,?,?,?,0.0,1.19,?,0.0,0.0,0.0,2.0,?,0.0,?,1.521,?,0.0,?,?,?,?,0.0,8.593,?,?,?
5.206,?,0.0,0.0,1.0,0.0,0.0,30.8,1.0,2.0,1.0,-0.947,?,2.9,?,?,?,1.145,0.0,?,?,?,0.0,?,?,0.0,2.218,0.0,0.0,10.57,?,0.0,?,2.0,0.0,3.47,2.167,1.0,?,?,?,?
4.691,?,?,?,0.0,0.0,0.0,?,?,4.0,1.0,-2.498,?,?,9.666,?,?,1.161,0.0,0.0,?,?,?,0.0,0.0,?,?,?,0.0,?,2.428,0.0,?,?,?,?,4.019,1.0,?,0.0,0.0,?
?,?,?,?,0.0,0.0,0.0,?,0.0,?,?,?,?,0.971,?,0.0,1.124,?,0.0,?,?,?,0.0,?,0.0,?,?,?,0.0,?,1.542,?,0.0,?,1.0,?,?,?,?,?,?,?
4.214,3.3376,0.0,?,?,0.0,0.0,33.3,?,?,?,-1.072,?,1.459,8.755,?,1.071,1.148,0.0,0.0,?,?,?,0.0,0.0,0.0,?,?,0.0,?,2.052,0.0,0.0,1.0,1.0,?,?,?,?,?,0.0,2
?,?,?,0.0,?,0.0,0.0,30.6,?,3.0,3.0,?,?,?,?,2.0,?,1.147,0.0,?,?,1.18,0.0,0.0,?,0.0,?,?,0.0,?,8.266,?,?,?,1.0,3.473,?,?,8.611,?,0.0,2
?,?,0.0,?,0.0,0.0,?,26.7,?,1.0,0.0,0.0,2.4,0.971,8.597,2.0,0.983,?,0.0,0.0,0.0,1.12,0.0,0.0,0.0,?,1.848,?,?,?,?,?,?,0.0,1.0,?,2.567,?,6.683,0.0,?,?
?,3.9016,0.0,?,?,?,?,?,?,3.0,?,?,3.227,?,?,3.0,?,1.146,?,?,0.0,1.146,?,0.0,?,?,2.175,?,?,10.355,3.341,?,?,?,?,?,?,0.0,7.979,0.0,0.0,2
4.642,3.0034,0.0,0.0,?,0.0,?,?,?,?,?,0.0,?,?,?,2.0,0.987,?,0.0,0.0,0.0,1.256,1.0,0.0,0.0,?,?,?,0.0,0.0,?,0.0,1.0,?,?,?,?,?,8.009,0.0,?,?
?,?,?,?,?,0.0,?,?,?,1.0,?,?,3.093,1.187,9.631,2.0,?,?,?,0.0,0.0,1.242,?,0.0,?,?,?,?,?,?,?,?,1.0,?,1.0,?,?,?,?,?,?,?
4.807,?,?,?,?,0.0,3.0,42.1,?,?,?,?,3.1,0.881,?,3.0,0.987,?,0.0,0.0,?,1.272,1.0,0.0,0.0,?,?,?,0.0,0.0,?,?,?,?,?,3.71,2.333,0.0,8.114,?,0.0,2
?,3.3386,?,0.0,0.0,?,?,40.0,0.0,?,0.0,?,3.203,1.261,?,4.0,1.004,1.125,0.0,0.0,0.0,1.219,1.0,?,?,?,2.247,?,?,0.0,?,0.0,?,0.0,?,3.677,?,0.0,?,?,0.0,2
?,?,0.0,?,0.0,?,?,42.9,?,?,0.0,-0.242,?,?,?,3.0,?,1.119,?,0.0,?,1.241,?,0.0,0.0,?,2.166,-0.008,0.0,10.395,?,0.0,?,?,?,3.573,2.485,?,8.245,0.0,?,?
4.521,?,?,0.0,?,?,1.0,?,?,1.0,0.0,?,?,1.661,9.466,?,?,?,0.0,0.0,?,1.268,1.0,0.0,0.0,0.0,?,0.014,0.0,0.0,?,0.0,?,0.0,1.0,3.587,?,0.0,8.061,0.0,?,?
?,3.1116,0.0,?,0.0,0.0,?,?,0.0,2.0,0.0,0.0,3.151,1.187,9.631,?,?,?,?,?,?,1.253,1.0,0.0,?,0.0,2.194,-0.026,0.0,10.036,1.544,?,1.0,?,1.0,3.662,?,0.0,8.143,?,0.0,?
4.863,?,?,0.0,0.0,?,3.0,?,0.0,?,0.0,?,?,?,9.967,6.0,1.027,?,?,0.0,?,1.216,1.0,0.0,?,0.0,?,?,?,?,?,?,?,?,?,3.743,?,0.0,8.33,?,0.0,2
4.923,3.2457,?,?,0.0,0.0,2.0,?,?,?,0.0,-0.863,?,?,?,4.0,?,1.116,0.0,?,0.0,1.248,1.0,?,?,0.0,?,0.014,0.0,10.422,1.563,0.0,0.0,0.0,1.0,?,?,?,8.28,?,?,?
?,3.3983,0.0,?,0.0,?,2.0,41.7,0.0,?,?,?,3.571,1.59,?,10.0,1.03,1.121,0.0,?,0.0,?,1.0,?,0.0,0.0,2.343,?,?,?,2.147,0.0,0.0,0.0,0.0,?,2.833,?,?,2.0,?,?
?,3.092,?,0.0,0.0,?,2.0,?,4.0,?,0.0,-0.98,?,2.066,10.59,?,1.001,1.129,0.0,0.0,0.0,1.215,1.0,0.0,?,0.0,2.354,?,0.0,?,?,?,?,?,0.0,3.795,2.467,?,?,2.0,0.0,?
?,?,?,0.0,?,?,?,41.7,0.0,?,0.0,?,?,?,10.236,?,1.03,?,0.0,?,?,1.202,1.0,?,0.0,?,?,0.001,0.0,22.204,?,?,?,0.0,?,?,2.833,?,8.591,?,0.0,2
5.047,?,?,?,0.0,?,3.0,?,?,5.0,?,-2.685,?,?,10.531,12.0,?,1.104,0.0,?,?,?,3.0,0.0,?,0.0,?,-0.001,0.0,32.533,?,0.0,0.0,0.0,?,3.906,3.321,0.0,8.796,?,0.0,?
?,2.1244,?,?,?,0.0,2.0,50.0,?,?,?,?,3.699,?,10.239,7.0,?,1.104,?,?,?,?,2.0,?,?,0.0,2.247,?,0.0,?,?,0.0,0.0,?,?,3.681,2.313,0.0,8.7,?,0.0,?
4.77,?,?,0.0,?,0.0,?,43.8,?,?,0.0,?,?,1.185,?,6.0,?,?,0.0,0.0,0.0,1.207,?,0.0,?,?,?,?,?,?,?,?,?,?,?,3.712,3.2,0.0,8.3,?,0.0,2
?,?,1.0,0.0,0.0,0.0,?,35.3,?,?,?,?,?,1.16,10.388,8.0,1.061,1.118,?,0.0,?,1.219,?,?,0.0,?,?,-0.008,0.0,?,1.833,?,2.0,?,?,4.735,3.477,0.0,9.513,?,?,2
?,?,?,0.0,?,0.0,0.0,38.5,3.0,0.0,?,3.12,?,1.185,9.882,?,0.964,1.128,0.0,?,0.0,1.274,1.0,0.0,0.0,0.0,2.236,?,0.0,?,?,?,0.0,0.0,0.0,3.521,1.767,?,7.934,?,?,?
4.414,?,0.0,0.0,?,?,0.0,31.6,?,1.0,?,?,2.755,0.802,9.183,?,0.98,1.142,0.0,0.0,0.0,1.149,1.0,?,0.0,?,2.101,-0.066,0.0,?,0.975,?,0.0,?,?,3.159,2.119,0.0,?,?,0.0,?
4.821,?,0.0,?,?,?,0.0,33.3,2.0,?,?,-0.135,?,?,?,?,?,?,0.0,?,?,?,?,?,?,0.0,?,?,?,?,?,?,?,?,?,?,2.258,0.0,7.93,0.0,0.0,2
5.331,2.1747,1.0,?,0.0,0.0,3.0,47.4,0.0,?,0.0,?,?,0.393,10.867,?,?,?,?,?,0.0,1.3,3.0,0.0,?,0.0,2.37,0.0,0.0,?,2.694,?,?,?,?,?,?,0.0,9.576,0.0,0.0,2
?,?,?,?,?,0.0,?,47.1,?,1.0,?,0.0,3.127,?,?,2.0,?,?,?,0.0,0.0,1.299,1.0,?,0.0,?,2.194,?,?,10.118,1.544,?,0.0,?,?,3.651,?,0.0,?,0.0,?,?
?,?,?,?,?,2.0,?,?,?,?,0.0,0.513,?,0.845,10.926,4.0,0.978,?,0.0,0.0,0.0,1.254,3.0,0.0,?,0.0,?,0.003,?,?,?,1.0,0.0,0.0,?,3.756,2.091,0.0,8.196,?,0.0,?
5.637,?,0.0,0.0,0.0,?,0.0,?,3.0,0.0,0.0,1.646,?,?,?,?,0.964,?,?,?,?,1.267,?,0.0,0.0,?,2.554,?,?,?,0.986,?,?,?,?,?,?,0.0,8.065,0.0,0.0,2
?,2.4328,?,0.0,?,?,?,34.5,3.0,?,0.0,?,3.227,?,?,?,0.975,1.136,?,0.0,0.0,?,3.0,?,?,?,?,0.003,0.0,?,0.811,1.0,?,0.0,?,?,1.97,0.0,?,0.0,0.0,?
4.732,?,?,0.0,0.0,0.0,0.0,?,?,2.0,0.0,?,2.767,0.959,9.464,1.0,1.042,?,0.0,0.0,?,?,?,0.0,0.0,?,2.236,?,0.0,?,?,?,0.0,0.0,0.0,3.603,?,?,7.829,0.0,0.0,?
4.923,?,0.0,0.0,?,?,2.0,50.0,0.0,2.0,?,-0.199,?,?,10.037,?,1.019,?,0.0,?,0.0,1.266,3.0,0.0,?,?,?,?,0.0,10.843,?,?,?,0.0,?,?,2.5,0.0,?,?,0.0,?
?,3.2274,?,0.0,?,0.0,0.0,45.5,?,2.0,?,?,2.935,?,9.209,1.0,?,1.114,?,?,0.0,1.296,?,?,0.0,?,2.152,?,?,?,?,?,0.0,0.0,?,3.67,2.881,0.0,?,?,0.0,2
?,?,0.0,?,0.0,0.0,0.0,29.4,?,?,?,0.0,2.789,?,9.209,1.0,1.004,?,0.0,?,0.0,?,?,0.0,0.0,0.0,?,?,0.0,?,?,0.0,0.0,?,?,3.238,2.405,0.0,7.243,?,0.0,?
4.982,?,?,?,?,0.0,?,50.0,?,2.0,2.0,?,3.38,0.762,10.226,?,1.033,?,?,?,?,1.261,?,?,0.0,0.0,2.424,?,0.0,21.888,?,0.0,?,2.0,1.0,?,2.833,?,?,0.0,?,?
?,2.7156,0.0,0.0,0.0,?,0.0,31.3,0.0,1.0,0.0,0.292,2.826,?,?,3.0,0.998,?,0.0,0.0,?,?,1.0,0.0,?,0.0,?,?,?,?,?,?,0.0,2.0,0.0,3.482,?,1.0,?,0.0,?,?
4.802,3.0226,?,?,?,0.0,2.0,50.0,0.0,?,?,0.0,3.174,0.0,9.805,?,?,1.109,?,?,0.0,?,3.0,0.0,?,?,?,?,?,0.0,?,0.0,0.0,3.0,1.0,3.868,?,?,8.357,0.0,0.0,?
5.164,?,1.0,?,?,0.0,?,23.1,0.0,?,?,0.0,3.108,0.917,?,?,?,1.138,?,?,0.0,1.188,1.0,?,0.0,0.0,2.256,?,0.0,?,?,0.0,?,?,?,4.681,?,?,9.289,0.0,0.0,2
4.826,?,?,?,6.0,0.0,?,25.0,?,?,9.0,0.0,?,1.654,10.121,0.0,1.007,?,0.0,?,?,?,1.0,0.0,?,0.0,?,?,0.0,?,1.916,0.0,?,?,?,?,2.5,?,8.023,0.0,0.0,?
4.829,?,1.0,0.0,1.0,0.0,2.0,?,2.0,?,?,-0.664,?,?,10.281,?,?,?,0.0,?,?,1.227,?,0.0,?,0.0,2.284,?,0.0,22.271,3.31,?,?,?,1.0,3.74,2.736,1.0,8.888,?,1.0,2
5.439,2.3629,?,0.0,2.0,?,?,23.5,?,11.0,?,-0.945,?,?,?,?,1.055,?,?,0.0,0.0,?,?,?,0.0,0.0,?,?,0.0,?,?,?,?,?,5.0,?,3.182,?,?,?,?,2
?,2.6454,?,0.0,2.0,0.0,1.0,39.1,0.0,2.0,1.0,-0.959,?,?,?,2.0,?,1.13,0.0,?,0.0,?,?,0.0,?,?,2.212,0.004,0.0,?,2.815,?,0.0,?,3.0,3.585,?,?,?,?,0.0,2
4.659,3.7176,2.0,0.0,?,0.0,?,23.1,0.0,?,0.0,-2.138,?,?,10.094,4.0,?,1.144,?,?,0.0,?,0.0,0.0,0.0,?,2.125,?,?,?,4.56,0.0,?,4.0,6.0,?,?,2.0,?,0.0,?,2
?,?,?,0.0,0.0,0.0,?,32.3,2.0,0.0,?,?,3.699,?,9.707,?,?,1.141,0.0,0.0,?,1.209,0.0,?,0.0,?,?,?,0.0,?,8.122,0.0,?,0.0,0.0,?,?,?,7.896,0.0,0.0,?
?,?,0.0,?,?,?,?,25.0,?,?,?,?,?,?,8.597,?,0.97,?,?,?,?,?,?,?,?,0.0,1.848,0.322,?,0.0,1.542,0.0,0.0,?,2.0,?,?,?,?,0.0,0.0,?
?,1.8227,?,?,?,0.0,?,?,?,0.0,?,0.0,?,0.918,6.594,0.0,?,?,0.0,?,?,1.126,?,?,?,?,1.414,0.764,?,?,1.333,?,0.0,?,1.0,2.642,?,?,5.834,0.0,?,2
3.618,?,0.0,0.0,?,0.0,?,25.0,2.0,0.0,0.0,0.0,2.359,?,?,0.0,0.97,?,?,?,0.0,1.129,0.0,?,?,0.0,1.732,?,?,?,?,0.0,0.0,?,1.0,2.848,?,?,?,?,0.0,2
3.0,1.8205,?,?,0.0,?,?,22.2,?,1.0,?,?,?,0.918,?,0.0,?,?,?,?,?,1.06,0.0,0.0,?,0.0,1.414,?,?,0.0,?,0.0,0.0,?,?,2.651,?,0.0,?,0.0,?,?
