@relation dataset

@attribute eccentricity real
@attribute aspect_ratio real
@attribute elongation real
@attribute solidity real
@attribute stoc_convexity real
@attribute iso_factor real
@attribute max_in_depth real
@attribute lobedness real
@attribute avg_intensity real
@attribute avg_contrast real
@attribute smoothness real
@attribute third_moment real
@attribute uniformity real
@attribute entropy real


@data
?,?,?,0.76697,?,0.27825,0.039592,?,0.023152,0.087838,?,0.0028187,?,0.8079
0.84315,1.8134,0.54611,?,0.96667,?,?,0.2699,0.054653,?,?,0.0082654,1.6275E-4,1.495
?,1.6637,?,0.8862,0.99298,?,0.022152,0.089306,0.034444,?,?,?,?,?
?,?,0.55606,0.87745,?,0.52669,0.029555,?,?,?,?,0.0031577,?,0.9961
0.84563,1.7418,0.49818,0.92748,?,0.62301,?,?,?,0.077667,?,?,?,?
?,?,0.55339,0.94868,?,0.60231,?,0.18255,0.049706,?,0.017742,0.0066921,?,?
0.86587,?,?,0.97215,?,?,?,?,?,0.073946,?,0.0014673,?,?
?,?,?,?,?,0.50374,?,?,?,0.075567,?,0.0023517,8.791E-5,0.7658
0.84285,?,0.51931,0.91339,?,?,?,?,?,?,0.013186,0.0048867,?,1.1185
0.98502,?,0.83612,?,0.98772,0.31546,?,0.098133,?,?,?,?,2.2206E-4,1.0185
?,?,0.83628,0.96522,1.0,0.29509,0.024667,0.11074,?,?,?,0.0027833,?,?
?,?,?,?,0.97719,0.27717,?,?,?,?,0.010462,?,?,?
0.98326,5.8308,0.82878,0.96489,1.0,?,0.014672,?,0.019278,0.073118,0.0053178,0.0014657,9.7882E-5,?
?,6.0269,0.83884,0.96027,0.96842,?,?,?,?,0.080869,?,0.001957,9.1646E-5,?
0.98695,6.2904,?,0.97085,?,0.29288,?,?,?,?,?,?,?,?
?,6.5173,0.84726,0.96846,1.0,?,?,0.08854,?,0.11842,0.013829,?,2.0215E-4,?
0.98361,?,?,0.95488,?,0.32134,0.040164,?,0.039243,0.11622,0.013327,?,?,1.0006
0.98643,6.1273,0.84737,0.95274,?,?,0.019421,?,?,0.095642,?,?,?,?
0.986,?,0.83942,?,?,?,0.011769,?,0.051048,0.13524,0.017961,0.0060176,3.128E-4,?
?,?,0.86069,?,?,0.26951,0.021697,0.08568,?,?,?,?,?,?
?,?,?,0.90378,0.99649,0.51298,?,?,0.082509,?,?,?,6.7871E-4,?
?,?,?,?,?,0.63545,?,?,0.060967,0.15124,0.022362,?,?,?
0.54833,?,?,?,0.99825,0.59707,0.017966,?,?,0.12505,0.015397,0.0051037,?,0.94617
0.58938,?,?,0.89009,0.98421,?,0.047907,0.4177,0.11488,0.19211,?,?,0.0015424,2.1004
?,?,?,?,0.96316,0.50892,?,?,0.058284,?,0.022099,?,?,1.184
0.54029,?,?,?,?,?,0.028138,0.1441,?,?,?,?,?,1.1427
0.4309,?,?,?,0.96667,0.46204,?,?,0.067688,0.16198,0.025566,0.0091042,4.3085E-4,1.3596
?,?,0.27095,0.94433,1.0,0.66599,0.013322,0.032299,?,?,?,?,4.6307E-5,?
0.4867,1.2165,0.37691,?,0.99474,?,0.032181,?,0.098716,?,?,?,?,?
?,1.2199,0.32967,?,1.0,0.56329,?,0.13328,0.092156,?,?,0.010076,?,1.7156
0.73086,?,0.46455,?,?,?,0.034289,0.21399,?,0.10191,?,0.0035859,?,0.76676
0.51577,?,?,0.9208,?,0.62017,0.023879,0.10378,0.047501,0.12228,?,?,5.6945E-4,1.1232
?,1.3539,?,0.93647,?,?,0.019818,?,?,0.13137,?,0.0059817,?,?
?,?,?,?,0.99649,?,?,0.17015,?,0.14621,?,?,6.7747E-4,?
?,?,?,0.90736,0.97368,?,?,0.41601,0.11385,0.18608,0.033467,0.0082395,?,2.2422
?,1.1876,?,0.91542,0.97719,?,?,0.47962,0.13764,0.18732,0.033899,0.0061636,0.0029358,?
0.55362,1.2438,0.39517,0.91092,0.97193,?,0.046323,0.39055,?,?,?,0.0094574,7.4607E-4,?
?,?,?,?,0.97544,?,?,0.384,?,0.14622,0.020931,0.0048174,0.0014091,1.6749
?,?,?,?,0.96491,?,?,0.55882,0.1203,?,0.035373,0.0084315,?,?
?,?,?,?,?,?,0.053564,0.52218,0.14905,0.25543,?,0.02381,5.9701E-4,2.413
0.50114,?,0.30101,0.94477,0.9807,0.6743,0.0494,0.44415,0.096252,0.23034,?,0.025877,2.6934E-4,1.4463
?,?,0.25496,0.94201,0.97368,0.6084,0.040722,0.3018,0.10957,0.23571,?,?,4.2353E-4,?
0.46094,?,0.22905,?,?,?,0.038286,?,0.11753,0.22041,?,?,6.4766E-4,?
0.54913,1.2769,?,0.93889,0.99123,?,0.041539,?,?,0.2605,0.06355,?,?,2.203
?,?,?,?,0.99298,?,0.05426,0.53584,0.10967,?,?,?,?,?
?,1.0471,?,0.95176,0.97368,?,0.050832,0.47028,?,?,0.057693,?,?,?
?,?,?,0.93923,?,?,0.04962,0.44811,?,0.28081,?,0.023825,?,2.6604
?,?,?,?,?,?,0.11187,2.2776,?,?,?,?,1.0284E-4,0.6508
?,1.1111,0.63983,?,0.6,0.15743,?,3.1143,?,0.079722,?,?,7.3919E-5,?
?,1.095,?,?,?,?,?,3.4462,0.021147,?,?,?,1.6376E-4,0.75496
0.38501,?,0.63042,0.51223,0.59123,?,?,?,0.033373,?,?,0.0027872,?,1.0015
0.26758,1.1316,?,?,?,?,?,?,?,?,0.0050792,?,?,0.63273
0.24465,1.047,?,0.56524,?,0.21788,0.12522,2.854,0.037595,0.127,?,?,?,?
?,1.087,0.68174,?,0.6614,0.15361,0.14082,3.6093,?,0.089135,?,0.0021177,2.1044E-4,?
?,1.0965,0.65899,?,0.68421,0.1771,?,?,?,0.096836,0.0092902,0.0028927,?,?
0.50692,1.127,?,?,?,?,?,?,?,0.057592,0.0033059,7.2847E-4,?,?
?,1.0656,0.69172,?,0.49649,?,0.12987,?,?,?,?,?,?,0.77399
0.52382,?,?,?,0.62982,0.15157,0.13674,?,?,?,?,0.0021373,1.6583E-4,?
0.36462,1.0811,?,?,?,0.14118,?,?,0.037866,0.11692,?,0.0046475,1.769E-4,?
0.52212,1.1191,?,0.50678,0.64912,?,?,?,?,?,?,0.0021793,?,0.82809
0.38203,?,?,?,?,?,?,?,?,?,0.008632,0.0026591,?,0.84994
?,?,0.68075,?,?,0.13088,0.12815,?,0.021943,?,?,0.0013391,?,0.80402
?,?,?,?,?,0.16187,0.11115,?,0.027309,0.088889,0.0078393,?,1.7545E-4,?
?,?,0.61389,?,?,0.40448,?,0.54081,0.06489,?,?,0.0067378,?,1.6461
?,?,0.63023,?,1.0,0.4976,0.024404,?,?,?,0.022814,?,?,?
0.82866,1.9848,?,0.9418,?,0.55942,0.025524,?,?,0.16692,0.027107,?,4.265E-4,1.8038
?,2.4734,0.60898,?,0.99123,0.45758,0.056994,0.59119,0.076471,0.16369,0.026095,0.0087482,3.4348E-4,1.8363
0.92876,?,?,0.93335,?,0.43699,?,0.38767,0.050806,0.13408,?,0.0064421,1.7937E-4,1.4027
?,?,0.63236,0.92868,0.99123,0.51584,0.021091,?,0.05094,0.12676,?,0.0047138,3.1804E-4,1.3323
0.92479,2.5638,0.62255,0.96226,0.97895,?,0.0097927,?,0.026156,0.10029,0.009958,?,4.4661E-5,?
?,?,0.60125,?,?,0.46172,0.03166,?,?,?,?,0.0105,5.0824E-4,2.3052
?,2.3151,?,?,0.98772,0.45257,?,0.61287,?,?,?,?,?,?
?,?,0.66665,?,?,?,0.03571,?,0.047675,0.12917,0.016412,?,?,1.321
?,2.1732,?,?,?,0.45014,0.049062,?,?,?,?,0.010288,?,1.7405
0.87259,2.1845,0.56922,?,0.99474,?,?,?,?,?,?,0.0062705,?,1.4969
0.71763,1.5041,?,0.98803,?,0.82342,0.0040421,0.0029736,?,?,0.015486,0.0046629,?,?
0.73281,1.5437,0.36231,0.98616,1.0,0.79359,?,0.0050342,0.046731,?,0.014265,0.0041563,2.6442E-4,1.2681
?,?,?,0.98701,0.99649,?,?,0.0038695,0.046705,?,?,0.0038164,2.8371E-4,?
0.73935,?,?,?,1.0,0.81067,0.0078079,?,0.027888,?,0.01299,0.0060166,?,?
0.63969,?,0.28845,?,?,0.82125,0.0042318,0.0032593,?,0.15813,0.024394,?,?,?
0.62033,1.3105,0.26312,0.98535,?,?,?,0.0045311,?,?,0.021025,?,5.3019E-4,?
0.64536,1.3743,?,?,?,?,0.005427,?,?,0.085949,0.007333,0.0020334,?,0.94296
?,1.4925,0.34048,?,1.0,0.78473,?,?,0.08405,0.17102,0.028418,?,5.2855E-4,1.7782
?,1.5016,?,?,0.99825,0.80848,0.0037534,?,?,0.12613,0.015659,0.004022,5.0106E-4,1.4395
?,1.4507,?,0.9851,1.0,?,0.0036582,?,?,?,0.011717,?,?,?
?,1.4024,0.31179,?,1.0,0.81091,0.0068704,?,?,?,0.01894,?,6.2422E-4,?
0.67362,?,?,?,1.0,?,0.0087621,?,?,0.17804,0.030726,?,?,2.5094
0.64314,?,0.28063,?,?,?,?,0.0050608,0.058531,?,?,0.0044631,?,1.5136
0.91298,?,?,0.96979,?,0.5621,0.0095958,?,?,?,?,?,5.64E-4,1.6879
?,2.5213,?,0.97227,?,?,?,?,?,?,?,?,5.7194E-4,1.7187
?,2.457,?,?,?,?,0.0077029,?,0.092547,0.18786,0.034088,?,4.6097E-4,?
0.91378,2.4132,?,?,?,0.56153,0.0091377,?,0.10604,?,0.039637,0.013227,7.2984E-4,?
?,1.9723,?,0.97407,?,?,0.0068392,?,0.046518,?,0.018816,0.0073898,1.5454E-4,?
?,2.4862,0.62315,?,?,?,?,?,0.064539,0.13678,?,?,?,?
0.93802,2.8087,0.65774,?,?,?,?,?,?,?,?,0.0057374,3.0246E-4,?
0.94058,?,0.69248,?,?,?,0.031219,?,?,?,0.011445,0.0032156,?,1.0843
0.89672,?,0.57689,?,?,?,?,?,?,0.1512,?,?,?,?
?,2.2045,0.55605,0.97701,?,?,0.0053433,?,0.102,0.19598,0.036988,0.012562,?,2.0484
0.88246,?,?,?,0.99825,?,0.0073021,0.0097043,0.10152,?,0.03742,0.012995,?,?
?,2.4038,0.59263,?,?,?,0.0064679,?,0.063688,0.1472,0.021208,?,3.2702E-4,?
?,?,0.48465,?,?,0.30478,0.080722,1.1859,0.047303,?,?,?,?,1.489
0.56324,?,?,0.77564,?,?,0.069404,?,0.10401,?,0.031125,?,?,?
0.48967,?,?,?,?,?,0.073462,?,?,?,?,?,?,?
?,1.088,?,?,?,0.23802,0.077022,?,?,0.17976,0.031303,?,?,?
?,1.2341,?,?,0.94386,0.38426,0.072253,?,?,?,0.014993,?,?,1.2646
?,?,?,?,0.85439,?,0.065312,0.77635,?,0.14275,0.019969,?,?,?
?,?,0.55667,?,0.77544,?,?,1.1729,0.091322,?,0.025773,0.007318,8.0697E-4,2.2704
0.51153,?,0.47053,?,0.90702,0.28838,0.076992,1.0789,0.084711,0.17213,?,?,?,2.0412
0.44271,1.0836,0.49548,?,?,?,?,1.1497,?,?,?,0.0076406,8.4487E-4,2.389
0.30574,?,0.58847,?,?,?,?,1.8435,0.074621,0.14273,?,?,?,?
0.92522,2.695,?,0.92994,0.99298,?,?,?,?,?,0.023734,0.0096617,3.0237E-4,?
?,?,0.58487,0.95943,?,?,?,0.10087,0.045897,0.13433,?,0.0066757,?,0.9943
?,?,?,?,?,0.52269,?,0.07339,?,?,0.027257,?,?,0.8989
0.88965,2.3863,?,?,?,0.5136,?,0.43581,?,0.17454,?,0.013364,?,?
0.9456,?,?,?,0.89298,0.33915,0.13457,?,0.052685,0.14875,0.021648,?,2.5614E-4,1.0503
0.91747,?,?,?,?,0.42531,?,1.4534,?,?,?,0.0047692,3.061E-4,1.0097
0.86049,?,?,0.9358,0.98772,?,?,0.21032,?,?,0.01814,0.0080226,?,?
?,2.4056,?,0.93186,0.98596,?,?,0.15729,0.044185,0.15479,?,0.012336,7.6339E-5,0.78887
0.86988,?,0.53926,?,1.0,0.64927,?,0.14166,0.026849,0.096968,0.0093152,?,?,?
0.86675,2.0417,?,?,?,?,0.028749,0.15043,0.031023,?,?,?,?,?
0.96652,3.8162,?,?,0.94737,0.32925,0.1446,?,?,?,0.010193,?,4.4517E-5,0.52175
?,?,0.66689,0.92543,0.99474,?,?,?,?,?,0.0050436,0.0017096,4.8527E-5,0.46762
?,?,?,0.94147,0.9614,?,?,?,0.017543,?,0.0094072,?,?,0.37324
?,1.2296,0.34897,0.93189,?,?,?,?,?,0.070197,?,0.0019323,2.4448E-5,?
0.62404,1.1599,0.47899,0.91562,0.85088,0.45154,0.097205,?,?,0.076408,0.0058043,?,?,?
?,1.1574,?,0.91741,?,0.46699,0.063396,0.73147,0.026522,?,0.010904,0.0044681,6.7833E-5,0.63468
0.5684,1.1876,0.48001,?,?,?,0.089162,1.4469,0.027113,?,?,?,1.0673E-4,?
?,?,0.50214,?,?,0.47758,?,?,0.02034,?,0.0083289,?,?,?
?,1.1419,?,?,0.92105,0.57323,?,0.31016,0.022886,?,?,?,1.0441E-4,0.54481
0.50771,1.1084,0.25071,?,?,0.64927,0.02595,?,?,0.073509,?,?,?,0.3475
0.6018,1.2254,?,?,?,0.54871,?,0.62999,0.016202,0.074883,?,?,?,?
0.63548,?,0.47365,0.89373,0.86842,0.44347,0.077616,?,0.022403,0.10386,0.010672,0.005084,?,?
0.65048,1.2354,0.44987,?,?,?,0.070699,0.9097,0.0093349,0.0592,?,?,?,?
0.64604,1.4683,0.35457,?,0.99123,0.70641,?,?,?,0.12721,?,0.0037362,0.0012496,1.3596
?,1.2955,0.25519,0.97441,?,0.7824,?,?,0.020129,0.076722,0.0058518,0.0016389,?,?
0.4443,1.2035,?,?,1.0,?,0.010317,0.019373,0.029059,0.10265,0.010427,?,1.1748E-4,0.73255
?,?,0.29976,0.9747,?,0.78457,?,?,0.028272,?,?,?,?,?
0.64168,1.4853,0.3362,?,?,0.72952,0.017439,?,0.02413,?,0.0055403,0.001194,3.1921E-4,0.82279
0.58232,1.343,0.29271,0.95055,?,0.71499,0.026876,?,?,0.13204,0.017136,0.0036798,?,1.6315
?,?,?,?,?,0.80094,0.016177,?,?,0.074115,0.0054631,?,1.6174E-4,?
?,?,?,?,?,0.7713,0.012399,0.02798,?,0.044132,0.0019439,4.9059E-4,?,0.28857
0.11708,1.0944,0.1745,0.97545,?,?,?,?,?,?,?,?,?,?
?,?,0.25925,0.96727,1.0,0.77065,0.017745,0.057312,?,0.12259,0.014806,0.0035923,?,1.1886
0.52828,?,?,0.98317,1.0,?,0.010372,0.01958,0.047482,0.10274,0.010444,0.0019794,0.0011976,?
?,1.146,0.20076,0.96876,?,0.71333,0.017729,0.057204,?,?,?,0.002653,?,0.87046
0.64897,?,0.3304,?,1.0,?,0.016021,?,0.012025,?,0.0025203,5.1116E-4,1.3299E-4,0.49261
0.72162,?,?,?,?,?,0.046324,0.39055,0.097628,0.18471,0.032992,0.0097255,?,?
?,1.3808,?,?,?,0.68138,0.025077,0.11445,0.10429,0.23183,0.051004,?,?,1.5025
0.81957,1.56,0.49513,?,?,?,?,?,0.097894,?,0.040954,0.015521,7.191E-4,1.5452
0.83029,1.633,?,0.92597,0.96842,?,?,?,?,?,0.065523,0.029786,7.4416E-4,1.7493
?,?,?,0.91036,?,?,0.044162,?,0.12959,0.25343,0.060352,?,6.3907E-4,?
?,1.5389,?,?,0.97544,?,0.038706,?,0.12607,?,0.056492,?,?,?
0.78823,1.6027,?,0.91357,?,0.62781,?,?,0.12958,?,?,?,9.264E-4,?
0.83094,1.6643,0.49439,0.96016,?,0.65605,?,0.10345,?,?,?,?,?,?
0.7885,?,0.43032,?,1.0,?,0.026783,0.13055,0.12808,0.21441,0.04395,0.013032,0.0010116,2.2764
0.73365,?,?,?,1.0,?,0.0053647,?,?,0.10327,?,?,9.1642E-5,0.88407
0.82775,1.842,?,?,0.99825,?,0.01619,?,?,0.087963,?,0.0029651,?,?
0.55626,1.2516,?,0.9802,1.0,?,0.0073087,?,0.056955,0.17933,?,0.017403,?,0.98858
?,?,0.10761,?,?,0.84936,0.011462,0.023912,?,0.096034,?,0.0025695,?,1.0837
?,?,?,0.97886,1.0,?,?,?,?,?,?,?,1.4852E-4,1.0089
0.5895,?,0.24364,0.98173,?,0.82082,?,0.010071,?,0.11576,?,0.0041,2.5724E-4,1.1105
0.322,1.0698,?,?,0.99825,?,?,?,?,?,?,?,?,1.4955
0.482,?,0.15235,0.98536,?,0.85572,0.0072199,0.009487,0.021863,?,?,?,1.3143E-4,0.69178
?,2.0754,0.55373,0.96281,?,0.56448,0.019656,0.070316,?,0.10946,?,?,2.1407E-4,1.0693
?,1.2486,0.21485,0.98704,?,?,0.0046582,?,0.04072,0.11304,?,?,?,?
0.40974,?,0.14538,0.98155,1.0,0.8407,?,?,?,?,0.021691,?,?,1.1781
0.82556,?,0.47477,?,1.0,0.70462,?,0.066774,0.025981,?,0.010756,?,4.4538E-5,?
?,1.254,0.20587,0.98883,1.0,0.80193,?,?,?,0.061786,0.003803,9.1963E-4,1.5231E-4,0.85839
0.66906,1.2751,0.30877,?,?,?,?,0.0042987,0.031488,0.094241,0.0088032,?,1.9057E-4,?
0.8138,1.737,?,?,1.0,?,?,0.013502,?,?,0.010699,?,1.5394E-4,1.0284
0.72719,1.4779,?,?,?,?,?,0.0016019,0.02634,?,?,?,1.939E-4,0.9805
0.79923,?,?,?,?,?,?,0.0043641,?,?,?,?,?,?
0.81354,?,0.41016,?,?,0.78909,?,?,?,0.096493,0.0092251,0.0028704,?,?
0.8561,?,0.49654,0.98047,1.0,?,0.0092289,0.015501,?,0.1039,0.010681,?,8.0703E-4,1.6203
?,1.5763,?,0.98731,?,?,0.005582,0.0056708,?,?,0.0095526,?,2.3404E-4,?
?,?,0.40268,0.97695,1.0,0.79833,0.010883,0.021558,?,?,0.010352,0.0021515,?,?
0.79389,1.5303,0.42937,0.96802,0.99649,0.79209,0.016566,0.049949,0.04703,0.11769,?,0.0041812,?,?
?,1.3617,0.26804,?,?,?,?,?,?,0.074392,?,?,?,?
?,?,0.7081,?,?,?,?,?,?,?,0.016886,?,?,1.3088
?,?,?,0.95738,?,?,?,0.13377,0.050703,?,?,?,3.2166E-4,1.3848
0.91549,2.6796,0.62862,0.96381,?,?,0.019083,0.066276,?,?,0.038028,0.012751,?,1.9702
0.87202,?,?,?,?,0.65619,0.020327,0.075203,0.081306,?,?,0.013211,3.6142E-4,1.4606
0.91328,?,0.61185,0.98179,1.0,?,0.006726,0.0082335,?,0.19225,?,0.012245,6.1603E-4,1.6701
0.91996,2.6668,?,0.97894,?,?,0.010311,0.019349,0.1125,?,0.037671,?,?,2.2241
0.91677,?,0.62998,?,1.0,0.59459,?,?,0.10467,?,?,?,?,2.0585
?,?,?,?,?,?,?,?,0.068514,0.1525,0.022728,?,4.1076E-4,?
0.8762,2.2436,?,0.98425,1.0,0.65133,?,?,?,0.22485,?,0.013423,?,?
0.92081,?,?,?,0.99825,0.52299,0.011587,0.024437,?,?,0.027581,?,2.4357E-4,1.2406
?,2.141,?,?,?,?,0.009048,?,0.11927,0.2052,0.040405,?,0.0010933,?
?,3.222,?,?,1.0,?,0.022654,?,?,0.17561,?,0.011062,3.9957E-4,1.4215
?,1.9512,0.4905,?,0.98246,?,0.016224,?,?,?,?,3.224E-4,1.1238E-5,0.23514
0.83275,?,0.50157,0.9557,?,?,?,0.14702,?,?,0.0026026,?,?,0.32567
?,2.0052,0.49931,0.96585,?,?,?,?,?,0.036189,?,?,?,?
0.74053,?,?,?,?,0.74844,0.025032,0.11404,?,?,?,?,2.9454E-5,0.38449
?,?,?,0.96435,0.99825,0.661,0.023836,0.10341,0.0057361,0.037634,0.0014143,3.6897E-4,?,?
0.82256,?,?,?,?,?,0.025026,?,?,0.033415,0.0011153,2.2942E-4,?,0.29502
0.84501,2.0918,?,0.9451,?,0.6071,?,0.28802,?,0.044849,0.0020074,5.0789E-4,2.9215E-5,?
?,1.9126,0.47835,0.94904,0.99298,0.58585,?,?,0.0050219,?,0.0011564,2.9213E-4,1.5463E-5,?
?,1.8186,?,0.94929,?,0.63343,?,0.16787,?,?,?,4.5429E-4,2.9147E-5,0.36533
?,1.857,?,0.95012,?,0.60913,?,0.14724,?,?,?,0.0013452,1.6802E-5,0.27688
0.80393,?,0.4698,?,?,0.58011,0.043787,0.34894,?,0.061975,0.0038262,?,?,0.28509
?,?,0.51569,?,?,0.60909,?,0.11791,0.0079224,0.044948,0.0020163,5.1981E-4,2.6189E-5,?
0.50924,?,?,0.93462,?,?,?,?,0.096518,?,?,?,0.0015453,?
0.52914,?,0.25595,0.93945,0.97895,?,0.019009,?,?,0.19841,?,?,0.0023476,2.7085
?,1.1011,0.20617,?,0.99298,?,?,0.029901,0.14279,?,0.04047,?,0.0018094,?
?,1.2318,?,0.94783,?,?,0.015115,0.041582,?,?,?,?,4.2099E-4,?
0.35141,1.1428,0.24265,?,0.99123,?,?,?,?,?,0.034115,?,?,?
