@relation dataset

@attribute eccentricity real
@attribute aspect_ratio real
@attribute elongation real
@attribute solidity real
@attribute stoc_convexity real
@attribute iso_factor real
@attribute max_in_depth real
@attribute lobedness real
@attribute avg_intensity real
@attribute avg_contrast real
@attribute smoothness real
@attribute third_moment real
@attribute uniformity real
@attribute entropy real


@data
0.38501,1.0656,?,?,?,?,0.12292,2.7498,0.033373,0.098907,?,?,?,1.0015
0.26758,1.1316,?,?,0.77368,?,0.15354,4.2904,0.017945,0.07145,0.0050792,?,7.2478E-5,?
0.24465,?,?,?,?,?,0.12522,?,?,0.127,0.015874,0.006587,1.0798E-4,?
?,1.087,?,0.50961,?,?,0.14082,?,?,0.089135,0.0078824,0.0021177,?,?
?,?,0.65899,?,?,?,0.13017,3.0837,0.029057,0.096836,?,0.0028927,?,?
?,1.127,0.67203,?,?,?,?,3.0788,?,?,?,?,?,0.67289
0.47565,?,?,?,?,?,0.12987,3.0697,0.023977,0.0842,0.0070397,0.0020845,?,0.77399
0.52382,?,?,?,0.62982,?,0.13674,3.4028,?,?,0.0073064,0.0021373,1.6583E-4,0.90513
?,?,0.67755,0.49042,0.68772,0.14118,0.1243,2.8118,?,0.11692,0.013485,0.0046475,1.769E-4,0.9229
0.52212,?,0.70988,?,?,?,?,?,0.025478,?,?,?,?,0.82809
0.38203,?,?,0.48549,?,?,?,?,0.027997,?,0.008632,?,?,?
0.27123,1.096,?,?,?,0.13088,?,?,0.021943,0.072882,?,?,2.2058E-4,0.80402
0.44882,?,?,0.57134,0.81053,?,?,2.2486,0.027309,0.088889,0.0078393,?,?,?
0.88374,2.4765,0.61389,?,?,?,0.054511,?,0.06489,0.14657,?,0.0067378,?,?
?,2.5959,?,?,?,0.4976,?,?,0.067044,0.1528,?,0.0075708,3.1405E-4,1.6221
?,?,?,?,?,?,0.025524,?,0.080103,0.16692,?,0.0086548,?,1.8038
?,?,?,0.87869,0.99123,?,?,?,0.076471,?,0.026095,0.0087482,?,?
?,2.8218,0.66081,?,?,0.43699,?,?,?,?,0.017661,0.0064421,?,1.4027
?,2.6184,0.63236,?,0.99123,0.51584,?,?,?,0.12676,?,0.0047138,3.1804E-4,1.3323
?,?,?,0.96226,?,0.57504,?,?,0.026156,?,?,0.0040505,4.4661E-5,0.77718
0.90037,2.3499,0.60125,?,0.98421,?,0.03166,?,0.096235,?,?,0.0105,5.0824E-4,2.3052
?,?,?,0.90716,0.98772,?,?,?,0.07597,0.17378,?,0.011448,?,?
0.93377,?,?,?,?,?,0.03571,?,?,0.12917,0.016412,?,?,?
?,2.1732,0.57028,0.93013,?,?,0.049062,0.43809,0.072246,?,?,0.010288,?,?
?,2.1845,0.56922,0.93969,?,0.52611,0.044598,0.36199,?,?,0.019839,0.0062705,3.1494E-4,1.4969
?,?,0.33723,?,1.0,?,?,?,0.050064,?,?,?,2.7091E-4,?
0.73281,?,?,?,1.0,?,0.0052593,0.0050342,0.046731,?,?,0.0041563,?,?
?,?,?,0.98701,0.99649,?,0.004611,?,0.046705,?,0.013556,?,2.8371E-4,1.3539
0.73935,?,0.34987,?,?,0.81067,?,?,0.027888,0.11472,?,?,?,?
0.63969,?,?,0.98738,?,0.82125,0.0042318,0.0032593,?,0.15813,0.024394,?,?,?
?,?,0.26312,?,1.0,0.82478,?,?,0.070042,0.14655,?,?,?,1.705
?,?,?,0.98646,1.0,0.84494,?,?,0.026853,0.085949,0.007333,0.0020334,1.2813E-4,?
?,?,?,0.98262,?,0.78473,?,?,?,?,?,0.0087725,5.2855E-4,1.7782
?,?,?,?,?,?,0.0037534,0.002564,0.055512,0.12613,?,0.004022,5.0106E-4,?
?,1.4507,?,0.9851,1.0,0.80461,?,0.0024356,0.038211,?,?,?,1.6657E-4,1.1363
?,1.4024,?,?,1.0,0.81091,?,?,?,0.13895,?,0.0049098,?,?
?,1.3988,0.30608,0.98301,?,?,0.0087621,?,?,?,?,?,0.0016787,?
0.64314,1.3574,0.28063,0.98631,?,?,?,0.0050608,?,0.13108,?,?,4.8306E-4,?
?,2.455,0.61097,?,?,?,0.0095958,0.016758,?,0.1871,?,0.0115,5.64E-4,?
?,?,?,0.97227,1.0,?,0.0078474,0.011208,?,?,0.020108,?,?,?
?,2.457,0.61108,?,0.97544,0.5645,?,?,?,?,0.034088,?,4.6097E-4,1.8501
?,?,?,?,?,0.56153,?,0.015197,?,?,0.039637,?,?,?
0.85897,1.9723,?,?,?,?,0.0068392,0.0085129,0.046518,?,?,?,?,1.014
0.91296,2.4862,0.62315,?,1.0,?,0.010684,?,?,0.13678,0.018365,?,?,1.6875
?,2.8087,0.65774,0.97091,1.0,?,0.0067321,?,0.052218,0.13491,?,0.0057374,3.0246E-4,?
0.94058,?,0.69248,?,0.99474,?,0.031219,0.17738,0.038691,0.1076,?,?,?,?
?,?,0.57689,0.96488,?,?,0.0081422,0.012066,?,?,?,?,3.1192E-4,1.4575
?,2.2045,0.55605,0.97701,?,0.64214,0.0053433,?,0.102,?,0.036988,?,?,2.0484
0.88246,2.1,0.5486,0.96929,?,0.61897,?,?,0.10152,?,?,?,4.9125E-4,2.0094
?,?,?,?,?,?,?,?,?,?,0.021208,0.0067017,?,1.5332
?,?,0.48465,?,?,0.30478,?,1.1859,?,0.12619,0.015674,?,?,?
0.56324,?,?,0.77564,?,0.34791,0.069404,0.87668,0.10401,?,0.031125,?,?,?
0.48967,1.1232,?,0.80214,0.9,0.31034,?,0.9822,0.10125,0.17926,?,0.010102,?,?
?,?,?,?,0.90175,?,0.077022,1.0797,?,0.17976,?,?,?,?
0.53622,?,?,?,?,?,?,?,0.042992,0.12337,0.014993,?,1.3103E-4,1.2646
0.37902,1.0738,0.5242,?,0.85439,?,0.065312,?,0.067161,?,0.019969,0.0059582,4.0634E-4,?
?,1.0751,?,?,0.77544,0.27241,0.080278,?,0.091322,0.16265,?,0.007318,?,?
?,1.0767,?,0.77952,0.90702,?,?,?,0.084711,?,0.028776,?,?,?
?,?,?,?,0.87018,0.26478,?,?,0.10151,0.1726,0.028929,0.0076406,8.4487E-4,?
0.30574,?,?,?,0.84737,?,0.10064,?,0.074621,?,0.019966,0.0054026,?,2.1403
?,2.695,?,?,?,0.505,?,?,?,?,0.023734,?,?,1.0351
0.90557,?,?,0.95943,0.97368,?,0.023542,?,0.045897,?,0.017724,0.0066757,?,?
?,2.638,?,0.96692,?,0.52269,0.020081,0.07339,0.054145,0.1674,?,?,?,0.8989
?,2.3863,0.59051,0.90564,?,0.5136,0.048934,?,?,?,?,?,?,?
?,?,?,?,?,0.33915,?,3.2956,?,?,0.021648,?,?,?
0.91747,?,0.64091,?,0.98947,?,?,1.4534,?,?,?,0.0047692,?,1.0097
?,2.0997,?,0.9358,0.98772,0.5343,?,?,?,?,0.01814,?,1.0143E-4,0.82059
?,?,?,?,0.98596,0.51229,0.029398,?,0.044185,?,?,0.012336,7.6339E-5,?
0.86988,?,0.53926,0.96257,?,0.64927,0.027899,0.14166,0.026849,0.096968,?,0.0032376,?,0.7271
0.86675,2.0417,?,0.94477,0.98947,?,?,?,0.031023,0.12007,0.014211,?,?,0.64966
?,3.8162,?,0.82566,?,0.32925,0.1446,3.8052,0.022715,0.10148,0.010193,?,4.4517E-5,?
0.93396,?,?,0.92543,?,0.45676,0.030052,?,0.015159,0.071198,?,?,4.8527E-5,?
0.61823,1.2435,?,?,?,0.64089,?,?,0.017543,0.09745,?,?,1.2841E-5,?
?,1.2296,?,?,0.97368,0.60176,?,?,?,0.070197,?,?,?,0.37728
?,1.1599,?,?,?,0.45154,?,?,0.013983,?,0.0058043,?,2.5646E-5,0.36029
0.48229,1.1574,?,?,?,0.46699,0.063396,?,0.026522,0.105,?,0.0044681,?,0.63468
0.5684,?,?,?,?,?,0.089162,1.4469,0.027113,0.10182,0.010261,?,1.0673E-4,0.65567
0.62733,?,0.50214,0.90049,0.86667,0.47758,0.092591,1.5603,0.02034,0.091645,0.0083289,?,4.9071E-5,?
0.58637,?,?,0.93305,0.92105,?,?,?,0.022886,0.093704,?,0.0032291,1.0441E-4,?
?,1.1084,?,?,?,?,0.02595,?,?,0.073509,0.0053745,?,3.1877E-5,?
?,?,0.41835,0.94269,0.95263,?,?,?,0.016202,0.074883,?,?,?,0.43769
?,?,?,0.89373,?,?,0.077616,1.0964,?,?,0.010672,0.005084,3.1292E-5,?
0.65048,?,?,?,?,0.57594,0.070699,0.9097,?,?,0.0034924,?,?,0.26169
0.64604,?,?,0.9588,?,?,?,?,?,?,0.015925,0.0037362,0.0012496,1.3596
0.55457,?,?,?,0.99825,?,0.012063,?,0.020129,?,?,?,1.2751E-4,?
?,1.2035,?,?,1.0,?,0.010317,?,0.029059,?,?,0.003627,1.1748E-4,?
0.6368,1.4266,?,?,0.99825,0.78457,?,0.032608,?,0.084495,0.0070888,?,?,0.913
?,1.4853,?,0.95562,0.99825,0.72952,0.017439,0.05535,0.02413,0.074641,0.0055403,?,?,0.82279
0.58232,1.343,0.29271,0.95055,0.99825,?,0.026876,?,0.068134,?,0.017136,?,0.0014697,1.6315
0.44567,1.2107,?,?,0.99123,0.80094,?,?,?,?,?,?,1.6174E-4,0.66423
?,?,?,0.97307,0.98246,0.7713,?,?,?,0.044132,0.0019439,4.9059E-4,3.6857E-5,?
0.11708,?,?,?,1.0,0.81957,0.016114,0.047259,?,?,?,?,?,1.0292
?,1.3078,0.25925,?,?,0.77065,?,0.057312,?,0.12259,?,?,0.0012358,?
0.52828,?,0.2238,0.98317,?,0.82495,?,0.01958,0.047482,0.10274,0.010444,?,?,1.341
?,1.146,?,?,0.99649,0.71333,?,0.057204,?,?,?,0.002653,3.5728E-4,0.87046
0.64897,?,?,0.97406,1.0,0.75323,?,0.046715,0.012025,?,0.0025203,5.1116E-4,?,0.49261
0.72162,?,?,0.91337,0.98596,?,0.046324,?,0.097628,0.18471,0.032992,?,0.001043,1.8296
?,?,0.37798,0.95035,0.99123,?,?,?,0.10429,0.23183,0.051004,0.023571,?,1.5025
?,?,?,?,?,0.60691,0.045977,?,?,?,0.040954,0.015521,?,1.5452
?,?,?,0.92597,?,0.62529,0.045331,0.37399,?,0.2648,0.065523,?,7.4416E-4,1.7493
0.75259,?,?,0.91036,?,?,0.044162,?,0.12959,0.25343,0.060352,0.026003,?,1.813
0.7831,?,0.42639,0.94648,?,?,0.038706,?,0.12607,?,?,0.023259,?,?
?,1.6027,0.44995,?,0.95614,0.62781,0.060707,0.67072,?,0.2522,?,0.025228,9.264E-4,1.7489
0.83094,1.6643,0.49439,?,?,0.65605,?,0.10345,?,?,?,?,7.8336E-4,?
?,?,0.43032,?,1.0,?,?,?,?,?,0.04395,?,0.0010116,?
0.73365,1.5028,0.34887,?,?,?,0.0053647,0.005238,0.029255,?,?,0.0043013,9.1642E-5,?
0.82775,?,0.48769,?,?,0.68405,0.01619,?,0.022041,?,?,0.0029651,6.8766E-5,?
?,?,?,0.9802,1.0,?,0.0073087,?,0.056955,0.17933,0.031157,?,?,0.98858
?,?,0.10761,0.98386,?,?,0.011462,?,0.032883,0.096034,?,?,?,1.0837
?,?,0.16908,0.97886,?,0.71192,0.008864,0.0143,0.037174,0.11384,?,0.0044407,?,1.0089
?,1.2708,0.24364,0.98173,0.99649,0.82082,?,0.010071,0.041688,0.11576,0.013223,0.0041,2.5724E-4,?
0.322,1.0698,0.13626,0.98017,?,0.81953,?,?,0.076267,?,?,?,?,1.4955
?,1.1415,?,0.98536,1.0,0.85572,?,?,?,0.079283,?,?,?,?
?,2.0754,0.55373,?,?,0.56448,?,0.070316,?,?,0.011839,0.0038499,?,1.0693
0.58138,?,0.21485,0.98704,?,0.83511,?,?,0.04072,?,?,?,3.3322E-4,1.0368
0.40974,1.0732,0.14538,?,?,0.8407,?,0.0032232,0.04953,0.1489,0.021691,?,1.0258E-4,?
?,?,0.47477,?,?,?,0.019154,0.066774,0.025981,0.10427,?,?,4.4538E-5,0.67306
?,?,0.20587,0.98883,?,?,0.0084333,0.012944,0.017777,?,?,9.1963E-4,?,?
?,1.2751,0.30877,?,?,0.85816,?,0.0042987,?,0.094241,?,?,1.9057E-4,?
?,?,0.42956,0.98956,1.0,?,?,?,?,0.10399,?,0.0035528,1.5394E-4,1.0284
0.72719,?,?,?,1.0,0.8423,?,0.0016019,0.02634,?,?,0.0017846,1.939E-4,?
0.79923,?,?,?,?,0.815,?,?,?,?,?,0.0025009,1.3606E-4,?
0.81354,1.6924,?,0.99256,?,?,?,0.0039096,0.031342,?,0.0092251,?,1.7007E-4,1.0171
0.8561,1.873,0.49654,?,1.0,0.6913,?,?,0.047961,?,0.010681,0.0024623,?,1.6203
0.75968,1.5763,0.38954,0.98731,1.0,0.82323,0.005582,0.0056708,0.034734,0.098208,0.0095526,0.0027074,?,?
0.8031,1.652,?,?,?,0.79833,?,?,?,0.10227,0.010352,?,7.4063E-4,?
?,1.5303,?,?,0.99649,0.79209,0.016566,0.049949,?,?,?,0.0041812,?,?
0.66551,1.3617,?,?,1.0,?,0.005179,0.0048816,?,0.074392,0.0055037,0.0018166,5.245E-5,?
?,3.3475,0.7081,0.96212,?,0.45671,?,0.22851,?,0.13106,?,?,?,?
?,?,?,0.95738,?,0.50964,0.027111,?,?,0.12329,?,0.0041932,?,1.3848
0.91549,?,?,0.96381,?,?,?,?,0.10351,0.19882,0.038028,?,?,?
0.87202,2.1536,?,?,?,0.65619,?,?,0.081306,0.18726,?,0.013211,?,1.4606
0.91328,2.5654,0.61185,0.98179,1.0,0.60313,0.006726,0.0082335,0.093484,0.19225,?,?,?,1.6701
0.91996,?,0.63083,0.97894,?,?,?,?,?,?,?,?,?,?
?,2.6955,?,?,1.0,0.59459,0.0049218,?,?,?,0.033997,0.0096762,8.5264E-4,?
?,2.7289,0.64656,?,?,0.55519,0.022351,0.090925,?,?,0.022728,0.0070313,?,1.5681
0.8762,2.2436,0.56314,0.98425,?,0.65133,?,0.018915,0.14482,0.22485,0.048122,0.013423,?,2.4685
0.92081,2.9198,0.65845,?,0.99825,?,?,0.024437,?,0.16842,0.027581,?,2.4357E-4,?
0.86832,2.141,0.54004,0.98483,?,?,?,0.0149,0.11927,?,?,0.011659,0.0010933,2.1073
0.93323,?,?,?,?,0.48142,?,0.093403,0.075307,?,0.029915,?,?,1.4215
?,1.9512,0.4905,0.968,0.98246,?,0.016224,?,?,0.035621,?,?,1.1238E-5,?
0.83275,2.0014,?,0.9557,?,?,?,0.14702,0.0092534,0.051082,0.0026026,?,4.0071E-5,0.32567
0.84579,?,0.49931,?,?,?,?,0.07266,0.0050343,0.036189,0.0013079,3.5119E-4,?,?
?,?,0.3892,0.9666,?,0.74844,0.025032,0.11404,0.0083497,?,0.0020561,?,?,0.38449
0.82924,1.8903,?,0.96435,?,0.661,0.023836,0.10341,?,0.037634,0.0014143,?,1.3273E-5,0.27099
0.82256,1.9016,?,0.96505,?,0.69746,?,?,?,?,?,?,3.7442E-5,0.29502
?,?,0.51732,0.9451,?,0.6071,?,0.28802,?,0.044849,0.0020074,5.0789E-4,?,0.34316
?,?,0.47835,0.94904,0.99298,0.58585,?,0.26364,0.0050219,0.034026,?,?,?,?
0.78965,?,?,0.94929,1.0,0.63343,0.030371,?,0.008049,0.04345,?,4.5429E-4,2.9147E-5,0.36533
0.80728,1.857,?,0.95012,0.99298,0.60913,?,?,?,0.060095,?,?,?,?
?,?,?,?,0.99298,?,0.043787,?,?,?,0.0038262,?,1.8914E-5,0.28509
0.85451,2.06,0.51569,0.968,?,0.60909,0.025453,?,0.0079224,?,?,?,?,0.32598
?,1.2166,?,?,0.99123,0.4092,?,0.047113,?,0.17131,0.028511,?,?,?
?,?,?,0.93945,0.97895,?,?,0.065765,?,0.19841,0.037876,?,0.0023476,2.7085
0.2458,1.1011,0.20617,?,?,0.53189,0.012818,?,?,0.20537,0.04047,0.0090273,?,?
?,?,?,?,?,0.54965,?,?,?,?,?,0.0057336,4.2099E-4,?
0.35141,1.1428,0.24265,?,0.99123,0.47846,?,?,?,?,?,?,?,1.9019
?,1.2022,0.26797,0.94544,0.99825,?,0.022778,?,0.066259,0.14818,?,?,7.3522E-4,?
