@relation dataset

@attribute hair {false, true}
@attribute feathers {false, true}
@attribute eggs {false, true}
@attribute milk {false, true}
@attribute airborne {false, true}
@attribute aquatic {false, true}
@attribute predator {false, true}
@attribute toothed {false, true}
@attribute backbone {false, true}
@attribute breathes {false, true}
@attribute venomous {false, true}
@attribute fins {false, true}
@attribute legs {0, 2, 4, 5, 6, 8}
@attribute tail {false, true}
@attribute domestic {false, true}
@attribute catsize {false, true}
@attribute type {mammal, bird, reptile, fish, amphibian, insect, invertebrate}


@data
true,false,true,?,?,?,false,?,?,?,?,false,?,?,?,false,insect
?,true,?,false,?,?,true,?,?,true,false,false,2,true,false,false,bird
false,false,?,?,true,?,?,false,false,true,?,?,6,false,false,?,insect
false,?,true,false,?,?,false,false,true,true,?,false,?,?,false,?,bird
?,?,?,?,?,?,?,?,?,?,false,?,2,true,?,false,?
?,?,true,?,?,?,?,false,true,true,false,?,2,true,false,false,?
?,?,?,false,?,?,false,false,?,?,?,?,?,?,false,false,bird
true,false,?,true,?,?,?,?,?,?,false,?,4,?,false,true,?
true,false,?,true,false,false,true,true,?,?,false,?,4,?,?,?,mammal
true,false,?,?,false,?,?,true,true,?,false,false,?,true,false,?,mammal
false,?,true,false,?,true,?,?,true,true,false,false,4,?,?,false,amphibian
?,false,?,false,?,?,?,false,?,?,?,false,8,?,?,true,invertebrate
?,?,true,false,?,?,?,false,true,?,?,false,2,?,false,true,?
false,?,true,?,?,true,true,?,true,true,?,?,2,true,false,?,?
?,false,?,false,?,false,?,true,true,?,true,false,?,?,?,false,?
?,false,?,?,?,?,?,?,?,true,false,false,4,?,false,true,mammal
true,false,?,true,false,?,true,?,true,?,?,?,?,?,true,?,mammal
?,?,?,false,false,?,?,false,true,?,?,?,?,true,false,true,bird
false,?,?,false,false,false,?,?,false,?,true,false,?,?,false,false,?
?,false,?,true,?,?,?,true,?,true,?,?,?,false,?,true,?
true,false,?,?,?,?,?,true,?,?,false,?,?,?,false,?,mammal
false,?,false,false,false,?,true,?,true,?,true,?,0,true,false,?,?
false,?,true,false,false,true,?,?,false,false,?,false,0,false,?,false,invertebrate
?,false,true,?,?,false,?,?,true,true,?,?,?,true,?,false,?
?,false,true,false,false,?,false,?,?,true,false,?,0,false,false,?,invertebrate
?,false,?,?,?,?,false,?,?,true,?,?,?,false,?,?,?
true,false,?,true,false,?,?,?,?,true,false,?,2,true,?,?,?
?,?,true,false,false,true,?,?,?,?,?,false,?,?,?,?,?
?,false,?,false,false,?,true,?,true,?,true,?,?,true,?,?,?
?,true,?,?,?,?,?,?,?,true,false,?,2,?,false,?,?
?,false,true,?,?,?,false,?,true,true,false,?,?,?,false,false,?
?,?,true,false,false,?,?,?,?,?,?,?,4,true,?,?,?
false,false,true,?,false,?,true,?,true,?,?,?,4,?,?,false,?
false,?,?,false,?,false,?,false,true,?,?,?,?,true,false,true,?
?,false,false,true,false,?,?,true,true,true,?,?,?,true,?,true,mammal
true,?,?,false,?,false,?,false,false,true,true,false,6,?,?,?,?
