@relation dataset

@attribute hair {false, true}
@attribute feathers {false, true}
@attribute eggs {false, true}
@attribute milk {false, true}
@attribute airborne {false, true}
@attribute aquatic {false, true}
@attribute predator {false, true}
@attribute toothed {false, true}
@attribute backbone {false, true}
@attribute breathes {false, true}
@attribute venomous {false, true}
@attribute fins {false, true}
@attribute legs {0, 2, 4, 5, 6, 8}
@attribute tail {false, true}
@attribute domestic {false, true}
@attribute catsize {false, true}
@attribute type {mammal, bird, reptile, fish, amphibian, insect, invertebrate}


@data
true,false,?,true,false,?,true,true,?,true,false,?,?,?,false,?,?
true,?,false,?,?,false,false,true,true,?,false,false,4,?,?,?,mammal
?,false,false,true,false,?,false,?,?,true,false,?,?,true,true,true,mammal
?,false,false,?,false,?,false,true,?,true,false,?,4,?,?,?,?
?,?,?,true,?,false,?,true,?,?,false,false,?,true,?,?,mammal
?,?,?,false,false,?,?,true,true,false,?,?,0,true,?,false,fish
true,false,false,true,?,false,?,true,?,?,?,?,?,false,true,?,?
?,true,?,false,true,?,?,false,?,?,?,?,2,true,?,?,?
false,true,?,?,true,?,false,false,true,?,false,?,?,true,true,?,bird
?,true,true,?,true,?,?,?,?,?,?,?,?,true,?,?,bird
?,false,true,?,false,?,true,false,false,?,?,?,?,?,false,false,invertebrate
?,false,true,false,?,true,?,false,?,false,false,?,?,?,?,false,?
false,false,?,?,false,?,true,?,?,?,?,?,?,?,false,false,invertebrate
false,?,?,?,?,true,true,false,?,?,false,?,?,false,?,?,?
false,true,?,false,?,false,true,false,true,true,?,?,?,?,?,false,?
?,?,true,?,?,?,?,false,true,?,false,false,?,true,?,?,bird
false,false,?,?,?,true,true,?,?,?,?,true,0,true,false,true,?
?,false,?,?,?,true,true,?,?,false,?,true,?,true,?,true,fish
?,false,true,?,?,?,true,?,?,false,?,?,0,?,?,true,fish
?,?,?,?,false,true,true,?,?,?,false,?,0,true,?,?,mammal
false,false,false,true,false,true,?,true,?,true,false,?,0,?,false,true,?
false,true,?,?,?,?,?,false,?,?,?,false,2,?,?,false,bird
false,?,?,?,?,?,?,?,true,?,false,?,2,true,?,true,?
?,?,?,?,false,?,?,?,?,true,?,false,?,false,?,?,insect
?,?,?,?,false,?,?,false,?,true,false,false,6,?,false,false,insect
?,?,?,false,?,?,true,?,?,?,false,false,4,?,false,false,amphibian
false,false,true,?,?,true,?,true,?,true,?,?,4,?,?,?,amphibian
?,false,?,?,?,?,?,?,?,?,false,?,2,?,false,?,mammal
?,?,?,?,?,?,false,?,?,true,?,?,?,?,?,false,mammal
?,?,false,?,?,false,?,?,true,true,false,?,?,?,true,?,?
false,?,?,false,?,false,false,?,?,true,false,?,?,false,false,?,insect
true,false,?,true,?,?,?,?,true,?,?,false,?,?,?,true,mammal
?,true,true,false,true,?,true,?,?,?,?,?,?,?,false,false,bird
?,?,?,?,?,?,true,?,true,true,?,?,?,true,?,false,?
?,?,?,?,true,?,?,false,true,true,?,?,2,true,false,false,bird
false,false,true,?,false,true,false,?,true,false,false,?,?,?,?,?,?
false,false,true,false,?,true,?,true,?,?,?,?,0,true,false,?,fish
?,?,?,?,?,true,?,true,true,false,?,?,?,?,false,false,?
true,?,?,?,?,?,?,true,?,true,false,?,4,?,?,false,mammal
?,?,false,true,false,?,?,?,?,true,false,?,?,?,?,?,mammal
true,?,?,?,false,false,false,?,?,?,?,?,4,true,?,?,?
?,false,true,?,true,?,false,false,?,true,?,?,6,?,?,?,insect
?,?,true,?,?,?,?,?,false,true,?,?,?,false,false,false,insect
?,?,true,?,?,?,?,false,false,true,?,?,6,?,?,false,?
false,?,true,?,?,false,true,?,?,true,?,?,2,?,?,?,?
false,?,?,?,?,false,?,false,false,?,?,?,6,?,false,?,insect
false,true,?,false,?,false,false,false,?,?,false,?,2,?,?,?,?
false,?,?,?,true,?,?,?,?,true,false,?,?,?,false,?,?
false,?,?,false,true,false,false,?,?,true,?,?,?,true,?,?,?
false,true,true,false,true,?,false,?,true,?,?,false,2,?,false,?,bird
?,false,?,?,false,?,?,?,?,?,false,false,?,?,false,true,?
true,false,false,?,false,false,?,true,true,true,?,false,?,?,?,false,?
?,false,?,true,?,?,?,true,?,true,?,?,?,true,false,?,mammal
?,false,true,?,?,true,?,?,true,?,?,false,?,?,false,?,amphibian
false,?,true,false,false,true,true,false,false,?,false,false,?,?,?,true,invertebrate
false,?,true,false,false,false,false,?,?,true,false,false,?,true,false,true,?
false,true,true,?,?,?,true,false,?,?,false,false,?,true,false,?,?
false,false,true,false,?,?,?,true,true,?,true,false,0,?,?,?,?
?,?,?,?,?,true,true,?,true,true,false,false,4,true,?,?,?
true,?,?,true,false,false,?,?,true,true,false,?,?,true,true,?,?
false,?,true,false,false,?,true,false,true,?,?,?,2,true,?,true,?
false,false,?,?,false,false,true,?,false,?,true,?,8,?,false,?,invertebrate
?,false,false,true,false,true,true,?,true,true,false,true,?,false,false,true,mammal
?,?,false,true,false,true,?,true,true,?,?,true,2,true,?,?,mammal
false,?,?,false,?,?,true,?,true,?,?,?,0,true,?,false,reptile
?,false,true,?,?,true,true,?,?,?,true,?,?,false,?,?,invertebrate
false,?,?,?,false,false,?,?,true,?,?,?,?,true,false,false,?
false,false,?,false,?,?,false,?,false,?,false,?,0,false,false,?,?
false,?,true,false,false,false,?,?,false,true,false,false,?,?,?,false,invertebrate
true,?,false,true,?,?,?,?,true,true,false,?,2,?,false,?,mammal
?,?,true,false,?,true,true,false,false,?,false,false,?,false,?,?,?
false,false,?,?,false,?,true,true,true,false,true,?,0,true,false,?,?
false,true,?,false,?,true,?,?,?,?,?,?,?,true,?,true,bird
?,false,true,?,?,true,?,true,?,true,?,false,?,?,?,false,?
false,?,true,false,?,?,?,?,?,true,?,false,?,true,false,true,?
?,false,true,?,false,false,?,true,true,true,false,?,?,?,?,?,reptile
false,true,true,?,true,?,true,false,true,true,false,false,?,?,false,?,bird
true,?,false,true,?,false,false,?,?,true,false,false,?,true,?,?,?
?,false,?,?,?,false,?,?,?,true,?,?,6,?,?,?,insect
