@relation dataset

@attribute hair {false, true}
@attribute feathers {false, true}
@attribute eggs {false, true}
@attribute milk {false, true}
@attribute airborne {false, true}
@attribute aquatic {false, true}
@attribute predator {false, true}
@attribute toothed {false, true}
@attribute backbone {false, true}
@attribute breathes {false, true}
@attribute venomous {false, true}
@attribute fins {false, true}
@attribute legs {0, 2, 4, 5, 6, 8}
@attribute tail {false, true}
@attribute domestic {false, true}
@attribute catsize {false, true}
@attribute type {mammal, bird, reptile, fish, amphibian, insect, invertebrate}


@data
?,?,?,?,?,?,?,?,true,?,true,?,?,true,?,?,?
?,?,true,true,?,true,true,?,true,?,?,false,?,?,?,?,?
?,?,false,true,?,?,true,true,?,true,?,?,4,?,?,?,?
false,?,true,false,false,?,true,?,?,?,?,false,?,?,false,true,?
false,false,false,?,false,false,?,?,?,?,?,?,?,true,?,false,invertebrate
?,?,false,true,?,true,true,true,true,true,?,?,0,false,false,?,mammal
true,?,?,?,?,true,?,true,?,true,?,?,2,true,?,?,?
?,?,false,?,?,?,true,?,true,?,?,?,?,true,false,?,?
?,?,?,false,false,?,true,?,?,false,?,?,?,false,?,?,?
?,?,true,?,?,false,true,true,true,?,?,false,?,true,?,?,?
false,?,true,false,?,false,false,false,false,?,?,?,?,false,?,false,?
false,?,?,false,?,?,false,false,?,true,?,false,?,?,false,?,?
true,false,false,?,?,?,?,true,?,?,?,false,?,?,?,?,?
?,?,true,?,false,?,?,false,false,?,false,false,5,false,?,?,invertebrate
false,?,?,?,false,?,true,?,?,false,?,?,?,true,?,true,?
false,true,?,?,true,?,false,?,?,true,false,?,2,?,?,?,bird
false,?,true,?,?,true,?,true,true,?,false,false,?,?,?,false,amphibian
false,false,true,false,?,?,false,false,?,?,?,false,4,?,?,?,?
?,?,?,false,?,false,true,true,?,?,?,?,4,?,false,?,reptile
?,?,true,?,?,false,?,?,true,?,false,false,?,true,false,?,bird
true,?,false,?,?,?,?,true,true,?,?,?,2,true,false,?,mammal
?,?,true,?,?,false,false,false,?,?,?,false,6,?,?,false,insect
