@relation dataset

@attribute fixedacidity real
@attribute volatileacidity real
@attribute citricacid real
@attribute residualsugar real
@attribute chlorides real
@attribute freesulfurdioxide real
@attribute totalsulfurdioxide real
@attribute density real
@attribute ph real
@attribute sulphates real
@attribute alcohol real
@attribute quality real


@data
6.9,?,?,?,?,35.0,146.0,0.993,?,?,10.0,?
?,0.28,0.39,?,0.051,32.0,?,0.9961,?,?,?,6.0
7.4,?,0.48,1.1,?,?,?,?,3.19,?,11.6,?
?,?,0.36,2.0,0.033,37.0,114.0,?,?,0.71,?,?
?,0.24,0.39,10.4,?,?,?,0.9974,3.2,?,10.0,6.0
?,?,?,?,?,7.0,?,?,?,?,?,?
?,0.25,?,?,0.05,31.0,?,0.992,?,?,?,6.0
?,?,?,?,0.045,?,?,?,3.42,0.51,?,6.0
?,?,?,14.95,0.044,?,179.0,?,?,?,?,5.0
?,?,?,?,?,21.0,123.0,0.9905,3.19,?,12.8,5.0
6.5,0.39,0.23,?,?,?,?,0.9934,?,0.35,10.0,5.0
7.0,0.33,?,?,0.053,?,?,?,?,?,?,?
?,0.24,?,?,0.057,?,149.0,?,?,?,8.6,?
?,?,?,?,?,45.0,149.0,0.9999,3.21,?,?,?
?,0.23,0.39,?,?,?,158.0,?,3.11,?,?,?
6.7,0.24,0.39,?,0.173,?,?,?,3.1,?,?,6.0
7.0,0.31,?,?,0.069,?,160.0,?,3.13,?,9.8,?
6.6,?,0.27,?,?,?,?,0.9934,?,?,9.5,6.0
?,?,0.26,1.4,?,33.0,154.0,?,?,0.56,9.5,?
?,0.18,0.31,?,0.058,?,167.0,0.9931,3.16,?,10.0,?
?,?,?,?,0.063,?,?,?,3.27,0.52,?,?
6.2,0.46,?,4.4,?,62.0,?,?,3.25,?,?,5.0
?,?,0.26,?,?,28.0,160.0,?,?,?,?,?
6.9,?,?,5.0,0.067,32.0,150.0,?,3.36,0.48,9.8,5.0
?,0.19,?,?,0.062,?,?,?,3.35,0.44,?,6.0
6.6,?,0.29,?,0.068,39.0,?,?,?,0.58,?,7.0
?,?,0.33,?,?,?,?,?,?,0.46,?,?
?,0.18,?,1.0,?,39.0,108.0,?,3.31,?,?,6.0
6.8,?,?,0.9,?,?,?,?,3.05,?,?,6.0
?,0.25,0.35,?,?,?,191.0,0.9908,3.13,?,11.0,?
?,?,?,?,?,37.0,?,0.9962,?,?,?,?
6.0,?,?,?,?,?,?,?,3.3,?,?,6.0
?,?,0.15,?,?,?,78.0,0.9931,?,0.38,?,?
?,0.2,0.36,?,0.038,44.0,?,0.9926,?,0.34,9.9,?
?,?,?,?,?,?,123.0,0.9951,?,0.46,8.6,6.0
6.0,?,?,12.4,?,?,147.0,0.9972,3.3,?,?,?
?,0.47,?,1.1,?,?,?,0.991,?,0.34,?,5.0
?,0.38,?,?,?,?,78.0,?,?,?,10.2,?
7.2,?,?,1.4,?,31.0,122.0,0.9927,3.15,?,?,?
?,?,0.03,1.2,?,?,?,?,?,0.54,9.1,?
6.4,0.26,?,6.4,?,27.0,124.0,0.9903,?,?,12.6,?
6.7,0.25,0.13,?,0.041,?,?,?,?,?,9.8,?
6.7,?,?,2.1,?,?,?,0.9926,?,?,10.7,?
7.4,0.24,0.29,?,?,21.0,?,0.9962,3.13,0.35,?,5.0
6.2,?,0.43,7.8,0.056,48.0,?,?,?,?,9.0,?
6.8,?,?,?,0.061,50.5,?,0.9958,?,?,?,5.0
6.0,?,?,?,0.063,31.0,?,?,?,?,?,?
8.6,?,?,1.0,?,?,72.0,?,2.95,?,?,?
?,0.23,0.31,?,?,?,?,0.9926,?,?,10.7,8.0
7.4,0.24,?,?,?,?,?,0.9962,3.13,?,?,?
?,?,0.36,1.4,?,?,87.0,?,?,?,?,7.0
?,0.32,0.34,1.3,?,?,69.0,0.9912,?,?,?,?
?,0.18,?,?,0.064,26.0,?,?,2.94,0.56,?,?
6.7,0.54,?,5.4,?,?,?,?,3.27,?,?,?
?,?,?,?,0.053,34.0,?,0.9929,3.39,?,10.6,?
7.1,0.2,0.34,?,?,?,?,0.9985,?,0.6,9.2,6.0
?,0.34,0.2,?,?,?,?,?,3.17,0.42,?,?
?,?,?,?,?,42.0,?,?,3.33,0.46,?,?
7.1,0.43,0.61,?,0.045,?,155.0,?,3.11,?,8.7,?
?,?,0.62,11.8,?,52.0,152.0,?,?,?,8.7,6.0
7.2,0.39,?,?,?,?,?,0.9974,3.09,?,?,?
?,0.25,0.31,13.3,?,?,202.0,0.9972,3.22,?,9.7,?
?,?,0.61,11.8,?,?,?,0.9974,?,?,?,5.0
7.1,0.44,?,?,0.044,?,?,0.9975,3.12,0.46,?,?
?,0.39,0.63,?,?,55.0,?,?,?,?,8.7,?
?,?,0.43,7.5,?,?,243.0,0.9957,3.12,0.47,?,5.0
6.9,?,0.33,?,0.035,?,?,0.99,3.26,0.4,?,?
6.9,0.21,0.33,?,?,48.0,?,?,?,?,?,?
?,0.17,?,?,?,?,?,?,3.21,0.44,?,7.0
?,?,0.29,?,0.044,?,?,0.9969,3.04,0.42,?,?
6.0,?,?,?,0.046,?,164.0,?,?,0.5,?,?
8.6,?,0.36,1.2,?,?,?,?,2.95,?,11.4,7.0
?,0.36,?,10.5,0.038,?,?,?,2.89,?,?,4.0
?,?,0.66,?,?,26.0,?,0.9979,3.14,?,?,6.0
?,0.25,?,?,?,?,?,?,?,?,9.1,?
?,0.12,0.32,?,0.054,64.0,162.0,0.9962,?,0.41,?,?
?,0.21,?,12.1,?,55.0,?,?,?,0.39,?,5.0
7.5,?,0.4,?,0.059,?,170.0,1.0,?,?,9.0,?
?,0.25,?,13.5,?,?,192.0,?,3.0,0.44,?,5.0
7.3,?,?,14.4,?,?,?,?,3.2,?,9.2,?
7.1,0.12,?,?,0.054,?,?,?,3.4,?,9.4,?
?,0.23,?,16.5,?,60.0,171.0,?,?,?,9.1,6.0
?,?,0.35,?,0.04,?,171.0,0.999,?,?,9.1,?
6.9,?,?,?,?,?,?,0.9927,?,0.6,10.3,5.0
6.5,0.17,0.54,?,?,64.0,?,?,?,?,?,?
?,?,0.46,?,0.052,45.0,?,?,?,0.52,8.9,?
?,?,?,?,?,68.0,?,0.9982,?,?,?,?
?,?,0.34,?,?,?,150.0,?,3.22,0.51,?,5.0
?,?,0.34,?,0.049,?,150.0,?,3.22,?,?,?
5.5,?,0.0,?,?,8.0,?,?,?,0.4,?,4.0
6.0,?,0.24,?,0.041,?,?,0.9914,3.31,?,11.3,6.0
?,0.14,?,1.7,?,?,85.0,0.9911,?,?,?,?
7.2,0.31,?,?,?,68.0,?,?,?,?,?,5.0
?,?,0.48,?,0.06,?,196.0,?,3.04,0.5,?,5.0
?,0.36,0.04,?,?,21.0,87.0,?,?,?,10.2,?
?,?,0.32,?,?,?,?,0.9984,3.01,?,?,?
?,?,?,6.85,?,31.0,?,0.9952,?,?,?,5.0
?,?,?,?,0.058,?,?,?,3.29,?,?,6.0
?,?,?,?,0.092,?,158.0,?,?,?,?,?
?,?,?,?,0.026,?,143.0,0.9912,3.27,?,11.0,6.0
7.4,?,?,?,?,?,?,0.994,?,0.42,?,?
6.5,?,0.32,?,?,?,?,0.9958,3.45,0.54,9.7,?
6.1,?,?,2.8,?,?,179.0,?,?,0.57,10.9,7.0
6.1,0.3,?,2.7,0.046,46.0,?,?,3.31,0.57,10.9,?
?,0.26,?,?,?,?,?,?,?,0.37,?,5.0
6.5,?,0.32,?,?,?,?,?,3.45,?,9.7,7.0
6.5,?,?,13.1,0.038,?,241.0,0.9979,?,?,?,?
6.6,0.24,?,15.8,?,46.0,?,0.9982,3.24,?,?,?
6.8,0.27,?,?,?,?,?,?,?,0.52,?,?
6.7,0.27,?,15.7,0.036,44.0,?,?,3.26,?,?,5.0
?,0.23,?,?,?,?,121.0,?,?,?,10.7,6.0
?,?,?,?,0.045,?,155.0,0.9975,3.16,?,8.7,5.0
?,0.19,0.36,?,0.035,?,96.0,0.9917,3.15,0.54,10.8,?
?,?,?,?,?,18.0,?,0.9923,?,?,11.8,?
6.3,?,?,2.2,?,?,77.0,?,3.3,0.43,?,?
?,?,?,10.5,?,49.0,155.0,?,3.16,?,?,?
7.9,?,0.4,?,0.039,?,?,?,3.21,0.54,?,?
8.5,0.21,?,?,?,24.0,99.0,?,3.18,?,9.7,6.0
8.1,?,?,?,0.037,19.0,?,?,3.12,0.54,?,?
6.3,0.255,0.37,1.1,?,37.0,114.0,?,3.0,?,10.9,?
?,0.16,?,?,?,?,?,?,?,?,10.1,?
6.4,?,0.14,?,?,?,?,?,?,0.36,?,4.0
?,0.34,?,?,0.034,?,80.0,?,?,?,?,7.0
?,0.25,0.3,4.1,0.054,?,?,?,?,?,?,6.0
?,?,0.38,?,0.043,?,152.0,0.9934,?,0.32,?,?
?,0.18,?,?,?,?,?,?,3.14,0.43,?,?
?,0.25,0.3,?,?,23.0,?,0.994,2.99,0.38,?,?
?,?,?,?,0.048,?,?,?,?,0.45,?,?
?,?,?,?,0.049,12.0,?,?,?,0.84,?,?
?,?,0.42,?,?,?,198.0,0.9979,?,0.42,?,6.0
7.4,?,?,14.0,0.066,?,?,?,?,0.42,?,6.0
6.1,?,?,?,?,?,124.0,?,?,0.42,?,7.0
?,0.44,?,1.4,0.036,43.0,119.0,?,?,0.33,?,?
?,0.44,0.04,?,?,43.0,?,?,3.36,0.33,?,?
6.1,?,?,1.5,?,?,?,0.9898,3.29,?,?,?
?,0.22,?,?,0.055,27.0,?,?,?,?,?,?
6.3,?,?,4.8,?,14.0,?,?,?,?,?,?
7.4,0.24,0.42,?,0.066,48.0,198.0,0.9979,?,?,8.9,?
?,?,?,?,0.05,?,?,0.997,?,?,?,5.0
?,?,?,13.0,?,72.0,?,0.9972,?,?,9.8,5.0
?,?,?,?,?,?,?,0.9974,?,?,?,6.0
?,0.46,?,2.4,0.034,?,?,?,3.08,0.44,12.6,?
?,0.29,?,?,?,?,?,?,?,0.54,?,?
?,?,?,?,0.034,5.0,?,?,2.87,?,10.0,?
?,0.3,?,?,0.066,?,?,0.9906,3.12,?,12.7,?
7.9,?,0.45,1.5,0.045,?,?,?,3.13,0.39,11.0,?
?,0.48,?,?,?,4.0,?,0.9902,?,?,11.4,?
6.3,?,?,?,0.038,31.0,130.0,0.9918,3.35,?,?,?
7.5,0.27,?,17.7,0.051,?,173.0,0.999,3.09,?,10.2,5.0
6.9,?,0.4,?,?,?,?,0.9927,?,0.27,?,6.0
?,0.32,?,?,?,?,65.0,0.991,?,?,12.6,4.0
5.9,?,0.3,12.9,?,?,?,0.9972,3.28,?,9.4,5.0
6.0,0.67,0.07,1.2,0.06,9.0,108.0,0.9931,3.11,?,8.7,?
6.4,?,?,?,0.049,41.0,?,0.995,3.19,0.68,?,6.0
?,0.33,?,?,?,42.0,?,?,?,0.66,?,6.0
?,0.34,?,?,?,?,183.0,?,3.09,?,9.2,?
?,?,?,?,?,?,167.0,?,?,?,?,5.0
6.9,?,0.4,?,0.05,64.0,?,?,?,?,?,6.0
?,0.26,?,11.9,0.043,64.0,?,?,?,?,?,5.0
?,?,?,?,0.043,?,230.0,?,?,0.63,9.3,?
?,0.24,?,9.4,0.04,?,?,?,?,?,?,6.0
5.9,0.3,0.23,?,0.038,?,?,?,?,0.5,11.0,5.0
?,?,?,?,?,26.0,109.0,?,?,?,?,?
?,?,0.28,?,0.047,54.0,210.0,0.9962,3.09,0.54,?,?
6.6,?,0.28,?,?,?,?,?,?,0.55,?,6.0
6.8,?,?,22.0,0.048,?,?,?,2.93,0.5,8.7,?
6.8,0.28,?,8.0,0.045,28.0,?,?,?,?,11.4,?
6.6,?,0.34,5.1,?,?,?,0.9942,3.36,?,9.6,?
?,?,0.44,?,0.2,?,181.0,?,3.02,0.41,9.1,?
6.4,0.3,?,3.5,0.197,76.0,?,0.9942,?,?,?,?
?,?,0.44,?,0.197,75.0,?,?,?,0.38,?,?
6.8,?,?,?,0.052,?,?,?,?,?,?,?
?,?,?,13.1,?,52.0,204.0,?,?,?,?,?
6.8,?,0.24,7.8,0.052,?,214.0,0.9961,?,0.47,?,?
6.8,?,?,?,?,55.0,196.0,?,?,0.5,?,5.0
?,0.32,?,?,?,?,204.0,?,?,?,?,?
?,0.54,?,?,?,53.0,?,0.9973,?,0.5,9.6,5.0
?,?,0.34,?,0.034,39.0,?,0.9949,?,0.53,?,?
?,0.28,?,?,0.053,?,?,0.9924,?,?,?,?
?,?,?,11.6,?,45.0,?,?,?,?,?,5.0
?,?,?,8.3,?,38.0,126.0,?,?,?,?,?
?,?,0.88,?,0.049,20.0,?,?,?,0.51,9.9,?
?,0.57,0.29,?,?,?,77.0,0.9938,?,?,?,5.0
?,?,?,?,?,?,170.0,?,3.22,0.77,9.5,?
5.6,?,0.25,?,0.032,?,?,?,?,?,10.5,?
?,?,?,?,?,?,111.0,?,?,0.59,?,?
?,0.16,0.32,?,?,38.0,126.0,0.9958,3.21,?,?,?
6.7,?,0.29,?,?,?,122.0,?,3.44,?,?,6.0
?,?,?,?,?,?,105.0,?,?,?,11.1,?
?,?,?,9.2,0.044,55.0,152.0,0.9961,?,0.38,?,?
?,?,0.36,?,?,?,?,?,3.03,?,?,?
?,0.26,0.24,9.2,?,55.0,?,0.9961,3.31,?,9.4,5.0
?,?,?,17.5,?,60.0,167.0,?,?,0.44,9.4,5.0
?,0.23,0.36,?,0.036,43.0,161.0,0.9938,3.04,?,11.0,5.0
?,0.27,?,?,?,45.0,164.0,0.9939,?,0.33,?,?
?,?,?,?,0.07,?,172.0,?,?,?,9.1,?
?,0.25,0.25,?,0.03,?,?,0.9912,3.3,?,?,?
?,?,?,?,?,33.0,144.0,?,?,?,9.1,?
?,?,0.22,?,?,?,?,?,3.39,0.54,?,?
?,?,0.41,?,?,?,?,?,3.32,?,?,5.0
?,?,?,2.4,?,?,?,?,?,?,?,6.0
?,?,?,10.3,0.041,66.0,272.0,?,3.17,?,9.1,6.0
6.4,?,?,2.4,?,41.0,?,0.9938,3.5,0.5,9.7,6.0
7.1,?,?,?,?,?,145.0,0.9998,?,?,?,5.0
?,?,?,9.7,0.062,?,?,?,3.37,?,?,?
?,0.28,0.4,?,?,38.0,?,?,?,?,?,?
?,?,0.39,7.8,0.039,?,208.0,?,?,0.51,?,6.0
7.2,?,?,14.3,0.058,55.0,194.0,0.9979,?,?,9.0,6.0
?,0.23,?,?,0.058,?,194.0,?,?,?,?,6.0
7.2,0.23,0.38,?,?,55.0,?,?,3.09,0.44,9.0,?
?,?,?,14.3,0.058,?,?,0.9979,3.09,?,?,?
?,?,?,?,0.044,?,?,?,?,?,?,?
?,0.26,0.59,1.4,?,?,120.0,?,3.34,?,?,7.0
6.2,0.25,?,?,0.039,?,159.0,?,3.48,?,9.6,?
?,0.32,?,13.7,?,49.0,197.0,?,?,0.46,?,?
?,0.31,0.26,?,?,?,?,0.9944,?,?,10.4,5.0
7.1,?,?,?,0.026,?,?,?,?,0.38,?,7.0
?,0.24,?,?,?,?,?,?,?,?,?,6.0
?,?,?,11.2,0.043,?,?,?,?,?,8.7,5.0
6.1,?,0.36,?,0.038,?,249.5,0.9923,?,0.79,11.3,6.0
?,0.21,?,2.1,0.03,26.0,139.0,?,3.16,0.61,?,?
5.8,?,0.27,1.4,0.031,?,?,?,?,?,?,?
?,0.19,0.26,?,0.03,?,76.0,?,?,?,?,?
6.1,0.41,0.14,?,?,?,?,?,3.38,0.45,?,5.0
?,?,0.28,4.6,0.053,?,?,0.9964,3.72,?,?,?
8.5,?,?,16.2,0.074,41.0,?,0.998,3.02,0.5,9.8,?
?,?,?,?,0.043,40.0,?,0.9975,3.14,?,8.7,5.0
?,0.24,?,3.5,?,?,109.0,0.9913,?,0.43,?,3.0
?,?,0.39,?,0.054,?,158.0,0.9932,?,?,?,?
6.7,0.26,?,?,0.04,?,?,?,?,?,?,?
?,0.35,?,?,?,?,?,0.9927,3.27,0.41,?,?
?,?,0.3,?,0.035,8.0,?,?,?,0.41,?,?
?,0.23,0.39,1.8,?,?,?,?,?,0.5,?,6.0
?,0.36,0.38,?,?,?,75.0,?,?,?,?,4.0
?,?,?,5.4,?,?,108.0,?,?,?,?,?
6.9,0.29,0.4,?,?,36.0,?,?,?,0.47,8.9,?
?,0.28,?,8.2,0.036,15.0,?,?,?,?,?,?
?,?,?,?,?,66.0,?,?,?,0.59,9.6,?
?,0.24,?,1.2,?,22.0,?,0.9912,3.1,?,10.6,?
?,0.29,?,?,0.043,36.0,156.0,?,?,?,?,5.0
6.9,0.32,?,8.3,?,?,?,0.9965,?,?,?,6.0
5.3,?,0.07,?,?,?,?,0.9944,?,0.57,9.7,?
?,?,?,?,0.044,?,?,?,?,?,?,?
5.4,0.59,0.07,?,?,?,?,?,3.34,?,9.7,?
?,?,0.26,8.3,?,?,180.0,?,?,?,9.2,?
5.2,0.6,?,?,?,?,147.0,?,3.33,0.58,?,?
?,0.25,0.26,?,?,44.0,148.0,?,3.29,?,?,?
?,0.58,?,5.1,0.057,30.0,?,?,?,?,?,?
?,?,?,10.7,0.046,?,234.0,0.9966,3.05,0.61,9.5,?
6.6,?,?,?,0.046,?,?,0.9954,?,?,9.8,6.0
?,0.2,?,?,0.044,?,?,?,?,0.58,?,?
?,?,0.4,?,?,?,60.0,?,2.89,0.5,10.6,5.0
6.8,?,?,?,0.044,?,?,0.9919,?,?,?,4.0
?,?,?,?,?,?,?,?,?,?,12.4,?
?,?,?,?,0.034,?,?,?,?,?,?,8.0
?,0.31,?,5.0,0.039,?,?,?,?,?,?,?
?,0.44,0.37,5.1,?,?,?,0.9938,?,0.65,?,?
?,0.34,0.3,?,0.054,?,?,?,3.19,?,9.3,?
7.1,?,?,?,0.055,?,?,?,3.12,0.49,8.8,5.0
?,0.32,0.25,7.2,?,47.0,?,?,?,0.47,8.8,5.0
?,0.28,?,15.7,0.053,?,?,?,?,?,?,?
?,0.23,0.39,14.2,0.058,49.0,192.0,0.9979,?,0.48,?,7.0
7.2,?,?,?,0.058,?,?,0.9979,?,0.48,?,?
7.2,?,0.39,14.2,?,?,192.0,?,2.98,0.48,9.0,?
7.2,0.23,?,14.2,?,?,192.0,?,?,0.48,?,?
?,0.15,?,?,?,53.0,?,?,3.52,?,?,6.0
?,?,?,?,?,53.0,195.0,1.0,?,0.44,?,5.0
?,?,?,7.3,0.041,26.0,157.0,?,3.44,0.64,9.8,?
9.1,?,?,?,?,?,?,?,?,?,?,3.0
?,?,?,?,0.046,34.0,?,0.9934,3.37,?,?,?
?,?,0.7,10.6,?,?,?,?,?,?,9.4,?
?,?,?,?,?,?,187.0,?,3.19,?,?,7.0
7.5,0.17,0.44,?,0.046,?,146.0,?,?,0.45,?,?
6.7,0.17,0.5,?,0.043,?,?,?,3.15,0.45,?,?
?,0.41,?,1.6,0.063,?,87.0,?,3.27,0.67,?,?
?,?,?,?,?,?,?,0.992,?,0.38,10.5,6.0
?,?,?,1.6,0.063,?,?,0.9914,?,?,10.8,?
6.0,0.29,0.21,?,0.055,?,?,?,3.32,?,?,?
7.3,?,0.24,6.8,?,41.0,?,0.9949,?,?,?,?
?,0.41,0.24,6.8,?,41.0,163.0,?,?,?,?,6.0
?,?,0.24,?,?,?,?,?,3.2,0.41,?,?
?,0.4,?,?,?,?,?,?,?,?,?,6.0
?,0.33,?,?,?,30.0,?,?,3.2,0.42,?,7.0
?,?,0.26,?,0.037,?,?,0.9928,?,?,?,6.0
6.1,?,?,?,?,16.0,100.0,0.9917,?,?,?,?
5.0,?,?,?,?,35.0,164.0,0.9918,?,?,?,8.0
7.8,?,0.41,3.7,?,37.0,?,?,?,?,?,6.0
5.7,0.36,?,?,?,?,?,0.9941,?,?,?,6.0
?,0.34,?,?,0.04,?,167.0,0.9941,3.29,?,10.0,5.0
6.8,0.28,?,?,?,42.0,?,?,3.09,0.44,9.1,6.0
?,?,0.34,?,?,34.0,?,?,?,0.38,?,6.0
6.6,0.24,?,7.7,0.031,?,?,0.9938,?,?,10.5,5.0
5.9,?,?,?,?,?,133.0,0.9933,?,?,11.5,7.0
6.1,?,0.25,?,?,?,?,0.9934,?,0.59,?,6.0
6.0,?,?,?,?,?,?,0.9927,3.61,?,?,?
6.6,?,?,?,?,36.0,?,?,?,?,?,5.0
?,0.25,0.34,4.7,?,34.0,134.0,0.9927,?,?,?,?
?,0.28,?,?,0.031,?,137.0,?,?,0.36,?,6.0
8.3,?,0.51,?,0.046,11.0,207.0,?,?,?,11.4,?
7.5,?,0.31,5.8,0.057,131.0,313.0,?,3.18,?,10.5,?
?,?,?,?,?,?,216.0,0.9976,?,0.6,?,?
?,0.34,0.23,?,?,37.0,?,?,?,?,10.0,?
?,?,?,?,0.042,?,?,?,?,?,?,?
?,?,0.41,1.3,?,?,?,?,?,?,?,?
?,?,?,4.8,?,?,101.0,0.9912,?,?,12.5,8.0
6.8,0.24,?,4.6,0.032,?,?,0.9927,3.2,?,?,?
6.3,?,0.3,?,0.033,?,91.0,?,3.28,?,11.8,6.0
6.5,0.28,0.34,?,?,30.0,?,?,3.11,?,?,5.0
?,?,?,?,?,?,?,?,3.25,?,10.8,5.0
?,0.23,0.3,1.8,?,?,?,0.9906,3.28,?,11.8,?
?,?,?,?,?,?,105.0,?,?,?,?,6.0
?,?,0.27,?,0.045,?,?,0.9972,?,?,?,?
5.9,?,0.4,?,?,?,139.0,0.9945,3.45,0.53,10.4,?
6.6,0.18,0.35,1.5,0.049,?,141.0,?,?,?,10.2,?
?,0.2,?,?,?,27.0,?,?,3.19,0.55,9.0,7.0
8.0,?,?,?,?,?,129.0,?,?,?,?,?
?,0.26,?,9.7,?,30.0,?,0.9962,?,?,?,?
?,?,0.47,?,0.053,46.0,?,?,3.29,0.76,10.0,?
?,?,?,?,?,?,145.0,?,?,0.75,10.0,?
7.1,?,?,?,?,33.0,131.0,?,3.28,?,?,?
?,0.34,0.1,1.3,0.031,?,68.0,0.9906,?,?,?,7.0
?,?,?,?,0.056,?,155.0,?,?,?,8.8,6.0
?,?,0.46,?,?,38.0,?,?,?,?,10.0,?
7.6,?,0.45,?,0.054,56.0,137.0,?,?,?,?,5.0
?,0.12,0.36,2.1,?,47.0,?,0.9914,?,0.74,11.4,?
?,?,?,?,?,32.0,138.0,0.992,?,?,?,?
?,?,?,?,0.071,?,?,?,?,0.51,?,?
?,?,?,?,?,?,138.0,?,?,0.3,11.9,7.0
?,?,?,?,0.047,38.5,?,?,3.25,0.57,?,?
7.3,0.22,?,?,?,?,?,0.9978,?,0.38,9.0,6.0
7.3,?,?,14.3,0.063,?,?,?,?,?,?,6.0
?,0.36,?,1.1,0.05,24.0,?,?,?,?,?,?
?,0.2,?,?,?,?,152.0,0.994,3.0,?,10.4,6.0
6.9,?,0.34,?,?,?,?,?,?,?,10.6,6.0
?,0.24,?,?,?,?,?,0.9968,?,0.5,?,6.0
?,?,?,1.2,0.055,?,84.0,?,3.15,?,8.9,?
?,?,?,?,0.05,?,?,?,3.4,?,?,6.0
7.3,0.22,?,?,0.063,?,?,?,2.89,?,9.0,?
6.8,?,0.4,?,0.037,?,?,0.9923,3.49,?,11.4,7.0
?,?,0.32,?,0.028,29.0,113.0,?,3.4,?,12.3,7.0
?,?,?,1.5,?,40.0,?,0.9923,?,?,?,?
?,?,?,1.0,0.053,39.0,?,0.9927,?,?,?,6.0
7.7,?,0.48,2.3,?,?,?,0.9931,3.17,0.64,10.6,6.0
?,?,0.35,?,?,?,?,0.9941,?,?,?,?
?,?,0.21,1.0,?,?,148.0,0.9927,?,?,9.4,6.0
?,?,?,2.3,0.049,36.0,178.0,?,?,?,?,6.0
?,0.905,?,?,?,17.0,?,?,3.34,0.56,?,?
7.2,0.27,0.27,2.4,?,30.0,?,?,3.1,?,9.2,6.0
5.1,0.33,?,?,0.027,?,?,0.9893,?,?,?,7.0
?,?,0.22,1.6,0.027,18.0,89.0,?,?,?,12.5,7.0
?,0.31,0.28,1.5,0.037,?,119.0,?,3.32,0.51,10.4,?
?,?,?,1.4,?,?,?,0.9924,3.15,0.46,10.0,7.0
5.7,?,?,?,?,?,?,?,3.22,?,?,?
6.4,?,?,1.5,?,?,?,?,?,0.51,?,?
?,0.2,?,?,0.045,?,?,?,3.15,0.46,10.0,?
?,0.28,?,12.5,0.046,?,?,?,3.1,0.52,?,6.0
7.5,0.35,?,?,0.051,26.0,?,?,3.12,?,9.2,?
?,?,0.27,?,0.048,?,?,?,3.1,0.51,?,?
?,?,0.39,3.2,0.027,20.0,?,?,?,?,11.3,?
5.1,?,0.22,?,?,?,?,?,3.51,?,?,7.0
?,0.17,?,1.5,0.026,?,115.0,0.9906,?,0.39,10.8,?
?,0.39,?,?,?,82.5,?,?,?,?,?,5.0
6.7,?,?,5.4,0.047,29.0,?,?,3.39,0.46,?,?
?,0.3,0.38,?,?,60.0,181.0,0.9983,3.18,?,9.3,?
?,0.3,?,?,?,60.0,?,0.9983,3.18,?,9.3,7.0
6.5,?,0.32,1.1,0.031,?,?,0.9916,3.1,?,10.6,?
6.1,?,?,?,?,19.0,?,0.9957,?,?,10.2,6.0
?,0.24,?,?,?,?,?,0.99,?,?,12.2,?
6.8,0.37,0.51,?,0.044,62.0,?,?,3.19,?,8.8,?
?,0.27,?,?,?,?,?,?,3.18,0.41,?,?
8.2,?,?,1.8,?,?,93.0,?,?,?,11.4,?
?,?,0.4,?,0.037,35.0,?,?,3.46,?,?,6.0
?,?,?,?,0.048,?,?,?,3.35,?,9.4,?
6.4,0.19,?,2.9,0.032,?,83.0,0.9908,?,?,?,?
?,?,0.4,1.5,0.037,?,?,0.9917,?,0.5,11.4,?
6.8,0.37,?,?,?,?,?,?,3.19,?,8.8,?
?,?,?,?,?,?,108.0,0.9934,?,?,9.2,5.0
