@relation dataset

@attribute fixedacidity real
@attribute volatileacidity real
@attribute citricacid real
@attribute residualsugar real
@attribute chlorides real
@attribute freesulfurdioxide real
@attribute totalsulfurdioxide real
@attribute density real
@attribute ph real
@attribute sulphates real
@attribute alcohol real
@attribute quality real


@data
?,?,0.35,5.0,?,?,150.0,0.995,3.36,?,9.8,?
?,?,?,?,?,?,?,?,3.35,?,11.7,6.0
?,0.25,?,?,0.068,?,?,?,3.34,?,?,?
?,0.16,?,?,0.057,?,?,0.991,?,?,10.9,7.0
?,0.18,0.35,1.0,?,?,?,0.9911,?,?,10.9,6.0
?,0.2,?,?,?,?,132.0,0.993,3.05,0.38,9.1,?
6.9,0.25,0.35,?,0.039,?,191.0,0.9908,?,0.52,?,6.0
7.2,0.21,?,11.9,?,?,?,0.9962,?,0.5,9.6,6.0
6.0,0.19,0.26,12.4,?,?,?,?,3.3,0.36,8.9,?
6.6,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,0.038,44.0,?,?,3.36,0.34,?,?
6.8,?,?,?,?,30.0,?,0.9951,?,?,?,6.0
?,0.19,0.26,?,?,50.0,147.0,0.9972,?,?,?,?
7.0,?,0.07,1.1,?,17.0,151.0,0.991,?,?,10.5,?
6.6,?,?,?,0.044,25.0,?,?,?,?,?,?
?,0.24,?,1.4,0.038,?,?,?,3.15,0.46,?,?
6.2,0.35,?,1.2,0.064,?,?,?,3.22,?,?,?
6.4,?,0.24,?,?,27.0,?,0.9903,?,0.49,?,7.0
6.7,?,?,?,?,81.0,?,?,?,?,9.8,5.0
?,0.23,0.31,?,?,?,?,0.9926,?,?,?,?
?,0.24,?,10.1,?,21.0,?,?,3.13,?,?,?
?,?,?,7.8,0.056,48.0,?,?,?,?,?,6.0
?,0.3,?,4.6,?,50.5,?,?,?,?,?,?
?,0.27,?,?,?,?,?,?,?,0.71,10.0,5.0
8.6,0.23,?,?,?,?,?,?,2.95,?,?,6.0
?,?,0.31,2.1,0.046,30.0,?,?,?,0.64,?,?
?,?,?,10.1,0.05,21.0,105.0,0.9962,?,?,9.5,5.0
7.1,?,0.36,?,?,31.0,?,?,?,?,?,7.0
?,?,?,?,?,?,69.0,?,?,?,?,7.0
?,0.18,?,8.8,?,26.0,?,?,2.94,?,9.3,?
6.7,?,?,5.4,0.06,21.0,?,?,?,?,?,?
?,?,?,1.4,0.053,?,?,0.9929,?,?,?,?
7.1,0.2,?,16.0,0.05,?,166.0,?,?,0.6,?,?
7.1,?,?,?,?,?,164.0,?,3.17,0.42,10.0,?
7.3,?,?,?,?,42.0,207.0,0.9966,?,?,?,?
7.1,?,0.61,11.8,?,?,155.0,?,?,?,?,5.0
?,?,0.62,?,?,?,152.0,0.9975,3.12,?,8.7,6.0
?,?,0.63,11.0,?,55.0,156.0,0.9974,?,0.44,?,?
?,?,0.31,?,?,?,?,?,?,0.48,9.7,6.0
?,0.43,?,11.8,?,?,?,?,?,?,?,5.0
?,0.44,0.62,?,?,?,152.0,0.9975,?,?,8.7,6.0
?,0.39,?,?,0.044,55.0,156.0,?,3.09,?,8.7,?
?,?,0.43,?,0.049,65.0,243.0,?,?,?,9.0,5.0
?,0.24,?,1.7,0.035,47.0,136.0,?,?,?,12.6,?
6.9,?,0.33,?,?,48.0,?,?,3.25,?,12.6,7.0
?,?,?,?,?,51.0,?,0.9916,?,0.44,?,7.0
?,0.26,0.29,?,0.044,62.0,240.0,0.9969,?,0.42,?,6.0
6.0,?,?,15.9,?,?,164.0,?,?,?,8.8,6.0
8.6,?,0.36,?,?,?,?,?,?,?,?,?
?,?,?,10.5,0.038,?,83.0,0.9956,2.89,0.3,10.1,4.0
?,?,?,15.9,?,?,164.0,?,3.14,0.5,8.8,6.0
?,0.25,?,?,?,52.0,?,?,3.0,?,?,?
?,?,?,?,?,64.0,162.0,?,3.4,0.41,?,5.0
?,?,?,?,0.05,55.0,?,0.997,?,?,?,?
7.5,?,?,18.9,?,?,?,?,?,?,?,?
?,?,0.37,?,?,52.0,?,0.9975,3.0,?,?,5.0
7.3,?,?,?,?,?,?,?,?,0.35,?,6.0
?,?,?,?,0.054,64.0,162.0,?,?,0.41,9.4,5.0
7.1,0.23,?,?,?,60.0,?,?,?,0.59,?,?
?,?,?,?,?,?,171.0,?,3.16,?,?,6.0
?,?,?,?,?,?,?,0.9927,?,0.6,?,5.0
?,0.17,?,?,?,64.0,?,0.9959,?,0.39,8.8,6.0
?,0.27,?,?,0.052,45.0,255.0,1.0,?,?,?,?
?,?,?,?,?,68.0,195.0,?,?,0.47,?,?
?,0.41,?,?,0.049,29.0,?,0.9968,?,?,?,?
?,?,?,9.2,?,29.0,?,?,3.22,0.51,9.1,5.0
5.5,?,?,?,?,?,?,?,?,0.4,?,?
6.0,?,0.24,?,?,?,?,0.9914,?,0.44,?,6.0
7.0,0.14,?,?,?,?,?,?,?,?,?,?
?,?,?,?,0.056,?,?,0.9982,3.01,?,9.2,5.0
7.3,?,?,?,?,?,?,0.9982,?,0.5,?,5.0
?,?,0.04,?,?,21.0,?,?,?,0.51,10.2,?
7.8,?,?,?,?,?,138.0,0.9984,?,?,?,?
?,?,?,?,?,?,131.0,?,?,0.34,?,?
6.9,?,0.28,?,0.058,?,?,0.9952,?,0.36,?,6.0
?,0.13,?,?,0.092,?,?,?,3.21,0.36,?,6.0
?,?,?,?,0.026,63.0,143.0,?,?,0.48,11.0,6.0
?,?,?,7.0,?,?,126.0,?,?,?,10.5,5.0
?,?,?,?,?,?,?,0.9958,?,?,9.7,?
?,0.3,?,2.8,0.044,?,?,0.9924,3.3,?,?,7.0
6.1,0.3,0.56,?,?,46.0,184.0,?,?,?,?,6.0
5.7,?,?,10.4,?,?,57.0,?,?,?,?,?
?,?,?,7.6,?,?,?,?,?,?,?,?
?,0.425,?,13.1,?,?,241.0,0.9979,?,0.57,?,?
6.6,?,?,?,0.035,46.0,?,0.9982,?,?,?,?
6.8,0.27,?,8.1,?,?,?,0.9961,3.19,0.52,8.9,5.0
?,?,?,15.7,?,?,179.0,?,3.26,0.56,9.6,?
?,0.23,0.4,1.2,?,?,?,?,3.12,0.38,10.7,?
?,?,0.67,10.5,?,?,?,0.9975,?,0.44,?,?
6.8,?,0.36,1.9,?,30.0,?,0.9917,?,?,?,?
8.1,?,?,?,?,18.0,?,?,?,?,?,6.0
?,?,0.34,?,0.045,?,77.0,?,?,?,10.2,?
?,0.37,?,10.5,0.045,?,155.0,?,3.16,0.44,8.7,5.0
?,0.21,0.4,?,0.039,38.0,?,?,?,?,10.8,?
?,?,?,?,?,?,99.0,0.9947,?,?,9.7,6.0
8.1,0.2,?,?,?,?,?,?,3.12,?,?,6.0
?,0.255,?,1.1,?,?,114.0,0.9905,3.0,?,?,6.0
5.6,?,?,?,?,?,?,?,3.28,?,10.1,6.0
?,?,?,5.2,0.058,?,?,?,3.38,0.36,?,4.0
6.3,0.34,0.33,?,0.034,19.0,?,?,?,?,?,?
6.9,?,0.3,?,0.054,?,116.0,?,?,?,?,?
7.9,0.22,?,?,0.043,46.0,?,?,3.12,?,11.5,7.0
?,?,0.46,10.2,?,?,?,?,?,?,9.9,6.0
?,?,0.3,?,0.054,23.0,?,?,2.99,0.38,9.4,6.0
?,0.18,?,?,?,41.0,?,0.9919,?,?,10.4,5.0
8.2,0.23,0.4,?,0.049,?,76.0,?,?,?,?,?
7.4,0.24,?,?,?,48.0,198.0,0.9979,?,0.42,?,?
?,0.24,?,?,0.066,48.0,?,0.9979,2.89,?,?,?
6.1,0.32,?,?,0.036,?,?,0.9898,3.29,?,?,?
?,?,0.04,1.4,?,43.0,?,?,?,0.33,?,8.0
?,?,0.04,?,0.036,?,?,0.9894,?,?,?,8.0
?,?,?,1.5,?,?,124.0,?,3.29,?,?,7.0
6.4,?,0.56,?,0.055,?,?,?,?,?,?,?
?,0.36,0.3,4.8,0.049,14.0,?,?,?,0.39,?,?
7.4,?,?,14.0,?,?,?,0.9979,2.89,0.42,?,?
?,?,0.35,?,?,?,205.0,?,?,?,?,?
7.0,0.23,?,13.0,0.051,?,?,?,3.16,?,9.8,?
8.4,?,?,?,0.048,?,?,?,3.14,?,?,6.0
?,0.46,?,?,?,25.0,98.0,0.9896,?,0.44,?,?
7.5,?,?,?,?,?,?,?,?,0.54,9.3,5.0
?,?,0.48,9.85,?,?,?,?,?,?,?,?
7.1,?,0.46,?,0.066,?,?,0.9906,?,0.54,?,6.0
?,?,?,?,?,?,96.0,?,3.13,0.39,11.0,?
7.6,?,0.37,?,0.037,?,?,?,?,?,?,?
?,?,?,4.55,?,31.0,130.0,?,?,?,11.5,7.0
?,0.27,?,?,?,33.0,173.0,?,?,?,?,?
?,?,?,7.5,?,50.0,?,0.9927,?,?,?,?
?,?,0.47,?,0.044,19.0,?,0.991,?,?,12.6,4.0
5.9,?,?,?,?,?,170.0,?,3.28,?,9.4,?
6.0,0.67,?,1.2,?,?,108.0,?,3.11,?,?,?
6.4,0.25,?,5.5,?,?,176.0,?,3.19,?,?,?
6.4,0.33,0.31,?,?,?,?,?,?,0.66,?,?
7.1,?,?,1.2,?,61.0,?,?,?,?,9.2,?
?,?,?,?,0.048,48.0,?,?,?,?,?,?
6.9,?,?,?,0.05,64.0,?,?,?,0.58,9.6,?
6.8,?,0.56,11.9,0.043,64.0,226.0,0.997,?,?,9.3,5.0
?,?,?,11.9,?,66.0,?,0.9972,3.02,?,?,?
6.7,0.24,?,9.4,?,49.0,?,?,3.12,0.61,9.9,6.0
?,?,?,4.2,0.038,?,?,?,?,0.5,11.0,?
6.8,?,?,?,?,?,?,0.9906,?,?,?,?
6.5,?,?,8.5,?,?,210.0,0.9962,3.09,?,8.9,?
6.6,?,?,?,?,55.0,211.0,0.9962,?,?,?,6.0
?,?,?,22.0,0.048,48.0,?,?,?,0.5,?,?
?,?,0.36,8.0,?,?,?,0.9928,?,?,?,?
?,0.15,?,5.1,0.055,?,?,0.9942,3.36,0.42,9.6,5.0
?,0.29,?,3.6,?,?,?,0.9942,?,0.41,?,?
?,?,?,?,?,?,?,?,?,0.39,9.1,6.0
?,0.29,0.44,?,0.197,75.0,183.0,?,?,?,9.1,?
?,?,0.24,7.8,?,?,?,?,?,?,8.9,5.0
7.1,?,0.24,?,?,52.0,?,?,?,?,?,?
?,0.26,0.24,?,0.052,54.0,?,?,3.13,?,8.9,?
6.8,0.27,?,?,?,55.0,196.0,?,?,?,?,5.0
7.1,0.32,0.24,?,0.05,52.0,204.0,0.998,3.1,?,8.8,5.0
?,0.54,?,13.2,?,53.0,?,?,?,?,9.6,?
6.8,0.26,0.34,13.9,0.034,?,?,?,?,?,?,?
5.8,0.28,?,?,?,36.0,?,0.9924,3.28,?,10.2,?
6.4,?,0.5,?,0.042,?,153.0,?,?,0.43,8.8,5.0
7.0,?,?,8.3,?,?,?,?,?,0.34,?,5.0
10.2,?,?,?,0.049,?,?,0.9968,?,?,?,?
?,0.57,?,?,0.04,15.0,?,?,3.32,0.74,10.2,5.0
?,?,0.31,?,0.048,23.0,?,0.993,?,0.77,?,?
5.6,?,0.25,9.7,?,?,68.0,0.994,3.31,0.34,10.5,?
?,0.18,?,1.4,0.038,?,111.0,?,3.32,?,?,7.0
?,?,?,8.3,0.045,?,?,0.9958,?,0.34,9.2,?
?,?,?,?,0.051,?,122.0,?,?,?,?,?
?,?,?,?,?,?,?,?,?,0.44,11.1,?
5.8,?,?,?,?,55.0,?,?,3.31,?,?,?
?,0.27,?,?,?,?,?,?,3.03,?,?,?
5.8,?,0.24,?,?,?,?,?,?,0.38,?,?
5.7,0.28,?,17.5,?,?,167.0,0.9989,?,?,?,5.0
?,?,0.36,?,?,?,161.0,?,3.04,0.32,?,?
7.5,0.27,?,?,?,?,?,0.9939,3.03,?,?,?
7.2,?,?,?,0.07,?,?,0.9971,?,?,?,6.0
6.2,?,?,?,0.03,35.0,?,0.9912,3.3,?,11.1,?
?,?,0.3,0.8,?,?,?,?,?,0.39,9.1,?
?,?,?,1.8,?,31.0,140.0,0.9929,?,?,?,?
?,0.24,?,?,?,39.0,?,0.9998,?,?,8.7,?
?,?,?,2.4,?,?,?,?,?,?,?,6.0
7.1,0.25,?,?,0.041,66.0,?,?,?,?,9.1,6.0
?,?,0.32,?,?,41.0,200.0,?,?,?,9.7,?
7.1,?,0.41,?,0.046,?,?,?,?,?,?,5.0
6.8,?,?,?,0.062,?,142.0,?,3.37,0.46,8.9,4.0
8.3,0.28,0.4,7.8,?,?,194.0,0.9976,?,0.51,9.6,6.0
8.2,0.27,?,7.8,0.039,?,?,?,3.31,?,?,6.0
7.2,0.23,?,14.3,?,?,?,?,?,?,?,?
?,0.23,0.38,?,0.058,?,194.0,?,?,?,?,6.0
?,0.23,?,?,0.058,?,?,?,3.09,0.44,?,?
?,0.23,0.38,14.3,?,?,?,?,3.09,0.44,9.0,?
6.8,?,?,?,0.044,?,221.0,?,3.27,0.5,9.6,?
7.0,?,?,?,?,?,?,?,?,0.41,11.1,?
?,?,0.21,?,?,?,159.0,?,3.48,?,9.6,6.0
?,0.32,?,?,?,?,197.0,?,?,0.46,8.7,?
7.7,0.31,?,?,?,?,?,?,3.13,0.5,?,?
?,0.21,0.37,?,?,?,?,?,?,?,11.4,?
?,0.24,0.34,?,?,64.5,218.5,?,3.3,0.58,?,6.0
?,0.4,?,?,?,?,142.0,0.9975,?,0.46,?,?
6.1,0.18,?,?,?,20.0,249.5,?,3.37,?,11.3,?
?,0.21,?,?,?,?,139.0,0.99,3.16,?,?,?
?,0.2,0.27,?,0.031,12.0,77.0,?,3.25,?,?,?
?,?,0.26,?,?,?,76.0,?,3.25,0.37,?,7.0
?,0.41,?,10.4,?,?,?,0.996,?,?,?,5.0
5.9,?,0.28,4.6,0.053,?,?,0.9964,3.72,0.7,10.0,?
?,?,?,16.2,0.074,41.0,197.0,0.998,3.02,?,?,3.0
6.9,0.4,?,11.2,0.043,40.0,?,0.9975,?,0.46,?,5.0
?,0.24,?,?,?,5.0,?,0.9913,3.53,?,?,3.0
?,0.24,?,1.5,0.054,?,158.0,?,?,?,9.3,?
?,?,0.39,1.1,?,?,?,0.9935,3.32,0.58,?,?
?,?,?,5.7,?,8.0,?,?,?,0.41,11.0,7.0
6.3,?,0.3,5.7,?,?,?,?,?,?,?,?
?,?,?,?,?,?,118.0,0.9912,?,?,11.8,6.0
?,?,?,?,?,3.0,?,0.9904,?,?,?,?
6.9,?,0.35,5.4,?,36.0,108.0,0.9939,?,?,10.2,?
6.9,?,0.4,?,0.043,?,?,0.9996,?,0.47,8.9,?
?,?,0.4,8.2,0.036,?,95.0,?,3.17,?,?,5.0
?,?,0.4,?,?,66.0,231.0,0.9977,?,?,?,?
6.2,?,?,?,?,22.0,167.0,?,?,0.48,?,?
?,?,?,?,0.043,?,156.0,?,?,?,8.9,?
6.9,?,0.26,?,0.053,32.0,180.0,?,3.25,0.51,?,?
?,?,?,?,?,?,?,0.9944,3.34,0.57,?,5.0
?,?,0.07,?,?,?,?,0.9945,3.34,?,9.7,6.0
5.4,?,?,?,0.045,?,147.0,0.9944,3.34,0.57,?,?
?,?,0.26,?,0.053,32.0,?,0.9965,?,?,?,6.0
5.2,0.6,0.07,7.0,?,?,?,0.9944,?,0.58,9.7,?
?,?,?,13.1,?,?,148.0,?,3.29,0.38,9.3,5.0
?,0.58,?,?,?,?,?,0.9949,?,?,?,5.0
7.0,?,?,?,0.046,?,?,?,3.05,?,?,?
?,?,?,8.9,?,?,169.0,0.9954,?,?,9.8,6.0
?,?,?,9.1,0.044,?,?,0.9954,3.14,0.58,?,?
?,0.26,0.4,?,0.042,?,?,?,?,?,?,?
?,0.32,0.34,?,0.044,14.0,67.0,?,?,?,10.6,?
7.0,?,0.49,?,?,17.0,105.0,?,?,0.68,?,7.0
7.0,?,0.36,?,0.034,22.0,112.0,?,?,0.38,12.6,?
?,0.31,?,?,0.039,?,?,?,3.3,0.6,?,8.0
?,?,?,?,0.047,46.0,201.0,0.9938,3.08,?,10.5,4.0
?,0.34,?,?,0.054,?,196.0,?,?,0.49,9.3,?
?,?,?,?,?,46.0,?,?,3.12,?,8.8,?
7.3,?,0.25,7.2,0.056,47.0,?,?,?,?,?,5.0
6.5,?,?,?,?,51.0,?,?,3.22,?,?,?
7.2,0.23,?,?,?,?,192.0,?,?,?,?,?
?,0.23,0.39,?,?,?,?,?,2.98,0.48,?,7.0
7.2,?,?,14.2,0.058,?,?,?,?,?,9.0,7.0
?,0.23,?,?,0.058,?,?,?,2.98,?,?,?
?,?,?,?,?,53.0,?,0.9945,3.52,0.46,?,?
?,0.28,?,?,?,?,195.0,?,2.96,0.44,?,5.0
?,0.28,0.22,?,?,?,157.0,0.9957,?,0.64,9.8,?
9.1,0.59,0.38,?,?,?,182.0,?,3.23,0.38,?,?
?,0.33,?,?,?,?,?,0.9934,?,0.54,9.4,6.0
?,?,?,10.6,?,?,?,?,?,?,?,?
?,0.19,0.46,?,0.041,82.0,?,?,?,0.6,?,?
?,?,0.44,?,0.046,?,146.0,0.997,3.17,0.45,10.0,?
6.7,0.17,?,?,0.043,?,?,0.9923,3.15,?,?,6.0
?,?,?,?,0.063,?,?,?,3.27,?,10.8,?
?,0.2,?,?,0.05,12.0,74.0,0.992,?,?,?,6.0
6.1,0.41,?,1.6,?,?,?,?,3.27,?,?,?
?,?,?,?,?,?,?,?,?,?,11.1,?
7.3,0.41,?,?,0.057,41.0,163.0,0.9949,?,0.41,?,?
?,0.41,0.24,?,0.057,?,?,0.9949,?,?,?,6.0
?,0.43,?,?,0.058,40.0,163.0,?,?,?,?,?
7.3,?,0.24,?,?,41.0,?,?,?,0.41,?,6.0
?,0.33,?,?,?,?,?,0.9927,?,?,?,?
?,?,0.26,?,?,?,?,0.9928,?,?,?,6.0
?,0.36,0.27,?,0.035,16.0,?,0.9917,3.4,0.71,?,?
5.0,0.55,?,?,0.032,35.0,?,?,?,0.51,12.5,?
?,0.25,?,?,?,?,?,?,?,?,?,?
5.7,?,0.21,?,?,51.0,166.0,?,3.29,?,?,6.0
?,0.34,?,?,?,50.0,167.0,?,3.29,0.62,?,?
?,?,?,?,?,42.0,?,0.9934,?,0.44,?,?
?,0.25,0.34,?,?,?,134.0,0.9927,?,?,?,?
6.6,0.24,0.35,?,?,?,?,?,3.19,?,10.5,5.0
?,?,?,?,?,?,?,?,?,?,?,?
6.1,0.125,0.25,?,?,10.0,69.0,?,?,?,10.1,6.0
6.0,?,?,?,0.041,?,65.0,?,?,?,10.3,?
6.6,0.24,0.35,?,?,36.0,135.0,?,?,?,10.5,?
?,?,?,?,?,?,?,0.9927,3.21,0.38,10.6,?
?,?,0.44,?,?,35.0,137.0,?,?,?,?,?
8.3,?,0.51,2.0,0.046,?,207.0,0.993,?,?,?,?
?,?,0.31,?,0.057,?,?,?,3.18,?,10.5,?
?,?,?,?,?,?,?,0.9976,?,?,?,?
6.4,0.34,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,9.6,?
7.2,0.21,?,?,0.036,33.0,?,?,?,?,10.4,5.0
6.4,0.32,0.35,?,?,?,?,?,?,?,?,?
?,0.24,?,4.6,0.032,37.0,?,?,?,?,10.6,5.0
?,?,?,?,0.033,?,?,?,3.28,?,?,?
?,0.28,?,?,?,?,133.0,?,?,0.44,?,?
?,?,?,5.7,0.031,12.0,?,?,?,?,10.8,5.0
?,?,?,?,?,16.0,?,0.9906,?,?,?,?
?,0.23,0.33,1.5,0.036,?,105.0,0.991,?,?,?,?
5.8,?,?,12.3,0.045,?,?,0.9972,?,?,?,?
?,0.26,?,1.3,?,?,?,?,3.45,0.53,?,5.0
6.6,?,0.35,1.5,0.049,49.0,141.0,0.9934,?,0.85,10.2,7.0
7.4,0.2,0.43,?,?,?,153.0,?,?,?,?,?
8.0,?,0.36,1.5,?,?,?,?,?,?,?,?
6.4,?,0.42,?,0.044,30.0,140.0,0.9962,3.18,0.47,?,6.0
?,?,?,?,?,46.0,?,0.9931,3.29,0.76,?,?
5.4,0.29,?,?,0.052,47.0,?,?,3.29,0.75,?,?
?,?,?,4.6,0.05,?,131.0,?,3.28,?,?,6.0
?,?,?,1.3,?,20.0,68.0,?,?,0.51,?,?
?,?,0.41,15.6,0.056,?,155.0,0.9995,?,?,?,?
7.8,?,?,13.6,?,38.0,118.0,?,?,?,?,?
7.6,?,0.45,?,?,?,137.0,?,?,?,?,?
6.3,?,?,?,0.044,?,?,0.9914,3.27,?,11.4,?
?,?,0.4,?,?,32.0,?,0.992,3.03,0.3,11.9,?
?,0.335,0.3,2.5,?,?,?,?,3.14,?,?,?
7.3,?,?,?,0.038,32.0,?,0.992,?,0.3,?,?
?,?,?,4.4,0.047,?,?,?,3.25,?,?,6.0
7.3,?,?,?,0.063,?,?,?,2.89,0.38,?,6.0
7.3,?,0.37,14.3,?,?,191.0,0.9978,?,0.38,?,?
6.1,?,0.33,1.1,?,?,169.0,?,?,?,9.5,?
?,0.2,?,?,0.05,19.0,?,0.994,?,?,10.4,?
?,?,?,4.7,?,43.0,?,?,3.2,?,10.6,?
6.4,0.24,0.32,14.9,?,54.0,?,?,?,0.5,10.2,6.0
?,0.365,?,1.2,?,24.0,84.0,?,3.15,?,?,5.0
?,0.15,0.3,?,?,40.0,127.0,?,?,?,9.7,6.0
?,?,0.37,?,0.063,48.0,?,?,2.89,0.38,?,?
?,?,?,2.3,?,?,102.0,0.9923,?,?,11.4,7.0
?,0.26,?,3.5,0.028,?,113.0,?,?,?,?,?
6.0,?,0.27,?,?,40.0,?,0.9923,?,?,?,6.0
6.9,?,0.21,?,0.053,39.0,148.0,0.9927,3.12,?,9.4,?
?,0.29,0.48,?,?,36.0,?,?,?,?,10.6,6.0
?,?,0.35,?,0.044,?,72.0,?,3.17,0.29,?,?
?,?,0.21,?,?,39.0,?,?,3.12,?,?,?
?,0.29,0.48,?,?,?,?,?,3.17,0.64,10.6,?
?,?,0.19,?,0.048,?,?,0.9934,3.34,0.56,10.0,?
7.2,?,0.27,?,?,30.0,149.0,0.9936,?,0.51,9.2,?
?,?,0.22,?,?,?,?,0.9893,?,?,?,7.0
5.1,0.33,?,?,?,?,?,?,?,?,?,?
?,0.31,?,?,0.037,12.0,119.0,?,?,?,?,?
?,0.2,?,?,?,21.0,98.0,0.9924,3.15,?,10.0,?
?,?,?,2.6,0.049,17.0,155.0,?,3.22,?,?,6.0
6.4,0.31,?,?,0.037,12.0,?,0.9919,3.32,?,?,7.0
?,0.2,0.44,?,?,?,98.0,0.9924,?,0.46,?,7.0
7.2,0.28,0.26,12.5,0.046,?,?,?,3.1,?,9.0,?
?,0.35,?,?,?,?,?,0.9969,?,0.53,?,?
7.2,0.27,?,?,0.048,30.0,?,0.9936,3.1,?,?,6.0
6.0,?,?,?,0.027,?,125.0,?,3.38,?,?,?
5.1,?,?,1.6,?,?,?,0.9893,?,0.38,?,?
?,0.17,0.56,?,?,?,115.0,0.9906,?,0.39,10.8,?
?,?,?,?,?,82.5,260.0,?,3.12,?,10.1,?
6.7,?,?,5.4,0.047,?,140.0,?,3.39,?,?,6.0
7.0,?,?,14.9,?,?,181.0,0.9983,3.18,?,9.3,?
?,0.3,?,?,?,60.0,181.0,?,?,0.61,?,7.0
?,?,?,?,?,?,?,?,?,0.46,?,5.0
?,?,?,9.8,?,?,125.0,0.9957,?,?,10.2,6.0
?,?,?,?,?,?,?,?,3.08,?,?,?
?,?,?,11.8,0.044,?,163.0,0.9976,?,?,?,?
6.8,?,0.12,1.3,?,87.0,?,?,3.18,0.41,?,5.0
?,?,?,?,?,30.0,93.0,?,3.09,0.39,?,?
6.3,?,?,?,?,?,107.0,0.9917,?,?,?,?
?,?,0.27,18.2,?,?,?,0.9993,?,0.44,9.4,?
?,?,?,2.9,0.032,32.0,83.0,?,?,?,?,6.0
6.3,0.2,?,1.5,0.037,?,107.0,0.9917,?,?,?,?
?,?,?,?,0.044,?,163.0,?,?,0.44,?,5.0
?,0.35,?,1.4,0.069,?,108.0,?,?,0.52,9.2,5.0
?,?,?,18.2,?,?,?,?,3.07,?,8.7,5.0
