@relation dataset

@attribute fixedacidity real
@attribute volatileacidity real
@attribute citricacid real
@attribute residualsugar real
@attribute chlorides real
@attribute freesulfurdioxide real
@attribute totalsulfurdioxide real
@attribute density real
@attribute ph real
@attribute sulphates real
@attribute alcohol real
@attribute quality real


@data
?,?,?,?,0.05,?,?,0.9962,3.13,?,?,5.0
?,?,?,?,?,48.0,?,0.9956,?,0.51,?,?
6.8,?,?,4.6,0.061,?,238.5,0.9958,?,0.6,9.5,?
?,?,?,4.8,0.063,31.0,?,?,?,0.71,?,5.0
?,0.23,0.46,1.0,?,?,?,?,?,?,?,?
?,0.23,?,?,?,30.0,?,?,3.33,?,?,?
7.4,?,?,10.1,0.05,?,?,?,3.13,?,9.5,?
?,?,0.36,1.4,0.043,?,87.0,?,3.26,?,?,?
7.0,0.32,0.34,?,?,?,?,0.9912,3.31,?,?,7.0
?,?,0.3,?,?,?,103.0,0.9961,?,0.56,?,?
?,?,0.28,5.4,0.06,?,?,?,3.27,?,?,?
?,?,0.31,1.4,?,34.0,?,?,?,?,?,?
?,?,?,?,0.05,?,166.0,0.9985,3.21,0.6,9.2,6.0
?,?,0.2,?,0.063,?,?,0.9946,?,?,?,5.0
?,?,?,?,?,42.0,?,?,?,?,9.5,6.0
7.1,0.43,0.61,?,0.045,?,?,0.9974,3.11,0.45,8.7,5.0
7.1,?,?,11.8,0.044,52.0,?,0.9975,?,0.46,8.7,6.0
?,0.39,?,11.0,?,55.0,?,?,?,0.44,8.7,?
?,0.25,0.31,?,?,69.0,202.0,?,?,0.48,9.7,6.0
7.1,?,?,?,?,?,?,0.9974,3.11,?,8.7,5.0
?,?,0.62,11.8,0.044,?,152.0,?,?,?,8.7,?
7.2,?,?,?,?,?,?,?,?,0.44,?,?
?,?,0.43,?,?,65.0,243.0,?,3.12,?,?,?
?,?,0.33,?,0.035,?,136.0,?,?,0.4,12.6,?
?,?,?,1.8,?,48.0,136.0,0.9899,?,0.41,?,7.0
?,0.17,0.32,1.7,?,51.0,148.0,0.9916,3.21,0.44,?,?
7.1,0.26,0.29,12.4,0.044,62.0,?,0.9969,3.04,?,?,6.0
6.0,0.34,0.66,15.9,0.046,?,?,?,3.14,?,8.8,?
?,0.265,?,?,0.034,?,80.0,0.9913,?,0.36,?,7.0
9.8,?,0.46,?,0.038,?,83.0,?,?,0.3,?,4.0
?,?,?,15.9,?,26.0,?,?,3.14,?,?,6.0
?,0.25,?,13.5,0.06,?,192.0,0.9975,?,?,?,?
7.1,?,?,9.6,0.054,64.0,162.0,?,?,?,?,5.0
?,0.21,?,?,0.05,55.0,?,?,?,?,?,?
7.5,?,0.4,?,0.059,?,170.0,?,2.99,?,9.0,?
?,0.25,0.37,?,?,52.0,?,0.9975,?,?,9.1,?
7.3,0.13,0.32,?,?,34.0,109.0,?,3.2,?,?,?
?,?,0.32,?,0.054,64.0,?,0.9962,?,?,9.4,?
?,0.23,0.35,16.5,?,?,?,?,3.16,?,?,6.0
?,?,?,16.5,0.04,60.0,?,0.999,3.16,?,9.1,?
?,?,?,?,?,?,187.0,?,?,?,10.3,?
6.5,?,?,8.5,0.082,?,?,0.9959,?,0.39,?,?
?,?,?,18.75,0.052,45.0,?,1.0,3.04,0.52,8.9,5.0
?,?,?,?,?,68.0,?,?,?,0.47,?,?
?,?,0.34,9.2,?,29.0,150.0,?,?,?,?,?
?,?,0.34,?,?,29.0,?,0.9968,?,0.51,?,?
5.5,?,0.0,?,0.065,?,?,?,?,0.4,?,?
6.0,0.31,?,?,?,?,143.0,?,?,0.44,11.3,?
7.0,?,0.4,1.7,0.035,?,85.0,?,3.19,0.42,?,6.0
7.2,?,0.5,?,0.056,68.0,?,0.9982,3.01,?,?,5.0
?,0.32,0.48,?,0.06,?,?,0.9982,3.04,0.5,?,5.0
?,?,0.04,5.7,?,?,87.0,?,?,0.51,10.2,5.0
?,0.24,?,12.2,?,?,?,0.9984,3.01,?,?,5.0
7.4,?,?,?,0.059,31.0,?,0.9952,?,?,9.7,?
6.9,?,?,5.0,0.058,14.0,?,?,?,?,?,6.0
?,0.13,0.47,?,?,?,158.0,0.9928,3.21,0.36,?,6.0
?,0.19,0.36,?,?,63.0,143.0,?,?,?,11.0,?
?,?,?,?,?,?,?,?,?,?,?,5.0
?,?,0.32,?,?,48.0,203.0,?,3.45,0.54,?,7.0
6.1,?,0.56,?,0.044,47.0,?,?,3.3,?,10.9,?
?,?,?,?,0.046,46.0,184.0,?,3.31,?,?,?
?,?,?,10.4,?,?,?,?,3.39,0.37,?,5.0
?,0.24,?,?,?,?,203.0,?,3.45,?,9.7,7.0
6.5,?,?,?,0.038,59.0,?,?,3.23,0.57,?,?
6.6,?,?,15.8,?,?,?,?,?,0.51,?,?
?,?,?,8.1,?,55.0,203.0,0.9961,?,0.52,8.9,?
6.7,?,0.31,15.7,?,?,179.0,0.9979,3.26,?,?,?
?,0.23,0.4,?,?,36.0,121.0,?,3.12,?,10.7,?
7.1,0.37,0.67,10.5,0.045,?,155.0,?,3.16,?,8.7,5.0
6.8,?,0.36,?,0.035,?,?,?,?,?,10.8,7.0
8.1,0.28,?,1.9,0.029,?,79.0,?,3.23,0.52,?,?
?,?,0.34,2.2,?,?,77.0,0.9927,3.3,?,10.2,?
?,?,?,10.5,?,?,155.0,0.9975,?,0.44,?,?
7.9,0.21,0.4,1.2,0.039,?,107.0,?,?,0.54,?,6.0
?,?,?,?,?,24.0,?,?,?,0.53,?,6.0
8.1,?,?,?,0.037,19.0,?,?,3.12,?,?,?
?,0.255,0.37,?,?,?,?,0.9905,?,?,10.9,?
5.6,?,0.27,?,?,53.0,168.0,0.9918,3.28,?,?,?
?,?,?,5.2,0.058,15.0,?,?,?,0.36,9.0,4.0
?,?,?,4.6,0.034,19.0,80.0,?,?,0.58,?,?
?,?,?,4.1,0.054,23.0,?,0.994,?,0.38,?,6.0
?,?,?,8.0,0.043,46.0,152.0,?,?,0.32,11.5,7.0
?,0.18,?,10.2,0.055,?,135.0,?,?,?,?,6.0
?,?,0.3,4.1,0.054,23.0,?,0.994,2.99,?,?,6.0
?,0.18,?,?,?,?,97.0,?,?,0.45,10.4,?
?,?,0.4,7.5,0.049,12.0,76.0,0.9966,3.06,?,?,?
?,0.24,?,?,0.066,?,?,0.9979,?,?,?,6.0
7.4,0.24,?,?,?,?,?,?,2.89,?,8.9,?
?,?,?,?,0.036,?,124.0,0.9898,?,?,12.4,?
5.2,?,0.04,?,?,43.0,?,?,?,0.33,?,8.0
?,?,?,?,?,?,119.0,?,?,?,?,8.0
?,?,?,?,0.036,?,?,?,?,?,12.4,7.0
?,0.22,?,?,0.055,?,?,?,2.98,0.4,?,?
6.3,?,?,4.8,?,?,?,0.9932,3.28,?,10.6,?
7.4,0.24,?,?,0.066,48.0,?,0.9979,?,0.42,8.9,6.0
?,0.24,0.35,?,?,64.0,205.0,?,?,?,9.5,5.0
?,?,?,13.0,0.051,?,177.0,0.9972,?,?,9.8,5.0
8.4,0.27,0.46,?,?,?,?,?,?,?,?,?
6.7,?,?,?,?,?,?,?,3.08,?,12.6,7.0
?,0.29,0.31,8.95,?,?,?,?,?,0.54,?,5.0
?,0.42,0.48,?,0.034,?,110.0,0.9958,?,0.29,10.0,5.0
?,0.3,?,1.5,?,?,?,?,3.12,?,?,6.0
7.9,0.19,0.45,?,?,?,96.0,?,?,0.39,11.0,?
?,?,?,0.8,0.037,?,100.0,?,3.03,?,11.4,4.0
6.3,?,?,4.55,?,?,?,0.9918,?,?,11.5,7.0
7.5,?,0.31,?,?,33.0,173.0,?,?,0.64,10.2,5.0
6.9,?,0.4,?,?,?,?,0.9927,?,?,11.4,6.0
?,0.32,?,?,0.044,19.0,?,0.991,3.03,0.41,12.6,?
?,0.23,?,?,?,?,?,0.9972,?,0.39,?,5.0
6.0,?,0.07,?,?,9.0,?,0.9931,3.11,0.35,?,?
6.4,?,?,?,?,41.0,?,?,?,?,9.2,?
6.4,0.33,?,5.5,?,?,173.0,0.9951,?,?,9.3,6.0
7.1,?,?,?,?,?,?,?,?,?,?,5.0
?,?,?,22.0,?,?,167.0,1.001,2.93,?,?,?
?,?,?,14.0,0.05,64.0,227.0,0.9979,3.18,0.58,?,?
6.8,0.26,?,11.9,?,?,?,?,?,?,?,?
?,?,?,?,?,66.0,?,?,3.02,?,9.3,?
?,?,?,?,?,49.0,?,0.9954,?,?,?,?
?,0.3,?,?,?,?,119.0,?,3.15,?,11.0,5.0
?,?,0.35,3.8,?,26.0,109.0,0.9906,?,?,12.7,?
6.5,0.28,0.28,?,0.047,?,?,?,3.09,0.54,?,?
?,0.28,0.28,?,0.052,?,211.0,?,3.09,0.55,?,6.0
?,0.28,?,?,?,48.0,?,1.001,?,?,?,?
6.8,0.28,?,8.0,?,?,123.0,?,?,0.37,?,6.0
?,?,?,5.1,?,?,125.0,0.9942,?,?,?,5.0
?,?,0.44,?,?,?,?,0.9942,?,?,9.1,?
6.4,0.3,?,?,?,?,180.0,0.9942,3.02,?,9.1,?
6.4,0.29,?,3.6,?,75.0,183.0,0.9942,?,0.38,?,?
6.8,?,?,?,0.052,54.0,?,?,?,?,?,?
?,0.32,?,?,?,52.0,204.0,?,?,?,?,?
6.8,?,?,?,?,?,214.0,?,?,0.47,8.9,5.0
?,?,?,?,?,55.0,196.0,?,?,0.5,?,?
?,?,?,13.1,?,52.0,?,0.998,?,?,8.8,?
?,?,?,?,0.05,53.0,236.0,0.9973,?,?,?,?
6.8,?,0.34,13.9,?,39.0,?,0.9949,?,0.53,12.0,6.0
5.8,0.28,?,?,?,?,114.0,?,?,?,10.2,?
6.4,0.21,?,?,?,45.0,?,?,?,?,8.8,5.0
?,0.16,?,8.3,?,38.0,126.0,?,?,?,?,?
?,0.44,0.88,6.2,?,?,?,0.9968,?,?,9.9,4.0
?,0.57,?,2.2,0.04,?,?,?,3.32,?,?,?
?,?,?,0.9,?,?,170.0,?,?,?,?,?
5.6,?,?,?,?,?,68.0,0.994,3.31,?,10.5,5.0
?,?,?,?,0.038,35.0,111.0,?,3.32,?,?,?
?,0.16,0.32,?,?,?,126.0,?,3.21,0.34,9.2,5.0
?,0.13,0.29,5.3,?,?,?,0.9944,?,?,?,?
?,0.25,0.25,1.4,0.03,?,?,0.9912,3.3,?,?,7.0
5.8,?,?,?,?,?,?,?,?,?,9.4,5.0
?,0.27,?,7.0,?,?,164.0,0.9939,3.03,?,11.0,5.0
?,?,?,?,?,?,?,0.9961,3.31,0.38,?,5.0
5.7,?,0.24,17.5,?,?,?,?,?,?,9.4,?
?,0.23,0.36,7.0,?,43.0,?,?,3.04,?,11.0,?
?,?,0.36,?,0.036,45.0,164.0,?,3.03,?,?,?
7.2,?,?,?,?,?,?,0.9971,?,?,?,6.0
?,?,?,?,0.03,?,?,?,?,?,11.1,?
6.5,0.19,0.3,?,?,?,?,0.9936,?,0.39,9.1,?
?,0.495,0.22,1.8,0.046,?,140.0,0.9929,?,0.54,10.4,?
?,0.24,?,17.8,?,?,145.0,0.9998,?,?,?,5.0
?,?,0.32,2.4,?,?,?,?,?,?,?,6.0
7.1,?,0.32,?,?,66.0,272.0,0.9969,?,?,?,?
?,0.17,0.32,2.4,0.048,41.0,200.0,0.9938,?,0.5,9.7,6.0
7.1,0.24,0.41,17.8,?,?,145.0,0.9998,?,0.39,8.7,?
?,?,0.08,?,0.062,?,142.0,?,3.37,?,8.9,?
8.3,0.28,0.4,?,?,?,?,0.9976,?,?,9.6,?
8.2,?,?,?,0.039,?,?,?,3.31,?,9.5,6.0
?,0.23,?,14.3,?,?,194.0,0.9979,?,?,?,?
?,?,?,?,?,?,194.0,0.9979,3.09,0.44,9.0,?
?,?,?,14.3,0.058,?,194.0,?,?,?,9.0,?
?,0.23,?,?,?,55.0,?,0.9979,3.09,?,9.0,?
6.8,0.52,0.32,?,0.044,?,?,0.9972,3.27,?,?,?
?,0.26,?,1.4,?,?,?,?,3.34,?,?,?
?,?,?,?,?,?,159.0,?,3.48,?,?,6.0
?,?,?,?,0.05,49.0,?,?,3.2,0.46,8.7,5.0
?,?,0.26,?,?,23.0,90.0,0.9944,?,0.5,?,5.0
7.1,0.21,?,2.4,?,23.0,?,0.9903,3.15,?,11.4,7.0
6.8,?,?,?,0.047,64.5,?,0.9934,3.3,0.58,9.7,?
?,?,0.56,11.2,?,?,?,?,3.14,?,?,?
?,0.18,?,2.0,?,20.0,?,?,3.37,?,11.3,?
6.8,?,?,2.1,0.03,?,?,?,?,?,?,7.0
?,0.2,0.27,?,0.031,12.0,?,0.9905,?,?,10.9,?
5.6,?,0.26,?,0.03,?,76.0,0.9905,3.25,?,?,?
?,?,0.14,?,0.037,?,119.0,0.996,3.38,?,10.0,?
?,0.21,0.28,?,?,?,?,0.9964,?,?,?,?
?,?,?,?,?,41.0,?,0.998,3.02,?,9.8,3.0
?,?,0.56,11.2,?,40.0,?,?,?,0.46,8.7,?
5.8,0.24,?,3.5,0.029,?,109.0,?,?,?,?,3.0
?,?,?,?,?,37.0,?,?,3.21,0.52,9.3,6.0
?,?,0.39,1.1,?,?,147.0,?,?,?,?,8.0
6.3,?,0.3,?,0.035,?,?,?,3.27,0.41,?,7.0
6.3,0.35,?,5.7,?,?,97.0,?,3.27,0.41,11.0,?
6.4,?,?,?,?,?,?,0.9912,?,0.5,?,?
5.8,?,?,?,?,?,?,0.9904,?,?,?,?
?,?,?,?,0.048,?,?,0.9939,?,0.42,10.2,6.0
?,0.29,0.4,?,?,?,156.0,?,?,0.47,8.9,?
6.9,?,?,?,?,15.0,?,?,3.17,?,?,5.0
?,?,?,?,?,66.0,?,?,?,?,?,6.0
?,0.24,0.35,?,?,?,?,0.9912,?,?,?,6.0
?,?,0.4,19.45,0.043,?,?,?,?,?,?,5.0
6.9,?,0.26,?,?,32.0,180.0,?,?,0.51,?,?
?,?,?,?,?,?,?,0.9944,?,?,?,?
?,?,0.07,?,0.044,?,145.0,0.9945,3.34,0.57,9.7,6.0
5.4,?,0.07,7.0,?,?,147.0,0.9944,3.34,0.57,9.7,?
?,?,?,?,0.053,?,?,0.9965,3.25,?,?,6.0
5.2,?,?,?,0.044,?,?,0.9944,3.33,?,?,5.0
5.8,0.25,0.26,?,?,44.0,148.0,0.9972,?,?,?,5.0
6.6,?,?,5.1,0.057,?,?,?,?,?,9.0,?
?,?,0.54,10.7,0.046,59.0,234.0,0.9966,3.05,?,?,?
6.6,?,0.41,?,0.046,?,169.0,?,3.14,?,?,6.0
6.7,0.2,?,?,?,?,166.0,0.9954,3.14,?,9.8,?
7.7,0.26,?,?,0.042,9.0,?,0.9915,?,?,10.6,?
?,0.32,0.34,1.2,0.044,?,?,?,?,?,?,4.0
?,?,?,?,?,?,105.0,?,?,?,?,?
?,?,?,2.8,0.034,?,?,0.99,?,0.38,?,?
?,?,?,?,?,?,?,?,3.3,?,?,?
6.8,?,0.37,5.1,?,46.0,?,?,?,?,10.5,4.0
?,0.34,?,?,?,51.0,?,?,3.19,?,9.3,?
7.1,0.35,?,?,?,?,?,?,?,0.49,?,?
?,?,0.25,?,?,?,?,0.9961,3.08,0.47,8.8,?
?,?,0.33,?,?,51.0,?,0.9978,3.22,?,?,6.0
7.2,?,0.39,?,0.058,?,?,0.9979,?,0.48,?,?
?,0.23,0.39,?,0.058,49.0,?,?,2.98,?,?,?
?,?,?,?,?,?,?,?,?,?,9.0,?
?,?,?,?,0.058,?,192.0,?,?,?,?,7.0
5.9,?,0.31,5.8,0.041,?,155.0,0.9945,?,?,10.5,6.0
7.4,0.28,0.42,?,?,?,?,?,?,?,9.1,?
?,?,?,?,?,?,?,0.9957,3.44,?,9.8,?
9.1,0.59,?,?,?,34.0,182.0,?,3.23,?,?,?
?,?,0.27,1.2,?,?,?,?,?,0.54,9.4,6.0
?,?,0.7,?,?,33.0,?,0.9976,3.09,0.57,9.4,?
?,?,0.46,?,0.041,?,187.0,0.9932,?,?,11.2,?
7.5,?,?,?,?,?,146.0,?,3.17,?,?,6.0
?,0.17,0.5,2.1,0.043,?,?,?,?,?,10.3,?
6.1,?,0.0,?,?,?,?,?,?,?,?,6.0
8.3,0.2,0.35,?,0.05,?,?,0.992,3.13,0.38,?,?
?,?,?,?,?,36.0,87.0,0.9914,3.27,0.67,10.8,?
6.0,?,0.21,1.3,0.055,42.0,?,?,3.32,?,11.1,?
?,?,?,6.8,?,41.0,?,?,3.2,0.41,?,6.0
?,0.41,0.24,?,?,?,163.0,0.9949,?,?,9.9,?
?,0.43,?,?,0.058,40.0,163.0,0.995,3.2,?,?,?
7.3,?,?,6.7,?,41.0,166.0,0.995,?,0.41,?,?
?,?,?,?,?,?,?,0.9927,?,0.42,?,?
6.2,?,0.26,?,?,36.0,?,0.9928,?,0.41,?,6.0
?,0.36,?,?,0.035,16.0,100.0,?,?,0.71,11.5,7.0
?,?,?,8.3,0.032,?,164.0,0.9918,3.53,0.51,?,?
?,?,?,3.7,?,?,149.0,0.9954,?,?,?,6.0
?,?,0.21,?,0.038,?,?,0.9941,3.29,?,?,6.0
?,?,0.21,6.6,?,?,?,?,?,0.62,?,?
?,?,0.6,1.1,?,42.0,?,0.9934,?,?,9.1,?
6.8,?,?,4.7,?,34.0,?,?,?,?,?,6.0
?,0.24,?,?,?,?,?,?,?,0.37,?,?
?,?,?,7.85,?,?,133.0,?,?,0.43,11.5,?
?,?,?,?,?,?,?,0.9934,3.54,?,10.1,?
?,0.1,?,1.1,?,15.0,?,?,?,0.61,?,7.0
?,0.24,0.35,?,0.031,?,?,0.9938,?,0.37,10.5,?
6.8,0.25,?,4.7,0.031,?,134.0,?,?,0.38,?,6.0
?,?,?,9.3,0.031,35.0,137.0,?,3.16,?,?,?
8.3,?,0.51,?,?,?,207.0,?,?,?,?,?
?,0.27,0.31,5.8,?,131.0,313.0,?,?,?,?,?
7.9,0.26,0.41,?,0.04,?,216.0,?,?,0.6,?,6.0
6.4,?,0.23,?,0.039,?,?,?,3.19,?,10.0,6.0
?,?,0.35,?,?,55.0,?,?,3.23,0.5,?,6.0
?,?,?,?,?,?,?,0.992,?,0.51,?,5.0
?,?,?,4.8,0.03,34.0,101.0,?,?,0.6,12.5,?
?,0.24,?,?,?,37.0,?,0.9927,?,0.39,?,?
6.3,0.23,?,1.8,0.033,16.0,?,0.9906,?,?,?,6.0
6.5,0.28,0.34,?,?,?,?,0.9954,3.11,?,?,?
5.6,0.26,0.26,5.7,0.031,?,80.0,?,3.25,0.38,10.8,?
?,?,0.3,?,?,?,91.0,0.9906,?,0.4,?,?
?,?,?,?,0.036,?,?,?,?,?,?,6.0
?,?,?,?,?,?,170.0,0.9972,3.28,?,9.3,6.0
5.9,0.26,?,?,?,?,?,0.9945,?,0.53,?,?
6.6,?,0.35,?,0.049,?,?,?,?,?,10.2,7.0
7.4,0.2,?,?,0.045,?,?,0.9964,3.19,?,?,?
8.0,?,?,1.5,0.047,?,129.0,0.9948,3.2,0.54,?,?
?,?,?,9.7,?,30.0,?,0.9962,3.18,0.47,?,6.0
5.4,?,0.47,3.0,0.053,46.0,?,?,?,0.76,?,5.0
?,0.29,?,?,?,?,?,0.993,?,?,?,6.0
?,?,?,4.6,?,?,131.0,0.9942,?,0.4,?,?
?,?,0.1,1.3,0.031,20.0,?,?,3.36,0.51,11.2,7.0
6.7,0.19,?,?,0.056,?,155.0,0.9995,?,?,8.8,6.0
7.8,0.18,?,?,0.052,?,118.0,?,3.15,0.5,?,?
?,0.17,0.45,?,0.054,56.0,137.0,?,?,?,?,5.0
?,?,?,2.1,0.044,?,?,0.9914,?,0.74,?,7.0
?,?,0.4,?,?,?,?,0.992,?,?,?,?
?,0.335,?,2.5,0.071,?,128.0,0.9924,?,0.51,?,?
7.3,?,?,6.85,?,?,138.0,?,?,?,11.9,7.0
5.8,?,?,?,?,?,245.0,0.9937,?,?,?,?
?,0.22,?,14.3,0.063,48.0,191.0,?,2.89,?,?,6.0
?,0.22,0.37,?,0.063,48.0,?,0.9978,2.89,0.38,9.0,?
?,?,?,?,?,?,?,?,3.15,0.78,?,?
10.0,?,?,1.4,?,?,?,?,?,?,?,6.0
?,?,0.34,4.7,?,?,161.0,?,?,0.59,?,6.0
?,0.24,?,14.9,?,?,?,0.9968,?,?,10.2,?
7.1,0.365,?,?,?,?,?,0.9941,3.15,?,8.9,?
?,?,?,?,?,40.0,?,?,3.4,?,9.7,?
?,?,?,?,0.063,?,?,?,?,0.38,9.0,?
?,?,?,?,?,?,?,0.9923,3.49,0.42,?,7.0
6.0,?,?,3.5,0.028,?,?,0.9912,3.4,?,?,7.0
?,0.18,?,?,0.089,40.0,?,?,?,0.62,?,?
?,0.33,0.21,1.0,?,39.0,?,?,3.12,0.45,?,6.0
?,?,?,?,0.049,?,178.0,?,?,?,?,6.0
?,0.39,?,?,?,26.0,72.0,0.9941,?,?,?,?
6.9,?,?,?,?,?,148.0,?,?,0.45,9.4,?
7.7,0.29,0.48,?,0.049,?,?,?,3.17,0.64,10.6,?
?,0.905,?,0.8,?,17.0,?,0.9934,?,0.56,?,5.0
?,?,?,2.4,?,30.0,?,0.9936,?,?,9.2,?
?,0.33,0.22,?,?,?,89.0,0.9893,?,0.38,?,?
5.1,?,0.22,1.6,0.027,?,?,?,3.51,0.38,?,?
?,0.31,?,?,?,12.0,?,0.9919,?,?,10.4,?
?,?,?,?,?,?,?,?,?,?,?,7.0
?,0.32,0.5,2.6,0.049,?,155.0,?,?,?,?,?
6.4,?,?,?,0.037,12.0,?,?,3.32,?,?,?
7.3,0.2,?,1.4,0.045,?,98.0,?,?,?,10.0,?
?,?,?,?,0.046,?,?,0.9975,3.1,?,9.0,?
7.5,?,0.28,?,?,?,?,?,?,?,?,6.0
7.2,?,?,?,?,30.0,149.0,?,3.1,?,9.2,?
?,?,?,3.2,0.027,20.0,?,0.991,3.38,?,11.3,?
?,0.33,0.22,1.6,0.027,18.0,?,?,3.51,0.38,?,?
?,?,?,?,?,?,?,?,?,?,10.8,?
6.3,0.39,0.35,5.9,?,82.5,?,?,3.12,?,?,?
6.7,?,?,?,0.047,29.0,140.0,0.995,3.39,?,9.7,6.0
?,?,?,14.9,0.032,?,?,?,?,?,?,?
7.0,0.3,?,14.9,0.032,?,181.0,?,3.18,0.61,9.3,7.0
6.5,?,?,?,0.031,?,?,?,?,0.46,?,?
?,0.55,0.15,?,0.031,?,125.0,?,?,?,?,6.0
?,0.24,0.43,2.0,?,20.0,69.0,0.99,?,?,?,?
?,?,?,11.8,0.044,?,?,0.9976,3.19,0.44,?,?
?,?,?,?,?,87.0,?,?,?,0.41,?,5.0
8.2,0.28,?,1.8,?,30.0,93.0,?,?,?,?,?
?,?,?,1.5,0.037,?,107.0,?,3.46,0.5,?,?
