@relation dataset

@attribute fixedacidity real
@attribute volatileacidity real
@attribute citricacid real
@attribute residualsugar real
@attribute chlorides real
@attribute freesulfurdioxide real
@attribute totalsulfurdioxide real
@attribute density real
@attribute ph real
@attribute sulphates real
@attribute alcohol real
@attribute quality real


@data
6.8,0.25,?,?,?,?,?,0.9972,?,?,?,?
7.1,0.43,0.61,11.8,?,?,155.0,?,?,0.45,8.7,?
?,?,?,?,?,?,?,?,3.12,?,8.7,?
7.2,?,?,?,0.044,55.0,?,0.9974,3.09,0.44,?,6.0
?,0.27,?,7.5,0.049,?,243.0,?,3.12,?,?,?
6.9,?,?,?,0.035,47.0,?,0.99,?,0.4,12.6,7.0
6.9,0.21,0.33,?,0.034,?,?,0.9899,3.25,?,?,7.0
7.5,?,?,?,0.04,51.0,148.0,?,3.21,?,?,7.0
?,0.26,?,?,?,62.0,240.0,0.9969,?,?,?,6.0
6.0,0.34,?,?,?,?,164.0,0.9979,3.14,?,?,?
8.6,0.265,?,?,0.034,?,80.0,?,?,?,?,?
?,?,?,?,?,?,83.0,?,?,?,?,4.0
?,?,?,15.9,0.046,26.0,164.0,?,?,0.5,?,?
?,?,0.37,13.5,?,52.0,192.0,0.9975,3.0,?,?,5.0
?,?,0.32,?,?,?,162.0,0.9962,3.4,?,9.4,5.0
?,0.21,?,12.1,0.05,55.0,164.0,0.997,3.34,?,?,?
?,?,?,18.9,?,44.0,170.0,?,2.99,?,?,5.0
?,?,0.37,?,?,?,?,0.9975,3.0,?,?,?
7.3,0.13,?,14.4,?,?,109.0,0.9974,3.2,?,?,6.0
7.1,?,?,9.6,?,?,?,?,3.4,0.41,9.4,5.0
?,?,?,16.5,?,?,?,?,3.16,?,9.1,?
?,?,0.35,16.5,?,60.0,?,?,?,0.59,9.1,6.0
?,0.33,?,1.3,?,?,?,?,3.27,0.6,?,5.0
6.5,?,?,?,0.082,?,163.0,0.9959,?,0.39,?,?
?,0.27,?,18.75,0.052,45.0,?,1.0,?,?,?,?
7.2,0.31,0.5,13.3,0.056,?,195.0,0.9982,3.01,?,?,?
6.7,?,0.34,9.2,?,29.0,150.0,0.9968,?,0.51,?,?
?,?,?,?,?,29.0,150.0,?,3.22,0.51,9.1,?
?,0.485,?,?,0.065,?,103.0,0.994,3.63,0.4,9.7,4.0
6.0,?,?,?,0.041,25.0,?,?,?,0.44,11.3,?
?,?,0.4,?,?,16.0,85.0,?,?,0.42,11.8,6.0
?,?,?,?,0.056,68.0,?,?,3.01,?,?,5.0
7.3,0.32,0.48,?,0.06,?,?,0.9982,3.04,0.5,9.2,5.0
?,?,0.04,?,?,21.0,?,0.9934,3.22,0.51,?,5.0
7.8,?,?,12.2,?,42.0,138.0,0.9984,?,?,?,5.0
?,0.16,0.31,?,?,?,131.0,0.9952,?,0.34,?,?
?,?,?,?,0.058,?,?,0.9952,?,?,9.1,?
?,?,0.47,?,0.092,?,?,?,3.21,?,9.8,6.0
?,0.19,?,?,0.026,?,?,?,?,0.48,?,?
7.4,?,?,?,?,29.0,126.0,0.994,3.14,?,10.5,5.0
?,?,0.32,?,?,?,?,?,3.45,?,?,?
?,0.3,?,?,0.044,?,179.0,?,?,?,?,?
6.1,0.3,?,?,?,46.0,184.0,?,3.31,?,10.9,6.0
?,?,0.25,?,0.02,7.0,57.0,?,3.39,?,10.6,?
?,0.24,?,7.6,0.038,48.0,?,?,3.45,?,9.7,7.0
6.5,?,?,?,?,?,241.0,?,?,?,?,5.0
6.6,0.24,?,?,0.035,46.0,?,0.9982,3.24,0.51,?,5.0
?,?,?,?,0.034,?,?,?,?,0.52,?,?
?,?,?,?,?,?,179.0,?,?,?,9.6,5.0
?,0.23,0.4,1.2,0.027,36.0,121.0,0.992,3.12,?,10.7,?
7.1,?,0.67,10.5,?,49.0,155.0,0.9975,?,?,8.7,?
6.8,?,?,?,0.035,?,96.0,0.9917,?,?,10.8,?
?,?,0.39,1.9,0.029,?,?,?,?,0.52,11.8,?
?,0.31,0.34,?,0.045,?,77.0,?,3.3,?,?,?
7.1,0.37,0.67,10.5,?,?,?,0.9975,?,0.44,8.7,5.0
?,0.21,0.4,?,?,38.0,107.0,?,?,?,10.8,6.0
8.5,?,?,?,0.036,24.0,?,?,?,0.53,?,6.0
?,0.2,?,2.0,?,?,?,?,?,?,?,6.0
6.3,?,0.37,?,?,?,?,?,?,?,?,?
5.6,?,?,?,0.044,53.0,?,?,?,?,?,6.0
6.4,0.595,?,5.2,?,15.0,?,0.9951,3.38,?,?,?
?,?,0.33,?,?,?,80.0,?,?,0.58,?,?
?,?,?,?,0.054,?,?,?,2.99,?,?,?
?,?,0.38,8.0,0.043,46.0,?,0.9934,?,0.32,11.5,7.0
7.6,?,0.46,?,?,58.0,?,0.9968,?,?,?,6.0
?,0.25,0.3,4.1,0.054,23.0,116.0,?,?,0.38,9.4,6.0
7.2,0.18,0.41,?,?,41.0,?,?,?,0.45,?,?
8.2,0.23,0.4,?,?,12.0,?,0.9966,?,?,9.7,6.0
?,?,?,14.0,?,48.0,198.0,0.9979,2.89,?,8.9,6.0
?,0.24,?,14.0,?,?,198.0,0.9979,?,0.42,?,?
?,?,?,?,0.036,?,124.0,0.9898,3.29,?,?,?
?,0.44,0.04,1.4,?,43.0,119.0,0.9894,?,0.33,12.1,8.0
?,?,?,1.4,?,?,119.0,?,3.36,?,12.1,?
?,?,?,1.5,?,38.0,?,?,?,?,12.4,?
?,0.22,?,?,?,?,159.0,0.998,?,0.4,9.1,5.0
?,0.36,?,?,0.049,?,?,0.9932,3.28,?,?,?
?,?,?,14.0,0.066,?,198.0,?,?,?,8.9,6.0
?,?,0.35,?,0.05,?,?,0.997,?,?,?,5.0
?,0.23,?,?,?,72.0,?,?,?,?,?,?
?,0.27,0.46,?,?,?,197.0,0.9974,?,0.59,?,6.0
?,?,?,2.4,?,25.0,?,0.9896,3.08,0.44,?,7.0
7.5,?,?,?,?,?,151.0,?,?,?,?,?
9.8,?,?,?,?,?,?,0.9958,2.87,?,10.0,?
7.1,?,?,1.5,?,29.0,?,?,?,?,?,?
?,?,0.45,?,0.045,?,?,?,?,0.39,?,6.0
7.6,0.48,?,?,0.037,4.0,100.0,0.9902,3.03,?,11.4,?
6.3,?,?,?,0.038,?,130.0,0.9918,?,0.33,11.5,7.0
7.5,?,?,17.7,?,?,173.0,?,?,0.64,?,?
?,?,0.4,?,0.04,?,?,0.9927,?,?,?,6.0
?,0.32,0.47,5.1,?,19.0,?,0.991,?,0.41,12.6,?
?,0.23,?,12.9,0.054,57.0,?,?,?,?,9.4,5.0
6.0,?,?,?,0.06,?,?,?,3.11,?,8.7,?
?,0.25,?,5.5,?,?,176.0,?,?,?,?,?
6.4,0.33,?,?,?,42.0,173.0,0.9951,?,0.66,?,?
?,?,0.15,1.2,?,?,183.0,?,?,0.43,9.2,?
6.8,?,?,22.0,?,?,?,?,?,?,?,5.0
6.9,?,0.4,14.0,?,?,227.0,?,3.18,?,9.6,?
?,?,?,?,0.043,?,?,?,?,?,?,5.0
?,0.29,?,11.9,0.043,?,?,?,?,0.63,9.3,5.0
6.7,?,?,9.4,?,49.0,166.0,0.9954,?,0.61,?,?
5.9,?,0.23,?,?,42.0,?,?,?,?,11.0,5.0
?,?,0.35,3.8,?,?,?,?,3.26,0.57,12.7,?
?,?,?,?,?,?,?,?,3.09,?,?,?
?,0.28,0.28,?,?,?,211.0,?,?,0.55,?,?
6.8,?,?,?,?,?,?,?,2.93,0.5,?,?
?,?,?,?,?,28.0,123.0,0.9928,?,?,?,?
?,0.15,0.34,?,?,?,125.0,?,?,?,?,?
6.4,?,0.44,?,?,?,?,0.9942,?,0.41,9.1,5.0
?,0.3,?,?,0.197,76.0,?,0.9942,3.02,0.39,?,6.0
6.4,0.29,?,?,0.197,75.0,183.0,?,?,0.38,?,?
?,?,?,?,?,?,?,0.9961,3.13,?,?,?
7.1,0.32,?,13.1,?,52.0,?,0.998,?,0.49,?,5.0
?,?,?,7.8,?,?,?,0.9961,?,0.47,?,5.0
?,0.27,?,?,?,55.0,?,?,?,?,?,?
?,?,?,?,?,?,?,0.998,?,?,8.8,?
?,?,?,?,?,53.0,?,?,3.2,0.5,?,?
6.8,0.26,?,?,0.034,39.0,?,0.9949,?,0.53,?,?
?,0.28,0.35,2.3,0.053,?,114.0,0.9924,?,?,?,?
6.4,0.21,?,11.6,?,?,?,?,?,?,?,?
?,?,?,8.3,?,?,?,?,?,?,9.2,5.0
?,0.44,0.88,?,?,20.0,?,?,2.99,?,?,4.0
?,?,?,?,0.04,?,?,0.9938,3.32,?,10.2,5.0
?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,0.994,?,0.34,?,5.0
?,?,0.38,1.4,?,35.0,111.0,0.9918,?,0.59,11.2,?
?,?,?,?,0.045,?,126.0,?,?,0.34,9.2,?
6.7,?,0.29,5.3,0.051,31.0,122.0,0.9944,?,?,9.7,6.0
6.2,0.25,0.25,1.4,0.03,35.0,?,?,?,0.44,?,?
5.8,?,0.24,?,0.044,?,?,0.9961,?,?,?,5.0
7.5,0.27,0.36,?,?,?,?,?,3.03,?,?,?
5.8,0.26,0.24,?,0.044,?,152.0,?,?,?,?,?
5.7,0.28,?,17.5,?,?,167.0,?,?,0.44,9.4,5.0
7.5,0.23,0.36,?,0.036,?,?,0.9938,?,?,?,5.0
7.5,0.27,?,?,?,?,164.0,?,3.03,0.33,?,5.0
7.2,?,0.21,?,0.07,33.0,?,0.9971,?,?,9.1,?
6.2,0.25,?,1.4,?,35.0,?,0.9912,3.3,0.44,?,?
6.5,?,?,0.8,0.043,?,144.0,0.9936,?,?,?,?
?,?,0.22,?,0.046,?,?,0.9929,3.39,?,?,?
?,?,?,?,0.046,?,?,0.9998,?,0.39,?,5.0
6.4,?,?,?,?,41.0,200.0,0.9938,?,?,?,?
7.1,0.25,0.32,?,?,?,?,0.9969,?,0.52,?,?
?,?,?,2.4,0.048,?,?,?,3.5,0.5,?,?
7.1,?,0.41,17.8,0.046,?,145.0,0.9998,3.32,?,?,5.0
?,0.64,?,?,?,26.0,142.0,?,3.37,?,?,4.0
?,?,0.4,7.8,?,38.0,?,0.9976,3.34,?,?,?
8.2,0.27,?,?,0.039,49.0,208.0,0.9976,?,0.51,9.5,?
?,?,?,?,?,?,?,?,?,0.44,9.0,6.0
?,?,0.38,?,?,?,?,?,?,0.44,?,?
?,?,?,?,0.058,55.0,194.0,?,3.09,?,9.0,?
?,0.23,?,14.3,?,?,?,?,?,?,?,6.0
6.8,?,0.32,?,?,54.0,?,0.9972,?,?,?,?
7.0,0.26,?,?,0.037,?,120.0,?,?,?,?,7.0
6.2,0.25,?,15.55,?,28.0,159.0,?,3.48,0.64,?,?
?,?,0.23,13.7,0.05,?,?,0.9985,?,?,?,5.0
?,?,?,?,0.031,?,90.0,?,?,?,10.4,?
?,0.21,0.37,?,?,23.0,?,?,3.15,?,?,7.0
6.8,?,0.34,?,?,?,218.5,0.9934,?,?,9.7,6.0
?,?,?,?,?,?,?,?,3.14,?,8.7,?
?,0.18,0.36,2.0,0.038,?,?,0.9923,3.37,?,11.3,?
6.8,?,0.27,?,?,?,?,?,?,0.61,?,?
5.8,?,0.27,?,?,?,?,?,?,0.36,10.9,?
5.6,0.19,0.26,?,0.03,?,76.0,?,?,?,?,7.0
6.1,?,0.14,10.4,0.037,18.0,?,0.996,3.38,0.45,10.0,5.0
?,0.21,?,?,?,40.0,?,?,?,?,?,?
8.5,0.26,?,?,?,?,?,?,3.02,?,?,3.0
?,?,?,?,0.043,?,?,?,3.14,0.46,?,?
5.8,?,?,?,?,?,?,?,3.53,0.43,?,3.0
5.8,0.24,?,1.5,0.054,37.0,158.0,?,?,0.52,?,?
?,0.26,?,?,?,45.0,?,0.9935,?,0.58,?,?
?,?,0.3,?,?,8.0,?,?,3.27,0.41,?,7.0
6.3,0.35,0.3,?,?,?,?,?,?,0.41,11.0,7.0
?,0.23,?,?,0.032,23.0,?,0.9912,3.32,0.5,?,?
?,?,?,?,?,3.0,?,?,?,?,11.4,?
6.9,?,?,?,0.048,36.0,?,0.9939,3.32,0.42,?,?
?,?,0.4,?,?,?,156.0,0.9996,2.93,?,?,?
?,?,?,?,0.036,15.0,95.0,?,3.17,?,?,?
7.2,?,?,13.6,0.045,66.0,?,?,3.08,?,?,6.0
6.2,?,0.35,?,?,22.0,?,?,3.1,?,?,6.0
?,?,?,?,?,36.0,156.0,?,2.93,0.47,?,5.0
6.9,0.32,?,8.3,?,?,180.0,0.9965,3.25,0.51,?,?
?,?,?,?,?,?,?,?,3.34,?,9.7,?
?,0.585,0.07,?,?,?,145.0,?,3.34,0.57,?,?
?,?,0.07,?,?,?,?,?,3.34,?,9.7,?
?,0.32,?,?,?,?,?,0.9965,3.25,?,?,6.0
5.2,?,?,?,?,?,?,0.9944,?,0.58,?,?
?,?,0.26,13.1,?,?,?,0.9972,3.29,?,9.3,?
?,?,?,?,?,?,?,?,?,0.38,?,5.0
7.0,?,?,?,?,?,?,0.9966,3.05,?,?,5.0
?,0.19,?,?,0.046,51.0,?,?,3.14,0.57,9.8,6.0
?,0.2,?,?,?,50.0,?,?,3.14,0.58,?,?
?,0.26,?,?,?,9.0,?,?,?,?,10.6,?
?,?,?,?,0.044,?,?,?,3.05,?,?,?
7.0,0.3,?,?,?,17.0,105.0,?,3.26,0.68,?,7.0
?,?,0.36,2.8,0.034,?,112.0,?,3.19,0.38,?,?
?,?,?,5.0,?,?,?,0.9909,3.3,0.6,12.3,?
?,0.44,?,?,0.047,46.0,?,?,?,?,?,4.0
6.7,?,0.3,15.6,?,?,?,0.9982,?,0.49,9.3,5.0
?,?,?,?,?,46.0,198.0,?,3.12,?,8.8,5.0
?,?,?,?,?,?,?,?,?,?,?,5.0
?,0.28,0.33,15.7,0.053,51.0,?,?,?,?,?,?
?,?,?,14.2,0.058,49.0,192.0,0.9979,?,?,9.0,?
?,0.23,0.39,14.2,0.058,?,192.0,?,2.98,?,?,7.0
?,0.23,?,14.2,?,49.0,?,?,?,?,?,?
?,?,?,?,0.058,49.0,192.0,0.9979,?,0.48,9.0,?
5.9,?,0.31,5.8,?,?,155.0,?,?,?,10.5,6.0
?,0.28,?,19.8,?,?,195.0,?,?,0.44,?,?
?,?,0.22,?,?,26.0,157.0,0.9957,?,0.64,9.8,?
?,?,0.38,1.6,?,34.0,182.0,?,?,0.38,8.5,3.0
?,?,0.27,1.2,?,34.0,?,0.9934,?,?,?,?
?,0.39,0.7,10.6,0.045,?,?,?,?,?,?,?
7.2,0.19,?,?,?,82.0,?,?,3.19,?,?,7.0
7.5,0.17,?,11.3,?,65.0,146.0,?,?,?,10.0,?
?,?,?,?,?,?,122.0,?,3.15,?,10.3,?
6.1,0.41,?,?,?,36.0,?,?,3.27,0.67,?,?
?,0.2,?,?,0.05,?,?,?,?,?,10.5,6.0
?,?,?,?,?,?,?,?,3.27,0.67,10.8,?
?,?,0.21,1.3,?,42.0,?,?,?,?,11.1,?
?,0.41,?,?,0.057,?,163.0,?,?,?,?,6.0
?,?,?,?,?,?,163.0,0.9949,3.2,?,?,?
?,?,?,?,?,?,163.0,0.995,3.2,?,?,5.0
?,?,?,?,?,?,?,0.995,?,0.41,?,6.0
6.2,0.33,0.27,?,?,30.0,?,?,?,?,?,?
?,?,?,?,?,36.0,?,0.9928,?,0.41,10.4,?
6.1,?,?,?,?,?,100.0,0.9917,?,0.71,11.5,7.0
5.0,?,0.14,?,?,35.0,?,0.9918,3.53,0.51,12.5,?
?,0.25,0.41,?,0.042,37.0,149.0,?,3.36,0.45,?,6.0
?,?,?,6.7,0.038,?,166.0,?,?,0.63,?,6.0
?,?,0.21,6.6,?,?,167.0,?,3.29,0.62,10.0,?
6.8,0.28,0.6,?,?,?,?,0.9934,?,0.44,?,6.0
6.8,?,?,?,0.031,34.0,134.0,?,3.21,0.38,?,?
?,?,?,?,?,?,135.0,?,?,?,?,5.0
?,0.3,?,7.85,?,?,133.0,0.9933,?,0.43,11.5,?
?,0.125,0.25,3.3,?,?,?,?,3.54,0.59,?,?
6.0,0.1,?,1.1,?,?,?,?,?,?,?,7.0
?,?,?,7.7,?,36.0,?,?,3.19,0.37,10.5,5.0
?,0.25,?,?,0.031,?,?,0.9927,?,?,?,?
6.8,0.28,0.44,?,?,35.0,?,0.9946,3.16,0.36,10.4,6.0
?,0.41,0.51,2.0,0.046,?,207.0,0.993,3.02,?,?,?
?,0.27,0.31,?,0.057,?,313.0,?,?,0.59,?,5.0
7.9,?,0.41,15.15,0.04,38.0,?,0.9976,?,0.6,?,6.0
?,0.34,?,6.3,?,37.0,?,?,3.19,?,10.0,6.0
?,0.28,?,?,0.042,?,?,?,?,?,?,?
?,?,0.41,1.3,0.036,33.0,?,?,3.17,0.51,?,5.0
?,0.32,?,?,?,?,101.0,?,?,0.6,?,8.0
6.8,0.24,?,?,0.032,37.0,?,0.9927,3.2,0.39,10.6,?
?,0.23,0.3,1.8,?,?,91.0,?,3.28,0.4,11.8,6.0
?,0.28,0.34,?,?,30.0,133.0,0.9954,3.11,0.44,?,5.0
?,0.26,?,?,?,?,80.0,?,3.25,0.38,10.8,?
6.3,?,?,1.8,0.033,?,91.0,?,?,?,11.8,?
6.3,?,?,?,0.036,?,?,?,3.32,?,?,?
?,0.27,0.27,12.3,?,?,?,0.9972,3.28,?,?,6.0
?,?,0.4,?,?,?,?,?,?,0.53,10.4,5.0
?,?,?,?,?,49.0,141.0,?,3.43,0.85,10.2,7.0
7.4,?,?,7.8,0.045,27.0,?,?,?,?,9.0,?
8.0,?,0.36,1.5,?,17.0,?,?,?,?,?,?
?,?,?,?,?,?,140.0,0.9962,3.18,?,?,?
5.4,0.31,?,?,0.053,?,144.0,0.9931,?,?,10.0,?
?,0.29,?,3.0,?,47.0,?,?,?,0.75,10.0,?
?,0.145,?,?,0.05,?,?,0.9942,?,?,9.6,?
5.6,0.34,0.1,1.3,?,20.0,68.0,?,?,?,?,?
6.7,0.19,0.41,?,0.056,75.0,?,0.9995,3.2,?,?,?
7.8,0.18,0.46,13.6,?,38.0,118.0,0.998,3.15,0.5,?,?
?,?,0.45,11.2,0.054,?,?,?,3.15,?,?,?
?,?,0.36,?,?,?,146.0,?,?,?,11.4,7.0
?,?,?,?,?,?,?,?,3.03,?,11.9,?
?,?,0.3,?,?,?,128.0,?,?,0.51,?,?
?,?,?,?,0.038,32.0,138.0,0.992,?,?,?,7.0
5.8,0.4,0.42,?,?,38.5,?,0.9937,?,?,?,?
7.3,?,0.37,14.3,?,?,?,?,?,0.38,?,6.0
7.3,0.22,0.37,?,0.063,?,191.0,0.9978,?,?,9.0,?
6.1,?,?,?,0.05,24.0,?,?,3.15,?,?,6.0
?,?,0.39,?,?,?,?,?,3.0,?,?,?
?,0.24,?,?,?,43.0,161.0,0.9935,?,0.59,?,6.0
?,?,0.32,?,?,?,162.0,0.9968,3.28,0.5,10.2,?
?,?,?,1.2,?,?,?,?,3.15,?,8.9,5.0
?,?,?,?,?,?,127.0,?,3.4,?,9.7,?
?,?,?,14.3,?,?,191.0,?,?,0.38,?,?
?,?,?,2.3,?,18.0,?,0.9923,3.49,?,?,?
?,?,0.32,3.5,0.028,29.0,?,?,?,?,12.3,7.0
?,?,0.27,?,0.089,40.0,143.0,0.9923,3.49,?,?,6.0
6.9,?,?,1.0,?,?,148.0,0.9927,3.12,?,9.4,?
?,?,?,2.3,?,?,?,?,?,0.64,10.6,?
?,?,0.35,12.5,?,?,?,?,?,?,11.6,?
?,?,?,1.0,0.053,?,148.0,0.9927,?,?,9.4,6.0
?,?,0.48,2.3,0.049,?,?,?,3.17,?,?,?
?,?,?,?,?,?,?,0.9934,3.34,?,?,5.0
7.2,0.27,?,?,?,?,?,0.9936,?,?,?,6.0
?,0.33,0.22,?,?,18.0,89.0,?,?,?,?,7.0
5.1,0.33,0.22,1.6,0.027,18.0,?,0.9893,?,0.38,?,?
?,0.31,?,?,0.037,?,?,0.9919,?,0.51,?,7.0
?,?,0.44,?,?,?,98.0,?,3.15,?,10.0,?
5.7,0.32,0.5,2.6,?,17.0,155.0,?,?,?,?,?
6.4,?,0.28,?,0.037,?,119.0,?,3.32,0.51,10.4,?
?,?,?,?,?,?,98.0,?,3.15,0.46,?,?
?,?,?,12.5,?,?,?,0.9975,?,?,?,?
?,?,?,?,?,?,157.0,?,3.12,?,9.2,?
7.2,?,0.27,?,?,?,149.0,0.9936,3.1,0.51,?,?
6.0,?,?,3.2,?,?,?,0.991,?,0.39,11.3,?
5.1,?,0.22,?,0.027,18.0,?,0.9893,?,0.38,?,?
5.0,?,?,1.5,?,?,115.0,0.9906,3.48,?,10.8,7.0
6.3,?,?,?,?,?,260.0,0.9941,?,?,?,?
?,0.21,0.32,5.4,?,?,140.0,?,?,0.46,?,?
?,0.3,?,?,0.032,?,?,0.9983,?,0.61,?,?
?,0.3,?,14.9,?,?,181.0,0.9983,?,?,?,?
?,?,0.32,?,?,?,?,?,3.1,0.46,10.6,?
6.1,0.55,?,?,?,19.0,125.0,?,?,?,10.2,?
?,0.24,?,?,0.021,20.0,69.0,?,?,?,?,6.0
?,?,?,11.8,?,?,?,0.9976,3.19,?,?,?
?,?,?,1.3,?,?,?,0.992,?,?,10.0,?
8.2,0.28,0.42,?,0.031,?,93.0,?,3.09,?,11.4,5.0
?,?,?,1.5,0.037,?,?,0.9917,?,?,11.4,?
?,0.26,?,18.2,?,?,?,0.9993,?,0.44,?,5.0
