@relation dataset

@attribute fixedacidity real
@attribute volatileacidity real
@attribute citricacid real
@attribute residualsugar real
@attribute chlorides real
@attribute freesulfurdioxide real
@attribute totalsulfurdioxide real
@attribute density real
@attribute ph real
@attribute sulphates real
@attribute alcohol real
@attribute quality real


@data
6.2,0.12,0.34,?,?,43.0,?,?,?,0.51,?,6.0
?,0.27,?,14.95,?,22.0,179.0,?,3.37,?,?,?
?,0.28,0.43,?,?,?,123.0,?,3.19,?,?,?
?,?,?,5.4,?,?,?,0.9934,?,?,10.0,?
7.0,?,0.32,?,?,38.0,?,?,3.13,0.28,?,?
7.3,0.24,0.39,17.95,?,?,149.0,?,3.21,?,?,?
?,?,?,?,?,45.0,?,?,?,?,?,?
?,?,0.39,?,0.172,?,?,0.9937,?,?,9.4,6.0
6.7,?,0.39,?,0.173,?,?,0.9937,?,?,9.4,?
?,?,?,?,?,28.0,160.0,?,?,?,?,6.0
6.6,0.24,?,?,?,33.0,?,?,?,?,?,6.0
?,?,?,?,?,33.0,?,0.9934,?,0.56,9.5,6.0
?,0.18,0.31,?,0.058,38.0,167.0,?,3.16,0.53,?,7.0
6.2,0.45,?,4.4,0.063,63.0,?,0.994,3.27,?,9.8,4.0
?,?,?,4.4,0.066,?,207.0,?,3.25,?,9.8,5.0
?,0.31,?,7.4,0.069,28.0,?,0.9954,3.13,0.46,?,?
6.9,?,0.35,5.0,?,?,150.0,?,?,0.48,9.8,?
?,0.19,0.31,?,?,31.0,?,0.9917,?,?,?,?
6.6,?,?,?,0.068,?,?,?,?,?,?,?
?,0.16,0.33,1.1,?,21.0,82.0,0.991,3.32,?,10.9,?
6.4,?,?,?,?,?,?,0.9911,3.31,0.35,?,?
?,?,?,0.9,?,?,?,?,3.05,0.38,?,?
6.9,?,?,?,0.039,29.0,?,?,?,?,11.0,?
7.2,?,0.34,11.9,?,?,213.0,0.9962,?,0.5,?,6.0
6.0,0.19,?,12.4,?,?,?,0.9972,3.3,?,?,6.0
?,0.38,0.15,?,?,25.0,78.0,?,3.11,?,?,6.0
7.4,0.2,?,1.2,?,44.0,111.0,0.9926,?,?,9.9,6.0
?,?,?,?,0.092,?,123.0,?,?,0.46,?,?
?,?,0.26,?,?,50.0,?,0.9972,3.3,?,8.9,6.0
?,?,?,1.1,0.035,17.0,?,?,3.02,0.34,?,?
6.6,0.38,0.15,4.6,?,25.0,?,0.9931,3.11,?,?,?
?,?,?,1.4,?,31.0,122.0,0.9927,3.15,0.46,10.3,?
6.2,?,?,?,?,?,120.0,0.9934,3.22,?,?,?
?,?,?,?,?,?,124.0,?,?,?,?,7.0
6.7,?,?,?,0.041,?,?,?,?,?,9.8,?
6.7,?,?,2.1,?,?,?,?,?,0.64,10.7,8.0
?,?,0.29,10.1,0.05,?,?,0.9962,3.13,?,9.5,5.0
?,?,0.43,?,?,?,?,?,?,?,?,6.0
6.8,?,?,?,0.061,50.5,?,?,3.32,?,?,5.0
?,?,0.28,4.8,?,31.0,?,?,?,0.71,?,?
8.6,?,?,?,?,?,72.0,?,2.95,0.49,?,?
?,?,0.31,2.1,?,?,?,?,?,?,?,?
7.4,0.24,0.29,10.1,?,21.0,105.0,?,3.13,?,?,?
?,0.18,?,?,?,31.0,87.0,0.9898,?,?,12.7,7.0
7.0,0.32,?,?,0.042,20.0,?,0.9912,?,0.65,12.0,?
7.4,?,?,?,?,26.0,103.0,?,2.94,?,?,?
?,0.54,?,?,0.06,21.0,?,0.9949,3.27,?,?,?
?,0.22,?,?,?,34.0,?,?,3.39,0.77,10.6,?
?,?,?,?,?,?,?,0.9985,?,0.6,9.2,6.0
7.1,0.34,?,?,?,47.0,164.0,?,?,?,?,5.0
?,0.22,0.3,?,?,?,?,?,?,0.46,?,?
?,?,?,?,0.045,54.0,?,?,3.11,?,8.7,?
7.1,?,?,11.8,?,?,?,0.9975,?,?,?,6.0
7.2,?,?,11.0,?,?,?,?,?,?,?,6.0
?,0.25,?,?,0.05,69.0,?,0.9972,?,?,9.7,6.0
7.1,?,0.61,11.8,?,?,?,?,?,?,?,?
?,0.44,0.62,?,0.044,52.0,?,?,3.12,?,?,?
?,?,?,11.0,?,?,156.0,0.9974,3.09,?,8.7,?
?,?,?,7.5,0.049,65.0,243.0,0.9957,?,?,?,?
?,?,0.33,1.7,0.035,?,136.0,?,3.26,0.4,?,7.0
?,0.21,0.33,1.8,?,?,136.0,?,?,0.41,?,7.0
7.5,0.17,0.32,?,0.04,?,?,0.9916,3.21,0.44,?,7.0
7.1,?,?,?,?,?,?,?,3.04,?,?,?
?,0.34,0.66,?,?,26.0,164.0,?,?,?,8.8,?
8.6,?,?,?,?,?,?,0.9913,?,0.36,?,?
9.8,?,?,10.5,?,4.0,?,0.9956,?,?,10.1,4.0
6.0,?,0.66,?,0.046,?,?,?,?,0.5,?,?
7.4,0.25,?,13.5,?,?,?,0.9975,3.0,0.44,?,?
?,0.12,?,9.6,?,?,162.0,0.9962,3.4,0.41,?,?
6.0,?,?,12.1,?,55.0,?,?,3.34,0.39,?,?
7.5,?,?,18.9,0.059,44.0,?,?,2.99,?,9.0,5.0
?,?,?,?,0.06,?,192.0,0.9975,3.0,0.44,9.1,?
?,0.13,?,14.4,?,?,?,?,3.2,?,?,6.0
?,0.12,?,9.6,?,?,162.0,0.9962,?,?,?,5.0
?,0.23,0.35,?,?,?,?,?,3.16,?,?,6.0
?,?,?,?,?,60.0,?,?,3.16,0.59,?,?
6.9,0.33,?,?,?,37.0,?,?,?,?,10.3,5.0
?,?,0.54,8.5,?,64.0,163.0,0.9959,2.89,?,?,?
?,0.27,0.46,18.75,0.052,?,?,?,?,0.52,?,5.0
?,?,0.5,13.3,?,?,?,?,?,?,9.2,?
?,?,?,?,?,29.0,?,0.9968,3.22,0.51,?,5.0
?,?,0.34,9.2,?,?,?,?,3.22,?,9.1,?
5.5,?,?,?,?,8.0,?,?,?,0.4,?,?
?,?,0.24,?,?,?,?,?,3.31,0.44,11.3,6.0
7.0,?,?,1.7,?,16.0,?,0.9911,?,0.42,?,6.0
?,0.31,0.5,?,?,68.0,195.0,?,3.01,?,?,5.0
7.3,?,?,?,?,?,196.0,0.9982,3.04,0.5,?,?
?,?,0.04,5.7,0.046,?,?,?,3.22,?,10.2,?
7.8,0.24,?,12.2,?,42.0,?,?,3.01,?,?,5.0
?,?,0.31,6.85,0.059,?,?,?,?,?,?,?
?,0.19,?,?,?,14.0,146.0,?,?,0.36,9.1,?
?,0.13,0.47,?,0.092,40.0,?,?,3.21,0.36,9.8,?
?,?,0.36,?,?,?,?,?,3.27,?,?,6.0
?,?,?,?,?,29.0,?,0.994,3.14,?,?,?
?,?,?,7.6,0.038,?,203.0,0.9958,?,0.54,?,7.0
6.1,0.3,?,2.8,?,47.0,179.0,?,?,0.57,10.9,7.0
6.1,?,?,?,?,?,?,?,?,0.57,10.9,6.0
5.7,0.26,?,10.4,?,?,57.0,?,?,0.37,10.6,?
?,?,?,?,?,?,203.0,0.9958,?,0.54,9.7,7.0
?,0.425,0.4,13.1,?,59.0,?,?,?,?,?,5.0
?,?,?,?,?,?,188.0,?,?,0.51,9.2,?
6.8,?,?,?,0.034,?,?,?,?,?,?,?
6.7,0.27,0.31,?,0.036,?,?,?,3.26,0.56,?,5.0
?,0.23,0.4,1.2,0.027,?,?,?,?,?,?,?
?,0.37,?,?,?,49.0,?,0.9975,?,?,?,?
?,?,0.36,?,?,?,?,0.9917,3.15,0.54,10.8,?
8.1,?,0.39,1.9,0.029,18.0,?,?,3.23,?,11.8,6.0
?,0.31,0.34,2.2,?,20.0,77.0,?,?,0.43,10.2,5.0
?,?,?,10.5,?,?,?,0.9975,?,?,8.7,?
?,0.21,0.4,?,0.039,?,107.0,0.992,?,0.54,10.8,6.0
8.5,?,?,?,?,?,?,?,?,0.53,?,6.0
8.1,?,?,2.0,0.037,?,?,?,3.12,0.54,?,6.0
?,?,0.37,?,?,37.0,?,?,?,?,?,?
?,?,0.27,?,?,?,?,0.9918,?,0.37,?,?
?,0.595,?,?,?,?,97.0,0.9951,?,?,?,4.0
6.3,?,0.33,?,?,?,?,0.9917,?,?,12.0,?
6.9,?,?,4.1,?,?,?,?,?,?,9.4,6.0
7.9,0.22,?,8.0,0.043,46.0,?,?,?,0.32,11.5,?
?,0.18,0.46,10.2,?,?,?,0.9968,?,0.43,9.9,?
?,0.25,0.3,?,?,?,116.0,?,2.99,?,9.4,6.0
7.2,?,0.41,1.2,?,41.0,?,?,3.14,?,10.4,?
?,0.23,0.4,?,?,12.0,?,?,3.06,0.84,9.7,?
?,?,0.42,14.0,0.066,48.0,?,?,?,0.42,?,?
7.4,?,?,?,?,48.0,?,0.9979,?,0.42,?,?
6.1,0.32,?,1.5,?,38.0,?,0.9898,3.29,?,?,7.0
?,?,?,1.4,?,?,?,?,?,0.33,12.1,?
5.2,?,0.04,?,0.036,43.0,?,0.9894,?,0.33,?,8.0
?,?,?,?,0.036,?,124.0,0.9898,3.29,0.42,?,?
?,?,0.56,14.5,?,?,159.0,0.998,?,?,?,5.0
?,?,?,4.8,0.049,14.0,?,?,?,?,?,?
7.4,?,?,14.0,?,?,?,0.9979,2.89,?,?,?
6.7,?,?,13.1,?,64.0,?,?,3.15,0.5,9.5,?
7.0,0.23,?,13.0,0.051,?,?,?,?,0.49,?,?
?,0.27,?,?,?,39.0,?,?,?,0.59,?,?
6.7,?,?,2.4,?,25.0,98.0,?,?,?,12.6,7.0
?,0.29,?,?,?,?,?,?,?,?,?,?
9.8,?,0.48,9.85,?,?,?,?,?,0.29,10.0,5.0
?,0.3,?,1.5,?,?,133.0,0.9906,?,?,12.7,?
?,?,0.45,?,?,17.0,96.0,0.9917,?,?,?,6.0
?,?,?,?,?,4.0,100.0,0.9902,?,0.39,?,?
?,?,?,?,?,?,130.0,0.9918,?,?,?,?
7.5,0.27,?,?,0.051,33.0,?,?,?,?,?,?
?,?,?,?,0.04,50.0,?,?,?,0.27,11.4,6.0
7.2,0.32,0.47,5.1,0.044,?,?,?,?,?,?,4.0
?,?,0.3,?,?,57.0,170.0,0.9972,?,?,?,?
?,?,0.07,?,0.06,?,?,?,?,?,?,4.0
?,?,0.32,5.5,0.049,?,?,0.995,3.19,0.68,?,?
?,0.33,?,?,?,?,?,?,?,?,?,?
7.1,?,?,1.2,?,?,?,0.9936,?,?,?,?
?,0.28,0.4,?,?,48.0,?,1.001,2.93,0.5,8.7,?
?,0.27,0.4,14.0,?,64.0,227.0,?,?,0.58,?,?
?,?,?,11.9,0.043,64.0,226.0,0.997,3.02,?,?,5.0
6.8,?,0.56,11.9,?,?,230.0,?,?,0.63,?,?
?,0.24,0.41,9.4,?,?,166.0,?,3.12,?,9.9,6.0
5.9,0.3,0.23,?,?,?,119.0,0.9924,?,?,?,5.0
?,?,0.35,?,0.034,?,?,?,3.26,?,?,?
?,0.28,0.28,8.5,0.047,?,210.0,0.9962,?,0.54,?,4.0
6.6,0.28,?,?,0.052,55.0,211.0,0.9962,3.09,0.55,?,6.0
?,?,0.4,?,0.048,?,167.0,?,?,?,?,5.0
?,0.28,?,?,0.045,?,123.0,0.9928,?,0.37,?,?
6.6,?,0.34,5.1,?,34.0,125.0,0.9942,?,0.42,?,?
6.4,?,0.44,?,0.2,75.0,?,?,3.02,?,?,5.0
6.4,?,0.45,?,0.197,76.0,?,0.9942,?,0.39,?,?
6.4,?,?,3.6,?,75.0,183.0,?,?,?,?,5.0
?,?,0.24,?,0.052,54.0,214.0,0.9961,3.13,?,?,5.0
7.1,?,0.24,13.1,0.05,52.0,204.0,?,?,0.49,8.8,?
6.8,?,?,7.8,?,?,?,0.9961,?,?,?,?
?,?,?,?,?,55.0,196.0,?,?,?,?,5.0
7.1,0.32,0.24,13.1,?,?,?,?,?,?,8.8,5.0
?,?,?,?,?,?,?,?,?,?,?,?
6.8,0.26,?,13.9,0.034,39.0,134.0,?,3.33,?,12.0,?
5.8,0.28,0.35,?,0.053,?,114.0,0.9924,?,?,?,?
?,0.21,?,11.6,?,?,153.0,0.9972,?,?,8.8,?
7.0,0.16,0.32,?,?,?,?,0.9958,?,0.34,?,?
?,0.44,0.88,6.2,?,20.0,124.0,?,?,0.51,?,?
6.8,?,?,2.2,?,?,77.0,?,3.32,0.74,10.2,?
?,?,?,0.9,?,?,170.0,0.993,?,0.77,?,?
?,?,?,?,0.032,12.0,?,0.994,?,?,?,?
?,?,0.38,1.4,?,?,111.0,?,3.32,?,11.2,?
7.0,0.16,0.32,?,0.045,?,?,?,3.21,?,9.2,?
?,?,0.29,?,?,?,?,0.9944,3.44,?,?,6.0
?,?,0.25,1.4,0.03,?,?,0.9912,?,?,?,7.0
5.8,?,?,9.2,0.044,?,152.0,?,3.31,0.38,?,5.0
?,?,?,7.0,?,45.0,?,?,3.03,?,?,?
?,0.26,0.24,9.2,?,55.0,?,?,?,?,9.4,5.0
5.7,?,?,?,0.044,60.0,167.0,?,3.31,?,?,?
?,0.23,?,?,?,?,161.0,0.9938,?,0.32,?,5.0
7.5,?,?,?,?,45.0,164.0,?,?,?,11.0,?
7.2,0.685,0.21,9.5,?,?,?,?,?,?,?,?
6.2,0.25,0.25,?,?,?,105.0,?,3.3,?,?,?
?,?,0.3,?,0.043,?,?,0.9936,?,?,9.1,?
6.3,0.495,?,?,0.046,?,?,0.9929,?,0.54,10.4,?
7.1,?,0.41,17.8,?,?,?,0.9998,?,?,?,?
6.4,?,?,2.4,?,?,200.0,?,?,?,9.7,6.0
?,0.25,0.32,?,?,?,272.0,?,?,?,?,6.0
?,?,0.32,?,?,41.0,?,?,?,?,?,?
?,?,?,17.8,0.046,?,145.0,?,?,?,?,?
?,?,0.08,?,0.062,?,142.0,0.9972,3.37,?,8.9,?
8.3,?,0.4,7.8,?,?,?,?,?,?,9.6,?
8.2,?,0.39,?,?,?,208.0,0.9976,?,?,9.5,?
7.2,0.23,?,14.3,?,?,?,0.9979,?,?,9.0,?
?,?,0.38,14.3,?,?,?,0.9979,?,?,9.0,?
?,?,?,?,?,?,?,0.9979,?,0.44,?,?
?,?,?,?,?,55.0,?,0.9979,3.09,0.44,?,6.0
?,?,?,13.2,?,?,?,?,3.27,?,?,?
7.0,0.26,0.59,1.4,?,40.0,?,?,?,?,11.1,?
?,0.25,0.21,15.55,?,?,?,0.9982,?,0.64,9.6,?
7.3,?,?,?,?,49.0,?,?,?,0.46,?,5.0
7.7,0.31,?,?,?,?,?,0.9944,?,?,?,5.0
7.1,?,?,2.4,?,23.0,?,0.9903,?,0.38,?,7.0
6.8,?,?,2.7,0.047,64.5,218.5,?,?,?,?,?
?,?,0.56,?,0.043,?,?,?,?,?,?,?
?,0.18,?,?,0.038,20.0,?,0.9923,?,?,11.3,6.0
?,?,?,2.1,0.03,26.0,?,?,3.16,?,?,7.0
5.8,0.2,?,?,0.031,?,?,?,?,?,?,7.0
?,?,0.26,1.4,0.03,12.0,?,?,3.25,?,?,7.0
6.1,?,0.14,?,0.037,?,119.0,0.996,3.38,?,?,?
?,?,0.28,?,?,40.0,199.0,?,?,?,?,?
8.5,?,0.21,?,0.074,41.0,?,0.998,3.02,0.5,9.8,?
?,0.4,?,11.2,0.043,40.0,?,?,?,0.46,?,?
5.8,0.24,?,?,?,5.0,?,?,3.53,?,?,?
?,0.24,0.39,?,?,37.0,?,0.9932,?,?,9.3,?
?,?,?,1.1,?,45.0,?,0.9935,3.32,0.58,?,8.0
?,?,?,5.7,0.035,?,97.0,?,?,?,?,7.0
?,?,?,?,0.035,?,?,?,?,0.41,?,?
?,0.23,?,1.8,?,23.0,?,0.9912,3.32,?,11.8,?
5.8,?,0.38,?,0.037,?,?,0.9904,?,0.34,?,?
?,0.115,?,?,0.048,?,?,0.9939,?,?,10.2,6.0
6.9,?,0.4,?,?,?,?,0.9996,?,?,?,?
?,?,?,?,0.036,15.0,?,?,?,0.33,10.2,?
?,?,?,13.6,?,66.0,231.0,0.9977,?,?,?,6.0
?,0.24,?,?,?,?,?,0.9912,?,?,?,?
?,?,0.4,19.45,?,?,156.0,0.9996,?,0.47,8.9,5.0
?,?,?,8.3,?,?,?,?,3.25,?,?,6.0
?,0.58,?,?,?,?,?,0.9944,?,?,9.7,5.0
?,0.585,?,?,?,34.0,145.0,?,3.34,0.57,?,6.0
?,?,0.07,?,0.045,36.0,147.0,0.9944,?,0.57,?,?
?,?,?,?,0.053,32.0,180.0,?,?,0.51,?,6.0
?,?,0.07,7.0,?,?,147.0,?,3.33,?,?,5.0
5.8,0.25,?,13.1,?,?,?,?,?,?,9.3,?
?,?,?,5.1,?,?,?,?,3.24,?,?,?
7.0,0.29,?,?,?,59.0,234.0,?,3.05,0.61,9.5,5.0
?,?,?,?,?,?,169.0,?,3.14,?,?,?
?,0.2,?,?,?,?,166.0,0.9954,?,?,?,6.0
7.7,?,?,?,?,9.0,60.0,?,?,?,?,?
?,?,?,1.2,?,?,67.0,0.9919,3.05,?,?,4.0
?,0.3,?,4.7,?,?,?,?,?,0.68,12.4,?
?,?,0.36,2.8,?,22.0,?,0.99,3.19,0.38,?,?
6.1,?,0.58,5.0,?,36.0,?,0.9909,?,?,12.3,8.0
6.8,?,0.37,?,?,46.0,201.0,?,3.08,?,?,?
6.7,?,0.3,15.6,?,51.0,196.0,?,?,?,9.3,?
7.1,?,?,15.4,?,?,198.0,?,?,0.49,8.8,5.0
?,0.32,?,?,0.056,47.0,180.0,0.9961,3.08,0.47,?,?
6.5,?,?,?,0.053,51.0,190.0,0.9978,?,?,9.7,6.0
7.2,?,?,14.2,?,49.0,192.0,0.9979,?,?,?,?
7.2,?,0.39,?,0.058,49.0,192.0,?,2.98,0.48,?,7.0
?,?,?,?,?,49.0,192.0,0.9979,?,?,?,7.0
7.2,0.23,?,14.2,?,?,192.0,?,2.98,?,?,?
5.9,0.15,?,5.8,0.041,?,?,?,?,0.46,?,?
7.4,0.28,?,19.8,?,?,195.0,?,2.96,?,?,5.0
?,?,?,?,?,?,?,0.9957,3.44,0.64,9.8,7.0
9.1,0.59,0.38,?,?,?,?,0.9968,?,?,?,?
?,0.33,?,1.2,0.046,34.0,?,0.9934,?,?,9.4,?
8.3,?,?,?,?,33.0,?,0.9976,?,0.57,9.4,?
7.2,?,?,3.8,0.041,82.0,?,?,3.19,?,11.2,?
7.5,0.17,?,?,0.046,65.0,146.0,?,3.17,0.45,?,?
?,0.17,?,2.1,?,?,?,?,?,?,?,?
?,?,?,?,?,36.0,?,?,?,?,10.8,?
?,0.2,?,0.9,?,12.0,74.0,?,?,?,10.5,6.0
?,?,0.0,?,?,36.0,?,?,3.27,?,10.8,6.0
6.0,?,0.21,1.3,?,?,?,?,3.32,0.43,?,?
?,?,?,?,?,?,?,?,3.2,?,9.9,6.0
7.3,?,?,?,?,41.0,?,?,?,?,?,6.0
?,0.43,?,6.7,?,40.0,163.0,0.995,?,0.41,9.9,?
?,0.4,?,6.7,?,?,?,0.995,?,?,?,?
?,0.33,?,?,0.036,?,?,0.9927,3.2,?,?,7.0
6.2,?,0.26,4.8,0.037,36.0,148.0,0.9928,3.21,?,10.4,?
?,?,?,?,0.035,?,?,0.9917,?,?,?,?
?,?,?,?,?,?,?,?,?,?,12.5,?
7.8,?,0.41,?,0.042,37.0,149.0,0.9954,3.36,?,10.0,6.0
?,0.36,0.21,6.7,0.038,?,?,?,?,?,?,?
?,?,?,?,0.04,?,?,?,?,0.62,?,?
?,?,?,?,0.132,?,127.0,?,?,?,?,?
6.8,0.25,?,4.7,?,34.0,134.0,?,3.21,?,10.6,?
?,?,0.35,?,0.031,36.0,?,0.9938,3.19,0.37,?,?
5.9,0.3,?,?,?,?,?,?,3.52,?,11.5,?
?,0.125,?,3.3,?,?,?,?,?,?,?,?
6.0,?,?,?,?,15.0,65.0,0.9927,3.61,?,10.3,7.0
?,?,?,7.7,0.031,36.0,?,?,3.19,?,?,?
?,?,?,?,0.031,?,?,?,3.21,?,10.6,6.0
?,?,?,?,0.031,?,?,?,?,0.36,10.4,?
8.3,?,?,?,?,11.0,?,?,?,?,11.4,?
7.5,?,?,?,0.057,?,313.0,0.9946,?,0.59,10.5,?
7.9,0.26,?,15.15,?,?,?,?,?,?,10.0,6.0
?,?,0.23,?,?,?,?,?,?,?,10.0,6.0
6.5,?,?,15.4,?,?,?,0.9978,?,0.5,9.6,?
7.2,?,0.41,1.3,?,33.0,?,0.992,?,?,?,?
6.4,0.32,0.35,?,?,34.0,101.0,0.9912,3.36,?,?,8.0
?,0.24,?,?,?,37.0,?,0.9927,?,0.39,10.6,?
6.3,?,0.3,?,0.033,?,91.0,?,?,0.4,11.8,6.0
6.5,0.28,0.34,9.9,?,30.0,?,0.9954,?,0.44,9.8,5.0
?,0.26,0.26,5.7,?,12.0,?,?,3.25,?,10.8,5.0
?,?,0.3,?,?,?,?,?,?,?,11.8,6.0
?,0.23,0.33,1.5,0.036,?,?,?,3.32,0.42,?,?
?,?,?,?,0.045,?,170.0,0.9972,3.28,?,?,6.0
5.9,?,0.4,1.3,0.047,12.0,?,?,3.45,?,10.4,5.0
6.6,?,0.35,1.5,0.049,?,141.0,0.9934,?,?,10.2,7.0
?,0.2,?,?,?,?,?,?,?,?,?,?
8.0,0.24,?,?,0.047,17.0,?,0.9948,3.2,0.54,?,?
6.4,?,?,?,0.044,30.0,?,0.9962,3.18,0.47,?,6.0
5.4,?,0.47,?,?,46.0,?,?,?,?,?,5.0
?,0.29,?,3.0,0.052,47.0,145.0,?,3.29,?,10.0,6.0
7.1,?,0.33,?,?,?,?,?,?,0.4,?,?
?,?,?,1.3,?,20.0,?,0.9906,3.36,?,11.2,?
6.7,?,?,15.6,?,75.0,155.0,0.9995,3.2,?,?,?
7.8,?,?,?,0.052,38.0,118.0,?,3.15,0.5,10.0,?
?,0.17,?,?,?,?,?,?,3.15,0.47,10.0,?
6.3,?,0.36,?,0.044,?,?,?,?,?,11.4,?
?,?,?,?,?,32.0,?,?,?,0.3,11.9,?
5.5,0.335,0.3,?,?,?,128.0,?,?,0.51,?,?
7.3,?,?,6.85,0.038,32.0,?,0.992,3.03,0.3,?,7.0
?,0.4,?,4.4,?,38.5,245.0,?,?,?,9.6,6.0
?,?,0.37,?,?,48.0,191.0,?,?,0.38,?,?
7.3,0.22,?,?,0.063,?,191.0,?,2.89,?,?,?
?,0.36,?,1.1,?,?,?,0.9927,?,?,9.5,6.0
?,?,?,?,?,19.0,152.0,0.994,?,?,?,6.0
?,0.24,0.34,?,?,?,?,?,?,0.59,10.6,?
?,0.24,?,?,?,54.0,?,?,?,?,?,6.0
?,?,?,?,0.055,?,?,0.9941,3.15,?,?,?
?,0.15,?,?,?,40.0,127.0,0.9942,?,?,9.7,?
7.3,?,?,14.3,?,48.0,191.0,0.9978,?,?,9.0,?
?,?,0.4,2.3,0.037,?,?,0.9923,?,?,11.4,?
?,0.26,?,3.5,?,29.0,113.0,?,3.4,?,?,7.0
6.0,?,0.27,?,?,?,?,0.9923,?,?,10.8,?
?,0.33,0.21,?,0.053,?,148.0,0.9927,?,0.45,9.4,6.0
?,?,?,?,0.049,?,?,0.9931,?,?,10.6,?
?,0.39,?,12.5,?,?,72.0,?,?,?,11.6,5.0
?,0.33,?,?,0.053,39.0,?,0.9927,?,?,?,?
?,?,?,2.3,0.049,?,?,?,?,?,?,6.0
?,?,?,?,0.048,?,?,?,3.34,?,?,5.0
?,0.27,?,?,0.048,?,149.0,?,?,?,?,?
?,0.33,?,?,0.027,18.0,89.0,?,3.51,0.38,12.5,?
?,?,?,1.6,0.027,?,?,0.9893,3.51,0.38,?,?
6.4,?,0.28,1.5,?,12.0,119.0,?,3.32,?,10.4,?
?,0.2,?,1.4,0.045,21.0,98.0,0.9924,3.15,?,?,?
?,?,?,?,?,17.0,?,0.9927,3.22,?,?,?
?,?,0.28,?,0.037,12.0,?,?,?,?,?,7.0
7.3,?,0.44,?,0.045,?,98.0,0.9924,3.15,0.46,10.0,?
7.2,0.28,?,12.5,?,48.0,179.0,?,?,0.52,?,6.0
?,0.35,?,9.6,?,?,157.0,0.9969,3.12,?,?,6.0
?,0.27,0.27,2.4,?,?,?,?,3.1,?,9.2,?
?,?,?,?,?,20.0,125.0,0.991,3.38,?,?,?
5.1,?,0.22,1.6,0.027,?,?,?,?,0.38,12.5,7.0
?,?,?,?,0.026,?,115.0,?,?,?,?,?
6.3,0.39,?,5.9,?,?,?,?,3.12,?,10.1,5.0
6.7,?,?,5.4,0.047,?,?,?,3.39,?,?,?
?,?,0.38,14.9,0.032,?,?,?,?,?,9.3,?
?,0.3,?,?,0.032,?,?,0.9983,3.18,?,?,?
?,?,0.32,?,0.031,?,?,?,3.1,?,10.6,5.0
?,?,?,?,?,?,125.0,?,?,?,?,6.0
7.3,0.24,?,?,0.021,?,?,0.99,3.08,0.56,?,6.0
?,0.37,0.51,?,?,?,?,?,?,0.44,8.8,?
6.8,?,0.12,1.3,0.04,?,168.0,?,3.18,?,10.0,?
?,?,?,1.8,?,30.0,?,?,?,0.39,?,5.0
6.3,?,?,?,0.037,?,?,?,?,0.5,?,6.0
?,?,0.27,?,0.048,52.0,?,?,?,?,?,?
?,?,?,2.9,?,32.0,?,?,?,0.41,11.7,?
6.3,0.2,0.4,1.5,?,?,107.0,?,3.46,?,?,?
