@relation dataset

@attribute attr_1 real
@attribute attr_2 real
@attribute attr_3 real
@attribute attr_4 real
@attribute attr_5 real
@attribute attr_6 real
@attribute attr_7 real
@attribute attr_8 real
@attribute attr_9 real
@attribute attr_10 real
@attribute attr_11 real
@attribute attr_12 real
@attribute attr_13 real
@attribute attr_14 real
@attribute attr_15 real
@attribute attr_16 real
@attribute attr_17 real
@attribute attr_18 real
@attribute attr_19 real
@attribute attr_20 real
@attribute attr_21 real
@attribute attr_22 real
@attribute attr_23 real
@attribute attr_24 real
@attribute attr_25 real
@attribute attr_26 real
@attribute attr_27 real
@attribute attr_28 real
@attribute attr_29 real
@attribute attr_30 real
@attribute attr_31 real
@attribute attr_32 real
@attribute attr_33 real
@attribute attr_34 real
@attribute attr_35 real
@attribute attr_36 real
@attribute attr_37 real
@attribute attr_38 real
@attribute attr_39 real
@attribute attr_40 real
@attribute attr_41 real
@attribute attr_42 real
@attribute attr_43 real
@attribute attr_44 real
@attribute attr_45 real
@attribute attr_46 real
@attribute attr_47 real
@attribute attr_48 real
@attribute attr_49 real
@attribute attr_50 real
@attribute attr_51 real


@data
1.8824,0.8165,2.1916,?,?,-0.30383000000000004,-1.6537,?,?,?,?,-0.34644,-0.31184,0.45319,?,-0.9683700000000001,-0.15844,?,?,?,?,-1.081,?,?,?,?,?,?,-0.27213000000000004,?,?,?,?,?,?,?,-0.41641000000000006,-0.65489,-0.36906,-0.26431,-0.41368999999999995,-0.16374,0.026975,?,?,2.9223,2.1027,-0.48256000000000004,?,0.37066,?
1.6811,0.8222700000000001,?,2.086,1.8265,?,-1.4379,?,?,?,?,?,?,?,?,-1.3323,?,?,?,?,?,?,?,-0.4775,?,?,-0.49026000000000003,-0.11823,-0.28379,1.2398,-0.67335,-0.093579,?,?,-0.42105,?,?,?,-0.37137,?,?,?,-0.11229000000000001,2.0611,?,2.989,1.975,?,1.7559,0.060483,-1.7868
1.4895,?,?,?,1.5403,-0.3185,?,?,-0.5935600000000001,?,?,-0.29103,-0.27521999999999996,0.75143,?,-0.9447399999999999,?,?,?,-0.28811,-0.42527,-1.081,?,-0.4775,?,-0.71312,?,-0.11823,-0.26969,?,-0.67335,0.75143,0.050869,-0.22559,?,-0.35231999999999997,-0.41641000000000006,-0.65489,-0.36906,-0.26431,-0.41368999999999995,-0.16374,0.026975,1.8323,?,2.6676,1.6575,-0.48278000000000004,1.4401,?,?
1.4895,0.81688,2.1109,1.7895,?,-0.3185,-1.2477,?,-0.5935600000000001,-0.23315999999999998,?,-0.29103,?,?,?,?,-0.15843,?,-0.29911,?,-0.42527,-1.081,?,-0.4775,-0.37114,?,-0.60902,?,-0.26966,-0.44033,?,0.75143,?,?,?,-0.35231999999999997,-0.41641000000000006,-0.65489,?,-0.26431,-0.41368999999999995,?,?,1.8323,?,2.6676,1.6575,-0.48278000000000004,1.4401,?,-1.5559
?,?,?,?,1.5403,?,-1.2477,-0.14537,-0.5935600000000001,?,?,-0.29103,?,0.75143,-0.23431999999999997,?,-0.15843,-1.7734,?,?,?,?,?,-0.4775,-0.37114,?,-0.60902,-0.11823,-0.26966,?,-0.67335,0.75143,?,-0.22559,?,-0.35231999999999997,-0.41641000000000006,-0.65489,-0.36906,-0.26431,-0.41368999999999995,?,0.026975,1.8323,?,2.6676,?,?,?,?,-1.5559
?,0.81688,2.1109,?,?,-0.3185,-1.2477,-0.14537,-0.5935600000000001,-0.23315999999999998,?,-0.29103,-0.27529000000000003,0.75143,-0.23392,-0.9796600000000001,?,?,-0.27203,-0.28811,?,?,-1.4349,-0.4775,?,?,-0.60624,-0.11823,-0.28001,-0.44033,-0.67335,?,?,-0.22559,-0.42105,?,-0.38781,-0.62946,-0.33784000000000003,-0.26431,?,?,?,1.8656,?,?,1.7026,-0.30016,1.4851,0.30639,?
?,?,2.1109,1.7895,?,-0.3185,-1.2477,?,-0.5935600000000001,-0.23315999999999998,0.31218,?,-0.27526,0.75143,-0.23431999999999997,?,-0.15843,-1.7734,?,?,-0.42527,-1.081,?,-0.4775,?,?,-0.60902,-0.11823,?,-0.44033,?,?,0.050869,-0.22559,-0.42105,-0.35231999999999997,?,-0.65489,-0.36906,-0.26431,-0.41368999999999995,-0.16374,0.026975,?,?,2.6676,?,-0.48278000000000004,1.4401,0.34553,?
1.4895,?,2.1109,?,?,-0.3185,-1.2477,-0.14537,-0.5935600000000001,?,0.31218,?,-0.27529000000000003,0.75143,?,-0.9796600000000001,-0.15832000000000002,-1.3014,-0.27203,?,-0.44497,-1.081,-1.4349,-0.4775,?,-0.69055,?,-0.11823,-0.28001,-0.44033,-0.67335,?,?,-0.22559,?,?,?,-0.62946,-0.33784000000000003,-0.26431,-0.38506,-0.16374,0.026975,1.8656,0.9780399999999999,2.7129,?,-0.30016,?,0.30639,?
1.4895,0.81688,?,?,?,-0.3185,-1.2477,-0.14537,-0.5935600000000001,-0.23315999999999998,0.31218,-0.29103,-0.27521999999999996,0.75143,-0.23426,?,-0.15843,-1.7734,?,-0.28811,?,-1.081,-1.4324,-0.4775,?,-0.71312,?,?,?,?,?,0.75143,?,-0.22559,?,-0.35231999999999997,?,?,-0.36906,-0.26431,-0.41368999999999995,?,0.026975,?,?,?,?,?,?,0.34553,?
1.4895,0.81688,?,1.7895,?,?,?,-0.14537,-0.5935600000000001,-0.23315999999999998,?,-0.29103,?,0.75143,?,-0.9447399999999999,-0.15843,-1.7734,?,?,?,-1.081,?,-0.4775,?,-0.71312,-0.60902,?,-0.26966,-0.44033,-0.67335,?,0.050869,-0.22559,?,?,-0.41641000000000006,?,?,?,?,-0.16374,0.026975,1.8323,0.9774299999999999,2.6676,1.6575,?,?,?,-1.5559
1.4895,?,?,?,?,-0.3185,?,-0.14537,-0.5935600000000001,-0.23315999999999998,?,?,-0.27526,0.75143,-0.23431999999999997,-0.9447399999999999,-0.15843,?,-0.29911,?,?,-1.081,-1.4324,-0.4775,-0.37114,-0.71312,?,-0.11823,-0.26966,-0.44033,-0.67335,?,?,-0.22559,?,-0.35231999999999997,-0.41641000000000006,?,?,-0.26431,?,?,?,1.8323,0.9774299999999999,?,?,-0.48278000000000004,?,?,?
?,0.1644,-0.8222700000000001,?,-0.74475,-0.58268,0.89128,0.12703,?,-0.09707,-0.16710999999999998,-0.11950999999999999,-0.13738,?,?,-0.30124,?,?,?,?,-0.39185,?,?,?,?,?,-0.40018000000000004,-0.11823,-0.26187,?,-0.67335,0.75143,0.12254000000000001,-0.22559,-0.42105,?,?,?,?,-0.26431,?,-0.16374,0.09661,?,-0.18057,-0.39026,-0.39204,?,?,-0.11510999999999999,0.029617
0.76357,0.83152,?,0.4188,?,?,-0.4782,-0.55397,?,-0.5053300000000001,-0.68179,-0.31214000000000003,-0.19261,-2.5292,-0.12559,?,?,0.58673,0.8472299999999999,-0.28811,-0.55642,0.020912,?,0.24381,?,0.18967,?,?,?,-0.24266999999999997,3.3686,-2.5292,-0.09248200000000001,?,?,?,?,0.24925,0.24365,-0.26431,0.15575,-0.16374,1.0019,0.74573,0.99018,?,0.78796,?,?,?,?
?,?,-0.053546,1.7173,?,1.1749,?,-0.82637,-0.70995,?,0.79064,-0.31214000000000003,-0.15504,-2.9766,?,-1.5228,0.091245,0.58673,0.41921,?,-0.47803,?,?,0.099548,0.6714100000000001,-0.023714,-0.10192999999999999,?,-0.08744400000000001,?,2.737,?,?,-0.22559,?,?,0.58968,?,0.27833,-0.26431,?,-0.16374,?,?,0.99018,?,2.4793,?,?,-0.46486000000000005,-2.1318
2.0094,0.83152,-0.053546,?,1.4643,1.1749,-1.7638,?,-0.70995,?,0.26056,-0.36491,-0.29441,?,-0.13474,-1.5881,?,?,?,-0.28811,-0.47803,?,0.69043,?,1.2097,?,?,?,-0.047594,2.3269,2.5475,?,-0.09248200000000001,0.18591,?,-0.22369,?,0.13812,0.32226,?,?,-0.16374,?,?,?,-0.5454100000000001,2.4793,1.5386,2.2579,-0.46486000000000005,-2.1318
?,?,-0.9138799999999999,-0.97185,?,-0.67373,?,0.12703,-0.024604,0.039015,-0.1405,?,-0.08129,?,-0.18236,-0.52663,?,?,?,?,-0.44295,-1.3564,-0.42513,?,-0.14188,-0.7492300000000001,-0.5637800000000001,?,?,-0.44033,?,0.75143,0.12254000000000001,?,-0.42105,?,-0.13047,-0.0097461,-0.069641,-0.26431,?,-0.16374,0.09661,-0.42933999999999994,?,-0.49553,?,?,0.25801999999999997,-0.24622,-0.18459
0.027384,?,0.031049,0.28389000000000003,0.3984,1.3618,?,-0.41777,?,?,-0.56912,-0.35963,-0.3517,-1.1374,?,?,?,1.2948,2.1246,?,1.6183,?,?,?,0.30074,?,?,-0.051039999999999995,?,?,1.7265,-1.1374,-0.09248200000000001,?,?,0.41943,?,0.44703999999999994,?,8.0278,-0.15495,-0.16374,?,-0.57834,?,?,?,?,?,?,0.27562
-0.29486,?,2.7381,?,-0.52832,0.21886999999999998,0.38511999999999996,1.7614,3.9866,-0.64141,-0.066353,0.38976,3.719,0.10525,2.8747,?,-0.15819,?,?,?,-0.3924,?,?,-0.4775,?,-0.92338,?,?,-0.2751,?,?,0.10525,?,?,-0.42105,-0.35231999999999997,?,-0.59273,?,?,?,0.86159,?,0.09623999999999999,0.48399,?,-0.12507000000000001,-0.4899,-0.21324,0.50367,0.060824
1.7808,0.49368,?,?,?,?,?,?,-0.58499,?,?,?,-0.38314000000000004,?,?,2.0155,-0.15958,0.020298,-0.026525999999999997,-0.28811,2.1873,0.020912,?,-0.4775,?,0.022012,?,-0.11377000000000001,?,-0.44033,-0.67335,0.75143,-0.09248200000000001,-0.22559,?,-0.35231999999999997,?,-0.52868,?,?,?,?,-0.11229000000000001,?,-1.9409,3.4576,-0.14277,?,?,-0.46486000000000005,?
-0.94919,?,2.7381,-0.92063,-1.1009,-0.7280300000000001,1.2654,?,4.8909,-0.64141,?,3.1921,4.141,-2.6783,?,?,?,-2.2087,-2.6897,-0.28811,-0.22285,-0.7136600000000001,-1.5852,?,?,-0.9771200000000001,-1.7232,?,?,2.9199,?,?,?,-0.22559,-0.42105,?,?,-0.65677,?,-0.26431,-0.41368999999999995,-0.16374,?,-0.57834,?,3.4576,-0.55678,-0.4899,-0.78459,-0.46486000000000005,0.93219
1.0871,?,2.7381,?,?,?,?,?,-0.431,-0.5053300000000001,?,?,-0.20263,0.75143,?,0.0345,-0.15812,0.58673,?,0.51334,0.36966,?,-0.5139699999999999,?,-0.80514,-0.20154,-0.42986,?,?,-0.44033,?,0.75143,?,-0.22559,-0.42105,?,-0.30839,?,?,-0.26431,-0.31932,2.3996,-0.11229000000000001,?,?,3.4576,?,?,?,2.7093,-1.3158
0.67266,?,?,0.13805,0.09631,2.106,-0.90907,?,1.5399,-0.36924,-0.12728,1.3239,1.5866,0.75143,?,-1.4987,?,?,?,?,-0.40874,?,?,-0.4775,-0.46998,?,?,-0.11823,-0.27815,-0.44033,?,?,?,?,?,-0.35231999999999997,-0.41853,-0.65677,-0.37137,-0.26431,?,-0.16374,?,?,0.8234899999999999,3.4576,0.42633999999999994,-0.4899,0.35006,3.0051,-1.2709
1.6022,0.48181,2.7381,0.7832399999999999,0.8301,2.1845,?,1.0804,?,-0.36924,-0.51431,0.046729,-0.23496999999999998,?,-0.11821,-0.9976299999999999,-0.15838,-1.1126,?,-0.28811,-0.2391,-0.8605799999999999,-0.7708699999999999,?,-0.6047600000000001,-0.82747,-0.76332,?,-0.25745,1.0421,-0.67335,0.0058338999999999995,?,-0.22559,-0.22077,-0.22369,-0.38993,?,?,-0.26431,?,?,-0.11229000000000001,?,?,3.4576,?,?,?,3.2312,?
?,0.83152,-0.053546,-0.44685,?,-0.19541,?,-0.55397,?,?,-0.47339,?,-0.31056999999999996,-2.5292,-0.027807,?,?,0.58673,?,1.8491,?,1.4901,?,0.9651200000000001,0.20694,0.18967,?,-0.058439,0.34205,?,?,-2.5292,-0.09248200000000001,?,?,-0.35231999999999997,-0.19083,0.22853,?,8.1355,?,-0.16374,-0.11229000000000001,?,?,-0.5454100000000001,?,?,-0.78459,?,?
?,?,2.7381,-0.8706299999999999,-1.0523,-0.67001,1.1994,32.27,?,?,?,11.588,?,-1.1871,?,-1.3705,?,?,-2.7018,-0.28811,-0.30635,?,-1.6193,-0.4775,-0.4631,-0.9819,-1.7303,-0.11823,-0.24943,-0.44033,1.7897,-1.1871,?,-0.22559,?,-0.35231999999999997,-0.41853,-0.65677,?,-0.26431,-0.41368999999999995,?,?,-0.57834,0.99018,3.4576,-0.55678,?,?,?,?
0.079813,?,?,?,-0.33954,5.0932,-1.6885,-0.14537,?,?,0.8112199999999999,-0.21714,?,0.60231,?,?,-0.15789,0.58673,?,?,-0.44696,-0.8605799999999999,-2.1285,-0.4775,?,-0.45582,?,?,?,?,?,?,-0.09248200000000001,?,-0.42105,?,-0.20565999999999998,-0.12370999999999999,-0.17368,-0.26431,-0.21115,1.5451,-0.11229000000000001,0.35031999999999996,0.8220000000000001,?,-0.017837000000000002,-0.4899,?,?,-1.9505
-0.6237199999999999,-0.035726999999999995,2.7381,-0.86206,-0.7360399999999999,0.25805,0.55486,?,?,?,-0.07652,?,?,0.05554,?,-1.4172,?,-1.679,?,?,?,-0.7136600000000001,-2.1582,-0.4775,?,?,?,?,-0.27203,-0.44033,0.21081,0.05554,-0.09248200000000001,?,-0.42105,-0.35231999999999997,-0.40158,?,?,-0.26431,-0.40309,?,?,-0.24819000000000002,0.26397,3.4576,?,?,-0.40131999999999995,?,?
1.7808,?,2.7381,1.4195,?,?,-1.5279,?,-0.58499,-0.64141,-0.7770199999999999,?,-0.38314000000000004,0.75143,?,2.0155,?,0.020298,?,-0.28811,?,0.020912,?,-0.4775,-0.46011,?,-0.16455999999999998,?,?,-0.44033,-0.67335,0.75143,?,?,?,?,?,?,-0.33205999999999997,?,?,1.8869,-0.11229000000000001,-0.17069,-1.9409,?,?,-0.4899,?,-0.46486000000000005,-1.0176
-1.0414,0.32325,2.7381,-1.0090000000000001,?,-0.7195,1.3386,?,1.1,-0.7775,-1.1934,-0.18548,?,-2.8771,?,?,?,-1.8097,?,?,?,0.020912,-0.12815,-0.4775,-0.48139,-0.8819,-1.3955,-0.11823,-0.28363,1.5363,2.6739,?,?,-0.22559,-0.42105,-0.35231999999999997,?,?,-0.37137,-0.048934,?,-0.16374,?,-0.57834,?,3.4576,-0.55678,-0.4899,-0.78459,?,?
0.28405,?,?,?,0.23795,3.9698,?,-0.41777,?,?,-0.6096199999999999,?,?,0.75143,?,0.19458,-0.15736,0.58673,?,?,0.62742,?,-0.5226,?,?,0.05927,?,?,-0.10177,?,-0.67335,?,?,?,-0.42105,?,-0.18977,?,-0.2153,-0.26431,-0.21645999999999999,?,-0.11229000000000001,?,?,?,-0.55678,-0.4899,0.34549,1.1393,?
?,?,2.7381,-0.79766,?,?,?,?,1.8516,-0.5053300000000001,?,0.8014,?,?,?,-1.1263,?,-1.7397,?,?,-0.32445,?,-2.1642,?,?,-0.9335899999999999,-1.6484,-0.11823,-0.26013000000000003,-0.44033,?,0.5526,?,-0.22559,?,?,-0.3857,?,-0.33553,?,-0.39249,?,?,?,?,3.4576,-0.4612,?,0.13227,?,-0.9512299999999999
?,?,2.7381,?,-0.49921000000000004,?,?,2.8510000000000004,?,?,-0.12030999999999999,?,1.4166,?,?,?,?,?,-2.2916,-0.28811,-0.37217,-1.081,-2.2784,-0.4775,?,-0.9335899999999999,-1.6339,?,?,?,-0.42073999999999995,?,-0.09248200000000001,-0.22559,0.17978,0.41943,?,?,-0.33553,?,?,1.2034,-0.11229000000000001,?,-0.53132,?,?,-0.4899,?,?,-0.38185
?,?,2.7381,-0.91404,-0.65081,0.83839,0.25206999999999996,2.8510000000000004,?,?,?,0.8014,1.0467,0.60231,1.9611,-1.4114,-0.15817,-1.7397,-2.2858,?,-0.39555,-1.081,-1.7728,?,?,-0.9335899999999999,-1.6003,-0.11823,-0.2779,?,?,0.60231,-0.09248200000000001,?,0.38006,0.67667,?,-0.5173800000000001,-0.33437,-0.26431,-0.39249,1.2034,-0.11229000000000001,?,-1.0065,?,-0.50758,-0.4899,-0.29641,1.2576,-0.085832
?,-0.82558,2.7381,?,?,3.139,?,-0.28157,-0.05915499999999999,?,-0.81821,-0.32269000000000003,-0.12625,?,?,?,?,0.58673,?,1.6354,0.017465,-1.081,-0.28015999999999996,?,-0.61864,0.18967,?,?,-0.21929,-0.44033,?,0.5029,-0.09248200000000001,?,?,?,?,-0.36575,?,-0.26431,-0.35219,1.2034,?,0.38199,-0.9969,?,?,-0.45065,?,3.2755,-1.6714
-0.5092,?,2.7381,-0.98503,-0.69029,0.59125,?,-0.14537,0.76149,?,?,-0.26992,?,-0.093579,1.9882,?,-0.15833,0.1147,-1.9159,0.7804800000000001,-0.3152,?,-0.58457,?,?,-0.20154,?,-0.11407,-0.26213000000000003,1.141,?,?,-0.09248200000000001,?,-0.22077,-0.09507,-0.37828,?,-0.34247,-0.26431,?,?,?,-0.31794,?,3.4576,?,?,?,0.51331,?
?,-1.4313,2.7381,?,-0.76145,?,?,?,?,?,-1.1328,-0.32269000000000003,?,0.25437,?,?,-0.15828,?,-1.6517,?,-0.35952,-1.081,-0.24856999999999999,-0.4775,-0.5058199999999999,-0.39714,?,-0.11823,-0.27521999999999996,?,-0.16812,?,-0.09248200000000001,?,0.17978,0.033554,-0.38464,?,-0.33553,?,?,?,-0.11229000000000001,?,?,?,-0.55208,?,-0.36071,2.4996,-0.4006
?,?,?,-0.9864700000000001,-0.7516,0.50332,0.47284,?,?,-0.5053300000000001,-0.9662700000000001,?,0.16633,?,1.7238,?,-0.15835,0.1147,-2.0404,-0.28811,-0.33266,-0.5300199999999999,-0.15069000000000002,-0.83815,-0.50089,-0.13041,-1.1557,-0.11823,-0.26697,1.141,-0.6102,-0.093579,-0.09248200000000001,0.18591,-0.020493,?,-0.39523,-0.57295,?,-0.26431,?,?,?,-0.33803,?,3.4576,-0.55678,-0.4899,-0.36880999999999997,0.48618,?
-0.20911999999999997,?,2.7381,?,-0.43788999999999995,?,-1.0181,?,0.058418,-0.5053300000000001,-1.1196,-0.32269000000000003,?,?,1.3163,-0.76962,-0.1581,?,-0.90115,?,?,-1.081,-0.19216,?,-0.57117,-0.39714,?,?,-0.25974,?,?,0.60231,?,?,?,-0.35231999999999997,-0.3158,-0.29135,-0.26964,?,-0.31508,?,-0.11229000000000001,-0.14417,?,?,?,?,-0.11813,5.0496,?
?,?,2.7381,?,?,?,-0.17954,-0.28157,?,-0.5053300000000001,?,?,0.12039000000000001,0.40349,1.03,?,?,0.58673,-1.4747,1.6354,-0.18409,-0.5300199999999999,-0.25975,?,-0.52491,0.08298,?,?,-0.23924,0.053826,-0.54705,?,?,-0.22559,-0.42105,-0.35231999999999997,-0.34863,?,-0.31472,?,-0.35219,1.2034,-0.11229000000000001,-0.17869000000000002,?,?,-0.55678,-0.4899,-0.011758,1.09,?
?,0.035031,?,?,?,?,?,?,?,?,?,-0.32269000000000003,?,0.75143,1.0555,?,-0.1583,?,?,-0.28811,?,?,?,?,-0.53423,-0.39714,?,?,?,?,?,?,-0.09248200000000001,-0.22559,1.7819999999999998,1.8343,-0.35286999999999996,?,?,-0.26431,?,0.51981,?,?,?,3.4576,?,?,-0.12880999999999998,?,-1.3255
?,-1.449,2.7381,-0.9466,?,1.3345,?,?,0.38531,?,?,?,0.099719,?,0.93965,-0.80014,-0.15829000000000001,0.58673,?,?,?,?,?,-0.4775,?,0.08298,?,-0.11823,-0.26313000000000003,?,-0.67335,?,-0.09248200000000001,-0.22559,?,1.4484,-0.34545,-0.45146000000000003,-0.29623,?,?,?,-0.11229000000000001,-0.10155,-1.0204,3.4576,-0.5491,?,?,1.8196,-0.40976
?,?,?,?,-0.23131,?,?,?,?,?,?,-0.36491,-0.3584,?,?,-0.31306999999999996,?,0.58673,?,1.3148,0.64352,?,?,0.48425,0.33769,?,0.57848,?,0.2704,-0.44033,?,?,?,?,0.78062,?,?,?,?,?,?,-0.16374,?,?,?,-0.51762,?,?,?,-0.46486000000000005,0.93219
?,?,?,?,?,?,?,?,-0.22348,?,-0.37551999999999996,-0.33852,?,?,?,-0.45342,?,?,?,?,?,2.2246,?,?,0.33813000000000004,?,1.0821,?,?,-0.44033,?,-1.8333,?,?,-0.42105,-0.35231999999999997,-0.16012,?,?,?,-0.15495,-0.16374,-0.11229000000000001,-0.57834,0.8042199999999999,-0.49058,?,?,?,-0.46486000000000005,?
1.8218,?,2.7381,?,?,1.3483,?,?,-0.5817399999999999,?,?,?,?,0.75143,-0.2269,?,?,-1.7734,-0.35514,-0.28811,?,?,?,-0.4775,-0.06769299999999999,?,-0.69924,-0.11823,?,-0.44033,?,?,?,?,?,?,?,?,-0.37137,?,?,?,?,?,?,3.4576,?,?,1.8038,?,-1.6745
?,?,2.7381,?,1.1709,?,-1.5702,-0.14537,?,-0.64141,-0.77995,?,?,?,?,1.4878,?,?,-0.35514,-0.28811,?,?,?,-0.4775,?,?,-0.69924,?,-0.041984,-0.44033,?,?,?,?,?,?,?,?,-0.37137,?,?,-0.16374,?,?,?,?,?,?,?,-0.46486000000000005,?
